Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	3	3
OG0001396	6	6
OG0001397	4	4
OG0001398	1	0
OG0001399	3	3
OG0001400	3	3
OG0001401	3	2
OG0001402	2	1
OG0001403	3	2
OG0001404	3	3
OG0001405	2	1
OG0001406	3	1
OG0001407	3	2
OG0001408	1	1
OG0001409	3	3
OG0001410	3	3
OG0001411	3	3
OG0001412	1	0
OG0001413	2	1
OG0001414	3	3
OG0001415	3	3
OG0001416	2	0
OG0001417	3	3
OG0001418	2	1
OG0001419	3	2
OG0001420	3	3
OG0001421	2	1
OG0001422	3	2
OG0001423	4	4
OG0001424	4	4
OG0001425	3	3
OG0001426	3	3
OG0001427	2	2
OG0001428	2	0
OG0001429	3	3
OG0001430	3	3
OG0001431	2	1
OG0001432	1	1
OG0001433	3	1
OG0001434	3	3
OG0001435	2	2
OG0001436	2	0
OG0001437	3	2
OG0001438	2	2
OG0001439	3	2
OG0001440	3	3
OG0001441	5	3
OG0001442	3	3
OG0001443	3	3
OG0001444	4	4
OG0001445	2	2
OG0001446	2	1
OG0001447	4	3
OG0001448	3	3
OG0001449	2	1
OG0001450	3	3
OG0001451	3	3
OG0001452	3	3
OG0001453	4	4
OG0001454	3	2
OG0001455	2	2
OG0001456	3	3
OG0001457	3	3
OG0001458	3	3
OG0001459	3	2
OG0001460	2	2
OG0001461	3	2
OG0001462	3	3
OG0001463	3	3
OG0001464	2	1
OG0001465	3	3
OG0001466	2	2
OG0001467	3	1
OG0001468	3	2
OG0001469	2	1
OG0001470	3	1
OG0001471	3	3
OG0001472	1	1
OG0001473	3	3
OG0001474	3	2
OG0001475	2	1
OG0001476	3	2
OG0001477	3	3
OG0001478	3	3
OG0001479	1	0
OG0001480	1	1
OG0001481	3	3
OG0001482	3	2
OG0001483	3	3
OG0001484	1	1
OG0001485	3	2
OG0001486	21	21
OG0001487	3	3
OG0001488	3	3
OG0001489	2	1
OG0001490	3	1
OG0001491	3	3
OG0001492	3	3
OG0001493	2	0
OG0001494	3	2
OG0001495	4	2
OG0001496	1	0
OG0001497	3	3
OG0001498	3	3
OG0001499	3	3
OG0001500	3	3
OG0001501	2	2
OG0001502	3	3
OG0001503	3	3
OG0001504	3	3
OG0001505	3	2
OG0001506	3	3
OG0001507	1	0
OG0001508	23	23
OG0001509	3	2
OG0001510	2	2
OG0001511	3	0
OG0001512	3	3
OG0001513	3	2
OG0001514	4	3
OG0001515	4	3
OG0001516	2	2
OG0001517	2	1
OG0001518	3	1
OG0001519	2	1
OG0001520	4	2
OG0001521	3	3
OG0001522	3	3
OG0001523	2	1
OG0001524	3	3
OG0001525	3	2
OG0001526	3	1
OG0001527	3	3
OG0001528	3	3
OG0001529	3	2
OG0001530	17	12
OG0001531	1	0
OG0001532	2	1
OG0001533	3	3
OG0001534	3	3
OG0001535	3	3
OG0001536	2	2
OG0001537	2	1
OG0001538	1	1
OG0001539	3	3
OG0001540	12	11
OG0001541	3	2
OG0001542	18	18
OG0001543	4	4
OG0001544	2	2
OG0001545	4	4
OG0001546	5	5
OG0001547	3	2
OG0001548	5	5
OG0001549	2	1
OG0001550	5	5
OG0001551	2	1
OG0001552	16	16
OG0001553	4	4
OG0001554	5	5
OG0001555	17	17
OG0001556	5	4
OG0001557	5	5
OG0001558	2	1
OG0001559	4	4
OG0001560	3	3
OG0001561	4	2
OG0001562	4	4
OG0001563	3	3
OG0001564	3	0
OG0001565	5	5
OG0001566	5	5
OG0001567	23	23
OG0001568	10	10
OG0001569	11	10
OG0001570	7	6
OG0001571	8	8
OG0001572	4	0
OG0001573	23	23
OG0001574	18	17
OG0001575	23	23
OG0001576	22	22
OG0001577	23	23
OG0001578	1	1
OG0001579	2	2
OG0001580	3	2
OG0001581	2	2
OG0001582	2	1
OG0001583	2	2
OG0001584	2	2
OG0001585	2	1
OG0001586	2	2
OG0001587	4	4
OG0001588	2	2
OG0001589	2	2
OG0001590	2	2
OG0001591	2	2
OG0001592	2	2
OG0001593	2	1
OG0001594	1	0
OG0001595	2	2
OG0001596	2	2
OG0001597	3	3
OG0001598	2	2
OG0001599	2	2
OG0001600	2	2
OG0001601	2	2
OG0001602	2	2
OG0001603	2	2
OG0001604	2	2
OG0001605	2	2
OG0001606	2	0
OG0001607	3	3
OG0001608	2	2
OG0001609	2	2
OG0001610	2	2
OG0001611	2	2
OG0001612	3	3
OG0001613	2	2
OG0001614	2	2
OG0001615	2	1
OG0001616	2	2
OG0001617	2	2
OG0001618	3	2
OG0001619	2	2
OG0001620	2	1
OG0001621	2	2
OG0001622	2	2
OG0001623	2	2
OG0001624	2	2
OG0001625	2	2
OG0001626	2	2
OG0001627	2	1
OG0001628	2	1
OG0001629	2	1
OG0001630	2	2
OG0001631	2	0
OG0001632	2	2
OG0001633	2	2
OG0001634	2	1
OG0001635	2	2
OG0001636	2	1
OG0001637	2	2
OG0001638	1	1
OG0001639	3	2
OG0001640	2	1
OG0001641	2	2
OG0001642	2	2
OG0001643	1	0
OG0001644	2	2
OG0001645	2	2
OG0001646	2	2
OG0001647	2	1
OG0001648	2	2
OG0001649	2	2
OG0001650	2	1
OG0001651	2	1
OG0001652	2	1
OG0001653	2	2
OG0001654	2	1
OG0001655	2	2
OG0001656	2	1
OG0001657	2	2
OG0001658	2	2
OG0001659	2	2
OG0001660	2	2
OG0001661	1	0
OG0001662	2	2
OG0001663	2	2
OG0001664	2	2
OG0001665	2	2
OG0001666	1	1
OG0001667	2	2
OG0001668	2	1
OG0001669	2	2
OG0001670	2	2
OG0001671	2	2
OG0001672	2	2
OG0001673	3	3
OG0001674	2	2
OG0001675	2	2
OG0001676	1	0
OG0001677	2	2
OG0001678	2	2
OG0001679	2	1
OG0001680	2	2
OG0001681	1	0
OG0001682	2	2
OG0001683	2	2
OG0001684	1	0
OG0001685	2	2
OG0001686	2	2
OG0001687	2	1
OG0001688	2	1
OG0001689	2	2
OG0001690	2	2
OG0001691	2	2
OG0001692	2	2
OG0001693	3	0
OG0001694	2	2
OG0001695	2	2
OG0001696	3	2
OG0001697	3	3
OG0001698	2	2
OG0001699	3	1
OG0001700	2	2
OG0001701	2	2
OG0001702	2	2
OG0001703	1	0
OG0001704	2	1
OG0001705	2	2
OG0001706	2	1
OG0001707	2	2
OG0001708	2	2
OG0001709	2	2
OG0001710	2	2
OG0001711	1	0
OG0001712	22	22
OG0001713	2	2
OG0001714	3	3
OG0001715	1	0
OG0001716	2	2
OG0001717	2	1
OG0001718	2	1
OG0001719	2	1
OG0001720	1	1
OG0001721	1	0
OG0001722	2	2
OG0001723	2	2
OG0001724	2	2
OG0001725	2	2
OG0001726	2	2
OG0001727	2	2
OG0001728	2	2
OG0001729	2	1
OG0001730	1	0
OG0001731	2	2
OG0001732	2	2
OG0001733	2	2
OG0001734	2	2
OG0001735	3	3
OG0001736	2	2
OG0001737	2	2
OG0001738	2	1
OG0001739	2	1
OG0001740	3	3
OG0001741	2	2
OG0001742	2	1
OG0001743	2	0
OG0001744	2	2
OG0001745	2	2
OG0001746	2	1
OG0001747	2	1
OG0001748	2	2
OG0001749	2	2
OG0001750	4	4
OG0001751	2	2
OG0001752	2	2
OG0001753	2	2
OG0001754	2	2
OG0001755	2	1
OG0001756	2	2
OG0001757	2	2
OG0001758	1	0
OG0001759	2	2
OG0001760	2	2
OG0001761	2	2
OG0001762	1	1
OG0001763	3	2
OG0001764	2	1
OG0001765	2	1
OG0001766	2	2
OG0001767	2	2
OG0001768	2	2
OG0001769	2	2
OG0001770	1	0
OG0001771	2	2
OG0001772	2	2
OG0001773	2	2
OG0001774	2	2
OG0001775	2	2
OG0001776	2	2
OG0001777	2	1
OG0001778	2	2
OG0001779	2	2
OG0001780	2	2
OG0001781	1	1
OG0001782	2	2
OG0001783	1	0
OG0001784	2	2
OG0001785	2	1
OG0001786	2	0
OG0001787	2	0
OG0001788	2	2
OG0001789	2	1
OG0001790	2	2
OG0001791	2	2
OG0001792	2	1
OG0001793	1	1
OG0001794	2	2
OG0001795	2	2
OG0001796	2	2
OG0001797	2	2
OG0001798	2	2
OG0001799	2	2
OG0001800	2	2
OG0001801	2	1
OG0001802	3	3
OG0001803	2	2
OG0001804	2	2
OG0001805	2	1
OG0001806	2	2
OG0001807	2	1
OG0001808	2	2
OG0001809	2	2
OG0001810	2	2
OG0001811	1	0
OG0001812	2	2
OG0001813	2	2
OG0001814	1	0
OG0001815	2	2
OG0001816	2	2
OG0001817	2	2
OG0001818	2	2
OG0001819	2	2
OG0001820	1	0
OG0001821	2	2
OG0001822	2	0
OG0001823	2	2
OG0001824	2	2
OG0001825	4	3
OG0001826	2	2
OG0001827	3	1
OG0001828	1	0
OG0001829	2	2
OG0001830	2	2
OG0001831	2	2
OG0001832	3	3
OG0001833	1	0
OG0001834	2	2
OG0001835	2	2
OG0001836	2	2
OG0001837	2	2
OG0001838	2	1
OG0001839	3	3
OG0001840	2	1
OG0001841	2	1
OG0001842	2	2
OG0001843	2	2
OG0001844	2	1
OG0001845	1	0
OG0001846	2	2
OG0001847	2	1
OG0001848	2	2
OG0001849	2	2
OG0001850	2	1
OG0001851	2	2
OG0001852	2	2
OG0001853	3	3
OG0001854	2	2
OG0001855	2	2
OG0001856	2	2
OG0001857	2	1
OG0001858	2	2
OG0001859	2	0
OG0001860	2	2
OG0001861	1	1
OG0001862	1	0
OG0001863	2	1
OG0001864	4	4
OG0001865	2	2
OG0001866	2	1
OG0001867	3	2
OG0001868	2	2
OG0001869	2	1
OG0001870	2	2
OG0001871	1	1
OG0001872	2	2
OG0001873	2	1
OG0001874	1	1
OG0001875	2	2
OG0001876	2	1
OG0001877	3	2
OG0001878	2	2
OG0001879	2	1
OG0001880	2	2
OG0001881	2	2
OG0001882	2	1
OG0001883	2	2
OG0001884	2	2
OG0001885	2	1
OG0001886	4	4
OG0001887	2	1
OG0001888	2	2
OG0001889	2	2
OG0001890	2	2
OG0001891	2	0
OG0001892	2	2
OG0001893	2	1
OG0001894	2	2
OG0001895	2	2
OG0001896	3	3
OG0001897	2	2
OG0001898	2	2
OG0001899	1	0
OG0001900	2	2
OG0001901	2	2
OG0001902	2	1
OG0001903	2	2
OG0001904	2	2
OG0001905	2	2
OG0001906	2	2
OG0001907	2	2
OG0001908	2	2
OG0001909	3	3
OG0001910	2	2
OG0001911	2	2
OG0001912	3	3
OG0001913	2	1
OG0001914	2	2
OG0001915	2	2
OG0001916	2	2
OG0001917	2	2
OG0001918	2	2
OG0001919	2	2
OG0001920	2	2
OG0001921	2	2
OG0001922	2	2
OG0001923	2	2
OG0001924	2	2
OG0001925	2	2
OG0001926	2	2
OG0001927	3	0
OG0001928	2	2
OG0001929	2	2
OG0001930	2	2
OG0001931	2	2
OG0001932	2	2
OG0001933	2	2
OG0001934	2	2
OG0001935	2	2
OG0001936	2	2
OG0001937	2	2
OG0001938	2	2
OG0001939	3	3
OG0001940	4	3
OG0001941	2	1
OG0001942	3	3
OG0001943	2	2
OG0001944	2	2
OG0001945	1	0
OG0001946	2	2
OG0001947	3	1
OG0001948	2	1
OG0001949	2	2
OG0001950	2	2
OG0001951	2	1
OG0001952	2	2
OG0001953	2	1
OG0001954	2	2
OG0001955	3	3
OG0001956	2	2
OG0001957	2	2
OG0001958	2	2
OG0001959	2	2
OG0001960	2	1
OG0001961	2	2
OG0001962	2	2
OG0001963	2	2
OG0001964	2	2
OG0001965	2	1
OG0001966	2	2
OG0001967	2	2
OG0001968	2	2
OG0001969	2	2
OG0001970	2	2
OG0001971	2	2
OG0001972	2	2
OG0001973	2	1
OG0001974	1	1
OG0001975	3	1
OG0001976	2	2
OG0001977	2	2
OG0001978	2	2
OG0001979	2	2
OG0001980	2	2
OG0001981	2	2
OG0001982	2	2
OG0001983	2	2
OG0001984	2	2
OG0001985	2	2
OG0001986	2	2
OG0001987	2	1
OG0001988	2	1
OG0001989	2	2
OG0001990	2	1
OG0001991	2	1
OG0001992	3	3
OG0001993	2	1
OG0001994	2	2
OG0001995	2	1
OG0001996	2	2
OG0001997	2	2
OG0001998	2	1
OG0001999	2	2
OG0002000	2	2
OG0002001	2	2
OG0002002	2	0
OG0002003	1	0
OG0002004	2	2
OG0002005	2	0
OG0002006	2	2
OG0002007	2	1
OG0002008	2	2
OG0002009	2	2
OG0002010	2	2
OG0002011	2	2
OG0002012	2	2
OG0002013	3	3
OG0002014	2	2
OG0002015	4	4
OG0002016	2	2
OG0002017	2	1
OG0002018	2	2
OG0002019	1	0
OG0002020	1	1
OG0002021	2	2
OG0002022	1	1
OG0002023	2	2
OG0002024	2	2
OG0002025	2	2
OG0002026	2	2
OG0002027	2	2
OG0002028	2	2
OG0002029	2	1
OG0002030	2	2
OG0002031	2	1
OG0002032	1	0
OG0002033	2	2
OG0002034	2	2
OG0002035	3	3
OG0002036	2	2
OG0002037	2	2
OG0002038	1	0
OG0002039	1	0
OG0002040	2	2
OG0002041	2	1
OG0002042	2	1
OG0002043	2	2
OG0002044	2	1
OG0002045	2	2
OG0002046	3	2
OG0002047	2	2
OG0002048	2	1
OG0002049	2	2
OG0002050	2	2
OG0002051	2	2
OG0002052	2	2
OG0002053	2	2
OG0002054	2	2
OG0002055	2	1
OG0002056	2	2
OG0002057	2	2
OG0002058	2	2
OG0002059	2	1
OG0002060	2	1
OG0002061	2	2
OG0002062	2	1
OG0002063	2	2
OG0002064	2	2
OG0002065	2	2
OG0002066	2	2
OG0002067	1	0
OG0002068	2	2
OG0002069	2	2
OG0002070	1	0
OG0002071	2	2
OG0002072	2	2
OG0002073	2	2
OG0002074	2	2
OG0002075	2	2
OG0002076	2	2
OG0002077	2	2
OG0002078	2	2
OG0002079	2	1
OG0002080	2	2
OG0002081	2	1
OG0002082	2	2
OG0002083	3	2
OG0002084	2	2
OG0002085	4	4
OG0002086	2	2
OG0002087	2	1
OG0002088	2	1
OG0002089	2	1
OG0002090	2	2
OG0002091	2	2
OG0002092	2	2
OG0002093	2	2
OG0002094	2	2
OG0002095	2	1
OG0002096	3	3
OG0002097	2	2
OG0002098	2	1
OG0002099	2	2
OG0002100	2	2
OG0002101	1	0
OG0002102	3	2
OG0002103	2	2
OG0002104	2	2
OG0002105	2	2
OG0002106	2	2
OG0002107	2	2
OG0002108	2	2
OG0002109	3	3
OG0002110	2	2
OG0002111	2	0
OG0002112	2	2
OG0002113	1	1
OG0002114	2	2
OG0002115	2	2
OG0002116	2	2
OG0002117	2	2
OG0002118	2	2
OG0002119	2	1
OG0002120	3	3
OG0002121	2	2
OG0002122	2	1
OG0002123	2	2
OG0002124	2	2
OG0002125	1	0
OG0002126	2	2
OG0002127	3	3
OG0002128	2	1
OG0002129	22	22
OG0002130	2	2
OG0002131	2	2
OG0002132	2	2
OG0002133	2	2
OG0002134	3	3
OG0002135	2	2
OG0002136	2	1
OG0002137	4	4
OG0002138	3	1
OG0002139	2	2
OG0002140	2	1
OG0002141	2	1
OG0002142	3	3
OG0002143	2	1
OG0002144	1	1
OG0002145	2	1
OG0002146	2	2
OG0002147	3	3
OG0002148	2	2
OG0002149	2	1
OG0002150	3	2
OG0002151	2	2
OG0002152	2	2
OG0002153	3	3
OG0002154	3	3
OG0002155	2	2
OG0002156	2	2
OG0002157	2	1
OG0002158	1	0
OG0002159	2	2
OG0002160	2	2
OG0002161	2	2
OG0002162	2	2
OG0002163	2	1
OG0002164	2	2
OG0002165	2	2
OG0002166	3	2
OG0002167	2	2
OG0002168	2	2
OG0002169	2	0
OG0002170	3	2
OG0002171	1	0
OG0002172	2	2
OG0002173	2	2
OG0002174	2	1
OG0002175	2	2
OG0002176	2	2
OG0002177	2	2
OG0002178	1	0
OG0002179	1	0
OG0002180	2	2
OG0002181	2	2
OG0002182	1	0
OG0002183	1	0
OG0002184	2	2
OG0002185	2	0
OG0002186	2	2
OG0002187	3	3
OG0002188	2	2
OG0002189	18	18
OG0002190	17	15
OG0002191	3	3
OG0002192	2	2
OG0002193	2	0
OG0002194	22	22
OG0002195	5	5
OG0002196	4	4
OG0002197	3	3
OG0002198	3	3
OG0002199	3	3
OG0002200	3	3
OG0002201	2	0
OG0002202	3	3
OG0002203	7	7
OG0002204	3	3
OG0002205	3	3
OG0002206	3	3
OG0002207	4	4
OG0002208	3	3
OG0002209	3	3
OG0002210	3	1
OG0002211	3	3
OG0002212	16	16
OG0002213	3	2
OG0002214	2	0
OG0002215	1	1
OG0002216	3	3
OG0002217	2	1
OG0002218	3	2
OG0002219	3	2
OG0002220	1	1
OG0002221	2	2
OG0002222	3	2
OG0002223	3	2
OG0002224	3	3
OG0002225	3	3
OG0002226	3	3
OG0002227	3	3
OG0002228	13	12
OG0002229	6	4
OG0002230	6	6
OG0002231	1	1
OG0002232	14	13
OG0002233	21	21
OG0002234	15	12
OG0002235	22	22
OG0002236	21	21
OG0002237	1	1
OG0002238	1	1
OG0002239	1	1
OG0002240	1	1
OG0002241	1	1
OG0002242	2	1
OG0002243	1	1
OG0002244	1	1
OG0002245	1	1
OG0002246	1	0
OG0002247	1	1
OG0002248	1	1
OG0002249	1	1
OG0002250	1	1
OG0002251	1	1
OG0002252	1	1
OG0002253	1	0
OG0002254	1	1
OG0002255	1	1
OG0002256	1	1
OG0002257	1	1
OG0002258	1	0
OG0002259	1	1
OG0002260	1	1
OG0002261	1	1
OG0002262	1	1
OG0002263	1	1
OG0002264	1	1
OG0002265	1	1
OG0002266	1	1
OG0002267	1	0
OG0002268	1	1
OG0002269	1	1
OG0002270	1	1
OG0002271	1	1
OG0002272	1	1
OG0002273	1	1
OG0002274	1	1
OG0002275	1	1
OG0002276	1	1
OG0002277	1	1
OG0002278	2	2
OG0002279	1	1
OG0002280	1	1
OG0002281	1	1
OG0002282	1	1
OG0002283	1	1
OG0002284	1	0
OG0002285	1	1
OG0002286	1	0
OG0002287	1	1
OG0002288	1	1
OG0002289	1	1
OG0002290	1	1
OG0002291	1	1
OG0002292	1	1
OG0002293	1	1
OG0002294	1	1
OG0002295	1	1
OG0002296	1	1
OG0002297	1	1
OG0002298	1	1
OG0002299	1	1
OG0002300	1	1
OG0002301	1	1
OG0002302	1	1
OG0002303	2	2
OG0002304	1	1
OG0002305	1	1
OG0002306	1	1
OG0002307	1	1
OG0002308	2	2
OG0002309	1	1
OG0002310	1	1
OG0002311	1	1
OG0002312	1	1
OG0002313	1	1
OG0002314	1	1
OG0002315	1	0
OG0002316	1	1
OG0002317	1	1
OG0002318	1	1
OG0002319	1	1
OG0002320	1	1
OG0002321	1	0
OG0002322	2	2
OG0002323	1	1
OG0002324	1	1
OG0002325	4	3
OG0002326	1	1
OG0002327	2	2
OG0002328	1	1
OG0002329	1	1
OG0002330	3	3
OG0002331	1	1
OG0002332	1	1
OG0002333	2	1
OG0002334	1	1
OG0002335	1	1
OG0002336	1	1
OG0002337	1	1
OG0002338	1	1
OG0002339	1	1
OG0002340	1	1
OG0002341	2	2
OG0002342	1	1
OG0002343	1	1
OG0002344	1	1
OG0002345	1	1
OG0002346	1	1
OG0002347	1	1
OG0002348	1	1
OG0002349	1	1
OG0002350	1	1
OG0002351	1	1
OG0002352	1	1
OG0002353	1	1
OG0002354	1	0
OG0002355	1	1
OG0002356	1	0
OG0002357	1	1
OG0002358	1	1
OG0002359	1	1
OG0002360	1	1
OG0002361	1	1
OG0002362	1	1
OG0002363	1	1
OG0002364	1	0
OG0002365	1	1
OG0002366	1	1
OG0002367	1	1
OG0002368	2	2
OG0002369	1	1
OG0002370	1	1
OG0002371	1	1
OG0002372	1	1
OG0002373	1	1
OG0002374	1	1
OG0002375	1	0
OG0002376	1	1
OG0002377	1	1
OG0002378	1	1
OG0002379	1	1
OG0002380	1	1
OG0002381	2	2
OG0002382	1	1
OG0002383	1	1
OG0002384	1	1
OG0002385	1	1
OG0002386	1	1
OG0002387	1	1
OG0002388	1	1
OG0002389	1	1
OG0002390	1	1
OG0002391	1	1
OG0002392	1	1
OG0002393	1	1
OG0002394	1	1
OG0002395	1	1
OG0002396	1	1
OG0002397	1	1
OG0002398	1	1
OG0002399	1	1
OG0002400	1	1
OG0002401	1	1
OG0002402	1	1
OG0002403	1	1
OG0002404	1	1
OG0002405	1	1
OG0002406	3	2
OG0002407	1	1
OG0002408	2	2
OG0002409	1	1
OG0002410	2	2
OG0002411	1	1
OG0002412	1	0
OG0002413	1	1
OG0002414	1	1
OG0002415	1	1
OG0002416	1	1
OG0002417	1	1
OG0002418	1	1
OG0002419	1	1
OG0002420	1	1
OG0002421	2	1
OG0002422	1	1
OG0002423	1	1
OG0002424	1	1
OG0002425	1	0
OG0002426	2	2
OG0002427	4	4
OG0002428	1	1
OG0002429	1	1
OG0002430	1	0
OG0002431	1	1
OG0002432	1	1
OG0002433	1	1
OG0002434	2	1
OG0002435	1	1
OG0002436	1	0
OG0002437	1	1
OG0002438	4	4
OG0002439	1	1
OG0002440	1	1
OG0002441	1	1
OG0002442	1	0
OG0002443	2	1
OG0002444	1	1
OG0002445	1	1
OG0002446	1	1
OG0002447	1	1
OG0002448	1	0
OG0002449	1	0
OG0002450	1	1
OG0002451	1	1
OG0002452	1	1
OG0002453	1	1
OG0002454	1	1
OG0002455	1	0
OG0002456	1	1
OG0002457	1	0
OG0002458	1	0
OG0002459	1	0
OG0002460	1	0
OG0002461	1	1
OG0002462	2	2
OG0002463	1	1
OG0002464	1	1
OG0002465	1	0
OG0002466	1	1
OG0002467	1	0
OG0002468	1	1
OG0002469	1	1
OG0002470	1	1
OG0002471	1	0
OG0002472	1	1
OG0002473	1	1
OG0002474	1	1
OG0002475	1	1
OG0002476	1	1
OG0002477	1	1
OG0002478	1	1
OG0002479	1	1
OG0002480	2	2
OG0002481	1	1
OG0002482	1	1
OG0002483	2	2
OG0002484	1	1
OG0002485	1	1
OG0002486	2	2
OG0002487	1	1
OG0002488	2	2
OG0002489	1	1
OG0002490	1	1
OG0002491	1	1
OG0002492	1	1
OG0002493	1	1
OG0002494	1	1
OG0002495	1	1
OG0002496	1	1
OG0002497	1	0
OG0002498	1	1
OG0002499	1	1
OG0002500	1	1
OG0002501	1	1
OG0002502	1	1
OG0002503	1	1
OG0002504	1	1
OG0002505	1	1
OG0002506	1	0
OG0002507	1	1
OG0002508	1	1
OG0002509	1	0
OG0002510	1	1
OG0002511	1	1
OG0002512	1	0
OG0002513	1	1
OG0002514	1	1
OG0002515	1	1
OG0002516	1	1
OG0002517	2	1
OG0002518	1	0
OG0002519	1	1
OG0002520	0	0
OG0002521	1	1
OG0002522	1	1
OG0002523	1	1
OG0002524	1	1
OG0002525	1	1
OG0002526	1	1
OG0002527	1	1
OG0002528	2	0
OG0002529	1	1
OG0002530	1	1
OG0002531	1	1
OG0002532	1	1
OG0002533	1	1
OG0002534	1	0
OG0002535	1	1
OG0002536	1	1
OG0002537	1	1
OG0002538	1	1
OG0002539	1	1
OG0002540	1	1
OG0002541	1	1
OG0002542	1	1
OG0002543	1	1
OG0002544	1	1
OG0002545	1	1
OG0002546	1	1
OG0002547	1	1
OG0002548	1	1
OG0002549	1	1
OG0002550	1	1
OG0002551	1	1
OG0002552	1	1
OG0002553	1	1
OG0002554	2	2
OG0002555	3	3
OG0002556	1	1
OG0002557	1	1
OG0002558	1	1
OG0002559	1	1
OG0002560	1	1
OG0002561	1	1
OG0002562	1	1
OG0002563	1	1
OG0002564	2	2
OG0002565	1	1
OG0002566	1	1
OG0002567	1	1
OG0002568	1	1
OG0002569	1	1
OG0002570	1	1
OG0002571	1	1
OG0002572	1	1
OG0002573	1	1
OG0002574	1	1
OG0002575	1	1
OG0002576	1	1
OG0002577	1	1
OG0002578	1	1
OG0002579	2	2
OG0002580	1	1
OG0002581	1	1
OG0002582	1	1
OG0002583	2	0
OG0002584	1	1
OG0002585	1	1
OG0002586	1	1
OG0002587	2	2
OG0002588	1	1
OG0002589	2	2
OG0002590	3	3
OG0002591	1	1
OG0002592	1	1
OG0002593	1	1
OG0002594	1	1
OG0002595	1	1
OG0002596	2	2
OG0002597	2	1
OG0002598	1	1
OG0002599	1	1
OG0002600	1	1
OG0002601	1	1
OG0002602	1	1
OG0002603	1	1
OG0002604	1	1
OG0002605	1	1
OG0002606	1	1
OG0002607	1	1
OG0002608	1	1
OG0002609	1	1
OG0002610	1	1
OG0002611	2	2
OG0002612	1	1
OG0002613	1	1
OG0002614	5	5
OG0002615	1	1
OG0002616	1	1
OG0002617	1	1
OG0002618	1	1
OG0002619	1	1
OG0002620	1	1
OG0002621	2	2
OG0002622	1	1
OG0002623	1	1
OG0002624	1	1
OG0002625	1	1
OG0002626	1	1
OG0002627	1	1
OG0002628	2	2
OG0002629	1	0
OG0002630	2	2
OG0002631	1	1
OG0002632	1	1
OG0002633	1	1
OG0002634	1	1
OG0002635	1	1
OG0002636	1	1
OG0002637	1	1
OG0002638	1	0
OG0002639	1	1
OG0002640	1	1
OG0002641	1	1
OG0002642	1	1
OG0002643	1	0
OG0002644	1	1
OG0002645	1	1
OG0002646	1	1
OG0002647	2	1
OG0002648	1	0
OG0002649	1	0
OG0002650	1	1
OG0002651	2	0
OG0002652	1	1
OG0002653	1	1
OG0002654	1	1
OG0002655	1	1
OG0002656	1	1
OG0002657	1	1
OG0002658	1	1
OG0002659	1	1
OG0002660	1	1
OG0002661	1	1
OG0002662	1	1
OG0002663	1	1
OG0002664	1	1
OG0002665	1	1
OG0002666	1	1
OG0002667	1	1
OG0002668	1	1
OG0002669	1	0
OG0002670	1	1
OG0002671	1	1
OG0002672	2	2
OG0002673	1	1
OG0002674	1	1
OG0002675	1	1
OG0002676	1	1
OG0002677	1	1
OG0002678	1	1
OG0002679	1	1
OG0002680	1	0
OG0002681	1	0
OG0002682	1	1
OG0002683	1	1
OG0002684	1	1
OG0002685	1	1
OG0002686	1	1
OG0002687	1	0
OG0002688	1	0
OG0002689	1	1
OG0002690	1	1
OG0002691	1	1
OG0002692	1	0
OG0002693	1	1
OG0002694	1	1
OG0002695	1	1
OG0002696	1	0
OG0002697	1	1
OG0002698	1	1
OG0002699	1	1
OG0002700	1	1
OG0002701	1	1
OG0002702	1	1
OG0002703	1	1
OG0002704	1	1
OG0002705	1	1
OG0002706	1	1
OG0002707	1	1
OG0002708	1	1
OG0002709	1	0
OG0002710	1	1
OG0002711	1	1
OG0002712	1	1
OG0002713	1	1
OG0002714	1	1
OG0002715	1	1
OG0002716	1	0
OG0002717	1	1
OG0002718	1	1
OG0002719	1	1
OG0002720	2	1
OG0002721	2	2
OG0002722	2	1
OG0002723	1	0
OG0002724	1	1
OG0002725	1	1
OG0002726	1	1
OG0002727	1	1
OG0002728	1	1
OG0002729	1	1
OG0002730	1	1
OG0002731	1	1
OG0002732	1	0
OG0002733	1	1
OG0002734	1	1
OG0002735	1	0
OG0002736	1	1
OG0002737	1	1
OG0002738	1	1
OG0002739	1	1
OG0002740	1	1
OG0002741	2	2
OG0002742	1	1
OG0002743	2	2
OG0002744	1	1
OG0002745	1	1
OG0002746	0	0
OG0002747	2	2
OG0002748	1	1
OG0002749	1	1
OG0002750	1	1
OG0002751	1	1
OG0002752	1	1
OG0002753	1	1
OG0002754	1	1
OG0002755	1	1
OG0002756	2	2
OG0002757	1	1
OG0002758	1	1
OG0002759	1	1
OG0002760	1	1
OG0002761	2	2
OG0002762	1	1
OG0002763	1	1
OG0002764	1	1
OG0002765	1	1
OG0002766	1	1
OG0002767	2	2
OG0002768	1	1
OG0002769	1	1
OG0002770	1	1
OG0002771	1	1
OG0002772	1	1
OG0002773	1	1
OG0002774	1	1
OG0002775	2	2
OG0002776	2	2
OG0002777	1	1
OG0002778	1	1
OG0002779	1	0
OG0002780	1	1
OG0002781	1	0
OG0002782	2	1
OG0002783	1	1
OG0002784	1	1
OG0002785	1	0
OG0002786	1	1
OG0002787	1	0
OG0002788	1	1
OG0002789	1	1
OG0002790	1	1
OG0002791	1	1
