Orthogroup	Megachile_rotundata	Apis_mellifera
OG0001669	XP_012143194.1	XP_006572269.1
OG0001670	XP_012148029.1, XP_012148028.1, XP_012148027.1, XP_003706491.1	XP_624386.1
OG0001671	XP_012148803.1	XP_006562904.1
OG0001672	XP_012134919.1	XP_026301574.1
OG0001673	XP_003707973.1	XP_016772949.2, XP_026301982.1, XP_026301981.1
OG0001674	XP_012151708.1	XP_396231.4, XP_006571348.2
OG0001675	XP_003708343.2	XP_001119944.1
OG0001676	XP_012140189.1, XP_012140188.1, XP_012140190.1	XP_026296455.1, XP_026296459.1
OG0001677	XP_012140510.1, XP_003703246.1, XP_012140509.1	XP_623490.2
OG0001678	XP_003708069.1	XP_016773295.1, XP_392138.3
OG0001679	XP_003700555.1	NP_001264229.1
OG0001680	XP_012144403.1	XP_623725.1
OG0001681	XP_003704239.1	XP_391963.3
OG0001682	XP_012152352.1	XP_006558051.1
OG0001683	XP_003703522.1	XP_001122957.2
OG0001684	XP_012145799.1, XP_003705494.1	XP_026301408.1
OG0001685	XP_003703991.1	XP_006559783.1, XP_006559784.1, XP_397385.2
OG0001686	XP_012135513.1	XP_006562633.1
OG0001687	XP_012142809.1, XP_012142813.1	XP_026300480.1
OG0001689	XP_003704259.1	XP_006560383.2
OG0001690	XP_012152504.1	XP_006563110.2, XP_006563111.2
OG0001691	XP_003706344.1	XP_006567672.1, XP_006567673.1
OG0001692	XP_012154182.1, XP_012154183.1, XP_012154184.1, XP_012154187.1, XP_012154185.1	XP_016772581.1
OG0001693	XP_003703517.1, XP_012141375.1, XP_012141374.1	XP_006559220.1
OG0001694	XP_003699911.1, XP_012145892.1	XP_016766972.1, XP_016766975.1
OG0001695	XP_003705899.1	XP_397181.1
OG0001696	XP_012147905.1, XP_012147901.1	XP_026301919.1, XP_006571061.2
OG0001697	XP_003706011.1	XP_395370.1
OG0001699	XP_003703501.1	XP_006560897.1
OG0001700	XP_012152399.1	XP_016772146.2
OG0001701	XP_012143744.1	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1
OG0001702	XP_003702570.1	XP_006557525.1, XP_006557524.1, XP_001120701.2
OG0001703	XP_003705789.1, XP_012146509.1	XP_394880.3
OG0001704	XP_003700189.1, XP_012152954.1	XP_391922.2
OG0001706	XP_003702391.1	XP_393619.4, XP_016768168.2
OG0001707	XP_012147062.1, XP_003706041.1	XP_026300987.1
OG0001708	XP_003703506.1	XP_006560213.1
OG0001709	XP_012152385.1	XP_026295555.1, XP_026295547.1, XP_016772700.2
OG0001711	XP_003708383.1, XP_012152751.1, XP_012152752.1	XP_394460.1
OG0001712	XP_012140448.1, XP_012140449.1	XP_016771334.1, XP_016771331.1
OG0001713	XP_012140723.1, XP_012140724.1	XP_006562481.1
OG0001714	XP_012139220.1	NP_001207415.1
OG0001714	XP_012139225.1	NP_001207416.1
OG0001715	XP_012136821.1	XP_006569265.3
OG0001716	XP_012148366.1	XP_016768172.2
OG0001717	XP_012137287.1	XP_006567330.1
OG0001718	XP_003705642.1	XP_393236.2
OG0001720	XP_003707485.1	XP_392615.1, XP_016769284.1
OG0001721	XP_012148358.1, XP_012148359.1	XP_001120250.2
OG0001722	XP_012150036.1	XP_026296832.1, XP_026296833.1, XP_026296834.1
OG0001724	XP_012150271.1	XP_394574.3
OG0001725	XP_012154309.1, XP_012154308.1	XP_396830.4
OG0001726	XP_012134728.1	XP_006563226.1
OG0001728	XP_012134675.1	XP_016770863.2
OG0001729	XP_012149413.1	XP_026299023.1
OG0001730	XP_012139893.1	XP_026295833.1, XP_026295840.1
OG0001731	XP_012146689.1, XP_003705854.1	XP_026297019.1
OG0001732	XP_003705430.1, XP_012145657.1	XP_016767782.1
OG0001733	XP_012136994.1	XP_026297267.1
OG0001734	XP_012147074.1, XP_003706046.1	XP_624577.2, XP_006571701.2
OG0001735	XP_003701533.1	XP_016773594.2, XP_016773595.2
OG0001736	XP_012152038.1	XP_016766963.1
OG0001737	XP_003706607.1	XP_026296648.1
OG0001738	XP_003701699.1	XP_003249819.2
OG0001739	XP_012143056.1	XP_006562930.1
OG0001740	XP_012148970.1, XP_003706817.1	XP_026299184.1, XP_026299186.1
OG0001741	XP_012136835.1	XP_026302182.1, XP_006561144.2, XP_006561143.2
OG0001742	XP_012136211.1	XP_026300294.1, XP_026300286.1, XP_026300287.1
OG0001743	XP_003704286.2, XP_012142697.1, XP_012142698.1	XP_001122418.1
OG0001744	XP_012146970.1	XP_026301456.1
OG0001745	XP_012137160.1	XP_392464.3
OG0001746	XP_003703699.1	XP_006567770.1
OG0001747	XP_012153715.1, XP_012153718.1, XP_012153719.1, XP_003700293.1, XP_012153716.1, XP_012153717.1, XP_012153714.1	XP_026294820.1, XP_026294819.1
OG0001748	XP_012136615.1	XP_026295003.1, XP_026294997.1
OG0001749	XP_012148449.1	XP_026302273.1, XP_026302286.1
OG0001750	XP_003699586.1	XP_001122103.1, XP_016769468.1
OG0001751	XP_003701501.1, XP_012136689.1	XP_026294749.1, XP_026294750.1
OG0001752	XP_012143489.1	XP_026298163.1
OG0001753	XP_003706694.1	XP_026298887.1
OG0001754	XP_012141609.1	NP_001242967.1
OG0001754	XP_012136273.1	XP_026301143.1
OG0001756	XP_003706604.1	XP_001120526.3
OG0001757	XP_012142983.1	XP_026300423.1
OG0001758	XP_003705252.1	XP_006564274.1
OG0001759	XP_003701941.1, XP_012137503.1	XP_395591.4
OG0001760	XP_003702127.1	XP_016768495.1, XP_006568356.1, XP_016768496.1, XP_016768497.1
OG0001762	XP_012148878.1, XP_003706789.1	XP_006557859.1, XP_026299032.1, XP_016769765.1
OG0001763	XP_003700566.1, XP_012154469.1	XP_625210.1
OG0001765	XP_012136106.1	XP_006562314.1, XP_003250045.1
OG0001766	XP_003701794.1	XP_016768680.1
OG0001766	XP_012137180.1	XP_016768682.1
OG0001767	XP_003707472.1, XP_012149995.1	XP_026296535.1
OG0001768	XP_003706687.1	XP_006562413.1
OG0001769	XP_012138463.1	XP_026294891.1
OG0001770	XP_003708472.1	NP_001014429.1, XP_006559009.2, XP_026299316.1, NP_001011599.1, XP_026299315.1, NP_001011580.1, NP_001011601.1, XP_026299317.1, NP_001011610.1, NP_001011622.1, NP_001011579.1, NP_001011564.1, NP_001019868.1
OG0001771	XP_003705216.1, XP_012145090.1, XP_012145093.1, XP_012145091.1	XP_006564844.1
OG0001773	XP_012154349.1	XP_026301564.1, XP_026301563.1
OG0001774	XP_012149582.1	XP_016767411.1
OG0001775	XP_012154197.1	XP_006557802.1
OG0001776	XP_012146502.1, XP_003705787.1	XP_006562600.2
OG0001777	XP_003699193.1, XP_012135904.1	XP_623303.1, XP_393059.1
OG0001778	XP_003700370.1	XP_006571958.1, XP_006571960.1
OG0001779	XP_003706847.1	XP_006572136.1
OG0001780	XP_003702781.1	XP_394026.2
OG0001781	XP_012140213.1	XP_006561705.1
OG0001782	XP_012138573.1, XP_003702394.1	XP_394140.4
OG0001783	XP_012153106.1, XP_012153190.1	XP_003249423.2
OG0001784	XP_012148009.1, XP_012148010.1, XP_012148011.1	XP_624087.2
OG0001785	XP_003708459.1, XP_012152861.1	XP_623908.1
OG0001786	XP_003703759.1	XP_001120360.1
OG0001787	XP_003706905.1	XP_393706.3
OG0001788	XP_012141594.1	XP_395906.3
OG0001789	XP_003702679.1	XP_006567899.1
OG0001790	XP_003705513.1	XP_392085.2
OG0001791	XP_012138231.1, XP_012138230.1, XP_012138229.1, XP_012138232.1	XP_001120245.2, XP_006568251.2
OG0001792	XP_003704979.1	XP_625134.3
OG0001793	XP_003703372.1	XP_016768363.1, XP_026296947.1
OG0001794	XP_012138228.1	XP_006568264.1, XP_026295048.1
OG0001795	XP_003707276.1	XP_006567715.1
OG0001796	XP_003704098.1	XP_026296488.1
OG0001797	XP_003705276.1	XP_001120264.1
OG0001799	XP_012152790.1	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1
OG0001800	XP_003703789.1	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1
OG0001801	XP_003707540.1	XP_006571821.1
OG0001802	XP_003701460.1	XP_396615.2
OG0001803	XP_003700826.1, XP_012135007.1, XP_012135006.1	XP_006569400.1
OG0001804	XP_012139092.1, XP_012139091.1, XP_012139089.1, XP_003702672.1	XP_394859.1
OG0001805	XP_012152572.1	XP_006563149.2
OG0001806	XP_003706448.1	XP_006563359.1, XP_026302126.1
OG0001807	XP_012141865.1, XP_012141866.1, XP_012141867.1	XP_001121112.2
OG0001808	XP_012136611.1	XP_623170.1
OG0001809	XP_003703087.1	XP_016768585.1, XP_006568686.1, XP_006568687.1
OG0001810	XP_012150387.1	XP_006559673.1
OG0001810	XP_012150386.1	XP_006559672.1
OG0001811	XP_003699893.1, XP_012146304.1	XP_003249302.2
OG0001812	XP_012152368.1, XP_012152367.1	XP_006560961.1
OG0001813	XP_012150502.1	XP_001122360.3
OG0001814	XP_012146115.1	XP_397220.3
OG0001815	XP_003706805.1, XP_012148924.1	XP_006562406.1
OG0001816	XP_003707640.1, XP_012150641.1	XP_026298657.1
OG0001817	XP_012134861.1	XP_623822.2
OG0001818	XP_012143501.1	XP_026298053.1, XP_026298054.1
OG0001819	XP_003699430.1	XP_003250992.1
OG0001820	XP_003707104.1, XP_012149520.1	XP_394676.2
OG0001821	XP_012147907.1, XP_003706357.1	XP_001120030.2, XP_006571059.1, XP_006571060.1
OG0001822	XP_003703530.1	XP_396855.2
OG0001823	XP_012136264.1	XP_026301314.1
OG0001824	XP_003700865.1, XP_012135183.1	XP_006565919.1, XP_006565917.1
OG0001825	XP_003701480.1	XP_026294960.1
OG0001826	XP_012146129.1, XP_012146130.1, XP_012146131.1, XP_012146134.1, XP_012146132.1, XP_012146133.1, XP_003705635.1, XP_012146127.1, XP_012146128.1	XP_016773199.1
OG0001827	XP_012139141.1	XP_026296804.1
OG0001828	XP_003702396.1	XP_006557452.1, XP_394141.2, XP_026299679.1, XP_006557451.1
OG0001829	XP_012144120.1, XP_012144119.1	XP_006561681.1, XP_006561682.1
OG0001830	XP_012145185.1	XP_006564281.1
OG0001831	XP_012139389.1	XP_026300798.1
OG0001832	XP_003705967.1	XP_394067.4
OG0001833	XP_003703423.1	XP_026296913.1
OG0001834	XP_003707795.1, XP_012151120.1, XP_012151119.1	XP_391916.3
OG0001835	XP_003706134.1	XP_006560538.1, XP_001120677.3
OG0001836	XP_012145254.1, XP_012145260.1	XP_026300727.1
OG0001837	XP_012154447.1, XP_012154451.1, XP_012154450.1, XP_012154449.1, XP_012154448.1, XP_012154452.1, XP_003700606.1	XP_003250899.1
OG0001838	XP_003701089.1	XP_001120649.1
OG0001839	XP_003705315.1, XP_012145347.1	XP_001120879.2, XP_016769298.2
OG0001840	XP_012145200.1	XP_026296453.1
OG0001841	XP_003700397.2	NP_001242966.1
OG0001842	XP_003702260.1	XP_395471.3
OG0001843	XP_012150857.1, XP_012150858.1, XP_003707567.1	XP_026298492.1, XP_396332.3
OG0001844	XP_012152496.1	XP_624012.3
OG0001845	XP_003702489.1	XP_392773.3
OG0001846	XP_003707292.1	XP_016767933.1
OG0001847	XP_012152980.1, XP_012153146.1	XP_026300234.1
OG0001848	XP_012140215.1, XP_003703080.1	XP_624014.2, XP_016768675.1
OG0001849	XP_003703496.2	XP_393000.3, XP_026298149.1, XP_026298150.1
OG0001850	XP_003708098.1	XP_393385.3
OG0001851	XP_003705365.1, XP_012145537.1	XP_001120336.2
OG0001852	XP_003699279.1	XP_001121588.2
OG0001853	XP_012136245.1	XP_006561993.1
OG0001854	XP_012142510.1	XP_026299949.1
OG0001855	XP_012144474.1, XP_012144473.1	XP_393876.1, XP_016770895.1
OG0001856	XP_012152678.1	XP_026298504.1
OG0001857	XP_012151852.1	XP_006567507.1
OG0001858	XP_003704198.1	XP_393894.1
OG0001859	XP_003704257.1, XP_012143013.1	XP_001122536.1
OG0001860	XP_012142237.1, XP_003703966.1	XP_006566847.1, XP_026295377.1, XP_026295376.1
OG0001861	XP_012139144.1	XP_026296639.1
OG0001863	XP_012144871.1, XP_003705098.1, XP_012144870.1	XP_016769109.1
OG0001864	XP_003703202.2	XP_006565068.1
OG0001865	XP_012146126.1, XP_003705671.1	XP_026298716.1
OG0001866	XP_003708355.1	XP_395324.2
OG0001867	XP_003701904.1	XP_006561140.1
OG0001868	XP_003707740.1	XP_396874.5
OG0001869	XP_012146861.1, XP_012146862.1	XP_003249459.1
OG0001870	XP_003703359.1	XP_006562529.1, XP_016768217.1
OG0001871	XP_003701743.1	XP_393301.3
OG0001872	XP_003703430.1	XP_026299612.1
OG0001873	XP_003703441.1, XP_012141056.1	XP_397060.3
OG0001874	XP_012146669.1, XP_012146666.1, XP_012146668.1, XP_012146670.1, XP_003705880.1	XP_003250417.1
OG0001875	XP_012145397.1	XP_006563722.1, XP_016772169.1
OG0001876	XP_012136906.1	XP_006559138.1
OG0001876	XP_012136908.1	XP_006559144.1
OG0001877	XP_012136259.1	XP_006558330.1
OG0001877	XP_012136260.1	XP_006558328.1
OG0001878	XP_012151380.1	XP_026301695.1
OG0001879	XP_012142382.1	XP_016766647.1
OG0001880	XP_012148144.1	XP_026297802.1
OG0001881	XP_012146739.1, XP_012146740.1, XP_003705828.1	XP_003250415.1
OG0001882	XP_012136562.1	XP_006568897.2, XP_026294859.1
OG0001883	XP_003708496.1	XP_006568004.1
OG0001884	XP_012143033.1	XP_006565104.1
OG0001885	XP_012145796.1, XP_012145797.1	XP_001121449.1
OG0001886	XP_003706184.1	XP_006567216.2
OG0001887	XP_012136736.1	XP_026295850.1, XP_026295851.1, XP_006558751.1, XP_026295849.1
OG0001888	XP_003702770.1	XP_394034.5
OG0001888	XP_012139537.1	XP_016771541.2
OG0001889	XP_012140097.1	XP_006569623.1
OG0001890	XP_012139488.1, XP_003702907.1, XP_012139482.1, XP_012139483.1, XP_012139484.1, XP_012139485.1, XP_012139486.1, XP_012139487.1	XP_016771641.1, XP_016771642.1, XP_016771643.1
OG0001891	XP_012137349.1, XP_012137347.1, XP_012137345.1, XP_012137348.1	XP_006564255.1, XP_006564252.1, XP_006564253.1
OG0001892	XP_012150332.1	XP_006570318.1, XP_026296436.1
OG0001893	XP_003701078.2	XP_026299177.1
OG0001894	XP_012150887.1	XP_006570163.2
OG0001895	XP_012139580.1	XP_016771683.2
OG0001896	XP_012150977.1	XP_026299099.1
OG0001897	XP_003704946.1, XP_012144428.1	NP_001229455.1
OG0001898	XP_012153488.1	XP_006561037.2
OG0001899	XP_003699368.1	XP_016770620.1
OG0001900	XP_003702606.2, XP_012138993.1	XP_393467.3
OG0001901	XP_003707788.1, XP_012151293.1	XP_016770289.2, XP_016770290.2, XP_006566772.2
OG0001902	XP_012153261.1	XP_016772305.1
OG0001903	XP_012140007.1	XP_026297341.1
OG0001904	XP_012150029.1	XP_026296404.1
OG0001905	XP_003702692.1	XP_006567964.2, XP_006567963.2, XP_003251131.2
OG0001906	XP_012149147.1	XP_006562935.2
OG0001907	XP_012138990.1, XP_012138989.1	XP_026296956.1, XP_026296957.1
OG0001909	XP_012150069.1	XP_016767679.1
OG0001910	XP_003701443.2	XP_003251266.1
OG0001912	XP_012146812.1	XP_016766824.1
OG0001912	XP_012146779.1, XP_012146797.1	XP_016766822.1, XP_016766821.1
OG0001913	XP_012145489.1, XP_012145498.1	XP_394416.4
OG0001914	XP_012135228.1	XP_026294941.1
OG0001915	XP_003702632.1	XP_003251133.1
OG0001916	XP_012136862.1, XP_012136861.1	XP_006569310.1
OG0001917	XP_003705443.1, XP_012145696.1	XP_006559184.1
OG0001918	XP_012144468.1	XP_016770883.1
OG0001919	XP_012152342.1	XP_026295420.1
OG0001920	XP_012149021.1	XP_026299260.1
OG0001921	XP_003702595.1	XP_026297912.1
OG0001923	XP_012149647.1	XP_006565281.1
OG0001924	XP_012153844.1, XP_012153840.1	XP_026302298.1, XP_026302295.1
OG0001925	XP_012148613.1	XP_006571829.1
OG0001926	XP_012135847.1	XP_392721.1
OG0001927	XP_003704096.1, XP_012142442.1	XP_397416.4, XP_006571828.2
OG0001928	XP_012143821.1	XP_016769813.2
OG0001929	XP_003699719.1	XP_393673.3
OG0001930	XP_003706866.1, XP_012149134.1, XP_012149132.1, XP_012149133.1	XP_016769991.2
OG0001931	XP_003702361.1	XP_006572346.1, XP_026302266.1
OG0001933	XP_003706624.1	XP_026301661.1, XP_016772147.2, XP_026301707.1
OG0001934	XP_003704019.1, XP_012142173.1	XP_397465.5
OG0001935	XP_012141857.1, XP_003703843.1	XP_006571434.1, XP_006571436.1
OG0001936	XP_012135817.1	XP_016768876.1
OG0001937	XP_012144116.1	NP_001159377.1, XP_006561583.1
OG0001938	XP_003701429.1	XP_001121838.2
OG0001939	XP_003704511.1	XP_006572022.1
OG0001940	XP_012153191.1	XP_006559014.1, XP_006559013.1, XP_003249430.1
OG0001941	XP_012146566.1, XP_012146567.1, XP_012146574.1	XP_026295572.1, XP_026295581.1
OG0001942	XP_003700745.1	XP_394981.4
OG0001943	XP_012147474.1	NP_001128414.1
OG0001944	XP_003703726.1, XP_003703814.1	XP_026295054.1, NP_001011594.1
OG0001945	XP_012154441.1	XP_026299716.1
OG0001946	XP_003699969.1	XP_006566698.1
OG0001947	XP_003705697.1	XP_623782.1, XP_006565058.1
OG0001948	XP_003706760.1	XP_003250512.2
OG0001949	XP_012147996.1, XP_003706445.1, XP_012147995.1	XP_006568087.1, XP_006568088.1, XP_624939.1
OG0001950	XP_012144602.1	XP_006563986.1, XP_006563984.1, XP_623136.3, XP_026295570.1
OG0001951	XP_003702731.1	XP_394762.4
OG0001952	XP_012135997.1	XP_006564685.2
OG0001953	XP_012145351.1	XP_026299767.1
OG0001955	XP_012147963.1, XP_012147962.1, XP_012147964.1, XP_003706380.1, XP_012147961.1	XP_006571588.1
OG0001956	XP_003703905.1	XP_006562695.1
OG0001957	XP_012142306.1	XP_026295378.1
OG0001959	XP_003702678.1	XP_001120848.2
OG0001960	XP_003703234.1, XP_012140366.1, XP_012140367.1	XP_393174.1
OG0001961	XP_012142144.1, XP_003704004.1	NP_001035357.1, XP_026295136.1
OG0001962	XP_003704351.1	XP_003249671.1
OG0001963	XP_012141356.1, XP_012141357.1, XP_012141360.1, XP_012141358.1, XP_012141359.1, XP_003703511.1	XP_026297487.1
OG0001964	XP_012148107.1, XP_012148103.1, XP_012148104.1, XP_012148102.1, XP_012148105.1	XP_016767882.2
OG0001965	XP_003702172.1, XP_012138026.1, XP_012138025.1	XP_392686.2
OG0001966	XP_003708349.1	XP_026300995.1
OG0001967	XP_012153499.1	NP_001104725.1
OG0001968	XP_003705340.2	XP_001122665.2
OG0001969	XP_003702437.1, XP_012138619.1, XP_012138618.1	XP_003250447.1, XP_016770394.1
OG0001970	XP_003702801.1	XP_016771856.2
OG0001971	XP_003703284.1, XP_012140698.1	XP_026296991.1, XP_006562488.2, XP_003250107.2
OG0001973	XP_012150814.1	XP_006567526.1
OG0001974	XP_003706062.1	XP_006564000.1
OG0001975	XP_012137208.1, XP_003701846.1	XP_026294727.1
OG0001976	XP_012137825.1, XP_012137826.1	XP_394673.4
OG0001977	XP_003702139.1	NP_001265262.1, XP_026297361.1
OG0001978	XP_012146364.1	XP_026295217.1, NP_001128300.1
OG0001979	XP_012145291.1, XP_003705289.2	NP_001229922.1, XP_026297484.1, XP_006564341.1
OG0001980	XP_012142543.1, XP_012142550.1	XP_006560860.2, XP_001120901.3
OG0001981	XP_012151878.1	XP_001122667.2
OG0001982	XP_003706109.1	XP_006569978.1
OG0001983	XP_012135251.1	XP_026299490.1
OG0001987	XP_012142901.1	XP_006557926.1
OG0001988	XP_003703079.1	XP_006568657.1
OG0001989	XP_012147323.1, XP_003706122.1	XP_395877.1
OG0001990	XP_003707658.1	XP_006570178.1
OG0001991	XP_012135527.1, XP_012135526.1	XP_623079.2, XP_006562631.2
OG0001992	XP_003699919.1	XP_026295286.1, XP_006558448.1
OG0001994	XP_003703431.1	XP_625034.1
OG0001996	XP_012148191.1	XP_026299876.1
OG0001997	XP_003699645.1	XP_003249792.1
OG0001998	XP_012142139.1, XP_012142128.1, XP_012142140.1	XP_026296171.1, XP_026296174.1, XP_026296173.1, XP_026296172.1
OG0001999	XP_003705603.1	XP_624205.2
OG0002000	XP_012147747.1, XP_012147746.1, XP_012147745.1, XP_012147748.1	XP_026301334.1, XP_026301335.1
OG0002001	XP_003706433.1, XP_012147804.1	XP_624562.2
OG0002002	XP_012146246.1	NP_001035345.1, XP_006571765.2
OG0002003	XP_003703233.1, XP_012140369.1, XP_012140370.1	XP_026300645.1
OG0002004	XP_003703011.1	XP_026295896.1
OG0002005	XP_012152247.1	XP_026295546.1, XP_026295545.1
OG0002006	XP_003706758.1	XP_392711.4
OG0002007	XP_003703240.1	XP_624429.2
OG0002009	XP_003707309.1	XP_006562151.1, XP_625149.1, XP_006562150.1
OG0002010	XP_003703696.1	XP_625179.1
OG0002011	XP_003701635.1	XP_006569298.1
OG0002012	XP_012138348.1	XP_016773481.1, NP_001107660.1
OG0002013	XP_012141432.1	XP_395056.4
OG0002014	XP_012140420.1	XP_006560410.1
OG0002015	XP_003700402.1	XP_623739.2
OG0002016	XP_003701509.1	XP_396581.5
OG0002017	XP_012153242.1, XP_012153243.1, XP_012153244.1, XP_012153238.1, XP_012153239.1, XP_003708585.2, XP_012153241.1, XP_012153237.1, XP_012153240.1	XP_026301178.1
OG0002018	XP_003700546.1	XP_006557745.2, NP_001229397.1
OG0002019	XP_003700615.1	XP_623673.3
OG0002020	XP_012143175.1	XP_026296296.1, XP_026296289.1
OG0002021	XP_003703149.1, XP_012140063.1, XP_012140062.1	XP_026297392.1, XP_026297393.1
OG0002022	XP_003702362.1	XP_624811.3
OG0002023	XP_012142679.1	XP_026300485.1, XP_006557894.1, XP_006557893.1
OG0002024	XP_012143161.1	XP_026296072.1
OG0002025	XP_003706213.1	XP_016767160.1
OG0002026	XP_012153897.1	XP_006568164.1
OG0002027	XP_003704130.1	XP_006570250.1
OG0002028	XP_003703134.1, XP_012140101.1	XP_392742.4
OG0002029	XP_003700421.1	XP_393021.4
OG0002030	XP_012146966.1, XP_012146968.1	NP_001035923.1, XP_026301066.1
OG0002032	XP_003707304.1	XP_006567845.1, XP_394587.3
OG0002033	XP_012153387.1	XP_026301076.1
OG0002033	XP_012143910.1	XP_006563533.1
OG0002034	XP_003703586.1	XP_006558694.1
OG0002036	XP_012135179.1	XP_026294976.1
OG0002037	XP_012151785.1	XP_397092.3
OG0002039	XP_003702840.1	XP_016771674.1, XP_003249647.1
OG0002040	XP_012145327.1, XP_012145319.1, XP_003699812.1	NP_001229385.1
OG0002041	XP_012134945.1	XP_006566987.1
OG0002042	XP_012143342.1	XP_026298837.1
OG0002043	XP_012141291.1, XP_012141293.1, XP_012141292.1, XP_012141290.1, XP_012141288.1	XP_393404.2
OG0002044	XP_012136341.1, XP_012136347.1	XP_026301448.1
OG0002045	XP_012143496.1	XP_026298052.1
OG0002046	XP_003706185.1	XP_026295870.1
OG0002047	XP_003704896.1	XP_395924.2
OG0002048	XP_012138294.1, XP_012138308.1	XP_006569408.2
OG0002049	XP_012150356.1	XP_006557379.2
OG0002050	XP_003708065.1	XP_006568607.1
OG0002051	XP_003700857.1	XP_392246.3
OG0002052	XP_003704502.1	XP_026298620.1
OG0002053	XP_012137462.1	XP_006557635.1, XP_006557637.1
OG0002054	XP_012139709.1	XP_026301012.1, XP_016771495.1
OG0002055	XP_003707010.1	XP_003250472.2
OG0002056	XP_003701093.1, XP_012135528.1	XP_623996.3
OG0002057	XP_003702834.1	XP_006564911.3
OG0002058	XP_003707801.1	XP_624823.1
OG0002059	XP_012139338.1, XP_012139340.1, XP_012139339.1, XP_003702874.1	XP_026300939.1
OG0002060	XP_012141197.1	XP_006558279.1, XP_016768968.1
OG0002061	XP_012151955.1	XP_006559822.1
OG0002062	XP_012146355.1, XP_012146353.1	XP_026297746.1
OG0002063	XP_003706896.1	XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299135.1, XP_026299139.1
OG0002064	XP_012142928.1	XP_006557901.1, XP_016771212.1
OG0002065	XP_003702761.2	XP_026300905.1
OG0002066	XP_012143894.1, XP_012143896.1, XP_012143897.1	XP_016772001.1, XP_625215.4
OG0002067	XP_012154310.1	XP_006557829.1
OG0002068	XP_003704477.1	XP_396039.6
OG0002069	XP_003705335.1	XP_003249083.2
OG0002070	XP_012136442.1	XP_006568802.1
OG0002071	XP_003702033.1, XP_012137945.1	XP_006570054.1
OG0002072	XP_003707613.1	XP_394778.2
OG0002073	XP_012147998.1	XP_623094.2
OG0002075	XP_012149919.1, XP_012149920.1, XP_003707271.1	XP_624827.3
OG0002076	XP_012135597.1	NP_001035320.1
OG0002077	XP_003701633.1	XP_001119921.1
OG0002078	XP_012149123.1	XP_016770352.2
OG0002079	XP_003705877.1	XP_392419.3
OG0002080	XP_003705020.1	XP_396298.2
OG0002081	XP_003701177.1	XP_006564656.1
OG0002082	XP_012146702.1	XP_026296977.1
OG0002083	XP_012148780.1, XP_003706931.1	XP_391852.2
OG0002084	XP_003706522.2	XP_394417.5
OG0002085	XP_003707196.1	XP_006572325.1
OG0002086	XP_003707054.2	XP_006562875.3
OG0002087	XP_003700492.1, XP_012154201.1, XP_012154202.1	XP_006557806.1
OG0002088	XP_003699720.2, XP_012144235.1	XP_016769943.1, XP_006566281.1
OG0002089	XP_003702769.1	XP_001122842.2
OG0002090	XP_012154459.1	XP_003250895.2
OG0002091	XP_003707492.1	XP_016768578.1
OG0002092	XP_003700521.2	XP_001120770.1
OG0002093	XP_003700833.1, XP_012135088.1	XP_001121453.1
OG0002094	XP_003704619.1	XP_006557484.1
OG0002095	XP_012147718.1, XP_003706334.1	XP_006571055.1, XP_016768322.1
OG0002097	XP_012136159.1	XP_016772243.1
OG0002098	XP_003700046.1	XP_395300.3
OG0002099	XP_003704719.2	XP_016769587.1
OG0002100	XP_003707021.1	XP_001121113.1, XP_006562944.1
OG0002101	XP_012140864.1	XP_392414.6
OG0002102	XP_012153664.1, XP_012153667.1, XP_012153662.1	XP_026296629.1
OG0002103	XP_003702025.1	XP_396097.3, XP_006572192.1
OG0002104	XP_012139164.1	XP_016767605.2
OG0002105	XP_012140790.1	XP_001121094.1, XP_006565394.1, XP_026297302.1
OG0002106	XP_012137541.1	XP_026300909.1
OG0002107	XP_003705786.1	XP_006562841.1
OG0002108	XP_012141408.1	XP_392953.3
OG0002109	XP_003700184.1	XP_392624.5
OG0002110	XP_012137441.1	XP_026300792.1
OG0002111	XP_003699750.1	XP_001120809.2, XP_026299066.1, XP_016770131.2
OG0002113	XP_003699727.1	XP_006562933.1
OG0002114	XP_003701865.1	XP_026296872.1, XP_026296873.1
OG0002115	XP_003706465.2	XP_393033.4, XP_016771093.1, XP_016771091.1
OG0002116	XP_012148200.1, XP_012148201.1	XP_006562581.1
OG0002117	XP_003706178.1	XP_006567226.1
OG0002119	XP_012140732.1	XP_006565398.1
OG0002121	XP_012144919.1	XP_026296861.1
OG0002122	XP_003700153.1	XP_006567480.1, XP_001122362.2
OG0002123	XP_003708022.1	XP_624419.3
OG0002124	XP_012154155.1	XP_016772410.1
OG0002125	XP_012144745.1	XP_016769141.2
OG0002126	XP_012147815.1	XP_623779.1
OG0002127	XP_012138223.1	XP_016766513.2, XP_026294932.1
OG0002128	XP_012138724.1	XP_001120093.2
OG0002129	XP_012140017.1, XP_012140006.1	XP_016768262.1
OG0002131	XP_012154220.1	XP_006557820.2
OG0002132	XP_012152509.1, XP_012152510.1	XP_026300717.1, XP_026300716.1
OG0002134	XP_012149760.1	XP_016768353.1
OG0002136	XP_003707738.1, XP_012151248.1, XP_012151247.1	XP_001122322.2
OG0002137	XP_003705359.1	XP_006569994.1
