Ob_GeneID,Dm_GeneID
LOC114871805,FBgn0032429
LOC114871798,FBgn0024983
LOC114871792,FBgn0259174
LOC114871758,FBgn0011259
LOC114871757,FBgn0004839
LOC114871757,FBgn0267728
LOC114871769,FBgn0029950
LOC114871769,FBgn0250757
LOC114871769,FBgn0037895
LOC114871786,FBgn0034535
LOC114871782,FBgn0039139
LOC114871784,FBgn0036405
LOC114871778,FBgn0033079
LOC114871778,FBgn0034943
LOC114871810,FBgn0034590
LOC114871811,FBgn0031055
LOC114871811,FBgn0043903
LOC114871776,FBgn0035371
LOC114871776,FBgn0015011
LOC114871775,FBgn0026375
LOC114871777,FBgn0005564
LOC114871756,FBgn0037950
LOC114871774,FBgn0262869
LOC114871807,FBgn0020622
LOC114871808,FBgn0034315
LOC114871773,FBgn0032252
LOC114871829,FBgn0003410
LOC114871923,FBgn0037051
LOC114871924,FBgn0027335
LOC114871929,FBgn0010620
LOC114871916,FBgn0005666
LOC114871922,FBgn0037607
LOC114871922,FBgn0036784
LOC114871921,FBgn0036476
LOC114871926,FBgn0030578
LOC114871926,FBgn0030577
LOC114871926,FBgn0029152
LOC114871926,FBgn0036809
LOC114871858,FBgn0010328
LOC114871866,FBgn0037608
LOC114871861,FBgn0033463
LOC114871865,FBgn0030970
LOC114871868,FBgn0086370
LOC114871860,FBgn0039632
LOC114871863,FBgn0261274
LOC114871876,FBgn0034459
LOC114871876,FBgn0039501
LOC114871870,FBgn0034459
LOC114871870,FBgn0039501
LOC114871862,FBgn0043900
LOC114871871,FBgn0040890
LOC114871859,FBgn0003969
LOC114871890,FBgn0003205
LOC114871832,FBgn0260657
LOC114871832,FBgn0030993
LOC114871832,FBgn0030992
LOC114871900,FBgn0033243
LOC114871825,FBgn0053481
LOC114871823,FBgn0263241
LOC114871822,FBgn0030625
LOC114871826,FBgn0028407
LOC114871826,FBgn0024732
LOC114871821,FBgn0033679
LOC114871882,FBgn0000008
LOC114871835,FBgn0267378
LOC114871836,FBgn0033716
LOC114871836,FBgn0031157
LOC114871833,FBgn0031002
LOC114871833,FBgn0259834
LOC114871833,FBgn0031012
LOC114871831,FBgn0031001
LOC114871933,FBgn0028572
LOC114871934,FBgn0013325
LOC114871839,FBgn0287182
LOC114871877,FBgn0035771
LOC114871878,FBgn0052380
LOC114871895,FBgn0033061
LOC114871894,FBgn0050418
LOC114871880,FBgn0266129
LOC114871820,FBgn0032988
LOC114871873,FBgn0030420
LOC114871873,FBgn0035713
LOC114871874,FBgn0033807
LOC114871818,FBgn0262738
LOC114871819,FBgn0011603
LOC114871886,FBgn0032077
LOC114871887,FBgn0039969
LOC114871879,FBgn0023095
LOC114871879,FBgn0010452
LOC114871907,FBgn0032151
LOC114871912,FBgn0000273
LOC114871906,FBgn0031631
LOC114871911,FBgn0025335
LOC114871905,FBgn0032796
LOC114871909,FBgn0031986
LOC114871909,FBgn0031988
LOC114871875,FBgn0053653
LOC114871840,FBgn0039635
LOC114871853,FBgn0031461
LOC114871852,FBgn0032228
LOC114871845,FBgn0263112
LOC114871848,FBgn0016123
LOC114871850,FBgn0034924
LOC114871850,FBgn0036479
LOC114871841,FBgn0039544
LOC114871843,FBgn0017561
LOC114871846,FBgn0027087
LOC114871948,FBgn0027581
LOC114871939,FBgn0028789
LOC114871939,FBgn0035954
LOC114871939,FBgn0035956
LOC114871951,FBgn0260943
LOC114871950,FBgn0025391
LOC114871938,FBgn0037626
LOC114871947,FBgn0025638
LOC114871946,FBgn0260940
LOC114871945,FBgn0038909
LOC114871940,FBgn0266377
LOC114871942,FBgn0034882
LOC114871942,FBgn0034883
LOC114871942,FBgn0034884
LOC114871942,FBgn0034885
LOC114871972,FBgn0001323
LOC114871972,FBgn0001320
LOC114871984,FBgn0260658
LOC114871962,FBgn0039129
LOC114871962,FBgn0010412
LOC114871961,FBgn0030806
LOC114871960,FBgn0033809
LOC114871960,FBgn0037140
LOC114871960,FBgn0037144
LOC114871986,FBgn0036494
LOC114871970,FBgn0085454
LOC114871968,FBgn0260397
LOC114871967,FBgn0029114
LOC114871969,FBgn0034081
LOC114871981,FBgn0262987
LOC114871976,FBgn0040271
LOC114871979,FBgn0035848
LOC114871980,FBgn0036510
LOC114871975,FBgn0053547
LOC114871964,FBgn0033192
LOC114871963,FBgn0053126
LOC114871956,FBgn0011236
LOC114871988,FBgn0033791
LOC114871957,FBgn0066365
LOC114871958,FBgn0033426
LOC114871959,FBgn0037718
LOC114872006,FBgn0016754
LOC114871996,FBgn0034156
LOC114871996,FBgn0033323
LOC114871996,FBgn0033324
LOC114871996,FBgn0033326
LOC114871996,FBgn0033599
LOC114871997,FBgn0038118
LOC114871998,FBgn0260793
LOC114872004,FBgn0261053
LOC114871993,FBgn0038247
LOC114871994,FBgn0035656
LOC114871994,FBgn0053993
LOC114871994,FBgn0052406
LOC114871992,FBgn0036500
LOC114872002,FBgn0265574
LOC114872010,FBgn0014427
LOC114872011,FBgn0039650
LOC114872014,FBgn0039650
LOC114872013,FBgn0014427
LOC114872003,FBgn0265574
LOC114871991,FBgn0036500
LOC114871995,FBgn0035656
LOC114871995,FBgn0053993
LOC114871995,FBgn0052406
LOC114872005,FBgn0038247
LOC114871999,FBgn0038118
LOC114872000,FBgn0260793
LOC114872008,FBgn0016754
LOC114872045,FBgn0260746
LOC114872045,FBgn0001089
LOC114872044,FBgn0035901
LOC114872041,FBgn0036967
LOC114872040,FBgn0031972
LOC114872027,FBgn0038400
LOC114872019,FBgn0285926
LOC114872018,FBgn0029690
LOC114872021,FBgn0028381
LOC114872017,FBgn0027088
LOC114872028,FBgn0034976
LOC114872037,FBgn0063670
LOC114872036,FBgn0260224
LOC114872035,FBgn0039405
LOC114872033,FBgn0036157
LOC114872032,FBgn0261955
LOC114872034,FBgn0035866
LOC114872031,FBgn0004654
LOC114872029,FBgn0035526
LOC114872051,FBgn0003068
LOC114872052,FBgn0029950
LOC114872052,FBgn0250757
LOC114872052,FBgn0037895
LOC114872054,FBgn0010590
LOC114872050,FBgn0031006
LOC114872056,FBgn0027375
LOC114872057,FBgn0058006
LOC114872059,FBgn0000636
LOC114872043,FBgn0003559
LOC114872065,FBgn0037878
LOC114872064,FBgn0004644
LOC114872104,FBgn0039509
LOC114872094,FBgn0033486
LOC114872076,FBgn0027843
LOC114872077,FBgn0039732
LOC114872075,FBgn0038967
LOC114872110,FBgn0038056
LOC114872111,FBgn0053203
LOC114872107,FBgn0265998
LOC114872109,FBgn0002719
LOC114872109,FBgn0034127
LOC114872112,FBgn0015298
LOC114872137,FBgn0262737
LOC114872138,FBgn0001565
LOC114872144,FBgn0037087
LOC114872142,FBgn0024996
LOC114872139,FBgn0005355
LOC114872136,FBgn0002932
LOC114872145,FBgn0051323
LOC114872141,FBgn0028546
LOC114872132,FBgn0039463
LOC114872130,FBgn0023518
LOC114872113,FBgn0051158
LOC114872127,FBgn0062442
LOC114872125,FBgn0028434
LOC114872117,FBgn0039773
LOC114872115,FBgn0053970
LOC114872124,FBgn0039929
LOC114872114,FBgn0051716
LOC114872119,FBgn0037780
LOC114872121,FBgn0037627
LOC114872120,FBgn0030945
LOC114872122,FBgn0036843
LOC114872097,FBgn0033973
LOC114872100,FBgn0042710
LOC114872100,FBgn0001187
LOC114872100,FBgn0001186
LOC114872101,FBgn0030660
LOC114872134,FBgn0039254
LOC114872135,FBgn0031734
LOC114872070,FBgn0019960
LOC114872150,FBgn0259164
LOC114872150,FBgn0035645
LOC114872150,FBgn0035647
LOC114872071,FBgn0036346
LOC114872071,FBgn0038924
LOC114872072,FBgn0038923
LOC114872106,FBgn0037676
LOC114872068,FBgn0027526
LOC114872092,FBgn0038890
LOC114872069,FBgn0033948
LOC114872063,FBgn0038233
LOC114872151,FBgn0036619
LOC114872151,FBgn0036618
LOC114872151,FBgn0036617
LOC114872084,FBgn0024944
LOC114872079,FBgn0039528
LOC114872086,FBgn0038321
LOC114872082,FBgn0015240
LOC114872087,FBgn0032509
LOC114872081,FBgn0030504
LOC114872157,FBgn0028292
LOC114872160,FBgn0003254
LOC114872158,FBgn0031100
LOC114872161,FBgn0037001
LOC114872167,FBgn0030582
LOC114872170,FBgn0037377
LOC114872169,FBgn0034521
LOC114872171,FBgn0035046
LOC114872168,FBgn0031513
LOC114872168,FBgn0030120
LOC114872168,FBgn0030121
LOC114872172,FBgn0259214
LOC114872175,FBgn0267408
LOC114872175,FBgn0038348
LOC114872175,FBgn0038349
LOC114872175,FBgn0038350
LOC114872180,FBgn0086372
LOC114872210,FBgn0051460
LOC114872196,FBgn0034936
LOC114872205,FBgn0039681
LOC114872213,FBgn0026141
LOC114872197,FBgn0033933
LOC114872197,FBgn0029093
LOC114872203,FBgn0032922
LOC114872229,FBgn0030170
LOC114872207,FBgn0025469
LOC114872191,FBgn0025790
LOC114872191,FBgn0036496
LOC114872185,FBgn0031069
LOC114872184,FBgn0052676
LOC114872178,FBgn0086442
LOC114872190,FBgn0034181
LOC114872195,FBgn0031089
LOC114872188,FBgn0029891
LOC114872212,FBgn0036056
LOC114872177,FBgn0001330
LOC114872204,FBgn0034455
LOC114872214,FBgn0037660
LOC114872183,FBgn0032945
LOC114872198,FBgn0024987
LOC114872198,FBgn0264270
LOC114872194,FBgn0025825
LOC114872174,FBgn0025633
LOC114872208,FBgn0037754
LOC114872200,FBgn0038851
LOC114872189,FBgn0037657
LOC114872206,FBgn0030944
LOC114872201,FBgn0030943
LOC114872230,FBgn0051992
LOC114872226,FBgn0035921
LOC114872225,FBgn0031893
LOC114872270,FBgn0038569
LOC114872268,FBgn0036782
LOC114872268,FBgn0036410
LOC114872268,FBgn0002564
LOC114872268,FBgn0002562
LOC114872268,FBgn0002563
LOC114872268,FBgn0002565
LOC114872267,FBgn0036782
LOC114872267,FBgn0036410
LOC114872267,FBgn0002564
LOC114872267,FBgn0002562
LOC114872267,FBgn0002563
LOC114872267,FBgn0002565
LOC114872269,FBgn0050349
LOC114872272,FBgn0028970
LOC114872271,FBgn0031003
LOC114872244,FBgn0039946
LOC114872242,FBgn0035978
LOC114872246,FBgn0037372
LOC114872241,FBgn0050389
LOC114872245,FBgn0033453
LOC114872166,FBgn0261560
LOC114872227,FBgn0001942
LOC114872227,FBgn0011802
LOC114872238,FBgn0032079
LOC114872239,FBgn0033475
LOC114872234,FBgn0030486
LOC114872236,FBgn0058470
LOC114872237,FBgn0266347
LOC114872220,FBgn0261792
LOC114872228,FBgn0036668
LOC114872277,FBgn0011725
LOC114872276,FBgn0039167
LOC114872278,FBgn0032465
LOC114872222,FBgn0039159
LOC114872221,FBgn0031760
LOC114872219,FBgn0004841
LOC114872264,FBgn0038989
LOC114872260,FBgn0014949
LOC114872250,FBgn0039155
LOC114872275,FBgn0039155
LOC114872257,FBgn0037788
LOC114872256,FBgn0038621
LOC114872266,FBgn0064115
LOC114872258,FBgn0004407
LOC114872265,FBgn0267330
LOC114872251,FBgn0010282
LOC114872249,FBgn0286198
LOC114872262,FBgn0051076
LOC114872247,FBgn0266756
LOC114872261,FBgn0039116
LOC114872263,FBgn0051191
LOC114872248,FBgn0038842
LOC114872156,FBgn0038197
LOC114872223,FBgn0026239
LOC114872284,FBgn0033244
LOC114872286,FBgn0026619
LOC114872283,FBgn0003090
LOC114872283,FBgn0263934
LOC114872382,FBgn0034797
LOC114872383,FBgn0261822
LOC114872358,FBgn0031816
LOC114872352,FBgn0002914
LOC114872360,FBgn0026417
LOC114872354,FBgn0034118
LOC114872357,FBgn0024956
LOC114872359,FBgn0260995
LOC114872356,FBgn0033972
LOC114872340,FBgn0266672
LOC114872339,FBgn0004915
LOC114872297,FBgn0261985
LOC114872295,FBgn0002183
LOC114872299,FBgn0032299
LOC114872350,FBgn0015834
LOC114872349,FBgn0010247
LOC114872367,FBgn0035357
LOC114872373,FBgn0250911
LOC114872368,FBgn0035676
LOC114872372,FBgn0035198
LOC114872371,FBgn0036007
LOC114872374,FBgn0039218
LOC114872369,FBgn0035397
LOC114872329,FBgn0029002
LOC114872329,FBgn0027111
LOC114872331,FBgn0264303
LOC114872330,FBgn0264302
LOC114872319,FBgn0037435
LOC114872304,FBgn0038418
LOC114872309,FBgn0024273
LOC114872309,FBgn0037750
LOC114872313,FBgn0036822
LOC114872303,FBgn0036702
LOC114872306,FBgn0035481
LOC114872310,FBgn0004880
LOC114872307,FBgn0039084
LOC114872305,FBgn0036770
LOC114872315,FBgn0040623
LOC114872316,FBgn0040623
LOC114872314,FBgn0033307
LOC114872314,FBgn0035077
LOC114872322,FBgn0033307
LOC114872322,FBgn0035077
LOC114872362,FBgn0035258
LOC114872345,FBgn0050380
LOC114872343,FBgn0034057
LOC114872342,FBgn0014411
LOC114872291,FBgn0261479
LOC114872293,FBgn0260407
LOC114872290,FBgn0038816
LOC114872294,FBgn0034310
LOC114872320,FBgn0035032
LOC114872301,FBgn0022787
LOC114872302,FBgn0033983
LOC114872327,FBgn0052418
LOC114872384,FBgn0069969
LOC114872361,FBgn0260936
LOC114872346,FBgn0035704
LOC114872377,FBgn0035179
LOC114872376,FBgn0036862
LOC114872379,FBgn0003089
LOC114872333,FBgn0038304
LOC114872334,FBgn0031428
LOC114872392,FBgn0264922
LOC114872393,FBgn0033738
LOC114872390,FBgn0035648
LOC114872389,FBgn0263199
LOC114872348,FBgn0014343
LOC114872287,FBgn0015904
LOC114872287,FBgn0015919
LOC114872288,FBgn0036302
LOC114872399,FBgn0043783
LOC114872399,FBgn0032372
LOC114872399,FBgn0030525
LOC114872399,FBgn0052445
LOC114872399,FBgn0035679
LOC114872398,FBgn0000411
LOC114872398,FBgn0042630
LOC114872414,FBgn0000411
LOC114872414,FBgn0042630
LOC114872400,FBgn0036411
LOC114872412,FBgn0013563
LOC114872413,FBgn0015625
LOC114872420,FBgn0030055
LOC114872406,FBgn0039788
LOC114872406,FBgn0020369
LOC114872405,FBgn0030720
LOC114872458,FBgn0000568
LOC114872459,FBgn0263987
LOC114872418,FBgn0261341
LOC114872419,FBgn0260653
LOC114872403,FBgn0036851
LOC114872430,FBgn0023416
LOC114872431,FBgn0032785
LOC114872433,FBgn0032783
LOC114872432,FBgn0031914
LOC114872434,FBgn0031913
LOC114872435,FBgn0050051
LOC114872439,FBgn0034243
LOC114872438,FBgn0035024
LOC114872441,FBgn0013749
LOC114872437,FBgn0024189
LOC114872437,FBgn0029082
LOC114872397,FBgn0039145
LOC114872397,FBgn0038080
LOC114872397,FBgn0001228
LOC114872396,FBgn0039488
LOC114872409,FBgn0002945
LOC114872410,FBgn0033031
LOC114872417,FBgn0037263
LOC114872416,FBgn0020391
LOC114872404,FBgn0030871
LOC114872442,FBgn0260799
LOC114872452,FBgn0038510
LOC114872447,FBgn0028996
LOC114872422,FBgn0031824
LOC114872446,FBgn0016076
LOC114872444,FBgn0262166
LOC114872449,FBgn0259192
LOC114872448,FBgn0031996
LOC114872451,FBgn0031630
LOC114872450,FBgn0032910
LOC114872443,FBgn0010395
LOC114872445,FBgn0283658
LOC114872423,FBgn0031229
LOC114872429,FBgn0052843
LOC114872426,FBgn0039084
LOC114872402,FBgn0036353
LOC114872496,FBgn0036887
LOC114872497,FBgn0036909
LOC114872504,FBgn0039993
LOC114872492,FBgn0038049
LOC114872492,FBgn0039531
LOC114872491,FBgn0266671
LOC114872480,FBgn0019972
LOC114872480,FBgn0010501
LOC114872512,FBgn0031458
LOC114872508,FBgn0038578
LOC114872506,FBgn0036486
LOC114872510,FBgn0051363
LOC114872509,FBgn0038546
LOC114872513,FBgn0004436
LOC114872475,FBgn0038055
LOC114872473,FBgn0086712
LOC114872472,FBgn0266674
LOC114872474,FBgn0020660
LOC114872521,FBgn0035630
LOC114872519,FBgn0263697
LOC114872518,FBgn0028399
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872526,FBgn0053899
LOC114872526,FBgn0053871
LOC114872526,FBgn0053883
LOC114872526,FBgn0053903
LOC114872526,FBgn0053893
LOC114872526,FBgn0053905
LOC114872526,FBgn0053901
LOC114872526,FBgn0053891
LOC114872526,FBgn0053885
LOC114872526,FBgn0053909
LOC114872526,FBgn0053873
LOC114872526,FBgn0051611
LOC114872526,FBgn0053907
LOC114872526,FBgn0013981
LOC114872526,FBgn0053897
LOC114872526,FBgn0053887
LOC114872526,FBgn0053895
LOC114872526,FBgn0053889
LOC114872526,FBgn0053875
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
LOC114872525,FBgn0053809
LOC114872525,FBgn0053845
LOC114872525,FBgn0053821
LOC114872525,FBgn0053827
LOC114872525,FBgn0053857
LOC114872525,FBgn0053854
LOC114872525,FBgn0053860
LOC114872525,FBgn0053830
LOC114872525,FBgn0053812
LOC114872525,FBgn0053833
LOC114872525,FBgn0053836
LOC114872525,FBgn0053866
LOC114872525,FBgn0053818
LOC114872525,FBgn0053824
LOC114872525,FBgn0053806
LOC114872525,FBgn0051613
LOC114872525,FBgn0053839
LOC114872525,FBgn0053842
LOC114872525,FBgn0053803
LOC114872525,FBgn0053863
LOC114872525,FBgn0053815
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
LOC114872525,FBgn0053809
LOC114872525,FBgn0053845
LOC114872525,FBgn0053821
LOC114872525,FBgn0053827
LOC114872525,FBgn0053857
LOC114872525,FBgn0053854
LOC114872525,FBgn0053860
LOC114872525,FBgn0053830
LOC114872525,FBgn0053812
LOC114872525,FBgn0053833
LOC114872525,FBgn0053836
LOC114872525,FBgn0053866
LOC114872525,FBgn0053818
LOC114872525,FBgn0053824
LOC114872525,FBgn0053806
LOC114872525,FBgn0051613
LOC114872525,FBgn0053839
LOC114872525,FBgn0053842
LOC114872525,FBgn0053803
LOC114872525,FBgn0053863
LOC114872525,FBgn0053815
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
LOC114872525,FBgn0053809
LOC114872525,FBgn0053845
LOC114872525,FBgn0053821
LOC114872525,FBgn0053827
LOC114872525,FBgn0053857
LOC114872525,FBgn0053854
LOC114872525,FBgn0053860
LOC114872525,FBgn0053830
LOC114872525,FBgn0053812
LOC114872525,FBgn0053833
LOC114872525,FBgn0053836
LOC114872525,FBgn0053866
LOC114872525,FBgn0053818
LOC114872525,FBgn0053824
LOC114872525,FBgn0053806
LOC114872525,FBgn0051613
LOC114872525,FBgn0053839
LOC114872525,FBgn0053842
LOC114872525,FBgn0053803
LOC114872525,FBgn0053863
LOC114872525,FBgn0053815
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
LOC114872525,FBgn0053809
LOC114872525,FBgn0053845
LOC114872525,FBgn0053821
LOC114872525,FBgn0053827
LOC114872525,FBgn0053857
LOC114872525,FBgn0053854
LOC114872525,FBgn0053860
LOC114872525,FBgn0053830
LOC114872525,FBgn0053812
LOC114872525,FBgn0053833
LOC114872525,FBgn0053836
LOC114872525,FBgn0053866
LOC114872525,FBgn0053818
LOC114872525,FBgn0053824
LOC114872525,FBgn0053806
LOC114872525,FBgn0051613
LOC114872525,FBgn0053839
LOC114872525,FBgn0053842
LOC114872525,FBgn0053803
LOC114872525,FBgn0053863
LOC114872525,FBgn0053815
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
LOC114872525,FBgn0053809
LOC114872525,FBgn0053845
LOC114872525,FBgn0053821
LOC114872525,FBgn0053827
LOC114872525,FBgn0053857
LOC114872525,FBgn0053854
LOC114872525,FBgn0053860
LOC114872525,FBgn0053830
LOC114872525,FBgn0053812
LOC114872525,FBgn0053833
LOC114872525,FBgn0053836
LOC114872525,FBgn0053866
LOC114872525,FBgn0053818
LOC114872525,FBgn0053824
LOC114872525,FBgn0053806
LOC114872525,FBgn0051613
LOC114872525,FBgn0053839
LOC114872525,FBgn0053842
LOC114872525,FBgn0053803
LOC114872525,FBgn0053863
LOC114872525,FBgn0053815
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
LOC114872525,FBgn0053809
LOC114872525,FBgn0053845
LOC114872525,FBgn0053821
LOC114872525,FBgn0053827
LOC114872525,FBgn0053857
LOC114872525,FBgn0053854
LOC114872525,FBgn0053860
LOC114872525,FBgn0053830
LOC114872525,FBgn0053812
LOC114872525,FBgn0053833
LOC114872525,FBgn0053836
LOC114872525,FBgn0053866
LOC114872525,FBgn0053818
LOC114872525,FBgn0053824
LOC114872525,FBgn0053806
LOC114872525,FBgn0051613
LOC114872525,FBgn0053839
LOC114872525,FBgn0053842
LOC114872525,FBgn0053803
LOC114872525,FBgn0053863
LOC114872525,FBgn0053815
LOC114872525,FBgn0053848
LOC114872525,FBgn0053851
