ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
287	"LOC114874588"	NA	chrOU015509.1	-	3202750	3203093	3202750	3202936	3202980	3203093
288	"LOC114881093"	NA	chrOU015507.1	-	6969063	6972036	6969063	6970942	6971116	6972036
289	"LOC114880629"	NA	chrOU015515.1	-	1847405	1847655	1847405	1847531	1847608	1847655
290	"LOC114880629"	NA	chrOU015515.1	-	1847405	1848241	1847405	1847655	1847760	1848241
291	"LOC114880855"	NA	chrOU015504.1	-	3797272	3798510	3797272	3797463	3797544	3798510
292	"LOC114880855"	NA	chrOU015504.1	-	3797272	3798510	3797272	3797463	3797720	3798510
293	"LOC114876729"	NA	chrOU015506.1	+	8285790	8286250	8285790	8286016	8286085	8286250
294	"LOC114876729"	NA	chrOU015506.1	+	8286525	8286988	8286525	8286626	8286920	8286988
295	"LOC114877674"	NA	chrOU015511.1	+	10464491	10465343	10464491	10464776	10464851	10465343
296	"LOC114879815"	NA	chrOU015507.1	+	4965928	4967536	4965928	4965989	4966054	4967536
297	"LOC114871833"	NA	chrOU015504.1	+	16341456	16341784	16341456	16341559	16341670	16341784
298	"LOC114880425"	NA	chrOU015504.1	-	4747345	4747669	4747345	4747462	4747573	4747669
299	"LOC114879776"	NA	chrOU015516.1	+	8257231	8257921	8257231	8257522	8257582	8257921
300	"LOC114883181"	NA	chrOU015504.1	-	14325177	14325734	14325177	14325528	14325624	14325734
301	"LOC114877458"	NA	chrOU015507.1	+	3631411	3633902	3631411	3631562	3632134	3633902
302	"LOC114877458"	NA	chrOU015507.1	+	3631411	3633902	3631411	3631558	3632196	3633902
303	"LOC114877458"	NA	chrOU015507.1	+	3631411	3633902	3631411	3631562	3632196	3633902
304	"LOC114875852"	NA	chrOU015514.1	-	2406647	2407700	2406647	2406897	2406954	2407700
305	"LOC114880086"	NA	chrOU015519.1	+	8039516	8039885	8039516	8039642	8039706	8039885
306	"LOC114871158"	NA	chrOU015508.1	+	1302094	1302615	1302094	1302318	1302534	1302615
307	"LOC114871121"	NA	chrOU015508.1	+	1911189	1911530	1911189	1911360	1911435	1911530
308	"LOC114871121"	NA	chrOU015508.1	+	1914024	1914532	1914024	1914148	1914508	1914532
309	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914148	1914779	1915419
310	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914532	1914779	1915419
311	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914567	1914779	1915419
312	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914653	1914779	1915419
313	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914148	1915181	1915419
314	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914970	1915181	1915419
315	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914148	1915267	1915419
316	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914532	1915267	1915419
317	"LOC114871121"	NA	chrOU015508.1	+	1914024	1915419	1914024	1914970	1915267	1915419
318	"LOC114871121"	NA	chrOU015508.1	+	1914508	1915419	1914508	1914567	1915267	1915419
319	"LOC114879026"	NA	chrOU015505.1	+	5327629	5328020	5327629	5327894	5327951	5328020
320	"LOC114879026"	NA	chrOU015505.1	+	5332044	5333641	5332044	5332894	5333041	5333641
321	"LOC114879026"	NA	chrOU015505.1	+	5332044	5333641	5332044	5332894	5333208	5333641
322	"LOC114879026"	NA	chrOU015505.1	+	5332044	5333641	5332044	5332894	5333260	5333641
323	"LOC114879026"	NA	chrOU015505.1	+	5341087	5346429	5341087	5341325	5344562	5346429
324	"LOC114879901"	NA	chrOU015509.1	-	3064160	3067641	3064160	3067128	3067353	3067641
325	"LOC114879901"	NA	chrOU015509.1	-	3064160	3067641	3064160	3067225	3067353	3067641
326	"LOC114882647"	NA	chrOU015507.1	-	2342793	2344077	2342793	2342981	2343855	2344077
327	"LOC114876998"	NA	chrOU015514.1	-	2728206	2728854	2728206	2728350	2728505	2728854
328	"LOC114876998"	NA	chrOU015514.1	-	2728206	2728854	2728206	2728634	2728702	2728854
329	"LOC114872041"	NA	chrOU015505.1	+	6793383	6793718	6793383	6793547	6793625	6793718
330	"LOC114882715"	NA	chrOU015508.1	+	133480	133934	133480	133696	133778	133934
331	"LOC114879660"	NA	chrOU015507.1	-	2195485	2198409	2195485	2197178	2197251	2198409
332	"LOC114875225"	NA	chrOU015511.1	+	9586670	9587415	9586670	9586895	9587008	9587415
333	"LOC114875225"	NA	chrOU015511.1	+	9586670	9587415	9586670	9586907	9587008	9587415
334	"LOC114873187"	NA	chrOU015515.1	-	2222921	2223474	2222921	2223135	2223283	2223474
335	"LOC114879681"	NA	chrOU015513.1	+	10669695	10670161	10669695	10669933	10670011	10670161
336	"LOC114872227"	NA	chrOU015519.1	+	7573302	7575736	7573302	7573498	7574606	7575736
337	"LOC114872230"	NA	chrOU015519.1	-	7667276	7667612	7667276	7667437	7667512	7667612
338	"LOC114880527"	NA	chrOU015509.1	-	8907418	8907730	8907418	8907441	8907549	8907730
339	"LOC114880527"	NA	chrOU015509.1	-	8907418	8907730	8907418	8907441	8907680	8907730
340	"LOC114871170"	NA	chrOU015508.1	+	1453880	1454728	1453880	1454375	1454436	1454728
341	"LOC114878131"	NA	chrOU015508.1	-	9431988	9432605	9431988	9432299	9432369	9432605
342	"LOC114874072"	NA	chrOU015505.1	-	2924740	2926345	2924740	2925585	2925776	2926345
343	"LOC114874072"	NA	chrOU015505.1	-	2924740	2926345	2924740	2925585	2925981	2926345
344	"LOC114878328"	NA	chrOU015510.1	+	190766	191154	190766	190881	190980	191154
345	"LOC114874791"	NA	chrOU015505.1	-	9830489	9830787	9830489	9830638	9830720	9830787
346	"LOC114874302"	NA	chrOU015506.1	+	10090886	10093584	10090886	10092154	10092539	10093584
347	"LOC114871613"	NA	chrOU015506.1	+	3965767	3966695	3965767	3966395	3966469	3966695
348	"LOC114874064"	NA	chrOU015505.1	-	2344485	2344963	2344485	2344722	2344825	2344963
349	"LOC114874002"	NA	chrOU015507.1	-	7638947	7639598	7638947	7639117	7639275	7639598
350	"LOC114871064"	NA	chrOU015508.1	-	1676937	1677511	1676937	1677072	1677426	1677511
351	"LOC114878181"	NA	chrOU015509.1	-	9192418	9193346	9192418	9192588	9192661	9193346
352	"LOC114874339"	NA	chrOU015513.1	-	3003949	3007939	3003949	3005711	3005795	3007939
353	"LOC114874339"	NA	chrOU015513.1	-	3003949	3007939	3003949	3006031	3006286	3007939
354	"LOC114875181"	NA	chrOU015511.1	-	9499435	9500173	9499435	9499701	9499839	9500173
355	"LOC114876563"	NA	chrOU015508.1	+	2651268	2653192	2651268	2651341	2652453	2653192
356	"LOC114876563"	NA	chrOU015508.1	+	2651268	2653192	2651268	2651377	2652453	2653192
357	"LOC114873032"	NA	chrOU015512.1	+	957774	958175	957774	957796	958113	958175
358	"LOC114874237"	NA	chrOU015513.1	-	9909179	9909762	9909179	9909284	9909521	9909762
359	"LOC114878811"	NA	chrOU015514.1	+	9088115	9088842	9088115	9088299	9088371	9088842
360	"LOC114877806"	NA	chrOU015506.1	-	7539033	7539827	7539033	7539492	7539615	7539827
361	"LOC114875274"	NA	chrOU015511.1	-	9710017	9710855	9710017	9710303	9710383	9710855
362	"LOC114872862"	NA	chrOU015518.1	+	1179979	1181307	1179979	1180603	1180995	1181307
363	"LOC114872862"	NA	chrOU015518.1	+	1179979	1181307	1179979	1180732	1180995	1181307
364	"LOC114875788"	NA	chrOU015505.1	+	14144239	14144630	14144239	14144354	14144423	14144630
365	"LOC114873749"	NA	chrOU015511.1	+	8392742	8393762	8392742	8393158	8393345	8393762
366	"LOC114873749"	NA	chrOU015511.1	+	8392742	8393762	8392742	8393158	8393381	8393762
367	"LOC114875877"	NA	chrOU015516.1	+	3808084	3808622	3808084	3808255	3808361	3808622
368	"LOC114875877"	NA	chrOU015516.1	+	3808084	3808622	3808084	3808255	3808527	3808622
369	"LOC114871072"	NA	chrOU015508.1	+	1164667	1165412	1164667	1165052	1165136	1165412
370	"LOC114873194"	NA	chrOU015515.1	-	2285430	2287824	2285430	2285535	2285603	2287824
371	"LOC114877424"	NA	chrOU015512.1	-	342831	343516	342831	342944	343018	343516
372	"LOC114872494"	NA	chrOU015506.1	-	8713443	8714511	8713443	8713602	8713749	8714511
373	"LOC114881058"	NA	chrOU015514.1	-	606307	607208	606307	606448	606529	607208
374	"LOC114878501"	NA	chrOU015518.1	+	4545847	4546275	4545847	4545992	4546073	4546275
375	"LOC114874294"	NA	chrOU015506.1	+	10269499	10274302	10269499	10270685	10270769	10274302
376	"LOC114871391"	NA	chrOU015515.1	+	3227559	3228571	3227559	3228337	3228418	3228571
377	"LOC114871166"	NA	chrOU015506.1	-	5370587	5371911	5370587	5370842	5371805	5371911
378	"LOC114880108"	NA	chrOU015508.1	-	7676196	7679100	7676196	7677805	7678340	7679100
379	"LOC114879584"	NA	chrOU015507.1	+	11905750	11906770	11905750	11906172	11906428	11906770
380	"LOC114870959"	NA	chrOU015504.1	+	13810460	13810998	13810460	13810660	13810725	13810998
381	"LOC114880617"	NA	chrOU015515.1	-	1834059	1835171	1834059	1834734	1835020	1835171
382	"LOC114880617"	NA	chrOU015515.1	-	1834059	1835171	1834059	1834734	1835047	1835171
383	"LOC114880202"	NA	chrOU015511.1	+	5197812	5199083	5197812	5198031	5198159	5199083
384	"LOC114871390"	NA	chrOU015506.1	+	4429428	4429887	4429428	4429613	4429727	4429887
385	"LOC114874490"	NA	chrOU015509.1	+	4287248	4288743	4287248	4287434	4287508	4288743
386	"LOC114874490"	NA	chrOU015509.1	+	4287248	4288743	4287248	4287434	4288305	4288743
387	"LOC114883239"	NA	chrOU015504.1	-	13867731	13868008	13867731	13867835	13867893	13868008
388	"LOC114872172"	NA	chrOU015519.1	+	7882101	7882424	7882101	7882276	7882395	7882424
389	"LOC114872172"	NA	chrOU015519.1	+	7918861	7923571	7918861	7921829	7921933	7923571
390	"LOC114878099"	NA	chrOU015506.1	-	3678739	3682771	3678739	3678987	3681177	3682771
391	"LOC114875180"	NA	chrOU015511.1	+	9508170	9508751	9508170	9508257	9508329	9508751
392	"LOC114875180"	NA	chrOU015511.1	+	9509918	9510593	9509918	9510114	9510186	9510593
393	"LOC114878185"	NA	chrOU015506.1	-	3026626	3027176	3026626	3026846	3026960	3027176
394	"LOC114878239"	NA	chrOU015506.1	+	2645706	2646333	2645706	2645899	2646110	2646333
395	"LOC114878239"	NA	chrOU015506.1	+	2650486	2651492	2650486	2650667	2650895	2651492
396	"LOC114878239"	NA	chrOU015506.1	+	2652070	2655229	2652070	2652349	2652431	2655229
397	"LOC114881252"	NA	chrOU015507.1	-	6515180	6515668	6515180	6515312	6515420	6515668
398	"LOC114878336"	NA	chrOU015510.1	-	408026	408436	408026	408137	408338	408436
399	"LOC114876314"	NA	chrOU015513.1	-	8696719	8697677	8696719	8696780	8696843	8697677
400	"LOC114876314"	NA	chrOU015513.1	-	8696719	8697677	8696719	8696999	8697229	8697677
401	"LOC114882681"	NA	chrOU015508.1	-	93605	94143	93605	93854	93947	94143
402	"LOC114882681"	NA	chrOU015508.1	-	94737	97631	94737	96683	96804	97631
403	"LOC114882681"	NA	chrOU015508.1	-	94737	97631	94737	96683	96813	97631
404	"LOC114882681"	NA	chrOU015508.1	-	94737	97631	94737	96683	96834	97631
405	"LOC114878424"	NA	chrOU015506.1	-	3837385	3838400	3837385	3837884	3838020	3838400
406	"LOC114870943"	NA	chrOU015504.1	+	14843016	14843603	14843016	14843339	14843430	14843603
407	"LOC114870943"	NA	chrOU015504.1	+	14843016	14843603	14843016	14843339	14843433	14843603
408	"LOC114871910"	NA	chrOU015504.1	+	16905914	16906811	16905914	16906100	16906354	16906811
409	"LOC114877658"	NA	chrOU015511.1	+	10300223	10302543	10300223	10300334	10301037	10302543
410	"LOC114877658"	NA	chrOU015511.1	+	10300223	10302543	10300223	10300334	10301848	10302543
411	"LOC114870965"	NA	chrOU015504.1	+	14612694	14613406	14612694	14613257	14613334	14613406
412	"LOC114870965"	NA	chrOU015504.1	+	14612694	14613406	14612694	14613261	14613334	14613406
413	"LOC114880243"	NA	chrOU015513.1	-	2887178	2888886	2887178	2888269	2888343	2888886
414	"LOC114880243"	NA	chrOU015513.1	-	2887178	2888886	2887178	2888343	2888447	2888886
415	"LOC114880243"	NA	chrOU015513.1	-	2887178	2888886	2887178	2888558	2888620	2888886
416	"LOC114879045"	NA	chrOU015519.1	+	4060121	4060828	4060121	4060445	4060629	4060828
417	"LOC114879045"	NA	chrOU015519.1	+	4060121	4060828	4060121	4060445	4060645	4060828
418	"LOC114882826"	NA	chrOU015518.1	+	2082317	2085820	2082317	2082436	2083486	2085820
419	"LOC114870857"	NA	chrOU015504.1	-	14543520	14545359	14543520	14543910	14545016	14545359
420	"LOC114870872"	NA	chrOU015504.1	+	14119582	14120229	14119582	14119757	14120033	14120229
421	"LOC114870872"	NA	chrOU015504.1	+	14119582	14120229	14119582	14119932	14120033	14120229
422	"LOC114877587"	NA	chrOU015515.1	-	400929	401449	400929	401320	401439	401449
423	"LOC114883169"	NA	chrOU015504.1	-	13910811	13911342	13910811	13911004	13911096	13911342
424	"LOC114883169"	NA	chrOU015504.1	-	13910811	13911342	13910811	13911004	13911287	13911342
425	"LOC114872446"	NA	chrOU015514.1	+	5339741	5344976	5339741	5340136	5340196	5344976
426	"LOC114872826"	NA	chrOU015504.1	+	13362335	13362925	13362335	13362556	13362786	13362925
427	"LOC114880203"	NA	chrOU015511.1	+	5205084	5205398	5205084	5205195	5205291	5205398
428	"LOC114881753"	NA	chrCAJRAL010000425.1	+	192008	193199	192008	192310	192427	193199
429	"LOC114875478"	NA	chrOU015504.1	+	7642641	7642953	7642641	7642716	7642788	7642953
430	"LOC114877580"	NA	chrOU015515.1	-	277636	281295	277636	280695	280840	281295
431	"LOC114872625"	NA	chrOU015506.1	+	1271907	1273957	1271907	1271955	1272039	1273957
432	"LOC114876141"	NA	chrOU015504.1	+	15378911	15379111	15378911	15378959	15379013	15379111
433	"LOC114871918"	NA	chrOU015504.1	+	15936854	15938205	15936854	15937446	15938063	15938205
434	"LOC114871918"	NA	chrOU015504.1	+	15961539	15967395	15961539	15965528	15965925	15967395
435	"LOC114876350"	NA	chrOU015513.1	+	8527074	8527350	8527074	8527185	8527247	8527350
436	"LOC114876350"	NA	chrOU015513.1	+	8527074	8527350	8527074	8527191	8527247	8527350
437	"LOC114876350"	NA	chrOU015513.1	+	8527418	8529156	8527418	8527602	8527672	8529156
438	"LOC114876350"	NA	chrOU015513.1	+	8527418	8529156	8527418	8527812	8527924	8529156
439	"LOC114876350"	NA	chrOU015513.1	+	8527418	8529156	8527418	8528070	8528165	8529156
440	"LOC114876376"	NA	chrOU015504.1	+	12301846	12303280	12301846	12301912	12301993	12303280
441	"LOC114872232"	NA	chrOU015519.1	-	7681983	7682304	7681983	7682043	7682133	7682304
442	"LOC114873290"	NA	chrOU015514.1	+	7424404	7425046	7424404	7424608	7424717	7425046
443	"LOC114882199"	NA	chrCAJRAL010000425.1	-	383700	384584	383700	383847	383959	384584
444	"LOC114879338"	NA	chrOU015512.1	+	6108151	6108611	6108151	6108327	6108390	6108611
445	"LOC114877723"	NA	chrOU015506.1	-	3191067	3192057	3191067	3191312	3191394	3192057
446	"LOC114878408"	NA	chrOU015507.1	+	11792850	11793504	11792850	11793178	11793420	11793504
447	"LOC114878408"	NA	chrOU015507.1	+	11792850	11793504	11792850	11793296	11793420	11793504
448	"LOC114883067"	NA	chrOU015505.1	+	9097281	9098700	9097281	9097778	9098358	9098700
449	"LOC114883067"	NA	chrOU015505.1	+	9097281	9098700	9097281	9097782	9098358	9098700
450	"LOC114871155"	NA	chrOU015508.1	-	1266204	1268995	1266204	1267641	1267700	1268995
451	"LOC114875909"	NA	chrOU015517.1	+	4950340	4952955	4950340	4950792	4950869	4952955
452	"LOC114877263"	NA	chrOU015513.1	+	5673252	5673622	5673252	5673523	5673611	5673622
453	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077300	9076175	9076817	9076896	9077300
454	"LOC114874012"	NA	chrOU015510.1	+	647711	648112	647711	647855	647930	648112
455	"LOC114871020"	NA	chrOU015508.1	+	1860455	1860719	1860455	1860614	1860677	1860719
456	"LOC114873496"	NA	chrOU015509.1	-	1277312	1278306	1277312	1277978	1278073	1278306
457	"LOC114882903"	NA	chrOU015504.1	+	8641778	8643864	8641778	8642255	8642398	8643864
458	"LOC114880748"	NA	chrOU015510.1	+	21571	22211	21571	21621	21895	22211
459	"LOC114880748"	NA	chrOU015510.1	+	21571	22211	21571	21621	21965	22211
460	"LOC114874477"	NA	chrOU015509.1	+	4465484	4468568	4465484	4465577	4468097	4468568
461	"LOC114874931"	NA	chrOU015509.1	+	8526577	8528473	8526577	8527443	8527533	8528473
462	"LOC114882895"	NA	chrOU015504.1	+	8270287	8271154	8270287	8270526	8270741	8271154
463	"LOC114882895"	NA	chrOU015504.1	+	8270287	8271154	8270287	8270526	8270800	8271154
464	"LOC114882889"	NA	chrOU015504.1	-	7984232	7984577	7984232	7984429	7984512	7984577
465	"LOC114882889"	NA	chrOU015504.1	-	8012228	8014270	8012228	8012673	8012769	8014270
466	"LOC114875481"	NA	chrOU015504.1	+	7949027	7951371	7949027	7950107	7950205	7951371
467	"LOC114875481"	NA	chrOU015504.1	+	7949027	7951371	7949027	7950410	7950855	7951371
468	"LOC114878743"	NA	chrOU015518.1	-	1952222	1952674	1952222	1952288	1952493	1952674
469	"LOC114877602"	NA	chrOU015515.1	-	27900	28772	27900	28213	28349	28772
470	"LOC114878144"	NA	chrOU015508.1	-	9721627	9722681	9721627	9722419	9722518	9722681
471	"LOC114875426"	NA	chrOU015504.1	+	7475435	7477125	7475435	7475858	7476520	7477125
472	"LOC114875428"	NA	chrOU015504.1	-	7467905	7468356	7467905	7468032	7468094	7468356
473	"LOC114874727"	NA	chrOU015508.1	+	7304809	7310628	7304809	7305786	7305873	7310628
474	"LOC114878827"	NA	chrOU015514.1	-	9039752	9040120	9039752	9039830	9039908	9040120
475	"LOC114877776"	NA	chrOU015506.1	-	2421326	2425907	2421326	2425051	2425622	2425907
476	"LOC114876432"	NA	chrOU015511.1	-	10982883	10983135	10982883	10983020	10983101	10983135
477	"LOC114875394"	NA	chrOU015510.1	-	5853057	5853901	5853057	5853356	5853711	5853901
478	"LOC114875394"	NA	chrOU015510.1	-	5853057	5853901	5853057	5853376	5853711	5853901
479	"LOC114875394"	NA	chrOU015510.1	-	5853057	5853901	5853057	5853438	5853711	5853901
480	"LOC114871022"	NA	chrOU015506.1	-	4712842	4716285	4712842	4713148	4713289	4716285
481	"LOC114877555"	NA	chrOU015518.1	+	5809927	5810984	5809927	5810129	5810734	5810984
482	"LOC114871632"	NA	chrOU015509.1	-	2316492	2316768	2316492	2316589	2316702	2316768
483	"LOC114881713"	NA	chrOU015504.1	-	6815183	6816156	6815183	6815928	6815991	6816156
484	"LOC114881068"	NA	chrOU015504.1	-	4831445	4832604	4831445	4831546	4831684	4832604
485	"LOC114879650"	NA	chrOU015513.1	-	10505117	10508785	10505117	10506131	10506207	10508785
486	"LOC114878208"	NA	chrOU015515.1	-	8426878	8428501	8426878	8427311	8427422	8428501
487	"LOC114873152"	NA	chrOU015512.1	+	707030	709725	707030	707333	707594	709725
488	"LOC114873152"	NA	chrOU015512.1	+	707030	709725	707030	707333	707957	709725
489	"LOC114873152"	NA	chrOU015512.1	+	707030	709725	707030	707720	707957	709725
490	"LOC114873152"	NA	chrOU015512.1	+	707030	709725	707030	708250	708832	709725
491	"LOC114873152"	NA	chrOU015512.1	+	707030	709725	707030	709295	709521	709725
492	"LOC114878314"	NA	chrOU015510.1	+	355600	358969	355600	358683	358917	358969
493	"LOC114878314"	NA	chrOU015510.1	+	358917	362343	358917	358969	359064	362343
494	"LOC114880506"	NA	chrOU015517.1	+	121173	121580	121173	121311	121410	121580
495	"LOC114873850"	NA	chrOU015513.1	+	4640755	4641269	4640755	4640900	4640998	4641269
496	"LOC114873850"	NA	chrOU015513.1	+	4640755	4641269	4640755	4640910	4640998	4641269
497	"LOC114871209"	NA	chrOU015508.1	-	1802682	1807944	1802682	1803958	1804290	1807944
498	"LOC114871209"	NA	chrOU015508.1	-	1811501	1814232	1811501	1813598	1813865	1814232
499	"LOC114871209"	NA	chrOU015508.1	-	1827142	1829883	1827142	1827277	1827590	1829883
500	"LOC114871209"	NA	chrOU015508.1	-	1827142	1829883	1827142	1827349	1827590	1829883
501	"LOC114871209"	NA	chrOU015508.1	-	1827142	1829883	1827142	1827277	1827717	1829883
502	"LOC114880785"	NA	chrOU015505.1	+	12141920	12142139	12141920	12142007	12142079	12142139
503	"LOC114876925"	NA	chrOU015504.1	+	5155946	5156859	5155946	5156432	5156516	5156859
504	"LOC114878641"	NA	chrOU015508.1	+	11227915	11228674	11227915	11228111	11228232	11228674
505	"LOC114877517"	NA	chrOU015509.1	+	10072279	10072583	10072279	10072340	10072418	10072583
506	"LOC114873354"	NA	chrOU015513.1	+	10303467	10304166	10303467	10303647	10303925	10304166
507	"LOC114873354"	NA	chrOU015513.1	+	10303467	10304166	10303467	10303664	10303925	10304166
508	"LOC114873354"	NA	chrOU015513.1	+	10303467	10304166	10303467	10303860	10303925	10304166
509	"LOC114875774"	NA	chrOU015505.1	+	13951020	13951364	13951020	13951100	13951181	13951364
510	"LOC114879302"	NA	chrOU015517.1	-	1191077	1191829	1191077	1191240	1191323	1191829
511	"LOC114879302"	NA	chrOU015517.1	-	1191077	1191829	1191077	1191507	1191606	1191829
512	"LOC114879302"	NA	chrOU015517.1	-	1191077	1191829	1191077	1191511	1191606	1191829
513	"LOC114876503"	NA	chrOU015518.1	-	8359451	8361148	8359451	8360844	8360913	8361148
514	"LOC114879618"	NA	chrOU015509.1	+	7991898	7992620	7991898	7992063	7992409	7992620
515	"LOC114879618"	NA	chrOU015509.1	+	7991898	7992620	7991898	7992063	7992424	7992620
516	"LOC114875584"	NA	chrOU015513.1	+	8203525	8204003	8203525	8203772	8203897	8204003
517	"LOC114875215"	NA	chrOU015511.1	-	9719879	9720587	9719879	9720257	9720359	9720587
518	"LOC114880573"	NA	chrOU015508.1	+	4560327	4560571	4560327	4560442	4560514	4560571
519	"LOC114879484"	NA	chrOU015516.1	-	9610271	9611124	9610271	9610392	9610490	9611124
520	"LOC114883214"	NA	chrOU015504.1	-	14825496	14826439	14825496	14825641	14825746	14826439
521	"LOC114871001"	NA	chrOU015508.1	+	2277736	2278693	2277736	2278400	2278481	2278693
522	"LOC114871450"	NA	chrOU015505.1	-	11675448	11676357	11675448	11675811	11675891	11676357
523	"LOC114879318"	NA	chrOU015512.1	-	6201677	6202346	6201677	6201900	6202189	6202346
524	"LOC114876882"	NA	chrOU015507.1	+	10865681	10867653	10865681	10866716	10867162	10867653
525	"LOC114876882"	NA	chrOU015507.1	+	10877466	10878383	10877466	10877823	10877898	10878383
526	"LOC114880831"	NA	chrOU015508.1	+	11458646	11459135	11458646	11458941	11459022	11459135
527	"LOC114871801"	NA	chrOU015516.1	-	2138506	2139074	2138506	2138509	2138581	2139074
528	"LOC114871801"	NA	chrOU015516.1	-	2138506	2139074	2138506	2138836	2138920	2139074
529	"LOC114875389"	NA	chrOU015508.1	+	5841967	5842402	5841967	5841984	5842073	5842402
530	"LOC114875389"	NA	chrOU015508.1	+	5841967	5842402	5841967	5841984	5842090	5842402
531	"LOC114882615"	NA	chrOU015508.1	-	947498	951525	947498	951126	951219	951525
532	"LOC114881608"	NA	chrOU015506.1	-	11737620	11738551	11737620	11737996	11738053	11738551
533	"LOC114883223"	NA	chrOU015504.1	-	14659596	14659913	14659596	14659681	14659744	14659913
534	"LOC114875139"	NA	chrOU015512.1	-	7654525	7654900	7654525	7654766	7654834	7654900
535	"LOC114877364"	NA	chrOU015509.1	-	1811925	1815054	1811925	1814675	1814759	1815054
536	"LOC114877364"	NA	chrOU015509.1	-	1811925	1815054	1811925	1814675	1814787	1815054
537	"LOC114877364"	NA	chrOU015509.1	-	1811925	1815054	1811925	1814716	1814787	1815054
538	"LOC114871057"	NA	chrOU015508.1	+	1447357	1448720	1447357	1447473	1447568	1448720
539	"LOC114872218"	NA	chrOU015519.1	-	7850467	7851147	7850467	7850867	7850928	7851147
540	"LOC114870875"	NA	chrOU015504.1	-	14987883	14988282	14987883	14988040	14988111	14988282
541	"LOC114873538"	NA	chrOU015504.1	+	9600077	9600702	9600077	9600507	9600577	9600702
542	"LOC114873538"	NA	chrOU015504.1	+	9600077	9600702	9600077	9600507	9600592	9600702
543	"LOC114871699"	NA	chrOU015515.1	-	6043865	6044629	6043865	6044135	6044222	6044629
544	"LOC114870940"	NA	chrOU015504.1	-	14861175	14864352	14861175	14861310	14862057	14864352
545	"LOC114870940"	NA	chrOU015504.1	-	14861175	14864352	14861175	14861310	14864205	14864352
546	"LOC114872693"	NA	chrOU015506.1	-	1347695	1348896	1347695	1348497	1348736	1348896
547	"LOC114872693"	NA	chrOU015506.1	-	1347695	1348896	1347695	1348661	1348736	1348896
548	"LOC114874673"	NA	chrOU015509.1	-	3175419	3175770	3175419	3175484	3175627	3175770
549	"LOC114874673"	NA	chrOU015509.1	-	3175419	3175770	3175419	3175499	3175627	3175770
550	"LOC114875099"	NA	chrOU015512.1	+	8204756	8205262	8204756	8204991	8205077	8205262
551	"LOC114870858"	NA	chrOU015504.1	+	14938327	14938982	14938327	14938621	14938703	14938982
552	"LOC114875464"	NA	chrOU015504.1	+	7845560	7846401	7845560	7845836	7845922	7846401
553	"LOC114874180"	NA	chrOU015513.1	+	9355033	9355333	9355033	9355165	9355237	9355333
554	"LOC114874838"	NA	chrOU015505.1	-	9938837	9939673	9938837	9939301	9939415	9939673
555	"LOC114874838"	NA	chrOU015505.1	-	9938837	9939673	9938837	9939326	9939415	9939673
556	"LOC114874838"	NA	chrOU015505.1	-	9942437	9942618	9942437	9942507	9942576	9942618
557	"LOC114877681"	NA	chrOU015511.1	+	10516700	10518833	10516700	10516765	10516989	10518833
558	"LOC114876208"	NA	chrOU015505.1	-	1520700	1521661	1520700	1521345	1521459	1521661
559	"LOC114876072"	NA	chrOU015506.1	-	231108	232403	231108	232269	232354	232403
560	"LOC114876072"	NA	chrOU015506.1	-	231108	235984	231108	232403	232479	235984
561	"LOC114874814"	NA	chrOU015505.1	-	9985471	9986393	9985471	9985734	9985830	9986393
562	"LOC114874814"	NA	chrOU015505.1	-	10005481	10006175	10005481	10005561	10005660	10006175
563	"LOC114878683"	NA	chrOU015517.1	-	357254	357664	357254	357343	357418	357664
564	"LOC114878683"	NA	chrOU015517.1	-	357254	357664	357254	357343	357421	357664
565	"LOC114874835"	NA	chrOU015505.1	-	9949437	9954406	9949437	9950244	9950316	9954406
566	"LOC114874835"	NA	chrOU015505.1	-	9949437	9954406	9949437	9950244	9954040	9954406
567	"LOC114871957"	NA	chrOU015509.1	-	7679917	7680237	7679917	7680042	7680146	7680237
568	"LOC114874897"	NA	chrOU015509.1	+	8565945	8567907	8565945	8566009	8566906	8567907
569	"LOC114874897"	NA	chrOU015509.1	+	8573390	8576799	8573390	8573645	8573718	8576799
570	"LOC114883219"	NA	chrOU015504.1	+	15008725	15009099	15008725	15008872	15008970	15009099
571	"LOC114881756"	NA	chrOU015506.1	+	11122037	11122649	11122037	11122200	11122230	11122649
572	"LOC114873934"	NA	chrOU015514.1	-	7995039	7995499	7995039	7995311	7995419	7995499
573	"LOC114879017"	NA	chrOU015512.1	-	4110967	4111983	4110967	4111415	4111536	4111983
574	"LOC114871907"	NA	chrOU015504.1	+	16848618	16850456	16848618	16848915	16849055	16850456
