Orthogroup	Tribolium_castaneum	Apis_mellifera
OG0001397	XP_015840901.1, XP_015840903.1	XP_006558421.1
OG0001398	XP_008199101.1, XP_974850.1	XP_026295323.1, XP_396074.2
OG0001399	XP_015833723.1	XP_026295822.1, XP_006570847.3, XP_026295821.1
OG0001400	XP_008192848.1	XP_026298271.1
OG0001401	XP_966394.2	XP_395366.2
OG0001402	XP_973256.1	XP_624525.3
OG0001403	XP_015834718.1	XP_026298793.1, XP_006567426.1
OG0001404	XP_975540.1, XP_015837367.1	XP_003250893.1, XP_016770402.1
OG0001405	XP_970709.2	XP_006558378.1
OG0001406	XP_001808764.1	XP_003249994.1, XP_006562035.1
OG0001408	XP_973448.1	NP_001229369.1
OG0001409	XP_008201593.1	XP_006563335.1
OG0001410	XP_015837864.1, NP_001280533.1	XP_395760.4
OG0001412	XP_015833580.1	XP_026296136.1
OG0001414	XP_008192642.1, XP_008192641.1, XP_974537.1	XP_006560334.1, XP_026299267.1
OG0001415	XP_015834284.1, XP_008197482.1	XP_016769111.2, XP_026301172.1
OG0001416	XP_008194088.1	XP_026298066.1, XP_026298062.1
OG0001417	XP_973125.1	XP_006564416.1, XP_006564415.1
OG0001418	XP_008191844.1	XP_026297714.1
OG0001419	XP_015838768.1, XP_015838769.1	XP_026294885.1, XP_026294944.1
OG0001420	XP_015836480.1, XP_968142.1	XP_394326.4
OG0001421	XP_974319.1	XP_006564186.1, XP_026297333.1
OG0001422	XP_971902.1	XP_006568172.2
OG0001423	XP_976493.2	XP_026302100.1
OG0001424	XP_973684.1	XP_006561339.1
OG0001425	XP_015838773.1	XP_006571360.1
OG0001426	XP_015836693.1	XP_026300478.1
OG0001427	XP_008200281.1	XP_001121333.2
OG0001428	XP_972790.1	XP_006570272.2, XP_016767777.2, XP_026296777.1
OG0001430	XP_974921.1	XP_026301363.1
OG0001433	XP_001810287.1	XP_003249531.1
OG0001434	XP_015838174.1	XP_001122051.1
OG0001436	XP_967350.1, XP_967269.1, XP_008195569.1, XP_008195564.1, XP_008195566.1	XP_393999.3
OG0001437	XP_974738.1	XP_026299979.1
OG0001438	XP_015835335.1, XP_015835336.1	XP_006566923.2
OG0001439	XP_975295.1	XP_003249667.1
OG0001440	XP_969806.1	XP_016766945.1
OG0001441	XP_015838362.1, XP_015838361.1, XP_972088.1	XP_026297824.1, XP_026297830.1, XP_026297821.1
OG0001451	XP_008198505.1	XP_016770584.1, XP_016770585.1
OG0001453	XP_008192135.1, XP_974780.1	XP_623506.1
OG0001455	XP_008195504.1, XP_008195463.1	XP_395548.2
OG0001456	XP_967649.1	XP_003250782.1
OG0001457	XP_972313.1	XP_395405.1
OG0001458	XP_969998.1	XP_016771740.1, XP_006560290.1
OG0001459	XP_008197038.1, XP_971056.1	XP_624206.2
OG0001460	XP_968481.1	XP_395475.2
OG0001461	XP_008195927.1	XP_625038.2
OG0001462	XP_969537.1	XP_392422.2, XP_003250633.1
OG0001463	XP_975612.1	XP_006568200.1, XP_026299050.1
OG0001464	XP_008192049.1, XP_008192050.1	XP_026297059.1
OG0001465	XP_970371.1	XP_001122467.1
OG0001466	XP_971808.1	XP_623574.2, XP_003250648.1
OG0001467	XP_008190991.1	XP_624385.4
OG0001468	XP_969120.1, NP_001164201.1	XP_001121269.2, XP_026301134.1
OG0001469	XP_015835402.1	XP_016770754.2, XP_006566407.2
OG0001470	XP_972043.2, XP_015839118.1, XP_008198420.1	XP_392667.2
OG0001471	XP_966863.1	XP_026295194.1, XP_006563973.1
OG0001472	XP_974027.1	XP_026295425.1, XP_001121817.2
OG0001473	XP_969761.2	XP_016773638.2
OG0001474	XP_008197149.1	XP_623681.1
OG0001475	XP_008194014.1	XP_624415.1, XP_026295254.1, XP_006570845.1, XP_016773034.1, XP_003251612.1
OG0001476	XP_008196197.1, XP_008196196.1, XP_015837812.1	XP_016770904.2, XP_026299931.1, XP_026299930.1, XP_006565307.2, XP_026299929.1, XP_006565305.2, XP_006565306.2
OG0001477	XP_008193717.1	XP_006562867.1
OG0001478	XP_971848.1	XP_006568688.1
OG0001479	XP_015835497.1	XP_006570473.1
OG0001480	XP_968112.1, XP_015840540.1	XP_624520.1
OG0001481	XP_008192172.1, XP_008192171.1	XP_006572049.1
OG0001482	XP_008191953.1, XP_008191952.1	XP_006557348.1, XP_006557349.1
OG0001483	XP_015832869.1	XP_006562729.1
OG0001484	XP_008197131.1	XP_393966.1
OG0001485	XP_975329.1	XP_026300236.1
OG0001486	XP_008197650.1, NP_001280513.1	NP_001252514.1, XP_006564386.1
OG0001487	XP_015833845.1	XP_006562891.1
OG0001488	XP_015834903.1	XP_026297149.1
OG0001491	XP_970708.2	XP_006560273.1
OG0001492	XP_973907.1	XP_624946.1
OG0001493	XP_001812538.1, XP_008194282.1	XP_001120943.2, XP_006566059.1
OG0001494	XP_975427.2	XP_006569570.1
OG0001495	XP_972502.1, XP_975469.1	XP_026296208.1
OG0001496	XP_008191879.1, XP_008191880.1	XP_006562571.1
OG0001497	XP_973523.2, XP_008191647.1, XP_008191650.1, XP_008191649.1	XP_026299752.1
OG0001498	XP_008200217.1, XP_969950.2	XP_006563298.1
OG0001499	XP_974456.3	XP_623985.3, XP_623658.1
OG0001500	XP_015835209.1, NP_001280507.1	NP_001189389.1
OG0001501	XP_015833023.1	XP_006569496.1, XP_006569498.1
OG0001502	XP_015833027.1	XP_026297625.1
OG0001503	XP_971310.1, XP_008195559.1	XP_397549.2, XP_003250890.1
OG0001505	XP_015839664.1, XP_970228.2, XP_015838048.1	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296387.1, XP_026296389.1
OG0001506	XP_973081.1	XP_006569200.1
OG0001507	XP_008197549.1, XP_970874.1	XP_006563542.1
OG0001508	XP_008201537.1	XP_016767457.1, XP_026295906.1
OG0001509	XP_008196908.1	XP_006569759.1, XP_006569756.1, XP_006569758.1
OG0001510	XP_015838190.1	NP_001264228.1, XP_016770661.2
OG0001511	XP_970235.1	XP_623621.1
OG0001512	XP_015838487.1	XP_026299774.1, XP_026299769.1
OG0001513	XP_008195017.1	XP_003249578.1
OG0001514	XP_968217.2	XP_396376.2
OG0001515	XP_967539.1	XP_006568666.1
OG0001516	XP_015836356.1	XP_016768032.1
OG0001517	XP_970104.3	XP_016772636.1
OG0001518	XP_967543.1	XP_006569908.1, XP_006569907.1
OG0001519	XP_967329.1, XP_001811319.1, XP_015837971.1, XP_015838004.1, XP_008196924.1, XP_967414.1	XP_001121155.2
OG0001521	XP_008196004.1, XP_015837067.1	XP_026296663.1
OG0001522	XP_008198803.1	XP_396892.2
OG0001523	XP_008198896.1, XP_008198895.1	XP_026301434.1
OG0001524	XP_008200329.1	XP_006568047.1
OG0001525	XP_969909.1	XP_006559250.1, XP_393635.1
OG0001526	XP_008190710.1	NP_001011602.1
OG0001527	XP_975382.1	XP_006561935.1
OG0001529	XP_008197492.1	XP_006557300.1
OG0001530	XP_972321.1	XP_026301949.1
OG0001531	XP_974940.1	XP_006564855.1
OG0001532	XP_008201526.1, XP_966735.2	XP_016768684.2, XP_016768690.1
OG0001533	XP_015839661.1	XP_026297995.1
OG0001534	XP_969604.2	XP_006570008.2
OG0001535	XP_969480.1, XP_971061.2	XP_016766188.2
OG0001536	XP_015833087.1	XP_026299834.1, XP_026299833.1
OG0001537	XP_972795.1	XP_016771061.1, XP_396670.3
OG0001538	NP_001076809.1, XP_008195552.1	NP_001035354.1
OG0001539	XP_015839205.1, XP_008198054.1, NP_001164115.1, XP_001813274.1, XP_015836535.1	XP_026300395.1
OG0001540	XP_973817.2, XP_008200667.1	XP_006570639.1, NP_001107211.1
OG0001541	XP_968546.2	XP_026301845.1, XP_026301842.1
OG0001542	XP_008192060.1	XP_016767210.2, XP_001121775.2
OG0001543	XP_008199669.1	XP_623560.2, XP_006562474.1, XP_006562473.1, XP_026299439.1
OG0001545	XP_975212.1	XP_026295460.1
OG0001546	XP_015836962.1, XP_015836964.1, XP_015836965.1, XP_015836963.1	XP_001121602.2, XP_026296545.1
OG0001547	XP_008196118.1	XP_006565258.1
OG0001549	XP_967893.2	XP_006565363.2
OG0001551	XP_015832989.1	XP_026301914.1
OG0001552	XP_008190770.1, XP_008190772.1	XP_006561183.1, XP_016766181.1
OG0001553	XP_008200044.1	XP_394347.5
OG0001554	XP_008193024.1	XP_016770977.1, XP_006561260.1
OG0001555	XP_015835901.1	XP_396132.4
OG0001556	XP_970686.2	XP_006558583.1
OG0001557	XP_008190378.1	XP_006564466.1
OG0001559	XP_015836282.1	XP_026299665.1
OG0001560	XP_015837120.1, XP_015837119.1, XP_015837117.1	NP_001242968.1, XP_006561571.2, NP_001242969.1
OG0001561	XP_008201574.1	XP_006563441.2
OG0001562	XP_015833433.1, XP_008192389.1	XP_006558995.1
OG0001563	XP_008192558.1, XP_008192559.1	XP_016772117.1, XP_016772119.1
OG0001565	XP_975257.1	XP_026299072.1
OG0001567	XP_974106.1	XP_006562827.2, XP_026302056.1
OG0001568	XP_974421.1, XP_008195811.1	XP_006567935.1
OG0001569	XP_970921.1	XP_026300765.1, XP_625030.1, XP_006564990.1
OG0001570	XP_974899.2	XP_001120557.1, XP_006571825.1
OG0001571	XP_973610.2	XP_623644.3
OG0001572	XP_971371.1	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3
OG0001573	XP_015833275.1	XP_026302090.1
OG0001574	XP_008199698.1	XP_006557906.2
OG0001575	XP_008197647.1	XP_026298538.1
OG0001576	XP_008193716.1	XP_026295510.1
OG0001577	XP_967646.1	XP_394734.5
OG0001579	XP_015836149.1	XP_393727.2
OG0001580	XP_008201637.1, XP_967750.1	XP_026298115.1, XP_026298114.1, XP_026298110.1
OG0001581	XP_968816.1	XP_001122164.3
OG0001582	XP_015840194.1	XP_026295451.1, XP_016766735.2
OG0001583	XP_008194225.1, XP_015835660.1	XP_006560007.3
OG0001584	XP_008195851.1	XP_006571318.1, XP_006571313.1
OG0001586	XP_967561.1, XP_972037.1	XP_623933.1
OG0001587	XP_968197.1	XP_006568372.3
OG0001588	XP_015834889.1	XP_016770533.1, XP_016770532.1
OG0001589	XP_008197702.1, XP_008192720.1, XP_015836948.1	XP_001120695.1
OG0001590	XP_966455.1	XP_016768773.1
OG0001591	XP_967809.1	XP_006566433.2, XP_026299417.1
OG0001592	XP_970967.2	XP_026301990.1
OG0001593	XP_015836546.1	XP_016772021.1
OG0001594	XP_971722.1	XP_624254.3, XP_006562530.1
OG0001595	XP_971845.3	XP_393778.2
OG0001596	XP_008190483.1	XP_003251001.1
OG0001597	XP_967895.1	XP_006568941.1
OG0001598	XP_970210.1, XP_971398.1	NP_001011578.1
OG0001601	XP_008199668.1, XP_008199653.1	XP_016766791.1
OG0001602	XP_015838387.1, XP_015838385.1	XP_026296768.1
OG0001604	XP_008200661.1, XP_967231.3	XP_016769578.1, XP_016769579.1
OG0001605	XP_008201547.1, XP_015840720.1	XP_006562787.2, XP_006562747.2, XP_006562750.2, XP_006562749.2
OG0001606	XP_973145.3, XP_015834931.1, XP_008192087.1, XP_008192090.1, XP_008192091.1, XP_008192086.1, XP_015834933.1	XP_006559482.2, XP_016772477.2
OG0001607	XP_976004.1, XP_008198242.1	XP_026295945.1
OG0001608	XP_972286.1	XP_006566547.1, XP_016770624.1, XP_016770623.2
OG0001609	XP_008199066.2	XP_001120089.2, XP_006571670.1
OG0001612	XP_008200626.1, XP_008200627.1	XP_006570894.1, XP_006570895.1
OG0001614	XP_008194443.1, NP_001139415.1	XP_006563852.2
OG0001615	XP_967910.1	XP_001120364.1
OG0001616	XP_967918.1, XP_015837909.1	XP_006566477.1, XP_006566478.1
OG0001617	XP_973076.1	XP_006559199.1
OG0001619	XP_968073.1	XP_026302278.1, XP_026302276.1
OG0001620	XP_967558.1	XP_006559598.1, XP_006559599.1
OG0001621	XP_008194243.1	XP_006567760.1, XP_003251079.1
OG0001622	XP_008194474.1, XP_001811901.2	XP_006572004.2
OG0001623	XP_974776.1, XP_974759.1	XP_395696.2
OG0001624	NP_001153783.1	XP_397056.2
OG0001625	XP_973818.1	XP_396699.1
OG0001626	XP_967659.3	XP_624479.1
OG0001627	XP_008198503.1	XP_006568009.1
OG0001628	XP_015840508.1	XP_006567224.1
OG0001629	XP_968147.1, XP_008195384.1	XP_624943.3
OG0001630	XP_967133.1, XP_008193096.2	XP_001122389.1
OG0001631	XP_008198296.1, XP_008198297.1	XP_624018.4
OG0001632	XP_008198970.1	XP_016771561.1
OG0001633	XP_008195201.1	XP_006558558.3
OG0001634	XP_008190427.1	XP_623646.2
OG0001635	XP_972058.1	XP_001120583.1
OG0001636	XP_001808212.1	XP_006568732.2, NP_001035346.1
OG0001637	XP_968378.1	XP_016769931.2, XP_396322.3
OG0001638	XP_974870.1	XP_026301628.1
OG0001639	XP_008190658.1, XP_969463.1	XP_006565792.1
OG0001640	XP_968671.1, XP_968743.1	XP_026297298.1
OG0001641	NP_001161257.1	XP_003250009.1, XP_016767664.1
OG0001642	XP_975475.2	XP_394292.3
OG0001643	XP_015838711.1, XP_008197729.1, XP_015838712.1	XP_001123355.3
OG0001645	XP_968472.1	XP_397283.1
OG0001646	XP_015836692.1	XP_016767126.2, XP_006567318.2
OG0001647	XP_008196907.1	XP_026300749.1
OG0001648	XP_970811.3	XP_006571365.1
OG0001649	XP_968588.1	XP_016769479.1
OG0001650	XP_008196718.1	XP_026298834.1, XP_026298833.1
OG0001651	XP_008201666.1	XP_006566520.1, XP_006566522.1
OG0001652	XP_008201098.1	XP_006560202.1, XP_016768462.1
OG0001653	XP_969495.1	XP_006563337.2
OG0001655	XP_968200.2	XP_006568644.1
OG0001656	XP_966649.1	XP_001121554.3
OG0001657	XP_972931.1	XP_006569661.1
OG0001658	XP_008194959.1	XP_016767405.1, XP_016767404.1, XP_006567305.1
OG0001659	XP_008200384.1	XP_016772008.1
OG0001660	XP_975550.1	XP_006571017.1
OG0001661	XP_008198980.1	XP_393502.3
OG0001662	XP_015838476.1	XP_006563658.1, XP_016772164.2
OG0001663	XP_008195710.1	XP_006569237.2
OG0001664	NP_001135406.1, XP_015836766.1	NP_001155988.1, XP_006567657.1
OG0001665	XP_008200528.1	XP_006566494.1
OG0001666	XP_966660.1	XP_624283.3
OG0001667	XP_970532.1	XP_006570316.1, XP_001122704.2, XP_026296440.1
OG0001668	XP_015837252.1	XP_006562826.1
OG0001669	XP_969894.1, XP_008190493.1, XP_008190492.1	XP_006572269.1
OG0001670	XP_015840620.1	XP_624386.1
OG0001671	XP_008191116.1	XP_006562904.1
OG0001672	XP_972180.1	XP_026301574.1
OG0001673	XP_015836576.1	XP_016772949.2, XP_026301982.1, XP_026301981.1
OG0001674	XP_008200693.1	XP_396231.4, XP_006571348.2
OG0001675	XP_973975.1	XP_001119944.1
OG0001676	XP_008193502.1	XP_026296455.1, XP_026296459.1
OG0001677	XP_970641.1	XP_623490.2
OG0001678	XP_974956.1, XP_015833321.1	XP_016773295.1, XP_392138.3
OG0001679	XP_975143.1	NP_001264229.1
OG0001680	XP_015838153.1	XP_623725.1
OG0001681	XP_971049.1	XP_391963.3
OG0001682	XP_015839568.1, XP_008199877.1	XP_006558051.1
OG0001683	XP_975042.1	XP_001122957.2
OG0001684	XP_015838963.1, XP_015839133.1, XP_015839136.1	XP_026301408.1
OG0001685	XP_008196454.1, XP_972983.2	XP_006559783.1, XP_006559784.1, XP_397385.2
OG0001686	XP_008190435.1, XP_008190436.1	XP_006562633.1
OG0001687	XP_008194075.1, XP_015836165.1	XP_026300480.1
OG0001688	NP_001280530.1	XP_003250542.1
OG0001689	XP_015836120.1	XP_006560383.2
OG0001690	XP_008194929.1	XP_006563110.2, XP_006563111.2
OG0001691	XP_969223.1	XP_006567672.1, XP_006567673.1
OG0001692	XP_015836122.1, XP_015836121.1	XP_016772581.1
OG0001693	XP_008200041.1	XP_006559220.1
OG0001694	XP_008196858.1	XP_016766972.1, XP_016766975.1
OG0001695	XP_008194025.1	XP_397181.1
OG0001696	XP_008199058.1	XP_026301919.1, XP_006571061.2
OG0001697	XP_966430.2	XP_395370.1
OG0001699	XP_966756.1	XP_006560897.1
OG0001700	XP_008198754.1	XP_016772146.2
OG0001701	XP_008195151.1, XP_008195147.1	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1
OG0001702	XP_971283.1	XP_006557525.1, XP_006557524.1, XP_001120701.2
OG0001703	XP_973910.1	XP_394880.3
OG0001704	XP_015839476.1	XP_391922.2
OG0001707	XP_972022.1	XP_026300987.1
OG0001708	XP_971764.2, XP_015838804.1	XP_006560213.1
OG0001709	XP_015835409.1	XP_026295555.1, XP_026295547.1, XP_016772700.2
OG0001711	XP_008197982.1, XP_015838980.1, XP_969573.1	XP_394460.1
OG0001712	XP_008191120.1, XP_015839938.1	XP_016771334.1, XP_016771331.1
OG0001713	XP_008192792.1, XP_008192793.1	XP_006562481.1
OG0001714	XP_968879.1	NP_001207415.1, NP_001207416.1
OG0001715	XP_972976.2	XP_006569265.3
OG0001716	XP_008194318.1	XP_016768172.2
OG0001717	XP_970328.1	XP_006567330.1
OG0001718	XP_973987.1, XP_008190931.1	XP_393236.2
OG0001720	XP_008195419.1	XP_392615.1, XP_016769284.1
OG0001721	XP_971909.2, XP_001813448.1	XP_001120250.2
OG0001722	XP_015837216.1, XP_008199610.1	XP_026296832.1, XP_026296833.1, XP_026296834.1
OG0001723	XP_008193918.1	NP_001035315.1, XP_016771954.1
OG0001724	XP_974615.1	XP_394574.3
OG0001725	XP_971172.2	XP_396830.4
OG0001726	XP_972049.2, XP_015839452.1	XP_006563226.1
OG0001728	XP_015836419.1	XP_016770863.2
OG0001729	XP_015840335.1, XP_015833348.1	XP_026299023.1
OG0001730	XP_015833482.1	XP_026295833.1, XP_026295840.1
OG0001731	XP_008191795.1, XP_970721.2	XP_026297019.1
OG0001732	XP_973118.1	XP_016767782.1
OG0001733	XP_015835945.1	XP_026297267.1
OG0001734	XP_972923.1	XP_624577.2, XP_006571701.2
OG0001735	XP_001814509.1	XP_016773594.2, XP_016773595.2
OG0001737	XP_967723.2	XP_026296648.1
OG0001738	XP_015835145.1, XP_008200248.1, XP_001813427.1	XP_003249819.2
OG0001739	XP_968592.2	XP_006562930.1
OG0001740	XP_008193605.1, XP_008199012.1	XP_026299184.1, XP_026299186.1
OG0001742	XP_015840747.1, XP_015840743.1	XP_026300294.1, XP_026300286.1, XP_026300287.1
OG0001743	XP_967142.1, XP_008197750.1, XP_008197749.1	XP_001122418.1
OG0001744	XP_015838667.1, XP_008197600.1	XP_026301456.1
OG0001745	XP_008201469.1	XP_392464.3
OG0001746	XP_968256.1, XP_008201143.1	XP_006567770.1
OG0001748	XP_015836622.1, XP_015836619.1	XP_026295003.1, XP_026294997.1
OG0001749	XP_008193533.1	XP_026302273.1, XP_026302286.1
OG0001750	XP_970242.1, XP_008192912.1	XP_001122103.1, XP_016769468.1
OG0001751	XP_969871.2	XP_026294749.1, XP_026294750.1
OG0001752	XP_008198887.1, XP_001815490.2, XP_008192875.1, XP_008192876.1, XP_015834712.1, XP_015834710.1, XP_008192879.1	XP_026298163.1
OG0001753	XP_969955.1	XP_026298887.1
OG0001756	XP_968859.1, XP_015840285.1	XP_001120526.3
OG0001758	XP_971002.1	XP_006564274.1
OG0001759	XP_966423.1	XP_395591.4
OG0001760	XP_966763.1	XP_016768495.1, XP_006568356.1, XP_016768496.1, XP_016768497.1
OG0001762	XP_008194069.1	XP_006557859.1, XP_026299032.1, XP_016769765.1
OG0001763	XP_008191831.1, XP_973224.1	XP_625210.1
OG0001764	XP_008199965.1, XP_968569.3, XP_968643.1, XP_015837277.1, XP_015837276.1, XP_015837278.1, XP_975752.1	XP_006564801.1
OG0001766	XP_008201079.1, XP_008201080.1	XP_016768680.1, XP_016768682.1
OG0001767	XP_008193134.1, XP_015835802.1, XP_008193901.1	XP_026296535.1
OG0001768	XP_015834861.1	XP_006562413.1
OG0001769	XP_008192898.1, XP_015834493.1, XP_008192826.1, XP_015834494.1, XP_008192895.1, XP_008192836.1	XP_026294891.1
OG0001771	XP_008195425.2, XP_001808512.2	XP_006564844.1
OG0001774	XP_969023.1	XP_016767411.1
OG0001775	XP_970951.1, NP_001298082.1	XP_006557802.1
OG0001776	NP_001164088.1	XP_006562600.2
OG0001777	XP_967221.1	XP_623303.1, XP_393059.1
OG0001778	XP_970875.1	XP_006571958.1, XP_006571960.1
OG0001779	XP_973494.1	XP_006572136.1
OG0001780	XP_968841.1	XP_394026.2
OG0001781	XP_008192416.1	XP_006561705.1
OG0001782	XP_973321.1	XP_394140.4
OG0001783	XP_015833325.1, XP_972914.1, XP_008190904.1	XP_003249423.2
OG0001784	XP_970614.1	XP_624087.2
OG0001785	XP_969235.2	XP_623908.1
OG0001786	XP_974171.1	XP_001120360.1
OG0001787	XP_966837.1	XP_393706.3
OG0001789	XP_975068.2	XP_006567899.1
OG0001790	XP_973834.1	XP_392085.2
OG0001791	XP_008190467.1	XP_001120245.2, XP_006568251.2
OG0001792	XP_967089.1	XP_625134.3
OG0001793	XP_975535.1	XP_016768363.1, XP_026296947.1
OG0001794	XP_015834535.1	XP_026295048.1
OG0001795	XP_008195656.1	XP_006567715.1
OG0001796	XP_015834572.1, XP_015839928.1	XP_026296488.1
OG0001797	XP_973014.1	XP_001120264.1
OG0001799	NP_001157183.1	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1
OG0001800	XP_966972.1	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1
OG0001801	XP_974888.3	XP_006571821.1
OG0001802	XP_975650.1	XP_396615.2
OG0001803	XP_008199564.1	XP_006569400.1
OG0001804	XP_008199910.1	XP_394859.1
OG0001805	XP_008199909.1	XP_006563149.2
OG0001806	XP_008197947.1	XP_006563359.1, XP_026302126.1
OG0001807	XP_008195294.1	XP_001121112.2
OG0001808	XP_972925.2	XP_623170.1
OG0001809	XP_973657.1	XP_016768585.1, XP_006568686.1, XP_006568687.1
OG0001810	XP_015836863.1	XP_006559673.1, XP_006559672.1
OG0001811	XP_973747.1	XP_003249302.2
OG0001812	XP_967937.1	XP_006560961.1
OG0001813	XP_008199635.1	XP_001122360.3
OG0001814	XP_972868.1	XP_397220.3
OG0001815	XP_008199756.1	XP_006562406.1
OG0001816	XP_973162.1	XP_026298657.1
OG0001817	XP_015837888.1, XP_974446.1	XP_623822.2
OG0001818	XP_015836560.1, XP_015836559.1	XP_026298053.1, XP_026298054.1
OG0001819	XP_008194754.1	XP_003250992.1
OG0001820	XP_966351.2	XP_394676.2
OG0001821	XP_008193342.1	XP_001120030.2, XP_006571059.1, XP_006571060.1
OG0001823	XP_974250.1	XP_026301314.1
OG0001824	XP_015834417.1	XP_006565919.1, XP_006565917.1
OG0001825	XP_015834320.1	XP_026294960.1
OG0001826	XP_008195586.1	XP_016773199.1
OG0001827	XP_008199970.1, XP_008199968.1	XP_026296804.1
OG0001828	XP_008191114.2	XP_006557452.1, XP_394141.2, XP_026299679.1, XP_006557451.1
OG0001829	XP_968607.1	XP_006561681.1, XP_006561682.1
OG0001830	XP_008200479.1	XP_006564281.1
OG0001831	XP_015835742.1, XP_015835744.1, XP_015835743.1	XP_026300798.1
OG0001832	XP_015839131.1	XP_394067.4
OG0001833	XP_015834094.1	XP_026296913.1
OG0001834	NP_001164305.1	XP_391916.3
OG0001835	XP_008190330.1, XP_008190331.1, XP_015832872.1	XP_006560538.1, XP_001120677.3
OG0001836	XP_015837393.1, XP_015837408.1	XP_026300727.1
OG0001837	XP_008191765.1	XP_003250899.1
OG0001838	XP_973996.1	XP_001120649.1
OG0001839	XP_968056.1, XP_015836876.1	XP_001120879.2, XP_016769298.2
OG0001840	XP_008195127.1, XP_015836709.1	XP_026296453.1
OG0001841	XP_008199607.1	NP_001242966.1
OG0001842	XP_968201.1	XP_395471.3
OG0001843	XP_970048.1	XP_026298492.1, XP_396332.3
OG0001844	XP_967434.1	XP_624012.3
OG0001845	XP_972280.1	XP_392773.3
OG0001846	XP_971039.1	XP_016767933.1
OG0001847	XP_969079.1	XP_026300234.1
OG0001848	XP_966931.1, XP_015840170.1	XP_624014.2, XP_016768675.1
OG0001850	XP_008197509.1	XP_393385.3
OG0001851	XP_974730.2	XP_001120336.2
OG0001852	XP_008194931.1	XP_001121588.2
OG0001853	XP_974684.1	XP_006561993.1
OG0001854	XP_974711.1, XP_008190957.1, XP_974693.1	XP_026299949.1
OG0001855	XP_008193347.1, XP_969166.1	XP_393876.1, XP_016770895.1
OG0001856	XP_970966.2	XP_026298504.1
OG0001858	XP_008196162.1	XP_393894.1
OG0001859	XP_015835825.1, XP_015835826.1	XP_001122536.1
OG0001861	XP_970093.1	XP_026296639.1
OG0001862	XP_970196.2	XP_003251799.1
OG0001863	XP_968848.1	XP_016769109.1
OG0001864	XP_008196595.1	XP_006565068.1
OG0001865	XP_008196649.1, XP_970928.1	XP_026298716.1
OG0001866	XP_969990.1, XP_969855.1	XP_395324.2
OG0001867	XP_008193780.1	XP_006561140.1
OG0001868	XP_008191524.1, XP_008191525.1	XP_396874.5
OG0001869	XP_968474.1	XP_003249459.1
OG0001870	XP_970830.2, XP_008200721.1, XP_008200720.1, XP_015836188.1, XP_966582.1, XP_008200719.1	XP_006562529.1, XP_016768217.1
OG0001871	XP_970702.1	XP_393301.3
OG0001872	XP_975296.1	XP_026299612.1
OG0001873	XP_969187.1	XP_397060.3
OG0001874	XP_971013.1	XP_003250417.1
OG0001875	XP_015833812.1, XP_008191230.1, XP_969031.2	XP_006563722.1, XP_016772169.1
OG0001876	XP_015835298.1	XP_006559138.1, XP_006559144.1
OG0001877	XP_973601.1	XP_006558330.1, XP_006558328.1
OG0001879	XP_972523.1	XP_016766647.1
OG0001880	XP_015837523.1, XP_015837518.1	XP_026297802.1
OG0001881	XP_969186.1	XP_003250415.1
OG0001882	XP_008192360.1	XP_006568897.2, XP_026294859.1
OG0001883	XP_008191423.1, XP_970042.1	XP_006568004.1
OG0001884	XP_008196596.1, XP_015837973.1	XP_006565104.1
OG0001885	XP_967536.1	XP_001121449.1
OG0001886	XP_975677.2	XP_006567216.2
OG0001887	XP_008197283.1	XP_026295850.1, XP_026295851.1, XP_006558751.1, XP_026295849.1
OG0001888	XP_008195157.1	XP_394034.5, XP_016771541.2
OG0001889	XP_976203.1	XP_006569623.1
OG0001890	XP_008199667.1	XP_016771641.1, XP_016771642.1, XP_016771643.1
OG0001891	XP_008192976.1	XP_006564255.1, XP_006564252.1, XP_006564253.1
OG0001894	XP_015834285.1	XP_006570163.2
OG0001895	XP_015837161.1, XP_015837158.1	XP_016771683.2
OG0001896	XP_008199025.2, XP_015836575.1	XP_026299099.1
OG0001897	XP_973467.1	NP_001229455.1
OG0001898	XP_015837675.1, XP_008194172.1	XP_006561037.2
OG0001899	XP_972476.1	XP_016770620.1
OG0001900	XP_973168.1	XP_393467.3
OG0001901	XP_975551.3	XP_016770289.2, XP_016770290.2, XP_006566772.2
OG0001902	XP_008200644.1, XP_008200643.1	XP_392789.3, XP_016772305.1
OG0001903	XP_008195330.1	XP_026297341.1
OG0001904	XP_015838968.1	XP_026296404.1
OG0001905	XP_015836844.1	XP_006567964.2, XP_006567963.2, XP_003251131.2
OG0001906	XP_008192297.1	XP_006562935.2
OG0001907	XP_008196697.1	XP_026296956.1, XP_026296957.1
OG0001909	XP_008192942.1	XP_016767679.1, XP_016767685.1
OG0001910	XP_008200358.1	XP_003251266.1
OG0001912	XP_015838680.1	XP_016766824.1, XP_016766822.1, XP_016766821.1
OG0001913	XP_008190278.1	XP_394416.4
OG0001914	XP_015833095.1, XP_008190774.1	XP_026294941.1
OG0001915	XP_008195899.1, XP_015837384.1	XP_003251133.1
OG0001916	XP_968009.1, XP_008199227.1	XP_006569310.1
