Orthogroup	Megalopta_genalis	Apis_mellifera
OG0001035	XP_033323993.1	XP_026297968.1
OG0001036	XP_033333456.1, XP_033333452.1	XP_001122961.3
OG0001036	XP_033337123.1	XP_001121190.3
OG0001037	XP_033333213.1	XP_393500.1, XP_003249222.1
OG0001038	XP_033324259.1	XP_003251510.1, XP_006570286.1, XP_016767749.1
OG0001039	XP_033330410.1	XP_006562044.3
OG0001040	XP_033341328.1	XP_016766860.1
OG0001041	XP_033326930.1, XP_033326929.1	XP_394621.2
OG0001042	XP_033337407.1, XP_033337454.1, XP_033337435.1, XP_033337416.1, XP_033337426.1, XP_033337445.1	XP_016766332.1, XP_006569002.1, XP_006569001.1
OG0001043	XP_033328373.1	XP_026297480.1
OG0001043	XP_033328372.1	XP_026297477.1
OG0001044	XP_033340709.1, XP_033340717.1	XP_006563732.1
OG0001045	XP_033333148.1	XP_006559862.1, XP_006559864.1, XP_016768657.1
OG0001046	XP_033338364.1, XP_033338361.1, XP_033338362.1, XP_033338360.1, XP_033338363.1	XP_016770996.2, XP_016770997.2
OG0001048	XP_033328616.1	XP_026300611.1
OG0001049	XP_033334373.1	XP_624798.3, XP_016769663.1, XP_026298576.1
OG0001050	XP_033334659.1	XP_006564382.1
OG0001051	XP_033342478.1	XP_006566409.1, XP_006566408.1, XP_625132.2
OG0001052	XP_033324321.1	XP_006572082.1
OG0001053	XP_033324032.1	XP_026298412.1, NP_001014994.1
OG0001053	XP_033324034.1	XP_006558427.2
OG0001054	XP_033338773.1, XP_033338774.1, XP_033338770.1, XP_033338771.1, XP_033338772.1	XP_006557792.2, XP_016772603.2, XP_026301494.1
OG0001055	XP_033323439.1	XP_016771409.1, XP_006560471.1, XP_393921.4
OG0001056	XP_033330201.1, XP_033330119.1	XP_392256.2
OG0001057	XP_033328156.1	XP_003251106.1
OG0001058	XP_033320886.1	XP_006559288.1
OG0001059	XP_033339480.1	XP_026302246.1
OG0001059	XP_033339161.1	XP_026298512.1, XP_026298511.1
OG0001060	XP_033337027.1	XP_016767094.2
OG0001061	XP_033325808.1, XP_033325809.1	XP_006566068.1
OG0001063	XP_033342623.1	XP_026301341.1
OG0001063	XP_033326899.1	XP_026297188.1, XP_026297187.1
OG0001065	XP_033330489.1	XP_016772709.1, XP_006571870.1
OG0001066	XP_033342242.1, XP_033342247.1, XP_033342249.1	XP_006566719.1
OG0001067	XP_033334970.1	XP_006570391.1, XP_016770284.1
OG0001068	XP_033340448.1	XP_026295232.1
OG0001069	XP_033336175.1, XP_033336177.1, XP_033336172.1, XP_033336171.1, XP_033336174.1, XP_033336173.1, XP_033336176.1	XP_003249139.1
OG0001070	XP_033328836.1	NP_001314876.1
OG0001071	XP_033321152.1	NP_001139209.1, XP_006561618.1
OG0001072	XP_033323441.1	XP_006560463.2
OG0001073	XP_033338221.1	XP_001122039.4
OG0001073	XP_033338367.1	XP_003249924.2
OG0001074	XP_033321761.1	XP_026295412.1
OG0001074	XP_033321765.1	XP_006560957.3
OG0001075	XP_033334465.1	XP_006563366.1
OG0001076	XP_033324478.1	XP_026299125.1
OG0001077	XP_033325061.1	XP_001123319.2, XP_006565335.1
OG0001078	XP_033326059.1, XP_033326058.1	XP_624526.2
OG0001079	XP_033338387.1, XP_033338386.1, XP_033338388.1	XP_394551.1
OG0001081	XP_033324008.1	XP_003249661.2
OG0001082	XP_033341268.1, XP_033341269.1, XP_033341271.1, XP_033341272.1	XP_006571217.1, XP_397334.3, XP_016773438.1
OG0001083	XP_033336142.1	XP_016773335.2, XP_016773334.2
OG0001084	XP_033336597.1	XP_026300923.1
OG0001085	XP_033332140.1, XP_033332139.1, XP_033332141.1	XP_026296504.1
OG0001086	XP_033327099.1	XP_006567234.1, XP_006567236.1
OG0001087	XP_033336699.1, XP_033336698.1, XP_033336697.1, XP_033336696.1, XP_033336700.1, XP_033336695.1, XP_033336694.1	XP_001121591.2, XP_006564963.1
OG0001090	XP_033327128.1, XP_033327130.1	XP_396588.2
OG0001091	XP_033325831.1, XP_033325832.1	NP_001164445.1, XP_016767976.1
OG0001092	XP_033323362.1, XP_033323354.1	XP_006561609.1, NP_001011634.1
OG0001093	XP_033340576.1, XP_033340575.1	XP_394840.2
OG0001094	XP_033340018.1	XP_006571453.2
OG0001095	XP_033341802.1, XP_033341801.1, XP_033341800.1	XP_392758.2
OG0001096	XP_033338473.1	XP_006557822.1, XP_006557823.1, XP_016772640.1
OG0001097	XP_033331437.1	XP_393678.2, XP_006566141.1, XP_006566142.1
OG0001098	XP_033338654.1	XP_026300052.1, XP_026300053.1
OG0001099	XP_033332278.1	XP_006571049.1
OG0001100	XP_033330961.1	XP_001122230.1
OG0001101	XP_033342811.1, XP_033342812.1, XP_033342810.1	XP_395328.3
OG0001102	XP_033324282.1	NP_001229398.1, XP_026295758.1
OG0001103	XP_033337723.1	NP_001091636.1, NP_001011626.2
OG0001104	XP_033327975.1	XP_006570306.1, XP_026296437.1, XP_016767854.1
OG0001105	XP_033323666.1, XP_033323665.1	XP_394313.1
OG0001107	XP_033337995.1	XP_006564735.1
OG0001108	XP_033327279.1	XP_392498.1
OG0001109	XP_033332635.1	XP_006559508.1
OG0001110	XP_033334625.1	XP_026299374.1
OG0001111	XP_033325249.1, XP_033325248.1, XP_033325247.1	XP_006571180.1
OG0001112	XP_033321712.1	XP_006568443.2, NP_001106142.2
OG0001113	XP_033337171.1	XP_625126.3
OG0001114	XP_033320960.1	XP_006559286.2
OG0001115	XP_033327270.1	XP_006564576.1, XP_001122245.1
OG0001116	XP_033325653.1	XP_016769189.1, XP_006569851.1, XP_006569852.1
OG0001117	XP_033325640.1, XP_033325642.1, XP_033325641.1	XP_026298997.1
OG0001118	XP_033321496.1, XP_033321495.1, XP_033321494.1	XP_393072.2
OG0001119	XP_033335082.1, XP_033335081.1	XP_396585.2
OG0001121	XP_033323014.1	XP_026302064.1, XP_016773223.2
OG0001122	XP_033330758.1	XP_026294846.1
OG0001123	XP_033322309.1, XP_033322308.1, XP_033322312.1, XP_033322310.1, XP_033322311.1, XP_033322307.1	XP_026301258.1
OG0001124	XP_033325871.1	XP_006562958.1
OG0001125	XP_033330109.1	XP_016766166.1
OG0001126	XP_033329500.1, XP_033329499.1, XP_033329498.1	XP_006559675.1
OG0001127	XP_033340486.1	XP_006570099.2
OG0001127	XP_033340519.1	XP_006570095.2
OG0001128	XP_033340447.1	XP_006569466.2
OG0001129	XP_033327738.1	XP_396640.4
OG0001130	XP_033339147.1	XP_006557887.1
OG0001132	XP_033338146.1	XP_006569397.1, XP_624593.1
OG0001133	XP_033333210.1	XP_016768434.2
OG0001134	XP_033323394.1	XP_016771230.1, XP_026300477.1, XP_006559375.2
OG0001135	XP_033326143.1, XP_033326144.1, XP_033326142.1, XP_033326141.1	XP_006571652.2
OG0001136	XP_033323988.1	XP_006559354.2, XP_003249471.2, XP_006559350.2, XP_006559353.2, XP_006559352.2, XP_006559351.2
OG0001137	XP_033329863.1, XP_033329864.1	XP_026295441.1
OG0001138	XP_033343008.1	XP_006566401.1
OG0001139	XP_033342611.1, XP_033342580.1, XP_033320808.1	XP_026301211.1
OG0001140	XP_033338049.1	XP_393160.1, XP_006567190.1, XP_006567191.1
OG0001141	XP_033329432.1, XP_033329433.1	XP_006563759.1
OG0001142	XP_033338864.1, XP_033338863.1	XP_016772413.1, XP_026301646.1
OG0001143	XP_033325901.1, XP_033325895.1, XP_033325897.1, XP_033325898.1, XP_033325899.1, XP_033325900.1	XP_395253.2
OG0001145	XP_033334364.1, XP_033334360.1, XP_033334362.1, XP_033334361.1, XP_033334363.1	XP_396237.5
OG0001146	XP_033325828.1	XP_006571967.1
OG0001147	XP_033338209.1, XP_033338211.1, XP_033338212.1, XP_033338210.1	XP_006562602.1, XP_006562601.1
OG0001149	XP_033334903.1	XP_006566733.2
OG0001150	XP_033326716.1	XP_393050.2
OG0001151	XP_033334650.1	XP_026299394.1, XP_016770657.1
OG0001152	XP_033331452.1, XP_033331451.1, XP_033331450.1, XP_033335406.1	XP_026299206.1
OG0001153	XP_033323509.1	XP_026296179.1
OG0001153	XP_033323512.1	XP_016767064.1
OG0001154	XP_033324875.1	XP_006558313.1
OG0001155	XP_033327789.1	XP_394362.2, XP_026302250.1
OG0001156	XP_033331749.1	XP_016770011.2
OG0001157	XP_033338809.1, XP_033338798.1, XP_033338787.1	XP_006571672.1, XP_006571671.1, XP_394261.3
OG0001158	XP_033328897.1	XP_006568640.1
OG0001159	XP_033337175.1, XP_033322893.1, XP_033322892.1, XP_033322889.1, XP_033322891.1, XP_033322890.1	XP_393754.2, XP_016770687.1
OG0001160	XP_033333704.1, XP_033333703.1	XP_016767529.2
OG0001161	XP_033336253.1	XP_006560282.1, XP_623371.1
OG0001161	XP_033336444.1	XP_006560283.2
OG0001162	XP_033338984.1, XP_033338982.1	XP_006562183.2, XP_026296456.1
OG0001163	XP_033323984.1, XP_033323985.1, XP_033323983.1	XP_394764.3
OG0001164	XP_033330867.1	XP_392630.2
OG0001165	XP_033325372.1, XP_033325371.1	XP_006564520.1, XP_016769827.2
OG0001166	XP_033340853.1	NP_001171496.1
OG0001167	XP_033329069.1, XP_033329070.1, XP_033329071.1, XP_033329072.1, XP_033329073.1	XP_006570996.1, XP_006570997.1
OG0001168	XP_033339685.1, XP_033339684.1	NP_001229399.1, NP_001011566.1
OG0001169	XP_033336118.1, XP_033336119.1	XP_394044.2, XP_006565704.1
OG0001170	XP_033333082.1, XP_033333078.1, XP_033333083.1, XP_033333080.1, XP_033333081.1	XP_026296689.1
OG0001171	XP_033323480.1	XP_016769313.1
OG0001171	XP_033338191.1, XP_033323479.1	XP_016769308.1
OG0001173	XP_033325207.1	XP_393202.4
OG0001174	XP_033325129.1	XP_006566977.1
OG0001175	XP_033328293.1, XP_033328292.1, XP_033328291.1	XP_006559056.1
OG0001176	XP_033334241.1, XP_033334242.1	XP_006564297.1
OG0001179	XP_033326082.1, XP_033326083.1, XP_033326084.1	XP_006562919.1, XP_006562920.1, XP_006562921.1, XP_393004.3
OG0001180	XP_033323213.1	XP_016766672.2, XP_016766674.2
OG0001181	XP_033322804.1	XP_001121169.2
OG0001182	XP_033342889.1, XP_033342895.1	XP_016770554.2, XP_026299860.1, XP_016770549.2
OG0001183	XP_033321792.1, XP_033321801.1	XP_006560979.1, XP_016766593.1
OG0001184	XP_033334070.1, XP_033334075.1	XP_016769415.2
OG0001185	XP_033335392.1	XP_026300118.1
OG0001186	XP_033327357.1, XP_033327358.1, XP_033327355.1, XP_033327356.1, XP_033327359.1	XP_003250487.1, XP_006564675.1, XP_006564676.1
OG0001187	XP_033327329.1	XP_006559596.1, XP_006559595.1, XP_395581.4, XP_016769158.1, XP_016769162.1, XP_016769161.1, XP_016769160.1, XP_016769159.1
OG0001189	XP_033336245.1	XP_006563026.1, XP_026300936.1
OG0001190	XP_033338253.1	XP_026295013.1
OG0001191	XP_033341679.1	XP_006563495.1, XP_006563494.1
OG0001193	XP_033336894.1	XP_394484.1
OG0001195	XP_033330951.1, XP_033330953.1, XP_033330954.1	XP_006562818.1, XP_006562819.1, XP_623089.2
OG0001197	XP_033332586.1	XP_026299557.1
OG0001197	XP_033332585.1, XP_033332584.1	NP_001265267.1
OG0001198	XP_033323595.1	XP_394229.2
OG0001199	XP_033330074.1	XP_026299730.1, XP_001122178.2
OG0001201	XP_033332536.1	XP_006560866.2, XP_006560865.2
OG0001202	XP_033334443.1	XP_624691.1
OG0001203	XP_033341315.1	XP_026301907.1
OG0001204	XP_033325410.1, XP_033325411.1, XP_033325409.1	XP_026298970.1, XP_026298971.1
OG0001205	XP_033322200.1	XP_395193.1
OG0001205	XP_033325793.1	XP_006567401.1
OG0001206	XP_033328400.1	XP_392452.2
OG0001207	XP_033335287.1	XP_016771021.1, XP_016771020.1
OG0001208	XP_033324122.1	XP_006565631.1
OG0001209	XP_033322847.1	XP_006562487.1
OG0001210	XP_033332942.1	XP_006557363.2
OG0001211	XP_033340264.1, XP_033340254.1, XP_033340253.1	XP_006557488.1
OG0001212	XP_033328779.1	XP_026295914.1, XP_016772842.1, XP_016772841.1, XP_016772846.1, XP_026295907.1, XP_026295911.1
OG0001214	XP_033324526.1, XP_033324525.1	XP_006562468.1
OG0001215	XP_033336550.1, XP_033336549.1	XP_393437.3
OG0001216	XP_033331986.1, XP_033331993.1	XP_006568665.1
OG0001217	XP_033338712.1, XP_033338710.1	XP_016772439.2
OG0001218	XP_033339952.1, XP_033339953.1	XP_006569578.2, XP_394630.3
OG0001219	XP_033338491.1, XP_033338492.1	XP_397127.5
OG0001220	XP_033338496.1, XP_033338497.1, XP_033338495.1	XP_026301533.1
OG0001221	XP_033332841.1	XP_624977.1
OG0001222	XP_033327693.1	XP_625228.3
OG0001223	XP_033322887.1	XP_026300888.1, XP_394882.2
OG0001224	XP_033338548.1, XP_033338552.1	XP_392390.1
OG0001225	XP_033327582.1, XP_033327580.1	XP_006563839.1
OG0001226	XP_033323368.1, XP_033323367.1, XP_033323371.1, XP_033323370.1, XP_033323366.1	XP_026298822.1, XP_001120016.1
OG0001228	XP_033321096.1	XP_016772279.1
OG0001229	XP_033339510.1	XP_006558672.1
OG0001230	XP_033328206.1, XP_033328205.1, XP_033328207.1, XP_033328204.1	XP_006570299.1, XP_006570300.1
OG0001231	XP_033334870.1	XP_016771299.2
OG0001232	XP_033328496.1	XP_026299027.1, XP_016772926.2
OG0001233	XP_033327337.1	XP_394419.2
OG0001234	XP_033326409.1	XP_016771367.2
OG0001236	XP_033321426.1	XP_026296373.1
OG0001237	XP_033342687.1	XP_391881.4
OG0001238	XP_033337766.1, XP_033337767.1	XP_026297900.1, XP_026297892.1
OG0001239	XP_033331661.1	XP_395451.4
OG0001240	XP_033342584.1, XP_033342582.1, XP_033342585.1, XP_033342583.1, XP_033342581.1	XP_006566518.1, XP_016770274.1, XP_006566519.1
OG0001241	XP_033334766.1, XP_033334769.1	XP_006564443.2
OG0001242	XP_033340325.1	XP_394201.3
OG0001244	XP_033342274.1	XP_392845.4
OG0001245	XP_033330435.1	XP_001121323.1
OG0001246	XP_033330518.1	XP_396918.4, XP_006570952.1
OG0001247	XP_033325507.1, XP_033325505.1	XP_016769849.1
OG0001248	XP_033338006.1	XP_003249075.1
OG0001249	XP_033332368.1, XP_033332358.1	XP_006568191.1
OG0001250	XP_033337904.1	XP_006558929.1, XP_006558930.1
OG0001251	XP_033332353.1	XP_006562717.2
OG0001252	XP_033324821.1	XP_016772258.2
OG0001253	XP_033334669.1, XP_033334666.1	XP_016770711.2
OG0001254	XP_033321789.1	XP_006558444.1, XP_006558445.1, XP_006558446.1, XP_006558447.1, XP_623442.2
OG0001255	XP_033321111.1	XP_026297873.1
OG0001256	XP_033326933.1	XP_392405.3
OG0001257	XP_033329191.1	XP_026301321.1
OG0001258	XP_033327208.1	NP_001164477.1
OG0001259	XP_033321335.1	XP_006561326.1
OG0001260	XP_033339643.1	XP_006559095.2
OG0001260	XP_033339651.1	XP_016772351.2
OG0001261	XP_033325790.1	XP_026298661.1, XP_006567398.1
OG0001262	XP_033333808.1, XP_033333809.1	XP_006572321.1, XP_006572322.1
OG0001263	XP_033333282.1	XP_395392.3
OG0001264	XP_033321232.1	XP_392534.3
OG0001266	XP_033333073.1, XP_033333074.1, XP_033333075.1, XP_033333076.1, XP_033333072.1	XP_006572356.1
OG0001267	XP_033337655.1	XP_394714.3
OG0001268	XP_033330923.1	XP_003249388.1
OG0001269	XP_033331143.1, XP_033331168.1	XP_006559065.1, XP_006559062.1
OG0001270	XP_033331492.1, XP_033331491.1, XP_033331490.1	XP_001121503.2
OG0001271	XP_033336434.1, XP_033321514.1	XP_026300954.1
OG0001272	XP_033329520.1, XP_033329541.1	NP_001035321.1, XP_026297805.1
OG0001273	XP_033334025.1, XP_033334023.1	XP_026296398.1, XP_006570301.2
OG0001274	XP_033332718.1	XP_001122827.2
OG0001277	XP_033321811.1	XP_026295295.1, XP_026295296.1, XP_016773012.1
OG0001278	XP_033341649.1, XP_033341650.1	XP_392893.3
OG0001279	XP_033332151.1	XP_026295958.1, XP_026295957.1, XP_026295951.1, XP_026295950.1
OG0001279	XP_033332153.1, XP_033332154.1	XP_026295956.1
OG0001280	XP_033328482.1, XP_033328474.1	XP_026300549.1
OG0001281	XP_033332931.1	XP_016769585.1
OG0001282	XP_033325483.1	XP_006564543.1
OG0001283	XP_033340604.1	XP_006568427.1, XP_016768751.1
OG0001284	XP_033321750.1, XP_033321748.1	XP_394429.4
OG0001286	XP_033323978.1	XP_026300876.1, XP_026300874.1, XP_026300875.1, XP_026300873.1
OG0001287	XP_033328763.1	XP_026302119.1
OG0001288	XP_033325575.1, XP_033325580.1	NP_001035353.1
OG0001289	XP_033333053.1, XP_033333052.1, XP_033333051.1, XP_033333050.1, XP_033333054.1	XP_001120054.2
OG0001290	XP_033341658.1	XP_026301145.1
OG0001291	XP_033338839.1	XP_006565323.1, XP_623775.3
OG0001292	XP_033336590.1	XP_625028.1
OG0001293	XP_033325445.1	XP_001119898.1
OG0001294	XP_033340861.1, XP_033340870.1, XP_033340852.1, XP_033340830.1, XP_033340841.1	XP_394095.3
OG0001295	XP_033321157.1	XP_026298643.1
OG0001296	XP_033324545.1	XP_026301584.1, XP_016772462.1
OG0001298	XP_033334359.1	XP_392800.3
OG0001300	XP_033335256.1	XP_026300271.1, XP_026300270.1
OG0001301	XP_033328498.1, XP_033328260.1, XP_033328427.1, XP_033328350.1	XP_026298240.1, XP_026298239.1
OG0001302	XP_033322974.1	XP_026301923.1
OG0001302	XP_033322973.1	XP_026301920.1
OG0001303	XP_033330552.1, XP_033330557.1	XP_016766222.1, XP_016766225.1
OG0001304	XP_033324766.1, XP_033324765.1	XP_006563576.1, XP_026301131.1
OG0001305	XP_033332409.1	XP_026297620.1
OG0001306	XP_033325494.1	XP_006566054.1
OG0001308	XP_033324511.1	XP_026301522.1
OG0001310	XP_033325998.1, XP_033325997.1	XP_006571955.1, XP_001122617.2
OG0001312	XP_033327364.1, XP_033327363.1, XP_033327365.1, XP_033327366.1	XP_006569762.1
OG0001314	XP_033338921.1	XP_006561423.1
OG0001315	XP_033330904.1, XP_033330903.1	XP_006562371.1, XP_016771801.1
OG0001317	XP_033326800.1	XP_026301772.1, XP_026301780.1
OG0001318	XP_033321114.1	XP_006561870.1, XP_623659.3
OG0001319	XP_033326623.1	XP_026295883.1, XP_016767420.2, XP_016767421.2, XP_001120680.3, XP_006567363.2, XP_006567362.2, XP_006567361.2
OG0001320	XP_033335361.1, XP_033335359.1	XP_001120442.2
OG0001321	XP_033337412.1	XP_016768933.1, XP_006564631.1, XP_006564632.1
OG0001322	XP_033337157.1	XP_001120452.2
OG0001323	XP_033327590.1	XP_026297999.1
OG0001323	XP_033327621.1	XP_006568328.1
OG0001328	XP_033325943.1	XP_026298928.1, XP_006566140.1
OG0001330	XP_033327119.1	XP_006569373.1
OG0001333	XP_033333461.1, XP_033333462.1, XP_033333460.1	XP_006561728.1, XP_006561729.1
OG0001334	XP_033337841.1	XP_026298647.1, NP_001071291.1
OG0001335	XP_033339620.1, XP_033339617.1	XP_003250006.1
OG0001338	XP_033342357.1	XP_026299446.1
OG0001339	XP_033331285.1, XP_033331287.1, XP_033331286.1	XP_006560547.1, XP_006560548.1
OG0001340	XP_033339650.1, XP_033339649.1	XP_396914.2
OG0001341	XP_033325431.1	XP_026299161.1
OG0001342	XP_033334101.1	NP_001233596.1, XP_006568757.1
OG0001343	XP_033336674.1	XP_001120622.3
OG0001344	XP_033325798.1	XP_006567413.1, XP_026298569.1
OG0001345	XP_033328117.1	XP_625158.1
OG0001346	XP_033341908.1	XP_006568830.2
OG0001347	XP_033321822.1	XP_016766564.1
OG0001348	XP_033337642.1	XP_393071.3, XP_006558911.1
OG0001349	XP_033341785.1, XP_033324607.1	XP_001122465.1
OG0001350	XP_033343041.1	XP_026301333.1, XP_026301331.1, XP_026301332.1
OG0001351	XP_033340933.1	XP_625226.1
OG0001352	XP_033335226.1, XP_033335225.1, XP_033335224.1	XP_624128.3, XP_006562315.2
OG0001353	XP_033323348.1	XP_003249908.1
OG0001354	XP_033328214.1	XP_016767597.1
OG0001355	XP_033331297.1	XP_006565066.1
OG0001356	XP_033322696.1	XP_016768312.1, XP_016768311.1, XP_396491.1, XP_016768313.1, XP_016768310.1
OG0001357	XP_033340784.1	XP_624751.3
OG0001358	XP_033341573.1, XP_033341571.1	XP_026301373.1, XP_026301380.1, XP_026301399.1
OG0001359	XP_033338661.1, XP_033338656.1, XP_033338659.1, XP_033338658.1, XP_033338657.1	XP_016772586.1
OG0001360	XP_033341020.1, XP_033341024.1, XP_033341023.1, XP_033341021.1, XP_033341022.1	XP_006568424.1, XP_016768724.1, XP_006568423.1, XP_392631.2
OG0001361	XP_033332431.1	XP_003251907.2
OG0001362	XP_033337167.1	XP_016767937.1, XP_392575.3
OG0001364	XP_033324267.1, XP_033324387.1	XP_026295929.1
OG0001365	XP_033342970.1	XP_006566705.2
OG0001366	XP_033332178.1	XP_006561135.1
OG0001368	XP_033324217.1, XP_033324216.1	XP_006558888.1, XP_006558887.1, XP_396702.1
OG0001369	XP_033328476.1	XP_016772826.1
OG0001371	XP_033343106.1	XP_397170.4
OG0001372	XP_033333084.1	XP_026296526.1
OG0001373	XP_033334491.1	XP_006564089.1
OG0001374	XP_033336465.1	NP_001171374.1, XP_026300673.1
OG0001375	XP_033332162.1	XP_001121365.2
OG0001375	XP_033332110.1	XP_006562011.1
OG0001376	XP_033321505.1	XP_396175.2, XP_006569779.1, XP_016769123.1
OG0001377	XP_033325219.1	XP_003249169.1
OG0001378	XP_033331868.1	XP_026297486.1
OG0001379	XP_033333766.1	XP_006567468.1
OG0001380	XP_033325963.1	XP_394382.2
OG0001381	XP_033328703.1, XP_033328704.1	XP_395682.4
OG0001382	XP_033340856.1	XP_026297953.1
OG0001383	XP_033327241.1, XP_033327238.1, XP_033327237.1, XP_033327240.1, XP_033327239.1	XP_006572237.1
OG0001384	XP_033335089.1, XP_033335090.1, XP_033335088.1	XP_396789.2
OG0001385	XP_033324055.1	XP_016767540.2, NP_001276370.1
OG0001386	XP_033332148.1	XP_016767856.1, XP_016767858.1, XP_006561126.1, XP_006561128.1
OG0001387	XP_033323892.1	XP_006557949.1
OG0001388	XP_033334641.1	XP_016770706.1
OG0001389	XP_033329037.1	XP_026301857.1
OG0001390	XP_033331230.1	XP_393336.2
OG0001391	XP_033340978.1, XP_033340977.1	XP_006557325.2
OG0001392	XP_033326228.1, XP_033326234.1	XP_016770421.1, XP_026301887.1, XP_006571083.1
OG0001394	XP_033329639.1	XP_006563923.1
OG0001395	XP_033332210.1	XP_026300619.1
OG0001396	XP_033341459.1	XP_003251700.2
OG0001397	XP_033321033.1	XP_006558421.1
OG0001398	XP_033339038.1	XP_026295323.1, XP_396074.2
OG0001399	XP_033341554.1	XP_026295822.1, XP_006570847.3, XP_026295821.1
OG0001400	XP_033327368.1	XP_026298271.1
OG0001401	XP_033324988.1, XP_033324989.1, XP_033324990.1	XP_395366.2
OG0001402	XP_033331427.1	XP_624525.3
OG0001403	XP_033327869.1, XP_033327875.1	XP_026298793.1, XP_006567426.1
OG0001404	XP_033342345.1, XP_033342346.1	XP_003250893.1, XP_016770402.1
OG0001405	XP_033338114.1	XP_006558378.1
OG0001406	XP_033323474.1, XP_033323476.1, XP_033323475.1	XP_003249994.1, XP_006562035.1
OG0001407	XP_033340428.1, XP_033340427.1	XP_016770141.1, XP_006570083.1, XP_016770134.1
OG0001408	XP_033329808.1	NP_001229369.1
OG0001409	XP_033322880.1	XP_006563335.1
OG0001410	XP_033326787.1	XP_395760.4
OG0001412	XP_033335401.1	XP_026296136.1
OG0001413	XP_033333089.1	XP_623536.3
OG0001414	XP_033323484.1, XP_033323485.1, XP_033323486.1	XP_006560334.1, XP_026299267.1
OG0001415	XP_033340994.1	XP_016769111.2, XP_026301172.1
OG0001417	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1	XP_006564416.1, XP_006564415.1
OG0001418	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1	XP_026297714.1
OG0001419	XP_033337007.1	XP_026294885.1, XP_026294944.1
OG0001421	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1	XP_006564186.1, XP_026297333.1
OG0001422	XP_033328316.1	XP_006568172.2
OG0001423	XP_033328804.1	XP_026302100.1
OG0001424	XP_033342016.1	XP_006561339.1
OG0001425	XP_033328615.1	XP_006571360.1
OG0001426	XP_033323404.1	XP_026300478.1
OG0001427	XP_033341537.1	XP_001121333.2
OG0001428	XP_033324199.1	XP_006570272.2, XP_016767777.2, XP_026296777.1
OG0001429	XP_033333465.1	XP_393105.4
OG0001430	XP_033341692.1	XP_026301363.1
OG0001433	XP_033321462.1, XP_033321471.1	XP_003249531.1
OG0001434	XP_033323565.1	XP_001122051.1
OG0001436	XP_033336290.1	XP_393999.3
OG0001437	XP_033335425.1	XP_026299979.1
OG0001438	XP_033322465.1, XP_033322466.1, XP_033322464.1	XP_006566923.2
OG0001440	XP_033331189.1, XP_033339930.1	XP_016766945.1
OG0001441	XP_033337618.1, XP_033337623.1	XP_026297824.1, XP_026297830.1, XP_026297821.1
OG0001442	XP_033334776.1, XP_033334777.1	XP_006566607.1, XP_006566608.1, XP_016770708.1, XP_001122238.2
OG0001445	XP_033327764.1, XP_033327763.1	XP_016767809.1, XP_006564258.1
OG0001446	XP_033325927.1	XP_026299020.1
OG0001448	XP_033338668.1, XP_033338667.1, XP_033338669.1	NP_001136033.1, XP_006557739.2
OG0001449	XP_033332321.1, XP_033332323.1, XP_033332324.1, XP_033332320.1, XP_033332322.1	XP_001122287.2, XP_001122272.2, XP_001122304.3
OG0001450	XP_033330587.1, XP_033330584.1	XP_006563694.1
OG0001451	XP_033335047.1, XP_033335046.1	XP_016770584.1, XP_016770585.1
OG0001453	XP_033331863.1	XP_623506.1
OG0001455	XP_033337744.1	XP_395548.2
OG0001457	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1	XP_395405.1
OG0001458	XP_033330895.1, XP_033330893.1, XP_033330892.1	XP_016771740.1, XP_006560290.1
OG0001459	XP_033329392.1	XP_624206.2
OG0001460	XP_033330576.1	XP_395475.2
OG0001461	XP_033328146.1	XP_625038.2
OG0001462	XP_033331097.1	XP_392422.2
OG0001462	XP_033331099.1	XP_003250633.1
OG0001463	XP_033333161.1	XP_006568200.1, XP_026299050.1
OG0001464	XP_033320813.1, XP_033320810.1	XP_026297059.1
OG0001466	XP_033321041.1	XP_623574.2, XP_003250648.1
OG0001468	XP_033331781.1	XP_026301134.1
OG0001469	XP_033342476.1	XP_016770754.2, XP_006566407.2
OG0001470	XP_033322494.1	XP_392667.2
OG0001471	XP_033341583.1	XP_026295194.1, XP_006563973.1
OG0001472	XP_033321728.1	XP_026295425.1
OG0001472	XP_033331242.1	XP_001121817.2
OG0001473	XP_033341943.1	XP_016773638.2
OG0001474	XP_033325626.1, XP_033325489.1	XP_623681.1
OG0001475	XP_033341141.1	XP_624415.1, XP_026295254.1, XP_006570845.1, XP_016773034.1, XP_003251612.1
OG0001476	XP_033338396.1, XP_033338397.1, XP_033338392.1, XP_033338393.1, XP_033338394.1, XP_033338395.1	XP_016770904.2, XP_026299931.1, XP_026299930.1, XP_006565307.2, XP_026299929.1, XP_006565305.2, XP_006565306.2
OG0001477	XP_033326073.1	XP_006562867.1
OG0001478	XP_033331825.1	XP_006568688.1
OG0001479	XP_033342437.1	XP_006570473.1
OG0001480	XP_033329780.1, XP_033329779.1, XP_033329778.1	XP_624520.1
