Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
OG0015880	XP_008181897.1																				
OG0015881	XP_008181914.1																				
OG0015882	XP_008182000.1																				
OG0015883	XP_008182001.2																				
OG0015884	XP_008182014.1																				
OG0015885	XP_008182040.1																				
OG0015886	XP_008182046.1																				
OG0015887	XP_029340966.1																				
OG0015888	XP_008182128.1																				
OG0015889	XP_008182126.1																				
OG0015890	XP_008182224.1																				
OG0015891	XP_016659262.1																				
OG0015892	XP_008182454.1																				
OG0015893	XP_016659367.1																				
OG0015894	XP_008182497.1																				
OG0015895	XP_008182507.1																				
OG0015896	XP_008182768.1																				
OG0015897	XP_008182851.1																				
OG0015898	XP_008182902.1																				
OG0015899	XP_008183204.2																				
OG0015900	XP_008183210.1																				
OG0015901	XP_008183300.1																				
OG0015902	XP_008183346.1																				
OG0015903	XP_008183393.1																				
OG0015904	XP_029340932.1																				
OG0015905	XP_016660428.1																				
OG0015906	XP_016660484.1																				
OG0015907	XP_008183899.1																				
OG0015908	XP_029347354.1																				
OG0015909	XP_008183969.1																				
OG0015910	XP_016660684.2																				
OG0015911	XP_029341717.1																				
OG0015912	XP_008184568.1																				
OG0015913	XP_008184577.1																				
OG0015914	XP_016661183.1																				
OG0015915	XP_029345804.1																				
OG0015916	XP_029345805.1																				
OG0015917	XP_008184731.2																				
OG0015918	XP_008184768.2																				
OG0015919	XP_008184961.1																				
OG0015920	XP_029342656.1																				
OG0015921	XP_029342262.1																				
OG0015922	XP_008185159.1																				
OG0015923	XP_016661692.2																				
OG0015924	XP_029344716.1																				
OG0015925	XP_008185244.1																				
OG0015926	XP_008185262.1																				
OG0015927	XP_016661802.1																				
OG0015928	XP_008185436.1																				
OG0015929	XP_008185445.1																				
OG0015930	XP_029342846.1																				
OG0015931	XP_029342104.1																				
OG0015932	XP_008185940.1																				
OG0015933	XP_029348456.1																				
OG0015934	XP_008186041.1																				
OG0015935	XP_008186081.1																				
OG0015936	XP_008186226.1																				
OG0015937	XP_008186300.1																				
OG0015938	XP_029343718.1																				
OG0015939	XP_008186392.2																				
OG0015940	XP_016662854.1																				
OG0015941	XP_029347892.1																				
OG0015942	XP_008186891.1																				
OG0015943	XP_008186897.1																				
OG0015944	XP_008186957.1																				
OG0015945	XP_008187151.1																				
OG0015946	XP_029342456.1																				
OG0015947	XP_029342881.1																				
OG0015948	XP_008187368.1																				
OG0015949	XP_008187415.1																				
OG0015950	XP_008187544.1																				
OG0015951	XP_008187573.3																				
OG0015952	XP_008187794.1																				
OG0015953	XP_008187933.1																				
OG0015954	XP_029342153.1																				
OG0015955	XP_008188020.1																				
OG0015956	XP_008188038.2																				
OG0015957	XP_008188083.2																				
OG0015958	NP_001284565.1																				
OG0015959	XP_008188138.1																				
OG0015960	XP_008188180.1																				
OG0015961	XP_008188272.1																				
OG0015962	XP_008188316.1																				
OG0015963	XP_029348606.1																				
OG0015964	XP_008188337.1																				
OG0015965	XP_008188377.1																				
OG0015966	XP_008188390.1																				
OG0015967	XP_008188391.1																				
OG0015968	XP_008188394.1																				
OG0015969	XP_008188395.1																				
OG0015970	XP_008188424.1																				
OG0015971	XP_008188493.1																				
OG0015972	XP_008188495.1																				
OG0015973	XP_008188514.1																				
OG0015974	XP_008188529.1																				
OG0015975	XP_008188576.1																				
OG0015976	XP_008188578.1																				
OG0015977	XP_008188581.1																				
OG0015978	XP_008188616.1																				
OG0015979	XP_008188633.1																				
OG0015980	XP_008188635.1																				
OG0015981	XP_008188639.2																				
OG0015982	XP_008188641.1																				
OG0015983	XP_016664359.1																				
OG0015984	XP_008188673.1																				
OG0015985	XP_008188677.1																				
OG0015986	XP_008188678.1																				
OG0015987	XP_008188681.1																				
OG0015988	XP_008188688.1																				
OG0015989	XP_008188701.1																				
OG0015990	XP_008188712.1																				
OG0015991	XP_029348509.1																				
OG0015992	XP_008188718.1																				
OG0015993	XP_008188720.1																				
OG0015994	XP_008188721.1																				
OG0015995	XP_008188725.1																				
OG0015996	XP_008188729.1																				
OG0015997	XP_008188733.1																				
OG0015998	XP_008188735.1																				
OG0015999	XP_008188737.1																				
OG0016000	XP_008188738.1																				
OG0016001	XP_008188739.1																				
OG0016002	XP_008188763.1																				
OG0016003	XP_008188765.1																				
OG0016004	XP_008188775.1																				
OG0016005	XP_008188780.1																				
OG0016006	XP_008188781.1																				
OG0016007	XP_008188792.1																				
OG0016008	XP_008188798.1																				
OG0016009	XP_008188808.1																				
OG0016010	XP_008188810.1																				
OG0016011	XP_008188819.1																				
OG0016012	XP_008188829.1																				
OG0016013	XP_008188841.1																				
OG0016014	XP_008188843.1																				
OG0016015	XP_008188864.1																				
OG0016016	XP_008188865.1																				
OG0016017	XP_008188866.1																				
OG0016018	XP_008188867.1																				
OG0016019	XP_008188878.1																				
OG0016020	XP_008188885.1																				
OG0016021	XP_008188894.1																				
OG0016022	XP_008188895.1																				
OG0016023	XP_008188896.1																				
OG0016024	XP_008188899.1																				
OG0016025	XP_008188904.1																				
OG0016026	XP_008188906.1																				
OG0016027	XP_008188911.1																				
OG0016028	XP_008188914.1																				
OG0016029	XP_008188916.1																				
OG0016030	XP_008188921.1																				
OG0016031	XP_008188923.1																				
OG0016032	XP_008188931.1																				
OG0016033	XP_008188949.1																				
OG0016034	XP_008188959.1																				
OG0016035	XP_008188960.1																				
OG0016036	XP_008188961.1																				
OG0016037	XP_008188964.1																				
OG0016038	XP_008188966.1																				
OG0016039	XP_008188968.1																				
OG0016040	XP_008188975.1																				
OG0016041	XP_008188976.1																				
OG0016042	XP_008188979.1																				
OG0016043	XP_008188980.1																				
OG0016044	XP_008188981.1																				
OG0016045	XP_008188985.1																				
OG0016046	XP_008188991.1																				
OG0016047	XP_008189000.1																				
OG0016048	XP_008189002.1																				
OG0016049	XP_016664582.1																				
OG0016050	XP_008189009.1																				
OG0016051	XP_008189011.1																				
OG0016052	XP_008189012.1																				
OG0016053	XP_029347704.1																				
OG0016054	XP_008189032.1																				
OG0016055	XP_008189033.1																				
OG0016056	XP_008189036.1																				
OG0016057	XP_008189047.1																				
OG0016058	XP_008189052.1																				
OG0016059	XP_008189057.1																				
OG0016060	XP_008189060.1																				
OG0016061	XP_008189061.1																				
OG0016062	XP_008189065.1																				
OG0016063	XP_008189072.1																				
OG0016064	XP_008189076.1																				
OG0016065	XP_008189078.1																				
OG0016066	XP_008189088.1																				
OG0016067	XP_008189090.1																				
OG0016068	XP_008189093.1																				
OG0016069	XP_008189102.1																				
OG0016070	XP_008189103.1																				
OG0016071	XP_008189104.1																				
OG0016072	XP_016664645.1																				
OG0016073	XP_008189108.1																				
OG0016074	XP_008189118.1																				
OG0016075	XP_008189119.1																				
OG0016076	XP_008189123.1																				
OG0016077	XP_008189125.1																				
OG0016078	XP_008189129.1																				
OG0016079	XP_008189133.1																				
OG0016080	XP_008189135.1																				
OG0016081	XP_008189137.1																				
OG0016082	XP_008189142.1																				
OG0016083	XP_008189149.1																				
OG0016084	XP_008189150.1																				
OG0016085	XP_008189155.1																				
OG0016086	XP_008189157.1																				
OG0016087	XP_008189161.1																				
OG0016088	XP_008189166.1																				
OG0016089	XP_008189169.1																				
OG0016090	XP_008189173.1																				
OG0016091	XP_008189180.1																				
OG0016092	XP_008189185.1																				
OG0016093	XP_008189188.1																				
OG0016094	XP_008189196.1																				
OG0016095	XP_008189197.1																				
OG0016096	XP_008189199.1																				
OG0016097	XP_008189200.1																				
OG0016098	XP_008189204.1																				
OG0016099	XP_008189205.1																				
OG0016100	XP_008189206.1																				
OG0016101	XP_008189213.1																				
OG0016102	XP_008189217.1																				
OG0016103	XP_008189221.1																				
OG0016104	XP_008189226.1																				
OG0016105	XP_008189239.1																				
OG0016106	XP_008189240.1																				
OG0016107	XP_008189243.1																				
OG0016108	XP_008189252.1																				
OG0016109	XP_008189256.1																				
OG0016110	XP_008189257.1																				
OG0016111	XP_008189258.1																				
OG0016112	XP_008189262.1																				
OG0016113	XP_008189265.1																				
OG0016114	XP_008189266.1																				
OG0016115	XP_008189270.1																				
OG0016116	XP_008189273.1																				
OG0016117	XP_008189274.1																				
OG0016118	XP_008189276.1																				
OG0016119	XP_008189279.1																				
OG0016120	XP_008189282.1																				
OG0016121	XP_008189283.1																				
OG0016122	XP_008189288.1																				
OG0016123	XP_008189289.1																				
OG0016124	XP_008189290.1																				
OG0016125	XP_008189303.1																				
OG0016126	XP_008189308.1																				
OG0016127	XP_008189322.1																				
OG0016128	XP_008189326.1																				
OG0016129	XP_008189328.1																				
OG0016130	XP_008189334.1																				
OG0016131	XP_008189372.1																				
OG0016132	XP_008189382.1																				
OG0016133	XP_008189413.1																				
OG0016134	XP_008189419.1																				
OG0016135	XP_008189428.1																				
OG0016136	XP_008189458.1																				
OG0016137	XP_008189495.1																				
OG0016138	XP_008189506.1																				
OG0016139	XP_008189526.1																				
OG0016140	XP_008189566.2																				
OG0016141	XP_008189604.1																				
OG0016142	XP_029347750.1																				
OG0016143	XP_008189613.1																				
OG0016144	XP_008189700.2																				
OG0016145	XP_008189766.1																				
OG0016146	XP_008189774.1																				
OG0016147	XP_008189840.2																				
OG0016148	XP_029344058.1																				
OG0016149	XP_029341021.1																				
OG0016150	XP_029345865.1																				
OG0016151	XP_008190212.1																				
OG0016152	XP_029345401.1																				
OG0016153	XP_029341844.1																				
OG0016154	XP_029346271.1																				
OG0016155	XP_029345123.1																				
OG0016156	XP_016655719.1																				
OG0016157	XP_016655743.1																				
OG0016158	XP_016655793.1																				
OG0016159	XP_029345142.1																				
OG0016160	XP_016655856.1																				
OG0016161	XP_029340904.1																				
OG0016162	XP_016656066.1																				
OG0016163	XP_016656190.1																				
OG0016164	XP_016656290.1																				
OG0016165	XP_016656324.1																				
OG0016166	XP_016656347.2																				
OG0016167	XP_029341483.1																				
OG0016168	XP_016656543.1																				
OG0016169	XP_016656560.1																				
OG0016170	XP_016656604.2																				
OG0016171	XP_016656625.1																				
OG0016172	XP_016656698.1																				
OG0016173	XP_016656739.1																				
OG0016174	XP_029346308.1																				
OG0016175	XP_016656829.1																				
OG0016176	XP_016656916.1																				
OG0016177	XP_029341425.1																				
OG0016178	XP_016656924.1																				
OG0016179	XP_029348428.1																				
OG0016180	XP_016657079.2																				
OG0016181	XP_016657080.1																				
OG0016182	XP_016657164.1																				
OG0016183	XP_016657176.1																				
OG0016184	XP_016657213.1																				
OG0016185	XP_016657200.1																				
OG0016186	XP_016657250.2																				
OG0016187	XP_016657271.2																				
OG0016188	XP_016657282.1																				
OG0016189	XP_016657506.1																				
OG0016190	XP_016657508.1																				
OG0016191	XP_016657552.1																				
OG0016192	XP_016657566.1																				
OG0016193	XP_029343727.1																				
OG0016194	XP_016657847.1																				
OG0016195	XP_016657862.1																				
OG0016196	XP_029348139.1																				
OG0016197	XP_016657890.1																				
OG0016198	XP_016657893.1																				
OG0016199	XP_029347908.1																				
OG0016200	XP_016657906.1																				
OG0016201	XP_016657968.1																				
OG0016202	XP_029342122.1																				
OG0016203	XP_029347233.1																				
OG0016204	XP_016658120.1																				
OG0016205	XP_016658128.1																				
OG0016206	XP_029343925.1																				
OG0016207	XP_016658199.1																				
OG0016208	XP_016658205.1																				
OG0016209	XP_016658412.1																				
OG0016210	XP_029340972.1																				
OG0016211	XP_016658465.1																				
OG0016212	XP_016658504.1																				
OG0016213	XP_016658520.2																				
OG0016214	XP_016658537.1																				
OG0016215	XP_016658554.1																				
OG0016216	XP_016658558.2																				
OG0016217	XP_029347266.1																				
OG0016218	XP_016658851.1																				
OG0016219	XP_016658866.1																				
OG0016220	XP_029347139.1																				
OG0016221	XP_016659026.1																				
OG0016222	XP_029346678.1																				
OG0016223	XP_029343013.1																				
OG0016224	XP_016659103.1																				
OG0016225	XP_016659218.1																				
OG0016226	XP_016659266.1																				
OG0016227	XP_016659267.1																				
OG0016228	XP_016659268.1																				
OG0016229	XP_016659284.1																				
OG0016230	XP_016659292.1																				
OG0016231	XP_016659358.1																				
OG0016232	XP_029342453.1																				
OG0016233	XP_029344364.1																				
OG0016234	XP_016659739.1																				
OG0016235	XP_029345528.1																				
OG0016236	XP_029342102.1																				
OG0016237	XP_016659844.1																				
OG0016238	XP_016659845.1																				
OG0016239	XP_029341503.1																				
OG0016240	XP_029341504.1																				
OG0016241	XP_016659946.1																				
OG0016242	XP_016660195.1																				
OG0016243	XP_016660205.1																				
OG0016244	XP_016660206.1																				
OG0016245	XP_016660427.1																				
OG0016246	XP_016660461.1																				
OG0016247	XP_016660480.1																				
OG0016248	XP_029347166.1																				
OG0016249	XP_029343874.1																				
OG0016250	XP_016660631.1																				
OG0016251	XP_029345429.1																				
OG0016252	XP_016660881.1																				
OG0016253	XP_016660897.1																				
OG0016254	XP_016660945.1																				
OG0016255	XP_016660964.1																				
OG0016256	XP_029341442.1																				
OG0016257	XP_016661186.1																				
OG0016258	XP_016661227.1																				
OG0016259	XP_016661282.1																				
OG0016260	XP_016661351.1																				
OG0016261	XP_016661434.1																				
OG0016262	XP_016661586.1																				
OG0016263	XP_029347378.1																				
OG0016264	XP_029347386.1																				
OG0016265	XP_029347338.1																				
OG0016266	XP_029347339.1																				
OG0016267	XP_016661653.1																				
OG0016268	XP_029342029.1																				
OG0016269	XP_016661763.1																				
OG0016270	XP_016661876.2																				
OG0016271	XP_016661884.1																				
OG0016272	XP_016661909.1																				
OG0016273	XP_016661952.1																				
OG0016274	XP_016662066.1																				
OG0016275	XP_016662194.1																				
OG0016276	XP_029343248.1																				
OG0016277	XP_029345003.1																				
OG0016278	XP_016662428.1																				
OG0016279	XP_016662446.1																				
OG0016280	XP_016662470.1																				
OG0016281	XP_016662505.1																				
OG0016282	XP_029341778.1																				
OG0016283	XP_029347580.1																				
OG0016284	XP_016662610.1																				
OG0016285	XP_016662625.1																				
OG0016286	XP_016662626.1																				
OG0016287	XP_016662647.1																				
OG0016288	XP_029347034.1																				
OG0016289	XP_029343505.1																				
OG0016290	XP_016662945.1																				
OG0016291	XP_016663035.1																				
OG0016292	XP_029343344.1																				
OG0016293	XP_016663099.1																				
OG0016294	XP_029341525.1																				
OG0016295	XP_016663162.1																				
OG0016296	XP_016663200.1																				
OG0016297	XP_016663295.1																				
OG0016298	XP_029342564.1																				
OG0016299	XP_029341558.1																				
OG0016300	XP_016663471.1																				
OG0016301	XP_016663497.1																				
OG0016302	XP_016663553.1																				
OG0016303	XP_016663627.1																				
OG0016304	XP_029341149.1																				
OG0016305	XP_029346795.1																				
OG0016306	XP_029348550.1																				
OG0016307	XP_016663961.1																				
OG0016308	XP_016664034.1																				
OG0016309	XP_029341623.1																				
OG0016310	XP_016664048.1																				
OG0016311	XP_016664049.1																				
OG0016312	XP_016664064.1																				
OG0016313	XP_016664074.1																				
OG0016314	XP_016664105.1																				
OG0016315	XP_016664130.1																				
OG0016316	XP_016664144.1																				
OG0016317	XP_016664145.1																				
OG0016318	XP_016664146.1																				
OG0016319	XP_016664148.2																				
OG0016320	XP_016664164.1																				
OG0016321	XP_016664165.1																				
OG0016322	XP_016664166.1																				
OG0016323	XP_016664168.1																				
OG0016324	XP_016664174.1																				
OG0016325	XP_016664178.1																				
OG0016326	XP_016664184.1																				
OG0016327	XP_016664194.1																				
OG0016328	XP_016664202.1																				
OG0016329	XP_016664203.1																				
OG0016330	XP_016664274.1																				
OG0016331	XP_016664283.1																				
OG0016332	XP_016664302.1																				
OG0016333	XP_016664305.1																				
OG0016334	XP_016664307.1																				
OG0016335	XP_016664312.1																				
OG0016336	XP_016664342.1																				
OG0016337	XP_016664344.1																				
OG0016338	XP_016664345.1																				
OG0016339	XP_016664346.1																				
OG0016340	XP_016664355.1																				
OG0016341	XP_016664356.1																				
OG0016342	XP_016664357.1																				
OG0016343	XP_016664363.1																				
OG0016344	XP_016664371.1																				
OG0016345	XP_016664376.1																				
OG0016346	XP_016664377.1																				
OG0016347	XP_016664378.1																				
OG0016348	XP_016664383.1																				
OG0016349	XP_016664385.1																				
OG0016350	XP_016664402.1																				
OG0016351	XP_016664407.1																				
OG0016352	XP_016664408.1																				
OG0016353	XP_016664415.1																				
OG0016354	XP_016664420.1																				
OG0016355	XP_016664440.1																				
OG0016356	XP_016664443.1																				
OG0016357	XP_016664445.1																				
OG0016358	XP_016664447.1																				
OG0016359	XP_016664449.1																				
OG0016360	XP_016664453.1																				
OG0016361	XP_016664454.1																				
OG0016362	XP_016664455.1																				
OG0016363	XP_016664460.1																				
OG0016364	XP_016664462.1																				
OG0016365	XP_016664465.1																				
OG0016366	XP_016664468.1																				
OG0016367	XP_016664469.1																				
OG0016368	XP_016664472.1																				
OG0016369	XP_029348094.1																				
OG0016370	XP_016664474.1																				
OG0016371	XP_016664475.1																				
OG0016372	XP_016664477.1																				
OG0016373	XP_016664489.1																				
OG0016374	XP_016664491.1																				
OG0016375	XP_016664493.1																				
OG0016376	XP_016664494.1																				
OG0016377	XP_016664498.1																				
OG0016378	XP_016664502.1																				
OG0016379	XP_016664513.1																				
OG0016380	XP_016664516.1																				
OG0016381	XP_016664519.1																				
OG0016382	XP_016664523.1																				
OG0016383	XP_016664525.1																				
OG0016384	XP_016664526.1																				
OG0016385	XP_016664528.1																				
OG0016386	XP_016664532.1																				
OG0016387	XP_016664533.1																				
OG0016388	XP_016664534.1																				
OG0016389	XP_016664535.1																				
OG0016390	XP_016664537.1																				
OG0016391	XP_016664538.1																				
OG0016392	XP_016664544.1																				
OG0016393	XP_016664546.1																				
OG0016394	XP_016664547.1																				
OG0016395	XP_016664549.1																				
OG0016396	XP_016664556.1																				
OG0016397	XP_016664557.1																				
OG0016398	XP_016664558.1																				
OG0016399	XP_016664560.1																				
OG0016400	XP_016664567.1																				
OG0016401	XP_016664573.1																				
OG0016402	XP_016664580.1																				
OG0016403	XP_016664581.1																				
OG0016404	XP_016664588.1																				
OG0016405	XP_016664590.1																				
OG0016406	XP_016664592.1																				
OG0016407	XP_016664593.1																				
OG0016408	XP_016664597.1																				
OG0016409	XP_016664599.1																				
OG0016410	XP_016664600.1																				
OG0016411	XP_016664603.1																				
OG0016412	XP_016664609.1																				
OG0016413	XP_016664611.1																				
OG0016414	XP_016664614.1																				
OG0016415	XP_016664617.1																				
OG0016416	XP_016664621.1																				
OG0016417	XP_016664625.1																				
OG0016418	XP_016664626.1																				
OG0016419	XP_016664630.1																				
OG0016420	XP_016664631.1																				
OG0016421	XP_016664634.1																				
OG0016422	XP_016664636.1																				
OG0016423	XP_016664638.1																				
OG0016424	XP_016664639.1																				
OG0016425	XP_016664643.1																				
OG0016426	XP_016664647.1																				
OG0016427	XP_016664650.1																				
OG0016428	XP_016664652.1																				
OG0016429	XP_016664653.1																				
OG0016430	XP_016664654.1																				
OG0016431	XP_016664658.1																				
OG0016432	XP_016664660.1																				
OG0016433	XP_016664663.1																				
OG0016434	XP_016664666.1																				
OG0016435	XP_016664667.1																				
OG0016436	XP_016664668.1																				
OG0016437	XP_016664670.1																				
OG0016438	XP_016664671.1																				
OG0016439	XP_016664673.1																				
OG0016440	XP_016664674.1																				
OG0016441	XP_016664676.1																				
OG0016442	XP_016664678.1																				
OG0016443	XP_016664683.1																				
OG0016444	XP_016664686.1																				
OG0016445	XP_016664687.1																				
OG0016446	XP_016664688.1																				
OG0016447	XP_016664691.1																				
OG0016448	XP_016664692.1																				
OG0016449	XP_016664693.1																				
OG0016450	XP_016664694.1																				
OG0016451	XP_016664695.1																				
OG0016452	XP_016664696.1																				
OG0016453	XP_016664697.1																				
OG0016454	XP_016664699.1																				
OG0016455	XP_016664703.1																				
OG0016456	XP_016664707.1																				
OG0016457	XP_016664710.1																				
OG0016458	XP_016664715.1																				
OG0016459	XP_016664720.1																				
OG0016460	XP_016664721.1																				
OG0016461	XP_016664722.1																				
OG0016462	XP_016664725.1																				
OG0016463	XP_016664727.1																				
OG0016464	XP_016664728.1																				
OG0016465	XP_016664732.1																				
OG0016466	XP_016664734.1																				
OG0016467	XP_016664735.1																				
OG0016468	XP_016664737.1																				
OG0016469	XP_016664745.1																				
OG0016470	XP_016664747.1																				
OG0016471	XP_016664749.1																				
OG0016472	XP_016664753.1																				
OG0016473	XP_016664756.1																				
OG0016474	XP_016664764.1																				
OG0016475	XP_016664773.1																				
OG0016476	XP_016664779.1																				
OG0016477	XP_016664780.1																				
OG0016478	XP_016664783.1																				
OG0016479	XP_016664786.1																				
OG0016480	XP_016664788.1																				
OG0016481	XP_016664789.1																				
OG0016482	XP_016664791.1																				
OG0016483	XP_016664792.1																				
OG0016484	XP_016664793.1																				
OG0016485	XP_016664795.1																				
OG0016486	XP_029348524.1																				
OG0016487	XP_016664879.1																				
OG0016488	XP_016664919.1																				
OG0016489	XP_016664922.1																				
OG0016490	XP_016664951.1																				
OG0016491	XP_029347792.1																				
OG0016492	XP_029348019.1																				
OG0016493	XP_029346091.1																				
OG0016494	XP_003243505.1																				
OG0016495	XP_029342120.1																				
OG0016496	XP_029341482.1																				
OG0016497	XP_029342179.1																				
OG0016498	XP_029346270.1																				
OG0016499	XP_029341640.1																				
OG0016500	XP_029340995.1																				
OG0016501	XP_029341017.1																				
OG0016502	XP_029341018.1																				
OG0016503	XP_029341053.1																				
OG0016504	XP_029341072.1																				
OG0016505	XP_029341077.1																				
OG0016506	XP_029341091.1																				
OG0016507	XP_029341096.1																				
OG0016508	XP_029341100.1																				
OG0016509	XP_029341111.1																				
OG0016510	XP_029341128.1																				
OG0016511	XP_029341251.1																				
OG0016512	XP_029341342.1																				
OG0016513	XP_029341392.1																				
OG0016514	XP_029341403.1																				
OG0016515	XP_029341417.1																				
OG0016516	XP_029341430.1																				
OG0016517	XP_029341450.1																				
OG0016518	XP_029341510.1																				
OG0016519	XP_029341518.1																				
OG0016520	XP_029341520.1																				
OG0016521	XP_029341523.1																				
OG0016522	XP_029341599.1																				
OG0016523	XP_029341610.1																				
OG0016524	XP_029341663.1																				
OG0016525	XP_029341762.1																				
OG0016526	XP_029341763.1																				
OG0016527	XP_029341818.1																				
OG0016528	XP_029341834.1																				
OG0016529	XP_029342074.1																				
OG0016530	XP_029342085.1																				
OG0016531	XP_029342115.1																				
OG0016532	XP_029342171.1																				
OG0016533	XP_029342178.1																				
OG0016534	XP_029342194.1																				
OG0016535	XP_029342263.1																				
OG0016536	XP_029342279.1																				
OG0016537	XP_029342347.1																				
OG0016538	XP_029342582.1																				
OG0016539	XP_029342647.1																				
OG0016540	XP_029342688.1																				
OG0016541	XP_029342721.1																				
OG0016542	XP_029342814.1																				
OG0016543	XP_029343012.1																				
OG0016544	XP_029343164.1																				
OG0016545	XP_029343238.1																				
OG0016546	XP_029343386.1																				
OG0016547	XP_029343488.1																				
OG0016548	XP_029343492.1																				
OG0016549	XP_029343606.1																				
OG0016550	XP_029343688.1																				
OG0016551	XP_029343799.1																				
OG0016552	XP_029343868.1																				
OG0016553	XP_029344180.1																				
OG0016554	XP_029344214.1																				
OG0016555	XP_029344290.1																				
OG0016556	XP_029344331.1																				
OG0016557	XP_029344392.1																				
OG0016558	XP_029344395.1																				
OG0016559	XP_029344560.1																				
OG0016560	XP_029344603.1																				
OG0016561	XP_029344897.1																				
OG0016562	XP_029344971.1																				
OG0016563	XP_029344973.1																				
OG0016564	XP_029345131.1																				
OG0016565	XP_029345271.1																				
OG0016566	XP_029345290.1																				
OG0016567	XP_029345339.1																				
OG0016568	XP_029345446.1																				
OG0016569	XP_029345476.1																				
OG0016570	XP_029345544.1																				
OG0016571	XP_029345683.1																				
OG0016572	XP_029345700.1																				
OG0016573	XP_029345784.1																				
OG0016574	XP_029345809.1																				
OG0016575	XP_029345882.1																				
OG0016576	XP_029345989.1																				
OG0016577	XP_029346022.1																				
OG0016578	XP_029346150.1																				
OG0016579	XP_029346205.1																				
OG0016580	XP_029346206.1																				
OG0016581	XP_029346279.1																				
OG0016582	XP_029346320.1																				
OG0016583	XP_029346458.1																				
OG0016584	XP_029346466.1																				
OG0016585	XP_029346483.1																				
OG0016586	XP_029346501.1																				
OG0016587	XP_029346515.1																				
OG0016588	XP_029346521.1																				
OG0016589	XP_029346605.1																				
OG0016590	XP_029346629.1																				
OG0016591	XP_029346745.1																				
OG0016592	XP_029346766.1																				
OG0016593	XP_029346767.1																				
OG0016594	XP_029346808.1																				
OG0016595	XP_029346832.1																				
OG0016596	XP_029346835.1																				
OG0016597	XP_029346866.1																				
OG0016598	XP_029346871.1																				
OG0016599	XP_029346964.1																				
OG0016600	XP_029347008.1																				
OG0016601	XP_029347256.1																				
OG0016602	XP_029347318.1																				
OG0016603	XP_029347330.1																				
OG0016604	XP_029347341.1																				
OG0016605	XP_029347348.1																				
OG0016606	XP_029347359.1																				
OG0016607	XP_029347591.1																				
OG0016608	XP_029347657.1																				
OG0016609	XP_029347667.1																				
OG0016610	XP_029347677.1																				
OG0016611	XP_029347685.1																				
OG0016612	XP_029347745.1																				
OG0016613	XP_029347799.1																				
OG0016614	XP_029347856.1																				
OG0016615	XP_029347878.1																				
OG0016616	XP_029347917.1																				
OG0016617	XP_029347966.1																				
OG0016618	XP_029347992.1																				
OG0016619	XP_029347993.1																				
OG0016620	XP_029348010.1																				
OG0016621	XP_029348088.1																				
OG0016622	XP_029348089.1																				
OG0016623	XP_029348093.1																				
OG0016624	XP_029348152.1																				
OG0016625	XP_029348153.1																				
OG0016626	XP_029348155.1																				
OG0016627	XP_029348247.1																				
OG0016628	XP_029348251.1																				
OG0016629	XP_029348272.1																				
OG0016630	XP_029348281.1																				
OG0016631	XP_029348451.1																				
OG0016632	XP_029348514.1																				
OG0016633	XP_029348516.1																				
OG0016634	XP_029348581.1																				
OG0016635	XP_029348589.1																				
OG0016636	XP_029348596.1																				
OG0016637	XP_029348613.1																				
OG0016638	XP_029348643.1																				
OG0016639	XP_029348685.1																				
OG0016640		XP_021695263.1																			
OG0016641		XP_021692978.1																			
OG0016642		XP_021693133.1																			
OG0016643		XP_021693135.1																			
OG0016644		XP_021693264.1																			
OG0016645		XP_021693300.1																			
OG0016646		XP_021693301.1																			
OG0016647		XP_021693343.1																			
OG0016648		XP_021693455.1																			
OG0016649		XP_021693514.1																			
OG0016650		XP_021693561.1																			
OG0016651		XP_021693587.1																			
OG0016652		XP_021693588.1																			
OG0016653		XP_021693589.1																			
OG0016654		XP_021693632.1																			
OG0016655		XP_021693674.1																			
OG0016656		XP_021693853.1																			
OG0016657		XP_021693891.1																			
OG0016658		XP_021694004.1																			
OG0016659		XP_021694007.1																			
OG0016660		XP_021694057.1																			
OG0016661		XP_021694058.1																			
OG0016662		XP_021694088.1																			
OG0016663		XP_021694196.1																			
OG0016664		XP_021694211.1																			
OG0016665		XP_021694214.1																			
OG0016666		XP_021694217.1																			
OG0016667		XP_021694221.1																			
OG0016668		XP_021694222.1																			
OG0016669		XP_021694243.1																			
OG0016670		XP_021694246.1																			
OG0016671		XP_021694250.1																			
OG0016672		XP_021694253.1																			
OG0016673		XP_021694265.1																			
OG0016674		XP_021694299.1																			
OG0016675		XP_021694300.1																			
OG0016676		XP_021694301.1																			
OG0016677		XP_021694304.1																			
OG0016678		XP_021694313.1																			
OG0016679		XP_021694320.1																			
OG0016680		XP_021694334.1																			
OG0016681		XP_021694346.1																			
OG0016682		XP_021694359.1																			
OG0016683		XP_021694363.1																			
OG0016684		XP_021694364.1																			
OG0016685		XP_021694367.1																			
OG0016686		XP_021694372.1																			
OG0016687		XP_021694393.1																			
OG0016688		XP_021694409.1																			
