Ob_GeneID,Bt_GOID
LOC114871934,GO:0005840
LOC114871934,GO:0006412
LOC114871934,GO:0003735
LOC114871936,GO:0016021
LOC114871935,
LOC114871838,
LOC114871902,
LOC114871839,GO:0033674
LOC114871839,GO:0043022
LOC114871839,GO:0019901
LOC114871839,GO:0019887
LOC114871839,GO:0006417
LOC114871896,GO:0005524
LOC114871896,GO:0006468
LOC114871896,GO:0004672
LOC114871877,GO:0031204
LOC114871878,GO:0005515
LOC114871895,GO:0005515
LOC114871894,GO:0005515
LOC114871880,GO:0003677
LOC114871880,GO:0005515
LOC114871889,GO:0006629
LOC114871820,
LOC114871873,GO:0008234
LOC114871873,GO:0006508
LOC114871874,
LOC114871818,GO:0004435
LOC114871818,GO:0008081
LOC114871818,GO:0006629
LOC114871818,GO:0035556
LOC114871818,GO:0005509
LOC114871818,GO:0007165
LOC114871819,GO:0016021
LOC114871891,GO:0042302
LOC114871893,GO:0042302
LOC114871892,GO:0042302
LOC114871904,GO:0042302
LOC114871837,GO:0042302
LOC114871888,GO:0042302
LOC114871886,GO:0047429
LOC114871887,GO:0000266
LOC114871887,GO:0005515
LOC114871879,GO:0005515
LOC114871907,GO:0016021
LOC114871907,GO:0045211
LOC114871907,GO:0022848
LOC114871907,GO:0034220
LOC114871907,GO:0005216
LOC114871907,GO:0004888
LOC114871907,GO:0006811
LOC114871907,GO:0005230
LOC114871912,GO:0005524
LOC114871912,GO:0004674
LOC114871912,GO:0006468
LOC114871912,GO:0004672
LOC114871913,
LOC114871906,GO:0004386
LOC114871906,GO:0005524
LOC114871906,GO:0003676
LOC114871911,
LOC114871910,GO:0005515
LOC114871905,GO:0005085
LOC114871909,GO:0006486
LOC114871909,GO:0016020
LOC114871875,GO:1990504
LOC114871875,GO:0016079
LOC114871840,GO:0006086
LOC114871840,GO:0004739
LOC114871840,GO:0003824
LOC114871854,GO:0017134
LOC114871853,GO:0008083
LOC114871852,GO:0008234
LOC114871852,GO:0006508
LOC114871845,GO:0000981
LOC114871845,GO:0046983
LOC114871845,
LOC114871848,GO:0016791
LOC114871848,GO:0003824
LOC114871850,
LOC114871849,GO:0006812
LOC114871849,GO:0008324
LOC114871847,GO:0006812
LOC114871847,GO:0008324
LOC114871841,GO:0046872
LOC114871841,GO:0003676
LOC114871851,
LOC114871844,GO:0005085
LOC114871844,GO:0046872
LOC114871843,GO:0071805
LOC114871843,GO:0005267
LOC114871843,GO:0016020
LOC114871843,
LOC114871846,GO:0005524
LOC114871846,GO:0006427
LOC114871846,GO:0004821
LOC114871846,GO:0006418
LOC114871846,GO:0004812
LOC114871846,GO:0005737
LOC114871949,
LOC114871948,GO:0051726
LOC114871939,GO:0005634
LOC114871939,GO:0003700
LOC114871939,GO:0006355
LOC114871937,GO:0004806
LOC114871937,GO:0006629
LOC114871951,GO:0003723
LOC114871951,GO:0003676
LOC114871950,GO:0016021
LOC114871950,GO:0016012
LOC114871938,
LOC114871944,
LOC114871947,GO:0008270
LOC114871946,GO:0000814
LOC114871946,GO:0071985
LOC114871945,
LOC114871952,GO:0005515
LOC114871940,GO:0004114
LOC114871940,GO:0008081
LOC114871940,GO:0007165
LOC114871942,GO:0015267
LOC114871942,GO:0055085
LOC114871942,GO:0016020
LOC114871953,GO:0016020
LOC114871953,GO:0007608
LOC114871953,GO:0005549
LOC114871953,GO:0004984
LOC114871953,GO:0016020
LOC114871953,GO:0007608
LOC114871953,GO:0005549
LOC114871953,GO:0004984
LOC114871955,GO:0016020
LOC114871955,GO:0007608
LOC114871955,GO:0005549
LOC114871955,GO:0004984
LOC114871972,GO:0043565
LOC114871972,GO:0003700
LOC114871972,GO:0008270
LOC114871972,GO:0006355
LOC114871984,GO:0005525
LOC114871984,GO:0003924
LOC114871984,GO:0016020
LOC114871984,GO:0007165
LOC114871962,GO:0005840
LOC114871962,GO:0006412
LOC114871962,GO:0003735
LOC114871961,
LOC114871960,GO:0016021
LOC114871960,GO:0055085
LOC114871960,GO:0022857
LOC114871987,
LOC114871987,
LOC114871986,GO:0005515
LOC114871986,GO:0007165
LOC114871970,GO:0003341
LOC114871970,GO:0060271
LOC114871967,GO:0005515
LOC114871967,GO:0007165
LOC114871969,
LOC114871981,GO:0030127
LOC114871981,GO:0006888
LOC114871981,GO:0006886
LOC114871981,GO:0008270
LOC114871976,GO:0008484
LOC114871976,GO:0003824
LOC114871979,
LOC114871977,GO:0008240
LOC114871977,GO:0008236
LOC114871977,GO:0006508
LOC114871977,GO:0004252
LOC114871980,GO:0005515
LOC114871975,GO:0006887
LOC114871975,GO:0006886
LOC114871975,GO:0016020
LOC114871975,GO:0005515
LOC114871965,
LOC114871964,GO:0005044
LOC114871964,GO:0016020
LOC114871964,GO:0006508
LOC114871964,GO:0004252
LOC114871964,GO:0005515
LOC114871963,GO:0031409
LOC114871956,GO:0005515
LOC114871988,GO:0005524
LOC114871988,GO:0004713
LOC114871988,GO:0006468
LOC114871988,GO:0004672
LOC114871957,
LOC114871958,
LOC114871959,GO:0005515
LOC114872006,GO:0003677
LOC114871996,GO:0016021
LOC114871996,GO:0055085
LOC114871997,
LOC114871998,GO:0005515
LOC114872004,GO:0005886
LOC114872004,GO:0007155
LOC114872004,GO:0007156
LOC114872004,GO:0005509
LOC114872004,GO:0016020
LOC114871993,GO:0098609
LOC114871993,GO:0005886
LOC114871993,GO:0007155
LOC114871993,GO:0007156
LOC114871993,GO:0005509
LOC114871993,GO:0016020
LOC114871994,
LOC114871992,GO:0005515
LOC114872002,
LOC114872009,GO:0005634
LOC114872009,GO:0005524
LOC114872009,GO:0004677
LOC114872009,GO:0016301
LOC114872009,GO:0006281
LOC114872009,GO:0006303
LOC114872009,GO:0003677
LOC114872009,GO:0005515
LOC114872010,GO:0003824
LOC114872010,GO:0006564
LOC114872010,GO:0004648
LOC114872011,
LOC114872014,
LOC114872013,GO:0003824
LOC114872013,GO:0006564
LOC114872013,GO:0004648
LOC114872012,GO:0005634
LOC114872012,GO:0005524
LOC114872012,GO:0004677
LOC114872012,GO:0016301
LOC114872012,GO:0006281
LOC114872012,GO:0006303
LOC114872012,GO:0003677
LOC114872012,GO:0005515
LOC114872003,
LOC114871991,GO:0005515
LOC114871995,
LOC114872005,GO:0005886
LOC114872005,GO:0007155
LOC114872005,GO:0007156
LOC114872005,GO:0005509
LOC114872005,GO:0016020
LOC114871999,
LOC114872000,GO:0005515
LOC114872008,GO:0003677
LOC114872046,
LOC114872045,GO:0004565
LOC114872045,GO:0005975
LOC114872045,GO:0004553
LOC114872047,
LOC114872044,GO:0009451
LOC114872044,GO:0001522
LOC114872044,GO:0009982
LOC114872044,GO:0003723
LOC114872044,GO:0003676
LOC114872041,
LOC114872040,GO:0055114
LOC114872040,GO:0005515
LOC114872027,GO:0042407
LOC114872027,GO:0061617
LOC114872042,GO:0005201
LOC114872039,GO:0043565
LOC114872039,GO:0003700
LOC114872039,GO:0008270
LOC114872039,GO:0006355
LOC114872019,GO:0003723
LOC114872019,GO:0003676
LOC114872022,
LOC114872018,
LOC114872020,GO:0016791
LOC114872020,GO:0003824
LOC114872021,GO:0004197
LOC114872021,GO:0008234
LOC114872021,GO:0006508
LOC114872016,GO:0005509
LOC114872016,GO:0005515
LOC114872049,
LOC114872017,GO:0005737
LOC114872017,GO:0005524
LOC114872017,GO:0006426
LOC114872017,GO:0004820
LOC114872017,GO:0006418
LOC114872017,GO:0004812
LOC114872017,GO:0000166
LOC114872028,GO:0005524
LOC114872037,
LOC114872033,GO:0055114
LOC114872033,GO:0004489
LOC114872033,GO:0006555
LOC114872032,GO:0006101
LOC114872032,GO:0004108
LOC114872032,GO:0046912
LOC114872032,GO:0006101
LOC114872032,GO:0004108
LOC114872032,GO:0046912
LOC114872034,GO:0005525
LOC114872031,GO:0016491
LOC114872031,GO:0004616
LOC114872031,GO:0050661
LOC114872031,GO:0006098
LOC114872031,GO:0055114
LOC114872029,GO:0003676
LOC114872051,GO:0006355
LOC114872052,GO:0055085
LOC114872052,GO:0022857
LOC114872052,GO:0016020
LOC114872054,GO:0005839
LOC114872054,GO:0051603
LOC114872054,GO:0004298
LOC114872050,GO:0031932
LOC114872050,GO:0031929
LOC114872058,
LOC114872056,
LOC114872056,GO:0005524
LOC114872056,GO:0004386
LOC114872056,GO:0006310
LOC114872056,GO:0003676
LOC114872057,GO:0016020
LOC114872060,
LOC114872055,
LOC114872059,
LOC114872043,GO:0005634
LOC114872043,GO:0006396
LOC114872043,GO:0006397
LOC114872043,GO:0005515
LOC114872065,
LOC114872065,GO:0005515
LOC114872064,GO:0007275
LOC114872064,GO:0016539
LOC114872064,GO:0007267
LOC114872064,GO:0016540
LOC114872105,
LOC114872104,GO:0008134
LOC114872104,GO:0046983
LOC114872104,GO:0006355
LOC114872094,GO:0005515
LOC114872076,GO:0004089
LOC114872076,GO:0008270
LOC114872077,
LOC114872075,
LOC114872110,GO:0005515
LOC114872111,GO:0016021
LOC114872107,GO:0005524
LOC114872107,GO:0006468
LOC114872107,GO:0004672
LOC114872109,GO:0004470
LOC114872109,GO:0004471
LOC114872109,GO:0051287
LOC114872109,GO:0055114
LOC114872112,GO:0048500
LOC114872112,GO:0006614
LOC114872112,GO:0008312
LOC114872149,
LOC114872143,
LOC114872137,GO:0003723
LOC114872137,GO:0003676
LOC114872138,GO:0005524
LOC114872138,GO:0004386
LOC114872138,GO:0003676
LOC114872144,
LOC114872142,GO:0044237
LOC114872139,GO:0008134
LOC114872139,GO:0005515
LOC114872146,
LOC114872136,
LOC114872145,
LOC114872140,GO:0005200
LOC114872140,GO:0005874
LOC114872140,GO:0007017
LOC114872140,GO:0005525
LOC114872140,GO:0003924
LOC114872141,GO:0005515
LOC114872133,GO:0005525
LOC114872133,GO:0003924
LOC114872133,GO:0016020
LOC114872133,GO:0007165
LOC114872132,GO:0005515
LOC114872130,GO:0005634
LOC114872130,GO:0005515
LOC114872113,GO:0032012
LOC114872113,GO:0005543
LOC114872113,GO:0005515
LOC114872127,GO:0043231
LOC114872127,GO:0051537
LOC114872123,
LOC114872125,GO:0005634
LOC114872125,GO:0006281
LOC114872125,GO:0003684
LOC114872117,GO:0070536
LOC114872117,GO:0070122
LOC114872117,GO:0008237
LOC114872117,GO:0016579
LOC114872117,GO:0005515
LOC114872117,GO:0061578
LOC114872115,GO:0016021
LOC114872115,GO:0005524
LOC114872115,GO:0043190
LOC114872115,GO:0055085
LOC114872115,GO:0016887
LOC114872124,
LOC114872114,GO:0030014
LOC114872114,GO:0046872
LOC114872114,GO:0004842
LOC114872114,GO:0003676
LOC114872119,
LOC114872121,GO:0006508
LOC114872121,GO:0004252
LOC114872120,
LOC114872122,GO:0015075
LOC114872122,GO:0055085
LOC114872122,GO:0006811
LOC114872122,GO:0016020
LOC114872116,
LOC114872126,
LOC114872097,GO:0016192
LOC114872098,
LOC114872100,GO:0005524
LOC114872100,GO:0001678
LOC114872100,GO:0005536
LOC114872100,GO:0004396
LOC114872100,GO:0016773
LOC114872100,GO:0006096
LOC114872100,GO:0005975
LOC114872095,
LOC114872101,GO:0005524
LOC114872101,GO:0006418
LOC114872101,GO:0004812
LOC114872101,GO:0000166
LOC114872101,GO:0004814
LOC114872101,GO:0006420
LOC114872102,GO:0046983
LOC114872134,GO:0009058
LOC114872134,GO:0016779
LOC114872134,GO:0009435
LOC114872134,GO:0003824
LOC114872135,GO:0016021
LOC114872135,GO:0005524
LOC114872135,GO:0043190
LOC114872135,GO:0055085
LOC114872135,GO:0016887
LOC114872070,
LOC114872150,GO:0016021
LOC114872150,GO:0055085
LOC114872150,GO:0022857
LOC114872071,GO:0003824
LOC114872072,GO:0005840
LOC114872072,GO:0006412
LOC114872072,GO:0003735
LOC114872106,
LOC114872068,GO:0005634
LOC114872068,GO:0004721
LOC114872068,GO:0005515
LOC114872092,GO:0042578
LOC114872069,GO:0031167
LOC114872069,GO:0032259
LOC114872069,GO:0008168
LOC114872069,GO:0003676
LOC114872069,GO:0008270
LOC114872069,GO:0008988
LOC114872063,GO:0006508
LOC114872063,GO:0004252
LOC114872063,GO:0005515
LOC114872151,GO:0042302
LOC114872084,GO:0016021
LOC114872084,GO:0007186
LOC114872084,GO:0004930
LOC114872079,GO:0005515
LOC114872086,GO:0045127
LOC114872082,
LOC114872082,GO:0043565
LOC114872082,GO:0003700
LOC114872082,GO:0008270
LOC114872082,GO:0006355
LOC114872083,
LOC114872087,GO:0015035
LOC114872081,
LOC114872157,
LOC114872160,GO:0003677
LOC114872160,GO:0005515
LOC114872158,GO:0005515
LOC114872161,GO:0003824
LOC114872167,
LOC114872170,
LOC114872169,GO:0008375
LOC114872169,GO:0006486
LOC114872171,GO:0006120
LOC114872168,GO:0048188
LOC114872168,GO:0003677
LOC114872168,GO:0008270
LOC114872172,GO:0016021
LOC114872172,GO:0005524
LOC114872172,GO:0070588
LOC114872172,GO:0005388
LOC114872172,GO:0000166
LOC114872172,GO:0016020
LOC114872172,
LOC114872175,GO:0016491
LOC114872175,GO:0051537
LOC114872175,GO:0009055
LOC114872175,GO:0071949
LOC114872175,GO:0005506
LOC114872175,GO:0051536
LOC114872175,GO:0050660
LOC114872175,GO:0055114
LOC114872175,GO:0046872
LOC114872180,GO:0030276
LOC114872180,GO:0005543
LOC114872180,GO:0005545
LOC114872180,GO:0048268
LOC114872180,GO:0030136
LOC114872210,
LOC114872196,GO:0016020
LOC114872205,GO:0016021
LOC114872187,GO:0030992
LOC114872187,GO:0042073
LOC114872187,GO:0015631
LOC114872187,GO:0060271
LOC114872213,GO:0007017
LOC114872213,GO:0030286
LOC114872213,GO:0005875
LOC114872197,GO:0004190
LOC114872197,GO:0006508
LOC114872203,GO:0006744
LOC114872203,GO:0008168
LOC114872203,GO:0008425
LOC114872229,GO:0033567
LOC114872229,GO:0017116
LOC114872229,GO:0017108
LOC114872229,GO:0004386
LOC114872207,GO:0016021
LOC114872185,GO:0016021
LOC114872185,GO:0005524
LOC114872185,GO:0042626
LOC114872185,GO:0055085
LOC114872185,GO:0016887
LOC114872184,GO:0005515
LOC114872178,GO:0016567
LOC114872178,GO:0046872
LOC114872178,GO:0004842
LOC114872178,GO:0008270
LOC114872178,GO:0005515
LOC114872190,
LOC114872195,
LOC114872188,GO:0005524
LOC114872188,GO:0006468
LOC114872188,GO:0004672
LOC114872215,GO:0005515
LOC114872193,
LOC114872177,GO:0005524
LOC114872177,GO:0004386
LOC114872177,GO:0003676
LOC114872204,
LOC114872214,
LOC114872183,GO:0009058
LOC114872183,GO:0005737
LOC114872183,GO:0016491
LOC114872183,GO:0009258
LOC114872183,GO:0006730
LOC114872183,GO:0016155
LOC114872183,GO:0016742
LOC114872183,GO:0016620
LOC114872183,GO:0055114
LOC114872183,GO:0003824
LOC114872198,GO:1990904
LOC114872198,GO:0003723
LOC114872198,GO:0003676
LOC114872209,
LOC114872194,GO:0016575
LOC114872194,GO:0004407
LOC114872174,GO:0005515
LOC114872179,GO:0005515
LOC114872208,GO:0005525
LOC114872208,GO:0003924
LOC114872208,GO:0016020
LOC114872208,GO:0007165
LOC114872200,GO:0043565
LOC114872200,GO:0005634
LOC114872200,GO:0003700
LOC114872200,GO:0006355
LOC114872200,GO:0005515
LOC114872189,GO:0016570
LOC114872189,GO:0006368
LOC114872189,GO:0016593
LOC114872206,GO:0005515
LOC114872201,GO:0006913
LOC114872201,GO:0017056
LOC114872201,GO:0003676
LOC114872201,GO:0031965
LOC114872230,GO:0003676
LOC114872230,GO:0005515
LOC114872230,GO:0035278
LOC114872226,
LOC114872225,GO:0005509
LOC114872225,GO:0006851
LOC114872224,GO:0035091
LOC114872224,GO:0080025
LOC114872270,
LOC114872268,
LOC114872267,
LOC114872269,GO:0005515
LOC114872272,GO:0018344
LOC114872272,GO:0003824
LOC114872272,GO:0004663
LOC114872271,
LOC114872244,GO:0005634
LOC114872244,GO:0008270
LOC114872240,GO:0005515
LOC114872242,GO:0006011
LOC114872242,GO:0003983
LOC114872242,GO:0070569
LOC114872246,GO:0016787
LOC114872246,GO:0000290
LOC114872241,GO:0030867
LOC114872241,GO:0023041
LOC114872245,GO:0035438
LOC114872245,GO:0032481
LOC114872245,GO:0002218
LOC114872166,GO:0045947
LOC114872166,GO:0008190
LOC114872227,
LOC114872227,GO:0005524
LOC114872227,GO:0004386
LOC114872227,GO:0003676
LOC114872238,
LOC114872239,GO:0003723
LOC114872239,GO:0003676
LOC114872234,GO:0005634
LOC114872234,GO:0097198
LOC114872234,GO:0046975
LOC114872234,GO:0034968
LOC114872234,GO:0018024
LOC114872234,GO:0005694
LOC114872234,GO:0006355
LOC114872234,GO:0005515
LOC114872236,GO:0008237
LOC114872236,GO:0008270
LOC114872236,GO:0006508
LOC114872235,GO:0008237
LOC114872235,GO:0008270
LOC114872237,GO:0016021
LOC114872237,GO:0034220
LOC114872237,GO:0005216
LOC114872237,GO:0004888
LOC114872237,GO:0006811
LOC114872237,GO:0005230
LOC114872220,GO:0005634
LOC114872220,GO:0005685
LOC114872220,GO:0000387
LOC114872220,GO:0000398
LOC114872220,GO:0003676
LOC114872220,GO:0008270
LOC114872228,GO:0003676
LOC114872228,GO:0008270
LOC114872277,
LOC114872276,
LOC114872278,
LOC114872222,GO:0005739
LOC114872221,GO:0016021
LOC114872219,GO:0016021
LOC114872219,GO:0004983
LOC114872219,GO:0007186
LOC114872219,GO:0004930
LOC114872264,GO:0003676
LOC114872260,GO:0003700
LOC114872260,GO:0045944
LOC114872260,GO:0000981
LOC114872260,GO:0003677
LOC114872260,GO:0006355
LOC114872250,GO:0005576
LOC114872250,GO:0030414
LOC114872250,GO:0005515
LOC114872255,GO:0016020
LOC114872255,GO:0007608
LOC114872255,GO:0005549
LOC114872255,GO:0004984
LOC114872252,GO:0016020
LOC114872252,GO:0007608
LOC114872252,GO:0005549
LOC114872252,GO:0004984
LOC114872275,GO:0005576
LOC114872275,GO:0030414
LOC114872275,GO:0005515
LOC114872257,GO:0004089
LOC114872257,GO:0008270
LOC114872256,GO:0071805
LOC114872256,GO:0005267
LOC114872256,GO:0016020
LOC114872266,GO:0006450
LOC114872258,GO:0005739
LOC114872258,GO:0006281
LOC114872258,GO:0006260
LOC114872265,GO:0016021
LOC114872265,GO:0046923
LOC114872265,GO:0006621
LOC114872251,GO:0005634
LOC114872251,GO:0032968
LOC114872251,GO:0006367
LOC114872251,GO:0003677
LOC114872249,GO:0016491
LOC114872249,GO:0055114
LOC114872253,
LOC114872259,GO:0005634
LOC114872259,GO:0006302
LOC114872259,
LOC114872247,
LOC114872261,
LOC114872263,
LOC114872248,
LOC114872156,GO:0043565
LOC114872156,GO:0003700
LOC114872156,GO:0006355
LOC114872156,
LOC114872223,GO:0030036
LOC114872223,GO:0005856
LOC114872284,GO:0005524
LOC114872284,GO:0035091
LOC114872284,GO:0006468
LOC114872284,GO:0004672
LOC114872284,GO:0003779
LOC114872286,GO:0006644
LOC114872286,GO:0016746
LOC114872283,GO:0008270
LOC114872382,
LOC114872383,GO:0007411
LOC114872383,GO:0005886
LOC114872383,GO:0007155
LOC114872383,GO:0005515
LOC114872358,GO:0008270
LOC114872352,
LOC114872360,GO:0030896
LOC114872360,GO:0000077
LOC114872360,GO:0005730
LOC114872354,GO:0017056
LOC114872354,GO:0005643
LOC114872353,GO:0008194
LOC114872355,GO:0005576
LOC114872355,GO:0007275
LOC114872355,GO:0016055
LOC114872355,GO:0005102
LOC114872357,GO:0005675
LOC114872357,GO:0045737
LOC114872357,GO:0061575
LOC114872357,GO:0006289
LOC114872359,
LOC114872356,
LOC114872356,GO:0016226
LOC114872356,GO:0005515
LOC114872356,GO:0097361
LOC114872340,GO:0090522
LOC114872340,GO:0000145
LOC114872340,GO:0006904
LOC114872339,GO:0017025
LOC114872339,GO:0070897
LOC114872339,GO:0006352
LOC114872339,GO:0017025
LOC114872339,GO:0070897
LOC114872339,GO:0006352
LOC114872338,GO:0004198
LOC114872338,GO:0006508
LOC114872297,GO:0005856
LOC114872297,GO:0016311
LOC114872297,GO:0006470
LOC114872297,GO:0004725
LOC114872297,GO:0016791
LOC114872297,GO:0005515
LOC114872295,GO:0035101
LOC114872299,
LOC114872298,GO:0005975
LOC114872350,GO:0005737
LOC114872350,GO:0005852
LOC114872350,GO:0003743
LOC114872350,GO:0005515
LOC114872349,GO:0005634
LOC114872349,GO:0051287
LOC114872349,GO:0003677
LOC114872349,GO:0008270
LOC114872349,GO:0003950
LOC114872349,GO:0006471
LOC114872367,
LOC114872373,
LOC114872368,GO:0005515
LOC114872372,
LOC114872321,
LOC114872371,
LOC114872374,GO:0006351
LOC114872374,GO:0003899
LOC114872374,GO:0003677
LOC114872374,GO:0008270
LOC114872369,GO:0005524
LOC114872369,GO:0031251
LOC114872369,GO:0000289
LOC114872369,GO:0006397
LOC114872369,GO:0003723
LOC114872369,GO:0006468
LOC114872369,GO:0004672
LOC114872329,GO:0008083
LOC114872331,
LOC114872330,
LOC114872319,GO:0106050
LOC114872319,GO:0008168
LOC114872319,GO:0030488
LOC114872319,GO:0008033
LOC114872304,GO:0005634
LOC114872304,GO:0008270
LOC114872309,GO:0007015
LOC114872309,GO:0003779
LOC114872309,GO:2000601
LOC114872309,
LOC114872313,GO:0016021
LOC114872313,GO:0007155
LOC114872313,GO:0042246
LOC114872311,GO:0003677
LOC114872311,GO:0005515
LOC114872303,GO:0016021
LOC114872303,GO:0005524
LOC114872303,GO:0004176
LOC114872303,GO:0016887
LOC114872303,GO:0004222
LOC114872303,GO:0016020
LOC114872303,GO:0008270
LOC114872303,GO:0006508
LOC114872306,
LOC114872310,
LOC114872307,
LOC114872305,GO:0016021
LOC114872305,GO:0008271
LOC114872305,GO:0008272
LOC114872305,GO:0015116
LOC114872305,GO:0055085
LOC114872305,GO:0016020
LOC114872315,GO:0016021
LOC114872315,GO:0005787
LOC114872315,GO:0006465
LOC114872314,
LOC114872362,
LOC114872324,
LOC114872325,
LOC114872345,
LOC114872343,GO:0016409
LOC114872342,GO:0006886
LOC114872291,GO:0008612
LOC114872291,GO:0019135
LOC114872291,
LOC114872293,GO:0005739
LOC114872293,GO:0005840
LOC114872293,GO:0006412
LOC114872293,GO:0003735
LOC114872292,GO:0016787
LOC114872292,GO:0008413
LOC114872292,GO:0006281
LOC114872290,GO:0005524
LOC114872290,GO:0005515
LOC114872290,GO:0006468
LOC114872290,GO:0004672
LOC114872294,
LOC114872320,
LOC114872301,GO:0005524
LOC114872302,GO:0016491
LOC114872302,GO:0008610
LOC114872302,GO:0008609
LOC114872302,GO:0071949
LOC114872302,GO:0050660
LOC114872302,GO:0055114
LOC114872302,GO:0003824
LOC114872327,
LOC114872365,
LOC114872384,
LOC114872385,
LOC114872387,
LOC114872361,GO:0006511
LOC114872361,GO:0016579
LOC114872361,GO:0004843
LOC114872347,
LOC114872346,GO:0005515
LOC114872377,
LOC114872376,GO:0005515
LOC114872379,GO:0016021
LOC114872379,GO:0008146
LOC114872378,GO:0005515
LOC114872335,
LOC114872333,GO:0005515
LOC114872333,
LOC114872334,GO:0008887
LOC114872392,GO:0005515
LOC114872393,GO:0006511
LOC114872393,GO:0016579
LOC114872393,GO:0004843
LOC114872390,
LOC114872389,GO:0005737
LOC114872389,GO:0005524
LOC114872389,GO:0016773
LOC114872389,GO:0006012
LOC114872389,GO:0016301
LOC114872389,GO:0004335
LOC114872389,GO:0046835
LOC114872348,GO:0005634
LOC114872348,GO:0000981
LOC114872348,GO:0003677
LOC114872348,GO:0006355
LOC114872287,GO:0005634
LOC114872287,GO:0000981
LOC114872287,GO:0003677
LOC114872287,GO:0006355
LOC114872288,
LOC114872288,GO:0005515
LOC114872395,GO:0005201
LOC114872395,GO:0062023
LOC114872395,GO:0005509
LOC114872399,GO:0016853
LOC114872399,GO:0030246
LOC114872399,GO:0005975
LOC114872399,GO:0003824
LOC114872398,
LOC114872414,
LOC114872400,
LOC114872412,GO:0005524
LOC114872412,GO:0005777
LOC114872412,GO:0016887
LOC114872412,GO:0006625
LOC114872412,GO:0007031
LOC114872412,GO:0005778
LOC114872413,GO:0000079
LOC114872413,GO:0019901
LOC114872413,GO:0010389
LOC114872420,
LOC114872406,GO:0016787
LOC114872406,GO:0005737
LOC114872406,GO:0005524
LOC114872406,GO:0036402
LOC114872406,GO:0030163
LOC114872406,GO:0016887
LOC114872405,GO:0005634
LOC114872405,GO:0031167
LOC114872405,GO:0008649
LOC114872405,GO:0001510
LOC114872405,GO:0032259
LOC114872405,GO:0008168
LOC114872405,GO:0006364
LOC114872458,GO:0043565
LOC114872458,GO:0003700
LOC114872458,GO:0004879
LOC114872458,GO:0003677
LOC114872458,GO:0008270
LOC114872458,GO:0006355
LOC114872459,GO:0010738
LOC114872459,GO:0034237
LOC114872459,GO:0005739
LOC114872459,GO:0003723
LOC114872459,GO:0003676
LOC114872418,GO:0005576
LOC114872418,GO:0008061
LOC114872418,GO:0005975
LOC114872418,GO:0003824
LOC114872418,GO:0005515
LOC114872419,GO:0005576
LOC114872419,GO:0008061
LOC114872419,GO:0016810
LOC114872419,GO:0005975
LOC114872419,GO:0003824
LOC114872419,GO:0005515
LOC114872403,
LOC114872430,GO:0016849
LOC114872430,GO:0009190
LOC114872430,GO:0035556
LOC114872431,
LOC114872433,
LOC114872432,
LOC114872434,
LOC114872435,
LOC114872439,GO:0005730
LOC114872439,GO:0005525
LOC114872438,
LOC114872441,GO:0005525
LOC114872440,GO:0016705
LOC114872440,GO:0005506
LOC114872440,GO:0020037
LOC114872440,GO:0055114
LOC114872437,GO:0005515
LOC114872437,
LOC114872397,
LOC114872396,GO:0003682
LOC114872409,GO:0030178
LOC114872409,GO:0005509
LOC114872410,
LOC114872417,GO:0033557
LOC114872417,GO:0017108
LOC114872417,GO:0006281
LOC114872416,GO:0005524
LOC114872416,GO:0004713
LOC114872416,GO:0005515
LOC114872416,GO:0006468
LOC114872416,GO:0004672
LOC114872404,GO:0005524
LOC114872404,GO:0016887
LOC114872404,GO:0006260
LOC114872404,GO:0003677
LOC114872442,
LOC114872442,GO:0005912
LOC114872442,GO:0032956
LOC114872442,GO:0010172
LOC114872442,GO:0045296
LOC114872442,GO:0098609
LOC114872442,GO:0005515
LOC114872452,
LOC114872447,GO:0003677
LOC114872422,GO:0003995
LOC114872422,GO:0050660
LOC114872422,GO:0016627
LOC114872422,GO:0055114
LOC114872453,GO:0070836
LOC114872446,GO:0003700
LOC114872446,GO:0006355
LOC114872444,GO:0006511
LOC114872444,GO:0004843
LOC114872449,GO:0005576
LOC114872449,GO:0008061
LOC114872448,GO:0008061
LOC114872448,GO:0005975
LOC114872451,GO:0055114
LOC114872450,GO:0055114
LOC114872443,
LOC114872455,
LOC114872445,GO:0006090
LOC114872445,GO:0016746
LOC114872445,GO:0004742
LOC114872445,GO:0045254
LOC114872423,GO:0005515
LOC114872424,
LOC114872429,GO:0016021
LOC114872429,GO:0007166
LOC114872429,GO:0004888
LOC114872429,GO:0016020
LOC114872429,GO:0007186
LOC114872429,GO:0004930
LOC114872429,GO:0004948
LOC114872427,GO:0008194
LOC114872428,GO:0008194
LOC114872425,
LOC114872426,
LOC114872402,GO:0016021
LOC114872496,
LOC114872497,
LOC114872504,GO:0003824
LOC114872464,GO:1990817
LOC114872492,GO:0003824
LOC114872491,GO:0000145
LOC114872491,GO:0006887
LOC114872480,GO:0004197
LOC114872480,GO:0008234
LOC114872480,GO:0006508
LOC114872479,GO:0005525
LOC114872507,GO:0005515
LOC114872512,GO:0016021
LOC114872512,GO:0016485
LOC114872512,GO:0043085
LOC114872508,GO:0016592
LOC114872508,GO:0006357
LOC114872508,GO:0003712
LOC114872506,GO:0005524
LOC114872506,GO:0006298
LOC114872506,GO:0030983
LOC114872510,
LOC114872509,
LOC114872513,
LOC114872475,GO:0005737
LOC114872473,GO:0050660
LOC114872473,GO:0016627
