,ProteinID,Length
3778,NP_001261598.1,38
3779,NP_001261600.1,1232
3780,NP_001261606.1,1248
3781,NP_001261609.1,409
3782,NP_001261614.1,233
3783,NP_001261617.1,608
3784,NP_001261618.1,599
3785,NP_001261621.2,1182
3786,NP_001261626.1,259
3787,NP_001261632.1,324
3788,NP_001261633.1,252
3789,NP_001261634.1,471
3790,NP_001261636.1,383
3791,NP_001261646.1,262
3792,NP_001261647.1,374
3793,NP_001261648.1,1493
3794,NP_001261659.1,1385
3795,NP_001261664.1,1181
3796,NP_001261668.1,1221
3797,NP_001261671.1,213
3798,NP_001261678.1,1028
3799,NP_001261679.1,535
3800,NP_001261682.1,765
3801,NP_001261683.1,407
3802,NP_001261685.1,937
3803,NP_001261689.1,169
3804,NP_001261690.1,818
3805,NP_001261694.1,572
3806,NP_001261696.1,143
3807,NP_001261697.1,1207
3808,NP_001261698.1,113
3809,NP_001261699.1,524
3810,NP_001261701.1,760
3811,NP_001261704.1,667
3812,NP_001261705.1,557
3813,NP_001261708.1,569
3814,NP_001261709.1,428
3815,NP_001261710.1,470
3816,NP_001261715.1,497
3817,NP_001261716.1,350
3818,NP_001261719.1,232
3819,NP_001261720.1,240
3820,NP_001261721.1,259
3821,NP_001261722.1,454
3822,NP_001261723.1,585
3823,NP_001261726.1,784
3824,NP_001261727.1,381
3825,NP_001261729.1,270
3826,NP_001261731.1,263
3827,NP_001261732.1,2113
3828,NP_001261733.1,1245
3829,NP_001261740.1,81
3830,NP_001261741.1,122
3831,NP_001261742.1,186
3832,NP_001261744.1,476
3833,NP_001261746.1,304
3834,NP_001261749.1,544
3835,NP_001261750.1,350
3836,NP_001261752.1,327
3837,NP_001261753.1,747
3838,NP_001261755.1,644
3839,NP_001261758.1,1207
3840,NP_001261764.1,487
3841,NP_001261766.1,212
3842,NP_001261767.1,412
3843,NP_001261768.1,1858
3844,NP_001261775.1,657
3845,NP_001261777.1,214
3846,NP_001261778.1,682
3847,NP_001261779.1,510
3848,NP_001261780.1,508
3849,NP_001261789.2,980
3850,NP_001261793.1,299
3851,NP_001261794.1,284
3852,NP_001261795.1,102
3853,NP_001261796.1,751
3854,NP_001261799.1,403
3855,NP_001261800.1,243
3856,NP_001261803.1,447
3857,NP_001261806.1,680
3858,NP_001261810.1,1254
3859,NP_001261814.1,973
3860,NP_001261818.1,610
3861,NP_001261819.1,3146
3862,NP_001261825.1,648
3863,NP_001261827.1,407
3864,NP_001261829.1,587
3865,NP_001261830.1,382
3866,NP_001261833.1,834
3867,NP_001261835.1,356
3868,NP_001261836.1,612
3869,NP_001261839.1,1037
3870,NP_001261840.1,318
3871,NP_001261841.1,374
3872,NP_001261842.1,384
3873,NP_001261843.1,540
3874,NP_001261846.1,623
3875,NP_001261847.1,587
3876,NP_001261848.1,2103
3877,NP_001261849.1,160
3878,NP_001261850.1,1118
3879,NP_001261853.1,1071
3880,NP_001261854.1,84
3881,NP_001261855.1,63
3882,NP_001261857.1,49
3883,NP_001261858.1,92
3884,NP_001261867.1,765
3885,NP_001261871.1,385
3886,NP_001261872.1,503
3887,NP_001261874.1,318
3888,NP_001261876.1,174
3889,NP_001261879.1,261
3890,NP_001261884.1,2139
3891,NP_001261889.1,102
3892,NP_001261891.1,370
3893,NP_001261898.1,978
3894,NP_001261903.1,230
3895,NP_001261904.1,315
3896,NP_001261905.1,312
3897,NP_001261906.1,1658
3898,NP_001261908.1,284
3899,NP_001261909.1,288
3900,NP_001261910.1,655
3901,NP_001261912.1,352
3902,NP_001261916.1,438
3903,NP_001261920.1,365
3904,NP_001261921.1,698
3905,NP_001261922.1,893
3906,NP_001261924.1,884
3907,NP_001261930.1,699
3908,NP_001261931.1,133
3909,NP_001261932.1,309
3910,NP_001261933.1,91
3911,NP_001261934.1,574
3912,NP_001261935.1,206
3913,NP_001261936.1,185
3914,NP_001261940.1,819
3915,NP_001261942.1,380
3916,NP_001261943.1,1117
3917,NP_001261947.1,467
3918,NP_001261952.1,188
3919,NP_001261954.1,226
3920,NP_001261955.1,440
3921,NP_001261957.1,1080
3922,NP_001261958.1,339
3923,NP_001261962.1,1723
3924,NP_001261966.1,118
3925,NP_001261970.1,191
3926,NP_001261971.1,608
3927,NP_001261972.1,143
3928,NP_001261977.1,1469
3929,NP_001261980.1,218
3930,NP_001261984.1,1322
3931,NP_001261986.1,509
3932,NP_001261988.1,233
3933,NP_001261989.1,420
3934,NP_001261992.1,1097
3935,NP_001261994.1,226
3936,NP_001261995.1,957
3937,NP_001261997.1,889
3938,NP_001261998.1,486
3939,NP_001261999.1,422
3940,NP_001262000.1,504
3941,NP_001262001.1,665
3942,NP_001262002.1,374
3943,NP_001262004.2,368
3944,NP_001262005.1,316
3945,NP_001262006.1,401
3946,NP_001262008.1,510
3947,NP_001262009.1,193
3948,NP_001262010.1,410
3949,NP_001262013.1,575
3950,NP_001262018.1,741
3951,NP_001262021.1,302
3952,NP_001262022.1,2133
3953,NP_001262023.1,288
3954,NP_001262025.1,149
3955,NP_001262027.1,423
3956,NP_001262031.1,497
3957,NP_001262033.1,484
3958,NP_001262034.1,245
3959,NP_001262035.1,530
3960,NP_001262037.1,806
3961,NP_001262039.1,201
3962,NP_001262040.1,481
3963,NP_001262043.1,681
3964,NP_001262045.1,116
3965,NP_001262046.1,131
3966,NP_001262050.1,410
3967,NP_001262052.1,1231
3968,NP_001262058.1,1319
3969,NP_001262062.1,541
3970,NP_001262064.1,1113
3971,NP_001262065.1,301
3972,NP_001262069.1,576
3973,NP_001262071.1,463
3974,NP_001262074.2,1779
3975,NP_001262079.1,125
3976,NP_001262080.1,201
3977,NP_001262082.1,168
3978,NP_001262084.1,182
3979,NP_001262085.1,171
3980,NP_001262086.1,600
3981,NP_001262088.1,424
3982,NP_001262093.1,419
3983,NP_001262094.1,364
3984,NP_001262095.1,359
3985,NP_001262097.1,363
3986,NP_001262098.1,334
3987,NP_001262099.1,337
3988,NP_001262103.1,416
3989,NP_001262105.1,447
3990,NP_001262107.1,783
3991,NP_001262109.1,509
3992,NP_001262111.1,541
3993,NP_001262112.1,382
3994,NP_001262113.1,1535
3995,NP_001262116.1,416
3996,NP_001262120.1,178
3997,NP_001262121.1,284
3998,NP_001262123.1,1960
3999,NP_001262124.1,537
4000,NP_001262129.1,67
4001,NP_001262130.1,445
4002,NP_001262132.1,98
4003,NP_001262135.1,1049
4004,NP_001262136.1,83
4005,NP_001262138.1,1727
4006,NP_001262143.1,996
4007,NP_001262144.1,140
4008,NP_001262146.1,77
4009,NP_001262154.1,263
4010,NP_001262157.1,454
4011,NP_001262159.1,530
4012,NP_001262163.1,1107
4013,NP_001262166.1,368
4014,NP_001262167.1,1157
4015,NP_001262168.1,396
4016,NP_001262169.1,68
4017,NP_001262170.1,89
4018,NP_001262171.2,2462
4019,NP_001262178.1,471
4020,NP_001262181.1,467
4021,NP_001262182.1,475
4022,NP_001262184.1,89
4023,NP_001262185.1,1549
4024,NP_001262186.1,830
4025,NP_001262187.1,150
4026,NP_001262190.1,166
4027,NP_001262192.1,627
4028,NP_001262194.1,55
4029,NP_001262195.1,773
4030,NP_001262199.1,1536
4031,NP_001262200.1,376
4032,NP_001262201.1,194
4033,NP_001262202.1,317
4034,NP_001262203.1,83
4035,NP_001262204.1,760
4036,NP_001262205.1,1429
4037,NP_001262211.1,3349
4038,NP_001262214.1,120
4039,NP_001262220.1,1062
4040,NP_001262221.1,938
4041,NP_001262226.1,926
4042,NP_001262227.1,438
4043,NP_001262228.1,229
4044,NP_001262229.1,429
4045,NP_001262233.1,218
4046,NP_001262235.1,83
4047,NP_001262238.1,1026
4048,NP_001262245.1,278
4049,NP_001262248.1,157
4050,NP_001262249.1,648
4051,NP_001262252.1,633
4052,NP_001262253.1,382
4053,NP_001262254.1,392
4054,NP_001262255.1,354
4055,NP_001262257.1,421
4056,NP_001262259.1,1105
4057,NP_001262263.1,538
4058,NP_001262264.1,813
4059,NP_001262266.1,124
4060,NP_001262267.1,278
4061,NP_001262268.1,444
4062,NP_001262270.1,254
4063,NP_001262276.1,605
4064,NP_001262277.1,562
4065,NP_001262281.1,306
4066,NP_001262285.1,835
4067,NP_001262288.1,155
4068,NP_001262292.1,257
4069,NP_001262293.1,922
4070,NP_001262295.1,189
4071,NP_001262299.1,424
4072,NP_001262301.1,959
4073,NP_001262302.1,427
4074,NP_001262303.1,390
4075,NP_001262304.1,288
4076,NP_001262305.1,395
4077,NP_001262307.1,750
4078,NP_001262317.1,1329
4079,NP_001262320.1,360
4080,NP_001262324.1,419
4081,NP_001262326.1,118
4082,NP_001262327.1,563
4083,NP_001262332.1,1717
4084,NP_001262333.1,251
4085,NP_001262334.1,256
4086,NP_001262337.1,1693
4087,NP_001262341.1,187
4088,NP_001262343.1,952
4089,NP_001262345.1,566
4090,NP_001262346.1,132
4091,NP_001262348.1,545
4092,NP_001262351.1,594
4093,NP_001262353.1,572
4094,NP_001262354.2,629
4095,NP_001262358.1,221
4096,NP_001262364.1,2172
4097,NP_001262365.1,276
4098,NP_001262366.1,712
4099,NP_001262368.1,240
4100,NP_001262370.1,455
4101,NP_001262373.1,947
4102,NP_001262374.1,467
4103,NP_001262379.1,801
4104,NP_001262380.1,583
4105,NP_001262381.1,154
4106,NP_001262382.1,53
4107,NP_001262384.1,370
4108,NP_001262385.1,202
4109,NP_001262388.1,622
4110,NP_001262389.1,207
4111,NP_001262390.1,285
4112,NP_001262393.1,592
4113,NP_001262394.1,340
4114,NP_001262395.1,716
4115,NP_001262396.1,421
4116,NP_001262397.1,642
4117,NP_001262399.1,242
4118,NP_001262400.1,1345
4119,NP_001262403.1,1533
4120,NP_001262413.1,1109
4121,NP_001262415.1,780
4122,NP_001262421.1,340
4123,NP_001262426.1,874
4124,NP_001262430.1,406
4125,NP_001262431.1,557
4126,NP_001262432.1,939
4127,NP_001262433.1,520
4128,NP_001262438.1,40
4129,NP_001262441.1,1182
4130,NP_001262442.1,299
4131,NP_001262443.1,950
4132,NP_001262445.1,530
4133,NP_001262446.1,775
4134,NP_001262451.1,872
4135,NP_001262454.1,441
4136,NP_001262456.1,985
4137,NP_001262459.1,573
4138,NP_001262460.1,4976
4139,NP_001262467.1,586
4140,NP_001262468.1,316
4141,NP_001262469.1,550
4142,NP_001262470.1,526
4143,NP_001262472.1,171
4144,NP_001262473.1,299
4145,NP_001262476.1,1052
4146,NP_001262478.1,1256
4147,NP_001262481.1,306
4148,NP_001262482.1,686
4149,NP_001262484.1,1265
4150,NP_001262485.1,455
4151,NP_001262488.1,149
4152,NP_001262490.1,321
4153,NP_001262493.1,297
4154,NP_001262494.1,575
4155,NP_001262495.1,459
4156,NP_001262497.1,886
4157,NP_001262498.1,71
4158,NP_001262500.1,50
4159,NP_001262501.1,230
4160,NP_001262511.1,328
4161,NP_001262512.1,165
4162,NP_001262515.1,124
4163,NP_001262518.1,65
4164,NP_001262519.1,139
4165,NP_001262522.1,481
4166,NP_001262529.1,1155
4167,NP_001262531.1,70
4168,NP_001262532.1,83
4169,NP_001262533.1,567
4170,NP_001262535.1,87
4171,NP_001262536.1,105
4172,NP_001262537.1,127
4173,NP_001262541.1,408
4174,NP_001262542.1,994
4175,NP_001262544.1,802
4176,NP_001262553.1,952
4177,NP_001262556.1,124
4178,NP_001262557.1,622
4179,NP_001262561.1,261
4180,NP_001262562.1,76
4181,NP_001262563.1,560
4182,NP_001262564.1,582
4183,NP_001262565.1,422
4184,NP_001262566.1,1124
4185,NP_001262567.1,124
4186,NP_001262569.1,104
4187,NP_001262570.1,90
4188,NP_001262573.1,374
4189,NP_001262575.1,520
4190,NP_001262576.1,103
4191,NP_001262578.1,147
4192,NP_001262580.1,306
4193,NP_001262586.1,651
4194,NP_001262587.1,475
4195,NP_001262588.1,429
4196,NP_001262589.2,105
4197,NP_001262592.1,284
4198,NP_001262594.1,60
4199,NP_001262595.1,945
4200,NP_001262598.1,348
4201,NP_001262599.1,417
4202,NP_001262606.1,219
4203,NP_001262608.1,280
4204,NP_001262609.1,636
4205,NP_001262610.1,237
4206,NP_001262611.1,218
4207,NP_001262612.1,102
4208,NP_001262614.1,1249
4209,NP_001262615.1,885
4210,NP_001262624.1,537
4211,NP_001262626.1,1114
4212,NP_001262628.1,66
4213,NP_001262629.1,179
4214,NP_001262630.1,60
4215,NP_001262636.1,263
4216,NP_001262637.1,454
4217,NP_001262638.1,583
4218,NP_001262642.1,102
4219,NP_001262644.2,493
4220,NP_001262646.1,630
4221,NP_001262647.1,197
4222,NP_001262649.1,94
4223,NP_001262650.1,280
4224,NP_001262651.1,282
4225,NP_001262652.1,282
4226,NP_001262653.1,697
4227,NP_001262655.1,649
4228,NP_001262659.2,2577
4229,NP_001262661.1,160
4230,NP_001262662.1,2159
4231,NP_001262663.1,735
4232,NP_001262665.1,694
4233,NP_001262667.1,99
4234,NP_001262668.1,97
4235,NP_001262669.1,283
4236,NP_001262674.1,718
4237,NP_001262675.1,1597
4238,NP_001262677.1,672
4239,NP_001262679.1,874
4240,NP_001262682.1,586
4241,NP_001262686.1,1513
4242,NP_001262693.1,1271
4243,NP_001262696.1,971
4244,NP_001262697.1,648
4245,NP_001262698.1,509
4246,NP_001262699.1,708
4247,NP_001262700.1,93
4248,NP_001262701.1,568
4249,NP_001262702.1,600
4250,NP_001262705.1,906
4251,NP_001262708.1,679
4252,NP_001262715.1,740
4253,NP_001262716.1,111
4254,NP_001262717.1,369
4255,NP_001262718.1,668
4256,NP_001262720.1,107
4257,NP_001262721.1,36
4258,NP_001262722.1,250
4259,NP_001262724.1,558
4260,NP_001262725.1,418
4261,NP_001262726.1,273
4262,NP_001262728.1,43
4263,NP_001262729.1,254
4264,NP_001262734.1,585
4265,NP_001262738.1,357
4266,NP_001262741.1,524
4267,NP_001262744.1,181
4268,NP_001262747.1,1408
4269,NP_001262750.1,462
4270,NP_001262752.1,1809
4271,NP_001262753.1,198
4272,NP_001262755.1,2150
4273,NP_001262760.1,818
4274,NP_001262763.1,67
4275,NP_001262765.1,1207
4276,NP_001262769.1,984
4277,NP_001262770.1,1088
4278,NP_001262772.1,2513
4279,NP_001262774.1,751
4280,NP_001262777.1,761
4281,NP_001262785.1,169
4282,NP_001262786.1,495
4283,NP_001262788.1,907
4284,NP_001262793.1,4496
4285,NP_001262795.1,639
4286,NP_001262796.1,324
4287,NP_001262802.1,597
4288,NP_001262803.1,551
4289,NP_001262804.1,1264
4290,NP_001262805.1,410
4291,NP_001262806.1,1489
4292,NP_001262808.1,698
4293,NP_001262809.1,821
4294,NP_001262810.1,353
4295,NP_001262811.1,929
4296,NP_001262819.1,746
4297,NP_001262820.1,281
4298,NP_001262821.1,407
4299,NP_001262822.1,418
4300,NP_001262823.1,117
4301,NP_001262824.1,98
4302,NP_001262827.1,1080
4303,NP_001262829.1,1364
4304,NP_001262830.1,453
4305,NP_001262831.1,248
4306,NP_001262832.1,441
4307,NP_001262833.1,303
4308,NP_001262834.1,564
4309,NP_001262835.1,219
4310,NP_001262840.1,1847
4311,NP_001262843.1,508
4312,NP_001262845.1,285
4313,NP_001262846.1,155
4314,NP_001262857.1,632
4315,NP_001262858.1,402
4316,NP_001262859.1,400
4317,NP_001262861.1,652
4318,NP_001262864.1,1430
4319,NP_001262867.1,424
4320,NP_001262870.1,915
4321,NP_001262871.1,354
4322,NP_001262874.1,772
4323,NP_001262875.1,42
4324,NP_001262876.1,446
4325,NP_001262879.1,80
4326,NP_001262882.1,819
4327,NP_001262884.1,1197
4328,NP_001262885.1,1960
4329,NP_001262888.1,1606
4330,NP_001262890.1,277
4331,NP_001262891.1,155
4332,NP_001262893.1,1571
4333,NP_001262894.1,763
4334,NP_001262895.1,673
4335,NP_001262897.1,470
4336,NP_001262899.1,232
4337,NP_001262901.1,244
4338,NP_001262902.1,985
4339,NP_001262907.1,567
4340,NP_001262908.1,548
4341,NP_001262910.1,982
4342,NP_001262911.1,100
4343,NP_001262916.1,597
4344,NP_001262918.1,737
4345,NP_001262919.1,327
4346,NP_001262920.1,139
4347,NP_001262923.1,3930
4348,NP_001262924.1,1217
4349,NP_001262929.1,316
4350,NP_001262932.1,699
4351,NP_001262933.1,329
4352,NP_001262934.1,575
4353,NP_001262935.1,1102
4354,NP_001262937.1,819
4355,NP_001262939.1,863
4356,NP_001262941.1,407
4357,NP_001262943.1,700
4358,NP_001262946.1,198
4359,NP_001262948.1,781
4360,NP_001262950.1,320
4361,NP_001262951.1,420
4362,NP_001262952.1,417
4363,NP_001262954.1,1478
4364,NP_001262957.1,807
4365,NP_001262958.1,86
4366,NP_001262963.1,1520
4367,NP_001262965.1,392
4368,NP_001262966.1,135
4369,NP_001262969.1,322
4370,NP_001262976.1,284
4371,NP_001262980.1,156
4372,NP_001262982.1,201
4373,NP_001262983.1,264
4374,NP_001262985.1,363
4375,NP_001262986.1,164
4376,NP_001262992.2,100
4377,NP_001262995.1,1117
4378,NP_001262996.1,918
4379,NP_001262997.1,141
4380,NP_001262998.1,304
4381,NP_001262999.1,419
4382,NP_001263000.1,484
4383,NP_001263001.1,1194
4384,NP_001263002.1,228
4385,NP_001263004.1,42
4386,NP_001263007.1,308
4387,NP_001263008.1,501
4388,NP_001263012.2,864
4389,NP_001263013.1,1323
4390,NP_001263014.1,1433
4391,NP_001263016.2,326
4392,NP_001263024.1,3332
4393,NP_001263026.1,25
4394,NP_001263028.1,806
4395,NP_001263031.1,1151
4396,NP_001263035.1,332
4397,NP_001263037.1,218
4398,NP_001263038.1,692
4399,NP_001263039.1,81
4400,NP_001263041.1,3583
4401,NP_001263042.1,357
4402,NP_001263043.1,330
4403,NP_001263045.1,527
4404,NP_001263046.1,2417
4405,NP_001263050.1,395
4406,NP_001263051.1,3003
4407,NP_001263054.1,1101
4408,NP_001263056.1,263
4409,NP_001263057.1,1029
4410,NP_001263061.1,1078
4411,NP_001263064.1,927
4412,NP_001263065.1,932
4413,NP_001263066.1,479
4414,NP_001263067.1,404
4415,NP_001263068.1,643
4416,NP_001263071.1,482
4417,NP_001263072.1,807
4418,NP_001263076.1,457
4419,NP_001263078.1,149
4420,NP_001263081.1,228
4421,NP_001263082.1,873
4422,NP_001263088.1,123
4423,NP_001263091.1,173
4424,NP_001263092.1,564
4425,NP_001263094.1,152
4426,NP_001263095.1,477
4427,NP_001263099.1,475
4428,NP_001263104.1,245
4429,NP_001263106.1,236
4430,NP_001263108.1,420
4431,NP_001263109.1,704
4432,NP_001263113.1,676
4433,NP_001263119.1,536
4434,NP_001263121.1,254
4435,NP_001263122.1,459
4436,NP_001263129.1,941
4437,NP_001263130.1,851
4438,NP_001263131.1,564
4439,NP_001263132.1,440
4440,NP_001263133.1,298
4441,NP_001263137.1,1338
4442,NP_001263138.1,376
4443,NP_001263139.1,507
4444,NP_001263142.1,1591
4445,NP_001263143.1,714
4446,NP_001263144.1,364
4447,NP_001263145.1,897
4448,NP_001263146.1,566
4449,NP_001263148.1,200
4450,NP_001263150.1,642
4451,NP_001263151.1,843
4452,NP_001263152.1,626
4453,NP_001263153.1,328
4454,NP_001263168.1,481
4455,NP_001284709.1,148
4456,NP_001284712.1,917
4457,NP_001284713.1,297
4458,NP_001284725.1,1404
4459,NP_001284733.1,879
4460,NP_001284736.1,378
4461,NP_001284739.1,1054
4462,NP_001284740.1,121
4463,NP_001284741.1,127
4464,NP_001284744.1,1439
4465,NP_001284750.1,115
4466,NP_001284753.1,1325
4467,NP_001284756.1,2265
4468,NP_001284761.2,1045
4469,NP_001284762.1,1852
4470,NP_001284763.1,382
4471,NP_001284764.1,558
4472,NP_001284766.1,201
4473,NP_001284767.1,569
4474,NP_001284768.1,505
4475,NP_001284770.1,225
4476,NP_001284772.1,1279
4477,NP_001284773.1,712
4478,NP_001284779.1,606
4479,NP_001284784.1,316
4480,NP_001284785.1,270
4481,NP_001284786.1,211
4482,NP_001284789.1,1795
4483,NP_001284790.1,305
4484,NP_001284796.1,106
4485,NP_001284797.1,1525
4486,NP_001284801.1,361
4487,NP_001284804.1,1741
4488,NP_001284805.1,103
4489,NP_001284806.1,501
4490,NP_001284807.1,70
4491,NP_001284808.1,110
4492,NP_001284809.1,192
4493,NP_001284810.1,626
4494,NP_001284813.1,961
4495,NP_001284815.1,1192
4496,NP_001284816.1,303
4497,NP_001284818.1,398
4498,NP_001284819.1,397
4499,NP_001284821.1,1239
4500,NP_001284828.1,249
4501,NP_001284829.1,457
4502,NP_001284830.1,1212
4503,NP_001284831.1,750
4504,NP_001284832.1,446
4505,NP_001284835.1,764
4506,NP_001284836.1,99
4507,NP_001284837.1,135
4508,NP_001284841.1,479
4509,NP_001284844.1,780
4510,NP_001284845.1,815
4511,NP_001284848.1,911
4512,NP_001284849.1,2779
4513,NP_001284851.1,788
4514,NP_001284854.1,885
4515,NP_001284856.1,496
4516,NP_001284857.1,553
4517,NP_001284858.1,94
4518,NP_001284859.1,961
4519,NP_001284862.1,208
4520,NP_001284863.1,215
4521,NP_001284866.1,340
4522,NP_001284867.1,1427
4523,NP_001284870.1,520
4524,NP_001284872.1,576
4525,NP_001284876.1,215
4526,NP_001284877.1,422
4527,NP_001284879.1,3785
4528,NP_001284881.1,157
4529,NP_001284882.1,107
4530,NP_001284887.1,1174
4531,NP_001284890.1,1126
4532,NP_001284891.1,554
4533,NP_001284894.1,200
4534,NP_001284895.1,182
4535,NP_001284896.1,148
4536,NP_001284897.1,645
4537,NP_001284898.1,837
4538,NP_001284899.1,998
4539,NP_001284900.1,123
4540,NP_001284901.1,399
4541,NP_001284902.1,257
4542,NP_001284907.1,259
4543,NP_001284908.1,157
4544,NP_001284909.1,355
4545,NP_001284910.1,153
4546,NP_001284911.1,293
4547,NP_001284912.1,558
4548,NP_001284913.1,494
4549,NP_001284917.1,682
4550,NP_001284918.1,477
4551,NP_001284919.1,459
4552,NP_001284923.1,193
4553,NP_001284924.1,1621
4554,NP_001284925.1,849
4555,NP_001284927.1,525
4556,NP_001284928.1,174
4557,NP_001284933.1,1407
4558,NP_001284934.1,362
4559,NP_001284936.1,1831
4560,NP_001284937.1,534
4561,NP_001284938.1,875
4562,NP_001284939.1,149
4563,NP_001284943.1,154
4564,NP_001284944.1,271
4565,NP_001284953.1,88
4566,NP_001284957.1,632
4567,NP_001284961.1,186
4568,NP_001284962.1,3313
4569,NP_001284963.1,460
4570,NP_001284967.1,3218
4571,NP_001284969.1,214
4572,NP_001284974.1,431
4573,NP_001284975.1,209
4574,NP_001284976.1,1000
4575,NP_001284978.1,265
4576,NP_001284979.1,254
4577,NP_001284980.1,104
4578,NP_001284983.1,601
4579,NP_001284984.1,60
4580,NP_001284986.1,333
4581,NP_001284987.1,410
4582,NP_001284989.1,54
4583,NP_001284992.1,836
4584,NP_001284993.1,1117
4585,NP_001284994.1,945
4586,NP_001284995.1,151
4587,NP_001284996.1,670
4588,NP_001284997.1,846
4589,NP_001285000.1,801
4590,NP_001285001.1,717
4591,NP_001285003.1,637
4592,NP_001285004.1,513
4593,NP_001285006.1,486
4594,NP_001285007.1,301
4595,NP_001285008.1,217
4596,NP_001285012.1,247
4597,NP_001285014.1,382
4598,NP_001285015.1,795
4599,NP_001285016.1,926
4600,NP_001285018.1,551
4601,NP_001285019.1,699
4602,NP_001285020.1,184
4603,NP_001285021.1,184
4604,NP_001285024.1,314
4605,NP_001285026.1,343
4606,NP_001285029.1,1330
4607,NP_001285030.1,828
4608,NP_001285032.1,103
4609,NP_001285034.1,146
4610,NP_001285037.1,77
4611,NP_001285038.1,183
4612,NP_001285040.1,500
4613,NP_001285041.1,122
4614,NP_001285042.1,387
4615,NP_001285043.1,1837
4616,NP_001285048.1,573
4617,NP_001285049.1,466
4618,NP_001285050.1,1742
4619,NP_001285056.1,119
4620,NP_001285058.1,302
4621,NP_001285059.1,65
4622,NP_001285060.1,742
4623,NP_001285062.1,76
4624,NP_001285063.1,76
4625,NP_001285064.1,79
4626,NP_001285066.1,173
4627,NP_001285067.1,404
4628,NP_001285068.1,442
4629,NP_001285070.1,442
4630,NP_001285071.1,439
4631,NP_001285072.1,472
4632,NP_001285078.1,1728
4633,NP_001285081.1,349
4634,NP_001285084.1,804
4635,NP_001285092.1,607
4636,NP_001285093.1,247
4637,NP_001285095.1,459
4638,NP_001285097.1,1019
4639,NP_001285098.1,1288
4640,NP_001285099.1,365
4641,NP_001285102.1,592
4642,NP_001285104.1,184
4643,NP_001285105.1,128
4644,NP_001285106.1,160
4645,NP_001285107.1,341
4646,NP_001285108.1,413
4647,NP_001285109.1,805
4648,NP_001285110.1,279
4649,NP_001285111.1,216
4650,NP_001285113.1,602
4651,NP_001285115.1,167
4652,NP_001285116.1,112
4653,NP_001285118.1,943
4654,NP_001285120.1,88
4655,NP_001285121.1,373
4656,NP_001285124.1,199
4657,NP_001285126.1,160
4658,NP_001285128.1,203
4659,NP_001285129.1,666
4660,NP_001285130.1,901
4661,NP_001285131.1,112
4662,NP_001285132.1,716
4663,NP_001285135.1,114
4664,NP_001285137.1,266
4665,NP_001285139.1,656
4666,NP_001285140.1,901
4667,NP_001285142.1,334
4668,NP_001285144.1,1373
4669,NP_001285145.1,1180
4670,NP_001285146.1,1174
4671,NP_001285147.1,399
4672,NP_001285148.1,140
4673,NP_001285150.1,1552
4674,NP_001285151.1,121
4675,NP_001285152.1,189
4676,NP_001285158.1,2326
4677,NP_001285162.1,294
4678,NP_001285167.1,681
4679,NP_001285168.1,233
4680,NP_001285170.1,179
4681,NP_001285171.1,360
4682,NP_001285174.1,486
4683,NP_001285175.1,373
4684,NP_001285176.1,1799
4685,NP_001285181.1,505
4686,NP_001285183.1,240
4687,NP_001285184.1,819
4688,NP_001285186.1,252
4689,NP_001285188.1,559
4690,NP_001285190.1,506
4691,NP_001285192.1,809
4692,NP_001285193.1,301
4693,NP_001285195.1,187
4694,NP_001285196.1,1243
4695,NP_001285198.1,268
4696,NP_001285202.1,194
4697,NP_001285205.1,387
4698,NP_001285208.1,95
4699,NP_001285209.1,245
4700,NP_001285210.1,406
4701,NP_001285211.1,822
4702,NP_001285212.1,95
4703,NP_001285216.1,428
4704,NP_001285218.1,1384
4705,NP_001285220.1,340
4706,NP_001285222.1,362
4707,NP_001285224.1,787
4708,NP_001285225.1,1890
4709,NP_001285228.1,420
4710,NP_001285233.1,798
4711,NP_001285235.1,334
4712,NP_001285237.1,473
4713,NP_001285238.1,501
4714,NP_001285239.1,344
4715,NP_001285240.1,213
4716,NP_001285243.1,726
4717,NP_001285244.1,413
4718,NP_001285245.1,599
4719,NP_001285247.1,684
4720,NP_001285249.1,703
4721,NP_001285251.1,613
4722,NP_001285252.1,281
4723,NP_001285253.1,623
4724,NP_001285254.1,646
4725,NP_001285255.1,103
4726,NP_001285256.1,392
4727,NP_001285258.1,5233
4728,NP_001285259.1,117
4729,NP_001285263.1,177
4730,NP_001285266.1,292
4731,NP_001285268.1,432
4732,NP_001285269.1,205
4733,NP_001285272.1,183
4734,NP_001285273.1,923
4735,NP_001285275.1,332
4736,NP_001285276.1,212
4737,NP_001285277.1,687
4738,NP_001285278.1,230
4739,NP_001285279.1,446
4740,NP_001285280.1,832
4741,NP_001285281.1,410
4742,NP_001285282.1,330
4743,NP_001285283.1,345
4744,NP_001285284.1,611
4745,NP_001285288.1,5151
4746,NP_001285294.1,191
4747,NP_001285295.1,388
4748,NP_001285296.1,1025
4749,NP_001285297.1,557
4750,NP_001285298.1,342
4751,NP_001285302.1,396
4752,NP_001285310.1,159
4753,NP_001285311.1,1484
4754,NP_001285312.1,1246
4755,NP_001285313.1,221
4756,NP_001285314.1,954
4757,NP_001285316.1,273
4758,NP_001285318.1,598
4759,NP_001285320.1,315
4760,NP_001285323.1,481
4761,NP_001285325.1,276
4762,NP_001285326.1,578
4763,NP_001285328.1,458
4764,NP_001285329.1,341
4765,NP_001285330.1,388
