,ProteinID,Length
3230,XP_006563277.1,142
3231,XP_006563278.1,217
3232,XP_006563283.2,661
3233,XP_006563285.1,279
3234,XP_006563298.1,969
3235,XP_006563301.1,267
3236,XP_006563302.1,1225
3237,XP_006563309.1,630
3238,XP_006563314.1,735
3239,XP_006563315.1,404
3240,XP_006563316.1,105
3241,XP_006563318.2,459
3242,XP_006563321.2,1376
3243,XP_006563323.1,365
3244,XP_006563324.2,261
3245,XP_006563335.1,1325
3246,XP_006563337.2,642
3247,XP_006563344.1,84
3248,XP_006563346.1,684
3249,XP_006563359.1,268
3250,XP_006563365.1,251
3251,XP_006563366.1,462
3252,XP_006563368.1,566
3253,XP_006563370.1,630
3254,XP_006563377.2,227
3255,XP_006563384.1,324
3256,XP_006563386.2,1595
3257,XP_006563390.1,663
3258,XP_006563394.1,240
3259,XP_006563397.1,564
3260,XP_006563415.1,99
3261,XP_006563418.1,96
3262,XP_006563421.1,74
3263,XP_006563422.1,76
3264,XP_006563423.2,1358
3265,XP_006563428.1,223
3266,XP_006563429.1,490
3267,XP_006563431.1,268
3268,XP_006563433.2,528
3269,XP_006563436.1,1051
3270,XP_006563437.1,875
3271,XP_006563441.2,1159
3272,XP_006563442.2,783
3273,XP_006563443.2,261
3274,XP_006563445.1,1108
3275,XP_006563447.1,919
3276,XP_006563474.1,799
3277,XP_006563481.1,471
3278,XP_006563482.1,407
3279,XP_006563488.2,255
3280,XP_006563491.1,948
3281,XP_006563494.1,449
3282,XP_006563495.1,593
3283,XP_006563499.1,251
3284,XP_006563500.1,251
3285,XP_006563505.1,627
3286,XP_006563508.3,971
3287,XP_006563510.1,365
3288,XP_006563526.1,221
3289,XP_006563527.1,106
3290,XP_006563531.2,1348
3291,XP_006563533.1,361
3292,XP_006563534.2,958
3293,XP_006563536.2,244
3294,XP_006563542.1,469
3295,XP_006563549.2,797
3296,XP_006563550.2,247
3297,XP_006563554.1,614
3298,XP_006563555.1,614
3299,XP_006563567.1,448
3300,XP_006563568.1,219
3301,XP_006563569.1,1356
3302,XP_006563572.1,467
3303,XP_006563575.2,341
3304,XP_006563576.1,149
3305,XP_006563577.1,600
3306,XP_006563593.1,119
3307,XP_006563594.1,194
3308,XP_006563595.1,132
3309,XP_006563601.1,447
3310,XP_006563609.1,133
3311,XP_006563612.1,1499
3312,XP_006563616.1,484
3313,XP_006563622.1,193
3314,XP_006563628.2,353
3315,XP_006563630.1,491
3316,XP_006563636.2,606
3317,XP_006563652.1,1394
3318,XP_006563657.1,148
3319,XP_006563658.1,730
3320,XP_006563667.1,285
3321,XP_006563668.1,693
3322,XP_006563694.1,287
3323,XP_006563697.2,262
3324,XP_006563700.1,193
3325,XP_006563701.1,193
3326,XP_006563702.1,193
3327,XP_006563703.1,193
3328,XP_006563705.1,440
3329,XP_006563707.1,233
3330,XP_006563709.1,549
3331,XP_006563711.1,163
3332,XP_006563712.2,1342
3333,XP_006563715.1,455
3334,XP_006563720.1,146
3335,XP_006563721.2,1011
3336,XP_006563722.1,590
3337,XP_006563725.2,621
3338,XP_006563729.1,664
3339,XP_006563732.1,470
3340,XP_006563738.1,329
3341,XP_006563740.2,331
3342,XP_006563741.2,331
3343,XP_006563745.1,800
3344,XP_006563748.1,436
3345,XP_006563749.1,227
3346,XP_006563752.1,902
3347,XP_006563756.3,774
3348,XP_006563758.1,562
3349,XP_006563759.1,502
3350,XP_006563773.1,115
3351,XP_006563774.1,487
3352,XP_006563783.2,428
3353,XP_006563787.1,262
3354,XP_006563807.2,175
3355,XP_006563814.1,402
3356,XP_006563822.1,247
3357,XP_006563826.1,236
3358,XP_006563839.1,230
3359,XP_006563841.1,327
3360,XP_006563842.1,361
3361,XP_006563852.2,356
3362,XP_006563856.1,190
3363,XP_006563863.1,614
3364,XP_006563865.1,1009
3365,XP_006563867.2,735
3366,XP_006563869.2,582
3367,XP_006563882.1,891
3368,XP_006563887.1,875
3369,XP_006563890.1,767
3370,XP_006563902.1,339
3371,XP_006563907.1,291
3372,XP_006563908.1,368
3373,XP_006563910.1,885
3374,XP_006563921.1,117
3375,XP_006563923.1,441
3376,XP_006563925.1,259
3377,XP_006563927.2,645
3378,XP_006563941.2,1063
3379,XP_006563942.2,460
3380,XP_006563948.1,627
3381,XP_006563951.2,1247
3382,XP_006563970.2,536
3383,XP_006563971.1,467
3384,XP_006563972.1,467
3385,XP_006563973.1,237
3386,XP_006563977.1,952
3387,XP_006563978.2,185
3388,XP_006563984.1,313
3389,XP_006563986.1,313
3390,XP_006563988.3,887
3391,XP_006563991.2,353
3392,XP_006563992.1,1099
3393,XP_006564000.1,258
3394,XP_006564003.1,776
3395,XP_006564004.1,271
3396,XP_006564019.2,1013
3397,XP_006564021.2,1492
3398,XP_006564028.1,343
3399,XP_006564032.3,638
3400,XP_006564038.1,1233
3401,XP_006564042.1,433
3402,XP_006564044.2,853
3403,XP_006564045.1,301
3404,XP_006564053.1,458
3405,XP_006564055.1,458
3406,XP_006564066.2,675
3407,XP_006564069.2,1698
3408,XP_006564072.1,69
3409,XP_006564081.2,426
3410,XP_006564083.2,426
3411,XP_006564084.2,426
3412,XP_006564089.1,426
3413,XP_006564093.1,127
3414,XP_006564097.2,612
3415,XP_006564106.1,170
3416,XP_006564112.2,1149
3417,XP_006564114.1,281
3418,XP_006564116.2,155
3419,XP_006564118.1,353
3420,XP_006564123.1,426
3421,XP_006564133.1,572
3422,XP_006564136.1,1291
3423,XP_006564142.1,131
3424,XP_006564152.1,420
3425,XP_006564156.1,228
3426,XP_006564161.1,128
3427,XP_006564182.3,466
3428,XP_006564183.2,358
3429,XP_006564186.1,575
3430,XP_006564195.1,656
3431,XP_006564210.1,249
3432,XP_006564214.1,108
3433,XP_006564219.1,404
3434,XP_006564220.1,740
3435,XP_006564230.1,231
3436,XP_006564233.1,151
3437,XP_006564240.1,906
3438,XP_006564241.1,311
3439,XP_006564243.2,500
3440,XP_006564245.2,500
3441,XP_006564247.2,500
3442,XP_006564248.1,1327
3443,XP_006564250.2,2220
3444,XP_006564252.1,520
3445,XP_006564253.1,513
3446,XP_006564255.1,441
3447,XP_006564258.1,335
3448,XP_006564260.1,373
3449,XP_006564268.2,3445
3450,XP_006564269.1,1832
3451,XP_006564271.2,114
3452,XP_006564273.1,206
3453,XP_006564274.1,229
3454,XP_006564277.1,171
3455,XP_006564278.1,292
3456,XP_006564279.1,56
3457,XP_006564281.1,2071
3458,XP_006564285.2,783
3459,XP_006564289.1,343
3460,XP_006564290.2,495
3461,XP_006564292.2,361
3462,XP_006564293.1,696
3463,XP_006564297.1,433
3464,XP_006564298.2,614
3465,XP_006564300.1,171
3466,XP_006564303.1,385
3467,XP_006564307.1,527
3468,XP_006564321.1,584
3469,XP_006564329.1,439
3470,XP_006564331.1,404
3471,XP_006564333.1,238
3472,XP_006564335.1,529
3473,XP_006564338.1,272
3474,XP_006564340.1,271
3475,XP_006564341.1,400
3476,XP_006564353.1,449
3477,XP_006564378.1,134
3478,XP_006564382.1,923
3479,XP_006564386.1,290
3480,XP_006564397.1,1177
3481,XP_006564400.1,1167
3482,XP_006564407.1,664
3483,XP_006564413.1,164
3484,XP_006564414.1,164
3485,XP_006564415.1,898
3486,XP_006564416.1,898
3487,XP_006564418.1,180
3488,XP_006564419.1,1338
3489,XP_006564427.1,604
3490,XP_006564428.1,604
3491,XP_006564430.1,515
3492,XP_006564431.1,322
3493,XP_006564443.2,818
3494,XP_006564444.2,763
3495,XP_006564448.1,1292
3496,XP_006564450.1,405
3497,XP_006564451.1,405
3498,XP_006564452.1,405
3499,XP_006564453.2,249
3500,XP_006564454.1,586
3501,XP_006564455.1,586
3502,XP_006564456.1,586
3503,XP_006564457.1,586
3504,XP_006564458.1,586
3505,XP_006564460.2,526
3506,XP_006564466.1,422
3507,XP_006564475.2,856
3508,XP_006564481.1,2291
3509,XP_006564486.1,336
3510,XP_006564492.1,313
3511,XP_006564494.1,313
3512,XP_006564495.1,313
3513,XP_006564499.3,502
3514,XP_006564504.1,395
3515,XP_006564505.1,353
3516,XP_006564509.1,494
3517,XP_006564511.1,481
3518,XP_006564512.1,481
3519,XP_006564513.1,785
3520,XP_006564519.2,2259
3521,XP_006564520.1,2577
3522,XP_006564527.1,113
3523,XP_006564528.1,113
3524,XP_006564533.2,277
3525,XP_006564535.2,259
3526,XP_006564536.1,662
3527,XP_006564543.1,1552
3528,XP_006564545.3,546
3529,XP_006564548.1,671
3530,XP_006564549.1,365
3531,XP_006564551.1,595
3532,XP_006564561.2,2378
3533,XP_006564565.1,122
3534,XP_006564566.2,1094
3535,XP_006564567.2,1094
3536,XP_006564568.1,560
3537,XP_006564574.1,1352
3538,XP_006564576.1,625
3539,XP_006564577.2,400
3540,XP_006564578.2,782
3541,XP_006564579.2,310
3542,XP_006564581.2,3923
3543,XP_006564587.1,378
3544,XP_006564597.1,89
3545,XP_006564598.1,327
3546,XP_006564601.1,290
3547,XP_006564610.2,1668
3548,XP_006564616.1,190
3549,XP_006564621.2,980
3550,XP_006564622.2,980
3551,XP_006564626.1,295
3552,XP_006564631.1,828
3553,XP_006564632.1,828
3554,XP_006564637.1,494
3555,XP_006564638.1,494
3556,XP_006564639.1,494
3557,XP_006564640.1,494
3558,XP_006564641.1,494
3559,XP_006564642.1,880
3560,XP_006564650.1,689
3561,XP_006564652.1,478
3562,XP_006564653.1,572
3563,XP_006564656.1,892
3564,XP_006564658.1,276
3565,XP_006564660.1,524
3566,XP_006564669.2,2570
3567,XP_006564670.1,119
3568,XP_006564672.2,476
3569,XP_006564673.2,930
3570,XP_006564675.1,89
3571,XP_006564676.1,89
3572,XP_006564679.2,350
3573,XP_006564680.2,565
3574,XP_006564685.2,2789
3575,XP_006564718.1,516
3576,XP_006564719.2,1352
3577,XP_006564729.1,1174
3578,XP_006564732.1,303
3579,XP_006564735.1,126
3580,XP_006564736.1,1391
3581,XP_006564745.1,465
3582,XP_006564751.1,235
3583,XP_006564759.1,251
3584,XP_006564764.1,134
3585,XP_006564781.1,187
3586,XP_006564782.1,545
3587,XP_006564784.1,122
3588,XP_006564785.1,521
3589,XP_006564790.2,384
3590,XP_006564792.1,1203
3591,XP_006564797.1,465
3592,XP_006564800.1,223
3593,XP_006564801.1,219
3594,XP_006564807.1,499
3595,XP_006564808.1,287
3596,XP_006564809.1,770
3597,XP_006564812.1,163
3598,XP_006564813.1,620
3599,XP_006564814.1,620
3600,XP_006564825.1,603
3601,XP_006564840.1,368
3602,XP_006564844.1,199
3603,XP_006564853.1,228
3604,XP_006564855.1,345
3605,XP_006564858.1,765
3606,XP_006564861.1,282
3607,XP_006564868.1,576
3608,XP_006564870.1,517
3609,XP_006564876.1,556
3610,XP_006564878.1,915
3611,XP_006564882.2,456
3612,XP_006564883.1,280
3613,XP_006564886.1,757
3614,XP_006564887.1,753
3615,XP_006564888.1,176
3616,XP_006564892.1,516
3617,XP_006564903.1,390
3618,XP_006564906.1,364
3619,XP_006564907.1,344
3620,XP_006564911.3,788
3621,XP_006564913.1,174
3622,XP_006564915.1,306
3623,XP_006564924.1,517
3624,XP_006564929.1,498
3625,XP_006564938.1,452
3626,XP_006564948.2,588
3627,XP_006564955.1,218
3628,XP_006564958.2,111
3629,XP_006564959.1,245
3630,XP_006564963.1,215
3631,XP_006564964.1,534
3632,XP_006564973.1,433
3633,XP_006564978.1,119
3634,XP_006564990.1,451
3635,XP_006564997.2,398
3636,XP_006564999.1,494
3637,XP_006565002.1,137
3638,XP_006565003.1,127
3639,XP_006565007.3,263
3640,XP_006565008.1,431
3641,XP_006565013.1,451
3642,XP_006565014.2,466
3643,XP_006565018.1,651
3644,XP_006565021.2,623
3645,XP_006565022.2,623
3646,XP_006565024.2,327
3647,XP_006565025.1,92
3648,XP_006565026.1,368
3649,XP_006565027.1,1275
3650,XP_006565039.1,801
3651,XP_006565042.1,644
3652,XP_006565043.1,644
3653,XP_006565044.2,632
3654,XP_006565046.2,629
3655,XP_006565049.1,424
3656,XP_006565058.1,407
3657,XP_006565062.2,500
3658,XP_006565066.1,1243
3659,XP_006565068.1,481
3660,XP_006565069.2,559
3661,XP_006565076.1,500
3662,XP_006565077.1,500
3663,XP_006565092.1,219
3664,XP_006565093.1,504
3665,XP_006565095.2,665
3666,XP_006565104.1,1219
3667,XP_006565109.1,279
3668,XP_006565110.2,149
3669,XP_006565118.2,340
3670,XP_006565129.1,600
3671,XP_006565138.1,560
3672,XP_006565156.2,336
3673,XP_006565158.1,529
3674,XP_006565171.1,1029
3675,XP_006565202.1,161
3676,XP_006565210.1,516
3677,XP_006565216.2,1151
3678,XP_006565218.1,388
3679,XP_006565223.1,548
3680,XP_006565232.1,166
3681,XP_006565233.2,1204
3682,XP_006565236.1,774
3683,XP_006565238.1,2423
3684,XP_006565247.2,1581
3685,XP_006565258.1,485
3686,XP_006565259.1,275
3687,XP_006565261.1,275
3688,XP_006565262.1,275
3689,XP_006565263.1,339
3690,XP_006565264.1,267
3691,XP_006565266.1,1009
3692,XP_006565268.1,163
3693,XP_006565269.1,125
3694,XP_006565270.3,503
3695,XP_006565271.2,503
3696,XP_006565281.1,1020
3697,XP_006565285.1,484
3698,XP_006565286.1,484
3699,XP_006565287.1,484
3700,XP_006565288.1,484
3701,XP_006565289.1,484
3702,XP_006565292.1,452
3703,XP_006565297.2,443
3704,XP_006565301.2,554
3705,XP_006565302.1,391
3706,XP_006565305.2,864
3707,XP_006565306.2,864
3708,XP_006565307.2,864
3709,XP_006565309.1,873
3710,XP_006565314.3,412
3711,XP_006565317.1,149
3712,XP_006565318.1,347
3713,XP_006565321.1,524
3714,XP_006565323.1,661
3715,XP_006565324.1,358
3716,XP_006565326.1,324
3717,XP_006565329.1,1213
3718,XP_006565331.1,1345
3719,XP_006565335.1,202
3720,XP_006565343.1,93
3721,XP_006565344.1,708
3722,XP_006565346.1,156
3723,XP_006565358.1,338
3724,XP_006565363.2,321
3725,XP_006565364.1,752
3726,XP_006565370.2,308
3727,XP_006565374.2,659
3728,XP_006565382.1,189
3729,XP_006565393.1,566
3730,XP_006565394.1,442
3731,XP_006565397.1,416
3732,XP_006565398.1,1153
3733,XP_006565404.1,496
3734,XP_006565410.2,1225
3735,XP_006565412.1,393
3736,XP_006565417.2,1102
3737,XP_006565420.1,573
3738,XP_006565422.1,209
3739,XP_006565424.1,463
3740,XP_006565429.2,1008
3741,XP_006565434.1,343
3742,XP_006565435.1,343
3743,XP_006565441.2,299
3744,XP_006565446.1,102
3745,XP_006565447.1,1484
3746,XP_006565449.2,512
3747,XP_006565450.2,381
3748,XP_006565462.1,411
3749,XP_006565466.2,1239
3750,XP_006565476.1,114
3751,XP_006565482.2,1033
3752,XP_006565490.3,2573
3753,XP_006565495.2,1325
3754,XP_006565503.2,1777
3755,XP_006565505.2,901
3756,XP_006565506.1,872
3757,XP_006565513.1,639
3758,XP_006565519.1,414
3759,XP_006565528.1,748
3760,XP_006565530.1,542
3761,XP_006565537.1,994
3762,XP_006565544.2,923
3763,XP_006565547.1,914
3764,XP_006565549.1,671
3765,XP_006565554.1,1311
3766,XP_006565559.1,125
3767,XP_006565573.1,949
3768,XP_006565580.1,164
3769,XP_006565594.3,218
3770,XP_006565599.1,721
3771,XP_006565605.1,382
3772,XP_006565607.1,451
3773,XP_006565608.1,1240
3774,XP_006565611.2,585
3775,XP_006565614.1,705
3776,XP_006565618.1,3489
3777,XP_006565631.1,539
3778,XP_006565633.1,371
3779,XP_006565635.1,363
3780,XP_006565642.2,2425
3781,XP_006565645.2,119
3782,XP_006565648.2,945
3783,XP_006565650.1,1079
3784,XP_006565668.1,972
3785,XP_006565670.1,1169
3786,XP_006565695.1,353
3787,XP_006565697.1,608
3788,XP_006565700.1,781
3789,XP_006565703.1,103
3790,XP_006565704.1,777
3791,XP_006565707.1,786
3792,XP_006565723.1,798
3793,XP_006565726.1,215
3794,XP_006565743.1,387
3795,XP_006565760.1,2209
3796,XP_006565765.2,904
3797,XP_006565783.1,232
3798,XP_006565784.1,89
3799,XP_006565786.2,128
3800,XP_006565787.1,1034
3801,XP_006565792.1,1369
3802,XP_006565801.1,174
3803,XP_006565802.2,1524
3804,XP_006565809.1,379
3805,XP_006565810.2,1034
3806,XP_006565811.2,338
3807,XP_006565835.2,101
3808,XP_006565836.1,663
3809,XP_006565842.1,459
3810,XP_006565854.1,545
3811,XP_006565855.1,545
3812,XP_006565856.1,545
3813,XP_006565862.1,329
3814,XP_006565864.2,2489
3815,XP_006565883.2,475
3816,XP_006565886.1,423
3817,XP_006565887.1,802
3818,XP_006565897.2,1789
3819,XP_006565899.1,174
3820,XP_006565900.1,174
3821,XP_006565903.1,246
3822,XP_006565907.2,1372
3823,XP_006565909.1,264
3824,XP_006565917.1,443
3825,XP_006565919.1,386
3826,XP_006565924.2,1068
3827,XP_006565929.1,138
3828,XP_006565931.3,619
3829,XP_006565937.2,725
3830,XP_006565941.2,416
3831,XP_006565943.1,416
3832,XP_006565945.1,396
3833,XP_006565947.2,434
3834,XP_006565948.1,412
3835,XP_006565953.2,407
3836,XP_006565958.1,406
3837,XP_006565962.1,406
3838,XP_006565964.1,406
3839,XP_006565970.2,410
3840,XP_006565974.1,463
3841,XP_006565976.1,1421
3842,XP_006565977.1,145
3843,XP_006565978.1,961
3844,XP_006565983.2,311
3845,XP_006565984.1,462
3846,XP_006565985.1,462
3847,XP_006565986.1,218
3848,XP_006565988.1,122
3849,XP_006565990.1,581
3850,XP_006565999.1,574
3851,XP_006566002.1,849
3852,XP_006566003.1,399
3853,XP_006566010.1,149
3854,XP_006566012.1,574
3855,XP_006566017.1,725
3856,XP_006566028.2,607
3857,XP_006566030.1,176
3858,XP_006566036.1,1648
3859,XP_006566038.1,566
3860,XP_006566041.1,457
3861,XP_006566054.1,1240
3862,XP_006566059.1,708
3863,XP_006566060.1,211
3864,XP_006566065.1,394
3865,XP_006566068.1,329
3866,XP_006566077.2,581
3867,XP_006566079.2,545
3868,XP_006566088.1,833
3869,XP_006566091.1,528
3870,XP_006566093.1,833
3871,XP_006566096.3,453
3872,XP_006566101.1,481
3873,XP_006566104.2,2800
3874,XP_006566106.1,634
3875,XP_006566109.1,570
3876,XP_006566117.2,422
3877,XP_006566118.2,296
3878,XP_006566135.1,869
3879,XP_006566136.2,1305
3880,XP_006566138.2,692
3881,XP_006566140.1,448
3882,XP_006566141.1,338
3883,XP_006566142.1,338
3884,XP_006566143.2,917
3885,XP_006566151.2,1219
3886,XP_006566152.2,1163
3887,XP_006566156.1,247
3888,XP_006566165.1,160
3889,XP_006566168.2,351
3890,XP_006566169.1,646
3891,XP_006566171.1,359
3892,XP_006566172.1,425
3893,XP_006566196.1,262
3894,XP_006566199.1,1381
3895,XP_006566221.2,520
3896,XP_006566223.2,503
3897,XP_006566224.2,838
3898,XP_006566230.1,94
3899,XP_006566234.2,119
3900,XP_006566239.1,621
3901,XP_006566240.1,621
3902,XP_006566246.2,483
3903,XP_006566247.1,148
3904,XP_006566249.1,173
3905,XP_006566250.1,155
3906,XP_006566251.1,139
3907,XP_006566253.2,1778
3908,XP_006566259.1,146
3909,XP_006566260.1,378
3910,XP_006566264.1,773
3911,XP_006566265.2,640
3912,XP_006566268.1,630
3913,XP_006566272.1,280
3914,XP_006566277.1,109
3915,XP_006566279.1,258
3916,XP_006566281.1,479
3917,XP_006566285.2,1319
3918,XP_006566306.1,933
3919,XP_006566310.1,804
3920,XP_006566311.1,159
3921,XP_006566320.1,191
3922,XP_006566323.1,975
3923,XP_006566324.1,330
3924,XP_006566326.2,567
3925,XP_006566328.3,1714
3926,XP_006566329.1,467
3927,XP_006566331.1,1781
3928,XP_006566348.2,1119
3929,XP_006566349.2,455
3930,XP_006566358.1,942
3931,XP_006566359.1,312
3932,XP_006566369.2,970
3933,XP_006566372.1,473
3934,XP_006566373.1,984
3935,XP_006566384.1,432
3936,XP_006566385.1,977
3937,XP_006566401.1,302
3938,XP_006566404.2,549
3939,XP_006566407.2,437
3940,XP_006566408.1,287
3941,XP_006566409.1,287
3942,XP_006566410.1,505
3943,XP_006566414.1,373
3944,XP_006566418.1,989
3945,XP_006566420.1,292
3946,XP_006566421.2,947
3947,XP_006566427.1,298
3948,XP_006566433.2,160
3949,XP_006566436.2,948
3950,XP_006566445.2,606
3951,XP_006566449.1,78
3952,XP_006566456.1,286
3953,XP_006566457.1,535
3954,XP_006566462.1,551
3955,XP_006566465.1,972
3956,XP_006566471.2,183
3957,XP_006566475.1,933
3958,XP_006566477.1,159
3959,XP_006566478.1,159
3960,XP_006566479.2,473
3961,XP_006566494.1,380
3962,XP_006566517.1,1636
3963,XP_006566518.1,326
3964,XP_006566519.1,326
3965,XP_006566520.1,1262
3966,XP_006566522.1,1238
3967,XP_006566523.1,662
3968,XP_006566525.2,131
3969,XP_006566531.1,415
3970,XP_006566534.1,183
3971,XP_006566536.1,242
3972,XP_006566537.1,108
3973,XP_006566538.1,530
3974,XP_006566542.1,434
3975,XP_006566543.1,214
3976,XP_006566544.2,229
3977,XP_006566547.1,338
3978,XP_006566549.1,455
3979,XP_006566551.2,448
3980,XP_006566552.1,326
3981,XP_006566554.2,149
3982,XP_006566560.1,108
3983,XP_006566574.1,336
3984,XP_006566575.1,1026
3985,XP_006566579.1,468
3986,XP_006566587.1,254
3987,XP_006566598.1,654
3988,XP_006566599.1,621
3989,XP_006566600.1,622
3990,XP_006566601.1,589
3991,XP_006566607.1,662
3992,XP_006566608.1,662
3993,XP_006566609.2,306
3994,XP_006566613.2,100
3995,XP_006566614.1,100
3996,XP_006566617.1,1435
3997,XP_006566620.1,1414
3998,XP_006566631.1,197
3999,XP_006566644.1,379
4000,XP_006566648.1,465
4001,XP_006566649.2,508
4002,XP_006566650.1,319
4003,XP_006566652.1,465
4004,XP_006566661.1,794
4005,XP_006566662.1,794
4006,XP_006566667.2,1167
4007,XP_006566668.2,510
4008,XP_006566669.1,378
4009,XP_006566670.1,335
4010,XP_006566671.1,335
4011,XP_006566673.1,203
4012,XP_006566679.1,352
4013,XP_006566682.1,652
4014,XP_006566688.1,1250
4015,XP_006566695.1,543
4016,XP_006566698.1,603
4017,XP_006566703.1,1103
4018,XP_006566705.2,2442
4019,XP_006566708.1,654
4020,XP_006566717.1,793
4021,XP_006566718.1,793
4022,XP_006566719.1,1525
4023,XP_006566725.1,2106
4024,XP_006566732.1,3400
4025,XP_006566733.2,701
4026,XP_006566737.2,295
4027,XP_006566739.1,323
4028,XP_006566741.2,1119
4029,XP_006566742.2,1119
4030,XP_006566752.1,390
4031,XP_006566761.2,1392
4032,XP_006566762.2,1392
4033,XP_006566763.2,1392
4034,XP_006566764.2,1392
4035,XP_006566766.1,424
4036,XP_006566767.2,701
4037,XP_006566769.1,2825
4038,XP_006566772.2,1134
4039,XP_006566774.2,803
4040,XP_006566781.2,1149
4041,XP_006566787.1,266
4042,XP_006566795.1,133
4043,XP_006566798.2,476
4044,XP_006566799.1,292
4045,XP_006566803.2,626
4046,XP_006566805.1,541
4047,XP_006566806.1,811
4048,XP_006566830.1,351
4049,XP_006566835.1,1711
4050,XP_006566840.1,276
4051,XP_006566841.1,701
4052,XP_006566842.1,701
4053,XP_006566843.1,701
4054,XP_006566844.1,330
4055,XP_006566847.1,402
4056,XP_006566848.1,392
4057,XP_006566858.1,404
4058,XP_006566864.2,98
4059,XP_006566884.1,470
4060,XP_006566895.1,646
4061,XP_006566898.1,578
4062,XP_006566906.1,461
4063,XP_006566912.2,468
4064,XP_006566916.1,203
4065,XP_006566923.2,1143
4066,XP_006566924.1,1093
4067,XP_006566930.1,582
4068,XP_006566937.1,789
4069,XP_006566938.1,860
4070,XP_006566942.2,231
4071,XP_006566943.1,261
4072,XP_006566949.1,581
4073,XP_006566966.1,2315
4074,XP_006566977.1,82
4075,XP_006566978.1,127
4076,XP_006566979.1,315
4077,XP_006566986.1,482
4078,XP_006566987.1,482
4079,XP_006566993.1,109
4080,XP_006566997.1,286
4081,XP_006566998.2,597
4082,XP_006567022.2,247
4083,XP_006567023.2,662
4084,XP_006567025.1,450
4085,XP_006567026.2,1225
4086,XP_006567037.1,115
4087,XP_006567038.1,115
4088,XP_006567039.1,847
4089,XP_006567053.2,387
4090,XP_006567169.2,637
4091,XP_006567170.1,394
4092,XP_006567173.2,837
4093,XP_006567174.2,473
4094,XP_006567190.1,283
4095,XP_006567191.1,283
4096,XP_006567209.1,551
4097,XP_006567210.2,262
4098,XP_006567213.1,490
4099,XP_006567216.2,875
4100,XP_006567217.2,599
4101,XP_006567224.1,292
4102,XP_006567226.1,454
4103,XP_006567229.1,393
4104,XP_006567234.1,575
4105,XP_006567236.1,540
4106,XP_006567237.1,95
4107,XP_006567240.1,439
4108,XP_006567241.2,239
4109,XP_006567242.1,1116
4110,XP_006567243.1,887
4111,XP_006567249.1,301
4112,XP_006567256.1,85
4113,XP_006567267.1,539
4114,XP_006567272.1,199
4115,XP_006567280.1,492
4116,XP_006567281.1,492
4117,XP_006567283.1,492
4118,XP_006567287.1,157
4119,XP_006567290.1,774
4120,XP_006567305.1,468
4121,XP_006567306.1,1163
4122,XP_006567310.1,181
4123,XP_006567311.1,181
4124,XP_006567318.2,909
4125,XP_006567329.1,626
4126,XP_006567330.1,1287
4127,XP_006567337.1,516
4128,XP_006567342.1,668
4129,XP_006567343.1,650
4130,XP_006567357.1,744
4131,XP_006567361.2,405
4132,XP_006567362.2,405
4133,XP_006567363.2,405
4134,XP_006567371.1,321
4135,XP_006567377.2,142
4136,XP_006567383.1,211
4137,XP_006567386.1,278
4138,XP_006567388.1,485
4139,XP_006567395.1,152
4140,XP_006567398.1,862
4141,XP_006567399.1,324
4142,XP_006567401.1,493
4143,XP_006567403.1,224
4144,XP_006567404.1,224
4145,XP_006567413.1,273
4146,XP_006567414.2,669
4147,XP_006567415.1,533
4148,XP_006567426.1,423
4149,XP_006567437.1,454
4150,XP_006567441.1,189
4151,XP_006567442.2,758
4152,XP_006567446.1,443
4153,XP_006567452.1,2153
4154,XP_006567454.1,2401
4155,XP_006567463.2,826
4156,XP_006567467.1,2388
4157,XP_006567468.1,569
4158,XP_006567474.1,295
4159,XP_006567480.1,278
4160,XP_006567481.2,831
4161,XP_006567489.1,750
4162,XP_006567496.1,489
4163,XP_006567499.1,928
4164,XP_006567501.2,1087
4165,XP_006567506.1,203
4166,XP_006567507.1,662
4167,XP_006567509.1,211
4168,XP_006567511.1,742
4169,XP_006567514.2,3279
4170,XP_006567516.1,267
4171,XP_006567524.1,377
4172,XP_006567526.1,541
4173,XP_006567529.1,759
4174,XP_006567531.1,614
4175,XP_006567534.1,79
4176,XP_006567535.1,125
4177,XP_006567540.1,820
4178,XP_006567591.1,488
4179,XP_006567636.1,281
4180,XP_006567638.1,281
4181,XP_006567639.1,281
4182,XP_006567646.2,615
4183,XP_006567657.1,458
4184,XP_006567666.1,674
4185,XP_006567667.1,530
4186,XP_006567668.1,530
4187,XP_006567671.1,414
4188,XP_006567672.1,301
4189,XP_006567673.1,301
4190,XP_006567697.2,589
4191,XP_006567699.1,745
4192,XP_006567703.2,897
4193,XP_006567707.1,198
4194,XP_006567709.1,791
4195,XP_006567711.2,679
4196,XP_006567712.2,676
4197,XP_006567715.1,884
4198,XP_006567717.1,213
4199,XP_006567729.2,156
4200,XP_006567733.2,540
4201,XP_006567755.2,132
4202,XP_006567757.1,314
4203,XP_006567758.1,360
4204,XP_006567760.1,570
4205,XP_006567761.1,244
4206,XP_006567762.1,244
4207,XP_006567763.1,708
4208,XP_006567764.1,517
4209,XP_006567770.1,486
4210,XP_006567771.1,578
4211,XP_006567775.1,785
4212,XP_006567782.2,439
4213,XP_006567785.2,757
4214,XP_006567801.2,806
4215,XP_006567803.2,377
4216,XP_006567812.1,783
4217,XP_006567813.1,783
4218,XP_006567817.1,489
