,ProteinID,Length
2466,XP_003397936.1,308
2467,XP_003397937.1,269
2468,XP_003397938.1,68
2469,XP_003397941.1,189
2470,XP_003397942.1,716
2471,XP_003397943.1,452
2472,XP_003397946.1,1415
2473,XP_003397947.1,330
2474,XP_003397948.1,254
2475,XP_003397951.1,958
2476,XP_003397952.1,2160
2477,XP_003397953.1,2402
2478,XP_003397955.1,422
2479,XP_003397956.3,750
2480,XP_003397958.1,82
2481,XP_003397959.1,155
2482,XP_003397960.1,155
2483,XP_003397961.1,382
2484,XP_003397962.1,268
2485,XP_003397963.1,407
2486,XP_003397966.1,151
2487,XP_003397967.1,539
2488,XP_003397970.1,130
2489,XP_003397971.1,124
2490,XP_003397972.1,684
2491,XP_003397973.1,458
2492,XP_003397974.1,198
2493,XP_003397976.1,667
2494,XP_003397977.1,135
2495,XP_003397978.1,267
2496,XP_003397979.1,167
2497,XP_003397980.1,668
2498,XP_003397981.1,970
2499,XP_003397983.1,477
2500,XP_003397986.1,494
2501,XP_003397987.1,392
2502,XP_003397990.1,687
2503,XP_003397991.1,427
2504,XP_003397994.1,255
2505,XP_003397996.2,1535
2506,XP_003397997.1,366
2507,XP_003397998.1,705
2508,XP_003398002.1,98
2509,XP_003398003.1,363
2510,XP_003398006.1,590
2511,XP_003398008.1,248
2512,XP_003398012.1,550
2513,XP_003398015.2,260
2514,XP_003398018.1,172
2515,XP_003398019.1,421
2516,XP_003398020.1,850
2517,XP_003398023.1,2096
2518,XP_003398024.3,627
2519,XP_003398025.1,446
2520,XP_003398026.1,194
2521,XP_003398027.1,188
2522,XP_003398028.1,495
2523,XP_003398029.1,265
2524,XP_003398030.1,252
2525,XP_003398032.1,248
2526,XP_003398033.1,944
2527,XP_003398034.1,242
2528,XP_003398035.1,246
2529,XP_003398036.2,292
2530,XP_003398038.1,155
2531,XP_003398039.1,450
2532,XP_003398046.1,274
2533,XP_003398051.1,127
2534,XP_003398055.1,277
2535,XP_003398056.1,676
2536,XP_003398057.1,553
2537,XP_003398058.1,303
2538,XP_003398059.1,480
2539,XP_003398064.1,483
2540,XP_003398065.1,700
2541,XP_003398066.1,257
2542,XP_003398068.1,791
2543,XP_003398069.1,649
2544,XP_003398070.1,306
2545,XP_003398073.1,161
2546,XP_003398075.1,934
2547,XP_003398076.2,350
2548,XP_003398079.2,1008
2549,XP_003398082.1,682
2550,XP_003398089.2,366
2551,XP_003398094.1,494
2552,XP_003398102.1,474
2553,XP_003398115.2,383
2554,XP_003398117.1,221
2555,XP_003398122.1,144
2556,XP_003398123.1,317
2557,XP_003398125.1,212
2558,XP_003398128.3,127
2559,XP_003398131.1,281
2560,XP_003398135.1,333
2561,XP_003398136.2,284
2562,XP_003398138.1,596
2563,XP_003398139.2,440
2564,XP_003398146.1,710
2565,XP_003398149.1,966
2566,XP_003398150.1,418
2567,XP_003398154.1,239
2568,XP_003398162.1,610
2569,XP_003398163.1,354
2570,XP_003398167.2,952
2571,XP_003398169.1,145
2572,XP_003398170.1,101
2573,XP_003398173.1,335
2574,XP_003398174.1,286
2575,XP_003398175.1,474
2576,XP_003398176.1,276
2577,XP_003398179.1,834
2578,XP_003398181.1,384
2579,XP_003398182.1,318
2580,XP_003398184.3,1326
2581,XP_003398186.1,1490
2582,XP_003398188.1,628
2583,XP_003398190.1,134
2584,XP_003398193.1,666
2585,XP_003398194.1,458
2586,XP_003398196.1,335
2587,XP_003398197.1,477
2588,XP_003398198.1,698
2589,XP_003398199.1,450
2590,XP_003398200.1,254
2591,XP_003398201.1,1416
2592,XP_003398203.1,1238
2593,XP_003398205.1,786
2594,XP_003398206.1,1217
2595,XP_003398209.1,201
2596,XP_003398213.1,523
2597,XP_003398214.1,1442
2598,XP_003398217.1,1207
2599,XP_003398219.1,415
2600,XP_003398223.2,329
2601,XP_003398224.1,509
2602,XP_003398225.1,108
2603,XP_003398226.1,131
2604,XP_003398227.1,178
2605,XP_003398230.1,720
2606,XP_003398232.1,355
2607,XP_003398235.1,337
2608,XP_003398237.1,331
2609,XP_003398238.1,972
2610,XP_003398239.1,697
2611,XP_003398242.2,544
2612,XP_003398243.1,179
2613,XP_003398244.1,407
2614,XP_003398245.1,152
2615,XP_003398247.1,280
2616,XP_003398248.1,87
2617,XP_003398250.1,281
2618,XP_003398251.1,622
2619,XP_003398252.1,414
2620,XP_003398253.3,2267
2621,XP_003398254.1,680
2622,XP_003398256.1,95
2623,XP_003398259.1,715
2624,XP_003398260.1,389
2625,XP_003398261.1,1215
2626,XP_003398263.1,212
2627,XP_003398264.1,212
2628,XP_003398268.1,472
2629,XP_003398272.1,705
2630,XP_003398274.1,757
2631,XP_003398275.1,346
2632,XP_003398279.1,173
2633,XP_003398283.1,338
2634,XP_003398284.1,376
2635,XP_003398285.1,133
2636,XP_003398286.1,389
2637,XP_003398287.1,211
2638,XP_003398288.1,258
2639,XP_003398289.1,590
2640,XP_003398291.1,282
2641,XP_003398292.1,517
2642,XP_003398294.1,192
2643,XP_003398297.1,446
2644,XP_003398299.2,613
2645,XP_003398300.1,211
2646,XP_003398302.1,104
2647,XP_003398304.3,1202
2648,XP_003398305.1,397
2649,XP_003398306.1,1384
2650,XP_003398309.1,212
2651,XP_003398310.1,711
2652,XP_003398311.1,711
2653,XP_003398314.1,630
2654,XP_003398315.1,475
2655,XP_003398317.1,483
2656,XP_003398322.2,242
2657,XP_003398323.1,169
2658,XP_003398324.1,262
2659,XP_003398325.1,170
2660,XP_003398326.1,322
2661,XP_003398327.1,1540
2662,XP_003398330.1,346
2663,XP_003398331.1,513
2664,XP_003398334.1,255
2665,XP_003398335.1,266
2666,XP_003398336.1,144
2667,XP_003398337.1,541
2668,XP_003398344.1,685
2669,XP_003398346.1,272
2670,XP_003398347.2,116
2671,XP_003398351.1,250
2672,XP_003398352.1,438
2673,XP_003398353.1,137
2674,XP_003398354.1,335
2675,XP_003398356.1,253
2676,XP_003398359.1,386
2677,XP_003398360.1,403
2678,XP_003398361.1,271
2679,XP_003398362.1,589
2680,XP_003398363.1,404
2681,XP_003398366.1,276
2682,XP_003398367.2,306
2683,XP_003398368.1,474
2684,XP_003398369.1,175
2685,XP_003398372.1,416
2686,XP_003398373.1,384
2687,XP_003398374.1,835
2688,XP_003398375.1,232
2689,XP_003398377.1,471
2690,XP_003398378.1,317
2691,XP_003398381.1,186
2692,XP_003398383.1,210
2693,XP_003398384.2,134
2694,XP_003398385.1,661
2695,XP_003398388.1,200
2696,XP_003398391.1,630
2697,XP_003398396.1,109
2698,XP_003398397.1,598
2699,XP_003398400.1,88
2700,XP_003398401.1,1462
2701,XP_003398402.1,984
2702,XP_003398404.1,231
2703,XP_003398405.1,403
2704,XP_003398409.1,370
2705,XP_003398410.1,580
2706,XP_003398411.1,833
2707,XP_003398412.1,472
2708,XP_003398417.1,626
2709,XP_003398422.1,450
2710,XP_003398424.1,448
2711,XP_003398426.1,1309
2712,XP_003398427.1,693
2713,XP_003398428.1,367
2714,XP_003398429.1,243
2715,XP_003398431.1,741
2716,XP_003398432.1,317
2717,XP_003398434.1,322
2718,XP_003398435.1,322
2719,XP_003398436.1,322
2720,XP_003398437.1,244
2721,XP_003398440.1,436
2722,XP_003398442.1,618
2723,XP_003398444.1,168
2724,XP_003398446.1,706
2725,XP_003398447.1,276
2726,XP_003398455.1,135
2727,XP_003398457.1,94
2728,XP_003398458.1,484
2729,XP_003398459.1,1049
2730,XP_003398461.1,511
2731,XP_003398462.1,254
2732,XP_003398465.1,840
2733,XP_003398468.1,219
2734,XP_003398469.1,350
2735,XP_003398470.1,117
2736,XP_003398472.3,386
2737,XP_003398473.1,1145
2738,XP_003398475.1,241
2739,XP_003398476.1,128
2740,XP_003398477.1,987
2741,XP_003398478.1,393
2742,XP_003398479.2,571
2743,XP_003398481.1,159
2744,XP_003398482.1,159
2745,XP_003398486.1,263
2746,XP_003398487.1,219
2747,XP_003398489.1,406
2748,XP_003398491.1,419
2749,XP_003398492.1,232
2750,XP_003398493.1,450
2751,XP_003398495.1,293
2752,XP_003398496.2,112
2753,XP_003398498.1,262
2754,XP_003398502.1,462
2755,XP_003398503.1,1024
2756,XP_003398505.3,235
2757,XP_003398507.1,574
2758,XP_003398508.1,494
2759,XP_003398511.1,300
2760,XP_003398513.1,361
2761,XP_003398516.2,459
2762,XP_003398517.1,660
2763,XP_003398518.1,161
2764,XP_003398520.1,300
2765,XP_003398521.2,1142
2766,XP_003398523.1,881
2767,XP_003398524.1,261
2768,XP_003398526.1,422
2769,XP_003398527.1,355
2770,XP_003398531.1,574
2771,XP_003398532.1,450
2772,XP_003398536.1,338
2773,XP_003398540.1,415
2774,XP_003398541.1,99
2775,XP_003398542.1,377
2776,XP_003398543.1,250
2777,XP_003398546.1,1109
2778,XP_003398547.1,242
2779,XP_003398548.1,236
2780,XP_003398549.1,514
2781,XP_003398552.1,1201
2782,XP_003398555.1,143
2783,XP_003398556.1,152
2784,XP_003398559.1,425
2785,XP_003398560.1,361
2786,XP_003398563.1,440
2787,XP_003398568.1,535
2788,XP_003398570.1,196
2789,XP_003398571.1,219
2790,XP_003398572.1,147
2791,XP_003398574.1,462
2792,XP_003398577.1,1423
2793,XP_003398579.1,560
2794,XP_003398585.1,303
2795,XP_003398586.1,1096
2796,XP_003398587.1,593
2797,XP_003398589.1,496
2798,XP_003398590.1,94
2799,XP_003398591.1,153
2800,XP_003398592.1,483
2801,XP_003398593.1,621
2802,XP_003398595.1,92
2803,XP_003398605.1,311
2804,XP_003398607.1,94
2805,XP_003398609.1,164
2806,XP_003398614.1,170
2807,XP_003398615.1,615
2808,XP_003398616.1,431
2809,XP_003398621.1,339
2810,XP_003398626.1,188
2811,XP_003398628.2,771
2812,XP_003398633.1,919
2813,XP_003398635.2,1303
2814,XP_003398636.1,177
2815,XP_003398637.1,147
2816,XP_003398638.1,799
2817,XP_003398640.1,177
2818,XP_003398644.2,576
2819,XP_003398646.1,512
2820,XP_003398647.1,380
2821,XP_003398650.1,152
2822,XP_003398652.1,278
2823,XP_003398653.1,65
2824,XP_003398656.1,812
2825,XP_003398659.1,388
2826,XP_003398662.1,329
2827,XP_003398667.1,293
2828,XP_003398674.1,450
2829,XP_003398675.1,299
2830,XP_003398676.1,690
2831,XP_003398677.1,593
2832,XP_003398680.1,150
2833,XP_003398681.1,647
2834,XP_003398682.1,466
2835,XP_003398683.1,612
2836,XP_003398686.1,1072
2837,XP_003398689.1,795
2838,XP_003398690.1,830
2839,XP_003398691.1,596
2840,XP_003398692.1,675
2841,XP_003398697.1,508
2842,XP_003398702.1,457
2843,XP_003398703.1,331
2844,XP_003398706.1,509
2845,XP_003398707.1,509
2846,XP_003398709.1,382
2847,XP_003398710.1,478
2848,XP_003398711.1,297
2849,XP_003398712.1,550
2850,XP_003398713.1,185
2851,XP_003398714.1,415
2852,XP_003398715.1,572
2853,XP_003398717.1,93
2854,XP_003398718.3,1167
2855,XP_003398719.1,700
2856,XP_003398720.2,160
2857,XP_003398721.1,153
2858,XP_003398722.1,287
2859,XP_003398724.1,314
2860,XP_003398726.1,994
2861,XP_003398727.1,794
2862,XP_003398728.1,268
2863,XP_003398729.1,532
2864,XP_003398730.1,551
2865,XP_003398731.1,432
2866,XP_003398732.1,469
2867,XP_003398733.1,839
2868,XP_003398735.1,163
2869,XP_003398736.2,892
2870,XP_003398737.1,981
2871,XP_003398738.1,424
2872,XP_003398739.1,642
2873,XP_003398745.1,626
2874,XP_003398748.1,596
2875,XP_003398752.1,446
2876,XP_003398753.1,311
2877,XP_003398756.3,298
2878,XP_003398761.1,354
2879,XP_003398763.1,1551
2880,XP_003398766.1,521
2881,XP_003398773.1,285
2882,XP_003398775.1,386
2883,XP_003398777.1,354
2884,XP_003398779.1,509
2885,XP_003398780.1,382
2886,XP_003398781.1,466
2887,XP_003398783.1,400
2888,XP_003398784.1,451
2889,XP_003398786.1,202
2890,XP_003398787.1,518
2891,XP_003398790.1,572
2892,XP_003398792.1,345
2893,XP_003398793.1,1062
2894,XP_003398794.1,755
2895,XP_003398795.1,371
2896,XP_003398796.1,391
2897,XP_003398797.1,465
2898,XP_003398798.1,789
2899,XP_003398800.1,227
2900,XP_003398801.1,87
2901,XP_003398804.1,322
2902,XP_003398805.1,538
2903,XP_003398806.1,318
2904,XP_003398808.1,610
2905,XP_003398811.2,399
2906,XP_003398812.1,294
2907,XP_003398814.1,203
2908,XP_003398815.1,126
2909,XP_003398816.1,395
2910,XP_003398817.1,482
2911,XP_003398819.1,391
2912,XP_003398820.1,227
2913,XP_003398821.1,1239
2914,XP_003398822.1,745
2915,XP_003398825.3,1827
2916,XP_003398826.1,487
2917,XP_003398827.1,188
2918,XP_003398829.1,629
2919,XP_003398830.1,672
2920,XP_003398831.1,222
2921,XP_003398832.1,232
2922,XP_003398833.1,541
2923,XP_003398835.1,667
2924,XP_003398839.1,140
2925,XP_003398842.1,574
2926,XP_003398844.2,372
2927,XP_003398846.1,417
2928,XP_003398853.1,530
2929,XP_003398855.1,854
2930,XP_003398859.1,223
2931,XP_003398860.1,253
2932,XP_003398862.2,221
2933,XP_003398863.1,343
2934,XP_003398867.1,129
2935,XP_003398873.1,470
2936,XP_003398874.1,462
2937,XP_003398876.1,3074
2938,XP_003398880.1,1189
2939,XP_003398885.1,439
2940,XP_003398886.1,456
2941,XP_003398890.1,298
2942,XP_003398891.1,477
2943,XP_003398894.1,304
2944,XP_003398895.1,376
2945,XP_003398896.1,764
2946,XP_003398897.1,383
2947,XP_003398898.1,405
2948,XP_003398899.1,632
2949,XP_003398900.1,303
2950,XP_003398901.1,505
2951,XP_003398903.1,1027
2952,XP_003398904.1,444
2953,XP_003398907.2,264
2954,XP_003398908.1,548
2955,XP_003398911.1,810
2956,XP_003398913.1,302
2957,XP_003398915.1,1287
2958,XP_003398916.1,838
2959,XP_003398920.1,2066
2960,XP_003398921.1,441
2961,XP_003398923.1,156
2962,XP_003398924.1,112
2963,XP_003398925.1,391
2964,XP_003398928.1,541
2965,XP_003398929.1,610
2966,XP_003398931.1,326
2967,XP_003398932.1,1028
2968,XP_003398933.2,506
2969,XP_003398937.1,630
2970,XP_003398938.1,443
2971,XP_003398939.1,443
2972,XP_003398945.1,300
2973,XP_003398946.1,300
2974,XP_003398947.1,300
2975,XP_003398951.1,378
2976,XP_003398952.1,612
2977,XP_003398953.1,253
2978,XP_003398954.1,623
2979,XP_003398955.1,548
2980,XP_003398956.1,329
2981,XP_003398957.1,1088
2982,XP_003398958.1,242
2983,XP_003398959.1,190
2984,XP_003398964.1,514
2985,XP_003398965.1,1217
2986,XP_003398966.1,1484
2987,XP_003398969.1,752
2988,XP_003398970.1,180
2989,XP_003398971.1,321
2990,XP_003398972.1,560
2991,XP_003398973.1,396
2992,XP_003398974.1,370
2993,XP_003398975.2,824
2994,XP_003398978.1,134
2995,XP_003398981.1,960
2996,XP_003398984.1,654
2997,XP_003398987.1,405
2998,XP_003398990.1,895
2999,XP_003398993.1,534
3000,XP_003398995.1,388
3001,XP_003398997.1,515
3002,XP_003398998.1,466
3003,XP_003399002.1,522
3004,XP_003399004.1,195
3005,XP_003399005.1,396
3006,XP_003399008.3,472
3007,XP_003399010.1,285
3008,XP_003399012.1,2294
3009,XP_003399015.1,389
3010,XP_003399016.1,244
3011,XP_003399017.1,322
3012,XP_003399018.1,841
3013,XP_003399020.1,364
3014,XP_003399027.1,603
3015,XP_003399029.1,287
3016,XP_003399030.1,281
3017,XP_003399032.1,131
3018,XP_003399033.1,304
3019,XP_003399037.1,148
3020,XP_003399038.1,646
3021,XP_003399040.1,170
3022,XP_003399041.1,793
3023,XP_003399042.1,700
3024,XP_003399045.1,305
3025,XP_003399049.1,159
3026,XP_003399053.1,935
3027,XP_003399054.1,979
3028,XP_003399055.1,614
3029,XP_003399056.1,369
3030,XP_003399057.1,469
3031,XP_003399058.1,175
3032,XP_003399059.1,202
3033,XP_003399060.1,398
3034,XP_003399063.1,333
3035,XP_003399066.1,72
3036,XP_003399070.1,655
3037,XP_003399071.1,1119
3038,XP_003399074.1,594
3039,XP_003399075.1,864
3040,XP_003399079.1,575
3041,XP_003399081.1,1412
3042,XP_003399084.1,456
3043,XP_003399085.1,481
3044,XP_003399086.3,181
3045,XP_003399089.1,710
3046,XP_003399090.1,1137
3047,XP_003399091.2,1153
3048,XP_003399092.1,718
3049,XP_003399093.1,936
3050,XP_003399094.1,443
3051,XP_003399096.1,377
3052,XP_003399097.1,266
3053,XP_003399099.1,186
3054,XP_003399100.1,332
3055,XP_003399103.1,292
3056,XP_003399106.1,369
3057,XP_003399107.1,266
3058,XP_003399110.1,701
3059,XP_003399114.1,793
3060,XP_003399115.2,335
3061,XP_003399117.1,166
3062,XP_003399121.1,931
3063,XP_003399123.1,1870
3064,XP_003399124.1,705
3065,XP_003399130.1,338
3066,XP_003399132.1,314
3067,XP_003399134.1,118
3068,XP_003399135.1,482
3069,XP_003399138.1,311
3070,XP_003399139.1,1036
3071,XP_003399142.1,512
3072,XP_003399144.1,440
3073,XP_003399145.1,544
3074,XP_003399148.1,892
3075,XP_003399149.1,529
3076,XP_003399153.1,454
3077,XP_003399155.1,523
3078,XP_003399156.1,249
3079,XP_003399157.1,192
3080,XP_003399158.1,684
3081,XP_003399159.1,364
3082,XP_003399161.1,407
3083,XP_003399164.1,514
3084,XP_003399165.1,262
3085,XP_003399166.1,262
3086,XP_003399167.1,297
3087,XP_003399171.1,1287
3088,XP_003399173.1,501
3089,XP_003399174.3,2121
3090,XP_003399175.1,296
3091,XP_003399179.1,124
3092,XP_003399181.1,300
3093,XP_003399185.1,255
3094,XP_003399189.1,419
3095,XP_003399190.1,647
3096,XP_003399192.1,574
3097,XP_003399194.1,831
3098,XP_003399195.1,307
3099,XP_003399197.1,404
3100,XP_003399199.1,98
3101,XP_003399201.1,585
3102,XP_003399203.1,78
3103,XP_003399205.2,1076
3104,XP_003399206.1,825
3105,XP_003399207.1,238
3106,XP_003399211.3,332
3107,XP_003399212.1,605
3108,XP_003399215.1,266
3109,XP_003399216.1,457
3110,XP_003399219.1,297
3111,XP_003399221.1,977
3112,XP_003399225.1,856
3113,XP_003399227.2,2871
3114,XP_003399236.1,398
3115,XP_003399243.1,976
3116,XP_003399244.2,1177
3117,XP_003399251.2,315
3118,XP_003399252.1,1404
3119,XP_003399262.1,146
3120,XP_003399270.1,155
3121,XP_003399271.2,738
3122,XP_003399272.2,200
3123,XP_003399276.1,330
3124,XP_003399278.1,216
3125,XP_003399280.1,583
3126,XP_003399281.1,914
3127,XP_003399282.1,354
3128,XP_003399283.1,446
3129,XP_003399285.1,357
3130,XP_003399288.1,160
3131,XP_003399289.1,426
3132,XP_003399292.1,327
3133,XP_003399295.2,460
3134,XP_003399296.1,705
3135,XP_003399301.1,1502
3136,XP_003399303.1,796
3137,XP_003399304.1,648
3138,XP_003399306.1,179
3139,XP_003399308.1,169
3140,XP_003399309.1,87
3141,XP_003399310.1,351
3142,XP_003399313.1,434
3143,XP_003399319.1,299
3144,XP_003399320.1,102
3145,XP_003399321.1,358
3146,XP_003399323.1,417
3147,XP_003399325.1,236
3148,XP_003399330.1,664
3149,XP_003399332.1,326
3150,XP_003399333.1,142
3151,XP_003399339.1,167
3152,XP_003399340.1,159
3153,XP_003399343.1,1631
3154,XP_003399344.1,919
3155,XP_003399346.1,184
3156,XP_003399348.1,226
3157,XP_003399349.1,873
3158,XP_003399352.1,252
3159,XP_003399354.1,1440
3160,XP_003399357.1,784
3161,XP_003399358.1,433
3162,XP_003399360.1,234
3163,XP_003399364.1,407
3164,XP_003399366.1,193
3165,XP_003399367.1,113
3166,XP_003399368.1,241
3167,XP_003399372.1,901
3168,XP_003399376.1,570
3169,XP_003399377.1,146
3170,XP_003399378.1,91
3171,XP_003399379.1,410
3172,XP_003399380.1,749
3173,XP_003399381.1,417
3174,XP_003399384.1,1150
3175,XP_003399390.1,661
3176,XP_003399392.1,221
3177,XP_003399393.1,496
3178,XP_003399396.1,368
3179,XP_003399399.1,384
3180,XP_003399400.1,526
3181,XP_003399403.1,168
3182,XP_003399404.1,626
3183,XP_003399407.1,639
3184,XP_003399409.1,577
3185,XP_003399411.1,932
3186,XP_003399412.1,816
3187,XP_003399424.1,212
3188,XP_003399430.1,646
3189,XP_003399433.1,562
3190,XP_003399435.1,182
3191,XP_003399436.1,793
3192,XP_003399438.2,248
3193,XP_003399440.1,680
3194,XP_003399441.1,506
3195,XP_003399443.1,1598
3196,XP_003399444.2,733
3197,XP_003399445.1,282
3198,XP_003399446.1,436
3199,XP_003399449.1,205
3200,XP_003399456.1,57
3201,XP_003399457.3,3960
3202,XP_003399458.1,253
3203,XP_003399460.2,413
3204,XP_003399464.1,415
3205,XP_003399465.1,304
3206,XP_003399467.1,258
3207,XP_003399469.1,661
3208,XP_003399475.1,339
3209,XP_003399476.1,445
3210,XP_003399477.1,741
3211,XP_003399478.1,731
3212,XP_003399480.1,557
3213,XP_003399482.1,152
3214,XP_003399483.1,231
3215,XP_003399484.1,611
3216,XP_003399486.1,123
3217,XP_003399488.1,71
3218,XP_003399489.1,118
3219,XP_003399490.1,1046
3220,XP_003399493.1,246
3221,XP_003399495.1,935
3222,XP_003399496.1,346
3223,XP_003399499.1,148
3224,XP_003399501.1,1135
3225,XP_003399503.1,659
3226,XP_003399504.1,289
3227,XP_003399506.1,673
3228,XP_003399507.1,385
3229,XP_003399509.1,339
3230,XP_003399511.1,428
3231,XP_003399517.1,528
3232,XP_003399518.1,513
3233,XP_003399519.1,308
3234,XP_003399522.1,326
3235,XP_003399525.1,519
3236,XP_003399526.1,391
3237,XP_003399527.1,1163
3238,XP_003399529.1,275
3239,XP_003399530.1,335
3240,XP_003399532.1,1283
3241,XP_003399533.1,228
3242,XP_003399535.1,617
3243,XP_003399539.1,689
3244,XP_003399540.1,429
3245,XP_003399542.1,60
3246,XP_003399543.1,186
3247,XP_003399544.1,323
3248,XP_003399547.3,2071
3249,XP_003399549.1,167
3250,XP_003399550.1,820
3251,XP_003399553.1,205
3252,XP_003399558.1,175
3253,XP_003399561.1,911
3254,XP_003399562.1,174
3255,XP_003399563.1,471
3256,XP_003399568.1,257
3257,XP_003399571.1,615
3258,XP_003399572.1,371
3259,XP_003399574.1,346
3260,XP_003399576.1,612
3261,XP_003399585.1,748
3262,XP_003399590.1,501
3263,XP_003399594.1,1053
3264,XP_003399603.1,274
3265,XP_003399605.3,664
3266,XP_003399609.1,1092
3267,XP_003399611.1,560
3268,XP_003399612.1,416
3269,XP_003399613.1,299
3270,XP_003399614.1,746
3271,XP_003399616.1,417
3272,XP_003399617.1,119
3273,XP_003399621.1,2592
3274,XP_003399622.1,266
3275,XP_003399626.2,277
3276,XP_003399628.1,220
3277,XP_003399629.1,570
3278,XP_003399630.1,475
3279,XP_003399635.2,215
3280,XP_003399636.2,340
3281,XP_003399637.1,151
3282,XP_003399639.1,817
3283,XP_003399641.1,389
3284,XP_003399642.1,286
3285,XP_003399646.1,829
3286,XP_003399647.1,495
3287,XP_003399650.1,112
3288,XP_003399651.1,180
3289,XP_003399652.1,649
3290,XP_003399653.1,336
3291,XP_003399655.1,1404
3292,XP_003399658.1,486
3293,XP_003399659.1,512
3294,XP_003399660.2,535
3295,XP_003399661.1,480
3296,XP_003399665.1,1941
3297,XP_003399666.1,1839
3298,XP_003399667.1,218
3299,XP_003399672.2,1021
3300,XP_003399673.1,232
3301,XP_003399674.1,202
3302,XP_003399677.2,682
3303,XP_003399678.1,201
3304,XP_003399680.1,758
3305,XP_003399681.1,646
3306,XP_003399682.1,411
3307,XP_003399683.1,325
3308,XP_003399684.1,319
3309,XP_003399685.3,231
3310,XP_003399686.1,479
3311,XP_003399687.1,360
3312,XP_003399689.1,461
3313,XP_003399690.1,397
3314,XP_003399691.1,796
3315,XP_003399692.1,285
3316,XP_003399696.2,565
3317,XP_003399699.1,1233
3318,XP_003399700.1,450
3319,XP_003399704.1,292
3320,XP_003399706.1,799
3321,XP_003399707.1,115
3322,XP_003399711.1,602
3323,XP_003399712.1,703
3324,XP_003399713.1,684
3325,XP_003399714.1,220
3326,XP_003399715.1,435
3327,XP_003399716.1,90
3328,XP_003399718.1,561
3329,XP_003399719.1,202
3330,XP_003399720.1,202
3331,XP_003399722.1,376
3332,XP_003399724.1,1098
3333,XP_003399725.1,316
3334,XP_003399730.1,462
3335,XP_003399731.1,89
3336,XP_003399733.1,692
3337,XP_003399735.1,444
3338,XP_003399736.1,220
3339,XP_003399738.1,875
3340,XP_003399739.1,579
3341,XP_003399740.1,627
3342,XP_003399742.1,1805
3343,XP_003399743.1,1325
3344,XP_003399744.1,816
3345,XP_003399747.1,1626
3346,XP_003399748.1,683
3347,XP_003399750.1,1273
3348,XP_003399751.2,867
3349,XP_003399752.1,171
3350,XP_003399753.1,1026
3351,XP_003399755.1,526
3352,XP_003399756.2,451
3353,XP_003399757.1,526
3354,XP_003399759.1,472
3355,XP_003399760.1,650
3356,XP_003399763.1,384
3357,XP_003399765.2,227
3358,XP_003399769.1,194
3359,XP_003399771.1,1041
3360,XP_003399777.2,316
3361,XP_003399779.1,1902
3362,XP_003399782.1,402
3363,XP_003399783.3,584
3364,XP_003399785.1,411
3365,XP_003399787.1,153
3366,XP_003399788.1,64
3367,XP_003399789.1,1245
3368,XP_003399790.1,813
3369,XP_003399793.1,217
3370,XP_003399794.1,582
3371,XP_003399797.1,380
3372,XP_003399800.1,310
3373,XP_003399802.1,960
3374,XP_003399805.1,203
3375,XP_003399806.1,548
3376,XP_003399808.1,126
3377,XP_003399812.1,153
3378,XP_003399813.1,118
3379,XP_003399814.1,1120
3380,XP_003399815.1,925
3381,XP_003399816.1,278
3382,XP_003399823.1,659
3383,XP_003399824.1,453
3384,XP_003399827.1,344
3385,XP_003399830.1,205
3386,XP_003399831.1,192
3387,XP_003399832.1,298
3388,XP_003399834.1,149
3389,XP_003399839.2,1134
3390,XP_003399845.1,124
3391,XP_003399846.1,314
3392,XP_003399852.3,256
3393,XP_003399853.1,463
3394,XP_003399854.1,130
3395,XP_003399855.1,484
3396,XP_003399857.1,651
3397,XP_003399859.1,168
3398,XP_003399862.1,371
3399,XP_003399864.1,363
3400,XP_003399865.1,358
3401,XP_003399867.1,1062
3402,XP_003399868.1,1344
3403,XP_003399869.1,155
3404,XP_003399870.1,135
3405,XP_003399872.1,469
3406,XP_003399873.1,749
3407,XP_003399874.1,220
3408,XP_003399877.1,572
3409,XP_003399880.1,504
3410,XP_003399883.1,267
3411,XP_003399884.1,340
3412,XP_003399888.1,497
3413,XP_003399889.1,1577
3414,XP_003399896.1,414
3415,XP_003399897.1,272
3416,XP_003399898.1,536
3417,XP_003399902.1,398
3418,XP_003399904.1,519
3419,XP_003399905.1,263
3420,XP_003399907.1,101
3421,XP_003399909.1,154
3422,XP_003399910.1,1509
3423,XP_003399911.2,772
3424,XP_003399913.1,515
3425,XP_003399914.1,268
3426,XP_003399915.1,310
3427,XP_003399916.1,653
3428,XP_003399921.1,396
3429,XP_003399923.1,286
3430,XP_003399924.1,377
3431,XP_003399925.2,770
3432,XP_003399926.3,677
3433,XP_003399929.1,159
3434,XP_003399930.1,114
3435,XP_003399931.1,109
3436,XP_003399933.1,465
3437,XP_003399935.1,1011
3438,XP_003399936.1,597
3439,XP_003399941.1,712
3440,XP_003399944.1,533
3441,XP_003399945.1,171
3442,XP_003399946.1,110
3443,XP_003399948.1,268
3444,XP_003399954.1,483
3445,XP_003399956.1,482
3446,XP_003399958.1,322
3447,XP_003399959.1,179
3448,XP_003399960.2,317
3449,XP_003399961.1,724
3450,XP_003399965.1,82
3451,XP_003399968.2,740
3452,XP_003399969.1,306
3453,XP_003399971.1,574
3454,XP_003399975.1,279
3455,XP_003399976.1,1182
3456,XP_003399978.2,430
3457,XP_003399989.1,610
