Orthogroup	Vespa_mandarinia	Apis_mellifera
OG0001272	XP_035724189.1	NP_001035321.1, XP_026297805.1
OG0001273	XP_035719773.1, XP_035719772.1, XP_035719770.1	XP_026296398.1, XP_006570301.2
OG0001274	XP_035720662.1, XP_035720661.1	XP_001122827.2
OG0001277	XP_035739371.1, XP_035739372.1, XP_035739369.1, XP_035739370.1, XP_035739367.1, XP_035739368.1, XP_035739365.1, XP_035739366.1, XP_035739364.1, XP_035739373.1	XP_026295295.1, XP_026295296.1, XP_016773012.1
OG0001278	XP_035718527.1, XP_035718526.1, XP_035718525.1, XP_035718528.1	XP_392893.3
OG0001279	XP_035727026.1, XP_035727025.1, XP_035727031.1	XP_026295958.1
OG0001279	XP_035727032.1	XP_026295957.1
OG0001280	XP_035744237.1, XP_035744236.1, XP_035744235.1	XP_026300549.1
OG0001281	XP_035737905.1	XP_016769580.1, XP_016769585.1
OG0001282	XP_035720417.1, XP_035720418.1, XP_035720420.1, XP_035720419.1, XP_035720421.1	XP_006564543.1
OG0001283	XP_035739286.1, XP_035739285.1, XP_035739284.1	XP_006568427.1, XP_016768751.1
OG0001284	XP_035734609.1, XP_035734611.1	XP_394429.4
OG0001286	XP_035743126.1	XP_026300876.1, XP_026300874.1, XP_026300875.1, XP_026300873.1
OG0001287	XP_035729932.1, XP_035729930.1, XP_035729935.1, XP_035729939.1	XP_026302119.1
OG0001288	XP_035744139.1	NP_001035353.1
OG0001289	XP_035718903.1, XP_035718904.1, XP_035718901.1, XP_035718899.1, XP_035718900.1, XP_035718898.1	XP_001120054.2
OG0001290	XP_035732080.1	XP_026301145.1
OG0001291	XP_035739775.1, XP_035739774.1, XP_035739777.1, XP_035739776.1, XP_035739773.1, XP_035739781.1, XP_035739779.1, XP_035739778.1	XP_006565323.1, XP_623775.3
OG0001292	XP_035740631.1, XP_035740630.1, XP_035740629.1, XP_035740628.1	XP_625028.1
OG0001293	XP_035719793.1	XP_001119898.1
OG0001294	XP_035736216.1	XP_394095.3
OG0001295	XP_035732764.1	XP_026298643.1
OG0001296	XP_035719460.1	XP_026301584.1
OG0001298	XP_035732584.1, XP_035732585.1, XP_035732582.1, XP_035732583.1	XP_392800.3
OG0001300	XP_035719088.1, XP_035719087.1	XP_026300271.1, XP_026300270.1
OG0001301	XP_035721452.1, XP_035721453.1, XP_035721454.1, XP_035721456.1, XP_035721455.1, XP_035721457.1	XP_026298240.1, XP_026298239.1
OG0001302	XP_035717663.1	XP_026301923.1
OG0001303	XP_035737788.1, XP_035737782.1	XP_016766222.1, XP_016766225.1
OG0001304	XP_035731088.1, XP_035731087.1	XP_006563576.1, XP_026301131.1
OG0001305	XP_035741182.1	XP_026297620.1
OG0001306	XP_035725748.1	XP_006566054.1
OG0001307	XP_035739052.1, XP_035739051.1, XP_035739043.1	XP_026296701.1
OG0001308	XP_035719094.1, XP_035719093.1, XP_035719092.1, XP_035719091.1, XP_035719096.1	XP_026301522.1
OG0001310	XP_035743105.1	XP_006571955.1, XP_001122617.2
OG0001312	XP_035725122.1	XP_006569762.1
OG0001313	XP_035742168.1	XP_393558.1
OG0001314	XP_035725375.1	XP_006561423.1
OG0001315	XP_035728566.1	XP_006562371.1, XP_016771801.1
OG0001316	XP_035743974.1	XP_016773414.1, XP_006571183.1
OG0001317	XP_035735882.1	XP_026301772.1, XP_026301780.1
OG0001318	XP_035742971.1	XP_006561870.1, XP_623659.3
OG0001319	XP_035723870.1	XP_026295883.1, XP_016767420.2, XP_016767421.2, XP_001120680.3, XP_006567363.2, XP_006567362.2, XP_006567361.2
OG0001320	XP_035726547.1, XP_035726469.1, XP_035726632.1	XP_001120442.2
OG0001321	XP_035722318.1, XP_035722316.1	XP_016768933.1, XP_006564631.1, XP_006564632.1
OG0001322	XP_035724644.1	XP_001120452.2
OG0001323	XP_035742444.1	XP_026297999.1
OG0001328	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1	XP_026298928.1, XP_006566140.1
OG0001329	XP_035721000.1, XP_035720999.1	XP_026297740.1, XP_392793.4, XP_006568388.1, XP_006568387.1
OG0001330	XP_035731423.1	XP_006569373.1
OG0001331	XP_035742340.1	XP_392843.1
OG0001332	XP_035741316.1	XP_391934.3
OG0001333	XP_035728809.1, XP_035728808.1	XP_006561728.1, XP_006561729.1
OG0001334	XP_035744111.1	XP_026298647.1, NP_001071291.1
OG0001335	XP_035728155.1	XP_003250006.1
OG0001337	XP_035729631.1	XP_006557510.1
OG0001338	XP_035736800.1	XP_026299446.1
OG0001339	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1	XP_006560547.1, XP_006560548.1
OG0001340	XP_035733304.1	XP_396914.2
OG0001341	XP_035719766.1, XP_035719768.1, XP_035719767.1	XP_026299161.1
OG0001342	XP_035730554.1	NP_001233596.1, XP_006568757.1
OG0001343	XP_035735794.1	XP_001120622.3
OG0001344	XP_035743053.1	XP_006567413.1, XP_026298569.1
OG0001345	XP_035724254.1	XP_625158.1
OG0001346	XP_035743533.1	XP_006568830.2
OG0001347	XP_035721417.1	XP_016766564.1
OG0001348	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1	XP_393071.3, XP_006558911.1
OG0001349	XP_035737275.1	XP_001122465.1
OG0001350	XP_035728041.1	XP_026301333.1, XP_026301331.1, XP_026301332.1
OG0001351	XP_035736225.1	XP_625226.1
OG0001352	XP_035726719.1	XP_624128.3, XP_006562315.2
OG0001353	XP_035733802.1, XP_035733803.1, XP_035733801.1	XP_003249908.1
OG0001354	XP_035719802.1	XP_016767597.1
OG0001355	XP_035742236.1, XP_035742247.1	XP_006565066.1
OG0001356	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1	XP_016768312.1, XP_016768311.1, XP_396491.1, XP_016768313.1, XP_016768310.1
OG0001357	XP_035725865.1	XP_624751.3
OG0001358	XP_035729894.1, XP_035729906.1, XP_035729897.1, XP_035729889.1	XP_026301373.1, XP_026301380.1, XP_026301399.1
OG0001359	XP_035724375.1	XP_016772586.1
OG0001360	XP_035739277.1, XP_035739279.1, XP_035739278.1	XP_006568424.1, XP_016768724.1, XP_006568423.1, XP_392631.2
OG0001361	XP_035731418.1	XP_003251907.2
OG0001362	XP_035719686.1	XP_016767937.1, XP_392575.3
OG0001363	XP_035734648.1	XP_394252.2
OG0001364	XP_035732915.1, XP_035732913.1, XP_035732914.1	XP_026295929.1
OG0001365	XP_035743429.1	XP_006566705.2
OG0001368	XP_035717255.1	XP_006558888.1, XP_006558887.1, XP_396702.1
OG0001369	XP_035733443.1	XP_016772826.1
OG0001370	XP_035721187.1	XP_006557536.1
OG0001371	XP_035738382.1	XP_397170.4
OG0001373	XP_035723967.1, XP_035723978.1	XP_006564089.1
OG0001374	XP_035723692.1, XP_035723693.1	NP_001171374.1, XP_026300673.1
OG0001375	XP_035737885.1	XP_001121365.2
OG0001375	XP_035737859.1	XP_006562011.1
OG0001376	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1	XP_396175.2, XP_006569779.1, XP_016769123.1
OG0001377	XP_035735132.1	XP_003249169.1
OG0001378	XP_035725634.1	XP_026297486.1
OG0001379	XP_035737881.1, XP_035737880.1	XP_006567468.1
OG0001380	XP_035740772.1, XP_035740773.1, XP_035740774.1	XP_394382.2
OG0001381	XP_035724080.1	XP_395682.4
OG0001382	XP_035730370.1	XP_026297953.1
OG0001383	XP_035724036.1	XP_006572237.1
OG0001384	XP_035726968.1	XP_396789.2
OG0001385	XP_035732208.1, XP_035732210.1, XP_035732206.1, XP_035732207.1, XP_035732205.1, XP_035732209.1	XP_016767540.2, NP_001276370.1
OG0001386	XP_035740449.1	XP_016767856.1, XP_016767858.1, XP_006561126.1, XP_006561128.1
OG0001387	XP_035732545.1	XP_006557949.1
OG0001388	XP_035734878.1	XP_016770706.1
OG0001390	XP_035742117.1	XP_393336.2
OG0001391	XP_035730076.1	XP_006557325.2
OG0001392	XP_035737019.1, XP_035737028.1	XP_016770421.1, XP_026301887.1, XP_006571083.1
OG0001394	XP_035736165.1	XP_026301283.1
OG0001394	XP_035721237.1	XP_006563923.1
OG0001395	XP_035719472.1	XP_026300619.1
OG0001396	XP_035725824.1, XP_035725825.1	XP_003251700.2
OG0001397	XP_035744070.1	XP_006558421.1
OG0001398	XP_035742426.1	XP_026295323.1, XP_396074.2
OG0001399	XP_035717850.1	XP_026295822.1, XP_006570847.3, XP_026295821.1
OG0001400	XP_035741628.1	XP_026298271.1
OG0001401	XP_035737949.1	XP_395366.2
OG0001402	XP_035742995.1	XP_624525.3
OG0001403	XP_035731217.1, XP_035731212.1	XP_026298793.1, XP_006567426.1
OG0001404	XP_035730874.1, XP_035730875.1, XP_035730873.1, XP_035730876.1	XP_003250893.1, XP_016770402.1
OG0001405	XP_035729574.1	XP_006558378.1
OG0001406	XP_035731719.1	XP_003249994.1, XP_006562035.1
OG0001407	XP_035733314.1	XP_016770141.1, XP_006570083.1, XP_016770134.1
OG0001408	XP_035719033.1	NP_001229369.1
OG0001409	XP_035719541.1, XP_035719544.1	XP_006563335.1
OG0001410	XP_035732860.1	XP_395760.4
OG0001413	XP_035740982.1	XP_623536.3
OG0001414	XP_035724862.1, XP_035724860.1	XP_006560334.1, XP_026299267.1
OG0001415	XP_035728554.1, XP_035728552.1	XP_016769111.2, XP_026301172.1
OG0001416	XP_035736479.1	XP_026298066.1, XP_026298062.1
OG0001417	XP_035742298.1, XP_035742299.1, XP_035742301.1, XP_035742297.1	XP_006564416.1, XP_006564415.1
OG0001418	XP_035733747.1	XP_026297714.1
OG0001419	XP_035724786.1, XP_035724778.1	XP_026294885.1, XP_026294944.1
OG0001420	XP_035733386.1	XP_394326.4
OG0001421	XP_035720527.1	XP_006564186.1, XP_026297333.1
OG0001422	XP_035743214.1	XP_006568172.2
OG0001423	XP_035722660.1	XP_026302100.1
OG0001424	XP_035729820.1, XP_035729819.1, XP_035729816.1, XP_035729818.1	XP_006561339.1
OG0001425	XP_035726568.1, XP_035726572.1	XP_006571360.1
OG0001426	XP_035732107.1	XP_026300478.1
OG0001427	XP_035725975.1	XP_001121333.2
OG0001428	XP_035734486.1	XP_006570272.2, XP_016767777.2, XP_026296777.1
OG0001429	XP_035728983.1	XP_393105.4
OG0001430	XP_035729828.1	XP_026301363.1
OG0001433	XP_035738907.1	XP_003249531.1
OG0001434	XP_035726809.1, XP_035727180.1, XP_035726835.1, XP_035726805.1, XP_035726807.1, XP_035727336.1, XP_035726800.1, XP_035726801.1, XP_035726803.1, XP_035726828.1	XP_001122051.1
OG0001436	XP_035735687.1	XP_393999.3
OG0001437	XP_035723764.1, XP_035723763.1	XP_026299979.1
OG0001438	XP_035741297.1	XP_006566923.2
OG0001439	XP_035724865.1	XP_003249667.1
OG0001440	XP_035718674.1, XP_035718673.1	XP_016766945.1
OG0001441	XP_035719956.1	XP_026297824.1, XP_026297830.1, XP_026297821.1
OG0001442	XP_035733993.1	XP_006566607.1, XP_006566608.1, XP_016770708.1, XP_001122238.2
OG0001445	XP_035724530.1, XP_035724531.1, XP_035724532.1	XP_016767809.1, XP_006564258.1
OG0001446	XP_035722938.1	XP_016769759.1, XP_026299020.1
OG0001448	XP_035719527.1, XP_035719526.1, XP_035719525.1, XP_035719524.1	NP_001136033.1, XP_006557739.2
OG0001449	XP_035734028.1, XP_035734027.1, XP_035734026.1	XP_001122287.2, XP_001122272.2, XP_001122304.3
OG0001450	XP_035728036.1, XP_035728035.1, XP_035728034.1, XP_035728037.1	XP_006563694.1
OG0001451	XP_035743610.1	XP_016770584.1, XP_016770585.1
OG0001453	XP_035723822.1	XP_623506.1
OG0001455	XP_035719144.1, XP_035719145.1, XP_035743387.1, XP_035743397.1	XP_395548.2
OG0001456	XP_035728539.1	XP_003250782.1
OG0001457	XP_035744061.1	XP_395405.1
OG0001458	XP_035732938.1, XP_035732935.1, XP_035732936.1, XP_035732932.1, XP_035732934.1, XP_035732937.1	XP_016771740.1, XP_006560290.1
OG0001459	XP_035743512.1	XP_624206.2
OG0001460	XP_035725939.1, XP_035725937.1, XP_035725936.1, XP_035725935.1, XP_035725938.1	XP_395475.2
OG0001461	XP_035732071.1, XP_035732072.1	XP_625038.2
OG0001462	XP_035732320.1	XP_392422.2
OG0001462	XP_035732321.1	XP_003250633.1
OG0001463	XP_035722487.1	XP_006568200.1, XP_026299050.1
OG0001464	XP_035734328.1, XP_035734326.1	XP_026297059.1
OG0001465	XP_035728604.1	XP_001122467.1
OG0001466	XP_035743143.1	XP_623574.2, XP_003250648.1
OG0001467	XP_035743437.1	XP_624385.4
OG0001468	XP_035726768.1	XP_001121269.2, XP_026301134.1
OG0001469	XP_035740153.1	XP_016770754.2, XP_006566407.2
OG0001470	XP_035732679.1	XP_392667.2
OG0001471	XP_035741273.1	XP_026295194.1, XP_006563973.1
OG0001473	XP_035734940.1	XP_016773638.2
OG0001474	XP_035739077.1	XP_623681.1
OG0001475	XP_035717856.1	XP_624415.1, XP_026295254.1, XP_006570845.1, XP_016773034.1, XP_003251612.1
OG0001476	XP_035731880.1	XP_016770904.2, XP_026299931.1, XP_026299930.1, XP_006565307.2, XP_026299929.1, XP_006565305.2, XP_006565306.2
OG0001477	XP_035740878.1, XP_035740881.1, XP_035740880.1, XP_035740879.1	XP_006562867.1
OG0001478	XP_035743449.1	XP_006568688.1
OG0001479	XP_035732480.1	XP_006570473.1
OG0001480	XP_035743666.1, XP_035743665.1	XP_624520.1
OG0001481	XP_035720959.1	XP_006572049.1
OG0001482	XP_035728409.1	XP_006557348.1, XP_006557349.1
OG0001483	XP_035724368.1	XP_006562729.1
OG0001485	XP_035728266.1	XP_026300236.1
OG0001486	XP_035737270.1	NP_001252514.1, XP_006564386.1
OG0001487	XP_035730037.1	XP_006562891.1
OG0001488	XP_035738110.1	XP_026297149.1
OG0001489	XP_035726010.1	XP_003249463.1
OG0001490	XP_035724088.1	XP_026296438.1
OG0001491	XP_035727119.1	XP_006560273.1
OG0001492	XP_035739387.1	XP_624946.1
OG0001493	XP_035738712.1, XP_035738727.1, XP_035738733.1	XP_001120943.2, XP_006566059.1
OG0001494	XP_035731260.1, XP_035731259.1, XP_035731258.1	XP_006569570.1
OG0001495	XP_035724055.1, XP_035724053.1, XP_035724054.1, XP_035724052.1	XP_026296208.1
OG0001496	XP_035733812.1	XP_006562571.1
OG0001497	XP_035729500.1	XP_026299752.1
OG0001498	XP_035719605.1	XP_006563298.1
OG0001499	XP_035735460.1	XP_623985.3
OG0001499	XP_035726067.1	XP_623658.1
OG0001500	XP_035729281.1, XP_035729277.1	NP_001189389.1
OG0001501	XP_035736056.1	XP_006569496.1, XP_006569498.1
OG0001502	XP_035736178.1	XP_026297625.1
OG0001503	XP_035731138.1	XP_397549.2, XP_003250890.1
OG0001504	XP_035724977.1, XP_035724976.1	XP_393495.3
OG0001505	XP_035740281.1	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296387.1, XP_026296389.1
OG0001506	XP_035724115.1, XP_035724116.1	XP_006569200.1
OG0001507	XP_035722516.1	XP_006563542.1
OG0001508	XP_035735828.1, XP_035735819.1	XP_016767457.1, XP_026295906.1
OG0001509	XP_035725114.1	XP_006569759.1, XP_006569756.1, XP_006569758.1
OG0001510	XP_035736193.1, XP_035738093.1	NP_001264228.1, XP_016770661.2
OG0001511	XP_035727478.1	XP_623621.1
OG0001512	XP_035743937.1	XP_026299774.1, XP_026299769.1
OG0001513	XP_035740488.1	XP_003249578.1
OG0001514	XP_035720547.1	XP_396376.2
OG0001515	XP_035743549.1	XP_006568666.1
OG0001516	XP_035724326.1, XP_035724325.1	XP_016768032.1
OG0001517	XP_035741612.1	XP_016772636.1
OG0001518	XP_035724751.1, XP_035724750.1	XP_006569908.1, XP_006569907.1
OG0001519	XP_035737253.1	XP_001121155.2
OG0001520	XP_035743161.1	XP_016773511.1
OG0001521	XP_035731179.1	XP_026296663.1
OG0001522	XP_035739848.1	XP_396892.2
OG0001523	XP_035728167.1	XP_026301434.1
OG0001524	XP_035730671.1, XP_035730669.1, XP_035730670.1	XP_006568047.1
OG0001525	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1	XP_006559250.1, XP_393635.1
OG0001526	XP_035728083.1	NP_001011602.1
OG0001527	XP_035728445.1, XP_035728444.1	XP_006561935.1
OG0001529	XP_035739478.1	XP_006557300.1
OG0001530	XP_035742074.1, XP_035742073.1	XP_026301949.1
OG0001531	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1	XP_006564855.1
OG0001532	XP_035728061.1, XP_035728062.1	XP_016768684.2, XP_016768690.1
OG0001533	XP_035743685.1	XP_026297995.1
OG0001534	XP_035731294.1	XP_006570008.2
OG0001535	XP_035726470.1	XP_016766188.2
OG0001536	XP_035730724.1, XP_035730723.1	XP_026299834.1, XP_026299833.1
OG0001537	XP_035717336.1	XP_016771061.1, XP_396670.3
OG0001539	XP_035736370.1, XP_035736369.1	XP_026300395.1
OG0001540	XP_035742193.1	XP_006570639.1, NP_001107211.1
OG0001541	XP_035740966.1	XP_026301845.1, XP_026301842.1
OG0001542	XP_035725107.1, XP_035725106.1, XP_035725108.1	XP_016767210.2, XP_001121775.2
OG0001543	XP_035734388.1	XP_623560.2, XP_006562474.1, XP_006562473.1, XP_026299439.1
OG0001545	XP_035743288.1	XP_026295460.1
OG0001546	XP_035724101.1	XP_001121602.2, XP_026296545.1
OG0001547	XP_035738371.1	XP_006565258.1
OG0001548	XP_035733159.1	XP_006568458.2, XP_026295258.1
OG0001549	XP_035732687.1	XP_006565363.2
OG0001550	XP_035735400.1, XP_035735403.1	XP_396025.4
OG0001552	XP_035720372.1	XP_006561183.1, XP_016766181.1
OG0001553	XP_035720814.1	XP_394347.5
OG0001554	XP_035721118.1	XP_016770977.1, XP_006561260.1
OG0001555	XP_035719215.1, XP_035719214.1, XP_035719213.1	XP_396132.4
OG0001556	XP_035730674.1	XP_006558583.1
OG0001557	XP_035737148.1, XP_035737142.1	XP_006564466.1
OG0001558	XP_035742800.1, XP_035742835.1, XP_035742827.1, XP_035742810.1, XP_035742819.1	XP_393403.3
OG0001559	XP_035735222.1, XP_035735223.1	XP_026299665.1
OG0001560	XP_035733162.1, XP_035733154.1	NP_001242968.1, XP_006561571.2, NP_001242969.1
OG0001561	XP_035729434.1, XP_035729435.1	XP_006563441.2
OG0001562	XP_035727763.1, XP_035727765.1	XP_006558995.1
OG0001563	XP_035738177.1	XP_016772117.1
OG0001565	XP_035740221.1	XP_026299072.1
OG0001567	XP_035733419.1, XP_035733417.1	XP_006562827.2, XP_026302056.1
OG0001568	XP_035719663.1	XP_006567935.1
OG0001569	XP_035735846.1	XP_026300765.1, XP_625030.1, XP_006564990.1
OG0001570	XP_035736968.1	XP_001120557.1, XP_006571825.1
OG0001571	XP_035720700.1	XP_623644.3
OG0001572	XP_035727941.1	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3
OG0001573	XP_035744094.1	XP_026302090.1
OG0001574	XP_035734280.1, XP_035734289.1	XP_006557906.2
OG0001575	XP_035740609.1, XP_035740610.1	XP_026298538.1
OG0001576	XP_035718048.1	XP_026295510.1
OG0001577	XP_035719108.1, XP_035719116.1	XP_394734.5
OG0001578	XP_035725745.1	XP_006567173.2
OG0001579	XP_035729962.1, XP_035729961.1, XP_035729963.1	XP_393727.2
OG0001581	XP_035727859.1	XP_001122164.3
OG0001582	XP_035735263.1	XP_026295451.1, XP_016766735.2
OG0001583	XP_035736291.1	XP_006560007.3
OG0001584	XP_035739266.1	XP_006571318.1, XP_006571313.1
OG0001585	XP_035732290.1	XP_006565462.1
OG0001585	XP_035732292.1	XP_026296905.1
OG0001586	XP_035741954.1	XP_623933.1
OG0001587	XP_035737786.1, XP_035741104.1, XP_035741103.1, XP_035741105.1	XP_006568372.3
OG0001588	XP_035732715.1	XP_016770533.1, XP_016770532.1
OG0001589	XP_035742281.1, XP_035742282.1	XP_001120695.1
OG0001590	XP_035742142.1	XP_016768773.1
OG0001591	XP_035733982.1, XP_035733981.1	XP_006566433.2, XP_026299417.1
OG0001592	XP_035726707.1	XP_026301990.1
OG0001593	XP_035740704.1	XP_016772021.1
OG0001594	XP_035724403.1, XP_035724402.1	XP_624254.3, XP_006562530.1
OG0001595	XP_035727774.1	XP_393778.2
OG0001596	XP_035733254.1	XP_003251001.1
OG0001597	XP_035733267.1	XP_006568941.1
OG0001598	XP_035723486.1	NP_001011578.1
OG0001600	XP_035734659.1, XP_035734656.1, XP_035734657.1	XP_001122104.1, XP_006567506.1
OG0001601	XP_035741630.1	XP_016766791.1
OG0001602	XP_035737830.1	XP_026296768.1
OG0001604	XP_035737909.1, XP_035737914.1	XP_016769578.1, XP_016769579.1
OG0001605	XP_035743515.1	XP_006562787.2
OG0001605	XP_035743631.1	XP_006562747.2, XP_006562750.2, XP_006562749.2
OG0001606	XP_035741397.1	XP_006559482.2, XP_016772477.2
OG0001607	XP_035721439.1	XP_026295945.1
OG0001608	XP_035735061.1, XP_035735060.1	XP_006566547.1, XP_016770624.1, XP_016770623.2
OG0001612	XP_035725764.1	XP_006570894.1, XP_006570895.1
OG0001614	XP_035729693.1, XP_035729699.1	XP_006563852.2
OG0001615	XP_035724682.1	XP_001120364.1
OG0001616	XP_035725033.1, XP_035725034.1	XP_006566477.1, XP_006566478.1
OG0001617	XP_035742339.1	XP_006559199.1
OG0001619	XP_035723068.1, XP_035723071.1	XP_026302278.1, XP_026302276.1
OG0001620	XP_035723185.1	XP_006559598.1, XP_006559599.1
OG0001621	XP_035733218.1, XP_035733219.1	XP_006567760.1, XP_003251079.1
OG0001622	XP_035740437.1	XP_006572004.2
OG0001623	XP_035723670.1	XP_395696.2
OG0001624	XP_035742940.1	XP_397056.2
OG0001625	XP_035727825.1	XP_396699.1
OG0001626	XP_035731937.1, XP_035731939.1, XP_035731941.1, XP_035731938.1, XP_035731940.1	XP_624479.1
OG0001627	XP_035725155.1, XP_035725156.1, XP_035725157.1, XP_035725158.1	XP_006568009.1
OG0001628	XP_035734380.1	XP_006567224.1
OG0001629	XP_035732347.1	XP_624943.3
OG0001630	XP_035736770.1, XP_035736774.1	XP_001122389.1
OG0001631	XP_035722044.1	XP_624018.4
OG0001632	XP_035740780.1	XP_016771561.1
OG0001633	XP_035734051.1	XP_006558558.3
OG0001634	XP_035731640.1	XP_623646.2
OG0001635	XP_035731776.1	XP_001120583.1
OG0001636	XP_035733127.1	XP_006568732.2, NP_001035346.1
OG0001637	XP_035719918.1	XP_016769931.2, XP_396322.3
OG0001639	XP_035721241.1	XP_006565792.1
OG0001640	XP_035718059.1, XP_035721841.1, XP_035721840.1	XP_026297298.1
OG0001641	XP_035719662.1	XP_003250009.1, XP_016767664.1
OG0001642	XP_035733123.1	XP_394292.3
OG0001643	XP_035720944.1	XP_001123355.3
OG0001645	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1	XP_397283.1
OG0001646	XP_035725754.1	XP_016767126.2, XP_006567318.2
OG0001647	XP_035727074.1	XP_026300749.1
OG0001648	XP_035726598.1	XP_006571365.1
OG0001649	XP_035718504.1	XP_016769479.1
OG0001650	XP_035741136.1	XP_026298834.1, XP_026298833.1
OG0001651	XP_035724993.1	XP_006566520.1, XP_006566522.1
OG0001652	XP_035734304.1, XP_035734303.1	XP_006560202.1, XP_016768462.1
OG0001653	XP_035724315.1	XP_006563337.2
OG0001654	XP_035725123.1	XP_006562323.1
OG0001655	XP_035734720.1	XP_006568644.1
OG0001656	XP_035726949.1, XP_035726948.1, XP_035726947.1	XP_001121554.3
OG0001657	XP_035725974.1	XP_006569661.1
OG0001658	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1	XP_016767405.1, XP_016767404.1, XP_006567305.1
OG0001659	XP_035724064.1	XP_016772008.1
OG0001661	XP_035738618.1	XP_393502.3
OG0001662	XP_035734917.1, XP_035734912.1	XP_006563658.1, XP_016772164.2
OG0001663	XP_035719506.1	XP_006569237.2
OG0001664	XP_035720672.1, XP_035720670.1	NP_001155988.1, XP_006567657.1
OG0001665	XP_035740169.1	XP_006566494.1
OG0001666	XP_035728853.1	XP_624283.3
OG0001667	XP_035717186.1	XP_006570316.1, XP_001122704.2, XP_026296440.1
OG0001668	XP_035733407.1, XP_035733405.1, XP_035733406.1, XP_035733404.1, XP_035733403.1, XP_035733402.1	XP_006562826.1
OG0001669	XP_035743908.1	XP_006572269.1
OG0001670	XP_035720954.1, XP_035720953.1	XP_624386.1
OG0001671	XP_035729073.1, XP_035729072.1	XP_006562904.1
OG0001672	XP_035732415.1, XP_035732416.1, XP_035732414.1	XP_026301574.1
OG0001673	XP_035738967.1	XP_016772949.2, XP_026301982.1, XP_026301981.1
OG0001674	XP_035721929.1	XP_396231.4, XP_006571348.2
OG0001675	XP_035723042.1	XP_001119944.1
OG0001676	XP_035720013.1, XP_035720011.1, XP_035720012.1, XP_035720009.1, XP_035720010.1, XP_035720016.1, XP_035720017.1	XP_026296455.1, XP_026296459.1
OG0001677	XP_035728893.1	XP_623490.2
OG0001678	XP_035739191.1	XP_016773295.1, XP_392138.3
OG0001679	XP_035739958.1	NP_001264229.1
OG0001680	XP_035731563.1, XP_035731564.1	XP_623725.1
OG0001681	XP_035718864.1, XP_035718865.1	XP_391963.3
OG0001682	XP_035722878.1, XP_035722875.1	XP_006558051.1
OG0001683	XP_035737098.1	XP_001122957.2
OG0001684	XP_035723459.1	XP_026301408.1
OG0001685	XP_035731566.1	XP_006559783.1, XP_006559784.1, XP_397385.2
OG0001686	XP_035736720.1	XP_006562633.1
OG0001687	XP_035732075.1	XP_026300480.1
OG0001688	XP_035735704.1, XP_035735701.1, XP_035735700.1, XP_035735699.1, XP_035735703.1, XP_035735702.1	XP_003250542.1
OG0001689	XP_035727653.1	XP_006560383.2
OG0001690	XP_035741845.1	XP_006563110.2, XP_006563111.2
OG0001691	XP_035734626.1	XP_006567672.1, XP_006567673.1
OG0001692	XP_035722728.1	XP_016772581.1
OG0001693	XP_035723232.1	XP_006559220.1
OG0001694	XP_035736590.1	XP_016766972.1, XP_016766975.1
OG0001695	XP_035724037.1	XP_397181.1
OG0001696	XP_035737044.1, XP_035737037.1	XP_026301919.1, XP_006571061.2
OG0001697	XP_035728174.1	XP_395370.1
OG0001699	XP_035743135.1	XP_006560897.1
OG0001700	XP_035727996.1	XP_016772146.2
OG0001701	XP_035733887.1	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1
OG0001702	XP_035735037.1, XP_035735039.1, XP_035735038.1	XP_006557525.1, XP_006557524.1, XP_001120701.2
OG0001703	XP_035719566.1	XP_394880.3
OG0001704	XP_035725085.1	XP_391922.2
OG0001706	XP_035730623.1	XP_393619.4, XP_016768168.2
OG0001707	XP_035732573.1, XP_035732574.1, XP_035732575.1, XP_035732572.1	XP_026300987.1
OG0001709	XP_035727211.1	XP_026295555.1, XP_026295547.1, XP_016772700.2
OG0001711	XP_035735878.1, XP_035735875.1, XP_035735876.1, XP_035735879.1, XP_035735874.1, XP_035735877.1	XP_394460.1
OG0001712	XP_035717949.1, XP_035717946.1	XP_016771334.1, XP_016771331.1
OG0001713	XP_035727580.1	XP_006562481.1
OG0001714	XP_035733669.1	NP_001207415.1, NP_001207416.1
OG0001715	XP_035730023.1	XP_006569265.3
OG0001716	XP_035739670.1, XP_035739663.1	XP_016768172.2
OG0001717	XP_035725525.1	XP_006567330.1
OG0001718	XP_035740550.1	XP_393236.2
OG0001720	XP_035730232.1, XP_035730231.1	XP_392615.1, XP_016769284.1
