Orthogroup	Vespa_mandarinia	Nomia_melanderi
OG0001319	XP_035723870.1	XP_031834348.1
OG0001320	XP_035726547.1, XP_035726469.1, XP_035726632.1	XP_031826920.1, XP_031826921.1, XP_031826922.1
OG0001321	XP_035722318.1, XP_035722316.1	XP_031829947.1
OG0001322	XP_035724644.1	XP_031825279.1
OG0001323	XP_035742444.1	XP_031830395.1
OG0001328	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1	XP_031848264.1
OG0001329	XP_035721000.1, XP_035720999.1	XP_031826433.1
OG0001330	XP_035731423.1	XP_031829309.1
OG0001331	XP_035742340.1	XP_031830314.1, XP_031830315.1
OG0001332	XP_035741316.1	XP_031827123.1
OG0001333	XP_035728809.1, XP_035728808.1	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1
OG0001334	XP_035744111.1	XP_031848710.1, XP_031848768.1
OG0001335	XP_035728155.1	XP_031831035.1
OG0001337	XP_035729631.1	XP_031831567.1
OG0001338	XP_035736800.1	XP_031835378.1
OG0001339	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1	XP_031844660.1
OG0001340	XP_035733304.1	XP_031828602.1, XP_031828603.1
OG0001341	XP_035719766.1, XP_035719768.1, XP_035719767.1	XP_031831053.1
OG0001342	XP_035730554.1	XP_031833558.1
OG0001343	XP_035735794.1	XP_031832640.1
OG0001343	XP_035735796.1	XP_031829559.1
OG0001344	XP_035743053.1	XP_031835052.1, XP_031835051.1
OG0001345	XP_035724254.1	XP_031833915.1, XP_031833916.1, XP_031833917.1
OG0001346	XP_035743533.1	XP_031831357.1
OG0001347	XP_035721417.1	XP_031850371.1
OG0001348	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1	XP_031830189.1, XP_031830188.1
OG0001349	XP_035737275.1	XP_031843257.1
OG0001350	XP_035728041.1	XP_031829515.1, XP_031829516.1, XP_031829514.1
OG0001351	XP_035736225.1	XP_031843190.1, XP_031843189.1
OG0001352	XP_035726719.1	XP_031841391.1, XP_031841390.1
OG0001353	XP_035733802.1, XP_035733803.1, XP_035733801.1	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1
OG0001354	XP_035719802.1	XP_031825423.1
OG0001355	XP_035742236.1, XP_035742247.1	XP_031836234.1
OG0001356	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1	XP_031838885.1
OG0001357	XP_035725865.1	XP_031828079.1
OG0001358	XP_035729894.1, XP_035729906.1, XP_035729897.1, XP_035729889.1	XP_031848843.1, XP_031843014.1, XP_031843010.1
OG0001359	XP_035724375.1	XP_031826878.1
OG0001360	XP_035739277.1, XP_035739279.1, XP_035739278.1	XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1, XP_031826320.1
OG0001361	XP_035731418.1	XP_031841638.1, XP_031841637.1
OG0001362	XP_035719686.1	XP_031825612.1, XP_031825616.1
OG0001363	XP_035734648.1	XP_031844040.1
OG0001364	XP_035732915.1, XP_035732913.1, XP_035732914.1	XP_031845393.1
OG0001365	XP_035743429.1	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1
OG0001366	XP_035728562.1	XP_031831702.1
OG0001368	XP_035717255.1	XP_031837902.1
OG0001369	XP_035733443.1	XP_031826221.1, XP_031826222.1
OG0001370	XP_035721187.1	XP_031831562.1, XP_031831564.1
OG0001371	XP_035738382.1	XP_031846829.1
OG0001373	XP_035723967.1, XP_035723978.1	XP_031829064.1
OG0001374	XP_035723692.1, XP_035723693.1	XP_031833052.1
OG0001375	XP_035737885.1	XP_031836086.1
OG0001376	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1	XP_031838127.1
OG0001377	XP_035735132.1	XP_031836272.1, XP_031836271.1
OG0001378	XP_035725634.1	XP_031826385.1
OG0001379	XP_035737881.1, XP_035737880.1	XP_031841510.1, XP_031841519.1
OG0001380	XP_035740772.1, XP_035740773.1, XP_035740774.1	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1
OG0001381	XP_035724080.1	XP_031843951.1, XP_031843957.1
OG0001382	XP_035730370.1	XP_031843723.1
OG0001383	XP_035724036.1	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1
OG0001384	XP_035726968.1	XP_031838470.1, XP_031838471.1
OG0001385	XP_035732208.1, XP_035732210.1, XP_035732206.1, XP_035732207.1, XP_035732205.1, XP_035732209.1	XP_031825524.1
OG0001386	XP_035740449.1	XP_031831495.1
OG0001387	XP_035732545.1	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1
OG0001388	XP_035734878.1	XP_031849768.1, XP_031849767.1, XP_031849769.1
OG0001390	XP_035742117.1	XP_031832391.1, XP_031832390.1, XP_031832392.1
OG0001391	XP_035730076.1	XP_031843905.1
OG0001392	XP_035737019.1, XP_035737028.1	XP_031842053.1
OG0001393	XP_035740933.1, XP_035740931.1	XP_031826449.1, XP_031826448.1
OG0001394	XP_035721237.1	XP_031849011.1
OG0001395	XP_035719472.1	XP_031827726.1
OG0001396	XP_035725824.1, XP_035725825.1	XP_031844734.1
OG0001397	XP_035744070.1	XP_031846201.1, XP_031846203.1, XP_031846202.1
OG0001398	XP_035742426.1	XP_031844140.1
OG0001399	XP_035717850.1	XP_031839412.1
OG0001400	XP_035741628.1	XP_031829339.1
OG0001401	XP_035737949.1	XP_031842683.1
OG0001402	XP_035742995.1	XP_031835822.1
OG0001403	XP_035731217.1, XP_035731212.1	XP_031842747.1, XP_031842652.1
OG0001404	XP_035730874.1, XP_035730875.1, XP_035730873.1, XP_035730876.1	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1
OG0001405	XP_035729574.1	XP_031836639.1
OG0001406	XP_035731719.1	XP_031845978.1
OG0001407	XP_035733314.1	XP_031840571.1
OG0001408	XP_035719033.1	XP_031845838.1
OG0001409	XP_035719541.1, XP_035719544.1	XP_031838861.1
OG0001410	XP_035732860.1	XP_031842215.1
OG0001412	XP_035742548.1	XP_031842465.1
OG0001413	XP_035740982.1	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1
OG0001414	XP_035724862.1, XP_035724860.1	XP_031828996.1
OG0001415	XP_035728554.1, XP_035728552.1	XP_031828398.1
OG0001416	XP_035736479.1	XP_031844043.1, XP_031843941.1
OG0001417	XP_035742298.1, XP_035742299.1, XP_035742301.1, XP_035742297.1	XP_031828788.1
OG0001418	XP_035733747.1	XP_031828555.1
OG0001419	XP_035724786.1, XP_035724778.1	XP_031829129.1
OG0001420	XP_035733386.1	XP_031834856.1
OG0001421	XP_035720527.1	XP_031836420.1
OG0001422	XP_035743214.1	XP_031827885.1
OG0001423	XP_035722660.1	XP_031839233.1
OG0001424	XP_035729820.1, XP_035729819.1, XP_035729816.1, XP_035729818.1	XP_031838252.1
OG0001425	XP_035726568.1, XP_035726572.1	XP_031839299.1
OG0001426	XP_035732107.1	XP_031840044.1
OG0001427	XP_035725975.1	XP_031841959.1
OG0001428	XP_035734486.1	XP_031846609.1, XP_031846610.1
OG0001429	XP_035728983.1	XP_031840628.1
OG0001430	XP_035729828.1	XP_031843265.1
OG0001433	XP_035738907.1	XP_031830089.1
OG0001434	XP_035726809.1, XP_035727180.1, XP_035726835.1, XP_035726805.1, XP_035726807.1, XP_035727336.1, XP_035726800.1, XP_035726801.1, XP_035726803.1, XP_035726828.1	XP_031847271.1, XP_031847269.1
OG0001436	XP_035735687.1	XP_031832816.1
OG0001437	XP_035723764.1, XP_035723763.1	XP_031827516.1, XP_031827515.1, XP_031827514.1
OG0001438	XP_035741297.1	XP_031841452.1, XP_031841449.1
OG0001439	XP_035724865.1	XP_031828842.1
OG0001440	XP_035718674.1, XP_035718673.1	XP_031848343.1
OG0001441	XP_035719956.1	XP_031829922.1
OG0001442	XP_035733993.1	XP_031849773.1, XP_031849772.1, XP_031849770.1
OG0001443	XP_035739105.1	XP_031839788.1
OG0001444	XP_035720647.1, XP_035720649.1, XP_035720648.1	XP_031846620.1
OG0001445	XP_035724530.1, XP_035724531.1, XP_035724532.1	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1
OG0001446	XP_035722938.1	XP_031835816.1
OG0001448	XP_035719527.1, XP_035719526.1, XP_035719525.1, XP_035719524.1	XP_031827108.1, XP_031827107.1, XP_031827106.1, XP_031827105.1
OG0001449	XP_035734028.1, XP_035734027.1, XP_035734026.1	XP_031828743.1, XP_031828742.1, XP_031828741.1
OG0001450	XP_035728036.1, XP_035728035.1, XP_035728034.1, XP_035728037.1	XP_031829512.1, XP_031829511.1
OG0001451	XP_035743610.1	XP_031838529.1, XP_031838528.1
OG0001453	XP_035723822.1	XP_031826053.1
OG0001455	XP_035719144.1, XP_035719145.1, XP_035743387.1, XP_035743397.1	XP_031846547.1
OG0001456	XP_035728539.1	XP_031835688.1
OG0001457	XP_035744061.1	XP_031837818.1
OG0001458	XP_035732938.1, XP_035732935.1, XP_035732936.1, XP_035732932.1, XP_035732934.1, XP_035732937.1	XP_031837239.1
OG0001459	XP_035743512.1	XP_031840415.1
OG0001460	XP_035725939.1, XP_035725937.1, XP_035725936.1, XP_035725935.1, XP_035725938.1	XP_031836190.1, XP_031836189.1
OG0001461	XP_035732071.1, XP_035732072.1	XP_031833447.1
OG0001462	XP_035732320.1	XP_031836615.1
OG0001462	XP_035732321.1	XP_031836617.1
OG0001463	XP_035722487.1	XP_031828280.1
OG0001464	XP_035734328.1, XP_035734326.1	XP_031848791.1, XP_031848818.1
OG0001465	XP_035728604.1	XP_031835477.1
OG0001466	XP_035743143.1	XP_031840296.1
OG0001467	XP_035743437.1	XP_031826432.1
OG0001468	XP_035726768.1	XP_031835032.1, XP_031843462.1
OG0001469	XP_035740153.1	XP_031838554.1
OG0001470	XP_035732679.1	XP_031828482.1
OG0001471	XP_035741273.1	XP_031844584.1, XP_031844591.1
OG0001473	XP_035734940.1	XP_031839580.1
OG0001474	XP_035739077.1	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1
OG0001475	XP_035717856.1	XP_031839222.1
OG0001476	XP_035731880.1	XP_031841493.1
OG0001477	XP_035740878.1, XP_035740881.1, XP_035740880.1, XP_035740879.1	XP_031843862.1
OG0001478	XP_035743449.1	XP_031828088.1
OG0001479	XP_035732480.1	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1
OG0001480	XP_035743666.1, XP_035743665.1	XP_031846063.1, XP_031846064.1, XP_031846065.1
OG0001481	XP_035720959.1	XP_031834003.1, XP_031834002.1, XP_031834005.1
OG0001482	XP_035728409.1	XP_031827181.1, XP_031827183.1
OG0001483	XP_035724368.1	XP_031848611.1
OG0001485	XP_035730779.1	XP_031829186.1
OG0001485	XP_035728266.1	XP_031850040.1
OG0001486	XP_035737270.1	XP_031829031.1
OG0001487	XP_035730037.1	XP_031843821.1
OG0001488	XP_035738110.1	XP_031838742.1
OG0001489	XP_035726010.1	XP_031829423.1
OG0001490	XP_035724088.1	XP_031833723.1
OG0001491	XP_035727119.1	XP_031845887.1
OG0001492	XP_035739387.1	XP_031827035.1, XP_031827036.1
OG0001493	XP_035738712.1, XP_035738727.1, XP_035738733.1	XP_031845501.1
OG0001494	XP_035731260.1, XP_035731259.1, XP_035731258.1	XP_031827290.1
OG0001495	XP_035724055.1, XP_035724053.1, XP_035724054.1, XP_035724052.1	XP_031833273.1
OG0001496	XP_035733812.1	XP_031837039.1, XP_031837027.1
OG0001497	XP_035729500.1	XP_031850166.1, XP_031850167.1
OG0001498	XP_035719605.1	XP_031835154.1, XP_031835155.1
OG0001499	XP_035726067.1	XP_031841392.1
OG0001500	XP_035729281.1, XP_035729277.1	XP_031837942.1
OG0001501	XP_035736059.1, XP_035736056.1	XP_031826102.1, XP_031826101.1
OG0001502	XP_035736178.1	XP_031826090.1
OG0001503	XP_035731138.1	XP_031849347.1
OG0001504	XP_035724977.1, XP_035724976.1	XP_031844294.1
OG0001505	XP_035740281.1	XP_031825302.1
OG0001506	XP_035724115.1, XP_035724116.1	XP_031827621.1
OG0001507	XP_035722516.1	XP_031847411.1
OG0001507	XP_035722512.1	XP_031847410.1
OG0001508	XP_035735828.1, XP_035735819.1	XP_031833325.1
OG0001509	XP_035725114.1	XP_031829828.1, XP_031829826.1
OG0001510	XP_035736193.1, XP_035738093.1	XP_031850226.1, XP_031835725.1
OG0001511	XP_035727478.1	XP_031840627.1
OG0001512	XP_035743937.1	XP_031829643.1
OG0001513	XP_035740488.1	XP_031847083.1, XP_031847082.1
OG0001514	XP_035720547.1	XP_031832788.1, XP_031832777.1
OG0001515	XP_035743549.1	XP_031828025.1, XP_031828026.1
OG0001516	XP_035724326.1, XP_035724325.1	XP_031843657.1, XP_031843656.1, XP_031843658.1, XP_031843655.1
OG0001517	XP_035741612.1	XP_031846961.1
OG0001518	XP_035724751.1, XP_035724750.1	XP_031834301.1
OG0001519	XP_035737253.1	XP_031829022.1
OG0001520	XP_035743161.1	XP_031839816.1
OG0001520	XP_035743159.1	XP_031839815.1
OG0001521	XP_035731179.1	XP_031831321.1
OG0001522	XP_035739848.1	XP_031849471.1
OG0001523	XP_035728167.1	XP_031829443.1
OG0001524	XP_035730671.1, XP_035730669.1, XP_035730670.1	XP_031836831.1, XP_031836830.1, XP_031836829.1, XP_031836828.1
OG0001525	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1	XP_031842872.1
OG0001526	XP_035728083.1	XP_031840071.1, XP_031840070.1
OG0001527	XP_035728445.1, XP_035728444.1	XP_031843505.1
OG0001529	XP_035739478.1	XP_031849561.1
OG0001530	XP_035742074.1, XP_035742073.1	XP_031847195.1, XP_031847196.1
OG0001531	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1	XP_031831278.1
OG0001532	XP_035728061.1, XP_035728062.1	XP_031831909.1, XP_031831912.1
OG0001533	XP_035743685.1	XP_031837631.1
OG0001534	XP_035731294.1	XP_031841566.1, XP_031841565.1
OG0001535	XP_035726470.1	XP_031846345.1
OG0001536	XP_035730724.1, XP_035730723.1	XP_031828307.1, XP_031828294.1
OG0001537	XP_035717336.1	XP_031827557.1
OG0001539	XP_035736370.1, XP_035736369.1	XP_031847605.1
OG0001540	XP_035742193.1	XP_031847112.1
OG0001541	XP_035740966.1	XP_031825960.1
OG0001542	XP_035725107.1, XP_035725106.1, XP_035725108.1	XP_031842282.1, XP_031842281.1
OG0001543	XP_035734388.1	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1
OG0001545	XP_035743288.1	XP_031836862.1
OG0001546	XP_035724101.1	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1
OG0001547	XP_035738371.1	XP_031827553.1
OG0001548	XP_035733159.1	XP_031836897.1
OG0001549	XP_035732687.1	XP_031828566.1
OG0001550	XP_035735400.1, XP_035735403.1	XP_031841469.1
OG0001552	XP_035720372.1	XP_031847706.1, XP_031847704.1
OG0001553	XP_035720814.1	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1
OG0001554	XP_035721118.1	XP_031848676.1, XP_031841360.1
OG0001555	XP_035719215.1, XP_035719214.1, XP_035719213.1	XP_031831728.1
OG0001556	XP_035730674.1	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1
OG0001557	XP_035737148.1, XP_035737142.1	XP_031829095.1, XP_031829123.1
OG0001558	XP_035742800.1, XP_035742835.1, XP_035742827.1, XP_035742810.1, XP_035742819.1	XP_031846366.1, XP_031846367.1, XP_031846365.1
OG0001559	XP_035735222.1, XP_035735223.1	XP_031846388.1
OG0001560	XP_035733162.1, XP_035733154.1	XP_031838087.1
OG0001561	XP_035729434.1, XP_035729435.1	XP_031842899.1
OG0001562	XP_035727763.1, XP_035727765.1	XP_031827967.1
OG0001563	XP_035738176.1	XP_031825794.1
OG0001565	XP_035740221.1	XP_031830523.1
OG0001567	XP_035733419.1, XP_035733417.1	XP_031846190.1
OG0001568	XP_035719663.1	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1
OG0001569	XP_035735846.1	XP_031832840.1
OG0001570	XP_035736968.1	XP_031847232.1
OG0001571	XP_035720700.1	XP_031836088.1
OG0001572	XP_035727941.1	XP_031838225.1
OG0001573	XP_035744094.1	XP_031839197.1
OG0001574	XP_035734280.1, XP_035734289.1	XP_031832399.1
OG0001575	XP_035740609.1, XP_035740610.1	XP_031845824.1
OG0001576	XP_035718048.1	XP_031850534.1
OG0001577	XP_035719108.1, XP_035719116.1	XP_031838344.1, XP_031838343.1
OG0001578	XP_035725745.1	XP_031842276.1
OG0001579	XP_035729962.1, XP_035729961.1, XP_035729963.1	XP_031843797.1, XP_031843800.1
OG0001581	XP_035727859.1	XP_031831029.1
OG0001582	XP_035735263.1	XP_031844673.1, XP_031844674.1
OG0001583	XP_035736291.1	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1
OG0001584	XP_035739266.1	XP_031847584.1, XP_031847583.1
OG0001585	XP_035732290.1	XP_031839011.1
OG0001585	XP_035732292.1	XP_031839014.1
OG0001586	XP_035741954.1	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1
OG0001587	XP_035741104.1, XP_035741103.1, XP_035741105.1	XP_031826521.1
OG0001588	XP_035732715.1	XP_031829015.1, XP_031829012.1, XP_031829014.1
OG0001589	XP_035742281.1, XP_035742282.1	XP_031833628.1
OG0001590	XP_035742142.1	XP_031848865.1
OG0001591	XP_035733982.1, XP_035733981.1	XP_031850159.1
OG0001592	XP_035726707.1	XP_031842084.1
OG0001593	XP_035740704.1	XP_031842739.1, XP_031842737.1, XP_031842736.1
OG0001594	XP_035724403.1, XP_035724402.1	XP_031848405.1, XP_031848413.1
OG0001595	XP_035727774.1	XP_031828163.1, XP_031828162.1, XP_031828161.1, XP_031828164.1
OG0001596	XP_035733254.1	XP_031843681.1, XP_031843682.1
OG0001597	XP_035733267.1	XP_031834741.1
OG0001597	XP_035733002.1	XP_031834903.1
OG0001598	XP_035723486.1	XP_031845188.1
OG0001600	XP_035734659.1, XP_035734656.1, XP_035734657.1	XP_031841942.1
OG0001601	XP_035741630.1	XP_031839452.1
OG0001602	XP_035737823.1	XP_031833421.1
OG0001602	XP_035737830.1	XP_031833423.1
OG0001603	XP_035739186.1, XP_035739187.1	XP_031840356.1, XP_031840357.1
OG0001604	XP_035737909.1, XP_035737914.1	XP_031841293.1
OG0001605	XP_035743515.1	XP_031834517.1
OG0001605	XP_035743631.1	XP_031834422.1
OG0001606	XP_035741397.1	XP_031848730.1, XP_031827256.1
OG0001607	XP_035721439.1	XP_031848500.1, XP_031829359.1, XP_031829361.1, XP_031829364.1, XP_031829358.1, XP_031829362.1, XP_031829363.1
OG0001608	XP_035735061.1, XP_035735060.1	XP_031849876.1, XP_031849877.1
OG0001612	XP_035725764.1	XP_031839394.1, XP_031839392.1
OG0001614	XP_035729693.1, XP_035729699.1	XP_031828648.1
OG0001615	XP_035724682.1	XP_031834291.1
OG0001616	XP_035725033.1, XP_035725034.1	XP_031835330.1
OG0001617	XP_035742339.1	XP_031836379.1
OG0001619	XP_035723068.1, XP_035723071.1	XP_031844979.1
OG0001620	XP_035723185.1	XP_031830106.1
OG0001621	XP_035733218.1, XP_035733219.1	XP_031834010.1
OG0001622	XP_035740437.1	XP_031837740.1, XP_031837744.1, XP_031837746.1, XP_031837745.1, XP_031837748.1, XP_031837747.1, XP_031837750.1, XP_031837749.1, XP_031837751.1, XP_031837742.1, XP_031837741.1
OG0001623	XP_035723670.1	XP_031834432.1, XP_031834433.1
OG0001624	XP_035742940.1	XP_031826338.1
OG0001625	XP_035727825.1	XP_031830045.1, XP_031830043.1
OG0001626	XP_035731937.1, XP_035731939.1, XP_035731941.1, XP_035731938.1, XP_035731940.1	XP_031843775.1
OG0001627	XP_035725155.1, XP_035725156.1, XP_035725157.1, XP_035725158.1	XP_031841048.1, XP_031841046.1, XP_031841049.1
OG0001628	XP_035734380.1	XP_031845338.1
OG0001629	XP_035732347.1	XP_031842132.1
OG0001630	XP_035736770.1, XP_035736774.1	XP_031841245.1
OG0001631	XP_035722044.1	XP_031835641.1
OG0001632	XP_035740780.1	XP_031832990.1
OG0001633	XP_035734051.1	XP_031832359.1
OG0001634	XP_035731640.1	XP_031826904.1, XP_031826905.1, XP_031826906.1, XP_031826907.1, XP_031826908.1
OG0001635	XP_035731776.1	XP_031826900.1, XP_031826903.1, XP_031826901.1
OG0001636	XP_035733127.1	XP_031834825.1
OG0001637	XP_035719918.1	XP_031830621.1
OG0001638	XP_035731767.1	XP_031839939.1
OG0001639	XP_035721241.1	XP_031845921.1
OG0001640	XP_035718059.1, XP_035721841.1, XP_035721840.1	XP_031838771.1
OG0001641	XP_035719662.1	XP_031825601.1
OG0001642	XP_035733123.1	XP_031834583.1, XP_031834581.1, XP_031834580.1, XP_031834582.1
OG0001643	XP_035720944.1	XP_031836700.1, XP_031836708.1, XP_031836736.1, XP_031836717.1, XP_031836726.1
OG0001645	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1	XP_031830812.1
OG0001646	XP_035725754.1	XP_031842370.1, XP_031842369.1, XP_031842371.1, XP_031842372.1, XP_031842373.1
OG0001647	XP_035727074.1	XP_031833002.1, XP_031833003.1
OG0001648	XP_035726598.1	XP_031839384.1
OG0001649	XP_035718504.1	XP_031838162.1
OG0001650	XP_035741136.1	XP_031838027.1, XP_031838028.1, XP_031838026.1
OG0001651	XP_035724993.1	XP_031835645.1
OG0001652	XP_035734304.1, XP_035734303.1	XP_031845777.1, XP_031845776.1
OG0001653	XP_035724315.1	XP_031835011.1
OG0001654	XP_035725123.1	XP_031841346.1, XP_031841345.1, XP_031841347.1
OG0001655	XP_035734720.1	XP_031840400.1, XP_031840403.1, XP_031840402.1, XP_031840399.1, XP_031840395.1, XP_031840401.1, XP_031840397.1, XP_031840396.1, XP_031840398.1
OG0001656	XP_035726949.1, XP_035726948.1, XP_035726947.1	XP_031843460.1, XP_031843461.1
OG0001657	XP_035725974.1	XP_031828070.1
OG0001658	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1	XP_031845086.1
OG0001659	XP_035724064.1	XP_031842781.1
OG0001661	XP_035738618.1	XP_031830722.1
OG0001662	XP_035734917.1, XP_035734912.1	XP_031842975.1, XP_031842972.1
OG0001663	XP_035719506.1	XP_031830949.1
OG0001664	XP_035720672.1, XP_035720670.1	XP_031846630.1, XP_031846633.1
OG0001665	XP_035740169.1	XP_031835404.1
OG0001666	XP_035728853.1	XP_031827309.1, XP_031827310.1
OG0001667	XP_035717186.1	XP_031825276.1, XP_031825275.1, XP_031825278.1, XP_031825277.1
OG0001668	XP_035733407.1, XP_035733405.1, XP_035733406.1, XP_035733404.1, XP_035733403.1, XP_035733402.1	XP_031838281.1
OG0001669	XP_035743908.1	XP_031846532.1
OG0001670	XP_035720954.1, XP_035720953.1	XP_031839004.1
OG0001671	XP_035729073.1, XP_035729072.1	XP_031825890.1
OG0001672	XP_035732415.1, XP_035732416.1, XP_035732414.1	XP_031842152.1
OG0001673	XP_035738967.1	XP_031839115.1
OG0001674	XP_035721929.1	XP_031839364.1
OG0001675	XP_035723042.1	XP_031829591.1
OG0001676	XP_035720013.1, XP_035720011.1, XP_035720012.1, XP_035720009.1, XP_035720010.1, XP_035720016.1, XP_035720017.1	XP_031840461.1
OG0001677	XP_035728893.1	XP_031840261.1
OG0001678	XP_035739191.1	XP_031840452.1
OG0001679	XP_035739958.1	XP_031849451.1
OG0001680	XP_035731563.1, XP_035731564.1	XP_031841525.1
OG0001681	XP_035718864.1, XP_035718865.1	XP_031827727.1
OG0001682	XP_035722878.1, XP_035722875.1	XP_031849461.1, XP_031849467.1
OG0001683	XP_035737098.1	XP_031832193.1, XP_031832196.1, XP_031832195.1, XP_031832194.1
OG0001684	XP_035723459.1	XP_031847317.1
OG0001685	XP_035731566.1	XP_031848351.1, XP_031848353.1, XP_031848349.1, XP_031848350.1, XP_031848352.1
OG0001686	XP_035736720.1	XP_031842039.1
OG0001687	XP_035732075.1	XP_031840036.1
OG0001688	XP_035735704.1, XP_035735701.1, XP_035735700.1, XP_035735699.1, XP_035735703.1, XP_035735702.1	XP_031832826.1
OG0001689	XP_035727653.1	XP_031827835.1
OG0001690	XP_035741845.1	XP_031845963.1, XP_031845962.1
OG0001691	XP_035734626.1	XP_031849612.1, XP_031849631.1, XP_031849602.1, XP_031849622.1
OG0001692	XP_035722728.1	XP_031827234.1, XP_031827238.1, XP_031827237.1, XP_031827239.1, XP_031827236.1
OG0001693	XP_035723232.1	XP_031832264.1
OG0001694	XP_035736590.1	XP_031840957.1, XP_031840960.1, XP_031840959.1
OG0001695	XP_035724037.1	XP_031842741.1
OG0001696	XP_035737044.1, XP_035737037.1	XP_031837569.1, XP_031837580.1
OG0001697	XP_035728174.1	XP_031842789.1, XP_031842788.1, XP_031842790.1
OG0001699	XP_035743135.1	XP_031832070.1, XP_031832069.1
OG0001700	XP_035727996.1	XP_031829500.1
OG0001701	XP_035733887.1	XP_031843576.1
OG0001702	XP_035735037.1, XP_035735039.1, XP_035735038.1	XP_031831737.1
OG0001703	XP_035719566.1	XP_031838862.1
OG0001704	XP_035725085.1	XP_031841304.1
OG0001706	XP_035730623.1	XP_031829174.1
OG0001707	XP_035732573.1, XP_035732574.1, XP_035732575.1, XP_035732572.1	XP_031844027.1, XP_031844028.1, XP_031844029.1, XP_031844030.1
OG0001709	XP_035727211.1	XP_031844192.1, XP_031844195.1
OG0001710	XP_035718484.1	XP_031839878.1, XP_031834269.1
OG0001711	XP_035735878.1, XP_035735875.1, XP_035735876.1, XP_035735879.1, XP_035735874.1, XP_035735877.1	XP_031829368.1
OG0001712	XP_035717949.1, XP_035717946.1	XP_031844403.1
OG0001713	XP_035727580.1	XP_031847260.1
OG0001714	XP_035733669.1	XP_031847682.1
OG0001715	XP_035730023.1	XP_031834273.1, XP_031834271.1, XP_031834272.1, XP_031834275.1, XP_031834276.1, XP_031834274.1
OG0001716	XP_035739670.1, XP_035739663.1	XP_031848502.1
OG0001717	XP_035725525.1	XP_031842230.1
OG0001718	XP_035740550.1	XP_031828053.1
OG0001719	XP_035729786.1	XP_031832466.1, XP_031832465.1
OG0001720	XP_035730232.1, XP_035730231.1	XP_031841824.1, XP_031841825.1
OG0001721	XP_035722174.1	XP_031834473.1
OG0001722	XP_035717959.1	XP_031825414.1
OG0001723	XP_035739522.1	XP_031825742.1
OG0001724	XP_035724251.1	XP_031833908.1, XP_031833907.1, XP_031833909.1
OG0001725	XP_035727405.1, XP_035727406.1, XP_035727407.1	XP_031827004.1, XP_031826998.1, XP_031827001.1, XP_031827000.1, XP_031827003.1, XP_031827002.1, XP_031827005.1
OG0001726	XP_035725641.1	XP_031837698.1
OG0001727	XP_035738581.1	XP_031830994.1
