Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0002574	XP_006562719.1	XP_012176698.1	XP_017889282.1	XP_015439486.1	XP_017763343.1	XP_017796230.1	XP_003705001.1, XP_012144582.1, XP_012144583.1	XP_033329739.1, XP_033341714.1	XP_031833257.1	XP_029033068.1	XP_034173844.1
OG0002575	XP_006562728.3	XP_020718562.1	XP_017890880.1	XP_015439289.1	XP_017764676.1, XP_017764677.1	XP_017796231.1	XP_012144590.1	XP_033325327.1	XP_031846068.1	XP_029044371.1, XP_029044372.1, XP_029044373.1	XP_034174840.1
OG0002576	XP_006562747.2, XP_006562749.2, XP_006562750.2	XP_012163400.1	XP_026673228.1	XP_015439451.1	XP_017764105.1	XP_017796242.1	XP_012148624.1, XP_012152105.1	XP_033338293.1	XP_031834422.1	XP_029039316.1	XP_034187808.1
OG0002577	XP_006562867.1	XP_020720672.1	XP_017882175.1	XP_015431434.1, XP_015431435.1, XP_015431436.1	XP_017766251.1, XP_017766252.1	XP_017792429.1	XP_003706943.1	XP_033326073.1	XP_031843862.1	XP_029040039.1	XP_034189643.1
OG0002578	XP_006562875.3	XP_003398223.2	XP_017882082.1	XP_015431400.1	XP_017766239.1	XP_017792178.1	XP_003707054.2	XP_033325988.1	XP_031843893.1	XP_029039846.1, XP_029039847.1, XP_029039849.1	XP_034190037.1, XP_034190038.1
OG0002579	XP_006562922.1	XP_003398476.1	XP_017883805.1, XP_026671206.1, XP_026671207.1, XP_026671208.1, XP_026671209.1	XP_015438359.1	XP_017758455.1	XP_017795490.1	XP_012143131.1		XP_031830709.1	XP_029051412.1	XP_034183578.1
OG0002580	XP_006562974.2, XP_006562976.2, XP_016771530.2	XP_003400722.1, XP_012171638.1	XP_017888146.1	XP_015439037.1	XP_017762892.1	XP_017797727.1	XP_012152639.1	XP_033335800.1	XP_031832700.1	XP_029045404.1	XP_034180477.1
OG0002581	XP_006563008.1, XP_016771572.1	XP_003400893.1	XP_017888112.1	XP_015436482.1	XP_017759349.1	XP_017796767.1	XP_003708333.1	XP_033335668.1, XP_033336340.1, XP_033339851.1	XP_031832901.1	XP_029045388.1	XP_034180360.1
OG0002582	XP_006563054.2	XP_020722176.1	XP_017888129.2, XP_026673327.1	XP_015434134.1	XP_017759406.1	XP_017798731.1	XP_012152587.1	XP_033336405.1	XP_031829605.1	XP_029043398.1	XP_034191469.1, XP_034195270.1, XP_034195283.1
OG0002583	XP_006563107.1, XP_006563108.1	XP_003400719.1	XP_017884569.1	XP_015434160.1	XP_017759323.1	XP_017797808.1	XP_012152536.1	XP_033336662.1, XP_033336663.1	XP_031845967.1	XP_029043549.1, XP_029043550.1	XP_034180739.1
OG0002584	XP_006563169.1, XP_006563172.1, XP_016772480.1	XP_003399673.1	XP_026672762.1	XP_015438682.1	XP_017767425.1	XP_017787661.1	XP_003707162.1, XP_012149663.1	XP_033325066.1	XP_031826050.1	XP_029033139.1	XP_034190780.1
OG0002585	XP_006563431.1, XP_016772130.1	XP_003401264.1, XP_003401265.1	XP_017889546.1, XP_017889547.1	XP_015439386.1	XP_017763006.1	XP_017791840.1	XP_003708661.1	XP_033322204.1	XP_031842948.1	XP_029045972.1	XP_034193904.1
OG0002586	XP_006563569.1		XP_017889371.1	XP_015433210.1	XP_017758049.1	XP_017796703.1	XP_012146800.1, XP_012146801.1, XP_012146802.1, XP_012146803.1	XP_033327648.1	XP_031847312.1	XP_029036695.1	XP_034193694.1, XP_034193695.1
OG0002587	XP_006563572.1, XP_026301424.1, XP_623436.1	XP_003401057.1	XP_017886300.1	XP_015432470.1, XP_015432471.1	XP_017765036.1	XP_017796652.1	XP_003705992.1	XP_033340115.1	XP_031847438.1	XP_029036888.1	XP_034193551.1
OG0002588	XP_006563575.2	XP_003401038.1	XP_017886455.1	XP_015432421.1	XP_017765027.1	XP_017796580.1	XP_012144557.1, XP_012146848.1	XP_033324728.1, XP_033324730.1, XP_033324731.1	XP_031842727.1	XP_029036866.1	XP_034193623.1
OG0002589	XP_006563667.1	XP_003401134.1	XP_017886428.1		XP_017765214.1	XP_017796689.1	XP_003708542.1	XP_033322384.1, XP_033322385.1, XP_033322386.1, XP_033322387.1	XP_031843005.1	XP_029052486.1	XP_034193757.1, XP_034193760.1
OG0002590	XP_006563863.1, XP_623327.1	XP_003403078.1	XP_017881415.1	XP_015433499.1	XP_017754475.1, XP_017754476.1, XP_017754477.1	XP_017791139.1	XP_003705092.1	XP_033337927.1	XP_031830825.1	XP_029034979.1	XP_034185137.1
OG0002591	XP_006563951.2	XP_012176113.1	XP_017886159.1	XP_015429362.1	XP_017767013.1	XP_017789347.1	XP_012145867.1, XP_012145877.1	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_031840951.1	XP_029047181.1	XP_034188166.1
OG0002592	XP_006563977.1, XP_016766984.1, XP_026295292.1	XP_012176592.1	XP_017877512.1	XP_015434545.1	XP_017755367.1	XP_017788098.1	XP_003707709.1	XP_033341570.1	XP_031844506.1	XP_029033013.1, XP_029033014.1	XP_034182402.1
OG0002593	XP_006563991.2	XP_003394613.1	XP_017887311.1, XP_017887313.1, XP_026672934.1	XP_015435874.1	XP_017755421.1	XP_017788127.1	XP_003704052.1	XP_033322151.1, XP_033322152.1	XP_031844277.1	XP_029050085.1	XP_034188481.1
OG0002594	XP_006564066.2, XP_026295201.1	XP_003394682.1, XP_012176508.1	XP_017882475.1, XP_026670549.1	XP_015432572.1	XP_017766199.1	XP_017791745.1	XP_003703978.1	XP_033331227.1	XP_031840759.1	XP_029049639.1	XP_034182689.1
OG0002595	XP_006564123.1	XP_012170888.1, XP_020721856.1	XP_017880976.1	XP_015432793.1	XP_017752221.1	XP_017789880.1	XP_012140477.1	XP_033323412.1	XP_031836204.1, XP_031836206.1, XP_031836207.1	XP_029042567.1	XP_034178625.1
OG0002596	XP_006564183.2	XP_012164591.1	XP_017892707.1, XP_026675594.1, XP_026675595.1	XP_015431986.1	XP_017758331.1	XP_017797622.1	XP_003703299.1	XP_033323779.1	XP_031836703.1	XP_029044434.1, XP_029044592.1	XP_034195451.1
OG0002597	XP_006564338.1, XP_006564340.1	XP_012168473.1	XP_017878359.2	XP_015434709.1	XP_017759144.1	XP_017792545.1	XP_003705291.1	XP_033324445.1	XP_031849911.1, XP_031849914.1	XP_029035133.1, XP_029035134.1	XP_034185026.1
OG0002598	XP_006564431.1, XP_396788.3	XP_003398971.1	XP_017879067.2	XP_015436539.1	XP_017758930.1	XP_017790298.1		XP_033335091.1, XP_033335092.1, XP_033335093.1, XP_033335094.1	XP_031838478.1	XP_029052876.1	XP_034176018.1
OG0002599	XP_006564448.1	XP_020721007.1	XP_017888326.1	XP_015435500.1	XP_017758754.1	XP_017790275.1	XP_012138686.1	XP_033334586.1, XP_033334587.1	XP_031838580.1	XP_029046595.1, XP_029046596.1	XP_034176184.1, XP_034176185.1
OG0002600	XP_006564466.1	XP_003398998.1, XP_012169157.2	XP_017877629.1	XP_015435555.1	XP_017754844.1	XP_017795601.1	XP_012134493.1, XP_012134501.1	XP_033334702.1	XP_031829095.1, XP_031829123.1	XP_029035431.1	XP_034175797.1
OG0002601	XP_006564545.3	XP_003398188.1	XP_017876526.1	XP_015428883.1	XP_017767338.1	XP_017789534.1	XP_003707096.2	XP_033341071.1, XP_033341072.1	XP_031825956.1	XP_029050575.1	XP_034185919.1, XP_034185920.1, XP_034185921.1
OG0002602	XP_006564621.2, XP_006564622.2, XP_397351.4	XP_003401692.1	XP_017877271.1	XP_015437521.1	XP_017752547.1	XP_017794002.1, XP_017794003.1	XP_003701266.1	XP_033337606.1	XP_031829961.1	XP_029044249.1	XP_034185251.1
OG0002603	XP_006564660.1, XP_016769292.1	XP_003401718.1	XP_017890416.1	XP_015433519.1	XP_017752514.1	XP_017787406.1	XP_003701253.1, XP_012135965.1	XP_033327335.1		XP_029052309.1, XP_029052310.1	XP_034185460.1, XP_034185461.1
OG0002604	XP_006564764.1	XP_003394058.1		XP_015429104.1, XP_015429116.1	XP_017754721.1	XP_017787753.1	XP_003701609.1	XP_033334143.1, XP_033334144.1, XP_033334190.1	XP_031834359.1, XP_031834596.1	XP_029037767.1	XP_034171017.1
OG0002605	XP_006565007.3	XP_012171653.1	XP_017881603.1	XP_015438991.1	XP_017762884.1	XP_017797680.1	XP_003708267.1	XP_033335715.1, XP_033335716.1, XP_033335717.1	XP_031833110.1, XP_031833111.1, XP_031833112.1	XP_029043338.1	
OG0002606	XP_006565018.1	XP_012171772.1	XP_017884449.1	XP_015434043.1	XP_017760548.1	XP_017797726.1	XP_012151975.1	XP_033336170.1	XP_031829547.1	XP_029037393.1	XP_034191538.1, XP_034191539.1, XP_034191540.1, XP_034191541.1
OG0002607	XP_006565223.1	XP_012169956.1	XP_017888503.1	XP_015432258.1	XP_017756149.1	XP_017792460.1	XP_012136024.1	XP_033330019.1	XP_031841720.1	XP_029040234.1	XP_034187230.1, XP_034187231.1, XP_034187232.1, XP_034187233.1
OG0002608	XP_006565247.2, XP_016770920.2, XP_026300110.1, XP_624644.2	XP_003399889.1	XP_017888768.1	XP_015432103.1	XP_017756195.1	XP_017792439.1	XP_003704974.1	XP_033325011.1	XP_031827498.1	XP_029040282.1	XP_034186414.1
OG0002609	XP_006565258.1	XP_020721686.1	XP_026673903.1	XP_015432142.1	XP_017756116.1	XP_017792469.1	XP_012144391.1	XP_033325188.1, XP_033325194.1	XP_031827553.1	XP_029040326.1, XP_029040329.1	XP_034186431.1, XP_034186436.1
OG0002610	XP_006565318.1	XP_012170451.1	XP_017880235.1	XP_015432235.1	XP_017752937.1	XP_017787539.1	XP_012134832.1, XP_012134833.1, XP_012134834.1, XP_012134835.1	XP_033338465.1	XP_031826455.1	XP_029049410.1	XP_034183140.1
OG0002611	XP_006565397.1	XP_003396019.2	XP_017892577.2	XP_015437203.1	XP_017766104.1	XP_017789129.1	XP_003703308.1	XP_033323699.1	XP_031838854.1	XP_029054104.1, XP_029054154.1, XP_029055507.1, XP_029055516.1	XP_034195751.1
OG0002612	XP_006565608.1	XP_003398261.1	XP_017892089.1	XP_015439578.1	XP_017767475.1, XP_017767476.1, XP_017767477.1, XP_017767478.1	XP_017792119.1	XP_003706999.1	XP_033325390.1	XP_031835875.1	XP_029045660.1	XP_034189912.1
OG0002613	XP_006565635.1, XP_026296849.1	XP_020718926.1, XP_020718929.1	XP_026670506.1, XP_026670509.1	XP_015440146.1	XP_017757529.1	XP_017790823.1	XP_003705272.1	XP_033321144.1	XP_031845662.1	XP_029045537.1	XP_034176933.1
OG0002614	XP_006565670.1	XP_012171941.1, XP_012171942.1	XP_017884606.1, XP_026671598.1	XP_015436490.1	XP_017767234.1	XP_017798545.1	XP_012144692.1	XP_033335725.1	XP_031845935.1, XP_031845936.1	XP_029041919.1	XP_034180834.1
OG0002615	XP_006565810.2, XP_625102.3	XP_003400460.1, XP_012171241.1	XP_017884936.1	XP_015430225.1	XP_017761528.1	XP_017798642.1	XP_003702917.1, XP_012139531.1	XP_033336534.1	XP_031848241.1	XP_029032821.1, XP_029032822.1	
OG0002616	XP_006565903.1	XP_012175674.1	XP_017884183.1, XP_026671400.1	XP_015429159.1	XP_017765203.1	XP_017794478.1	XP_012135250.1	XP_033321541.1	XP_031834337.1, XP_031834347.1	XP_029055907.1, XP_029055908.1	XP_034171762.1
OG0002617	XP_006565924.2	XP_003393945.1	XP_017883949.1	XP_015431604.1	XP_017759763.1, XP_017759766.1	XP_017795979.1	XP_012135220.1		XP_031834573.1, XP_031834574.1	XP_029056574.1, XP_029056577.1	XP_034171740.1, XP_034171744.1
OG0002618	XP_006565978.1	XP_003394040.1	XP_017880493.1	XP_015429035.1	XP_017758662.1	XP_017794458.1	XP_003700854.1, XP_012135154.1	XP_033341833.1	XP_031835842.1, XP_031835854.1, XP_031835864.1	XP_029055926.1	XP_034171663.1
OG0002619	XP_006566264.1	XP_003398205.1	XP_017886573.1	XP_015438400.1	XP_017758402.1	XP_017789812.1	XP_003707694.1	XP_033340609.1	XP_031830423.1, XP_031830424.1, XP_031830425.1, XP_031830426.1	XP_029048985.1	XP_034185706.1
OG0002620	XP_006566385.1	XP_012169025.1	XP_017878492.1, XP_026668628.1	XP_015435472.1	XP_017761899.1	XP_017797400.1	XP_012148575.1	XP_033342411.1	XP_031838533.1	XP_029042623.1, XP_029042625.1	XP_034175431.1, XP_034175433.1
OG0002621	XP_006566587.1, XP_026299656.1, XP_026299657.1, XP_623559.1	XP_003399458.1			XP_017760856.1	XP_017793449.1	XP_003705740.1, XP_012148670.1	XP_033327287.1	XP_031836169.1	XP_029037364.1	XP_034175473.1, XP_034194546.1
OG0002622	XP_006566661.1, XP_006566662.1, XP_026299401.1, XP_026299402.1	XP_003398727.1	XP_017878391.1	XP_015437750.1	XP_017760791.1	XP_017793420.1	XP_003699951.1	XP_033343057.1	XP_031849176.1	XP_029046573.1	XP_034175888.1
OG0002623	XP_006566670.1, XP_006566671.1	XP_003398761.1, XP_012168570.1	XP_017878405.1	XP_015438845.1, XP_015438846.1	XP_017760808.1	XP_017793422.1, XP_017793423.1	XP_003699975.1	XP_033342870.1	XP_031849444.1	XP_029051334.1	
OG0002624	XP_006566679.1	XP_003398662.1, XP_012168564.1	XP_017882167.1	XP_015438843.1	XP_017760675.1	XP_017793327.1	XP_012154379.1	XP_033342511.1	XP_031849381.1, XP_031849382.1, XP_031849383.1	XP_029048899.1	XP_034176679.1
OG0002625	XP_006566766.1	XP_003399085.1	XP_017879956.1	XP_015437384.1	XP_017760861.1	XP_017793473.1	XP_012135562.1, XP_012135571.1	XP_033342396.1	XP_031849242.1, XP_031849244.1, XP_031849245.1	XP_029049680.1	XP_034193236.1
OG0002626	XP_006566767.2	XP_003399089.1, XP_020721237.1	XP_026669274.1	XP_015437347.1	XP_017760754.1	XP_017793377.1	XP_003699249.1	XP_033342630.1	XP_031849278.1, XP_031849279.1	XP_029049660.1	XP_034193346.1, XP_034193348.1
OG0002627	XP_006566769.1, XP_026299606.1	XP_012169305.1, XP_020721236.1	XP_026669262.1	XP_015437396.1	XP_017760897.1	XP_017793491.1	XP_012151114.1, XP_012151309.1	XP_033342622.1	XP_031849236.1	XP_029049656.1	XP_034193339.1
OG0002628	XP_006566840.1	XP_003394670.1, XP_003394671.1, XP_012176490.1, XP_012176491.1	XP_026668089.1	XP_015435464.1	XP_017754343.1	XP_017791677.1	XP_003704002.2	XP_033329836.1	XP_031840832.1	XP_029051735.1	XP_034188661.1
OG0002629	XP_006566848.1	XP_020724121.1	XP_017881187.1	XP_015435243.1	XP_017754324.1	XP_017791729.1	XP_012142241.1	XP_033329844.1, XP_033329845.1	XP_031840766.1	XP_029050103.1, XP_029050104.1, XP_029050105.1	XP_034188635.1
OG0002630	XP_006566912.2, XP_016771007.1	XP_003399690.1	XP_017882790.1	XP_015428852.1, XP_015438139.1	XP_017759274.1	XP_017791378.1	XP_003700199.1	XP_033322895.1	XP_031827092.1	XP_029033200.1	XP_034190838.1, XP_034190841.1
OG0002631	XP_006566949.1, XP_026300263.1	XP_012170634.2, XP_020721384.1	XP_017875356.1	XP_015440285.1	XP_017763682.1	XP_017791315.1	XP_012144542.1	XP_033325089.1	XP_031843389.1, XP_031843390.1	XP_029034573.1	XP_034183308.1
OG0002632	XP_006566997.1, XP_624772.2		XP_017889330.1		XP_017761419.1, XP_017761421.1	XP_017787675.1	XP_012136051.1, XP_012136053.1	XP_033335479.1	XP_031827644.1, XP_031827645.1	XP_029048757.1, XP_029048766.1, XP_029048776.1	
OG0002633	XP_006567209.1	XP_020723363.1	XP_026668721.1	XP_015436939.1	XP_017761687.1, XP_017766317.1	XP_017797196.1	XP_003700822.2	XP_033326956.1	XP_031845320.1	XP_029033477.1, XP_029033486.1	XP_034174453.1, XP_034174454.1
OG0002634	XP_006567242.1	XP_012163239.1	XP_017893602.1, XP_017893603.1	XP_015430674.1	XP_017757138.1	XP_017798106.1	XP_012147386.1	XP_033327084.1, XP_033327085.1	XP_031845239.1, XP_031845240.1	XP_029035906.1	XP_034187624.1
OG0002635	XP_006567452.1	XP_003397952.1	XP_017882694.1, XP_017882702.1	XP_015436411.1	XP_017764096.1	XP_017795751.1	XP_003707594.1	XP_033333706.1, XP_033333718.1	XP_031838985.1, XP_031838991.1	XP_029036298.1	XP_034183961.1
OG0002636	XP_006567507.1	XP_012167556.1	XP_026670079.1	XP_015436238.1	XP_017754770.1, XP_017754847.1	XP_017795724.1	XP_012151852.1	XP_033339986.1	XP_031841909.1, XP_031841918.1, XP_031841929.1	XP_029041402.1	XP_034180416.1
OG0002637	XP_006567511.1, XP_026298656.1	XP_012167561.1	XP_017884047.1	XP_015436073.1	XP_017752836.1	XP_017795861.1	XP_012150493.1	XP_033321104.1, XP_033321105.1	XP_031838185.1	XP_029041397.1	XP_034180341.1, XP_034180376.1
OG0002638	XP_006567535.1, XP_026298752.1	XP_020720386.1		XP_015436094.1, XP_015436095.1	XP_017756824.1, XP_017756885.1	XP_017799488.1	XP_012150791.1	XP_033333474.1, XP_033333677.1	XP_031844144.1	XP_029038664.1	XP_034180253.1
OG0002639	XP_006567666.1	XP_020718256.1	XP_026675246.1	XP_015433826.1	XP_017752752.1	XP_017790144.1	XP_003704918.1, XP_012144492.1, XP_012144493.1	XP_033337092.1	XP_031833193.1	XP_029038994.1, XP_029038995.1	XP_034186823.1
OG0002640	XP_006567801.2	XP_012173492.1	XP_017883148.1	XP_015431906.1	XP_017761218.1	XP_017793616.1	XP_003699532.1, XP_012139259.1, XP_012139262.1, XP_012139273.1		XP_031833795.1	XP_029054188.1	XP_034174824.1, XP_034174825.1
OG0002641	XP_006567971.1	XP_003395610.1	XP_017877818.1	XP_015433271.1	XP_017757443.1	XP_017790727.1	XP_003702629.1	XP_033332749.1	XP_031825591.1, XP_031825592.1, XP_031825593.1, XP_031825594.1	XP_029052521.1	XP_034177610.1
OG0002642	XP_006568089.1	XP_003401655.1	XP_017880038.1	XP_015433500.1	XP_017752487.1	XP_017799553.1, XP_017799554.1, XP_017799556.1, XP_017799557.1	XP_012147987.1	XP_033330302.1	XP_031832694.1	XP_029051265.1	XP_034185486.1
OG0002643	XP_006568268.2	XP_012175066.1	XP_017891421.1	XP_015429119.1	XP_017765712.1	XP_017790466.1, XP_017790468.1, XP_017790469.1, XP_017790470.1	XP_003702330.1	XP_033338223.1	XP_031846333.1	XP_029041619.1	XP_034170944.1
OG0002644	XP_006568643.1	XP_003396273.1	XP_017892398.1, XP_026675392.1, XP_026675393.1, XP_026675394.1	XP_015438265.1	XP_017753201.1	XP_017794185.1	XP_003703151.1	XP_033328959.1	XP_031840404.1	XP_029055477.1	XP_034172943.1
OG0002645	XP_006568646.1	XP_003396275.1, XP_003396277.1, XP_012165208.1, XP_012165209.1	XP_017892402.1	XP_015436109.1	XP_017753225.1	XP_017794271.1	XP_003703153.1, XP_012140206.1		XP_031840414.1	XP_029055512.1	XP_034195543.1
OG0002646	XP_006568657.1	XP_003402586.1, XP_012174278.1	XP_017885249.1	XP_015436771.1	XP_017753324.1	XP_017794234.1	XP_003703079.1	XP_033329629.1	XP_031828034.1	XP_029055505.1, XP_029055506.1	XP_034175298.1, XP_034175307.1
OG0002647	XP_006568780.2	XP_012172510.1	XP_017879307.1	XP_015434940.1	XP_017758135.1	XP_017796543.1	XP_003701473.2	XP_033342080.1	XP_031839885.1	XP_029034170.1, XP_029034171.1, XP_029034172.1	XP_034189200.1, XP_034189201.1
OG0002648	XP_006568803.2	XP_003393684.1	XP_026671389.1	XP_015434967.1	XP_017755311.1	XP_017796535.1	XP_003701542.2	XP_033342070.1	XP_031834650.1	XP_029043198.1	XP_034189232.1, XP_034189233.1, XP_034189234.1, XP_034189235.1
OG0002649	XP_006568827.1	XP_012173195.1, XP_012173202.1, XP_012173205.1, XP_012173209.1	XP_017879322.1	XP_015434001.1	XP_017762730.1	XP_017796428.1	XP_012136498.1	XP_033342060.1	XP_031832413.1	XP_029034365.1	XP_034188914.1
OG0002650	XP_006568836.1	XP_003393717.1, XP_012173357.1, XP_012173362.1	XP_017879259.1	XP_015434000.1	XP_017756321.1	XP_017796483.1	XP_012136674.1	XP_033341866.1	XP_031839649.1, XP_031839650.1	XP_029034223.1	XP_034189095.1
OG0002651	XP_006568889.1, XP_026294882.1	XP_003402667.1	XP_017884203.1	XP_015433995.1	XP_017756391.1, XP_017756392.1	XP_017788389.1	XP_012136782.1	XP_033341916.1	XP_031839857.1	XP_029054981.1	XP_034196708.1, XP_034196710.1
OG0002652	XP_006568928.1, XP_392210.1	XP_003393820.1	XP_017878231.1	XP_015432687.1	XP_017754681.1	XP_017788419.1	XP_003701450.2, XP_012136527.1	XP_033334157.1	XP_031833731.1, XP_031833735.1	XP_029036326.1	XP_034171569.1
OG0002653	XP_006569020.2	XP_012175683.1	XP_017883988.1	XP_015431337.1	XP_017766349.1	XP_017799258.1	XP_012138391.1	XP_033334234.1, XP_033334235.1	XP_031839747.1, XP_031839748.1	XP_029054347.1	XP_034196536.1, XP_034196537.1
OG0002654	XP_006569051.1	XP_003393798.1, XP_012174698.1	XP_026675611.1	XP_015432256.1	XP_017766380.1	XP_017788270.1	XP_012136758.1	XP_033334148.1	XP_031840000.1	XP_029048290.1, XP_029048291.1	XP_034196711.1, XP_034196712.1
OG0002655	XP_006569289.1, XP_392264.2	XP_003394160.1, XP_020724208.1	XP_017891850.1, XP_026675193.1	XP_015432624.1	XP_017766398.1	XP_017796854.1	XP_003701640.1	XP_033323123.1	XP_031850369.1	XP_029033087.1	XP_034182050.1
OG0002656	XP_006569310.1	XP_012175902.1	XP_017890285.1, XP_017890287.1	XP_015428552.1	XP_017765014.1	XP_017796382.1	XP_012136861.1, XP_012136862.1	XP_033341694.1	XP_031841016.1, XP_031841017.1	XP_029033073.1	XP_034182096.1
OG0002657	XP_006569316.1	XP_003394136.1	XP_017890344.1	XP_015437830.1	XP_017764345.1	XP_017796367.1	XP_003705812.1	XP_033339873.1, XP_033339934.1	XP_031840997.1	XP_029047609.1, XP_029047610.1	XP_034182540.1, XP_034182541.1
OG0002658	XP_006569341.2	XP_020723399.1	XP_017891691.1	XP_015437605.1	XP_017760137.1	XP_017798160.1	XP_012147459.1, XP_012147460.1, XP_012147461.1	XP_033338062.1	XP_031847541.1, XP_031847542.1	XP_029045868.1	XP_034174704.1
OG0002659	XP_006569408.2	XP_003394909.1, XP_012163263.1	XP_017885326.1	XP_015430813.1	XP_017757250.1	XP_017798250.1	XP_012138294.1, XP_012138308.1	XP_033338178.1	XP_031845280.1	XP_029034247.1, XP_029034257.1	XP_034174285.1
OG0002660	XP_006569416.1, XP_026295969.1	XP_020718271.1	XP_017885332.1	XP_015430818.1	XP_017757228.1, XP_017757236.1	XP_017798255.1	XP_012138208.1	XP_033338128.1	XP_031845446.1, XP_031845447.1	XP_029034370.1	XP_034174291.1
OG0002661	XP_006569601.1	XP_012165317.1, XP_020719328.1	XP_017884027.1, XP_017892549.1	XP_015437795.1	XP_017760943.1	XP_017792326.1	XP_012137915.1	XP_033328450.1, XP_033328451.1	XP_031826000.1	XP_029032286.1	XP_034177438.1
OG0002662	XP_006569695.1, XP_624501.1	XP_012165548.1	XP_017885243.1	XP_015429890.1	XP_017762777.1	XP_017792261.1	XP_003702164.1, XP_012138002.1	XP_033328381.1, XP_033328382.1	XP_031826265.1	XP_029055531.1	XP_034195998.1
OG0002663	XP_006569992.2, XP_625062.4	XP_012173672.2	XP_026669345.1	XP_015432766.1	XP_017762173.1	XP_017795002.1	XP_012145530.1, XP_012145536.1	XP_033338670.1	XP_031827225.1	XP_029045122.1	XP_034191400.1, XP_034191408.1
OG0002664	XP_006570109.1	XP_012165388.1	XP_026675447.1, XP_026675455.1	XP_015436811.1	XP_017760965.1	XP_017792273.1	XP_003702075.1, XP_012138058.1	XP_033340496.1, XP_033340501.1	XP_031840358.1	XP_029032262.1	XP_034182420.1
OG0002665	XP_006570178.1	XP_003396797.1, XP_012165923.1	XP_017875077.1	XP_015437377.1	XP_017753470.1, XP_017753479.1	XP_017788242.1	XP_003707658.1	XP_033328369.1	XP_031828198.1, XP_031828199.1	XP_029035238.1	XP_034181485.1
OG0002666	XP_006570236.1	XP_012176445.1	XP_017881829.1	XP_015434662.1	XP_017753565.1	XP_017796750.1	XP_003704572.1	XP_033322451.1, XP_033322452.1	XP_031826227.1	XP_029042013.1, XP_029042014.1	XP_034187077.1, XP_034187078.1
OG0002667	XP_006570309.1, XP_006570310.1, XP_026296672.1, XP_396005.4	XP_020718907.1	XP_017879605.1	XP_015440118.1	XP_017755289.1	XP_017792184.1	XP_003702665.1, XP_012139113.1		XP_031825306.1	XP_029045740.1	XP_034177696.1
OG0002668	XP_006570344.1		XP_017879016.1, XP_017879017.1	XP_015437779.1	XP_017754333.1	XP_017793120.1	XP_003700581.1	XP_033335154.1, XP_033335155.1	XP_031849241.1	XP_029037488.1	XP_034193437.1, XP_034193438.1, XP_034193439.1
OG0002669	XP_006570365.1	XP_003399138.1, XP_012169404.1, XP_012169408.1, XP_020721086.1	XP_026668187.1	XP_015440524.1	XP_017763401.1	XP_017793108.1	XP_003707742.1	XP_033335009.1	XP_031850179.1	XP_029048448.1	XP_034193388.1
OG0002670	XP_006570507.1, XP_006570508.1	XP_020720873.1, XP_020720880.1	XP_017879934.1	XP_015438854.1	XP_017760365.1, XP_017760367.1	XP_017792992.1	XP_012135672.1	XP_033342664.1	XP_031835692.1	XP_029042649.1	XP_034175642.1
OG0002671	XP_006570591.2	XP_020723680.1	XP_017883290.1, XP_026670951.1	XP_015440383.1	XP_017752181.1	XP_017789152.1	XP_012140606.1, XP_012140609.1	XP_033326907.1, XP_033333315.1	XP_031838865.1	XP_029053875.1	XP_034196353.1
OG0002672	XP_006570844.1	XP_020719851.1	XP_017875768.1	XP_015435462.1	XP_017754036.1	XP_017799096.1	XP_012151770.1, XP_012151775.1	XP_033341137.1	XP_031839396.1	XP_029037965.1	XP_034173344.1, XP_034173349.1, XP_034173350.1
OG0002673	XP_006570873.1	XP_012172870.1	XP_017881029.1	XP_015432885.1, XP_015432886.1	XP_017759200.1, XP_017759210.1	XP_017799397.1	XP_012141704.1	XP_033322942.1	XP_031846830.1	XP_029042554.1	XP_034172882.1, XP_034172883.1
OG0002674	XP_006570884.1	XP_012173555.1	XP_017881052.1, XP_026669787.1	XP_015432929.1	XP_017759048.1	XP_017799126.1	XP_003703811.1, XP_012141721.1, XP_012141722.1	XP_033322970.1	XP_031846817.1	XP_029051700.1	XP_034172343.1
OG0002675	XP_006570985.1	XP_012173861.1, XP_020723268.1, XP_020723269.1	XP_017890942.1	XP_015431952.1	XP_017753632.1	XP_017797496.1	XP_012148376.1	XP_033323717.1	XP_031848535.1	XP_029055607.1	XP_034195831.1, XP_034195833.1
OG0002676	XP_006571175.2	XP_003393508.1	XP_017889034.1	XP_015433078.1	XP_017761174.1	XP_017799020.1	XP_012147847.1, XP_012147848.1	XP_033325237.1	XP_031832452.1	XP_029037944.1, XP_029037945.1	XP_034173132.1, XP_034173133.1
OG0002677	XP_006571528.1	XP_003392865.1	XP_017882949.1, XP_017886024.1	XP_015429578.1	XP_017765441.1	XP_017795615.1, XP_017797585.1	XP_003706683.1	XP_033340113.1	XP_031842052.1, XP_031848805.1	XP_029037804.1	XP_034172158.1
OG0002678	XP_006571572.1, XP_016769063.1	XP_012174352.1	XP_017891394.1	XP_015429982.1	XP_017757637.1	XP_017787645.1	XP_012147965.1, XP_012147966.1	XP_033340230.1	XP_031844006.1	XP_029037831.1, XP_029037832.1	XP_034173218.1
