Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	6	6
OG0001396	3	2
OG0001397	5	5
OG0001398	4	3
OG0001399	5	5
OG0001400	6	6
OG0001401	1	1
OG0001402	4	3
OG0001403	6	6
OG0001404	3	1
OG0001405	6	6
OG0001406	6	6
OG0001407	3	2
OG0001408	6	6
OG0001409	5	4
OG0001410	3	1
OG0001411	7	7
OG0001412	6	6
OG0001413	6	6
OG0001414	4	3
OG0001415	6	6
OG0001416	6	5
OG0001417	6	6
OG0001418	6	6
OG0001419	6	6
OG0001420	5	2
OG0001421	1	1
OG0001422	4	2
OG0001423	7	7
OG0001424	6	6
OG0001425	3	2
OG0001426	1	1
OG0001427	6	6
OG0001428	3	2
OG0001429	6	5
OG0001430	6	6
OG0001431	6	6
OG0001432	5	5
OG0001433	6	6
OG0001434	6	6
OG0001435	4	3
OG0001436	6	6
OG0001437	5	5
OG0001438	7	7
OG0001439	6	6
OG0001440	6	6
OG0001441	6	6
OG0001442	5	5
OG0001443	6	6
OG0001444	6	6
OG0001445	7	7
OG0001446	6	6
OG0001447	4	4
OG0001448	6	6
OG0001449	6	6
OG0001450	5	5
OG0001451	6	6
OG0001452	6	6
OG0001453	1	1
OG0001454	6	5
OG0001455	6	6
OG0001456	6	6
OG0001457	6	6
OG0001458	6	6
OG0001459	5	5
OG0001460	6	5
OG0001461	3	0
OG0001462	6	6
OG0001463	4	1
OG0001464	6	6
OG0001465	6	6
OG0001466	5	5
OG0001467	6	6
OG0001468	7	7
OG0001469	6	6
OG0001470	4	4
OG0001471	4	3
OG0001472	6	6
OG0001473	6	6
OG0001474	6	6
OG0001475	7	7
OG0001476	4	4
OG0001477	6	6
OG0001478	6	3
OG0001479	6	6
OG0001480	5	4
OG0001481	6	6
OG0001482	5	4
OG0001483	6	6
OG0001484	6	6
OG0001485	6	6
OG0001486	6	6
OG0001487	6	6
OG0001488	6	6
OG0001489	6	6
OG0001490	6	6
OG0001491	6	6
OG0001492	6	6
OG0001493	6	6
OG0001494	6	6
OG0001495	6	6
OG0001496	6	6
OG0001497	6	6
OG0001498	6	6
OG0001499	6	6
OG0001500	6	6
OG0001501	6	6
OG0001502	6	6
OG0001503	6	6
OG0001504	6	6
OG0001505	6	6
OG0001506	5	5
OG0001507	6	6
OG0001508	6	6
OG0001509	6	6
OG0001510	6	4
OG0001511	5	5
OG0001512	6	6
OG0001513	8	8
OG0001514	6	6
OG0001515	12	12
OG0001516	7	7
OG0001517	7	7
OG0001518	9	9
OG0001519	12	11
OG0001520	8	7
OG0001521	12	11
OG0001522	14	14
OG0001523	13	13
OG0001524	16	16
OG0001525	5	5
OG0001526	5	5
OG0001527	4	3
OG0001528	4	3
OG0001529	5	5
OG0001530	5	5
OG0001531	5	5
OG0001532	3	2
OG0001533	5	5
OG0001534	5	5
OG0001535	5	5
OG0001536	7	7
OG0001537	6	6
OG0001538	3	1
OG0001539	5	5
OG0001540	5	5
OG0001541	5	5
OG0001542	5	5
OG0001543	6	6
OG0001544	5	5
OG0001545	5	5
OG0001546	2	1
OG0001547	5	5
OG0001548	6	6
OG0001549	6	6
OG0001550	5	5
OG0001551	4	3
OG0001552	5	5
OG0001553	6	6
OG0001554	7	7
OG0001555	5	5
OG0001556	6	6
OG0001557	5	5
OG0001558	6	6
OG0001559	6	6
OG0001560	5	5
OG0001561	5	5
OG0001562	4	4
OG0001563	5	5
OG0001564	5	5
OG0001565	5	5
OG0001566	5	5
OG0001567	5	5
OG0001568	5	5
OG0001569	3	2
OG0001570	5	5
OG0001571	5	5
OG0001572	5	5
OG0001573	3	2
OG0001574	5	5
OG0001575	5	5
OG0001576	5	5
OG0001577	5	5
OG0001578	5	5
OG0001579	6	6
OG0001580	5	5
OG0001581	6	6
OG0001582	6	6
OG0001583	5	5
OG0001584	4	4
OG0001585	5	5
OG0001586	5	5
OG0001587	5	5
OG0001588	5	5
OG0001589	5	5
OG0001590	5	5
OG0001591	5	5
OG0001592	5	5
OG0001593	3	1
OG0001594	5	5
OG0001595	5	5
OG0001596	5	5
OG0001597	5	4
OG0001598	5	5
OG0001599	5	5
OG0001600	5	5
OG0001601	5	5
OG0001602	5	5
OG0001603	5	5
OG0001604	5	5
OG0001605	5	5
OG0001606	5	5
OG0001607	5	5
OG0001608	5	5
OG0001609	6	6
OG0001610	5	5
OG0001611	5	5
OG0001612	5	5
OG0001613	4	3
OG0001614	1	0
OG0001615	4	4
OG0001616	6	6
OG0001617	5	5
OG0001618	6	6
OG0001619	5	5
OG0001620	5	5
OG0001621	5	5
OG0001622	5	5
OG0001623	6	6
OG0001624	5	5
OG0001625	5	5
OG0001626	3	0
OG0001627	5	5
OG0001628	5	5
OG0001629	4	3
OG0001630	6	6
OG0001631	2	1
OG0001632	5	5
OG0001633	5	5
OG0001634	5	5
OG0001635	5	3
OG0001636	6	6
OG0001637	6	6
OG0001638	4	4
OG0001639	5	5
OG0001640	5	5
OG0001641	5	5
OG0001642	4	2
OG0001643	5	5
OG0001644	5	5
OG0001645	5	5
OG0001646	5	5
OG0001647	5	5
OG0001648	5	5
OG0001649	5	5
OG0001650	5	5
OG0001651	5	5
OG0001652	5	5
OG0001653	6	6
OG0001654	6	6
OG0001655	5	5
OG0001656	5	5
OG0001657	5	5
OG0001658	5	5
OG0001659	5	5
OG0001660	5	5
OG0001661	5	5
OG0001662	5	5
OG0001663	6	6
OG0001664	5	4
OG0001665	5	5
OG0001666	5	5
OG0001667	6	6
OG0001668	5	5
OG0001669	5	5
OG0001670	6	6
OG0001671	5	5
OG0001672	7	7
OG0001673	5	5
OG0001674	5	5
OG0001675	5	5
OG0001676	5	5
OG0001677	5	5
OG0001678	5	5
OG0001679	5	5
OG0001680	5	5
OG0001681	5	5
OG0001682	5	5
OG0001683	5	5
OG0001684	6	6
OG0001685	5	5
OG0001686	3	1
OG0001687	5	5
OG0001688	5	5
OG0001689	5	4
OG0001690	6	6
OG0001691	3	2
OG0001692	6	6
OG0001693	5	5
OG0001694	5	4
OG0001695	6	6
OG0001696	5	4
OG0001697	5	5
OG0001698	5	5
OG0001699	2	1
OG0001700	5	5
OG0001701	4	4
OG0001702	7	7
OG0001703	5	5
OG0001704	5	5
OG0001705	5	5
OG0001706	5	5
OG0001707	5	5
OG0001708	3	1
OG0001709	5	5
OG0001710	6	6
OG0001711	4	4
OG0001712	5	4
OG0001713	6	6
OG0001714	3	1
OG0001715	1	0
OG0001716	5	5
OG0001717	5	5
OG0001718	3	2
OG0001719	6	6
OG0001720	5	5
OG0001721	3	2
OG0001722	5	1
OG0001723	5	5
OG0001724	5	4
OG0001725	2	1
OG0001726	5	5
OG0001727	5	5
OG0001728	5	5
OG0001729	5	5
OG0001730	5	5
OG0001731	5	5
OG0001732	5	5
OG0001733	5	5
OG0001734	4	3
OG0001735	5	5
OG0001736	5	5
OG0001737	5	5
OG0001738	5	4
OG0001739	5	5
OG0001740	5	5
OG0001741	4	3
OG0001742	5	5
OG0001743	5	5
OG0001744	7	6
OG0001745	5	5
OG0001746	5	5
OG0001747	5	5
OG0001748	5	5
OG0001749	5	5
OG0001750	2	1
OG0001751	5	5
OG0001752	5	5
OG0001753	5	5
OG0001754	5	5
OG0001755	5	4
OG0001756	4	2
OG0001757	5	5
OG0001758	5	5
OG0001759	5	5
OG0001760	5	5
OG0001761	4	3
OG0001762	3	2
OG0001763	5	5
OG0001764	5	5
OG0001765	5	5
OG0001766	5	5
OG0001767	1	0
OG0001768	4	4
OG0001769	5	5
OG0001770	5	5
OG0001771	5	5
OG0001772	3	3
OG0001773	5	5
OG0001774	5	5
OG0001775	5	5
OG0001776	5	5
OG0001777	5	5
OG0001778	4	4
OG0001779	5	5
OG0001780	4	2
OG0001781	5	5
OG0001782	4	4
OG0001783	2	1
OG0001784	5	5
OG0001785	5	5
OG0001786	6	4
OG0001787	3	2
OG0001788	5	4
OG0001789	5	5
OG0001790	5	5
OG0001791	5	5
OG0001792	5	5
OG0001793	5	5
OG0001794	5	5
OG0001795	5	5
OG0001796	6	5
OG0001797	5	5
OG0001798	5	5
OG0001799	5	5
OG0001800	5	5
OG0001801	1	0
OG0001802	5	5
OG0001803	5	5
OG0001804	5	5
OG0001805	5	5
OG0001806	7	7
OG0001807	5	5
OG0001808	1	0
OG0001809	6	6
OG0001810	5	4
OG0001811	5	5
OG0001812	5	5
OG0001813	1	0
OG0001814	5	5
OG0001815	5	5
OG0001816	5	5
OG0001817	7	7
OG0001818	5	5
OG0001819	5	5
OG0001820	5	5
OG0001821	5	5
OG0001822	5	5
OG0001823	5	5
OG0001824	5	5
OG0001825	5	5
OG0001826	5	5
OG0001827	5	5
OG0001828	4	4
OG0001829	5	5
OG0001830	5	5
OG0001831	5	5
OG0001832	5	5
OG0001833	5	5
OG0001834	5	5
OG0001835	5	5
OG0001836	5	4
OG0001837	5	5
OG0001838	5	5
OG0001839	5	5
OG0001840	5	5
OG0001841	5	5
OG0001842	5	5
OG0001843	5	5
OG0001844	4	4
OG0001845	7	7
OG0001846	5	5
OG0001847	5	5
OG0001848	4	4
OG0001849	5	5
OG0001850	5	4
OG0001851	5	5
OG0001852	5	5
OG0001853	5	5
OG0001854	5	5
OG0001855	5	5
OG0001856	5	5
OG0001857	5	5
OG0001858	5	5
OG0001859	5	5
OG0001860	3	1
OG0001861	5	5
OG0001862	5	5
OG0001863	5	5
OG0001864	5	5
OG0001865	5	5
OG0001866	5	5
OG0001867	4	3
OG0001868	5	5
OG0001869	5	5
OG0001870	5	5
OG0001871	5	5
OG0001872	7	7
OG0001873	6	6
OG0001874	5	5
OG0001875	7	7
OG0001876	7	7
OG0001877	10	10
OG0001878	6	6
OG0001879	7	6
OG0001880	6	6
OG0001881	6	6
OG0001882	7	7
OG0001883	7	7
OG0001884	7	4
OG0001885	7	5
OG0001886	8	6
OG0001887	1	1
OG0001888	6	6
OG0001889	7	5
OG0001890	10	9
OG0001891	15	15
OG0001892	15	15
OG0001893	3	3
OG0001894	3	3
OG0001895	2	2
OG0001896	4	4
OG0001897	2	1
OG0001898	4	3
OG0001899	4	4
OG0001900	5	5
OG0001901	4	3
OG0001902	4	4
OG0001903	6	6
OG0001904	4	4
OG0001905	4	4
OG0001906	5	5
OG0001907	4	4
OG0001908	4	4
OG0001909	4	4
OG0001910	4	4
OG0001911	4	4
OG0001912	4	4
OG0001913	4	2
OG0001914	4	4
OG0001915	4	4
OG0001916	3	3
OG0001917	4	3
OG0001918	4	4
OG0001919	3	3
OG0001920	4	4
OG0001921	4	4
OG0001922	4	4
OG0001923	4	4
OG0001924	4	4
OG0001925	3	3
OG0001926	4	4
OG0001927	5	5
OG0001928	5	5
OG0001929	4	4
OG0001930	2	0
OG0001931	4	4
OG0001932	4	4
OG0001933	4	4
OG0001934	4	4
OG0001935	5	5
OG0001936	5	5
OG0001937	4	4
OG0001938	5	5
OG0001939	4	4
OG0001940	4	4
OG0001941	4	2
OG0001942	4	4
OG0001943	5	5
OG0001944	4	4
OG0001945	4	4
OG0001946	4	4
OG0001947	6	6
OG0001948	4	4
OG0001949	4	4
OG0001950	5	5
OG0001951	4	4
OG0001952	4	4
OG0001953	5	5
OG0001954	4	4
OG0001955	4	4
OG0001956	4	4
OG0001957	4	3
OG0001958	4	4
OG0001959	4	4
OG0001960	4	4
OG0001961	4	4
OG0001962	4	4
OG0001963	4	4
OG0001964	4	4
OG0001965	4	4
OG0001966	4	3
OG0001967	5	5
OG0001968	4	4
OG0001969	4	4
OG0001970	4	4
OG0001971	4	4
OG0001972	4	4
OG0001973	4	4
OG0001974	4	4
OG0001975	4	4
OG0001976	4	4
OG0001977	4	4
OG0001978	4	4
OG0001979	4	4
OG0001980	4	4
OG0001981	4	4
OG0001982	4	4
OG0001983	4	4
OG0001984	4	4
OG0001985	3	2
OG0001986	4	4
OG0001987	4	4
OG0001988	4	4
OG0001989	4	4
OG0001990	4	3
OG0001991	4	4
OG0001992	4	4
OG0001993	4	4
OG0001994	3	3
OG0001995	4	4
OG0001996	4	4
OG0001997	3	2
OG0001998	3	2
OG0001999	4	4
OG0002000	4	4
OG0002001	4	4
OG0002002	5	5
OG0002003	5	5
OG0002004	2	0
OG0002005	4	4
OG0002006	4	4
OG0002007	5	3
OG0002008	4	4
OG0002009	4	4
OG0002010	4	4
OG0002011	4	4
OG0002012	4	4
OG0002013	4	4
OG0002014	1	1
OG0002015	4	4
OG0002016	4	4
OG0002017	4	4
OG0002018	4	4
OG0002019	4	4
OG0002020	4	4
OG0002021	4	4
OG0002022	4	4
OG0002023	4	4
OG0002024	4	4
OG0002025	4	4
OG0002026	3	3
OG0002027	4	4
OG0002028	4	4
OG0002029	4	4
OG0002030	3	3
OG0002031	4	4
OG0002032	2	1
OG0002033	4	4
OG0002034	3	2
OG0002035	4	3
OG0002036	4	4
OG0002037	4	4
OG0002038	5	5
OG0002039	4	4
OG0002040	4	4
OG0002041	4	4
OG0002042	4	4
OG0002043	4	4
OG0002044	2	2
OG0002045	4	4
OG0002046	4	4
OG0002047	4	4
OG0002048	4	4
OG0002049	4	4
OG0002050	4	1
OG0002051	4	4
OG0002052	4	3
OG0002053	4	4
OG0002054	5	5
OG0002055	4	4
OG0002056	3	1
OG0002057	4	4
OG0002058	4	3
OG0002059	4	4
OG0002060	4	4
OG0002061	4	4
OG0002062	4	4
OG0002063	4	4
OG0002064	4	2
OG0002065	4	4
OG0002066	4	4
OG0002067	3	2
OG0002068	4	4
OG0002069	4	4
OG0002070	4	4
OG0002071	6	6
OG0002072	5	5
OG0002073	4	4
OG0002074	5	5
OG0002075	4	4
OG0002076	4	4
OG0002077	4	4
OG0002078	4	4
OG0002079	5	5
OG0002080	4	4
OG0002081	4	4
OG0002082	4	4
OG0002083	4	4
OG0002084	4	4
OG0002085	4	4
OG0002086	6	6
OG0002087	2	1
OG0002088	4	4
OG0002089	3	3
OG0002090	4	4
OG0002091	4	4
OG0002092	4	4
OG0002093	4	4
OG0002094	4	4
OG0002095	4	4
OG0002096	5	5
OG0002097	4	4
OG0002098	4	4
OG0002099	4	4
OG0002100	4	4
OG0002101	4	4
OG0002102	4	4
OG0002103	3	3
OG0002104	3	3
OG0002105	4	4
OG0002106	4	4
OG0002107	5	5
OG0002108	2	1
OG0002109	4	4
OG0002110	4	4
OG0002111	4	4
OG0002112	5	5
OG0002113	4	4
OG0002114	4	4
OG0002115	2	1
OG0002116	4	4
OG0002117	4	4
OG0002118	4	4
OG0002119	3	3
OG0002120	4	4
OG0002121	1	1
OG0002122	4	4
OG0002123	3	2
OG0002124	2	1
OG0002125	7	7
OG0002126	4	4
OG0002127	4	4
OG0002128	4	4
OG0002129	2	0
OG0002130	1	0
OG0002131	4	4
OG0002132	4	4
OG0002133	1	0
OG0002134	4	4
OG0002135	4	4
OG0002136	4	4
OG0002137	4	3
OG0002138	5	5
OG0002139	4	4
OG0002140	4	4
OG0002141	4	4
OG0002142	4	4
OG0002143	4	4
OG0002144	5	5
OG0002145	5	5
OG0002146	3	3
OG0002147	4	4
OG0002148	3	3
OG0002149	4	2
OG0002150	4	4
OG0002151	4	4
OG0002152	1	0
OG0002153	4	4
OG0002154	4	4
OG0002155	5	5
OG0002156	2	0
OG0002157	4	4
OG0002158	4	4
OG0002159	4	4
OG0002160	4	4
OG0002161	8	8
OG0002162	4	4
OG0002163	1	0
OG0002164	4	4
OG0002165	4	4
OG0002166	3	1
OG0002167	5	5
OG0002168	5	5
OG0002169	4	4
OG0002170	4	4
OG0002171	4	4
OG0002172	3	3
OG0002173	4	4
OG0002174	4	4
OG0002175	5	5
OG0002176	4	4
OG0002177	1	0
OG0002178	4	4
OG0002179	4	4
OG0002180	4	4
OG0002181	6	6
OG0002182	4	2
OG0002183	4	4
OG0002184	2	1
OG0002185	4	4
OG0002186	2	1
OG0002187	4	3
OG0002188	5	5
OG0002189	4	4
OG0002190	4	4
OG0002191	4	4
OG0002192	4	4
OG0002193	4	4
OG0002194	4	4
OG0002195	4	4
OG0002196	4	4
OG0002197	4	4
OG0002198	4	4
OG0002199	4	4
OG0002200	2	0
OG0002201	3	1
OG0002202	4	3
OG0002203	5	5
OG0002204	3	3
OG0002205	4	4
OG0002206	4	4
OG0002207	2	0
OG0002208	4	4
OG0002209	4	4
OG0002210	3	2
OG0002211	4	4
OG0002212	4	4
OG0002213	2	1
OG0002214	6	6
OG0002215	4	4
OG0002216	4	4
OG0002217	5	5
OG0002218	4	4
OG0002219	1	0
OG0002220	4	4
OG0002221	3	1
OG0002222	5	4
OG0002223	4	4
OG0002224	4	4
OG0002225	4	4
OG0002226	4	4
OG0002227	4	4
OG0002228	4	4
OG0002229	4	4
OG0002230	4	4
OG0002231	4	4
OG0002232	4	4
OG0002233	3	2
OG0002234	4	3
OG0002235	4	4
OG0002236	8	8
OG0002237	5	5
OG0002238	3	3
OG0002239	4	4
OG0002240	4	4
OG0002241	4	4
OG0002242	1	0
OG0002243	4	4
OG0002244	4	4
OG0002245	4	4
OG0002246	5	5
OG0002247	3	2
OG0002248	2	1
OG0002249	4	4
OG0002250	4	4
OG0002251	3	3
OG0002252	4	4
OG0002253	4	4
OG0002254	4	4
OG0002255	4	4
OG0002256	4	4
OG0002257	4	4
OG0002258	4	4
OG0002259	4	4
OG0002260	4	4
OG0002261	4	4
OG0002262	4	1
OG0002263	3	2
OG0002264	4	4
OG0002265	4	4
OG0002266	4	4
OG0002267	4	4
OG0002268	4	4
OG0002269	4	4
OG0002270	4	4
OG0002271	6	6
OG0002272	4	4
OG0002273	4	4
OG0002274	4	4
OG0002275	4	4
OG0002276	4	4
OG0002277	5	5
OG0002278	5	5
OG0002279	4	4
OG0002280	4	4
OG0002281	4	4
OG0002282	4	3
OG0002283	4	4
OG0002284	4	4
OG0002285	4	4
OG0002286	5	5
OG0002287	4	4
OG0002288	4	4
OG0002289	4	4
OG0002290	4	4
OG0002291	4	4
OG0002292	4	4
OG0002293	4	4
OG0002294	4	4
OG0002295	4	4
OG0002296	4	4
OG0002297	4	4
OG0002298	4	4
OG0002299	4	4
OG0002300	4	4
OG0002301	4	4
OG0002302	4	4
OG0002303	4	4
OG0002304	5	5
OG0002305	4	4
OG0002306	4	4
OG0002307	4	4
OG0002308	4	4
OG0002309	2	2
OG0002310	4	4
OG0002311	4	4
OG0002312	4	4
OG0002313	4	4
OG0002314	4	4
OG0002315	4	4
OG0002316	4	4
OG0002317	5	5
OG0002318	5	5
OG0002319	5	5
OG0002320	4	4
OG0002321	4	4
OG0002322	3	1
OG0002323	4	4
OG0002324	4	4
OG0002325	4	4
OG0002326	4	4
OG0002327	4	4
OG0002328	3	3
OG0002329	4	4
OG0002330	4	4
OG0002331	4	4
OG0002332	5	5
OG0002333	4	4
OG0002334	4	4
OG0002335	4	4
OG0002336	4	4
OG0002337	4	4
OG0002338	4	4
OG0002339	3	3
OG0002340	4	4
OG0002341	4	4
OG0002342	4	4
OG0002343	4	4
OG0002344	4	4
OG0002345	4	4
OG0002346	4	3
OG0002347	4	4
OG0002348	4	4
OG0002349	4	4
OG0002350	4	4
OG0002351	4	4
OG0002352	4	4
OG0002353	4	4
OG0002354	4	4
OG0002355	4	4
OG0002356	4	4
OG0002357	4	4
OG0002358	4	4
OG0002359	4	4
OG0002360	6	6
OG0002361	5	5
OG0002362	3	1
OG0002363	5	4
OG0002364	5	5
OG0002365	5	5
OG0002366	8	8
OG0002367	5	5
OG0002368	5	5
OG0002369	1	0
OG0002370	5	5
OG0002371	7	7
OG0002372	5	5
OG0002373	2	1
OG0002374	6	6
OG0002375	7	5
OG0002376	12	12
OG0002377	8	8
OG0002378	10	10
OG0002379	6	6
OG0002380	8	7
OG0002381	7	6
OG0002382	10	9
OG0002383	3	3
OG0002384	1	0
OG0002385	3	3
OG0002386	3	3
OG0002387	2	1
OG0002388	3	3
OG0002389	3	3
OG0002390	3	3
OG0002391	1	0
OG0002392	3	3
OG0002393	3	3
OG0002394	3	2
OG0002395	3	3
OG0002396	3	3
OG0002397	3	3
OG0002398	3	3
OG0002399	3	3
OG0002400	3	3
OG0002401	3	3
OG0002402	3	3
OG0002403	3	2
OG0002404	3	3
OG0002405	2	2
OG0002406	3	3
OG0002407	3	3
OG0002408	2	0
OG0002409	3	3
OG0002410	4	4
OG0002411	3	3
OG0002412	2	0
OG0002413	3	2
OG0002414	1	0
OG0002415	5	5
OG0002416	1	1
OG0002417	3	3
OG0002418	3	3
OG0002419	6	6
OG0002420	3	3
OG0002421	3	3
OG0002422	3	3
OG0002423	6	6
OG0002424	2	2
OG0002425	3	3
OG0002426	3	3
OG0002427	3	3
OG0002428	3	3
OG0002429	4	4
OG0002430	3	3
OG0002431	3	3
OG0002432	3	3
OG0002433	3	3
OG0002434	3	3
OG0002435	3	3
OG0002436	3	3
OG0002437	3	3
OG0002438	1	0
OG0002439	3	3
OG0002440	2	1
OG0002441	4	4
OG0002442	4	4
OG0002443	3	1
OG0002444	3	3
OG0002445	3	3
OG0002446	3	3
OG0002447	3	3
OG0002448	3	3
OG0002449	3	2
OG0002450	3	3
OG0002451	3	3
OG0002452	3	3
OG0002453	3	3
OG0002454	4	4
OG0002455	3	3
OG0002456	3	3
OG0002457	3	3
OG0002458	3	3
OG0002459	3	3
OG0002460	3	3
OG0002461	3	3
OG0002462	3	3
OG0002463	4	4
OG0002464	3	3
OG0002465	3	3
OG0002466	4	4
OG0002467	3	3
OG0002468	3	3
OG0002469	3	3
OG0002470	3	3
OG0002471	3	3
OG0002472	4	4
OG0002473	3	3
OG0002474	3	3
OG0002475	3	2
OG0002476	3	3
OG0002477	6	6
OG0002478	3	2
OG0002479	3	3
OG0002480	3	3
OG0002481	3	3
OG0002482	3	3
OG0002483	3	3
OG0002484	3	2
OG0002485	5	5
OG0002486	2	0
OG0002487	4	4
OG0002488	3	3
OG0002489	3	3
OG0002490	3	3
OG0002491	2	2
OG0002492	4	4
OG0002493	4	4
OG0002494	3	3
OG0002495	3	3
OG0002496	3	3
OG0002497	2	2
OG0002498	2	2
OG0002499	4	3
OG0002500	3	3
OG0002501	3	2
OG0002502	3	3
OG0002503	2	1
OG0002504	4	4
OG0002505	3	3
OG0002506	3	3
OG0002507	3	3
OG0002508	4	4
OG0002509	3	3
OG0002510	3	3
OG0002511	3	3
OG0002512	3	3
OG0002513	4	4
OG0002514	3	3
OG0002515	3	3
OG0002516	3	3
OG0002517	3	3
OG0002518	3	3
OG0002519	3	2
OG0002520	3	3
OG0002521	3	3
OG0002522	3	3
OG0002523	3	3
OG0002524	3	3
OG0002525	3	3
OG0002526	1	1
OG0002527	3	3
OG0002528	3	3
OG0002529	3	3
OG0002530	3	3
OG0002531	3	3
OG0002532	3	3
OG0002533	5	5
OG0002534	3	3
OG0002535	3	3
OG0002536	3	3
OG0002537	3	3
OG0002538	3	3
OG0002539	1	0
OG0002540	1	0
OG0002541	4	4
OG0002542	3	1
OG0002543	3	3
OG0002544	3	2
OG0002545	3	3
OG0002546	6	6
OG0002547	3	3
OG0002548	3	3
OG0002549	3	3
OG0002550	1	0
OG0002551	3	3
OG0002552	3	3
OG0002553	3	3
OG0002554	3	3
OG0002555	3	3
OG0002556	2	2
OG0002557	3	3
OG0002558	2	1
OG0002559	4	4
OG0002560	4	4
OG0002561	3	3
OG0002562	2	2
OG0002563	3	3
OG0002564	3	3
OG0002565	3	3
OG0002566	3	3
OG0002567	3	3
OG0002568	3	3
OG0002569	3	3
OG0002570	3	3
OG0002571	3	3
OG0002572	3	3
OG0002573	3	2
OG0002574	3	3
OG0002575	3	3
OG0002576	3	2
OG0002577	3	3
OG0002578	3	3
OG0002579	4	4
OG0002580	3	3
OG0002581	3	3
OG0002582	3	3
OG0002583	3	3
OG0002584	3	3
OG0002585	3	3
OG0002586	4	4
OG0002587	3	3
OG0002588	3	3
OG0002589	4	4
OG0002590	3	3
OG0002591	3	3
OG0002592	3	3
OG0002593	3	3
OG0002594	3	3
OG0002595	3	3
OG0002596	3	3
OG0002597	3	3
OG0002598	4	4
OG0002599	3	3
OG0002600	3	3
OG0002601	3	3
OG0002602	3	3
OG0002603	4	4
OG0002604	4	4
OG0002605	4	4
OG0002606	3	3
OG0002607	3	3
OG0002608	3	3
OG0002609	2	0
OG0002610	3	3
OG0002611	3	3
OG0002612	3	3
OG0002613	1	0
OG0002614	3	3
OG0002615	4	4
OG0002616	3	3
OG0002617	3	3
OG0002618	3	3
OG0002619	3	3
OG0002620	2	2
OG0002621	4	4
OG0002622	3	3
OG0002623	4	4
OG0002624	3	3
OG0002625	3	3
OG0002626	3	3
OG0002627	3	3
OG0002628	3	3
OG0002629	3	3
OG0002630	2	2
OG0002631	2	1
OG0002632	6	6
OG0002633	3	3
OG0002634	3	3
OG0002635	3	3
OG0002636	3	3
OG0002637	3	3
OG0002638	1	0
OG0002639	3	3
OG0002640	4	4
OG0002641	3	3
OG0002642	3	3
OG0002643	3	3
OG0002644	3	3
OG0002645	4	4
OG0002646	3	3
OG0002647	2	1
OG0002648	3	3
OG0002649	3	3
OG0002650	3	3
OG0002651	3	3
OG0002652	3	3
OG0002653	3	3
OG0002654	3	3
OG0002655	3	3
OG0002656	3	3
OG0002657	3	3
OG0002658	3	3
OG0002659	3	3
OG0002660	2	1
OG0002661	3	3
OG0002662	3	3
OG0002663	3	3
OG0002664	3	3
OG0002665	2	0
OG0002666	3	3
OG0002667	4	4
OG0002668	4	4
OG0002669	3	3
OG0002670	3	3
OG0002671	3	3
OG0002672	3	3
OG0002673	3	3
OG0002674	3	3
OG0002675	3	3
OG0002676	3	3
OG0002677	1	0
OG0002678	3	3
OG0002679	3	3
OG0002680	3	3
OG0002681	3	3
OG0002682	3	3
OG0002683	3	3
OG0002684	4	4
OG0002685	3	3
OG0002686	3	3
OG0002687	3	3
OG0002688	3	3
OG0002689	3	3
OG0002690	3	3
OG0002691	3	3
OG0002692	3	3
OG0002693	3	3
OG0002694	2	2
OG0002695	3	3
OG0002696	3	3
OG0002697	3	3
OG0002698	3	3
OG0002699	2	1
OG0002700	4	4
OG0002701	3	3
OG0002702	1	0
OG0002703	3	2
OG0002704	3	3
OG0002705	3	3
OG0002706	3	3
OG0002707	3	3
OG0002708	2	1
OG0002709	3	2
OG0002710	4	4
OG0002711	3	3
OG0002712	3	3
OG0002713	3	3
OG0002714	3	3
OG0002715	3	3
OG0002716	3	3
OG0002717	2	1
OG0002718	4	4
OG0002719	5	5
OG0002720	3	3
OG0002721	3	3
OG0002722	7	7
OG0002723	3	3
OG0002724	3	3
OG0002725	3	3
OG0002726	3	3
OG0002727	3	3
OG0002728	3	3
OG0002729	3	3
OG0002730	4	4
OG0002731	3	3
OG0002732	3	3
OG0002733	3	3
OG0002734	3	3
OG0002735	4	4
OG0002736	3	3
OG0002737	3	3
OG0002738	3	3
OG0002739	3	3
OG0002740	3	3
OG0002741	3	3
OG0002742	2	1
OG0002743	4	4
OG0002744	1	0
OG0002745	1	0
OG0002746	3	3
OG0002747	3	3
OG0002748	3	3
OG0002749	3	3
OG0002750	3	3
OG0002751	3	3
OG0002752	3	3
OG0002753	3	3
OG0002754	4	4
OG0002755	4	4
OG0002756	3	3
OG0002757	4	4
OG0002758	3	3
OG0002759	3	2
OG0002760	2	1
OG0002761	1	0
OG0002762	4	4
OG0002763	3	3
OG0002764	3	3
OG0002765	3	3
OG0002766	3	3
OG0002767	3	3
OG0002768	8	8
OG0002769	3	3
OG0002770	3	3
OG0002771	3	3
OG0002772	3	3
OG0002773	3	3
OG0002774	3	3
OG0002775	3	3
OG0002776	3	3
OG0002777	3	3
OG0002778	3	3
OG0002779	3	3
OG0002780	3	3
OG0002781	3	3
OG0002782	3	3
OG0002783	3	3
OG0002784	3	3
OG0002785	3	3
OG0002786	3	3
OG0002787	2	1
OG0002788	3	3
OG0002789	3	3
OG0002790	3	3
OG0002791	3	3
