Orthogroup	Nomia_melanderi	Ceratina_calcarata
OG0001734	XP_031843970.1	XP_017880487.1
OG0001734	XP_031843964.1	XP_017880438.1
OG0001735	XP_031839632.1	XP_026668983.1, XP_017879315.1
OG0001736	XP_031836891.1	XP_026667205.1
OG0001737	XP_031840375.1	XP_017876323.1
OG0001738	XP_031832271.1	XP_017892670.1
OG0001739	XP_031830403.1, XP_031830404.1, XP_031830405.1	XP_026671212.1, XP_026667186.1, XP_017875591.1, XP_017883889.1, XP_017883890.1
OG0001740	XP_031847749.1	XP_017891938.1
OG0001741	XP_031832270.1	XP_017892669.1
OG0001742	XP_031838273.1	XP_026675013.1
OG0001743	XP_031835988.1, XP_031835987.1, XP_031835989.1	XP_017891851.1, XP_026675172.1
OG0001744	XP_031844786.1	XP_026668408.1, XP_017878130.1
OG0001745	XP_031845646.1, XP_031845736.1	XP_017881314.1, XP_017881315.1, XP_017881316.1, XP_017881317.1
OG0001746	XP_031847008.1	XP_017884117.1
OG0001747	XP_031834812.1, XP_031834813.1, XP_031834815.1	XP_017888647.2, XP_017888646.2
OG0001748	XP_031839883.1	XP_017879238.1, XP_017879221.1
OG0001749	XP_031832543.1	XP_026673755.1, XP_026673765.1
OG0001750	XP_031838674.1	XP_017892823.1, XP_017892824.1
OG0001751	XP_031840011.1	XP_026674532.1, XP_026674542.1, XP_017889998.1, XP_017889988.1
OG0001752	XP_031848043.1	XP_017885918.1
OG0001753	XP_031830444.1	XP_017891501.1
OG0001754	XP_031839242.1	XP_026669134.1
OG0001755	XP_031847626.1	XP_017890270.1
OG0001756	XP_031828217.1, XP_031828219.1, XP_031828218.1	XP_026673089.1
OG0001757	XP_031836013.1	XP_026672195.1
OG0001758	XP_031833565.1	XP_017876414.1, XP_026667557.1, XP_017876411.1, XP_017876412.1, XP_017876413.1, XP_017876410.1
OG0001759	XP_031834927.1, XP_031834922.1, XP_031834926.1, XP_031834932.1, XP_031834929.1, XP_031834930.1, XP_031834925.1, XP_031834924.1, XP_031834923.1, XP_031834921.1, XP_031834928.1	XP_017890733.1
OG0001760	XP_031826574.1, XP_031826572.1, XP_031826573.1, XP_031826577.1, XP_031826578.1, XP_031826576.1	XP_017887562.1
OG0001762	XP_031843907.1, XP_031843906.1	XP_017876531.1
OG0001763	XP_031849416.1	XP_017878480.1
OG0001764	XP_031845677.1	XP_017883005.2
OG0001765	XP_031841393.1, XP_031841394.1	XP_017888025.1, XP_017883317.1
OG0001766	XP_031849723.1	XP_017887354.1, XP_017887352.1, XP_017887351.1
OG0001767	XP_031825332.1, XP_031825333.1	XP_017879592.1
OG0001768	XP_031831083.1	XP_026670407.1
OG0001769	XP_031844864.1	XP_026667520.1
OG0001771	XP_031833495.1, XP_031833497.1	XP_017883067.1
OG0001772	XP_031828039.1, XP_031828038.1, XP_031828037.1, XP_031828043.1, XP_031828042.1, XP_031828041.1, XP_031828040.1	XP_017891863.1
OG0001773	XP_031826684.1	XP_017876882.1, XP_017876883.1
OG0001773	XP_031826944.1	XP_026671953.1
OG0001774	XP_031846267.1	XP_017883463.1, XP_026671015.1
OG0001775	XP_031827233.1, XP_031827232.1	XP_017885677.1
OG0001776	XP_031843430.1	XP_017887967.1
OG0001777	XP_031835952.1	XP_017875660.1, XP_017875659.1
OG0001778	XP_031831287.1, XP_031831286.1	XP_026674325.1
OG0001779	XP_031825865.1	XP_017876550.1
OG0001780	XP_031832634.1	XP_026671882.1, XP_017884824.1
OG0001781	XP_031838612.1	XP_017876214.2
OG0001782	XP_031826370.1	XP_017880456.1
OG0001783	XP_031840584.1, XP_031840586.1, XP_031840585.1	XP_017887554.1
OG0001784	XP_031846360.1, XP_031846361.1, XP_031846362.1	XP_017886950.1
OG0001785	XP_031846146.1, XP_031846147.1	XP_017877910.1
OG0001786	XP_031842036.1, XP_031842034.1	XP_017886515.1
OG0001787	XP_031825926.1	XP_017883925.1
OG0001788	XP_031839266.1, XP_031839267.1	XP_017879798.1, XP_017888608.1
OG0001789	XP_031843335.1, XP_031843336.1	XP_017890156.1, XP_017890155.1
OG0001790	XP_031847472.1	XP_017891487.1
OG0001791	XP_031839669.1	XP_026675103.1, XP_017890893.1
OG0001792	XP_031827617.1, XP_031827615.1, XP_031827616.1, XP_031827614.1	XP_017879902.1
OG0001793	XP_031848318.1, XP_031848292.1, XP_031848300.1, XP_031848309.1	XP_017893036.1
OG0001794	XP_031846341.1	XP_026675104.1
OG0001794	XP_031846344.1	XP_026675098.1
OG0001795	XP_031833431.1	XP_017890067.1
OG0001796	XP_031826710.1	XP_026672728.1
OG0001797	XP_031831441.1	XP_017879490.1
OG0001799	XP_031845574.1, XP_031845573.1, XP_031845575.1	XP_017878056.1
OG0001800	XP_031837609.1	XP_026667309.1, XP_026667307.1, XP_026667308.1
OG0001801	XP_031847175.1	XP_017875183.1
OG0001803	XP_031845154.1	XP_017877860.1
OG0001804	XP_031833405.1, XP_031833404.1	XP_017890089.1
OG0001805	XP_031829576.1	XP_017888091.1, XP_017888090.1
OG0001806	XP_031844730.1, XP_031844737.1	XP_017883265.1
OG0001807	XP_031846848.1	XP_026669145.1, XP_026669146.1
OG0001808	XP_031839822.1	XP_026668949.1, XP_017879246.1
OG0001809	XP_031828089.1, XP_031828090.1	XP_017884416.1
OG0001810	XP_031841874.1	XP_017877358.1
OG0001811	XP_031849509.1	XP_017880727.1
OG0001812	XP_031841038.1	XP_017882349.1
OG0001813	XP_031846496.1, XP_031846487.1	XP_017880085.1
OG0001814	XP_031828671.1	XP_026674677.1, XP_026674676.1, XP_026674678.1, XP_017890858.1
OG0001815	XP_031830940.1	XP_017882293.1
OG0001816	XP_031835110.1	XP_026672224.1
OG0001817	XP_031841477.1, XP_031841479.1, XP_031841478.1, XP_031841476.1	XP_017880191.1
OG0001818	XP_031848179.1	XP_017893655.1, XP_017893654.1
OG0001819	XP_031829378.1	XP_017877887.1
OG0001820	XP_031843675.1	XP_017885739.1
OG0001821	XP_031837582.1	XP_017875290.1
OG0001822	XP_031832110.1	XP_017890737.1, XP_026674448.1
OG0001823	XP_031843246.1	XP_026668946.1, XP_026668947.1
OG0001824	XP_031834808.1, XP_031834805.1	XP_017884208.1
OG0001825	XP_031839932.1, XP_031839933.1	XP_017889283.1
OG0001826	XP_031828237.1	XP_017885951.1
OG0001827	XP_031843330.1	XP_017890147.1
OG0001828	XP_031846759.1	XP_017880424.1
OG0001829	XP_031844626.1	XP_017885431.1, XP_017885432.1
OG0001830	XP_031833585.1, XP_031833587.1, XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833586.1	XP_017891758.1
OG0001831	XP_031833024.1	XP_026670464.1
OG0001832	XP_031847523.1	XP_017889885.1, XP_017889884.1
OG0001833	XP_031848951.1	XP_026672327.1
OG0001834	XP_031849798.1, XP_031849797.1	XP_017878943.1, XP_017878954.1
OG0001835	XP_031844534.1	XP_017880637.1
OG0001836	XP_031832946.1	XP_026673377.1
OG0001837	XP_031835392.1	XP_017879091.1
OG0001838	XP_031830797.1	XP_017875745.1
OG0001839	XP_031829772.1	XP_017885315.1
OG0001840	XP_031833557.1, XP_031833559.1	XP_017876404.1
OG0001841	XP_031831727.1	XP_017883556.1
OG0001842	XP_031835632.1	XP_017876780.1
OG0001843	XP_031838053.1	XP_026672571.1, XP_026672574.1, XP_017886650.1, XP_017886658.1, XP_017886643.1, XP_017886627.1
OG0001844	XP_031845966.1	XP_017884568.1, XP_017884566.1
OG0001845	XP_031829717.1	XP_017890828.1
OG0001846	XP_031833525.1, XP_031833523.1	XP_017883163.1
OG0001847	XP_031841389.1	XP_026669315.1
OG0001848	XP_031828019.1, XP_031828018.1	XP_017885227.1
OG0001849	XP_031831929.1	XP_017892408.1
OG0001850	XP_031829651.1	XP_017884534.1
OG0001851	XP_031827273.1	XP_026669346.1, XP_017880254.1
OG0001852	XP_031849323.1, XP_031849319.1, XP_031849318.1, XP_031849321.1, XP_031849320.1, XP_031849322.1	XP_017890540.1, XP_017890539.1
OG0001853	XP_031835005.1	XP_026674880.1
OG0001854	XP_031826805.1	XP_026672651.1
OG0001855	XP_031841759.1	XP_017888380.2, XP_017884097.2
OG0001856	XP_031846377.1	XP_026672078.1
OG0001857	XP_031841929.1, XP_031841909.1, XP_031841918.1	XP_026670079.1
OG0001858	XP_031844372.1, XP_031844373.1, XP_031844374.1	XP_017893549.1
OG0001859	XP_031827700.1	XP_017883489.1
OG0001861	XP_031833478.1, XP_031833475.1, XP_031833476.1, XP_031833473.1, XP_031833471.1, XP_031833472.1, XP_031833477.1	XP_017888998.1
OG0001862	XP_031847189.1	XP_017888246.1, XP_017888242.1
OG0001863	XP_031830376.1	XP_017883441.1, XP_026671018.1
OG0001864	XP_031836319.1	XP_026673299.1
OG0001865	XP_031828286.1	XP_017885975.1, XP_017885974.1
OG0001866	XP_031829566.1	XP_017884967.1
OG0001867	XP_031831307.1	XP_017875377.1
OG0001868	XP_031850261.1, XP_031850259.1	XP_017878388.1
OG0001869	XP_031842798.1	XP_017889511.1
OG0001870	XP_031848449.1	XP_017884759.1
OG0001871	XP_031838912.1, XP_031838910.1, XP_031838915.1, XP_031838914.1, XP_031838909.1, XP_031838913.1, XP_031838916.1	XP_017891267.2
OG0001872	XP_031829790.1, XP_031829786.1, XP_031829791.1, XP_031829792.1, XP_031829789.1, XP_031829788.1	XP_026671514.1
OG0001873	XP_031838294.1	XP_017880300.1
OG0001874	XP_031838908.1, XP_031838907.1	XP_017883297.1
OG0001875	XP_031829438.1, XP_031829436.1	XP_017878108.1, XP_026668425.1
OG0001876	XP_031836303.1, XP_031836304.1	XP_017886614.1
OG0001878	XP_031826950.1, XP_031826953.1	XP_017877349.1
OG0001879	XP_031836882.1	XP_017887133.1, XP_017887132.1
OG0001880	XP_031834265.1, XP_031834266.1	XP_017885483.1
OG0001881	XP_031838677.1	XP_017876945.1
OG0001882	XP_031839876.1	XP_026668889.1
OG0001883	XP_031840636.1, XP_031840635.1	XP_017887910.1
OG0001884	XP_031836360.1, XP_031836371.1	XP_017877175.1, XP_017877177.1
OG0001885	XP_031847320.1	XP_017891508.1
OG0001886	XP_031845352.1	XP_017893606.1
OG0001887	XP_031833205.1	XP_017881736.1
OG0001888	XP_031848113.1	XP_017884489.2
OG0001888	XP_031848135.1	XP_026671680.1
OG0001889	XP_031826081.1	XP_017885997.1
OG0001890	XP_031832616.1	XP_017884817.1
OG0001891	XP_031833450.1	XP_017883142.1
OG0001893	XP_031830545.1, XP_031830544.1	XP_017876711.1
OG0001894	XP_031828094.1	XP_017887642.1
OG0001895	XP_031832784.1	XP_017884902.1
OG0001896	XP_031830619.1	XP_026672607.1
OG0001897	XP_031827530.1	XP_017888610.1, XP_017888842.1
OG0001898	XP_031825713.1	XP_017881868.2, XP_017886017.1
OG0001899	XP_031835797.1	XP_026674552.1, XP_026674553.1, XP_026674551.1
OG0001900	XP_031829217.1	XP_026666940.1, XP_026666939.1
OG0001901	XP_031849270.1	XP_026668656.1
OG0001902	XP_031843070.1, XP_031843068.1	XP_017889593.1, XP_026674165.1
OG0001903	XP_031828958.1	XP_017892748.1
OG0001904	XP_031825411.1	XP_026667473.1
OG0001904	XP_031825304.1	XP_026667559.1
OG0001905	XP_031833625.1	XP_017883039.2, XP_026670868.1
OG0001906	XP_031830466.1	XP_017881305.1
OG0001907	XP_031828611.1	XP_026668158.1, XP_017877554.1
OG0001908	XP_031846807.1, XP_031846815.1	XP_017893011.1, XP_026666522.1
OG0001909	XP_031845653.1	XP_017879619.1
OG0001910	XP_031832395.1	XP_017876873.1
OG0001912	XP_031840777.1	XP_026669658.1
OG0001912	XP_031840774.1	XP_017880960.1
OG0001913	XP_031840928.1, XP_031840927.1, XP_031840924.1, XP_031840926.1, XP_031840925.1	XP_017886285.1
OG0001914	XP_031847712.1	XP_026671484.1
OG0001915	XP_031825627.1, XP_031825626.1, XP_031825625.1, XP_031825628.1	XP_017890100.1
OG0001916	XP_031841017.1, XP_031841016.1	XP_017890285.1, XP_017890287.1
OG0001917	XP_031840313.1	XP_017889918.1, XP_017889927.1
OG0001918	XP_031841738.1	XP_026670606.1
OG0001919	XP_031844310.1	XP_017875887.1, XP_026672915.1
OG0001920	XP_031835841.1, XP_031835838.1, XP_031835844.1, XP_031835845.1, XP_031835840.1, XP_031835843.1, XP_031835839.1	XP_017883798.1
OG0001921	XP_031843891.1	XP_017875101.1
OG0001922	XP_031841054.1	XP_017886128.1
OG0001923	XP_031827830.1	XP_017884129.1
OG0001924	XP_031834840.1	XP_017875408.1
OG0001925	XP_031828758.1	XP_026675549.1
OG0001926	XP_031830021.1	XP_017888873.1, XP_026673739.1
OG0001927	XP_031826835.1	XP_017886910.1, XP_017886911.1
OG0001928	XP_031830850.1	XP_026668870.1
OG0001929	XP_031830745.1	XP_017886560.1
OG0001930	XP_031847914.1	XP_017876714.1, XP_026667584.1, XP_026667585.1, XP_026667586.1
OG0001931	XP_031844874.1, XP_031844875.1, XP_031844872.1, XP_031844873.1	XP_017886624.1
OG0001933	XP_031828207.1, XP_031828208.1, XP_031828206.1	XP_017887732.1, XP_017887731.1, XP_017881558.1
OG0001934	XP_031848315.1, XP_031848332.1	XP_017880849.1
OG0001935	XP_031846808.1, XP_031846809.1, XP_031846806.1	XP_017881018.1
OG0001936	XP_031830271.1	XP_026673733.1
OG0001937	XP_031844813.1	XP_026673472.1
OG0001938	XP_031843141.1, XP_031843140.1	XP_017889913.1
OG0001939	XP_031837972.1, XP_031837971.1, XP_031837974.1, XP_031837973.1	XP_017876213.1
OG0001940	XP_031828224.1, XP_031828225.1, XP_031828226.1	XP_017887756.1
OG0001941	XP_031844452.1, XP_031844451.1	XP_017893435.1
OG0001942	XP_031826078.1, XP_031826114.1, XP_031826069.1, XP_031826087.1, XP_031826096.1, XP_031826104.1, XP_031826063.1	XP_017886825.1
OG0001943	XP_031835230.1	XP_017890974.1
OG0001944	XP_031839148.1, XP_031839149.1, XP_031839150.1	XP_017881024.1
OG0001945	XP_031850206.1	XP_017878979.1
OG0001946	XP_031835563.1	XP_017878432.1
OG0001947	XP_031848044.1	XP_026667362.1
OG0001949	XP_031835765.1	XP_017880042.1, XP_017880041.1
OG0001950	XP_031844308.1	XP_017880606.1
OG0001951	XP_031828253.1	XP_017879426.1
OG0001952	XP_031830206.1	XP_026673636.1
OG0001953	XP_031828731.1	XP_017887489.1
OG0001954	XP_031841353.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841351.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0001955	XP_031844009.1, XP_031844010.1	XP_017891396.1
OG0001957	XP_031840704.1	XP_026670541.1
OG0001959	XP_031843339.1	XP_017890158.1
OG0001960	XP_031836239.1, XP_031836238.1	XP_017888036.1
OG0001961	XP_031848295.1	XP_017886094.1
OG0001962	XP_031845825.1	XP_017890294.1
OG0001963	XP_031832213.1	XP_017889444.1
OG0001964	XP_031831705.1, XP_031831704.1	XP_017883493.1
OG0001965	XP_031840489.1	XP_026671966.1
OG0001966	XP_031829638.1, XP_031829637.1, XP_031829636.1	XP_026671863.1, XP_026671862.1, XP_026671861.1, XP_017884638.1
OG0001967	XP_031847984.1	XP_017879863.1
OG0001968	XP_031829493.1	XP_017878165.1, XP_026668401.1, XP_026668400.1
OG0001969	XP_031828968.1	XP_017881126.1, XP_017881124.1
OG0001970	XP_031832833.1	XP_017875520.1
OG0001971	XP_031848166.1, XP_031848156.1	XP_017875636.1
OG0001973	XP_031838055.1	XP_026666764.1, XP_026666763.1
OG0001974	XP_031844299.1	XP_017884057.1
OG0001975	XP_031836183.1	XP_017884118.1, XP_017884127.1
OG0001976	XP_031826249.1, XP_031826248.1, XP_031826251.1	XP_026673045.1, XP_017887717.1
OG0001977	XP_031826569.1	XP_017885147.1
OG0001978	XP_031850472.1, XP_031850471.1, XP_031850470.1	XP_017887008.1, XP_017887009.1
OG0001980	XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1, XP_031841589.1, XP_031841595.1, XP_031841592.1	XP_017877206.1, XP_017877208.1
OG0001981	XP_031837910.1	XP_026667470.1
OG0001982	XP_031828056.1, XP_031828047.1	XP_026673919.1, XP_017888893.1, XP_026673915.1, XP_026673934.1, XP_026673923.1, XP_026673940.1, XP_017888902.1
OG0001983	XP_031835637.1	XP_026674561.1
OG0001983	XP_031835804.1	XP_026674560.1
OG0001983	XP_031835638.1	XP_026674559.1, XP_026674557.1, XP_026674558.1
OG0001984	XP_031845594.1, XP_031845590.1, XP_031845591.1, XP_031845595.1, XP_031845596.1, XP_031845593.1, XP_031845597.1	XP_017879106.1
OG0001987	XP_031832381.1	XP_017890298.1
OG0001988	XP_031828034.1	XP_017885249.1
OG0001989	XP_031836922.1, XP_031836923.1	XP_017886188.1
OG0001991	XP_031831964.1	XP_017878347.1
OG0001992	XP_031849482.1	XP_017885977.1, XP_026672792.1
OG0001993	XP_031829781.1	XP_026673041.1, XP_026673040.1, XP_017887438.1, XP_017887437.1
OG0001994	XP_031834154.1, XP_031834153.1, XP_031834152.1, XP_031834151.1	XP_017886719.1
OG0001995	XP_031834096.1	XP_017877362.1
OG0001996	XP_031829819.1	XP_017880304.1
OG0001997	XP_031847520.1	XP_017891491.2
OG0001998	XP_031846087.1, XP_031846089.1	XP_017888704.1
OG0001999	XP_031828950.1	XP_017890859.1
OG0002000	XP_031846406.1	XP_017891282.1
OG0002001	XP_031841166.1	XP_017878868.1
OG0002002	XP_031841150.1	XP_017886112.1, XP_017886104.1
OG0002003	XP_031836236.1	XP_017888039.1, XP_017888038.1
OG0002004	XP_031834430.1	XP_017877968.1
OG0002005	XP_031844114.1, XP_031844115.1, XP_031844117.1, XP_031844116.1	XP_017887035.1, XP_017888579.1
OG0002006	XP_031836056.1	XP_017886992.1, XP_017893561.1, XP_017893559.1
OG0002007	XP_031849021.1, XP_031849030.1	XP_026674824.1, XP_017891049.1, XP_026674823.1
OG0002009	XP_031825621.1	XP_026675136.1, XP_017891803.1
OG0002010	XP_031834020.1, XP_031834019.1	XP_026675364.1
OG0002011	XP_031841011.1	XP_026675218.1, XP_026675219.1, XP_017891861.1
OG0002012	XP_031839870.1	XP_026671401.1, XP_026671402.1
OG0002013	XP_031845796.1	XP_017893289.1
OG0002014	XP_031827829.1	XP_017891930.1
OG0002014	XP_031827826.1	XP_017891928.1
OG0002015	XP_031831241.1, XP_031831240.1, XP_031831239.1	XP_017883532.1, XP_026671048.1
OG0002016	XP_031831342.1	XP_017876906.1
OG0002017	XP_031842469.1	XP_017886294.2
OG0002018	XP_031826997.1	XP_017893660.1
OG0002019	XP_031835610.1	XP_017890477.1
OG0002020	XP_031833173.1	XP_026672188.1, XP_017885718.1
OG0002021	XP_031826322.1, XP_031826321.1	XP_017892410.1, XP_017892409.1
OG0002022	XP_031844877.1	XP_017876270.1
OG0002023	XP_031835977.1	XP_017891834.1
OG0002024	XP_031833246.1	XP_017876479.1
OG0002025	XP_031845299.1, XP_031845297.1, XP_031845298.1	XP_017885349.1
OG0002026	XP_031828699.1	XP_026667923.1, XP_026671291.1
OG0002027	XP_031826855.1	XP_017886780.1
OG0002028	XP_031826451.1	XP_026672345.1
OG0002029	XP_031827176.1, XP_031827174.1, XP_031827175.1	XP_017890013.1
OG0002030	XP_031844792.1, XP_031844797.1	XP_017878143.1
OG0002032	XP_031825356.1, XP_031825351.1, XP_031825350.1	XP_017890564.1
OG0002033	XP_031843136.1	XP_017878320.1
OG0002035	XP_031838860.1	XP_017889212.2
OG0002036	XP_031832569.1	XP_017884178.1, XP_026671415.1
OG0002037	XP_031839377.1	XP_017875775.1
OG0002038	XP_031846412.1, XP_031846411.1, XP_031846409.1, XP_031846410.1	XP_026669974.1
OG0002039	XP_031836216.1	XP_017884989.1, XP_026671619.1
OG0002040	XP_031832962.1	XP_026673371.1, XP_026673370.1, XP_026673373.1, XP_026673372.1, XP_017888057.1
OG0002041	XP_031827572.1	XP_017875367.1, XP_017875368.1
OG0002042	XP_031837964.1, XP_031837961.1, XP_031837962.1, XP_031837960.1, XP_031837963.1	XP_017878261.1
OG0002043	XP_031832296.1	XP_017893182.1
OG0002044	XP_031825706.1	XP_017878169.1, XP_026668414.1
OG0002045	XP_031848185.1	XP_017888010.1
OG0002046	XP_031845334.1	XP_026666858.1
OG0002047	XP_031839930.1	XP_017891497.1
OG0002048	XP_031845280.1	XP_017885326.1
OG0002049	XP_031834093.1	XP_026672593.1, XP_017875559.1
OG0002050	XP_031840448.1, XP_031840447.1, XP_031840451.1, XP_031840450.1, XP_031840449.1	XP_026673243.1, XP_026673242.1, XP_026673241.1
OG0002051	XP_031847251.1	XP_017889941.1
OG0002052	XP_031837641.1, XP_031837639.1, XP_031837637.1, XP_031837636.1, XP_031837635.1, XP_031837634.1, XP_031837633.1, XP_031837632.1, XP_031837640.1	XP_017892142.2, XP_017889243.1
OG0002053	XP_031837267.1	XP_017875014.1, XP_017875013.1
OG0002054	XP_031832638.1	XP_017875535.2, XP_017875536.1
OG0002055	XP_031825841.1	XP_017881945.1
OG0002056	XP_031849751.1	XP_017878350.1, XP_026668520.1, XP_026668521.1
OG0002057	XP_031833158.1	XP_017884426.1
OG0002058	XP_031849841.1	XP_017882011.1
OG0002059	XP_031837110.1	XP_017892160.1
OG0002060	XP_031839067.1	XP_017885552.1, XP_017885551.2
OG0002061	XP_031840977.1	XP_017886520.1
OG0002062	XP_031846152.1	XP_017885759.1
OG0002063	XP_031831128.1	XP_017882020.1
OG0002064	XP_031832368.1	XP_026672432.1, XP_026671917.1
OG0002065	XP_031845901.1	XP_026671607.1, XP_026671609.1, XP_026671610.1, XP_026671611.1
OG0002066	XP_031847414.1	XP_026674203.1
OG0002067	XP_031827275.1, XP_031827274.1, XP_031827272.1, XP_031827271.1, XP_031827270.1, XP_031827278.1, XP_031827277.1, XP_031827276.1	XP_026671161.1
OG0002068	XP_031833794.1, XP_031833793.1	XP_026667546.1
OG0002069	XP_031833983.1	XP_017892203.1
OG0002070	XP_031834693.1	XP_017884253.1
OG0002071	XP_031826472.1	XP_017892416.1
OG0002072	XP_031838065.1, XP_031838061.1, XP_031838064.1, XP_031838063.1, XP_031838067.1, XP_031838066.1, XP_031838062.1, XP_031838069.1	XP_017875624.1
OG0002073	XP_031829663.1, XP_031829664.1	XP_026673734.1
OG0002074	XP_031847449.1, XP_031847451.1	XP_026673939.1, XP_017886279.1
OG0002075	XP_031846636.1	XP_026671085.1
OG0002076	XP_031829622.1	XP_017877638.1
OG0002077	XP_031840976.1	XP_017892099.1
OG0002078	XP_031838519.1	XP_017878624.1
OG0002079	XP_031839017.1	XP_017893041.1
OG0002080	XP_031844578.1	XP_026669630.1
OG0002081	XP_031830016.1	XP_017880506.1, XP_017893083.1
OG0002082	XP_031840140.1, XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840142.1	XP_017889177.1
OG0002083	XP_031825902.1	XP_017876539.1, XP_017876538.1
OG0002084	XP_031850306.1	XP_017882321.1, XP_026670739.1
OG0002085	XP_031836528.1, XP_031836529.1, XP_031836527.1	XP_017877119.1
OG0002086	XP_031843893.1	XP_017882082.1
OG0002087	XP_031827089.1, XP_031827090.1	XP_017887109.1
OG0002088	XP_031830657.1	XP_017886605.1
OG0002089	XP_031848159.1	XP_017884942.1
OG0002090	XP_031835371.1, XP_031835372.1	XP_017878972.1
OG0002091	XP_031834009.1	XP_017883418.1, XP_026672703.1, XP_017883332.1
OG0002092	XP_031826846.1	XP_026671118.1, XP_017883628.1, XP_026671119.1
OG0002093	XP_031834728.1	XP_017891490.1
OG0002094	XP_031826132.1	XP_017888630.1
OG0002095	XP_031828616.1	XP_017881949.1, XP_017881950.1
OG0002096	XP_031835213.1, XP_031835214.1, XP_031835215.1	XP_017877504.1
OG0002097	XP_031842207.1, XP_031842209.1, XP_031842208.1	XP_017889929.1
OG0002098	XP_031840037.1	XP_017885645.1, XP_017890408.1
OG0002099	XP_031846210.1	XP_026669830.1
OG0002100	XP_031830491.1	XP_017881312.1
OG0002101	XP_031838823.1	XP_017892638.1, XP_026675506.1
OG0002102	XP_031831849.1	XP_017878352.1
OG0002103	XP_031846725.1	XP_017885153.1
OG0002104	XP_031825609.1, XP_031825604.1	XP_017877819.1
OG0002105	XP_031838851.1	XP_017892625.1
OG0002106	XP_031837943.1	XP_017893173.1
OG0002107	XP_031846175.1, XP_031846174.1	XP_017883935.1
OG0002108	XP_031843221.1	XP_026673953.1, XP_017889773.1
OG0002109	XP_031841414.1	XP_026674603.1, XP_017890661.1
OG0002110	XP_031837244.1	XP_017893177.1, XP_026666642.1
OG0002111	XP_031848518.1	XP_017883807.1
OG0002113	XP_031830912.1	XP_017881173.1
OG0002114	XP_031831790.1	XP_017879876.1
OG0002115	XP_031836747.1	XP_017886059.1
OG0002116	XP_031828785.1	XP_026672913.1
OG0002117	XP_031845374.1	XP_017893648.1, XP_017893649.1, XP_026666836.1
OG0002118	XP_031835211.1, XP_031835212.1, XP_031835210.1	XP_026669671.1, XP_017880801.1
OG0002119	XP_031838732.1	XP_026675516.1
OG0002120	XP_031829034.1, XP_031829033.1	XP_017886274.1
OG0002121	XP_031831406.1, XP_031831407.1, XP_031831405.1	XP_017883582.1
OG0002122	XP_031841427.1, XP_031841416.1	XP_026668467.1
OG0002123	XP_031846926.1	XP_026667236.1, XP_017875848.1
OG0002124	XP_031827261.1	XP_017883699.1
OG0002125	XP_031830307.1	XP_017883372.1
OG0002126	XP_031844078.1	XP_017882977.1
OG0002127	XP_031846328.1	XP_026675056.1, XP_026675063.1, XP_026675067.1, XP_017890954.1
OG0002128	XP_031838451.1	XP_017879066.1
OG0002129	XP_031828953.1	XP_017892713.1, XP_026675591.1, XP_026675590.1
OG0002130	XP_031844075.1, XP_031844076.1	XP_026670811.1
OG0002131	XP_031827247.1, XP_031827245.1, XP_031827246.1	XP_017889991.1, XP_017889986.1
OG0002132	XP_031845954.1	XP_026671695.1
OG0002134	XP_031849079.1, XP_031849078.1, XP_031849081.1, XP_031849080.1, XP_031849077.1, XP_031849076.1, XP_031849082.1, XP_031849075.1	XP_017890874.1
OG0002136	XP_031850252.1, XP_031850251.1, XP_031850250.1, XP_031850249.1, XP_031850248.1, XP_031850253.1	XP_026668583.1, XP_017878512.1
OG0002137	XP_031827182.1, XP_031827200.1	XP_017879460.1
OG0002138	XP_031847311.1	XP_017889415.1, XP_026673960.1
OG0002139	XP_031830790.1, XP_031830789.1	XP_017882001.1
OG0002140	XP_031836664.1, XP_031836662.1, XP_031836658.1, XP_031836659.1, XP_031836661.1, XP_031836663.1, XP_031836665.1	XP_017878294.1
OG0002141	XP_031832090.1	XP_017883216.1, XP_017883220.1
OG0002142	XP_031831760.1, XP_031831759.1	XP_026673269.1, XP_017887897.1
OG0002143	XP_031836698.1	XP_017878298.1
OG0002144	XP_031826643.1	XP_026673213.1
OG0002145	XP_031828574.1	XP_017889115.1
OG0002146	XP_031826479.1	XP_017888376.2, XP_017888444.1
OG0002147	XP_031840017.1, XP_031840016.1	XP_017891522.1, XP_017891506.1, XP_017891513.1
OG0002148	XP_031844247.1	XP_017880591.1
OG0002149	XP_031836468.1, XP_031836339.1	XP_026671717.1, XP_017884765.1
OG0002150	XP_031849278.1, XP_031849279.1	XP_026669274.1
OG0002151	XP_031827428.1	XP_026672626.1
OG0002152	XP_031840130.1	XP_017890934.1
OG0002153	XP_031850195.1, XP_031850192.1	XP_026668823.1
OG0002154	XP_031835866.1	XP_017892011.1
OG0002155	XP_031845446.1	XP_017885332.1
OG0002156	XP_031834507.1	XP_017886581.1, XP_017886580.1
OG0002157	XP_031828168.1	XP_017887658.2
OG0002158	XP_031842660.1	XP_026674093.1
OG0002159	XP_031827555.1	XP_017882593.1, XP_026670619.1
