Orthogroup	Nomia_melanderi	Osmia_bicornis
OG0001343	XP_031829559.1	XP_029043379.1
OG0001344	XP_031835052.1, XP_031835051.1	XP_029047967.1, XP_029047966.1
OG0001345	XP_031833915.1, XP_031833916.1, XP_031833917.1	XP_029036453.1, XP_029036454.1, XP_029036456.1, XP_029036455.1
OG0001346	XP_031831357.1	XP_029034209.1, XP_029034208.1, XP_029034207.1, XP_029034206.1, XP_029034210.1
OG0001347	XP_031850371.1	XP_029040682.1, XP_029040683.1
OG0001348	XP_031830189.1, XP_031830188.1	XP_029046770.1
OG0001349	XP_031843257.1	XP_029036960.1, XP_029036961.1
OG0001350	XP_031829515.1, XP_031829516.1, XP_031829514.1	XP_029056373.1
OG0001351	XP_031843190.1, XP_031843189.1	XP_029039548.1, XP_029039547.1, XP_029039546.1, XP_029039544.1
OG0001352	XP_031841391.1, XP_031841390.1	XP_029039001.1, XP_029039002.1
OG0001353	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1	XP_029037693.1
OG0001354	XP_031825423.1	XP_029048678.1
OG0001355	XP_031836234.1	XP_029048591.1
OG0001356	XP_031838885.1	XP_029050251.1
OG0001357	XP_031828079.1	XP_029035295.1
OG0001358	XP_031843014.1, XP_031843010.1	XP_029045950.1, XP_029045943.1
OG0001359	XP_031826878.1	XP_029050983.1
OG0001360	XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1, XP_031826320.1	XP_029052556.1
OG0001361	XP_031841638.1, XP_031841637.1	XP_029033187.1, XP_029033186.1, XP_029033188.1
OG0001362	XP_031825612.1	XP_029043889.1
OG0001362	XP_031825616.1	XP_029043891.1
OG0001363	XP_031848442.1	XP_029052706.1
OG0001363	XP_031844040.1	XP_029044244.1, XP_029043395.1
OG0001364	XP_031845393.1	XP_029042894.1
OG0001365	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1	XP_029037460.1, XP_029037461.1
OG0001366	XP_031831702.1	XP_029046084.1
OG0001368	XP_031837902.1	XP_029054149.1, XP_029054153.1
OG0001369	XP_031826221.1, XP_031826222.1	XP_029047264.1, XP_029047262.1, XP_029047263.1
OG0001370	XP_031831562.1, XP_031831564.1	XP_029032157.1, XP_029032156.1
OG0001371	XP_031846829.1	XP_029039828.1, XP_029039862.1, XP_029039838.1, XP_029039848.1, XP_029039856.1
OG0001372	XP_031831438.1	XP_029036670.1, XP_029036648.1, XP_029036647.1
OG0001373	XP_031829064.1	XP_029038583.1
OG0001374	XP_031833052.1	XP_029037603.1, XP_029037604.1, XP_029037601.1, XP_029037602.1
OG0001375	XP_031836086.1	XP_029035918.1
OG0001376	XP_031838127.1	XP_029039213.1
OG0001377	XP_031836272.1, XP_031836271.1	XP_029053475.1
OG0001378	XP_031826385.1	XP_029055326.1
OG0001379	XP_031841510.1, XP_031841519.1	XP_029041466.1
OG0001380	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1	XP_029032982.1
OG0001381	XP_031843951.1, XP_031843957.1	XP_029040972.1
OG0001382	XP_031843723.1	XP_029044693.1
OG0001383	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1	XP_029053750.1
OG0001384	XP_031838470.1, XP_031838471.1	XP_029052476.1
OG0001385	XP_031825524.1	XP_029036528.1
OG0001386	XP_031831495.1	XP_029046067.1
OG0001387	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1	XP_029036625.1
OG0001388	XP_031849768.1, XP_031849767.1, XP_031849769.1	XP_029046509.1
OG0001389	XP_031837756.1	XP_029037728.1
OG0001390	XP_031832391.1, XP_031832390.1, XP_031832392.1	XP_029044964.1
OG0001391	XP_031843905.1	XP_029040450.1, XP_029040449.1
OG0001392	XP_031842053.1	XP_029044914.1
OG0001393	XP_031826449.1, XP_031826448.1	XP_029044648.1, XP_029044647.1, XP_029044646.1
OG0001394	XP_031849011.1	XP_029051159.1
OG0001395	XP_031827726.1	XP_029036082.1
OG0001396	XP_031844734.1	XP_029034090.1, XP_029034089.1
OG0001397	XP_031846201.1, XP_031846203.1, XP_031846202.1	XP_029054221.1, XP_029054097.1
OG0001398	XP_031844140.1	XP_029049881.1
OG0001399	XP_031839412.1	XP_029037974.1, XP_029037973.1
OG0001400	XP_031829339.1	XP_029051918.1
OG0001401	XP_031842683.1	XP_029036921.1, XP_029036920.1
OG0001402	XP_031835822.1	XP_029033711.1, XP_029033712.1, XP_029033714.1, XP_029033715.1, XP_029033490.1, XP_029033716.1, XP_029033491.1, XP_029033713.1, XP_029033494.1, XP_029033495.1, XP_029033492.1, XP_029033493.1
OG0001403	XP_031842747.1, XP_031842652.1	XP_029036549.1, XP_029036610.1
OG0001404	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1	XP_029053391.1
OG0001405	XP_031836639.1	XP_029049321.1
OG0001406	XP_031845978.1	XP_029046680.1, XP_029046677.1, XP_029046679.1
OG0001407	XP_031840571.1	XP_029032536.1, XP_029032530.1
OG0001408	XP_031845838.1	XP_029048312.1
OG0001409	XP_031838861.1	XP_029052634.1, XP_029052630.1, XP_029052635.1, XP_029052636.1
OG0001410	XP_031842215.1	XP_029049351.1
OG0001412	XP_031842256.1	XP_029044343.1
OG0001412	XP_031842465.1	XP_029044353.1
OG0001413	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1	XP_029053632.1
OG0001414	XP_031828996.1	XP_029050126.1
OG0001415	XP_031828398.1	XP_029052257.1, XP_029052234.1
OG0001416	XP_031844043.1	XP_029050379.1
OG0001416	XP_031843941.1	XP_029055801.1, XP_029050539.1
OG0001417	XP_031828788.1	XP_029035459.1
OG0001418	XP_031828555.1	XP_029053413.1
OG0001419	XP_031829129.1	XP_029046883.1, XP_029046876.1
OG0001420	XP_031834856.1	XP_029043708.1
OG0001421	XP_031836420.1	XP_029044390.1
OG0001422	XP_031827885.1	XP_029035369.1, XP_029035370.1, XP_029035367.1, XP_029035366.1, XP_029035365.1, XP_029035364.1, XP_029035368.1
OG0001423	XP_031839233.1	XP_029048768.1, XP_029048772.1, XP_029048771.1, XP_029048770.1, XP_029048764.1, XP_029048765.1, XP_029048767.1, XP_029048769.1, XP_029048773.1
OG0001424	XP_031838252.1	XP_029050173.1, XP_029050174.1
OG0001425	XP_031839299.1	XP_029042495.1
OG0001426	XP_031840044.1	XP_029044523.1
OG0001427	XP_031841959.1	XP_029034274.1, XP_029032743.1
OG0001428	XP_031846609.1, XP_031846610.1	XP_029048751.1
OG0001429	XP_031840628.1	XP_029053294.1
OG0001430	XP_031843265.1	XP_029045969.1
OG0001433	XP_031830089.1	XP_029046760.1, XP_029046759.1, XP_029046762.1, XP_029046761.1
OG0001434	XP_031847271.1, XP_031847269.1	XP_029055958.1
OG0001436	XP_031832816.1	XP_029039039.1
OG0001437	XP_031827516.1, XP_031827515.1, XP_031827514.1	XP_029049522.1
OG0001438	XP_031841452.1	XP_029033232.1, XP_029033234.1, XP_029033233.1
OG0001439	XP_031828842.1	XP_029050191.1, XP_029050175.1, XP_029050182.1, XP_029050199.1
OG0001440	XP_031848343.1	XP_029052701.1, XP_029052700.1
OG0001441	XP_031829922.1	XP_029047093.1, XP_029047091.1, XP_029047094.1
OG0001442	XP_031849773.1, XP_031849772.1, XP_031849770.1	XP_029046510.1, XP_029046513.1, XP_029046511.1
OG0001443	XP_031839788.1	XP_029034117.1, XP_029034119.1
OG0001443	XP_031825444.1	XP_029036181.1
OG0001444	XP_031831152.1, XP_031831154.1	XP_029055786.1
OG0001445	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1	XP_029048244.1, XP_029048243.1
OG0001446	XP_031835816.1	XP_029033512.1, XP_029033509.1
OG0001448	XP_031827108.1, XP_031827107.1, XP_031827106.1, XP_031827105.1	XP_029049858.1, XP_029049859.1
OG0001449	XP_031828743.1, XP_031828742.1, XP_031828741.1	XP_029035901.1
OG0001450	XP_031829512.1, XP_031829511.1	XP_029056371.1, XP_029056372.1, XP_029056370.1
OG0001451	XP_031838529.1, XP_031838528.1	XP_029037466.1
OG0001453	XP_031826053.1	XP_029032174.1
OG0001455	XP_031846547.1	XP_029035016.1
OG0001456	XP_031835688.1	XP_029056476.1
OG0001457	XP_031837818.1	XP_029054206.1, XP_029054215.1, XP_029054130.1, XP_029054137.1, XP_029054125.1, XP_029054200.1
OG0001458	XP_031837239.1	XP_029037398.1
OG0001459	XP_031840415.1	XP_029055509.1
OG0001460	XP_031836190.1, XP_031836189.1	XP_029036249.1
OG0001461	XP_031833447.1	XP_029036407.1, XP_029036408.1, XP_029036406.1
OG0001462	XP_031836615.1	XP_029038649.1
OG0001462	XP_031836617.1	XP_029038652.1
OG0001463	XP_031828280.1	XP_029053110.1
OG0001464	XP_031848791.1, XP_031848818.1	XP_029040572.1
OG0001465	XP_031835477.1	XP_029056629.1, XP_029056628.1
OG0001466	XP_031840296.1	XP_029041250.1, XP_029040137.1
OG0001467	XP_031826432.1	XP_029032514.1, XP_029032515.1, XP_029032518.1, XP_029032516.1, XP_029032519.1
OG0001468	XP_031835032.1	XP_029043109.1
OG0001468	XP_031843462.1	XP_029043110.1
OG0001469	XP_031838554.1	XP_029037613.1
OG0001470	XP_031828482.1	XP_029038904.1, XP_029038905.1, XP_029038903.1
OG0001471	XP_031844584.1, XP_031844591.1	XP_029033027.1
OG0001472	XP_031840708.1	XP_029038615.1
OG0001473	XP_031839580.1	XP_029034238.1, XP_029034236.1, XP_029034237.1, XP_029034234.1, XP_029034235.1
OG0001474	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1	XP_029039988.1
OG0001475	XP_031839222.1	XP_029037911.1, XP_029037910.1
OG0001476	XP_031841493.1	XP_029049330.1
OG0001477	XP_031843862.1	XP_029040039.1
OG0001478	XP_031828088.1	XP_029055557.1
OG0001479	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1	XP_029044070.1
OG0001480	XP_031846063.1, XP_031846064.1, XP_031846065.1	XP_029047289.1
OG0001481	XP_031834003.1, XP_031834002.1, XP_031834005.1	XP_029033413.1, XP_029033411.1
OG0001482	XP_031827181.1, XP_031827183.1	XP_029051009.1, XP_029051010.1
OG0001483	XP_031848611.1	XP_029053716.1
OG0001484	XP_031848946.1	XP_029037396.1
OG0001485	XP_031850040.1	XP_029056153.1
OG0001486	XP_031829031.1	XP_029048935.1, XP_029048933.1
OG0001487	XP_031843821.1	XP_029040531.1
OG0001488	XP_031838744.1	XP_029050400.1
OG0001488	XP_031838742.1	XP_029050396.1, XP_029050399.1
OG0001489	XP_031829423.1	XP_029034683.1
OG0001490	XP_031833723.1	XP_029042050.1
OG0001491	XP_031845887.1	XP_029037402.1
OG0001492	XP_031827035.1, XP_031827036.1	XP_029051008.1
OG0001493	XP_031845501.1	XP_029033513.1
OG0001494	XP_031827290.1	XP_029042364.1
OG0001495	XP_031833273.1	XP_029035135.1, XP_029035153.1, XP_029035126.1, XP_029035143.1
OG0001496	XP_031837039.1, XP_031837027.1	XP_029054351.1
OG0001497	XP_031850166.1, XP_031850167.1	XP_029048447.1, XP_029048445.1, XP_029048444.1
OG0001498	XP_031835154.1, XP_031835155.1	XP_029036977.1, XP_029036979.1
OG0001500	XP_031837942.1	XP_029038777.1
OG0001501	XP_031826102.1, XP_031826101.1	XP_029055526.1, XP_029055527.1
OG0001502	XP_031826090.1	XP_029055525.1
OG0001503	XP_031849347.1	XP_029049700.1, XP_029049697.1
OG0001504	XP_031844294.1	XP_029052689.1
OG0001505	XP_031825302.1	XP_029048731.1
OG0001506	XP_031827621.1	XP_029041958.1, XP_029041960.1, XP_029041959.1
OG0001507	XP_031847411.1	XP_029040825.1
OG0001507	XP_031847410.1	XP_029040824.1
OG0001508	XP_031833325.1	XP_029033156.1, XP_029033136.1
OG0001509	XP_031829828.1, XP_031829826.1	XP_029035096.1, XP_029035094.1
OG0001510	XP_031835725.1	XP_029048819.1
OG0001511	XP_031840627.1	XP_029055474.1
OG0001512	XP_031829643.1	XP_029042235.1
OG0001513	XP_031847083.1, XP_031847082.1	XP_029048889.1
OG0001514	XP_031832788.1, XP_031832777.1	XP_029037337.1
OG0001515	XP_031828025.1, XP_031828026.1	XP_029055431.1
OG0001517	XP_031846961.1	XP_029046635.1
OG0001518	XP_031834301.1	XP_029032938.1, XP_029032939.1
OG0001519	XP_031829022.1	XP_029048918.1
OG0001520	XP_031839816.1	XP_029056592.1
OG0001521	XP_031831321.1	XP_029048178.1
OG0001522	XP_031849471.1	XP_029046200.1
OG0001523	XP_031829443.1	XP_029036752.1
OG0001524	XP_031836831.1, XP_031836830.1, XP_031836829.1, XP_031836828.1	XP_029033727.1
OG0001525	XP_031842872.1	XP_029045785.1
OG0001526	XP_031840071.1, XP_031840070.1	XP_029039080.1
OG0001527	XP_031843505.1	XP_029039352.1
OG0001529	XP_031849561.1	XP_029046278.1, XP_029046280.1, XP_029046281.1, XP_029046282.1
OG0001530	XP_031847195.1, XP_031847196.1	XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1, XP_029034002.1
OG0001531	XP_031831278.1	XP_029045528.1, XP_029045527.1, XP_029045531.1, XP_029045530.1
OG0001532	XP_031831912.1	XP_029047041.1, XP_029047040.1, XP_029047039.1
OG0001533	XP_031837631.1	XP_029039196.1
OG0001534	XP_031841566.1, XP_031841565.1	XP_029042396.1, XP_029042393.1, XP_029042392.1, XP_029042395.1, XP_029042394.1
OG0001535	XP_031846345.1	XP_029041515.1, XP_029041514.1
OG0001536	XP_031828307.1	XP_029043973.1
OG0001536	XP_031828294.1	XP_029043998.1
OG0001537	XP_031827557.1	XP_029041748.1
OG0001538	XP_031828630.1	XP_029043474.1, XP_029043706.1
OG0001539	XP_031847605.1	XP_029052353.1
OG0001540	XP_031847112.1	XP_029038083.1
OG0001541	XP_031825960.1	XP_029032292.1, XP_029032291.1
OG0001542	XP_031842282.1, XP_031842281.1	XP_029032403.1, XP_029032393.1
OG0001543	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1	XP_029054496.1
OG0001545	XP_031836862.1	XP_029037038.1, XP_029037156.1
OG0001546	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1	XP_029042168.1
OG0001547	XP_031827553.1	XP_029040329.1
OG0001548	XP_031836897.1	XP_029047586.1, XP_029047583.1, XP_029047584.1
OG0001549	XP_031828566.1	XP_029036007.1, XP_029036008.1, XP_029036009.1
OG0001551	XP_031828278.1, XP_031828279.1	XP_029055449.1
OG0001552	XP_031847706.1, XP_031847704.1	XP_029032099.1, XP_029032096.1
OG0001553	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1	XP_029055962.1, XP_029055964.1
OG0001554	XP_031848676.1, XP_031841360.1	XP_029050063.1, XP_029050028.1
OG0001555	XP_031831728.1	XP_029036488.1
OG0001556	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1	XP_029044980.1
OG0001557	XP_031829095.1, XP_031829123.1	XP_029035431.1
OG0001558	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_029050297.1
OG0001559	XP_031846388.1	XP_029041271.1, XP_029041274.1, XP_029041275.1, XP_029041272.1, XP_029041273.1
OG0001561	XP_031842899.1	XP_029045928.1, XP_029045929.1
OG0001562	XP_031827967.1	XP_029035187.1
OG0001565	XP_031830523.1	XP_029052456.1
OG0001567	XP_031846190.1	XP_029036870.1, XP_029036871.1
OG0001568	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1	XP_029036603.1
OG0001569	XP_031832840.1	XP_029039068.1
OG0001570	XP_031847232.1	XP_029042704.1
OG0001571	XP_031836088.1	XP_029049963.1
OG0001572	XP_031838225.1	XP_029056363.1
OG0001573	XP_031839197.1	XP_029037844.1, XP_029037845.1, XP_029037847.1, XP_029037846.1, XP_029037848.1
OG0001574	XP_031832399.1	XP_029052089.1, XP_029052093.1
OG0001575	XP_031845824.1	XP_029047969.1
OG0001576	XP_031850534.1	XP_029040570.1
OG0001577	XP_031838344.1, XP_031838343.1	XP_029046400.1
OG0001578	XP_031842276.1	XP_029048033.1, XP_029048044.1, XP_029048023.1
OG0001579	XP_031843797.1, XP_031843800.1	XP_029040562.1, XP_029040558.1
OG0001580	XP_031830012.1, XP_031830010.1, XP_031830004.1	XP_029047159.1
OG0001581	XP_031831029.1	XP_029040501.1
OG0001582	XP_031844673.1, XP_031844674.1	XP_029047173.1, XP_029047172.1, XP_029047171.1
OG0001583	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1	XP_029036943.1
OG0001584	XP_031847584.1, XP_031847583.1	XP_029034029.1, XP_029034034.1
OG0001585	XP_031839011.1	XP_029055399.1, XP_029055037.1
OG0001586	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1	XP_029034228.1
OG0001587	XP_031826521.1	XP_029032253.1
OG0001588	XP_031829015.1, XP_031829012.1, XP_031829014.1	XP_029048881.1
OG0001589	XP_031833628.1	XP_029036502.1, XP_029036500.1
OG0001590	XP_031848865.1	XP_029051587.1
OG0001591	XP_031850159.1	XP_029038358.1, XP_029038356.1
OG0001592	XP_031842084.1	XP_029037953.1
OG0001593	XP_031842739.1, XP_031842737.1, XP_031842736.1	XP_029052765.1
OG0001594	XP_031848405.1, XP_031848413.1	XP_029055518.1, XP_029055519.1
OG0001595	XP_031828163.1, XP_031828162.1, XP_031828161.1, XP_031828164.1	XP_029047246.1
OG0001596	XP_031843681.1, XP_031843682.1	XP_029051870.1, XP_029051869.1
OG0001597	XP_031834903.1	XP_029041598.1
OG0001598	XP_031845188.1	XP_029035514.1
OG0001599	XP_031839950.1, XP_031839949.1, XP_031839952.1, XP_031839951.1, XP_031839954.1, XP_031839948.1, XP_031839953.1	XP_029032089.1, XP_029032088.1, XP_029032090.1
OG0001600	XP_031841942.1	XP_029041422.1
OG0001601	XP_031839452.1	XP_029051974.1, XP_029051976.1, XP_029051958.1
OG0001602	XP_031833423.1	XP_029036644.1
OG0001603	XP_031840356.1, XP_031840357.1	XP_029047403.1, XP_029047402.1
OG0001604	XP_031841293.1	XP_029044763.1
OG0001605	XP_031834517.1, XP_031834422.1	XP_029039316.1
OG0001606	XP_031827256.1	XP_029048641.1
OG0001607	XP_031848500.1, XP_031829359.1, XP_031829361.1, XP_031829364.1, XP_031829358.1, XP_031829362.1, XP_031829363.1	XP_029042931.1
OG0001608	XP_031849876.1, XP_031849877.1	XP_029035490.1
OG0001609	XP_031837457.1, XP_031837454.1, XP_031837456.1, XP_031837455.1, XP_031837458.1	XP_029035777.1
OG0001611	XP_031838012.1, XP_031838015.1, XP_031838016.1, XP_031838013.1	XP_029038852.1, XP_029038853.1, XP_029038850.1, XP_029038851.1, XP_029038855.1, XP_029038856.1, XP_029038854.1
OG0001612	XP_031839394.1, XP_031839392.1	XP_029051728.1, XP_029051727.1, XP_029051726.1, XP_029051729.1
OG0001614	XP_031828648.1	XP_029035009.1, XP_029034998.1
OG0001615	XP_031834291.1	XP_029041015.1, XP_029041014.1
OG0001616	XP_031835330.1	XP_029048974.1
OG0001617	XP_031836379.1	XP_029052247.1
OG0001619	XP_031844979.1	XP_029048423.1
OG0001620	XP_031830106.1	XP_029049615.1, XP_029049616.1
OG0001621	XP_031834010.1	XP_029053378.1
OG0001622	XP_031837740.1, XP_031837744.1, XP_031837746.1, XP_031837745.1, XP_031837748.1, XP_031837747.1, XP_031837750.1, XP_031837749.1, XP_031837751.1, XP_031837742.1, XP_031837741.1	XP_029041834.1
OG0001623	XP_031834432.1, XP_031834433.1	XP_029045853.1
OG0001624	XP_031826338.1	XP_029033140.1
OG0001625	XP_031830045.1, XP_031830043.1	XP_029046814.1
OG0001626	XP_031843775.1	XP_029039632.1, XP_029039631.1
OG0001627	XP_031841048.1, XP_031841046.1, XP_031841049.1	XP_029052083.1
OG0001628	XP_031845338.1	XP_029035837.1
OG0001629	XP_031842132.1	XP_029038883.1
OG0001630	XP_031841245.1	XP_029045678.1
OG0001631	XP_031835641.1	XP_029042683.1, XP_029042681.1
OG0001632	XP_031832990.1	XP_029045335.1
OG0001633	XP_031832359.1	XP_029050350.1
OG0001635	XP_031826900.1, XP_031826903.1, XP_031826901.1	XP_029049661.1
OG0001636	XP_031834825.1	XP_029041561.1, XP_029041550.1, XP_029041560.1
OG0001637	XP_031830621.1	XP_029049035.1, XP_029049034.1, XP_029049033.1, XP_029049032.1, XP_029049031.1
OG0001638	XP_031839939.1	XP_029046644.1
OG0001638	XP_031846856.1, XP_031846946.1	XP_029033173.1
OG0001639	XP_031845921.1	XP_029041904.1
OG0001640	XP_031838771.1	XP_029043527.1, XP_029044243.1
OG0001641	XP_031825601.1	XP_029043918.1
OG0001642	XP_031834583.1, XP_031834581.1, XP_031834580.1, XP_031834582.1	XP_029041523.1, XP_029041521.1, XP_029041520.1, XP_029041522.1
OG0001643	XP_031836700.1, XP_031836708.1, XP_031836736.1, XP_031836717.1, XP_031836726.1	XP_029043348.1, XP_029043347.1, XP_029043346.1
OG0001644	XP_031829905.1	XP_029044240.1
OG0001645	XP_031830812.1	XP_029044315.1, XP_029044314.1
OG0001646	XP_031842370.1, XP_031842369.1, XP_031842371.1, XP_031842372.1, XP_031842373.1	XP_029033719.1
OG0001647	XP_031833002.1, XP_031833003.1	XP_029045431.1
OG0001648	XP_031839384.1	XP_029050942.1, XP_029050943.1, XP_029050944.1
OG0001649	XP_031838162.1	XP_029041370.1, XP_029041369.1, XP_029041368.1
OG0001650	XP_031838027.1, XP_031838028.1, XP_031838026.1	XP_029037514.1, XP_029037512.1, XP_029037513.1
OG0001651	XP_031835645.1	XP_029048948.1
OG0001652	XP_031845777.1, XP_031845776.1	XP_029041293.1
OG0001653	XP_031835011.1	XP_029044672.1, XP_029044670.1, XP_029044669.1, XP_029044671.1
OG0001654	XP_031841346.1, XP_031841345.1, XP_031841347.1	XP_029041762.1, XP_029041760.1, XP_029041761.1, XP_029041758.1, XP_029041759.1, XP_029041763.1
OG0001655	XP_031840400.1, XP_031840403.1, XP_031840402.1, XP_031840399.1, XP_031840395.1, XP_031840401.1, XP_031840397.1, XP_031840396.1, XP_031840398.1	XP_029055475.1
OG0001656	XP_031843460.1, XP_031843461.1	XP_029031948.1, XP_029031949.1
OG0001657	XP_031828070.1	XP_029035294.1, XP_029035293.1
OG0001658	XP_031845086.1	XP_029033443.1
OG0001659	XP_031842781.1	XP_029036804.1
OG0001660	XP_031838745.1	XP_029050401.1
OG0001661	XP_031830722.1	XP_029047707.1
OG0001662	XP_031842972.1	XP_029045838.1
OG0001663	XP_031830949.1	XP_029039881.1, XP_029039882.1, XP_029039883.1
OG0001664	XP_031846630.1, XP_031846633.1	XP_029045726.1, XP_029045718.1
OG0001665	XP_031835404.1	XP_029038507.1
OG0001666	XP_031827309.1, XP_031827310.1	XP_029035783.1
OG0001668	XP_031838281.1	XP_029036775.1
OG0001669	XP_031846532.1	XP_029035840.1
OG0001670	XP_031839004.1	XP_029032431.1, XP_029032438.1
OG0001671	XP_031825890.1	XP_029051433.1, XP_029051434.1
OG0001672	XP_031842152.1	XP_029038878.1
OG0001673	XP_031839115.1	XP_029038017.1, XP_029038016.1, XP_029038015.1, XP_029038018.1
OG0001674	XP_031839364.1	XP_029050257.1
OG0001675	XP_031829591.1	XP_029043446.1
OG0001676	XP_031840461.1	XP_029055465.1
OG0001677	XP_031840261.1	XP_029041707.1, XP_029041799.1
OG0001678	XP_031840452.1	XP_029047469.1, XP_029047470.1
OG0001679	XP_031849451.1	XP_029048832.1, XP_029048831.1, XP_029048833.1
OG0001680	XP_031841525.1	XP_029033268.1, XP_029033269.1
OG0001681	XP_031827727.1	XP_029036098.1
OG0001682	XP_031849461.1, XP_031849467.1	XP_029052026.1
OG0001683	XP_031832193.1, XP_031832196.1, XP_031832195.1, XP_031832194.1	XP_029041067.1, XP_029041068.1, XP_029041064.1, XP_029041066.1
OG0001684	XP_031847317.1	XP_029049999.1
OG0001685	XP_031848351.1, XP_031848353.1, XP_031848349.1, XP_031848350.1, XP_031848352.1	XP_029037041.1
OG0001686	XP_031842039.1	XP_029049380.1
OG0001687	XP_031840036.1	XP_029044510.1
OG0001688	XP_031832826.1	XP_029039157.1
OG0001689	XP_031827835.1	XP_029043772.1, XP_029043780.1
OG0001690	XP_031845963.1, XP_031845962.1	XP_029043541.1
OG0001691	XP_031849612.1, XP_031849631.1, XP_031849602.1, XP_031849622.1	XP_029041172.1, XP_029041171.1
OG0001692	XP_031827234.1, XP_031827238.1, XP_031827237.1, XP_031827239.1, XP_031827236.1	XP_029042328.1
OG0001693	XP_031832264.1	XP_029041290.1
OG0001694	XP_031840957.1, XP_031840960.1, XP_031840959.1	XP_029047193.1, XP_029047192.1
OG0001695	XP_031842741.1	XP_029036779.1
OG0001696	XP_031837569.1, XP_031837580.1	XP_029040418.1, XP_029040409.1
OG0001697	XP_031842789.1, XP_031842788.1, XP_031842790.1	XP_029045797.1
OG0001699	XP_031832070.1, XP_031832069.1	XP_029041247.1
OG0001700	XP_031829500.1	XP_029056367.1
OG0001701	XP_031843576.1	XP_029047529.1, XP_029047525.1
OG0001702	XP_031831737.1	XP_029048394.1, XP_029048396.1, XP_029048395.1, XP_029048397.1
OG0001703	XP_031838862.1	XP_029053026.1
OG0001704	XP_031841304.1	XP_029056076.1, XP_029056079.1, XP_029056077.1
OG0001706	XP_031829174.1	XP_029043578.1, XP_029043574.1, XP_029043575.1, XP_029043573.1, XP_029043577.1
OG0001707	XP_031844027.1, XP_031844028.1, XP_031844029.1, XP_031844030.1	XP_029040459.1
OG0001708	XP_031832209.1	XP_029041028.1
OG0001709	XP_031844192.1, XP_031844195.1	XP_029050200.1, XP_029050209.1
OG0001710	XP_031839878.1, XP_031834269.1	XP_029041574.1
OG0001711	XP_031829368.1	XP_029042921.1
OG0001712	XP_031844403.1	XP_029035719.1, XP_029035720.1
OG0001713	XP_031847260.1	XP_029048048.1, XP_029048047.1, XP_029048046.1
OG0001714	XP_031847682.1	XP_029050791.1
OG0001715	XP_031834273.1, XP_031834271.1, XP_031834272.1, XP_031834275.1, XP_031834276.1, XP_031834274.1	XP_029033877.1
OG0001716	XP_031848502.1	XP_029040492.1
OG0001717	XP_031842230.1	XP_029033708.1, XP_029033699.1, XP_029033691.1
OG0001718	XP_031828053.1	XP_029051687.1
OG0001720	XP_031841824.1, XP_031841825.1	XP_029046381.1, XP_029046380.1, XP_029046379.1
OG0001721	XP_031834473.1	XP_029039289.1, XP_029039323.1
OG0001722	XP_031825414.1	XP_029048706.1, XP_029048702.1, XP_029048703.1, XP_029048704.1, XP_029048705.1, XP_029048707.1
OG0001723	XP_031825742.1	XP_029039495.1
OG0001724	XP_031833908.1, XP_031833907.1, XP_031833909.1	XP_029036442.1, XP_029036443.1
OG0001725	XP_031827004.1, XP_031826998.1, XP_031827001.1, XP_031827000.1, XP_031827003.1, XP_031827002.1, XP_031827005.1	XP_029045224.1
OG0001726	XP_031837698.1	XP_029041968.1
OG0001727	XP_031830994.1	XP_029044570.1
