Orthogroup	Nomia_melanderi	Megalopta_genalis
OG0001112	XP_031850475.1	XP_033321712.1
OG0001113	XP_031831416.1, XP_031831417.1, XP_031831418.1	XP_033337171.1
OG0001114	XP_031831044.1, XP_031831046.1, XP_031831045.1	XP_033320960.1
OG0001115	XP_031830931.1	XP_033327270.1
OG0001116	XP_031846067.1, XP_031846038.1, XP_031846058.1, XP_031846048.1	XP_033325653.1
OG0001117	XP_031830687.1	XP_033325640.1, XP_033325642.1, XP_033325641.1
OG0001118	XP_031834629.1	XP_033321496.1
OG0001118	XP_031834628.1	XP_033321495.1
OG0001119	XP_031838472.1	XP_033335082.1, XP_033335081.1
OG0001121	XP_031839433.1	XP_033323014.1
OG0001122	XP_031847284.1, XP_031847283.1, XP_031847279.1, XP_031847281.1, XP_031847282.1	XP_033330758.1
OG0001123	XP_031844785.1	XP_033322309.1, XP_033322308.1
OG0001123	XP_031844784.1	XP_033322312.1, XP_033322310.1, XP_033322311.1, XP_033322307.1
OG0001124	XP_031830551.1, XP_031830549.1, XP_031830548.1, XP_031830550.1, XP_031830553.1, XP_031830552.1, XP_031830555.1, XP_031830554.1, XP_031830556.1, XP_031830547.1	XP_033325871.1
OG0001125	XP_031840553.1	XP_033330109.1
OG0001126	XP_031841826.1	XP_033329500.1, XP_033329499.1, XP_033329498.1
OG0001127	XP_031840334.1	XP_033340486.1
OG0001127	XP_031840329.1	XP_033340519.1
OG0001128	XP_031826517.1	XP_033340447.1
OG0001129	XP_031838917.1	XP_033327738.1
OG0001130	XP_031847625.1, XP_031847624.1, XP_031847623.1, XP_031847622.1	XP_033339147.1
OG0001131	XP_031837293.1	XP_033330921.1
OG0001131	XP_031837292.1	XP_033330920.1
OG0001132	XP_031845080.1, XP_031845081.1	XP_033338146.1
OG0001134	XP_031840038.1, XP_031840041.1	XP_033323394.1
OG0001135	XP_031837433.1	XP_033326143.1, XP_033326144.1, XP_033326142.1, XP_033326141.1
OG0001136	XP_031837193.1, XP_031837194.1	XP_033323988.1
OG0001137	XP_031848945.1	XP_033329863.1, XP_033329864.1
OG0001138	XP_031838555.1	XP_033343008.1
OG0001139	XP_031842876.1	XP_033342580.1, XP_033320808.1
OG0001140	XP_031845600.1	XP_033338049.1
OG0001141	XP_031841202.1, XP_031841200.1	XP_033329432.1, XP_033329433.1
OG0001142	XP_031827109.1	XP_033338864.1, XP_033338863.1
OG0001143	XP_031835896.1, XP_031835895.1, XP_031835894.1	XP_033325901.1, XP_033325895.1, XP_033325897.1, XP_033325898.1, XP_033325899.1, XP_033325900.1
OG0001145	XP_031839132.1	XP_033334364.1, XP_033334360.1, XP_033334362.1, XP_033334361.1, XP_033334363.1
OG0001146	XP_031831248.1	XP_033325828.1
OG0001147	XP_031828878.1	XP_033338209.1, XP_033338211.1, XP_033338212.1, XP_033338210.1
OG0001149	XP_031849266.1	XP_033334903.1
OG0001150	XP_031842218.1	XP_033326716.1
OG0001151	XP_031849993.1, XP_031849994.1, XP_031849989.1, XP_031849992.1, XP_031849990.1	XP_033334650.1
OG0001152	XP_031847827.1, XP_031847828.1, XP_031847824.1, XP_031847825.1	XP_033331452.1, XP_033331451.1, XP_033331450.1, XP_033335406.1
OG0001153	XP_031846023.1	XP_033323509.1
OG0001154	XP_031842837.1, XP_031842832.1	XP_033324878.1, XP_033324875.1
OG0001155	XP_031834568.1, XP_031834567.1	XP_033327789.1
OG0001156	XP_031830479.1	XP_033331749.1
OG0001157	XP_031837473.1	XP_033338809.1, XP_033338798.1, XP_033338787.1
OG0001158	XP_031840384.1, XP_031840385.1, XP_031840382.1, XP_031840383.1, XP_031840386.1	XP_033328897.1
OG0001159	XP_031835542.1	XP_033337175.1, XP_033322893.1, XP_033322892.1, XP_033322889.1, XP_033322891.1, XP_033322890.1
OG0001160	XP_031833230.1, XP_031833229.1, XP_031833231.1	XP_033333704.1, XP_033333703.1
OG0001161	XP_031832965.1, XP_031832966.1	XP_033336253.1
OG0001161	XP_031832964.1	XP_033336444.1
OG0001162	XP_031831866.1, XP_031831870.1, XP_031831868.1, XP_031831877.1	XP_033338984.1, XP_033338982.1
OG0001163	XP_031848227.1, XP_031848226.1	XP_033323984.1, XP_033323985.1, XP_033323983.1
OG0001164	XP_031848108.1, XP_031848107.1, XP_031848106.1, XP_031848112.1, XP_031848111.1, XP_031848105.1, XP_031848109.1	XP_033330867.1
OG0001165	XP_031831004.1	XP_033325372.1, XP_033325371.1
OG0001166	XP_031843554.1	XP_033340853.1
OG0001167	XP_031839058.1	XP_033329069.1, XP_033329070.1, XP_033329071.1, XP_033329072.1, XP_033329073.1
OG0001168	XP_031829250.1, XP_031829251.1, XP_031829252.1	XP_033339685.1, XP_033339684.1
OG0001169	XP_031833074.1, XP_031833075.1, XP_031833076.1	XP_033336118.1, XP_033336119.1
OG0001170	XP_031831612.1, XP_031831613.1, XP_031831614.1, XP_031831615.1, XP_031831616.1, XP_031831617.1, XP_031831610.1, XP_031831611.1	XP_033333082.1, XP_033333078.1, XP_033333083.1, XP_033333080.1, XP_033333081.1
OG0001171	XP_031828829.1	XP_033323480.1
OG0001171	XP_031828826.1	XP_033338191.1, XP_033323479.1
OG0001172	XP_031825538.1	XP_033337196.1, XP_033337191.1
OG0001173	XP_031841957.1	XP_033325207.1
OG0001174	XP_031827409.1	XP_033325129.1
OG0001175	XP_031828128.1	XP_033328293.1, XP_033328292.1, XP_033328291.1
OG0001176	XP_031834937.1	XP_033334241.1, XP_033334242.1
OG0001179	XP_031831151.1	XP_033326082.1, XP_033326083.1, XP_033326084.1
OG0001180	XP_031836832.1	XP_033323213.1
OG0001181	XP_031836645.1, XP_031836646.1	XP_033322804.1
OG0001182	XP_031828845.1	XP_033342889.1, XP_033342895.1
OG0001183	XP_031840853.1, XP_031840854.1, XP_031840856.1	XP_033321792.1, XP_033321801.1
OG0001184	XP_031838856.1	XP_033334075.1
OG0001185	XP_031841411.1	XP_033335392.1
OG0001186	XP_031829896.1	XP_033327357.1, XP_033327358.1, XP_033327355.1, XP_033327356.1
OG0001186	XP_031829894.1	XP_033327359.1
OG0001187	XP_031830169.1	XP_033327329.1
OG0001189	XP_031837106.1	XP_033336245.1
OG0001190	XP_031834554.1	XP_033338253.1
OG0001191	XP_031843053.1	XP_033341679.1
OG0001193	XP_031845506.1	XP_033336894.1
OG0001195	XP_031847247.1	XP_033330951.1, XP_033330953.1, XP_033330954.1
OG0001197	XP_031827328.1	XP_033332586.1
OG0001197	XP_031827325.1, XP_031827322.1	XP_033332585.1, XP_033332584.1
OG0001198	XP_031846224.1	XP_033323595.1
OG0001199	XP_031828008.1, XP_031828010.1, XP_031828009.1	XP_033330074.1
OG0001201	XP_031841542.1, XP_031841541.1	XP_033332536.1
OG0001202	XP_031828823.1	XP_033334443.1
OG0001203	XP_031839454.1	XP_033341315.1
OG0001204	XP_031841233.1, XP_031841236.1, XP_031841235.1, XP_031841231.1, XP_031841229.1, XP_031841230.1, XP_031841227.1, XP_031841228.1, XP_031841234.1	XP_033325410.1, XP_033325411.1, XP_033325409.1
OG0001205	XP_031842950.1	XP_033322200.1
OG0001205	XP_031835196.1	XP_033325793.1
OG0001206	XP_031825983.1, XP_031825985.1	XP_033328400.1
OG0001207	XP_031841330.1, XP_031841333.1	XP_033335287.1
OG0001208	XP_031825285.1	XP_033324122.1
OG0001209	XP_031848110.1, XP_031848101.1, XP_031848116.1	XP_033322847.1
OG0001209	XP_031849524.1	XP_033341708.1
OG0001210	XP_031834155.1	XP_033332942.1
OG0001211	XP_031826484.1	XP_033340264.1, XP_033340254.1, XP_033340253.1
OG0001212	XP_031839309.1, XP_031839308.1	XP_033328779.1
OG0001214	XP_031846977.1	XP_033324526.1, XP_033324525.1
OG0001215	XP_031832928.1	XP_033336550.1, XP_033336549.1
OG0001216	XP_031828028.1, XP_031828030.1, XP_031828029.1	XP_033331986.1, XP_033331993.1
OG0001217	XP_031826724.1	XP_033338712.1, XP_033338710.1
OG0001218	XP_031849120.1, XP_031849119.1, XP_031849122.1, XP_031849121.1	XP_033339952.1, XP_033339953.1
OG0001219	XP_031827401.1	XP_033338491.1, XP_033338492.1
OG0001220	XP_031827100.1	XP_033338496.1, XP_033338497.1, XP_033338495.1
OG0001221	XP_031834094.1	XP_033332841.1
OG0001222	XP_031842497.1	XP_033327693.1
OG0001223	XP_031838610.1, XP_031838616.1, XP_031838615.1, XP_031838617.1, XP_031838611.1, XP_031838614.1, XP_031838613.1, XP_031838609.1	XP_033322887.1
OG0001224	XP_031827291.1	XP_033338548.1, XP_033338552.1
OG0001225	XP_031830495.1, XP_031830486.1, XP_031830477.1, XP_031830504.1	XP_033327582.1, XP_033327580.1
OG0001226	XP_031843526.1, XP_031843549.1, XP_031843535.1	XP_033323368.1, XP_033323367.1, XP_033323371.1, XP_033323370.1, XP_033323366.1
OG0001228	XP_031842589.1, XP_031842580.1	XP_033321096.1
OG0001229	XP_031828490.1, XP_031828489.1	XP_033339510.1
OG0001230	XP_031825407.1, XP_031825406.1, XP_031825408.1, XP_031825409.1	XP_033328206.1, XP_033328205.1, XP_033328207.1, XP_033328204.1
OG0001231	XP_031827719.1	XP_033334870.1
OG0001232	XP_031826003.1	XP_033328496.1
OG0001233	XP_031850380.1, XP_031850381.1	XP_033327337.1
OG0001234	XP_031836380.1	XP_033326409.1
OG0001236	XP_031831459.1, XP_031831458.1	XP_033321426.1
OG0001237	XP_031835562.1	XP_033342687.1
OG0001238	XP_031829656.1	XP_033337766.1, XP_033337767.1
OG0001239	XP_031847045.1, XP_031847044.1, XP_031847043.1	XP_033331661.1
OG0001240	XP_031835644.1	XP_033342584.1, XP_033342582.1, XP_033342585.1, XP_033342583.1, XP_033342581.1
OG0001241	XP_031838566.1	XP_033334766.1
OG0001241	XP_031838572.1	XP_033334769.1
OG0001242	XP_031828137.1	XP_033340325.1
OG0001244	XP_031835620.1, XP_031835617.1, XP_031835622.1, XP_031835621.1, XP_031835618.1, XP_031835616.1	XP_033342274.1
OG0001245	XP_031828886.1	XP_033330435.1
OG0001246	XP_031829204.1	XP_033330518.1
OG0001247	XP_031835908.1	XP_033325507.1, XP_033325505.1
OG0001248	XP_031837941.1, XP_031837940.1	XP_033338006.1
OG0001249	XP_031828276.1, XP_031828272.1, XP_031828274.1, XP_031828271.1, XP_031828275.1	XP_033332368.1, XP_033332358.1
OG0001250	XP_031830099.1	XP_033337904.1
OG0001251	XP_031846025.1	XP_033332353.1
OG0001252	XP_031842610.1	XP_033324821.1
OG0001253	XP_031849889.1, XP_031849887.1, XP_031849890.1, XP_031849891.1, XP_031849888.1, XP_031849893.1	XP_033334669.1, XP_033334666.1
OG0001254	XP_031836877.1	XP_033321789.1
OG0001255	XP_031836220.1, XP_031836222.1	XP_033321111.1
OG0001256	XP_031847031.1	XP_033326933.1
OG0001257	XP_031841207.1	XP_033329191.1
OG0001258	XP_031829337.1	XP_033327208.1
OG0001259	XP_031843405.1	XP_033321335.1
OG0001260	XP_031842792.1	XP_033339651.1
OG0001261	XP_031835191.1, XP_031835190.1	XP_033325790.1
OG0001262	XP_031836705.1, XP_031836706.1, XP_031836704.1, XP_031836707.1	XP_033333808.1, XP_033333809.1
OG0001263	XP_031844282.1, XP_031844255.1, XP_031844290.1, XP_031844273.1, XP_031844265.1	XP_033333282.1
OG0001264	XP_031837645.1	XP_033321232.1
OG0001265	XP_031850564.1	XP_033339929.1, XP_033329668.1
OG0001267	XP_031829944.1	XP_033337655.1
OG0001268	XP_031848041.1	XP_033330923.1
OG0001268	XP_031837915.1	XP_033326114.1
OG0001269	XP_031828356.1	XP_033331143.1, XP_033331168.1
OG0001270	XP_031847869.1, XP_031847871.1, XP_031847870.1	XP_033331492.1, XP_033331491.1, XP_033331490.1
OG0001271	XP_031833039.1	XP_033336434.1, XP_033321514.1
OG0001272	XP_031848005.1, XP_031848004.1	XP_033329520.1, XP_033329541.1
OG0001273	XP_031825300.1	XP_033334025.1, XP_033334023.1
OG0001274	XP_031831250.1, XP_031831253.1, XP_031831252.1	XP_033332718.1
OG0001277	XP_031849594.1	XP_033321811.1
OG0001278	XP_031842631.1, XP_031842630.1	XP_033341649.1, XP_033341650.1
OG0001279	XP_031834340.1, XP_031834334.1	XP_033332153.1
OG0001280	XP_031836378.1, XP_031836376.1, XP_031836377.1	XP_033328482.1, XP_033328474.1
OG0001281	XP_031841217.1	XP_033332931.1
OG0001282	XP_031843834.1	XP_033325483.1
OG0001283	XP_031826033.1, XP_031826039.1	XP_033340604.1
OG0001284	XP_031840888.1, XP_031840892.1	XP_033321750.1, XP_033321748.1
OG0001286	XP_031837251.1, XP_031837249.1, XP_031837250.1	XP_033323978.1
OG0001287	XP_031832468.1	XP_033328763.1
OG0001288	XP_031846235.1	XP_033325575.1, XP_033325580.1
OG0001289	XP_031832117.1, XP_031832116.1, XP_031832118.1	XP_033333053.1, XP_033333052.1, XP_033333051.1, XP_033333050.1, XP_033333054.1
OG0001290	XP_031847509.1	XP_033341658.1
OG0001291	XP_031827458.1	XP_033338839.1
OG0001292	XP_031837385.1, XP_031837384.1, XP_031837383.1, XP_031837382.1	XP_033336590.1
OG0001293	XP_031830818.1, XP_031830817.1, XP_031830816.1	XP_033325445.1
OG0001294	XP_031843176.1	XP_033340861.1, XP_033340870.1, XP_033340852.1, XP_033340830.1, XP_033340841.1
OG0001295	XP_031838158.1, XP_031838161.1	XP_033321157.1
OG0001296	XP_031850036.1	XP_033324545.1
OG0001298	XP_031840352.1	XP_033334359.1
OG0001299	XP_031828141.1, XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828151.1, XP_031828146.1, XP_031828145.1	XP_033340775.1
OG0001300	XP_031826697.1, XP_031826698.1, XP_031826700.1, XP_031826701.1	XP_033335256.1
OG0001301	XP_031837166.1	XP_033328498.1, XP_033328260.1, XP_033328427.1, XP_033328350.1
OG0001302	XP_031839445.1	XP_033322974.1, XP_033322973.1
OG0001303	XP_031836036.1, XP_031836031.1	XP_033330552.1, XP_033330557.1
OG0001304	XP_031842733.1, XP_031842732.1	XP_033324766.1, XP_033324765.1
OG0001305	XP_031826008.1, XP_031826009.1	XP_033332409.1
OG0001306	XP_031835907.1	XP_033325497.1
OG0001306	XP_031835905.1	XP_033325494.1
OG0001308	XP_031849959.1, XP_031849958.1, XP_031849961.1, XP_031849960.1	XP_033324511.1
OG0001310	XP_031831402.1, XP_031831401.1, XP_031831398.1, XP_031831397.1, XP_031831400.1, XP_031831399.1, XP_031831395.1, XP_031831396.1	XP_033325998.1, XP_033325997.1
OG0001312	XP_031829840.1, XP_031829839.1	XP_033327364.1, XP_033327363.1, XP_033327365.1, XP_033327366.1
OG0001314	XP_031826937.1	XP_033338921.1
OG0001315	XP_031837280.1, XP_031837279.1	XP_033330904.1, XP_033330903.1
OG0001317	XP_031842357.1	XP_033326800.1
OG0001318	XP_031838101.1, XP_031838105.1, XP_031838106.1, XP_031838103.1, XP_031838104.1, XP_031838102.1	XP_033321114.1
OG0001319	XP_031834348.1	XP_033326623.1
OG0001320	XP_031826920.1, XP_031826921.1, XP_031826922.1	XP_033335361.1, XP_033335359.1
OG0001321	XP_031829947.1	XP_033337412.1
OG0001322	XP_031825279.1	XP_033337157.1
OG0001323	XP_031830395.1	XP_033327590.1
OG0001323	XP_031830396.1	XP_033327621.1
OG0001328	XP_031848264.1	XP_033325943.1
OG0001330	XP_031829309.1	XP_033327119.1
OG0001331	XP_031830314.1, XP_031830315.1	XP_033337458.1
OG0001332	XP_031827123.1	XP_033323630.1, XP_033323640.1, XP_033323032.1
OG0001333	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1	XP_033333461.1, XP_033333462.1, XP_033333460.1
OG0001334	XP_031848710.1, XP_031848768.1	XP_033337841.1
OG0001335	XP_031831035.1	XP_033339620.1
OG0001338	XP_031835378.1	XP_033342357.1
OG0001339	XP_031844660.1	XP_033331285.1, XP_033331287.1, XP_033331286.1
OG0001340	XP_031828602.1, XP_031828603.1	XP_033339650.1, XP_033339649.1
OG0001341	XP_031831053.1	XP_033325431.1
OG0001342	XP_031833558.1	XP_033334101.1
OG0001343	XP_031832640.1	XP_033336674.1
OG0001343	XP_031829559.1	XP_033336370.1
OG0001344	XP_031835052.1, XP_031835051.1	XP_033325798.1
OG0001345	XP_031833915.1, XP_031833916.1, XP_031833917.1	XP_033328117.1
OG0001346	XP_031831357.1	XP_033341908.1
OG0001347	XP_031850371.1	XP_033321822.1
OG0001348	XP_031830189.1, XP_031830188.1	XP_033337642.1
OG0001349	XP_031843257.1	XP_033341785.1, XP_033324607.1
OG0001350	XP_031829515.1, XP_031829516.1, XP_031829514.1	XP_033343041.1
OG0001351	XP_031843190.1, XP_031843189.1	XP_033340933.1
OG0001352	XP_031841391.1, XP_031841390.1	XP_033335226.1, XP_033335225.1, XP_033335224.1
OG0001353	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1	XP_033323348.1
OG0001354	XP_031825423.1	XP_033328214.1
OG0001355	XP_031836234.1	XP_033331297.1
OG0001356	XP_031838885.1	XP_033322696.1
OG0001357	XP_031828079.1	XP_033340784.1
OG0001358	XP_031843014.1, XP_031843010.1	XP_033341573.1, XP_033341571.1
OG0001359	XP_031826878.1	XP_033338661.1, XP_033338656.1, XP_033338659.1, XP_033338658.1, XP_033338657.1
OG0001360	XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1, XP_031826320.1	XP_033341020.1, XP_033341024.1, XP_033341023.1, XP_033341021.1, XP_033341022.1
OG0001361	XP_031841638.1, XP_031841637.1	XP_033332431.1
OG0001362	XP_031825612.1	XP_033337167.1
OG0001363	XP_031848442.1	XP_033331207.1
OG0001364	XP_031845393.1	XP_033324267.1, XP_033324387.1
OG0001365	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1	XP_033342970.1
OG0001366	XP_031831702.1	XP_033332178.1
OG0001368	XP_031837902.1	XP_033324217.1, XP_033324216.1
OG0001369	XP_031826221.1, XP_031826222.1	XP_033328476.1
OG0001371	XP_031846829.1	XP_033343106.1
OG0001372	XP_031831438.1	XP_033333084.1
OG0001373	XP_031829064.1	XP_033334491.1
OG0001374	XP_031833052.1	XP_033336465.1
OG0001375	XP_031836086.1	XP_033332162.1
OG0001376	XP_031838127.1	XP_033321505.1
OG0001377	XP_031836272.1, XP_031836271.1	XP_033325219.1
OG0001378	XP_031826385.1	XP_033331868.1
OG0001379	XP_031841510.1, XP_031841519.1	XP_033333766.1
OG0001380	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1	XP_033325963.1
OG0001381	XP_031843951.1, XP_031843957.1	XP_033328703.1, XP_033328704.1
OG0001382	XP_031843723.1	XP_033340856.1
OG0001383	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1	XP_033327241.1, XP_033327238.1, XP_033327237.1, XP_033327240.1, XP_033327239.1
OG0001384	XP_031838470.1, XP_031838471.1	XP_033335089.1, XP_033335090.1, XP_033335088.1
OG0001385	XP_031825524.1	XP_033324055.1
OG0001386	XP_031831495.1	XP_033332148.1
OG0001387	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1	XP_033323892.1
OG0001388	XP_031849768.1, XP_031849767.1, XP_031849769.1	XP_033334641.1
OG0001389	XP_031837756.1	XP_033329037.1
OG0001390	XP_031832391.1, XP_031832390.1, XP_031832392.1	XP_033331230.1
OG0001391	XP_031843905.1	XP_033340978.1, XP_033340977.1
OG0001392	XP_031842053.1	XP_033326228.1, XP_033326234.1
OG0001393	XP_031826449.1, XP_031826448.1	XP_033331823.1
OG0001394	XP_031849011.1	XP_033329639.1
OG0001395	XP_031827726.1	XP_033332210.1
OG0001396	XP_031844734.1	XP_033341459.1
OG0001397	XP_031846201.1, XP_031846203.1, XP_031846202.1	XP_033321033.1
OG0001398	XP_031844140.1	XP_033339038.1
OG0001399	XP_031839412.1	XP_033341554.1
OG0001400	XP_031829339.1	XP_033327368.1
OG0001401	XP_031842683.1	XP_033324988.1, XP_033324989.1, XP_033324990.1
OG0001402	XP_031835822.1	XP_033331427.1
OG0001403	XP_031842747.1, XP_031842652.1	XP_033327869.1, XP_033327875.1
OG0001404	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1	XP_033342345.1, XP_033342346.1
OG0001405	XP_031836639.1	XP_033338114.1
OG0001406	XP_031845978.1	XP_033323474.1, XP_033323476.1, XP_033323475.1
OG0001407	XP_031840571.1	XP_033340428.1, XP_033340427.1
OG0001408	XP_031845838.1	XP_033329808.1
OG0001409	XP_031838861.1	XP_033322880.1
OG0001410	XP_031842215.1	XP_033326787.1
OG0001412	XP_031842256.1	XP_033335401.1
OG0001412	XP_031842465.1	XP_033335771.1
OG0001413	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1	XP_033333089.1
OG0001414	XP_031828996.1	XP_033323484.1, XP_033323485.1, XP_033323486.1
OG0001415	XP_031828398.1	XP_033340994.1
OG0001417	XP_031828788.1	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1
OG0001418	XP_031828555.1	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1
OG0001419	XP_031829129.1	XP_033337007.1
OG0001421	XP_031836420.1	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1
OG0001422	XP_031827885.1	XP_033328316.1
OG0001423	XP_031839233.1	XP_033328804.1
OG0001424	XP_031838252.1	XP_033342016.1
OG0001425	XP_031839299.1	XP_033328615.1
OG0001426	XP_031840044.1	XP_033323404.1
OG0001427	XP_031841959.1	XP_033341537.1
OG0001428	XP_031846609.1, XP_031846610.1	XP_033324199.1
OG0001429	XP_031840628.1	XP_033333465.1
OG0001430	XP_031843265.1	XP_033341692.1
OG0001433	XP_031830089.1	XP_033321462.1, XP_033321471.1
OG0001434	XP_031847271.1, XP_031847269.1	XP_033323565.1
OG0001436	XP_031832816.1	XP_033336290.1
OG0001437	XP_031827516.1, XP_031827515.1, XP_031827514.1	XP_033335425.1
OG0001438	XP_031841449.1	XP_033322465.1, XP_033322466.1, XP_033322464.1
OG0001440	XP_031848343.1	XP_033331189.1, XP_033339930.1
OG0001441	XP_031829922.1	XP_033337618.1, XP_033337623.1
OG0001442	XP_031849773.1, XP_031849772.1, XP_031849770.1	XP_033334776.1, XP_033334777.1
OG0001443	XP_031839788.1	XP_033341889.1
OG0001443	XP_031825444.1	XP_033331998.1
OG0001444	XP_031831152.1, XP_031831154.1	XP_033322506.1
OG0001445	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1	XP_033327764.1, XP_033327763.1
OG0001448	XP_031827108.1, XP_031827107.1, XP_031827106.1, XP_031827105.1	XP_033338668.1, XP_033338667.1, XP_033338669.1
OG0001449	XP_031828743.1, XP_031828742.1, XP_031828741.1	XP_033332321.1, XP_033332323.1, XP_033332324.1, XP_033332320.1, XP_033332322.1
OG0001450	XP_031829512.1, XP_031829511.1	XP_033330587.1, XP_033330584.1
OG0001451	XP_031838529.1, XP_031838528.1	XP_033335047.1, XP_033335046.1
OG0001453	XP_031826053.1	XP_033331863.1
OG0001455	XP_031846547.1	XP_033337744.1
OG0001457	XP_031837818.1	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1
OG0001458	XP_031837239.1	XP_033330895.1, XP_033330893.1, XP_033330892.1
OG0001459	XP_031840415.1	XP_033329392.1
OG0001460	XP_031836190.1, XP_031836189.1	XP_033330576.1
OG0001461	XP_031833447.1	XP_033328146.1
OG0001462	XP_031836615.1	XP_033331097.1
OG0001462	XP_031836617.1	XP_033331099.1
OG0001463	XP_031828280.1	XP_033333161.1
OG0001464	XP_031848791.1, XP_031848818.1	XP_033320813.1, XP_033320810.1
OG0001466	XP_031840296.1	XP_033321041.1
OG0001468	XP_031843462.1	XP_033331781.1
OG0001469	XP_031838554.1	XP_033342476.1
OG0001470	XP_031828482.1	XP_033322494.1
OG0001471	XP_031844584.1, XP_031844591.1	XP_033341583.1
OG0001472	XP_031840708.1	XP_033331242.1
OG0001473	XP_031839580.1	XP_033341943.1
OG0001474	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1	XP_033325626.1, XP_033325489.1
OG0001475	XP_031839222.1	XP_033341141.1
OG0001476	XP_031841493.1	XP_033338396.1, XP_033338397.1, XP_033338392.1, XP_033338393.1, XP_033338394.1, XP_033338395.1
OG0001477	XP_031843862.1	XP_033326073.1
OG0001478	XP_031828088.1	XP_033331825.1
OG0001479	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1	XP_033342437.1
OG0001480	XP_031846063.1, XP_031846064.1, XP_031846065.1	XP_033329780.1, XP_033329779.1, XP_033329778.1
OG0001481	XP_031834003.1, XP_031834002.1, XP_031834005.1	XP_033332968.1
OG0001482	XP_031827181.1, XP_031827183.1	XP_033338834.1
OG0001483	XP_031848611.1	XP_033325302.1
OG0001484	XP_031848946.1	XP_033330946.1
OG0001485	XP_031850040.1	XP_033325060.1
OG0001486	XP_031829031.1	XP_033335135.1, XP_033335134.1
OG0001487	XP_031843821.1	XP_033325758.1
OG0001488	XP_031838744.1	XP_033320795.1
OG0001488	XP_031838742.1	XP_033320789.1
OG0001489	XP_031829423.1	XP_033322429.1
OG0001490	XP_031833723.1	XP_033337133.1
OG0001491	XP_031845887.1	XP_033336606.1, XP_033336604.1, XP_033336605.1, XP_033336602.1, XP_033336603.1
OG0001492	XP_031827035.1, XP_031827036.1	XP_033338934.1
OG0001494	XP_031827290.1	XP_033338609.1
OG0001495	XP_031833273.1	XP_033327149.1
OG0001496	XP_031837039.1, XP_031837027.1	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1
OG0001497	XP_031850166.1, XP_031850167.1	XP_033335024.1
OG0001498	XP_031835154.1, XP_031835155.1	XP_033323594.1
OG0001499	XP_031841392.1	XP_033333713.1
OG0001500	XP_031837942.1	XP_033321201.1
OG0001501	XP_031826102.1, XP_031826101.1	XP_033328422.1, XP_033328421.1
OG0001502	XP_031826090.1	XP_033328439.1
OG0001503	XP_031849347.1	XP_033334874.1
OG0001504	XP_031844294.1	XP_033321622.1
OG0001505	XP_031825302.1	XP_033328209.1
OG0001506	XP_031827621.1	XP_033338306.1, XP_033338305.1, XP_033338304.1
OG0001507	XP_031847411.1	XP_033324712.1
OG0001507	XP_031847410.1	XP_033324710.1
OG0001508	XP_031833325.1	XP_033333852.1
OG0001509	XP_031829828.1, XP_031829826.1	XP_033327415.1
OG0001510	XP_031850226.1	XP_033334830.1
OG0001510	XP_031835725.1	XP_033342219.1
OG0001511	XP_031840627.1	XP_033340665.1, XP_033340894.1, XP_033340664.1, XP_033340663.1, XP_033340660.1
OG0001512	XP_031829643.1	XP_033327405.1
OG0001513	XP_031847083.1, XP_031847082.1	XP_033331658.1, XP_033331659.1, XP_033331657.1
OG0001514	XP_031832788.1, XP_031832777.1	XP_033341747.1
