Orthogroup	Aedes_aegypti	Anopheles_gambiae
OG0001751	XP_001648099.1	XP_554779.3
OG0001752	XP_001659769.2	XP_309607.4
OG0001752	XP_001651958.2	XP_316957.4
OG0001752	XP_001655198.2	XP_317360.4
OG0001753	XP_001652244.1	XP_312783.5
OG0001754	XP_001652911.1	XP_001688280.2
OG0001755	XP_001653062.1	XP_318553.4, XP_318543.4
OG0001756	XP_001655179.1	XP_311210.4
OG0001757	XP_001661597.2, XP_001661598.2	XP_320893.4
OG0001757	XP_001655682.2, XP_021705284.1	XP_001237083.2
OG0001758	XP_001656095.2	XP_313840.4
OG0001759	XP_001657407.2	XP_308109.5
OG0001760	XP_001657581.2	XP_310291.7
OG0001761	XP_021701351.1, XP_021701354.1, XP_021701350.1, XP_001658196.1, XP_021701346.1, XP_021701347.1, XP_021701345.1, XP_021701348.1, XP_021701349.1, XP_021701344.1, XP_021701352.1	XP_314747.4
OG0001762	XP_001661603.1	XP_556818.3
OG0001763	XP_021707256.1, XP_001662871.1	XP_565619.1
OG0001764	XP_001663376.2	XP_321236.5
OG0001765	XP_001663710.1	XP_001231186.2
OG0001766	XP_021699736.1	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2
OG0001768	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1	XP_001230640.2
OG0001769	XP_021711093.1, XP_021711094.1	XP_320186.4
OG0001775	XP_001655999.2	XP_001689282.1
OG0001776	XP_021710782.1	XP_560736.1, XP_311363.2, XP_307325.4
OG0001777	XP_001654587.1	XP_311275.2
OG0001778	XP_001655466.1, XP_021701850.1	XP_003437154.1, XP_560169.2, XP_312560.3
OG0001779	XP_001654343.1	XP_308598.4, XP_001688027.1
OG0001780	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1	XP_314488.4
OG0001781	XP_001658016.1	XP_313044.3
OG0001781	XP_001654360.1	XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1
OG0001782	XP_001663680.2	XP_315090.2
OG0001783	XP_001662178.1	XP_308171.3
OG0001784	XP_021693607.1	XP_309682.2
OG0001785	XP_001647846.1, XP_021693061.1	XP_312844.5, XP_003436412.1
OG0001786	XP_001652846.1, XP_001652845.1	XP_320389.2
OG0001787	XP_001661418.1	XP_313766.4
OG0001788	XP_001651213.1	XP_320052.4
OG0001789	XP_001650308.2	XP_316740.1
OG0001790	XP_021713380.1	XP_003436834.1, XP_313819.4
OG0001791	XP_001660244.1	XP_313615.4
OG0001792	XP_001653344.1	XP_317364.3
OG0001793	XP_001657814.1	XP_317244.3
OG0001794	XP_021699339.1	XP_317897.4
OG0001795	XP_021712775.1, XP_021694154.1	XP_003436276.1, XP_312034.5, XP_003436277.1
OG0001796	XP_001650832.1	XP_320948.2
OG0001797	XP_001655340.1, XP_001655343.1	XP_001238271.1
OG0001797	XP_001655339.1	XP_320213.4
OG0001799	XP_001650267.3	XP_317542.4
OG0001800	XP_001661937.2	XP_322025.4
OG0001801	XP_001656302.2	XP_003437184.1, XP_309240.5
OG0001802	XP_001648600.1	XP_311303.4
OG0001803	XP_001654138.1	XP_319394.3
OG0001804	XP_001651535.2	XP_309016.3
OG0001805	XP_001658946.1	XP_001230802.2, XP_311500.4
OG0001806	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1	XP_001237938.1
OG0001807	XP_021697949.1, XP_021697948.1, XP_021697946.1	XP_001688881.1
OG0001808	XP_001651395.1	XP_314701.4
OG0001808	XP_001648504.1, XP_001648505.2, XP_021711910.1	XP_321112.5
OG0001809	XP_021704020.1	XP_310183.4
OG0001810	XP_021710388.1, XP_001648205.1	XP_311361.4
OG0001811	XP_021706968.1	XP_320972.5
OG0001812	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1	XP_307843.4
OG0001813	XP_021706119.1, XP_001660430.2	XP_318213.4
OG0001814	XP_021699004.1	XP_316569.3
OG0001815	XP_021706600.1, XP_001654420.1	XP_309558.3
OG0001816	XP_021711934.1, XP_021705859.1	XP_320770.4
OG0001818	XP_001648308.1	XP_310323.5
OG0001820	XP_001656491.2	XP_307539.4, XP_311694.5
OG0001821	XP_021705923.1	XP_321552.2
OG0001822	XP_021701245.1	XP_318935.4
OG0001823	XP_001657128.2	XP_319031.4
OG0001824	XP_021706910.1	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1
OG0001825	XP_001658727.1	XP_309761.4
OG0001826	XP_021697012.1	XP_316335.3
OG0001827	XP_021712977.1, XP_021712976.1, XP_021712975.1, XP_021712974.1, XP_021712973.1, XP_021712972.1	XP_312964.5
OG0001828	XP_021712291.1, XP_001658462.1	XP_319800.4
OG0001829	XP_001654783.1	XP_320391.3
OG0001830	XP_021710578.1, XP_021710575.1, XP_021710579.1, XP_021710577.1, XP_021710576.1	XP_321851.5
OG0001831	XP_001657882.2	XP_311880.3
OG0001832	XP_021707800.1, XP_021707803.1, XP_021707802.1, XP_021707801.1	XP_312521.5
OG0001833	XP_001660568.1, XP_021697617.1	XP_315521.4
OG0001834	XP_001658587.2	XP_319184.4
OG0001835	XP_021699457.1	XP_314022.4
OG0001835	XP_021699456.1	XP_558527.3
OG0001836	XP_021696438.1, XP_021696292.1	XP_003437135.1, XP_560130.4
OG0001837	XP_001657385.1	XP_321014.5
OG0001838	XP_001662943.2	XP_321088.3
OG0001839	XP_001656241.1	XP_003436136.1
OG0001839	XP_001656242.2	XP_312480.4
OG0001840	XP_021693014.1	XP_318482.1
OG0001841	XP_001662612.2	XP_001688202.2
OG0001841	XP_021706346.1	XP_311414.4
OG0001842	XP_021708481.1, XP_021708478.1, XP_021708479.1, XP_021708480.1, XP_021708483.1	XP_320512.3
OG0001843	XP_001647861.1	XP_307776.4
OG0001844	XP_001648000.2, XP_021693221.1, XP_001647999.2, XP_021693222.1	XP_312568.5
OG0001845	XP_001654410.1	XP_319417.2
OG0001846	XP_021693741.1, XP_021693743.1, XP_021693742.1	XP_001688620.2
OG0001847	XP_021696658.1, XP_001653615.1, XP_021712569.1, XP_021712570.1	XP_310788.4
OG0001848	XP_001660510.1	XP_308873.2
OG0001850	XP_001657137.1	XP_319034.3
OG0001851	XP_001658707.2	XP_317298.4
OG0001852	XP_021707599.1	XP_310775.5
OG0001853	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1	XP_319487.4
OG0001854	XP_001659748.2	XP_309469.4
OG0001855	XP_001655018.1	XP_307994.5, XP_003436054.1
OG0001856	XP_021706007.1, XP_021706008.1	XP_313353.5
OG0001859	XP_021706404.1, XP_021694347.1, XP_001657815.1	XP_001238249.2
OG0001860	XP_021711673.1	XP_320308.4
OG0001861	XP_001662954.2	XP_321709.4
OG0001862	XP_021698825.1, XP_001656028.1	XP_003435833.1, XP_003435834.1, XP_321690.5
OG0001863	XP_001650313.2	XP_309095.4
OG0001864	XP_021703166.1, XP_021703165.1, XP_001658160.2	XP_317269.4
OG0001865	XP_001650915.1	XP_319334.2
OG0001866	XP_021697144.1, XP_001659957.1	XP_315330.3
OG0001867	XP_021712246.1	XP_312464.4
OG0001868	XP_021707165.1, XP_021707164.1, XP_001659505.1	XP_003436044.1, XP_308030.5
OG0001869	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1	XP_318045.3
OG0001870	XP_001652587.1	XP_313568.2
OG0001871	XP_001657691.1	XP_312619.4
OG0001872	XP_021706756.1, XP_021706757.1	XP_312232.5, XP_003436213.1
OG0001873	XP_001654074.2	XP_321783.5
OG0001875	XP_021697559.1	XP_311329.5
OG0001876	XP_021692922.1, XP_021692917.1	XP_321464.5
OG0001877	XP_021702661.1	XP_319571.4
OG0001878	XP_021710678.1, XP_001655100.1	XP_311975.4
OG0001878	XP_001659599.2	XP_320738.4
OG0001879	XP_021703643.1	XP_317011.3
OG0001880	XP_021700033.1, XP_021700038.1, XP_021700039.1	XP_003436040.1, XP_308045.4
OG0001882	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2	XP_311133.5
OG0001883	XP_021713193.1	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3
OG0001884	XP_021700781.1, XP_021700786.1, XP_021700788.1	XP_001689191.1
OG0001885	XP_021693388.1, XP_001660962.2, XP_021693389.1	XP_313002.4
OG0001886	XP_021710919.1	XP_309838.4
OG0001887	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1	XP_317002.4
OG0001887	XP_021700995.1	XP_553715.3
OG0001888	XP_001656705.2, XP_021702813.1	XP_317311.2
OG0001889	XP_001661881.1	XP_307262.4
OG0001890	XP_021708813.1	XP_316301.2
OG0001891	XP_021707500.1	XP_320814.4
OG0001892	XP_021707664.1	XP_309357.2
OG0001893	XP_021699346.1	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1
OG0001894	XP_021697761.1	XP_001688928.1, XP_316628.4
OG0001895	XP_021695274.1	XP_308248.4
OG0001896	XP_021700472.1	XP_307242.4, XP_319188.4
OG0001897	XP_001652661.1, XP_021706950.1	XP_313366.5
OG0001898	XP_001663962.2	XP_321435.4
OG0001899	XP_001654630.1	XP_308974.4
OG0001900	XP_021703372.1	XP_316978.4
OG0001901	XP_001662611.1	XP_306805.2, XP_309655.5
OG0001902	XP_021708938.1, XP_021712229.1	XP_003436023.1, XP_550721.4
OG0001903	XP_021703750.1, XP_001649274.2	XP_001687821.1
OG0001904	XP_021713378.1	XP_003436984.1
OG0001905	XP_001650299.2, XP_021693922.1	XP_562663.4
OG0001908	XP_001656234.1	XP_001237469.3
OG0001909	XP_021702262.1, XP_021702271.1	XP_316909.4
OG0001912	XP_021700547.1	XP_318591.3
OG0001913	XP_021704809.1	XP_312163.5
OG0001914	XP_021702586.1	XP_556085.3
OG0001915	XP_021706539.1	XP_003436857.1, XP_003436858.1, XP_315238.3
OG0001915	XP_021706508.1	XP_321510.1
OG0001916	XP_001660605.1	XP_308004.3
OG0001917	XP_001654386.1	XP_564245.2
OG0001919	XP_021700283.1	XP_317505.2, XP_001237937.1
OG0001921	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1	XP_320502.4
OG0001922	XP_011493578.1	XP_319376.3
OG0001923	XP_001652085.2	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1
OG0001924	XP_021700902.1	XP_314937.4
OG0001925	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1	XP_321757.5
OG0001926	XP_001659471.1	XP_318244.2
OG0001927	XP_021702614.1, XP_001655971.2	XP_317044.4
OG0001928	XP_021698851.1	XP_315547.4
OG0001929	XP_021702281.1	XP_317454.4
OG0001930	XP_001651141.1	XP_321897.3
OG0001931	XP_021706792.1, XP_001663406.1	XP_311435.4
OG0001933	XP_001651463.2, XP_021712848.1	XP_307887.5
OG0001934	XP_021704757.1, XP_021704756.1	XP_311532.4
OG0001936	XP_021708552.1	XP_318100.4
OG0001937	XP_021708032.1, XP_021712188.1	XP_001689103.1, XP_554647.3, XP_318122.4
OG0001938	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1	XP_558769.4
OG0001939	XP_001657962.2	XP_552338.3
OG0001941	XP_021702015.1	XP_319987.4
OG0001942	XP_001662960.1	XP_317665.3
OG0001943	XP_001654025.2, XP_021713121.1	XP_557438.4, XP_003436880.1
OG0001944	XP_001652255.3	XP_312420.3
OG0001945	XP_021706254.1, XP_021706252.1	XP_003436058.1, XP_003436059.1, XP_565625.4
OG0001946	XP_021700836.1, XP_021700832.1	XP_317472.4
OG0001947	XP_021695537.1	XP_001688716.1, XP_315727.4
OG0001949	XP_021712604.1, XP_021703926.1, XP_021703927.1, XP_021703928.1	XP_317607.1
OG0001950	XP_001663086.2, XP_021699579.1, XP_021699578.1	XP_315751.4
OG0001951	XP_021704100.1	XP_566154.4, XP_003436945.1, XP_003436946.1
OG0001952	XP_021699848.1	XP_001688471.1, XP_313906.4
OG0001953	XP_021698730.1	XP_313932.4
OG0001954	XP_001647778.2	XP_321431.4
OG0001956	XP_001648128.2, XP_021704528.1	XP_311418.4
OG0001957	XP_001648185.1	XP_001238250.1
OG0001959	XP_001662716.2	XP_321366.4
OG0001959	XP_001649986.2	XP_321367.3
OG0001960	XP_001651285.1	XP_311552.4
OG0001961	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1	XP_320824.4
OG0001962	XP_001655155.1	XP_001238089.2, XP_307544.3
OG0001962	XP_001660370.1	XP_552919.3
OG0001963	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1	XP_001689287.1
OG0001964	XP_001657975.2	XP_312847.5
OG0001965	XP_021709748.1, XP_001658722.1	XP_317861.4
OG0001966	XP_021699453.1, XP_011493090.2, XP_021699454.1	XP_001688506.1
OG0001967	XP_021692958.1	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2
OG0001968	XP_021693933.1, XP_021693935.1, XP_021693934.1, XP_021693936.1	XP_562672.3
OG0001969	XP_021694469.1, XP_021694470.1	XP_311170.4
OG0001971	XP_021701730.1	XP_001237912.2
OG0001973	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1	XP_311464.4
OG0001974	XP_021706347.1, XP_021706349.1, XP_021706348.1, XP_021706351.1, XP_021706352.1, XP_021706350.1	XP_311480.4
OG0001975	XP_021710764.1, XP_021710765.1	XP_320440.4
OG0001987	XP_001654823.1	XP_311198.2, XP_003437054.1
OG0001988	XP_001652419.1	XP_320295.4
OG0001989	XP_001664307.1	XP_318823.2
OG0001989	XP_001662342.1	XP_312874.2
OG0001990	XP_001649527.2	XP_313570.3
OG0001991	XP_021693622.1	XP_001237311.3
OG0001992	XP_001663456.1	XP_320931.5
OG0001993	XP_001657186.1	XP_308577.2
OG0001994	XP_001655824.1	XP_312541.3
OG0001995	XP_001661817.1	XP_551892.3
OG0001996	XP_001658284.1	XP_313220.4
OG0001997	XP_021694034.1, XP_021694036.1	XP_312608.5, XP_003436094.1, XP_313590.2
OG0001998	XP_001657081.2, XP_021711121.1	XP_311821.3, XP_003436372.1
OG0001999	XP_001654110.2	XP_313593.3, XP_003436785.1
OG0002000	XP_021701636.1	XP_001237600.2
OG0002001	XP_001654798.1, XP_021696930.1	XP_315690.3
OG0002002	XP_021700879.1, XP_001650127.1	XP_314684.3
OG0002003	XP_001648535.1	XP_319151.4
OG0002004	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1	XP_312664.3
OG0002005	XP_001648971.2	XP_308337.2
OG0002006	XP_001648436.1	XP_320203.4
OG0002007	XP_001663658.2	XP_315539.4
OG0002009	XP_001649565.2, XP_001649576.2	XP_309809.3
OG0002010	XP_021696649.1, XP_001652049.1	XP_001237747.2
OG0002011	XP_021699544.1	XP_316229.4
OG0002012	XP_021707317.1, XP_021707316.1	XP_317892.4
OG0002013	XP_021707456.1	XP_308133.5
OG0002014	XP_021703286.1, XP_021703301.1	XP_317430.4
OG0002015	XP_001651326.2	XP_317330.3
OG0002016	XP_021712620.1, XP_001655398.1	XP_321554.1
OG0002018	XP_001656424.1	XP_313721.3
OG0002019	XP_001650675.1	XP_316694.4, XP_001688949.1, XP_001688948.1
OG0002019	XP_021712006.1, XP_021705775.1	XP_312860.5
OG0002020	XP_021693297.1	XP_313841.5, XP_003436836.1
OG0002021	XP_001660435.1	XP_319465.4
OG0002022	XP_001659928.1, XP_021712759.1	XP_565083.3
OG0002023	XP_021698976.1	XP_310822.5
OG0002024	XP_021705137.1, XP_021705136.1	XP_001237567.2
OG0002025	XP_001660915.1	XP_310557.3
OG0002026	XP_021708073.1	XP_309803.3
OG0002027	XP_021698213.1, XP_021698212.1, XP_021698211.1	XP_316518.4
OG0002028	XP_021695336.1, XP_021695333.1	XP_317970.5
OG0002029	XP_021699817.1	XP_003437055.1, XP_003437056.1, XP_311201.5
OG0002031	XP_021707324.1, XP_021707323.1, XP_001661206.1	XP_003436587.1, XP_310264.7
OG0002032	XP_021705255.1	XP_317803.3
OG0002033	XP_001655052.2, XP_001655051.2	XP_309550.3
OG0002034	XP_021708702.1	XP_003436757.1
OG0002035	XP_021710461.1, XP_021710460.1, XP_021710459.1, XP_021710458.1, XP_021710457.1, XP_021710456.1, XP_021710462.1, XP_021710463.1, XP_021710464.1, XP_021710465.1	XP_320862.4
OG0002036	XP_021698401.1	XP_308782.4
OG0002037	XP_001657723.1	XP_307993.5
OG0002038	XP_021705732.1, XP_001656882.1	XP_311849.4
OG0002039	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1	XP_001237805.2, XP_001688860.1
OG0002041	XP_001661004.2	XP_315504.4
OG0002042	XP_021711074.1	XP_554712.3
OG0002043	XP_001654285.2	XP_321950.5
OG0002044	XP_021692933.1, XP_021692932.1, XP_021692931.1	XP_321470.3
OG0002045	XP_021700822.1, XP_001654153.2	XP_317480.2
OG0002047	XP_001662952.2	XP_321707.4
OG0002048	XP_021693261.1, XP_021693262.1, XP_021693250.1	XP_321719.5
OG0002049	XP_001657413.2	XP_308112.4
OG0002050	XP_001661613.2	XP_308621.4
OG0002051	XP_001650787.1	XP_314258.4
OG0002052	XP_001654238.1	XP_308449.4
OG0002053	XP_021704986.1	XP_318560.4
OG0002054	XP_021702372.1	XP_559677.2
OG0002055	XP_021699091.1, XP_021699090.1	XP_001688950.1
OG0002056	XP_021711845.1, XP_001651045.1	XP_001688309.2
OG0002057	XP_021701189.1	XP_317676.4
OG0002058	XP_001653033.1, XP_021703690.1	XP_559859.2, XP_559860.3
OG0002058	XP_001653035.1	XP_310052.4
OG0002058	XP_001653036.2	XP_310051.2, XP_310050.3
OG0002059	XP_001653641.1, XP_021697404.1	XP_315936.4
OG0002060	XP_021709612.1	XP_318175.4
OG0002061	XP_021701939.1	XP_314708.4
OG0002062	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1	XP_556050.3
OG0002063	XP_021706324.1, XP_021706323.1, XP_001653117.1	XP_321610.3
OG0002064	XP_021698918.1, XP_001661369.2	XP_308813.4
OG0002065	XP_021704389.1, XP_021704396.1	XP_001237297.2
OG0002066	XP_021713324.1, XP_021712281.1, XP_021711970.1	XP_313794.4
OG0002067	XP_001651806.1	XP_001688412.2, XP_312994.5
OG0002068	XP_001661802.1	XP_001689094.1, XP_318072.4
OG0002069	XP_001663723.2	XP_001231045.2
OG0002070	XP_021713381.1, XP_021713382.1	XP_313822.4
OG0002071	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1	XP_314863.4
OG0002072	XP_001658181.2	XP_319942.4
OG0002073	XP_001660900.1, XP_021701418.1, XP_021701417.1	XP_319719.3
OG0002074	XP_021713169.1	XP_319526.5
OG0002075	XP_001657421.1	XP_003436320.1
OG0002076	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1	XP_310628.3
OG0002077	XP_001659320.1	XP_001688809.1
OG0002078	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1	XP_320005.4
OG0002079	XP_021698016.1	XP_316002.4
OG0002080	XP_001655393.1	XP_321669.3
OG0002081	XP_001658896.1	XP_318103.3
OG0002082	XP_001657833.1	XP_314465.4
OG0002083	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1	XP_316310.4
OG0002084	XP_021695962.1	XP_308209.4
OG0002085	XP_001658894.2	XP_312904.3, XP_003436417.1
OG0002086	XP_001660810.2	XP_317429.4
OG0002087	XP_001662226.1	XP_307968.3
OG0002088	XP_021709590.1, XP_021709591.1, XP_021709592.1	XP_318048.4
OG0002089	XP_021697379.1	XP_316471.3
OG0002089	XP_021712561.1, XP_021699673.1	XP_001688052.1
OG0002090	XP_001657796.2	XP_555163.3
OG0002091	XP_001648366.2	XP_311401.4
OG0002092	XP_021696347.1	XP_308627.4
OG0002092	XP_021709876.1	XP_320671.2
OG0002093	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1	XP_315440.3
OG0002094	XP_021698854.1	XP_315346.4, XP_001688639.1, XP_001688638.1
OG0002095	XP_001649906.1, XP_001649907.1	XP_315884.3
OG0002096	XP_001658032.1	XP_311504.3
OG0002097	XP_001658647.1	XP_318214.4
OG0002098	XP_001657165.1	XP_319705.4
OG0002099	XP_021711436.1	XP_312981.5
OG0002100	XP_001655468.1	XP_311321.4
OG0002101	XP_021712895.1, XP_001651058.2	XP_001687757.2
OG0002102	XP_021695018.1, XP_021695017.1, XP_021695021.1, XP_021695020.1, XP_021695022.1, XP_021695019.1	XP_311046.4
OG0002103	XP_001655133.2, XP_021699620.1, XP_011493590.2	XP_315784.2
OG0002104	XP_001651269.2	XP_001688375.2
OG0002106	XP_001651639.2	XP_309767.4
OG0002107	XP_021704540.1	XP_552176.3
OG0002108	XP_001661944.2	XP_314584.4
OG0002109	XP_021695283.1	XP_317488.4
OG0002110	XP_021703061.1, XP_021703059.1, XP_001657803.1	XP_552825.2
OG0002111	XP_001657036.2	XP_565089.3
OG0002113	XP_021707212.1	XP_312496.4
OG0002114	XP_021693401.1, XP_021693463.1, XP_021693350.1, XP_021693526.1	XP_321130.3
OG0002115	XP_001650881.2, XP_021711856.1	XP_310531.5
OG0002116	XP_021694344.1	XP_001237253.3
OG0002116	XP_021699059.1	XP_307206.3
OG0002117	XP_021699388.1	XP_317624.2
OG0002119	XP_021707548.1, XP_021707543.1	XP_003436955.1
OG0002120	XP_021701990.1, XP_021701991.1	XP_319974.4
OG0002121	XP_021707339.1	XP_001688347.2, XP_311831.5
OG0002122	XP_021707553.1, XP_021707555.1, XP_021707552.1, XP_021707556.1, XP_021707554.1	XP_003436181.1, XP_312307.1
OG0002124	XP_021705870.1, XP_021705910.1	XP_312866.5
OG0002125	XP_021699006.1	XP_003437024.1
OG0002126	XP_001657549.2, XP_001659807.1	XP_001688245.1, XP_320137.2
OG0002127	XP_001654713.2	XP_001688406.2
OG0002128	XP_021701093.1	XP_001689182.1, XP_554046.3
OG0002129	XP_001653301.1	XP_321647.3
OG0002130	XP_001653423.1	XP_311428.3
OG0002131	XP_021703181.1	XP_320082.4
OG0002132	XP_021697130.1	XP_315505.3
OG0002134	XP_001658327.1	XP_312543.3
OG0002136	XP_001654115.2	XP_321353.3
OG0002137	XP_001648851.1, XP_021701095.1	XP_319319.4
OG0002137	XP_001653751.2	XP_317671.4
OG0002138	XP_001652434.1	XP_320305.3
OG0002139	XP_001651352.1	XP_312366.5
OG0002140	XP_021701584.1	XP_001688169.2
OG0002141	XP_021710885.1	XP_317885.4
OG0002142	XP_021705976.1	XP_307498.3, XP_307652.4
OG0002143	XP_001655819.1, XP_001655820.1	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4
OG0002144	XP_021696310.1	XP_001688775.1, XP_316070.4, XP_316071.4
OG0002145	XP_001650254.2	XP_317618.4
OG0002146	XP_021709736.1	XP_558090.3
OG0002147	XP_021710878.1, XP_021710873.1	XP_552208.3
OG0002148	XP_001656030.2	XP_319521.5
OG0002149	XP_021704248.1	XP_320386.4
OG0002150	XP_021700469.1	XP_319190.4
OG0002151	XP_021709857.1, XP_021709858.1, XP_021709855.1, XP_021709856.1, XP_021709853.1, XP_021709854.1, XP_021709860.1, XP_021709859.1	XP_314261.5
OG0002151	XP_021703583.1	XP_317218.3
OG0002152	XP_021709610.1, XP_021709604.1, XP_021709603.1, XP_021709608.1, XP_021709607.1, XP_021709606.1, XP_021709605.1, XP_021709611.1	XP_320850.3
OG0002153	XP_021707387.1	XP_316803.5, XP_315069.4, XP_315070.4
OG0002154	XP_021694480.1	XP_311202.5
OG0002155	XP_021693278.1, XP_021693265.1	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1
OG0002157	XP_001654796.1, XP_021696921.1, XP_021696920.1	XP_315692.4
OG0002158	XP_021700957.1, XP_001660611.1, XP_021711344.1, XP_021711343.1, XP_021711872.1, XP_021711874.1, XP_021711873.1	XP_309519.4
OG0002159	XP_001659759.2	XP_553983.1
OG0002160	XP_001648131.1	XP_311416.4
OG0002162	XP_021707594.1, XP_021707596.1, XP_021707595.1, XP_001663947.1, XP_001663948.2	XP_313322.5, XP_003436528.1, XP_003436527.1
OG0002163	XP_021703559.1	XP_555234.3
OG0002164	XP_021693645.1, XP_021693644.1	XP_321358.5
OG0002165	XP_001648344.3	XP_317301.3
OG0002166	XP_021706120.1	XP_001688407.2
OG0002167	XP_021711962.1	XP_003436986.1, XP_003436987.1, XP_310681.3
OG0002168	XP_021709285.1, XP_021712631.1	XP_320767.3
OG0002169	XP_021710155.1	XP_310382.7
OG0002170	XP_021711089.1, XP_021711085.1, XP_021711086.1, XP_021711087.1, XP_021711088.1	XP_321119.5
OG0002171	XP_021701493.1	XP_319731.4
OG0002171	XP_021702403.1, XP_021702404.1, XP_021702402.1, XP_021702406.1, XP_021702401.1	XP_319754.4
OG0002172	XP_021701682.1	XP_317137.3
OG0002173	XP_021711984.1, XP_021693903.1	XP_309092.4, XP_001688165.1, XP_309091.4
OG0002175	XP_021697301.1	XP_001688683.1
OG0002178	XP_021697063.1, XP_021697052.1	XP_001688845.1, XP_001688846.1, XP_316357.4
OG0002179	XP_021701499.1, XP_021701502.1, XP_021701503.1, XP_021701500.1, XP_021701501.1	XP_319652.3
OG0002181	XP_021712793.1, XP_021694995.1	XP_001688298.2
OG0002182	XP_021697169.1, XP_021697131.1	XP_003437064.1, XP_003437063.1
OG0002182	XP_021697151.1	XP_001230782.3
OG0002183	XP_001655335.2	XP_561559.5, XP_320218.3
OG0002184	XP_021693504.1	XP_312055.5
OG0002185	XP_001652769.2, XP_021701055.1	XP_001689052.1
OG0002185	XP_021701057.1	XP_317704.4
OG0002186	XP_021704044.1	XP_001688193.1
OG0002187	XP_021699225.1, XP_021699226.1	XP_316330.4
OG0002188	XP_021701837.1, XP_021701838.1	XP_319794.4
OG0002189	XP_021706017.1, XP_001662348.2	XP_310849.4
OG0002190	XP_021704515.1	XP_001230271.1, XP_311887.5
OG0002191	XP_001660343.2	XP_320739.4
OG0002192	XP_021696455.1	XP_308422.4
OG0002193	XP_021712730.1, XP_021713384.1, XP_021713383.1	XP_313823.5
OG0002194	XP_001653292.1	XP_314361.4
OG0002195	XP_021711923.1, XP_021699204.1	XP_310712.4
OG0002196	XP_001653744.2	XP_317678.4
OG0002197	XP_001657298.2	XP_309356.4
OG0002198	XP_021704276.1, XP_021704282.1	XP_310467.4
OG0002200	XP_021693447.1, XP_021693448.1, XP_021693450.1, XP_021693449.1	XP_557488.3
OG0002201	XP_021712042.1, XP_001654892.1	XP_318616.2
OG0002202	XP_021713398.1	XP_309618.5
OG0002203	XP_001660079.2	XP_310969.5
OG0002204	XP_001662461.2, XP_021694090.1	XP_001237526.3, XP_001237527.1
OG0002206	XP_001647854.2	XP_557337.3
OG0002207	XP_021707654.1, XP_001647909.2, XP_021707102.1, XP_021712743.1, XP_021710061.1, XP_021712742.1, XP_001647915.2, XP_021705690.1, XP_001647908.2, XP_021705693.1, XP_021708906.1	XP_311997.5
