Orthogroup	Osmia_bicornis	Drosophila_melanogaster
OG0001755	XP_029052414.1, XP_029052415.1	NP_573318.1, NP_609759.1
OG0001756	XP_029035240.1	NP_649646.3
OG0001757	XP_029036070.1	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1
OG0001758	XP_029042180.1, XP_029042177.1, XP_029042178.1, XP_029042179.1	NP_001163069.1
OG0001759	XP_029032105.1	NP_001287202.1
OG0001760	XP_029048484.1	NP_732069.3
OG0001762	XP_029040564.1	NP_001261764.1
OG0001763	XP_029053396.1	NP_650223.1
OG0001764	XP_029046456.1	NP_001287421.2, NP_650876.1
OG0001765	XP_029039005.1, XP_029039004.1, XP_029039003.1	NP_731461.1
OG0001767	XP_029048720.1	NP_723294.1
OG0001768	XP_029039800.1	NP_572805.1
OG0001771	XP_029055778.1, XP_029055779.1, XP_029055777.1, XP_029055780.1	NP_727732.1, NP_001097831.1
OG0001774	XP_029045460.1	NP_476778.1
OG0001775	XP_029042334.1, XP_029042333.1	NP_523735.2
OG0001776	XP_029052622.1	NP_620470.1
OG0001777	XP_029033694.1, XP_029033498.1	NP_001245758.1
OG0001778	XP_029036678.1	NP_001262233.1
OG0001779	XP_029040462.1	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1
OG0001780	XP_029050706.1	NP_610617.1
OG0001781	XP_029053291.1	NP_650423.1
OG0001782	XP_029048493.1	NP_649000.1
OG0001783	XP_029047303.1	NP_647892.1
OG0001784	XP_029050306.1	NP_001163585.1
OG0001785	XP_029045993.1, XP_029046001.1	NP_524416.1
OG0001786	XP_029037857.1, XP_029037856.1	NP_001260689.1
OG0001787	XP_029050564.1, XP_029050565.1, XP_029050563.1	NP_648786.1
OG0001788	XP_029048755.1	NP_724103.1
OG0001789	XP_029036577.1, XP_029036575.1	NP_651728.1
OG0001790	XP_029050003.1, XP_029050002.1	NP_649460.3
OG0001791	XP_029041575.1, XP_029041576.1	NP_572504.1
OG0001792	XP_029033135.1, XP_029033137.1	NP_611734.1
OG0001793	XP_029050447.1	NP_608828.2
OG0001794	XP_029041647.1, XP_029041595.1	NP_001259442.1
OG0001796	XP_029045166.1	NP_477212.1
OG0001797	XP_029042045.1	NP_523830.2
OG0001799	XP_029046350.1	NP_001260496.1
OG0001800	XP_029047399.1	NP_001262652.1, NP_001262651.1
OG0001801	XP_029042699.1	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1
OG0001802	XP_029043170.1	NP_001162765.1
OG0001803	XP_029042974.1, XP_029042973.1, XP_029042972.1, XP_029042971.1	NP_001015387.1
OG0001804	XP_029036643.1	NP_728575.2, NP_612081.1
OG0001805	XP_029043315.1	NP_649038.1, NP_730334.2
OG0001806	XP_029054142.1, XP_029054141.1	NP_610087.2
OG0001807	XP_029040769.1	NP_001286460.1
OG0001808	XP_029032074.1	NP_650163.2, NP_650840.1
OG0001809	XP_029055565.1	NP_609837.1
OG0001810	XP_029041184.1, XP_029041181.1	NP_001246271.1
OG0001811	XP_029046125.1	NP_001262677.1
OG0001812	XP_029039791.1	NP_001259970.1
OG0001813	XP_029044198.1	NP_611350.1
OG0001814	XP_029042421.1, XP_029045552.1	NP_524758.1
OG0001815	XP_029040479.1	NP_476667.1, NP_001246493.1
OG0001816	XP_029044832.1, XP_029044831.1, XP_029044829.1	NP_648106.1
OG0001818	XP_029038479.1, XP_029038480.1, XP_029038477.1	NP_001285489.1
OG0001820	XP_029051864.1	NP_649757.1
OG0001821	XP_029040388.1	NP_001287100.1
OG0001822	XP_029046426.1, XP_029046425.1	NP_995873.2
OG0001823	XP_029036949.1	NP_609767.2, NP_001260489.1
OG0001824	XP_029031980.1, XP_029031977.1	NP_001356918.1
OG0001825	XP_029032081.1	NP_001285277.1
OG0001826	XP_029053086.1	NP_610191.2
OG0001827	XP_029036559.1	NP_001261341.1
OG0001828	XP_029048531.1	NP_477184.1
OG0001829	XP_029047842.1, XP_029047841.1	NP_511153.1
OG0001830	XP_029042153.1	NP_001189170.1
OG0001831	XP_029045342.1	NP_648895.1
OG0001832	XP_029052768.1, XP_029052767.1, XP_029052766.1, XP_029052769.1	NP_611293.3
OG0001833	XP_029045272.1	NP_001262071.1
OG0001834	XP_029042694.1, XP_029042695.1	NP_725449.1, NP_611238.2, NP_001285657.1
OG0001835	XP_029047233.1	NP_648567.2, NP_729801.1
OG0001836	XP_029037552.1, XP_029037559.1	NP_001097041.2
OG0001838	XP_029051146.1, XP_029051147.1	NP_649809.1
OG0001839	XP_029050310.1	NP_001287516.1, NP_524496.1
OG0001840	XP_029042173.1	NP_001287291.1
OG0001841	XP_029036470.1	NP_649554.1
OG0001843	XP_029047793.1	NP_001163392.1
OG0001844	XP_029043545.1	NP_733332.1
OG0001845	XP_029046828.1	NP_649732.1
OG0001846	XP_029055818.1, XP_029055810.1	NP_788721.1
OG0001847	XP_029040367.1	NP_001163705.1
OG0001848	XP_029055489.1, XP_029055490.1	NP_610735.1
OG0001849	XP_029053171.1	NP_001303451.1, NP_524581.1
OG0001850	XP_029037643.1	NP_001097569.1
OG0001851	XP_029045173.1, XP_029045174.1, XP_029045172.1	NP_524795.2
OG0001852	XP_029049682.1	NP_611258.2
OG0001853	XP_029043094.1	NP_001285407.1
OG0001854	XP_029045247.1	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_029041716.1	NP_001097922.1
OG0001856	XP_029039272.1	NP_650446.2
OG0001858	XP_029044979.1, XP_029044977.1	NP_651605.1
OG0001859	XP_029043804.1, XP_029043803.1	NP_001261279.1, NP_608679.1
OG0001860	XP_029050093.1, XP_029050098.1, XP_029050101.1	NP_001286627.1
OG0001861	XP_029048687.1	NP_524274.1
OG0001862	XP_029048904.1, XP_029048903.1	NP_001096954.1
OG0001863	XP_029035027.1, XP_029035029.1, XP_029035026.1	NP_001303452.1
OG0001864	XP_029048578.1	NP_001259978.1
OG0001865	XP_029053119.1, XP_029053120.1, XP_029053121.1	NP_001036440.1
OG0001866	XP_029043436.1, XP_029043437.1	NP_610462.3
OG0001867	XP_029048154.1	NP_651658.1
OG0001868	XP_029048430.1	NP_732113.3
OG0001869	XP_029045809.1	NP_477402.1
OG0001870	XP_029055542.1	NP_001285457.1
OG0001871	XP_029048416.1	NP_572522.2
OG0001872	XP_029041112.1, XP_029041932.1	NP_536773.1
OG0001873	XP_029038144.1	NP_730982.1
OG0001874	XP_029050759.1, XP_029050674.1, XP_029048285.1, XP_029048199.1	NP_477024.1
OG0001875	XP_029036827.1	NP_511130.2
OG0001876	XP_029037790.1, XP_029037792.1, XP_029037791.1	NP_001368952.1
OG0001877	XP_029037014.1, XP_029037017.1	NP_001014498.1
OG0001878	XP_029042381.1, XP_029042382.1	NP_001259740.1, NP_001260348.1
OG0001879	XP_029040642.1, XP_029040643.1	NP_652101.2
OG0001880	XP_029047497.1	NP_001033948.1
OG0001881	XP_029048014.1, XP_029048013.1, XP_029048015.1	NP_722959.1
OG0001882	XP_029043070.1	NP_001188575.1
OG0001883	XP_029041441.1, XP_029041478.1, XP_029041459.1, XP_029041468.1, XP_029041450.1	NP_650805.1
OG0001884	XP_029048604.1, XP_029048600.1	NP_001188772.1
OG0001885	XP_029050007.1	NP_001262303.1
OG0001886	XP_029035856.1, XP_029035853.1	NP_001261166.1
OG0001887	XP_029034869.1	NP_723772.2
OG0001888	XP_029052172.1	NP_001286416.1
OG0001889	XP_029032338.1	NP_651593.1
OG0001890	XP_029041889.1	NP_609530.1
OG0001891	XP_029048182.1, XP_029048179.1	NP_476733.1
OG0001892	XP_029054568.1, XP_029054569.1	NP_001245925.1, NP_611294.1
OG0001893	XP_029051123.1	NP_477049.2
OG0001894	XP_029035313.1	NP_001137875.1
OG0001895	XP_029050588.1	NP_524651.2
OG0001896	XP_029048990.1, XP_029048991.1, XP_029048993.1, XP_029048994.1, XP_029048992.1	NP_609570.1
OG0001897	XP_029040323.1	NP_611140.3
OG0001898	XP_029039449.1	NP_001263035.1
OG0001899	XP_029049778.1	NP_724878.2
OG0001900	XP_029043142.1, XP_029043141.1	NP_001259735.1
OG0001901	XP_029049689.1, XP_029049690.1, XP_029049688.1	NP_651080.2
OG0001902	XP_029056464.1	NP_001286818.1
OG0001903	XP_029040083.1, XP_029040086.1, XP_029040084.1, XP_029040082.1	NP_001285675.1
OG0001905	XP_029052559.1, XP_029052558.1, XP_029052557.1, XP_029052555.1	NP_001287263.1
OG0001906	XP_029051442.1	NP_001245625.1
OG0001908	XP_029040274.1, XP_029040149.1	NP_650314.1
OG0001909	XP_029036476.1, XP_029036483.1	NP_001033913.1
OG0001910	XP_029034352.1	NP_648745.1
OG0001911	XP_029052589.1	NP_726108.3
OG0001912	XP_029046216.1, XP_029046214.1	NP_001286124.1
OG0001913	XP_029032843.1	NP_524909.1
OG0001914	XP_029056593.1	NP_608998.2, NP_001188704.1
OG0001915	XP_029046058.1	NP_001014612.1
OG0001916	XP_029033073.1	NP_648272.1
OG0001917	XP_029036315.1	NP_611237.2
OG0001919	XP_029032893.1	NP_610950.2
OG0001920	XP_029045605.1, XP_029045604.1	NP_608361.3
OG0001921	XP_029056502.1, XP_029056500.1, XP_029056501.1	NP_001036438.1
OG0001922	XP_029044040.1, XP_029044039.1	NP_001246140.1
OG0001923	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1	NP_726381.1
OG0001924	XP_029042432.1, XP_029042434.1	NP_609384.1
OG0001925	XP_029036296.1, XP_029036297.1	NP_476618.1
OG0001926	XP_029050772.1	NP_609736.1
OG0001927	XP_029045258.1	NP_524688.1
OG0001928	XP_029047699.1	NP_001261246.1
OG0001929	XP_029049000.1, XP_029048999.1, XP_029049001.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_029039778.1, XP_029039779.1, XP_029039777.1	NP_650547.1
OG0001931	XP_029032988.1, XP_029032989.1	NP_001097135.1
OG0001932	XP_029054113.1, XP_029054505.1	NP_608570.1
OG0001933	XP_029055575.1	NP_524431.2
OG0001935	XP_029040732.1, XP_029040731.1	NP_001015254.1
OG0001937	XP_029047849.1	NP_001259619.1
OG0001938	XP_029052503.1, XP_029052504.1, XP_029052502.1	NP_001286427.1
OG0001939	XP_029043390.1	NP_649157.1
OG0001940	XP_029032607.1, XP_029032608.1, XP_029032605.1	NP_001287364.1
OG0001941	XP_029037157.1	NP_001368962.1
OG0001942	XP_029056072.1, XP_029056062.1	NP_001260565.1, NP_476804.1
OG0001943	XP_029053347.1	NP_001188918.1, NP_651214.2
OG0001944	XP_029051699.1	NP_001163494.1
OG0001945	XP_029037377.1	NP_572873.2
OG0001946	XP_029049171.1, XP_029049167.1	NP_001303420.1
OG0001947	XP_029037722.1, XP_029037720.1	NP_649796.1
OG0001949	XP_029051273.1	NP_001285813.1
OG0001950	XP_029050057.1	NP_001261595.1
OG0001951	XP_029033344.1	NP_726846.1
OG0001952	XP_029049580.1	NP_001245466.1
OG0001953	XP_029050129.1, XP_029042236.1	NP_788450.1
OG0001954	XP_029041675.1, XP_029041673.1, XP_029041676.1	NP_001263037.1
OG0001956	XP_029039339.1, XP_029039338.1	NP_610804.1
OG0001959	XP_029036580.1	NP_649972.1
OG0001960	XP_029048599.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_029052705.1	NP_001286875.1
OG0001962	XP_029042569.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_029051642.1, XP_029051641.1, XP_029051640.1	NP_648053.1
OG0001964	XP_029046096.1	NP_001287227.1
OG0001965	XP_029055381.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_029043427.1	NP_001286827.1
OG0001967	XP_029055833.1, XP_029055832.1	NP_001262353.1
OG0001968	XP_029045999.1	NP_001097756.1
OG0001969	XP_029049419.1	NP_001259204.1
OG0001971	XP_029050456.1, XP_029050455.1	NP_723787.1
OG0001973	XP_029052925.1, XP_029052923.1	NP_726095.2
OG0001975	XP_029036247.1, XP_029036246.1	NP_001260979.1
OG0001976	XP_029044624.1	NP_001138150.1
OG0001977	XP_029051592.1	NP_611067.2
OG0001981	XP_029038786.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001987	XP_029044998.1, XP_029044999.1, XP_029044997.1	NP_001356937.1
OG0001988	XP_029055506.1, XP_029055505.1	NP_524001.2
OG0001989	XP_029053234.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_029035239.1, XP_029035238.1	NP_788760.1
OG0001991	XP_029049382.1, XP_029049384.1, XP_029049383.1	NP_001262998.1
OG0001992	XP_029037031.1, XP_029037032.1	NP_001245552.1
OG0001993	XP_029040995.1, XP_029040996.1, XP_029040994.1	NP_611538.1
OG0001994	XP_029045068.1	NP_651072.1
OG0001995	XP_029042245.1	NP_523355.2
OG0001996	XP_029040956.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_029049977.1	NP_996267.1
OG0001998	XP_029035619.1	NP_651780.1
OG0001999	XP_029045563.1, XP_029042449.1	NP_523428.1
OG0002000	XP_029041055.1	NP_726490.3
OG0002001	XP_029052793.1	NP_001285572.1
OG0002002	XP_029047674.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_029048595.1	NP_001259998.1
OG0002004	XP_029045839.1	NP_650776.1
OG0002005	XP_029050228.1	NP_647640.1
OG0002006	XP_029052802.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_029042124.1, XP_029042137.1	NP_001261689.1
OG0002009	XP_029043919.1	NP_001027401.1
OG0002010	XP_029045105.1	NP_651600.1
OG0002011	XP_029032960.1	NP_001286589.1
OG0002012	XP_029036287.1	NP_001014582.1, NP_524041.2
OG0002013	XP_029038171.1	NP_001245550.1
OG0002014	XP_029049249.1, XP_029049235.1	NP_476562.1
OG0002015	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1	NP_609782.2
OG0002016	XP_029054454.1	NP_788448.1
OG0002017	XP_029052496.1	NP_610188.2
OG0002018	XP_029052993.1	NP_648586.2
OG0002019	XP_029049772.1	NP_001137910.2
OG0002020	XP_029032679.1, XP_029032672.1	NP_732549.2
OG0002021	XP_029052655.1, XP_029052663.1, XP_029052674.1	NP_649827.2
OG0002022	XP_029032981.1	NP_726406.1
OG0002023	XP_029049945.1, XP_029049943.1	NP_001245577.1
OG0002024	XP_029036015.1	NP_610095.1
OG0002025	XP_029034323.1	NP_649877.1
OG0002026	XP_029050487.1	NP_001259298.1
OG0002028	XP_029035230.1, XP_029035231.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_029049852.1, XP_029050726.1	NP_610059.1
OG0002032	XP_029046713.1, XP_029046709.1	NP_001286795.1
OG0002033	XP_029047647.1	NP_001285275.1
OG0002034	XP_029053473.1, XP_029053472.1	NP_001163027.1, NP_001189073.1
OG0002035	XP_029032418.1, XP_029032420.1, XP_029032419.1	NP_611093.2
OG0002036	XP_029031953.1, XP_029031952.1	NP_001286548.1
OG0002037	XP_029051984.1	NP_524660.1
OG0002038	XP_029034993.1	NP_608372.1
OG0002039	XP_029052743.1	NP_001286974.1
OG0002041	XP_029034595.1, XP_029034597.1, XP_029034596.1	NP_647887.1
OG0002042	XP_029037435.1	NP_001137671.1, NP_610099.1
OG0002043	XP_029038149.1	NP_001034012.2
OG0002044	XP_029044454.1	NP_001263139.1
OG0002045	XP_029038475.1	NP_477311.1
OG0002046	XP_029035860.1	NP_001097124.1
OG0002047	XP_029047980.1	NP_001189286.1
OG0002048	XP_029034257.1, XP_029034247.1	NP_001247185.1
OG0002049	XP_029045092.1	NP_732811.1
OG0002050	XP_029047468.1	NP_001285355.1
OG0002051	XP_029055947.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_029039200.1	NP_611508.1
OG0002053	XP_029032752.1	NP_610530.1
OG0002054	XP_029039271.1, XP_029039268.1	NP_524677.1
OG0002055	XP_029047682.1, XP_029039906.1, XP_029052417.1	NP_001259900.1, NP_572902.1
OG0002056	XP_029049390.1	NP_524907.2
OG0002057	XP_029045426.1, XP_029045424.1, XP_029045427.1	NP_609888.2
OG0002058	XP_029035452.1	NP_609119.2
OG0002059	XP_029032800.1	NP_648185.1
OG0002060	XP_029038247.1, XP_029038250.1	NP_726403.2
OG0002061	XP_029047217.1	NP_001036338.1
OG0002062	XP_029046973.1	NP_001356975.1
OG0002063	XP_029040517.1	NP_001285001.1
OG0002064	XP_029052106.1, XP_029052107.1	NP_001356982.1
OG0002065	XP_029041901.1	NP_001284967.1
OG0002066	XP_029040918.1, XP_029040919.1	NP_649869.1
OG0002067	XP_029045229.1	NP_651116.1
OG0002068	XP_029056546.1	NP_611856.1
OG0002069	XP_029051814.1	NP_652610.1
OG0002070	XP_029043227.1, XP_029043226.1	NP_650941.3
OG0002071	XP_029032309.1	NP_477372.1
OG0002072	XP_029052878.1, XP_029052879.1	NP_001259984.1
OG0002073	XP_029050318.1	NP_001260394.1
OG0002074	XP_029053252.1, XP_029053244.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_029045743.1	NP_524583.1
OG0002076	XP_029047150.1	NP_001163600.1
OG0002077	XP_029033041.1	NP_724409.3
OG0002078	XP_029042635.1	NP_001259928.1
OG0002079	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1	NP_001261524.1
OG0002080	XP_029047198.1	NP_649990.2
OG0002081	XP_029052297.1	NP_001286545.1
OG0002082	XP_029048091.1, XP_029048090.1	NP_572503.1
OG0002083	XP_029039991.1	NP_648372.1
OG0002084	XP_029038605.1	NP_611677.1
OG0002085	XP_029042716.1	NP_001285316.1
OG0002086	XP_029039847.1, XP_029039849.1, XP_029039846.1	NP_609934.3
OG0002087	XP_029042330.1	NP_572818.1
OG0002088	XP_029034430.1	NP_523833.1
OG0002089	XP_029032834.1	NP_001261563.1
OG0002090	XP_029037578.1, XP_029037577.1	NP_001260029.1
OG0002091	XP_029045077.1, XP_029045076.1, XP_029045078.1	NP_001285049.1, NP_609350.2
OG0002092	XP_029048628.1	NP_788716.1
OG0002093	XP_029032079.1	NP_001262005.1
OG0002094	XP_029051594.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_029036198.1, XP_029036200.1, XP_029036199.1	NP_733076.2
OG0002096	XP_029047812.1, XP_029047813.1	NP_723086.1
OG0002097	XP_029036899.1	NP_001162716.1, NP_729740.2
OG0002098	XP_029044789.1	NP_477014.1
OG0002099	XP_029038525.1, XP_029038526.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_029051458.1	NP_001285208.1
OG0002101	XP_029037300.1	NP_001014695.1
OG0002102	XP_029042854.1, XP_029042853.1	NP_649939.1
OG0002103	XP_029032664.1	NP_001260451.1
OG0002106	XP_029041832.1, XP_029041831.1, XP_029041830.1	NP_524818.1
OG0002107	XP_029046018.1, XP_029046017.1	NP_523739.2
OG0002108	XP_029044394.1, XP_029044395.1	NP_996185.1
OG0002109	XP_029038919.1	NP_611966.3
OG0002110	XP_029032760.1, XP_029032761.1	NP_996042.1
OG0002111	XP_029033693.1, XP_029033526.1	NP_001261454.1
OG0002113	XP_029047510.1, XP_029047511.1, XP_029051392.1	NP_001262803.1
OG0002114	XP_029046459.1, XP_029046460.1	NP_651508.1
OG0002115	XP_029032421.1	NP_572197.4
OG0002116	XP_029053416.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_029035968.1	NP_001286076.1
OG0002119	XP_029037275.1	NP_001162779.1
OG0002120	XP_029048939.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_029036617.1, XP_029036614.1	NP_001262679.1
OG0002122	XP_029041453.1	NP_001138057.1
OG0002123	XP_029049483.1	NP_523593.5
OG0002124	XP_029050950.1	NP_001369005.1
OG0002125	XP_029051520.1, XP_029051518.1, XP_029051519.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_029053942.1	NP_524659.1, NP_652413.1
OG0002127	XP_029041638.1	NP_001261984.1
OG0002128	XP_029052868.1	NP_611499.3
OG0002129	XP_029040093.1	NP_788872.1
OG0002130	XP_029040129.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_029049925.1, XP_029049922.1	NP_001259886.1
OG0002132	XP_029043534.1	NP_001261614.1
OG0002134	XP_029038271.1	NP_001163664.1
OG0002136	XP_029048351.1	NP_608780.1
OG0002137	XP_029045148.1	NP_001286327.1
OG0002138	XP_029036791.1	NP_001262079.1
OG0002139	XP_029039907.1	NP_648894.2
OG0002140	XP_029050039.1, XP_029050041.1, XP_029050040.1	NP_001262599.1
OG0002141	XP_029046415.1, XP_029046414.1	NP_730594.1
OG0002142	XP_029048390.1	NP_001285282.1
OG0002143	XP_029050042.1	NP_524238.1
OG0002144	XP_029044655.1	NP_001261617.1
OG0002145	XP_029042644.1	NP_609877.2
OG0002146	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1	NP_001259153.1
OG0002148	XP_029052846.1	NP_650672.1
OG0002149	XP_029043353.1, XP_029043362.1	NP_726059.5
OG0002150	XP_029049660.1	NP_001036357.2
OG0002151	XP_029056168.1	NP_788891.2
OG0002152	XP_029048128.1	NP_001036397.2
OG0002153	XP_029037450.1	NP_608851.1, NP_511089.2
OG0002154	XP_029045659.1	NP_651555.1
OG0002155	XP_029034370.1	NP_001262777.1
OG0002156	XP_029033337.1	NP_001262888.1
OG0002157	XP_029035254.1, XP_029035251.1, XP_029035252.1	NP_648105.1
OG0002158	XP_029045872.1	NP_001284753.1
OG0002159	XP_029041711.1	NP_001284832.1
OG0002162	XP_029046705.1	NP_649886.1
OG0002163	XP_029047194.1	NP_001286059.1
OG0002164	XP_029045382.1, XP_029045366.1	NP_001287469.1
OG0002165	XP_029035286.1	NP_511170.1
OG0002166	XP_029052248.1	NP_651250.2
OG0002167	XP_029032474.1, XP_029032477.1	NP_730568.1
OG0002168	XP_029054981.1	NP_001247018.1
OG0002169	XP_029046336.1	NP_610943.2
OG0002170	XP_029045618.1	NP_001285140.1
OG0002171	XP_029039598.1	NP_723732.2, NP_609741.3
OG0002172	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1	NP_001245974.1
OG0002173	XP_029047662.1	NP_001262864.1
OG0002177	XP_029051058.1, XP_029051057.1	NP_001260910.1
OG0002178	XP_029051077.1	NP_524679.3
OG0002179	XP_029046820.1	NP_609675.2
OG0002181	XP_029037339.1	NP_001285496.1
OG0002182	XP_029054534.1	NP_001245595.1
OG0002183	XP_029042142.1, XP_029042143.1	NP_788429.1
OG0002184	XP_029042122.1, XP_029046466.1	NP_001247215.1
OG0002185	XP_029035062.1, XP_029035067.1	NP_726596.1
OG0002186	XP_029051773.1	NP_001285258.1
OG0002187	XP_029033236.1, XP_029033238.1, XP_029033237.1	NP_649313.1
OG0002188	XP_029042329.1, XP_029042280.1, XP_029042270.1	NP_001104019.1
OG0002189	XP_029052966.1	NP_572502.1
OG0002190	XP_029050858.1	NP_001097622.2
OG0002191	XP_029050437.1	NP_001260762.1
OG0002192	XP_029042819.1	NP_725091.1
OG0002193	XP_029043528.1	NP_650940.2
OG0002194	XP_029047274.1	NP_001286884.1
OG0002195	XP_029048898.1, XP_029048897.1	NP_001285326.1
OG0002196	XP_029037560.1	NP_001246133.1
OG0002197	XP_029054564.1	NP_525097.1
OG0002198	XP_029033082.1, XP_029035244.1	NP_649415.2, NP_611222.2
OG0002200	XP_029041244.1	NP_001287456.1
OG0002202	XP_029042830.1, XP_029042835.1	NP_001262840.1
OG0002203	XP_029038066.1	NP_001262806.1
OG0002204	XP_029042170.1, XP_029042171.1	NP_650021.1
OG0002205	XP_029050796.1	NP_572327.1
OG0002206	XP_029044638.1	NP_001285571.1
OG0002208	XP_029035729.1, XP_029035730.1	NP_001137618.1
OG0002209	XP_029049508.1	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002210	XP_029054083.1, XP_029055124.1, XP_029054810.1	NP_611068.3
OG0002211	XP_029051337.1	NP_649412.1
OG0002212	XP_029047968.1	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1	NP_608580.2
OG0002215	XP_029045736.1, XP_029045739.1	NP_788337.1, NP_001286352.1
OG0002217	XP_029049896.1	NP_001163086.1
OG0002218	XP_029056082.1, XP_029056085.1	NP_649774.1
OG0002219	XP_029056432.1	NP_651266.1
OG0002220	XP_029048693.1	NP_001286572.1
OG0002221	XP_029052875.1, XP_029052874.1	NP_001259702.1
OG0002222	XP_029052268.1	NP_001261000.1
OG0002223	XP_029047378.1	NP_001287045.1
OG0002224	XP_029034369.1, XP_029034373.1, XP_029034372.1	NP_001014469.1
OG0002225	XP_029049931.1	NP_001163042.1
OG0002226	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1	NP_652639.1
OG0002236	XP_029032694.1, XP_029032692.1, XP_029032693.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_029048908.1	NP_001097736.1, NP_524682.1
OG0002238	XP_029042978.1, XP_029042979.1	NP_001260018.1
OG0002239	XP_029050080.1	NP_573175.2
OG0002240	XP_029033302.1	NP_523684.2
OG0002241	XP_029039470.1	NP_001262025.1
OG0002242	XP_029054472.1	NP_001259911.1
OG0002243	XP_029048574.1	NP_476646.2
OG0002244	XP_029033280.1	NP_001287433.1
OG0002246	XP_029051003.1	NP_524033.2
OG0002247	XP_029032799.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_029050114.1	NP_608531.1
OG0002249	XP_029055403.1	NP_001261273.1
OG0002250	XP_029033229.1	NP_651181.1
OG0002251	XP_029055531.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_029042475.1	NP_731500.1
OG0002253	XP_029037085.1	NP_001303378.1
OG0002254	XP_029048906.1, XP_029048907.1	NP_523792.2
OG0002255	XP_029038040.1	NP_001246745.1
OG0002256	XP_029035110.1	NP_649582.1
OG0002257	XP_029042503.1	NP_476866.1
OG0002258	XP_029035687.1	NP_610379.2
OG0002259	XP_029051035.1	NP_001247099.1
OG0002260	XP_029047981.1	NP_649813.1
OG0002261	XP_029036469.1	NP_651967.2
OG0002262	XP_029051215.1	NP_001097502.1
OG0002263	XP_029034849.1	NP_001247310.1
OG0002264	XP_029052750.1	NP_729301.1
OG0002265	XP_029032663.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_029051545.1	NP_609647.1
OG0002267	XP_029035577.1, XP_029035578.1	NP_001287120.1
OG0002268	XP_029035980.1, XP_029035982.1	NP_001260796.1
OG0002269	XP_029055665.1	NP_729528.2
OG0002270	XP_029046183.1, XP_029046184.1	NP_001259717.1
OG0002271	XP_029033138.1	NP_647950.1
OG0002272	XP_029032447.1	NP_651622.2
OG0002273	XP_029051730.1	NP_609364.1
OG0002275	XP_029043196.1	NP_511166.2
OG0002276	XP_029032821.1, XP_029032822.1	NP_648179.3
OG0002277	XP_029038820.1, XP_029038821.1	NP_649473.1
OG0002278	XP_029049038.1	NP_733209.1
OG0002279	XP_029048586.1	NP_001097075.2
OG0002280	XP_029037328.1, XP_029037327.1	NP_001027412.1
OG0002281	XP_029035219.1	NP_001188935.1
OG0002282	XP_029031937.1	NP_650055.1
OG0002283	XP_029047621.1	NP_001014583.1, NP_524394.2
OG0002284	XP_029051101.1	NP_731688.2
OG0002285	XP_029039160.1, XP_029039159.1	NP_651667.1
OG0002286	XP_029042803.1, XP_029042813.1, XP_029042784.1, XP_029042472.1, XP_029042480.1, XP_029042490.1, XP_029042794.1	NP_788515.1
OG0002287	XP_029038717.1	NP_001246966.1
