HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N9.HOG0001416	OG0000851	n0																		XP_015174236.1			XP_035739417.1, XP_035739418.1
N9.HOG0001417	OG0000852	n0																		XP_015177376.1, XP_015177375.1			XP_035722545.1
N9.HOG0001418	OG0000853	n0																		XP_015174954.1, XP_015174955.1			XP_035739346.1, XP_035739347.1
N9.HOG0001419	OG0000854	n2																		XP_015178802.1			XP_035742303.1, XP_035742304.1
N9.HOG0001420	OG0000855	n0																		XP_015184043.1, XP_015184042.1, XP_015184044.1			
N9.HOG0001421	OG0000856	n4																		XP_015173180.1			XP_035723721.1, XP_035723725.1
N9.HOG0001422	OG0000856	n21																		XP_015173076.1			XP_035723746.1
N9.HOG0001423	OG0000857	n0																		XP_015176568.1, XP_015176569.1			XP_035717218.1, XP_035717217.1
N9.HOG0001424	OG0000858	n22																		XP_015172512.1			XP_035742118.1
N9.HOG0001425	OG0000859	n0																		XP_015190125.1			XP_035717151.1
N9.HOG0001426	OG0000860	n0																		XP_015179289.1, XP_015179285.1, XP_015179286.1, XP_015179287.1			XP_035742707.1, XP_035742708.1
N9.HOG0001427	OG0000861	n8																		XP_015191192.1			XP_035722985.1
N9.HOG0001428	OG0000862	n0																		XP_015182915.1			XP_035720777.1, XP_035720780.1
N9.HOG0001429	OG0000863	n0																		XP_015182553.1			XP_035723848.1
N9.HOG0001430	OG0000864	n0																		XP_015172499.1, XP_015172500.1, XP_015172502.1			XP_035742216.1
N9.HOG0001431	OG0000865	n0																		XP_015183510.1			XP_035717940.1
N9.HOG0001432	OG0000866	n0																		XP_015172995.1, XP_015172994.1, XP_015172996.1, XP_015172993.1			XP_035725128.1, XP_035725127.1, XP_035725126.1, XP_035725125.1, XP_035725132.1, XP_035725131.1, XP_035725129.1
N9.HOG0001433	OG0000867	n0																		XP_015182439.1			XP_035743017.1, XP_035743016.1, XP_035743015.1
N9.HOG0001434	OG0000868	n13																		XP_015187718.1			XP_035736876.1
N9.HOG0001435	OG0000869	n0																		XP_015183581.1, XP_015183579.1, XP_015183578.1, XP_015183577.1, XP_015183582.1			XP_035725570.1, XP_035725572.1, XP_035725569.1, XP_035725571.1
N9.HOG0001436	OG0000870	n0																		XP_015188337.1			XP_035726342.1, XP_035726343.1, XP_035726345.1, XP_035726344.1, XP_035726341.1, XP_035726339.1, XP_035726346.1
N9.HOG0001437	OG0000871	n0																		XP_015172789.1, XP_015172790.1, XP_015172791.1, XP_015172788.1, XP_015172792.1			XP_035734847.1, XP_035734848.1, XP_035734846.1
N9.HOG0001438	OG0000872	n0																		XP_015191392.1, XP_015191394.1			XP_035731796.1
N9.HOG0001439	OG0000873	n0																		XP_015178193.1			XP_035724593.1
N9.HOG0001440	OG0000874	n0																		XP_015188271.1, XP_015188272.1, XP_015188268.1, XP_015188269.1			XP_035719736.1, XP_035719737.1, XP_035719735.1
N9.HOG0001441	OG0000875	n0																		XP_015187543.1, XP_015187544.1			XP_035719948.1, XP_035719950.1
N9.HOG0001442	OG0000876	n0																		XP_015177109.1			XP_035727816.1, XP_035727817.1
N9.HOG0001443	OG0000877	n0																		XP_015182039.1			XP_035731826.1
N9.HOG0001444	OG0000878	n2																		XP_015175960.1			XP_035718132.1
N9.HOG0001445	OG0000878	n24																		XP_015175813.1			
N9.HOG0001446	OG0000879	n0																		XP_015171508.1			XP_035731414.1, XP_035731397.1
N9.HOG0001447	OG0000880	n2																		XP_015183148.1			XP_035726998.1
N9.HOG0001448	OG0000881	n0																		XP_015180069.1			XP_035744143.1
N9.HOG0001449	OG0000882	n0																		XP_015182834.1			XP_035728833.1
N9.HOG0001450	OG0000883	n0																		XP_015181057.1			XP_035736276.1, XP_035736278.1, XP_035736277.1
N9.HOG0001451	OG0000884	n0																		XP_015181805.1, XP_015181806.1, XP_015181804.1			XP_035738105.1, XP_035738178.1
N9.HOG0001452	OG0000885	n0																		XP_015185049.1			
N9.HOG0001453	OG0000886	n8																		XP_015183205.1			XP_035726934.1
N9.HOG0001454	OG0000886	n11																		XP_015180290.1, XP_015180299.1			XP_035725399.1, XP_035725400.1
N9.HOG0001455	OG0000887	n4																					XP_035732962.1
N9.HOG0001456	OG0000887	n18																		XP_015190553.1			XP_035732968.1
N9.HOG0001457	OG0000888	n0																		XP_015177484.1			XP_035736263.1, XP_035736262.1
N9.HOG0001458	OG0000890	n0																		XP_015176405.1			XP_035744053.1
N9.HOG0001459	OG0000891	n0																		XP_015180316.1, XP_015180317.1, XP_015180313.1, XP_015180318.1, XP_015180315.1, XP_015180319.1, XP_015180314.1			XP_035739937.1, XP_035739939.1, XP_035739938.1
N9.HOG0001460	OG0000892	n30																		XP_015181682.1			XP_035725498.1, XP_035725490.1
N9.HOG0001461	OG0000892	n32																		XP_015176616.1			XP_035725512.1
N9.HOG0001462	OG0000892	n33																					XP_035735992.1
N9.HOG0001463	OG0000893	n7																		XP_015176564.1			
N9.HOG0001464	OG0000893	n18																		XP_015176562.1, XP_015176560.1, XP_015176561.1, XP_015176559.1			XP_035742969.1
N9.HOG0001465	OG0000894	n0																		XP_015183135.1, XP_015183134.1			XP_035735298.1
N9.HOG0001466	OG0000895	n0																		XP_015176394.1			XP_035741878.1, XP_035741880.1, XP_035741883.1
N9.HOG0001467	OG0000896	n4																		XP_015174542.1			XP_035723356.1
N9.HOG0001468	OG0000896	n15																		XP_015174696.1			
N9.HOG0001469	OG0000897	n0																		XP_015189525.1, XP_015189527.1, XP_015189526.1, XP_015189528.1			XP_035722018.1
N9.HOG0001470	OG0000898	n6																		XP_015180246.1			XP_035717149.1
N9.HOG0001471	OG0000898	n23																		XP_015190508.1			XP_035743764.1
N9.HOG0001472	OG0000899	n0																		XP_015176107.1			XP_035742086.1
N9.HOG0001473	OG0000900	n0																		XP_015181904.1, XP_015181903.1			
N9.HOG0001474	OG0000901	n0																		XP_015181566.1			XP_035736679.1
N9.HOG0001475	OG0000902	n0																		XP_015188426.1			XP_035721592.1
N9.HOG0001476	OG0000903	n2																		XP_015175275.1			XP_035722703.1
N9.HOG0001477	OG0000904	n2																		XP_015172854.1			XP_035734474.1
N9.HOG0001478	OG0000904	n22																		XP_015178828.1			XP_035736739.1
N9.HOG0001479	OG0000905	n0																		XP_015175895.1, XP_015180562.1			XP_035726207.1, XP_035726206.1
N9.HOG0001480	OG0000906	n16																		XP_015185582.1			XP_035725564.1
N9.HOG0001481	OG0000907	n0																		XP_015176710.1			XP_035726426.1, XP_035726435.1, XP_035726454.1, XP_035726445.1, XP_035726464.1
N9.HOG0001482	OG0000908	n0																		XP_015188569.1, XP_015188570.1			XP_035719412.1
N9.HOG0001483	OG0000909	n0																		XP_015185735.1			XP_035718276.1, XP_035718279.1
N9.HOG0001484	OG0000910	n0																		XP_015176527.1			XP_035717751.1
N9.HOG0001485	OG0000911	n0																		XP_015175720.1			XP_035734733.1
N9.HOG0001486	OG0000912	n0																		XP_015171542.1, XP_015171559.1, XP_015171551.1, XP_015171534.1, XP_015171525.1			XP_035728913.1, XP_035728912.1, XP_035728914.1, XP_035728910.1, XP_035728911.1, XP_035728908.1, XP_035728909.1
N9.HOG0001487	OG0000913	n0																		XP_015175619.1			XP_035737127.1, XP_035737122.1, XP_035737125.1, XP_035737124.1, XP_035737126.1
N9.HOG0001488	OG0000914	n0																		XP_015176440.1			XP_035744281.1, XP_035744280.1
N9.HOG0001489	OG0000916	n3																		XP_015187295.1			XP_035734907.1
N9.HOG0001490	OG0000917	n0																		XP_015188187.1			XP_035732616.1
N9.HOG0001491	OG0000918	n0																		XP_015182251.1			XP_035726969.1
N9.HOG0001492	OG0000919	n0																		XP_015175896.1			XP_035731675.1, XP_035731674.1
N9.HOG0001493	OG0000920	n0																		XP_015186775.1			XP_035730710.1, XP_035730709.1, XP_035730711.1
N9.HOG0001494	OG0000921	n0																		XP_015171942.1, XP_015171935.1			XP_035728984.1, XP_035728986.1, XP_035728987.1, XP_035728988.1
N9.HOG0001495	OG0000922	n0																		XP_015188485.1, XP_015188484.1, XP_015188483.1, XP_015188482.1			XP_035722257.1
N9.HOG0001496	OG0000923	n7																		XP_015188407.1			
N9.HOG0001497	OG0000923	n10																		XP_015189566.1			
N9.HOG0001498	OG0000923	n11																		XP_015189867.1			XP_035731183.1, XP_035731180.1, XP_035731193.1
N9.HOG0001499	OG0000924	n0																		XP_015191506.1			XP_035741017.1
N9.HOG0001500	OG0000925	n16																		XP_015179065.1			XP_035736660.1, XP_035736661.1, XP_035736658.1, XP_035736659.1, XP_035736662.1
N9.HOG0001501	OG0000925	n21																		XP_015176121.1, XP_015176120.1			XP_035742092.1, XP_035742093.1
N9.HOG0001502	OG0000926	n0																		XP_015175681.1, XP_015175680.1			XP_035737405.1, XP_035737404.1, XP_035737403.1, XP_035737406.1
N9.HOG0001503	OG0000927	n0																		XP_015187147.1, XP_015187146.1			XP_035743166.1
N9.HOG0001504	OG0000928	n0																		XP_015188321.1			XP_035719794.1
N9.HOG0001505	OG0000929	n2																		XP_015184722.1			XP_035721437.1
N9.HOG0001506	OG0000930	n0																		XP_015188871.1, XP_015188869.1, XP_015188868.1			XP_035740434.1
N9.HOG0001507	OG0000931	n7																		XP_015184924.1			XP_035727865.1
N9.HOG0001508	OG0000931	n21																		XP_015184923.1			XP_035727884.1
N9.HOG0001509	OG0000932	n0																		XP_015178736.1			XP_035728300.1, XP_035728299.1
N9.HOG0001510	OG0000933	n8																		XP_015178985.1			XP_035740977.1
N9.HOG0001511	OG0000933	n23																		XP_015184783.1			XP_035742089.1
N9.HOG0001512	OG0000934	n0																		XP_015191661.1, XP_015191660.1			XP_035732202.1, XP_035732199.1, XP_035732197.1, XP_035732201.1, XP_035732200.1
N9.HOG0001513	OG0000935	n0																		XP_015179974.1			XP_035729878.1
N9.HOG0001514	OG0000936	n0																		XP_015188683.1			XP_035720179.1, XP_035720183.1, XP_035720185.1, XP_035720181.1, XP_035720182.1, XP_035720186.1, XP_035720187.1, XP_035720180.1
N9.HOG0001515	OG0000937	n11																		XP_015188421.1			XP_035717338.1
N9.HOG0001516	OG0000938	n0																		XP_015177378.1			XP_035722535.1
N9.HOG0001517	OG0000939	n8																		XP_015172108.1			XP_035735601.1
N9.HOG0001518	OG0000939	n21																		XP_015171764.1			XP_035735930.1
N9.HOG0001519	OG0000940	n27																					XP_035742836.1, XP_035742648.1
N9.HOG0001520	OG0000940	n28																					XP_035731227.1, XP_035742933.1
N9.HOG0001521	OG0000941	n0																		XP_015182643.1, XP_015182644.1, XP_015182645.1			XP_035724313.1, XP_035724314.1
N9.HOG0001522	OG0000942	n2																		XP_015174181.1			XP_035722346.1
N9.HOG0001523	OG0000942	n11																		XP_015175750.1			
N9.HOG0001524	OG0000943	n0																		XP_015181727.1, XP_015181728.1			XP_035718109.1
N9.HOG0001525	OG0000944	n0																		XP_015172595.1, XP_015172596.1			XP_035723267.1
N9.HOG0001526	OG0000945	n8																		XP_015188560.1, XP_015188559.1			XP_035719915.1
N9.HOG0001527	OG0000945	n28																					XP_035719909.1
N9.HOG0001528	OG0000946	n11																		XP_015179090.1			XP_035719465.1
N9.HOG0001529	OG0000946	n22																		XP_015187698.1			XP_035720946.1, XP_035720947.1
N9.HOG0001530	OG0000947	n3																		XP_015181411.1			XP_035729217.1
N9.HOG0001531	OG0000947	n22																		XP_015183801.1, XP_015171774.1			XP_035734133.1
N9.HOG0001532	OG0000948	n0																		XP_015181362.1, XP_015181363.1			XP_035737505.1, XP_035737506.1
N9.HOG0001533	OG0000949	n0																		XP_015188750.1, XP_015188751.1			XP_035734313.1, XP_035734312.1
N9.HOG0001534	OG0000950	n0																		XP_015186768.1			XP_035730236.1, XP_035730238.1, XP_035730237.1
N9.HOG0001535	OG0000951	n0																		XP_015189476.1, XP_015189477.1			XP_035723109.1, XP_035723110.1, XP_035723111.1, XP_035723108.1
N9.HOG0001536	OG0000952	n0																		XP_015187741.1			XP_035731220.1, XP_035731221.1
N9.HOG0001537	OG0000953	n0																		XP_015180772.1, XP_015180896.1			XP_035738982.1
N9.HOG0001538	OG0000954	n10																		XP_015182023.1			
N9.HOG0001539	OG0000954	n23																		XP_015181551.1			XP_035729183.1
N9.HOG0001540	OG0000955	n0																		XP_015187096.1, XP_015187099.1			XP_035737790.1
N9.HOG0001541	OG0000957	n0																		XP_015190064.1			XP_035723149.1
N9.HOG0001542	OG0000958	n0																		XP_015181014.1, XP_015181015.1, XP_015181013.1			XP_035732816.1, XP_035732811.1
N9.HOG0001543	OG0000959	n10																		XP_015182535.1			XP_035729883.1
N9.HOG0001544	OG0000959	n26																		XP_015186927.1			
N9.HOG0001545	OG0000960	n3																		XP_015178044.1			XP_035724669.1
N9.HOG0001546	OG0000960	n19																		XP_015172046.1			XP_035742136.1
N9.HOG0001547	OG0000961	n11																		XP_015184605.1			XP_035717256.1
N9.HOG0001548	OG0000962	n0																		XP_015185526.1, XP_015185519.1			XP_035727271.1, XP_035727294.1
N9.HOG0001549	OG0000963	n0																		XP_015176676.1, XP_015176675.1			XP_035720893.1
N9.HOG0001550	OG0000964	n11																		XP_015171839.1			XP_035722121.1
N9.HOG0001551	OG0000964	n32																		XP_015171858.1			XP_035722125.1
N9.HOG0001552	OG0000965	n14																		XP_015180575.1			XP_035718659.1
N9.HOG0001553	OG0000965	n28																		XP_015180584.1			XP_035718668.1
N9.HOG0001554	OG0000966	n0																		XP_015178543.1, XP_015178535.1			XP_035734437.1, XP_035734436.1, XP_035734435.1
N9.HOG0001555	OG0000967	n0																		XP_015178106.1, XP_015178134.1, XP_015178125.1, XP_015178116.1			XP_035731612.1
N9.HOG0001556	OG0000968	n0																		XP_015176144.1			XP_035742069.1, XP_035742068.1
N9.HOG0001557	OG0000969	n12																		XP_015188638.1			XP_035720993.1
N9.HOG0001558	OG0000970	n0																		XP_015175044.1			XP_035739818.1, XP_035739819.1
N9.HOG0001559	OG0000971	n0																		XP_015175695.1			
N9.HOG0001560	OG0000972	n0																		XP_015171553.1, XP_015171554.1			XP_035738757.1, XP_035738748.1, XP_035738768.1
N9.HOG0001561	OG0000973	n0																		XP_015186443.1			XP_035730507.1, XP_035730504.1, XP_035730506.1, XP_035730508.1, XP_035730505.1, XP_035730510.1
N9.HOG0001562	OG0000974	n0																		XP_015189633.1, XP_015189632.1			XP_035732401.1, XP_035732396.1
N9.HOG0001563	OG0000975	n15																		XP_015177036.1			
N9.HOG0001564	OG0000975	n21																		XP_015177027.1			XP_035727718.1, XP_035727749.1
N9.HOG0001565	OG0000976	n0																		XP_015186917.1			XP_035723671.1, XP_035723679.1, XP_035723685.1, XP_035723662.1
N9.HOG0001566	OG0000977	n0																		XP_015171419.1			XP_035719284.1, XP_035719283.1
N9.HOG0001567	OG0000978	n4																		XP_015175367.1			XP_035724394.1
N9.HOG0001568	OG0000978	n17																		XP_015190980.1			XP_035743561.1
N9.HOG0001569	OG0000979	n12																		XP_015171776.1			XP_035734273.1
N9.HOG0001570	OG0000979	n23																		XP_015191604.1			XP_035729461.1
N9.HOG0001571	OG0000980	n1																					XP_035719471.1
N9.HOG0001572	OG0000981	n0																		XP_015191624.1			XP_035729647.1, XP_035729648.1
N9.HOG0001573	OG0000982	n0																					XP_035730163.1
N9.HOG0001574	OG0000983	n0																		XP_015184122.1, XP_015184123.1			XP_035733695.1, XP_035733694.1, XP_035733693.1, XP_035733692.1, XP_035733696.1
N9.HOG0001575	OG0000984	n1																		XP_015172434.1			XP_035720738.1
N9.HOG0001576	OG0000984	n17																		XP_015172433.1			XP_035720737.1
N9.HOG0001577	OG0000985	n0																		XP_015179027.1, XP_015179026.1, XP_015179029.1			XP_035722289.1, XP_035722290.1, XP_035722291.1, XP_035722294.1, XP_035722295.1, XP_035722293.1, XP_035722292.1
N9.HOG0001578	OG0000986	n3																		XP_015181002.1			
N9.HOG0001579	OG0000986	n24																		XP_015172997.1, XP_015173003.1, XP_015173002.1			
N9.HOG0001580	OG0000987	n10																		XP_015174917.1			XP_035739476.1
N9.HOG0001581	OG0000987	n23																		XP_015172232.1			XP_035741142.1
N9.HOG0001582	OG0000988	n0																		XP_015174119.1, XP_015174118.1, XP_015174120.1			XP_035733739.1, XP_035733732.1
N9.HOG0001583	OG0000989	n0																		XP_015176292.1			XP_035732262.1, XP_035732263.1, XP_035732243.1
N9.HOG0001584	OG0000990	n0																		XP_015175953.1			XP_035733018.1
N9.HOG0001585	OG0000992	n0																		XP_015176311.1			XP_035732019.1, XP_035732018.1, XP_035732016.1
N9.HOG0001586	OG0000993	n0																		XP_015179484.1			XP_035737417.1
N9.HOG0001587	OG0000994	n9																		XP_015182304.1			XP_035720197.1
N9.HOG0001588	OG0000994	n23																		XP_015182305.1			
N9.HOG0001589	OG0000995	n10																		XP_015174088.1			XP_035738707.1
N9.HOG0001590	OG0000995	n28																		XP_015188779.1			XP_035722832.1
N9.HOG0001591	OG0000996	n0																		XP_015185752.1			XP_035732862.1
N9.HOG0001592	OG0000997	n1																		XP_015188106.1			XP_035724864.1
N9.HOG0001593	OG0000997	n21																		XP_015188102.1			XP_035724863.1
N9.HOG0001594	OG0000998	n0																		XP_015179630.1			XP_035742102.1
N9.HOG0001595	OG0000999	n0																		XP_015177401.1			XP_035722769.1
N9.HOG0001596	OG0001000	n25																		XP_015172622.1			XP_035723338.1
N9.HOG0001597	OG0001000	n26																		XP_015187087.1, XP_015187088.1			XP_035723337.1, XP_035723336.1, XP_035723335.1
N9.HOG0001598	OG0001001	n16																		XP_015185344.1			XP_035741907.1, XP_035741904.1
N9.HOG0001599	OG0001001	n24																		XP_015179997.1			XP_035717221.1
N9.HOG0001600	OG0001002	n8																		XP_015184907.1			
N9.HOG0001601	OG0001003	n12																					XP_035729018.1
N9.HOG0001602	OG0001003	n18																		XP_015171955.1			XP_035729021.1
N9.HOG0001603	OG0001004	n1																		XP_015173692.1			XP_035741234.1
N9.HOG0001604	OG0001004	n22																		XP_015181012.1			XP_035733627.1
N9.HOG0001605	OG0001005	n0																		XP_015190463.1			XP_035723658.1
N9.HOG0001606	OG0001006	n15																		XP_015173951.1			XP_035740141.1
N9.HOG0001607	OG0001006	n16																		XP_015173950.1			XP_035740139.1
N9.HOG0001608	OG0001007	n0																		XP_015174648.1			XP_035743845.1
N9.HOG0001609	OG0001008	n11																		XP_015181878.1			
N9.HOG0001610	OG0001008	n23																		XP_015181872.1			
N9.HOG0001611	OG0001009	n3																		XP_015180568.1			XP_035718670.1
N9.HOG0001612	OG0001009	n18																		XP_015181885.1			XP_035738303.1
N9.HOG0001613	OG0001010	n0																		XP_015178164.1			XP_035724541.1
N9.HOG0001614	OG0001011	n0																		XP_015173222.1			XP_035722498.1, XP_035722517.1, XP_035722507.1, XP_035722528.1, XP_035722532.1, XP_035722461.1, XP_035722472.1, XP_035722482.1, XP_035722489.1
N9.HOG0001615	OG0001012	n0																		XP_015185266.1			XP_035725259.1
N9.HOG0001616	OG0001013	n0																		XP_015177366.1, XP_015177365.1			XP_035722228.1, XP_035722222.1
N9.HOG0001617	OG0001014	n0																		XP_015187836.1, XP_015187835.1			XP_035720767.1, XP_035720768.1
N9.HOG0001618	OG0001015	n3																		XP_015177456.1			
N9.HOG0001619	OG0001015	n22																		XP_015179864.1			XP_035731994.1
N9.HOG0001620	OG0001016	n6																		XP_015188536.1			XP_035726600.1
N9.HOG0001621	OG0001016	n21																		XP_015177132.1			XP_035730531.1
N9.HOG0001622	OG0001017	n0																		XP_015177391.1			XP_035722072.1
N9.HOG0001623	OG0001018	n1																		XP_015173309.1			XP_035723331.1
N9.HOG0001624	OG0001018	n22																		XP_015173310.1			XP_035727220.1
N9.HOG0001625	OG0001019	n0																		XP_015177206.1			XP_035722052.1
N9.HOG0001626	OG0001020	n0																		XP_015187551.1			XP_035719947.1
N9.HOG0001627	OG0001021	n0																					XP_035735706.1
N9.HOG0001628	OG0001022	n21																		XP_015191555.1, XP_015191556.1			XP_035729459.1
N9.HOG0001629	OG0001023	n0																		XP_015186868.1			XP_035718321.1
N9.HOG0001630	OG0001024	n0																					XP_035718102.1, XP_035718100.1, XP_035718101.1, XP_035720108.1, XP_035720106.1, XP_035720107.1, XP_035720104.1, XP_035720105.1
N9.HOG0001631	OG0001025	n0																		XP_015173183.1, XP_015173182.1			XP_035717529.1
N9.HOG0001632	OG0001026	n0																		XP_015180087.1			XP_035717489.1
N9.HOG0001633	OG0001027	n21																		XP_015175288.1			XP_035724948.1
N9.HOG0001634	OG0001028	n5																		XP_015188132.1			
N9.HOG0001635	OG0001028	n21																		XP_015182313.1			XP_035720221.1
N9.HOG0001636	OG0001029	n10																		XP_015177580.1, XP_015177573.1, XP_015177567.1			XP_035735438.1, XP_035735432.1
N9.HOG0001637	OG0001030	n0																		XP_015178239.1			XP_035725397.1
N9.HOG0001638	OG0001031	n0																		XP_015189664.1			XP_035743774.1
N9.HOG0001639	OG0001032	n4																		XP_015171354.1			XP_035719411.1
N9.HOG0001640	OG0001032	n22																		XP_015172562.1			XP_035723439.1
N9.HOG0001641	OG0001033	n0																		XP_015177748.1, XP_015177749.1, XP_015177752.1, XP_015177751.1, XP_015177750.1, XP_015177747.1			XP_035734763.1, XP_035734772.1, XP_035734782.1
N9.HOG0001642	OG0001034	n0																		XP_015179826.1, XP_015179827.1, XP_015179830.1, XP_015179831.1, XP_015179832.1			XP_035732600.1
N9.HOG0001643	OG0001035	n0																		XP_015171590.1, XP_015171589.1			XP_035720110.1, XP_035720109.1
N9.HOG0001644	OG0001036	n7																		XP_015189522.1			XP_035722778.1
N9.HOG0001645	OG0001036	n23																		XP_015186622.1			XP_035726486.1
N9.HOG0001646	OG0001037	n0																		XP_015178992.1			XP_035725203.1
N9.HOG0001647	OG0001038	n0																		XP_015184808.1, XP_015184811.1, XP_015184810.1, XP_015184807.1			XP_035739216.1, XP_035739213.1, XP_035739214.1, XP_035739212.1, XP_035739215.1
N9.HOG0001648	OG0001039	n0																		XP_015189450.1, XP_015189451.1			XP_035723095.1, XP_035723097.1, XP_035723098.1, XP_035723096.1
N9.HOG0001649	OG0001040	n0																		XP_015184842.1			XP_035721906.1
N9.HOG0001650	OG0001041	n0																		XP_015186655.1, XP_015186654.1			XP_035742799.1
N9.HOG0001651	OG0001042	n0																		XP_015172705.1			XP_035722312.1
N9.HOG0001652	OG0001043	n6																		XP_015185068.1, XP_015185072.1			XP_035738054.1
N9.HOG0001653	OG0001044	n0																		XP_015180939.1, XP_015180940.1, XP_015180941.1			XP_035728322.1
N9.HOG0001654	OG0001045	n0																		XP_015185458.1, XP_015185459.1, XP_015185456.1, XP_015185457.1, XP_015185462.1, XP_015185463.1, XP_015185461.1			XP_035743312.1
N9.HOG0001655	OG0001046	n0																		XP_015173825.1, XP_015173826.1			XP_035741327.1
N9.HOG0001656	OG0001048	n0																		XP_015186928.1			XP_035720068.1
N9.HOG0001657	OG0001049	n0																					XP_035740799.1, XP_035740795.1
N9.HOG0001658	OG0001050	n22																		XP_015175709.1, XP_015175708.1			XP_035737216.1, XP_035737211.1
N9.HOG0001659	OG0001051	n0																		XP_015191452.1			XP_035743228.1
N9.HOG0001660	OG0001052	n0																		XP_015180357.1, XP_015180358.1			XP_035731117.1
N9.HOG0001661	OG0001053	n25																					XP_035734067.1
N9.HOG0001662	OG0001053	n34																		XP_015171805.1			XP_035734070.1
N9.HOG0001663	OG0001054	n0																		XP_015173173.1			XP_035722717.1
N9.HOG0001664	OG0001055	n0																		XP_015190402.1			XP_035744174.1
N9.HOG0001665	OG0001056	n0																		XP_015179749.1, XP_015179748.1			XP_035735856.1, XP_035735855.1
N9.HOG0001666	OG0001057	n0																		XP_015175264.1			XP_035724945.1, XP_035724943.1, XP_035724946.1, XP_035724947.1
N9.HOG0001667	OG0001058	n0																		XP_015173539.1			XP_035728810.1
N9.HOG0001668	OG0001059	n10																		XP_015187659.1			XP_035720585.1
N9.HOG0001669	OG0001059	n22																		XP_015173846.1			XP_035728404.1
N9.HOG0001670	OG0001060	n0																		XP_015173589.1			XP_035721321.1
N9.HOG0001671	OG0001061	n0																		XP_015191193.1			XP_035742981.1
N9.HOG0001672	OG0001062	n1																		XP_015178303.1			
N9.HOG0001673	OG0001062	n18																		XP_015188610.1			XP_035731429.1
N9.HOG0001674	OG0001063	n10																		XP_015171771.1			XP_035740703.1
N9.HOG0001675	OG0001063	n21																		XP_015175807.1			XP_035733014.1
N9.HOG0001676	OG0001064	n19																		XP_015175528.1			XP_035726905.1
N9.HOG0001677	OG0001064	n20																		XP_015175527.1			XP_035726902.1
N9.HOG0001678	OG0001065	n0																		XP_015174858.1, XP_015174857.1			XP_035734976.1, XP_035735146.1
N9.HOG0001679	OG0001066	n0																		XP_015180531.1, XP_015180532.1, XP_015180530.1			XP_035732534.1
N9.HOG0001680	OG0001067	n0																		XP_015182289.1			XP_035728422.1, XP_035728416.1, XP_035728417.1
N9.HOG0001681	OG0001068	n0																		XP_015184896.1			XP_035740926.1, XP_035740930.1
N9.HOG0001682	OG0001069	n0																		XP_015183176.1			XP_035727125.1
N9.HOG0001683	OG0001070	n0																		XP_015178305.1			XP_035718298.1
N9.HOG0001684	OG0001071	n0																		XP_015188159.1, XP_015188158.1, XP_015188153.1, XP_015188152.1, XP_015188154.1, XP_015188155.1, XP_015188156.1			XP_035729209.1, XP_035729210.1, XP_035729208.1, XP_035729211.1
N9.HOG0001685	OG0001072	n10																		XP_015187375.1			XP_035719453.1, XP_035719456.1, XP_035719454.1
N9.HOG0001686	OG0001072	n35																		XP_015190524.1			XP_035717705.1
N9.HOG0001687	OG0001073	n3																		XP_015182675.1			XP_035740245.1
N9.HOG0001688	OG0001073	n16																		XP_015182688.1			XP_035740249.1
N9.HOG0001689	OG0001074	n8																		XP_015181351.1			XP_035737700.1, XP_035737701.1, XP_035737699.1
N9.HOG0001690	OG0001074	n22																		XP_015181344.1			XP_035737702.1
N9.HOG0001691	OG0001075	n3																		XP_015182276.1			XP_035726975.1
N9.HOG0001692	OG0001076	n0																		XP_015187043.1, XP_015187060.1			XP_035732620.1, XP_035732621.1
N9.HOG0001693	OG0001077	n0																		XP_015176545.1, XP_015176546.1			XP_035742941.1
N9.HOG0001694	OG0001078	n0																		XP_015174323.1			XP_035722866.1
N9.HOG0001695	OG0001079	n0																		XP_015180274.1, XP_015180275.1			XP_035730856.1
N9.HOG0001696	OG0001081	n0																		XP_015180222.1, XP_015180218.1			XP_035723041.1
N9.HOG0001697	OG0001082	n0																		XP_015178374.1, XP_015178373.1			XP_035718490.1
N9.HOG0001698	OG0001083	n0																		XP_015180124.1, XP_015180122.1			XP_035723022.1, XP_035723021.1
N9.HOG0001699	OG0001084	n0																		XP_015179989.1			XP_035717556.1
N9.HOG0001700	OG0001085	n0																		XP_015173687.1			XP_035741383.1
N9.HOG0001701	OG0001086	n0																		XP_015172964.1			XP_035725344.1
N9.HOG0001702	OG0001087	n0																		XP_015188495.1			XP_035735831.1, XP_035735832.1, XP_035735830.1
N9.HOG0001703	OG0001090	n0																		XP_015175110.1			XP_035731633.1
N9.HOG0001704	OG0001091	n0																		XP_015189101.1, XP_015189103.1			XP_035737105.1
N9.HOG0001705	OG0001092	n0																		XP_015191425.1, XP_015191467.1			XP_035728916.1, XP_035728917.1
N9.HOG0001706	OG0001093	n0																		XP_015187165.1, XP_015187166.1			XP_035737569.1
N9.HOG0001707	OG0001094	n0																		XP_015176080.1			XP_035721561.1
