HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N15.HOG0001793	OG0000827	n1												XP_003706957.1, XP_012148808.1				XP_029051427.1, XP_029051428.1	XP_034183745.1, XP_034183742.1				
N15.HOG0001794	OG0000828	n0												XP_012140704.1, XP_012140702.1, XP_012140701.1, XP_012140700.1, XP_012140703.1, XP_003703286.1				XP_029050419.1	XP_034195499.1				
N15.HOG0001795	OG0000829	n0												XP_003704986.1				XP_029041730.1, XP_029041731.1, XP_029041733.1, XP_029041729.1, XP_029041735.1, XP_029041737.1, XP_029041738.1, XP_029041736.1, XP_029041732.1	XP_034183255.1				
N15.HOG0001796	OG0000830	n22																	XP_034194303.1, XP_034194302.1, XP_034194301.1, XP_034194299.1				
N15.HOG0001797	OG0000830	n37																XP_029046159.1, XP_029046160.1					
N15.HOG0001798	OG0000830	n38																XP_029046162.1	XP_034194304.1				
N15.HOG0001799	OG0000831	n0												XP_012135046.1, XP_012135047.1				XP_029053525.1, XP_029053527.1, XP_029053528.1, XP_029053529.1	XP_034189119.1, XP_034189121.1, XP_034189122.1				
N15.HOG0001800	OG0000832	n0												XP_003702358.2				XP_029052022.1	XP_034182733.1				
N15.HOG0001801	OG0000833	n23												XP_012149713.1				XP_029033171.1	XP_034190806.1				
N15.HOG0001802	OG0000833	n26												XP_012149693.1				XP_029033162.1	XP_034190798.1, XP_034190807.1				
N15.HOG0001803	OG0000834	n0												XP_003706673.1, XP_012148462.1				XP_029044948.1, XP_029044947.1, XP_029044949.1	XP_034172452.1				
N15.HOG0001804	OG0000835	n2												XP_012147573.1									
N15.HOG0001805	OG0000835	n19												XP_003701307.1				XP_029033243.1	XP_034190763.1				
N15.HOG0001806	OG0000836	n9												XP_012153460.1				XP_029050026.1	XP_034179823.1				
N15.HOG0001807	OG0000837	n0												XP_012150835.1, XP_012150836.1				XP_029052942.1, XP_029052939.1, XP_029052940.1	XP_034184128.1, XP_034184129.1				
N15.HOG0001808	OG0000838	n18												XP_012139561.1									
N15.HOG0001809	OG0000838	n25												XP_012139566.1				XP_029052152.1, XP_029052159.1	XP_034180061.1, XP_034180067.1				
N15.HOG0001810	OG0000839	n18												XP_003703664.2				XP_029041269.1	XP_034181508.1				
N15.HOG0001811	OG0000840	n0												XP_012137930.1, XP_012137929.1, XP_012137927.1, XP_012137928.1, XP_003702038.1				XP_029032295.1	XP_034177541.1, XP_034177551.1				
N15.HOG0001812	OG0000841	n0												XP_012141439.1, XP_012141438.1				XP_029038245.1	XP_034181768.1				
N15.HOG0001813	OG0000842	n0												XP_003707334.1				XP_029036335.1	XP_034192812.1				
N15.HOG0001814	OG0000843	n0												XP_003701284.1				XP_029040309.1	XP_034187129.1				
N15.HOG0001815	OG0000844	n0												XP_012147957.1, XP_003706375.1, XP_012147958.1				XP_029047367.1, XP_029047368.1	XP_034172406.1, XP_034172405.1				
N15.HOG0001816	OG0000845	n0												XP_012150707.1, XP_012150708.1, XP_012150709.1, XP_012150710.1, XP_012150711.1, XP_012150712.1, XP_012150713.1				XP_029038807.1	XP_034184545.1, XP_034184552.1, XP_034184551.1, XP_034184550.1, XP_034184549.1, XP_034184548.1, XP_034184547.1, XP_034184546.1				
N15.HOG0001817	OG0000846	n0												XP_012146686.1				XP_029046106.1, XP_029054871.1, XP_029046768.1, XP_029050764.1, XP_029050765.1, XP_029046220.1, XP_029046219.1, XP_029046121.1	XP_034194217.1, XP_034190693.1, XP_034190365.1, XP_034190369.1, XP_034190367.1, XP_034190366.1, XP_034194216.1				
N15.HOG0001818	OG0000847	n1																XP_029051955.1					
N15.HOG0001819	OG0000847	n25																XP_029051956.1, XP_029055272.1	XP_034190794.1, XP_034194683.1				
N15.HOG0001820	OG0000847	n30																XP_029055079.1, XP_029054933.1, XP_029054026.1	XP_034194024.1, XP_034194835.1				
N15.HOG0001821	OG0000847	n35																XP_029054544.1					
N15.HOG0001822	OG0000847	n36																XP_029053846.1, XP_029053167.1					
N15.HOG0001823	OG0000849	n25												XP_003699767.1				XP_029034456.1, XP_029034454.1	XP_034183622.1				
N15.HOG0001824	OG0000849	n28												XP_003701041.1				XP_029039749.1, XP_029039748.1	XP_034189636.1				
N15.HOG0001825	OG0000850	n0												XP_003707116.1				XP_029045453.1, XP_029045454.1, XP_029045455.1	XP_034180435.1, XP_034180437.1, XP_034180436.1				
N15.HOG0001826	OG0000851	n0												XP_012137152.1, XP_012137151.1, XP_012137153.1				XP_029033382.1	XP_034185597.1				
N15.HOG0001827	OG0000852	n0												XP_003701517.2				XP_029048293.1	XP_034172044.1				
N15.HOG0001828	OG0000853	n0												XP_012154140.1				XP_029050973.1	XP_034186796.1, XP_034186797.1, XP_034186798.1, XP_034186795.1				
N15.HOG0001829	OG0000854	n2												XP_012136594.1, XP_012136597.1				XP_029053889.1	XP_034196499.1				
N15.HOG0001830	OG0000855	n0												XP_003707664.1				XP_029035330.1	XP_034172075.1				
N15.HOG0001831	OG0000856	n2																XP_029049259.1	XP_034183287.1				
N15.HOG0001832	OG0000856	n4												XP_012136055.1									
N15.HOG0001833	OG0000856	n21												XP_012136062.1									
N15.HOG0001834	OG0000857	n0												XP_003703016.1				XP_029035548.1	XP_034174526.1, XP_034174525.1, XP_034174524.1, XP_034174523.1, XP_034174529.1, XP_034174528.1, XP_034174527.1, XP_034174522.1				
N15.HOG0001835	OG0000858	n10												XP_003701952.1									
N15.HOG0001836	OG0000858	n11												XP_003706116.1				XP_029038423.1	XP_034180271.1				
N15.HOG0001837	OG0000858	n22												XP_012142916.1				XP_029044966.1	XP_034178314.1				
N15.HOG0001838	OG0000859	n0												XP_012151735.1				XP_029050279.1, XP_029050276.1, XP_029050278.1, XP_029050275.1, XP_029050277.1	XP_034173381.1				
N15.HOG0001839	OG0000860	n0												XP_003699935.1, XP_012146529.1, XP_012146522.1				XP_029046128.1, XP_029046127.1	XP_034194264.1				
N15.HOG0001840	OG0000861	n8												XP_003701514.1				XP_029036184.1	XP_034170892.1				
N15.HOG0001841	OG0000862	n0												XP_012140780.1				XP_029041720.1, XP_029041507.1	XP_034195426.1				
N15.HOG0001842	OG0000863	n0												XP_003705112.1, XP_012144749.1, XP_012144747.1				XP_029051488.1, XP_029051489.1	XP_034185668.1, XP_034185670.1				
N15.HOG0001843	OG0000864	n0												XP_012139096.1, XP_012139095.1				XP_029036638.1, XP_029036637.1, XP_029036634.1, XP_029036636.1, XP_029036635.1	XP_034192662.1				
N15.HOG0001844	OG0000865	n0												XP_012150045.1, XP_012150046.1				XP_029048730.1	XP_034176896.1				
N15.HOG0001845	OG0000866	n0												XP_012134615.1				XP_029041767.1	XP_034183190.1, XP_034183192.1, XP_034183191.1				
N15.HOG0001846	OG0000867	n0												XP_012137804.1, XP_012137805.1				XP_029032211.1, XP_029032212.1	XP_034174325.1, XP_034174336.1, XP_034174316.1				
N15.HOG0001847	OG0000868	n24												XP_012148474.1									
N15.HOG0001848	OG0000868	n25												XP_012148472.1				XP_029044935.1, XP_029044930.1	XP_034172436.1, XP_034172433.1				
N15.HOG0001849	OG0000869	n0												XP_012150629.1, XP_003707632.1				XP_029041487.1, XP_029041486.1, XP_029041488.1	XP_034174081.1, XP_034174065.1, XP_034174056.1, XP_034174073.1				
N15.HOG0001850	OG0000870	n0												XP_003702735.2				XP_029033304.1, XP_029033303.1	XP_034184904.1				
N15.HOG0001851	OG0000871	n0												XP_012144581.1, XP_003699829.1				XP_029037492.1, XP_029037491.1	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1				
N15.HOG0001852	OG0000872	n0												XP_012148260.1, XP_012148261.1, XP_003706559.1				XP_029041012.1, XP_029041011.1	XP_034181751.1, XP_034181750.1, XP_034181753.1				
N15.HOG0001853	OG0000873	n0												XP_012143157.1				XP_029036012.1	XP_034187537.1				
N15.HOG0001854	OG0000874	n0																XP_029032300.1, XP_029032301.1	XP_034177643.1				
N15.HOG0001855	OG0000875	n0												XP_003704237.1				XP_029036158.1	XP_034178077.1				
N15.HOG0001856	OG0000876	n0												XP_003701124.1, XP_012135759.1				XP_029046811.1, XP_029046812.1	XP_034190240.1, XP_034190239.1				
N15.HOG0001857	OG0000877	n0												XP_012142780.1				XP_029052830.1	XP_034178224.1				
N15.HOG0001858	OG0000878	n2												XP_012140880.1				XP_029046313.1	XP_034181479.1				
N15.HOG0001859	OG0000878	n24												XP_012140910.1									
N15.HOG0001860	OG0000879	n28												XP_003701030.1, XP_012135456.1, XP_012135454.1				XP_029039723.1, XP_029039725.1	XP_034189598.1, XP_034189599.1				
N15.HOG0001861	OG0000881	n0												XP_012143587.1				XP_029052283.1	XP_034189677.1				
N15.HOG0001862	OG0000882	n0												XP_003699596.1				XP_029044821.1	XP_034186420.1				
N15.HOG0001863	OG0000883	n0												XP_003699627.1, XP_012141433.1				XP_029036725.1	XP_034193676.1, XP_034193677.1				
N15.HOG0001864	OG0000884	n18												XP_012142007.1, XP_012142010.1									
N15.HOG0001865	OG0000884	n22												XP_012142017.1				XP_029036881.1	XP_034193462.1				
N15.HOG0001866	OG0000885	n0												XP_012141171.1, XP_012141167.1, XP_012141168.1, XP_012141169.1, XP_012141173.1, XP_012141175.1, XP_012141174.1, XP_012141172.1				XP_029038208.1, XP_029038201.1, XP_029038202.1, XP_029038203.1, XP_029038204.1, XP_029038205.1, XP_029038207.1	XP_034181121.1				
N15.HOG0001867	OG0000886	n11												XP_012145756.1, XP_012145753.1, XP_012145752.1, XP_012145755.1				XP_029046854.1	XP_034180685.1, XP_034180684.1				
N15.HOG0001868	OG0000887	n4												XP_012142571.1				XP_029053587.1	XP_034192262.1, XP_034192264.1				
N15.HOG0001869	OG0000887	n18																XP_029053588.1	XP_034192207.1				
N15.HOG0001870	OG0000888	n0												XP_003703610.1				XP_029053364.1	XP_034192158.1, XP_034174666.1				
N15.HOG0001871	OG0000889	n1																XP_029053857.1					
N15.HOG0001872	OG0000889	n7												XP_012148646.1, XP_012146362.1, XP_012146363.1				XP_029054816.1, XP_029054108.1					
N15.HOG0001873	OG0000890	n0												XP_012142084.1				XP_029047371.1	XP_034173867.1				
N15.HOG0001874	OG0000891	n0												XP_012146264.1				XP_029037751.1, XP_029037750.1	XP_034185972.1, XP_034185971.1				
N15.HOG0001875	OG0000892	n9												XP_003703279.1				XP_029042728.1	XP_034192271.1, XP_034192267.1				
N15.HOG0001876	OG0000892	n33																	XP_034172302.1				
N15.HOG0001877	OG0000893	n7												XP_003706505.1									
N15.HOG0001878	OG0000893	n24																XP_029033335.1	XP_034185523.1				
N15.HOG0001879	OG0000893	n29												XP_003706503.2				XP_029033334.1	XP_034185522.1				
N15.HOG0001880	OG0000894	n0												XP_012145590.1, XP_012145584.1, XP_012145587.1, XP_012145581.1, XP_012145585.1, XP_012145586.1, XP_012145583.1, XP_012145582.1				XP_029054541.1, XP_029054540.1	XP_034192209.1, XP_034192212.1				
N15.HOG0001881	OG0000895	n19																XP_029038635.1	XP_034182503.1				
N15.HOG0001882	OG0000895	n23												XP_012142281.1				XP_029038631.1, XP_029038632.1	XP_034182492.1, XP_034182496.1				
N15.HOG0001883	OG0000896	n4																	XP_034179388.1				
N15.HOG0001884	OG0000896	n15																XP_029049327.1	XP_034179490.1				
N15.HOG0001885	OG0000897	n0												XP_012144020.1				XP_029035306.1, XP_029035304.1, XP_029035305.1	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1				
N15.HOG0001886	OG0000898	n6												XP_003700395.1				XP_029042797.1	XP_034192983.1				
N15.HOG0001887	OG0000898	n23												XP_003706432.1				XP_029037816.1	XP_034172398.1				
N15.HOG0001888	OG0000899	n13																XP_029053733.1					
N15.HOG0001889	OG0000899	n14												XP_012143457.1, XP_003704533.1				XP_029053800.1, XP_029053799.1	XP_034171832.1				
N15.HOG0001890	OG0000900	n0												XP_003704933.1				XP_029040266.1	XP_034186437.1				
N15.HOG0001891	OG0000901	n0												XP_003701795.1				XP_029049408.1	XP_034185264.1				
N15.HOG0001892	OG0000902	n11												XP_012149662.1				XP_029052012.1	XP_034190777.1				
N15.HOG0001893	OG0000902	n19												XP_003707170.1				XP_029052015.1	XP_034190776.1				
N15.HOG0001894	OG0000903	n2												XP_003702318.1				XP_029054357.1	XP_034171020.1				
N15.HOG0001895	OG0000903	n28												XP_012138419.1									
N15.HOG0001896	OG0000904	n2												XP_003700147.1				XP_029039322.1	XP_034184563.1				
N15.HOG0001897	OG0000904	n22												XP_012149389.1				XP_029045629.1	XP_034189450.1				
N15.HOG0001898	OG0000905	n0												XP_003706592.2				XP_029055400.1	XP_034176256.1				
N15.HOG0001899	OG0000906	n1												XP_012137115.1				XP_029048118.1	XP_034194763.1				
N15.HOG0001900	OG0000906	n16												XP_003699766.2				XP_029050534.1	XP_034185940.1				
N15.HOG0001901	OG0000908	n0												XP_003707695.1				XP_029048986.1	XP_034185707.1, XP_034185708.1				
N15.HOG0001902	OG0000909	n0												XP_012145889.1, XP_012145888.1, XP_012145890.1				XP_029035083.1, XP_029035086.1, XP_029035085.1, XP_029035087.1, XP_029035084.1	XP_034185582.1, XP_034185583.1, XP_034185578.1, XP_034185580.1, XP_034185581.1				
N15.HOG0001903	OG0000910	n0												XP_003704205.1				XP_029036119.1	XP_034178793.1				
N15.HOG0001904	OG0000911	n0												XP_012139834.1, XP_012139833.1				XP_029043458.1, XP_029043448.1	XP_034180882.1, XP_034180893.1				
N15.HOG0001905	OG0000912	n0												XP_003700037.1, XP_012149460.1, XP_012149422.1				XP_029044784.1	XP_034184131.1, XP_034184142.1				
N15.HOG0001906	OG0000913	n0												XP_003700627.2				XP_029035420.1, XP_029035419.1, XP_029035418.1	XP_034175764.1, XP_034175763.1, XP_034175760.1, XP_034175762.1, XP_034175761.1, XP_034175765.1				
N15.HOG0001907	OG0000914	n0												XP_012138809.1				XP_029046766.1	XP_034190362.1				
N15.HOG0001908	OG0000915	n0												XP_012147255.1				XP_029038896.1	XP_034183062.1				
N15.HOG0001909	OG0000916	n3																XP_029033722.1	XP_034188357.1				
N15.HOG0001910	OG0000916	n20												XP_003701667.2				XP_029033735.1	XP_034188361.1, XP_034188360.1				
N15.HOG0001911	OG0000917	n0												XP_012139887.1, XP_003702996.1				XP_029042987.1, XP_029042986.1	XP_034187453.1, XP_034187452.1				
N15.HOG0001912	OG0000918	n0												XP_003702469.2				XP_029035379.1	XP_034175887.1				
N15.HOG0001913	OG0000919	n0												XP_012147617.1, XP_003706282.1				XP_029046689.1, XP_029046687.1, XP_029046691.1, XP_029046690.1, XP_029046686.1, XP_029046692.1	XP_034173735.1, XP_034173734.1, XP_034173733.1, XP_034173737.1, XP_034173736.1				
N15.HOG0001914	OG0000920	n0												XP_003706389.1				XP_029037898.1, XP_029037897.1, XP_029037900.1, XP_029037899.1	XP_034172598.1, XP_034172599.1, XP_034172596.1, XP_034172597.1				
N15.HOG0001915	OG0000921	n0												XP_012143581.1				XP_029052287.1, XP_029052289.1, XP_029052288.1	XP_034189680.1, XP_034189681.1, XP_034189682.1, XP_034189683.1				
N15.HOG0001916	OG0000922	n0												XP_012135993.1					XP_034190592.1				
N15.HOG0001917	OG0000923	n11												XP_012146034.1				XP_029038535.1	XP_034175024.1, XP_034175018.1				
N15.HOG0001918	OG0000924	n0												XP_003706144.1				XP_029053230.1, XP_029053231.1	XP_034194386.1				
N15.HOG0001919	OG0000925	n12																XP_029051947.1	XP_034173467.1				
N15.HOG0001920	OG0000925	n22												XP_012151685.1									
N15.HOG0001921	OG0000927	n0												XP_003701474.1, XP_012136614.1, XP_012136613.1				XP_029056663.1, XP_029056664.1	XP_034171094.1, XP_034171093.1, XP_034171092.1, XP_034171095.1				
N15.HOG0001922	OG0000928	n0												XP_012138574.1				XP_029040031.1	XP_034189849.1				
N15.HOG0001923	OG0000929	n2												XP_003705976.1				XP_029052786.1	XP_034179318.1				
N15.HOG0001924	OG0000930	n0												XP_003704509.1				XP_029037533.1	XP_034191756.1				
N15.HOG0001925	OG0000931	n7												XP_012153544.1				XP_029040869.1					
N15.HOG0001926	OG0000931	n21												XP_003708629.1				XP_029040864.1	XP_034179561.1				
N15.HOG0001927	OG0000932	n0												XP_003704170.1, XP_012142600.1, XP_012142599.1				XP_029056379.1	XP_034179540.1				
N15.HOG0001928	OG0000933	n8												XP_003704636.1				XP_029044620.1	XP_034191786.1				
N15.HOG0001929	OG0000933	n23												XP_003707899.1				XP_029051948.1	XP_034173570.1				
N15.HOG0001930	OG0000934	n0												XP_012150178.1				XP_029036524.1	XP_034192953.1				
N15.HOG0001931	OG0000935	n0												XP_003701327.1				XP_029040257.1	XP_034187241.1				
N15.HOG0001932	OG0000936	n11												XP_012143633.1, XP_012143632.1									
N15.HOG0001933	OG0000936	n13												XP_012144081.1				XP_029047302.1, XP_029047300.1	XP_034175603.1				
N15.HOG0001934	OG0000937	n21												XP_012141088.1				XP_029051803.1, XP_029051801.1	XP_034188007.1, XP_034188006.1				
N15.HOG0001935	OG0000938	n0												XP_012135995.1, XP_012135811.1				XP_029052964.1, XP_029052965.1	XP_034184735.1, XP_034184734.1, XP_034184733.1, XP_034184736.1				
N15.HOG0001936	OG0000939	n3																	XP_034181499.1				
N15.HOG0001937	OG0000939	n8												XP_012150873.1				XP_029035237.1	XP_034181447.1				
N15.HOG0001938	OG0000939	n21												XP_012146234.1				XP_029035246.1	XP_034181421.1				
N15.HOG0001939	OG0000940	n28																	XP_034195043.1				
N15.HOG0001940	OG0000941	n0												XP_003706264.1				XP_029044665.1	XP_034189067.1				
N15.HOG0001941	OG0000942	n11												XP_012153388.1				XP_029047625.1	XP_034179417.1				
N15.HOG0001942	OG0000943	n0												XP_003705898.1, XP_012146892.1, XP_012146893.1, XP_012146891.1, XP_012146894.1				XP_029036790.1, XP_029036789.1, XP_029036788.1	XP_034193562.1				
N15.HOG0001943	OG0000944	n0												XP_003708299.1				XP_029043546.1, XP_029043548.1	XP_034180736.1				
N15.HOG0001944	OG0000945	n16												XP_003701736.1				XP_029049018.1	XP_034186310.1				
N15.HOG0001945	OG0000945	n28																XP_029049022.1	XP_034186312.1				
N15.HOG0001946	OG0000946	n11												XP_012154352.1, XP_012154353.1, XP_012154354.1									
N15.HOG0001947	OG0000946	n22												XP_003704426.1				XP_029044490.1	XP_034178644.1, XP_034178643.1				
N15.HOG0001948	OG0000947	n7												XP_012152689.1					XP_034180336.1				
N15.HOG0001949	OG0000947	n22																XP_029052760.1	XP_034179287.1				
N15.HOG0001950	OG0000948	n0												XP_003701955.1, XP_012137553.1				XP_029041820.1, XP_029041821.1, XP_029041822.1	XP_034180454.1, XP_034180455.1, XP_034180456.1				
N15.HOG0001951	OG0000949	n0												XP_012140666.1, XP_003703369.1, XP_012140668.1				XP_029055599.1	XP_034195825.1				
N15.HOG0001952	OG0000950	n0												XP_003704663.1, XP_012143751.1				XP_029036826.1	XP_034190142.1, XP_034190143.1				
N15.HOG0001953	OG0000951	n0												XP_012135808.1, XP_012135809.1, XP_003701129.1, XP_012135807.1				XP_029051552.1	XP_034184794.1				
N15.HOG0001954	OG0000952	n0												XP_003699574.1, XP_012140136.1, XP_012140128.1				XP_029036632.1, XP_029036641.1	XP_034184206.1, XP_034184205.1				
N15.HOG0001955	OG0000953	n8												XP_012137265.1				XP_029034265.1	XP_034189305.1				
N15.HOG0001956	OG0000953	n19												XP_012137266.1				XP_029034263.1, XP_029034264.1	XP_034189302.1, XP_034189304.1				
N15.HOG0001957	OG0000954	n10												XP_012145731.1				XP_029040174.1	XP_034195541.1				
N15.HOG0001958	OG0000954	n21																XP_029040173.1	XP_034195540.1				
N15.HOG0001959	OG0000954	n23												XP_012145732.1, XP_003705459.1									
N15.HOG0001960	OG0000955	n0												XP_012145681.1				XP_029032113.1	XP_034171887.1				
N15.HOG0001961	OG0000957	n0												XP_012145909.1, XP_012145908.1, XP_012145907.1, XP_012145905.1, XP_012145904.1, XP_012145903.1, XP_012145906.1, XP_003705537.1, XP_012145912.1, XP_012145913.1, XP_012145914.1, XP_012145911.1				XP_029051833.1	XP_034190259.1				
N15.HOG0001962	OG0000958	n0												XP_003708421.2				XP_029046727.1, XP_029046784.1	XP_034173680.1, XP_034173685.1				
N15.HOG0001963	OG0000959	n10												XP_003706790.1				XP_029050523.1, XP_029050521.1, XP_029050520.1	XP_034183625.1, XP_034183626.1				
N15.HOG0001964	OG0000959	n26												XP_012148886.1				XP_029050518.1	XP_034183827.1				
N15.HOG0001965	OG0000960	n3												XP_003705148.1, XP_012144999.1				XP_029055708.1	XP_034177332.1				
N15.HOG0001966	OG0000960	n19												XP_012144980.1									
N15.HOG0001967	OG0000961	n4												XP_012144105.1									
N15.HOG0001968	OG0000961	n20												XP_012144107.1, XP_012144112.1				XP_029054171.1	XP_034184073.1				
N15.HOG0001969	OG0000961	n28																XP_029054160.1	XP_034184070.1				
N15.HOG0001970	OG0000962	n0												XP_012139358.1, XP_012139352.1				XP_029039417.1, XP_029039428.1	XP_034180283.1, XP_034180297.1, XP_034180295.1				
N15.HOG0001971	OG0000963	n0												XP_012151581.1, XP_003700039.1				XP_029041343.1	XP_034177225.1				
N15.HOG0001972	OG0000964	n16																XP_029054698.1					
N15.HOG0001973	OG0000964	n20												XP_012138394.1					XP_034171352.1				
N15.HOG0001974	OG0000964	n21												XP_003702252.1				XP_029054693.1	XP_034171351.1				
N15.HOG0001975	OG0000965	n14												XP_012150818.1, XP_012150816.1				XP_029052896.1	XP_034184086.1				
N15.HOG0001976	OG0000965	n28																XP_029052892.1					
N15.HOG0001977	OG0000966	n0												XP_003704897.1, XP_012144237.1, XP_012144236.1				XP_029047977.1, XP_029047978.1, XP_029047979.1, XP_029047976.1	XP_034184334.1, XP_034184333.1, XP_034184332.1				
N15.HOG0001978	OG0000967	n0												XP_003706171.1, XP_012147400.1				XP_029035894.1	XP_034187639.1, XP_034187640.1, XP_034187638.1				
N15.HOG0001979	OG0000968	n0												XP_012151828.1				XP_029051950.1	XP_034173572.1, XP_034173571.1				
N15.HOG0001980	OG0000969	n12												XP_003702118.1				XP_029032326.1	XP_034181152.1				
N15.HOG0001981	OG0000970	n0												XP_012154264.1				XP_029042747.1, XP_029042744.1, XP_029042745.1, XP_029042746.1	XP_034176225.1, XP_034176226.1, XP_034176224.1				
N15.HOG0001982	OG0000971	n0												XP_003704749.1, XP_012143954.1				XP_029036711.1	XP_034193659.1				
N15.HOG0001983	OG0000972	n0												XP_012154538.1, XP_012154537.1, XP_003700577.1				XP_029049715.1, XP_029049714.1	XP_034193136.1				
N15.HOG0001984	OG0000973	n0												XP_003705715.1, XP_012151965.1, XP_012151966.1				XP_029043587.1	XP_034171108.1, XP_034171109.1, XP_034171106.1, XP_034171107.1, XP_034171104.1				
N15.HOG0001985	OG0000974	n0												XP_012152015.1, XP_012152019.1				XP_029037631.1	XP_034191527.1				
N15.HOG0001986	OG0000975	n21												XP_012134987.1				XP_029033838.1, XP_029033818.1	XP_034174317.1				
N15.HOG0001987	OG0000976	n0												XP_012140789.1, XP_003703304.1				XP_029056457.1	XP_034195212.1, XP_034195220.1, XP_034195217.1, XP_034195224.1				
N15.HOG0001988	OG0000977	n0												XP_003705214.2				XP_029055763.1	XP_034176763.1				
N15.HOG0001989	OG0000978	n4												XP_012140582.1				XP_029053840.1	XP_034192557.1				
N15.HOG0001990	OG0000978	n17												XP_012151304.1				XP_029049203.1	XP_034175477.1				
N15.HOG0001991	OG0000979	n12																XP_029049951.1, XP_029049957.1	XP_034178365.1				
N15.HOG0001992	OG0000979	n23												XP_012140964.1				XP_029053646.1	XP_034192445.1, XP_034192444.1, XP_034192446.1				
N15.HOG0001993	OG0000980	n1												XP_012141251.1				XP_029041308.1	XP_034181217.1				
N15.HOG0001994	OG0000981	n0												XP_012147611.1, XP_012147608.1, XP_012147610.1, XP_012147609.1				XP_029034547.1, XP_029034546.1, XP_029034558.1, XP_029034556.1, XP_029034557.1, XP_029034549.1, XP_029034548.1	XP_034173760.1, XP_034173759.1, XP_034173761.1, XP_034173755.1, XP_034173757.1, XP_034173754.1, XP_034173758.1				
N15.HOG0001995	OG0000982	n0												XP_003706709.2, XP_012137028.1				XP_029050533.1	XP_034185935.1				
N15.HOG0001996	OG0000983	n0												XP_003707404.1				XP_029036486.1	XP_034192716.1				
N15.HOG0001997	OG0000984	n1												XP_012143046.1					XP_034178006.1				
N15.HOG0001998	OG0000984	n17												XP_003704405.2				XP_029048597.1	XP_034178004.1				
N15.HOG0001999	OG0000985	n0												XP_003706912.1				XP_029039973.1	XP_034190102.1				
N15.HOG0002000	OG0000986	n3												XP_003701877.1				XP_029045505.1	XP_034176941.1				
N15.HOG0002001	OG0000986	n24												XP_012145235.1									
N15.HOG0002002	OG0000987	n10																XP_029049566.1	XP_034182022.1				
N15.HOG0002003	OG0000987	n23												XP_012150428.1				XP_029056671.1	XP_034171497.1				
N15.HOG0002004	OG0000988	n0												XP_003702699.1				XP_029051114.1, XP_029051104.1, XP_029051096.1	XP_034195550.1, XP_034195549.1				
N15.HOG0002005	OG0000989	n0												XP_012140416.1, XP_012140398.1, XP_012140408.1				XP_029051298.1, XP_029051296.1, XP_029051299.1	XP_034178407.1, XP_034178405.1				
N15.HOG0002006	OG0000990	n0												XP_012146272.1, XP_003705682.1				XP_029037736.1, XP_029037737.1	XP_034185754.1, XP_034185755.1, XP_034185756.1, XP_034185752.1, XP_034185751.1, XP_034185753.1				
N15.HOG0002007	OG0000992	n0												XP_012142757.1				XP_029044482.1, XP_029044481.1, XP_029044483.1	XP_034178167.1, XP_034178166.1				
N15.HOG0002008	OG0000993	n26												XP_012138207.1				XP_029041608.1	XP_034171207.1				
N15.HOG0002009	OG0000993	n32												XP_003702300.1				XP_029041607.1	XP_034171206.1				
N15.HOG0002010	OG0000994	n9												XP_012135077.1				XP_029055943.1	XP_034171673.1				
N15.HOG0002011	OG0000994	n23																XP_029055944.1	XP_034171674.1				
N15.HOG0002012	OG0000995	n10												XP_012143974.1				XP_029047694.1, XP_029047693.1, XP_029047695.1	XP_034186263.1				
N15.HOG0002013	OG0000995	n28												XP_012154470.1				XP_029042712.1	XP_034175673.1				
N15.HOG0002014	OG0000996	n0												XP_003701102.1, XP_012135525.1				XP_029049361.1, XP_029049360.1, XP_029049359.1	XP_034195101.1, XP_034195102.1				
N15.HOG0002015	OG0000997	n1												XP_003700349.1				XP_029042197.1	XP_034177088.1				
N15.HOG0002016	OG0000997	n21												XP_003707296.1									
N15.HOG0002017	OG0000999	n0												XP_003702512.1, XP_012138897.1				XP_029044288.1	XP_034185608.1				
N15.HOG0002018	OG0001000	n0												XP_003708469.1				XP_029054033.1	XP_034190868.1				
N15.HOG0002019	OG0001001	n13																XP_029035591.1	XP_034174538.1				
N15.HOG0002020	OG0001001	n24												XP_003703042.1									
N15.HOG0002021	OG0001002	n29												XP_012153545.1				XP_029040949.1	XP_034179570.1				
N15.HOG0002022	OG0001002	n34												XP_012153470.1				XP_029040852.1	XP_034179579.1				
N15.HOG0002023	OG0001003	n12																XP_029050557.1	XP_034185954.1				
N15.HOG0002024	OG0001003	n18												XP_012148505.1, XP_003706692.1				XP_029050556.1, XP_029050555.1	XP_034185952.1, XP_034185953.1				
N15.HOG0002025	OG0001004	n1												XP_012149128.1				XP_029039774.1	XP_034186039.1				
N15.HOG0002026	OG0001004	n22												XP_003706862.1									
