HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N19.HOG0000636	OG0000237	n14				XP_006563032.1																	
N19.HOG0000637	OG0000237	n25				XP_006559356.1	XP_020722245.1																
N19.HOG0000638	OG0000237	n42				XP_006559358.1	XP_020722198.1																
N19.HOG0000639	OG0000239	n0				XP_006560473.1, XP_623685.1	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1																
N19.HOG0000640	OG0000240	n0				XP_001122105.4	XP_003396555.2, XP_003402397.2																
N19.HOG0000641	OG0000241	n5				XP_006571827.3	NP_001274494.1, XP_003403294.1																
N19.HOG0000642	OG0000241	n19				XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1	XP_012168805.1																
N19.HOG0000643	OG0000243	n0				XP_026297086.1	XP_012164726.1																
N19.HOG0000644	OG0000244	n0				XP_026300900.1	XP_003400569.1																
N19.HOG0000645	OG0000245	n12				NP_001011627.1	XP_003400548.1																
N19.HOG0000646	OG0000246	n1				XP_394115.2	XP_003399661.1																
N19.HOG0000647	OG0000246	n29				XP_006563197.1	XP_003399659.1, XP_020721543.1																
N19.HOG0000648	OG0000247	n19				XP_026296516.1, XP_026296517.1	XP_020718842.1																
N19.HOG0000649	OG0000247	n36				XP_006562263.2	XP_012164509.1																
N19.HOG0000650	OG0000248	n18					XP_012168644.1, XP_020721165.1, XP_020721164.1, XP_020721171.1																
N19.HOG0000651	OG0000249	n5				XP_026298733.1																	
N19.HOG0000652	OG0000249	n9					XP_012167204.1																
N19.HOG0000653	OG0000249	n18					XP_012166752.1																
N19.HOG0000654	OG0000249	n26					XP_012166751.1																
N19.HOG0000655	OG0000250	n3				XP_026299154.1	XP_003398082.1																
N19.HOG0000656	OG0000250	n18				XP_625112.2	XP_003398251.1																
N19.HOG0000657	OG0000250	n41				NP_001314882.1, XP_016773049.1																	
N19.HOG0000658	OG0000251	n22				XP_003250675.2	XP_012167926.1																
N19.HOG0000659	OG0000251	n38					XP_012173977.1, XP_003402363.1																
N19.HOG0000660	OG0000251	n47				XP_003250969.2	XP_012170583.1, XP_012170586.1																
N19.HOG0000661	OG0000252	n43					XP_003392873.1																
N19.HOG0000662	OG0000252	n45					XP_012167405.1																
N19.HOG0000663	OG0000252	n46				XP_026298583.1, XP_026298580.1																	
N19.HOG0000664	OG0000252	n47				XP_026298584.1	XP_012167457.1																
N19.HOG0000665	OG0000253	n1				XP_393612.2	XP_003401070.1																
N19.HOG0000666	OG0000254	n1				XP_392477.4	XP_003397222.1																
N19.HOG0000667	OG0000254	n22				XP_623652.2	XP_003395562.1																
N19.HOG0000668	OG0000255	n1					XP_012169788.1																
N19.HOG0000669	OG0000255	n37				XP_394814.1	XP_003397925.1																
N19.HOG0000670	OG0000256	n0				XP_006571385.1	NP_001295235.1, XP_012176496.1																
N19.HOG0000671	OG0000257	n1				XP_026300984.1	XP_020722268.1, XP_020722269.1, XP_003400699.1																
N19.HOG0000672	OG0000257	n31				XP_026300982.1	XP_020722264.1																
N19.HOG0000673	OG0000258	n1				NP_001035314.1	XP_003402792.1, XP_003401479.1, XP_003401480.1																
N19.HOG0000674	OG0000259	n0				XP_026302035.1	XP_020720037.1																
N19.HOG0000675	OG0000260	n19				XP_016770898.2																	
N19.HOG0000676	OG0000260	n35					XP_003393346.1																
N19.HOG0000677	OG0000260	n39					XP_003402310.1																
N19.HOG0000678	OG0000260	n46				XP_026298109.1																	
N19.HOG0000679	OG0000261	n0				XP_393396.2	XP_020718460.1, XP_003395135.1, XP_003395133.1																
N19.HOG0000680	OG0000263	n0				XP_006570503.1, XP_393761.1	XP_012168652.1																
N19.HOG0000681	OG0000264	n1				XP_026298264.1, XP_026298263.1	XP_012166540.1																
N19.HOG0000682	OG0000264	n27				NP_001171498.1	XP_012166688.1, XP_003397315.1																
N19.HOG0000683	OG0000265	n5				XP_624456.2	XP_012175738.1																
N19.HOG0000684	OG0000265	n46					XP_012175734.1																
N19.HOG0000685	OG0000266	n1				NP_001171495.1	XP_003401364.1																
N19.HOG0000686	OG0000266	n26					XP_020720306.1																
N19.HOG0000687	OG0000266	n29				XP_003249289.2	XP_012172464.1, XP_012172463.1																
N19.HOG0000688	OG0000268	n0				XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1	XP_020718561.1																
N19.HOG0000689	OG0000269	n30				XP_001120910.2	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1																
N19.HOG0000690	OG0000270	n12				XP_003249152.1	XP_012166216.1, XP_020719789.1																
N19.HOG0000691	OG0000270	n22					XP_012174889.2																
N19.HOG0000692	OG0000270	n34				XP_006558130.1	XP_003402376.1																
N19.HOG0000693	OG0000271	n3				XP_026295760.1, NP_001091688.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1																
N19.HOG0000694	OG0000271	n40				NP_001157480.1	XP_003402532.1, XP_003397124.2																
N19.HOG0000695	OG0000272	n1				NP_001073564.1, XP_026302163.1	XP_020723485.1																
N19.HOG0000696	OG0000272	n39				XP_026300655.1	XP_012167932.1																
N19.HOG0000697	OG0000272	n40				NP_001011621.1																	
N19.HOG0000698	OG0000273	n11				XP_016767148.1	XP_012163322.1																
N19.HOG0000699	OG0000273	n18				XP_006560612.2	XP_003394955.1																
N19.HOG0000700	OG0000274	n1					XP_003395670.1																
N19.HOG0000701	OG0000274	n27				XP_396815.3	XP_003395603.1																
N19.HOG0000702	OG0000275	n6				XP_026298534.1, XP_026298730.1, XP_026298718.1	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1																
N19.HOG0000703	OG0000275	n18				XP_003251850.1	XP_003401825.1																
N19.HOG0000704	OG0000276	n38				XP_624151.1	XP_003402777.1																
N19.HOG0000705	OG0000277	n0				XP_001122835.3, XP_006565811.2	XP_012171242.1, XP_003400456.1																
N19.HOG0000706	OG0000278	n0				XP_026296923.1	XP_003395965.1																
N19.HOG0000707	OG0000279	n18				NP_001164579.1	XP_003400301.1																
N19.HOG0000708	OG0000280	n13				XP_026300514.1																	
N19.HOG0000709	OG0000280	n36					XP_003394949.1																
N19.HOG0000710	OG0000280	n44				XP_006557713.1																	
N19.HOG0000711	OG0000281	n2					XP_020723531.1, XP_003402779.1																
N19.HOG0000712	OG0000281	n26					XP_020718843.1																
N19.HOG0000713	OG0000281	n42				NP_001011574.1																	
N19.HOG0000714	OG0000283	n0				XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1	XP_003395709.1																
N19.HOG0000715	OG0000284	n1				NP_001010975.1	XP_012165662.1																
N19.HOG0000716	OG0000284	n35				XP_026296666.1																	
N19.HOG0000717	OG0000284	n43				XP_395934.2	XP_003396501.1																
N19.HOG0000718	OG0000285	n37				XP_016767133.1																	
N19.HOG0000719	OG0000285	n45				XP_001120198.1	XP_003394928.1																
N19.HOG0000720	OG0000286	n5				NP_001164443.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1																
N19.HOG0000721	OG0000287	n3				XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1	XP_012165419.1																
N19.HOG0000722	OG0000287	n36				XP_624121.2	XP_020719656.1, XP_020719657.1, XP_003396391.1																
N19.HOG0000723	OG0000288	n1				XP_026295225.1	XP_012176000.1																
N19.HOG0000724	OG0000288	n24				XP_624678.1	XP_003395685.1																
N19.HOG0000725	OG0000289	n0				XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1																
N19.HOG0000726	OG0000290	n1				XP_006563910.1, XP_016769242.1	XP_012166386.1, XP_003397081.1																
N19.HOG0000727	OG0000291	n5				NP_001257755.1	XP_003401238.1																
N19.HOG0000728	OG0000291	n27				XP_026298041.1	XP_020722949.1																
N19.HOG0000729	OG0000291	n39				XP_006560155.1, XP_006560156.1	XP_003401230.1																
N19.HOG0000730	OG0000292	n6				XP_026302029.1, XP_026302031.1, XP_026302030.1	XP_012168713.1																
N19.HOG0000731	OG0000292	n36				XP_016772487.1	XP_020721082.1																
N19.HOG0000732	OG0000293	n30				NP_001013377.2	XP_012176424.1																
N19.HOG0000733	OG0000294	n8				XP_026294745.1	XP_020724047.1																
N19.HOG0000734	OG0000294	n28					XP_012175690.2																
N19.HOG0000735	OG0000295	n8					XP_020718759.1, XP_020718760.1																
N19.HOG0000736	OG0000295	n12					XP_003395333.1																
N19.HOG0000737	OG0000295	n16				XP_026296372.1, XP_026296371.1																	
N19.HOG0000738	OG0000296	n0				XP_003249767.1, XP_392285.1	XP_012175997.1, XP_012175996.1																
N19.HOG0000739	OG0000297	n11				NP_001011640.1	XP_003397291.1																
N19.HOG0000740	OG0000298	n0				XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_012164070.1, XP_003395613.1																
N19.HOG0000741	OG0000299	n0				XP_006563972.1, XP_006563971.1, XP_396934.4	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1																
N19.HOG0000742	OG0000300	n1				XP_016773009.2	XP_003396567.1																
N19.HOG0000743	OG0000300	n20				XP_624183.1	XP_003396484.1																
N19.HOG0000744	OG0000301	n1				XP_016772392.1, NP_001035323.1	XP_003399611.1																
N19.HOG0000745	OG0000302	n1				XP_006571833.1	XP_012170889.1																
N19.HOG0000746	OG0000302	n19				XP_395048.4	XP_012168271.1																
N19.HOG0000747	OG0000303	n4				XP_016772523.1																	
N19.HOG0000748	OG0000303	n28				XP_026299472.1	XP_012169497.2																
N19.HOG0000749	OG0000303	n41				XP_026299848.1	XP_003399008.3																
N19.HOG0000750	OG0000304	n0				XP_006568070.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1																
N19.HOG0000751	OG0000305	n3					XP_012166359.1																
N19.HOG0000752	OG0000305	n28					XP_003393481.1, XP_012169045.1, XP_012169053.1																
N19.HOG0000753	OG0000306	n24				XP_016767898.1	XP_012164015.1																
N19.HOG0000754	OG0000306	n35					XP_020718921.1																
N19.HOG0000755	OG0000306	n46				XP_016767897.1	XP_003395571.1																
N19.HOG0000756	OG0000307	n0				XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_003402144.1, XP_003402143.1																
N19.HOG0000757	OG0000308	n0				XP_392582.1	XP_020720591.1																
N19.HOG0000758	OG0000309	n0					XP_003399465.1, XP_020721648.1, XP_012169829.1																
N19.HOG0000759	OG0000310	n0				XP_006568882.1, XP_006568883.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1																
N19.HOG0000760	OG0000311	n0				XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	NP_001267835.1, XP_012168914.1																
N19.HOG0000761	OG0000312	n0				XP_397055.1, XP_006558287.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1																
N19.HOG0000762	OG0000313	n36				XP_026298038.1																	
N19.HOG0000763	OG0000313	n41					XP_003401730.1																
N19.HOG0000764	OG0000313	n46					XP_020722941.1																
N19.HOG0000765	OG0000314	n1				XP_026301105.1	XP_003401109.1																
N19.HOG0000766	OG0000314	n31				XP_396447.3	XP_003401102.1																
N19.HOG0000767	OG0000315	n26					XP_003393266.1, XP_003393186.2, XP_020719579.1																
N19.HOG0000768	OG0000315	n29				XP_006571730.2	XP_003393207.1, XP_003393256.1																
N19.HOG0000769	OG0000316	n1				XP_006563165.2	XP_020721709.1																
N19.HOG0000770	OG0000316	n36					XP_003401938.2																
N19.HOG0000771	OG0000317	n0				XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1																
N19.HOG0000772	OG0000318	n14				XP_026296489.1, XP_006570321.2	XP_003399756.2																
N19.HOG0000773	OG0000319	n35				XP_026299509.1																	
N19.HOG0000774	OG0000319	n41					XP_012169246.1																
N19.HOG0000775	OG0000319	n50					XP_012169248.1																
N19.HOG0000776	OG0000319	n51					XP_003399058.1																
N19.HOG0000777	OG0000320	n0				XP_026300661.1, NP_001159378.1	XP_012171701.1																
N19.HOG0000778	OG0000321	n0				XP_026299571.1	XP_003396497.1, XP_012166184.1																
N19.HOG0000779	OG0000322	n1				XP_006565594.3	XP_012167924.1																
N19.HOG0000780	OG0000322	n30				XP_001121102.2	XP_003396317.1, XP_003396318.1																
N19.HOG0000781	OG0000323	n0				XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1																
N19.HOG0000782	OG0000324	n16				XP_026296234.1, XP_026296228.1	XP_020718305.1, XP_020718302.1																
N19.HOG0000783	OG0000324	n30				XP_026295817.1, XP_026295816.1, XP_026296204.1	XP_020718274.1, XP_020718281.1																
N19.HOG0000784	OG0000325	n0				XP_003251224.2, XP_006568360.2	XP_012166143.1, XP_012166144.1, XP_003396981.1																
N19.HOG0000785	OG0000326	n28					XP_012167433.1																
N19.HOG0000786	OG0000326	n31				XP_006567415.1, XP_001120061.2																	
N19.HOG0000787	OG0000327	n47				XP_016770398.1, XP_016770397.1	XP_020720937.1																
N19.HOG0000788	OG0000327	n49				XP_006564397.1, XP_006564400.1	XP_020720933.1, XP_020720934.1																
N19.HOG0000789	OG0000329	n0				XP_001119858.2	XP_012173620.1																
N19.HOG0000790	OG0000330	n1				NP_001011638.1																	
N19.HOG0000791	OG0000330	n22				NP_001011616.2	NP_001267838.1																
N19.HOG0000792	OG0000331	n8				XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1	XP_012168742.1, XP_012168741.1																
N19.HOG0000793	OG0000331	n46					XP_012175437.2, XP_003403377.2, XP_012173605.2																
N19.HOG0000794	OG0000332	n0				XP_026300806.1, XP_026300805.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1																
N19.HOG0000795	OG0000333	n20				XP_006560640.1	XP_012163501.1																
N19.HOG0000796	OG0000333	n31				XP_026296150.1	XP_020718311.1																
N19.HOG0000797	OG0000334	n0				XP_006562896.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1																
N19.HOG0000798	OG0000335	n9				XP_026299572.1																	
N19.HOG0000799	OG0000335	n13				XP_003249498.1, XP_003249499.1	XP_020723223.1, XP_003402203.1																
N19.HOG0000800	OG0000336	n7				XP_006568577.1, XP_026298127.1	XP_020723021.1																
N19.HOG0000801	OG0000336	n37				XP_394886.4	XP_003394465.1																
N19.HOG0000802	OG0000337	n0				XP_006570477.1	XP_012168611.1																
N19.HOG0000803	OG0000338	n2				XP_016766952.1	XP_020724365.1																
N19.HOG0000804	OG0000338	n21					XP_003395637.1																
N19.HOG0000805	OG0000339	n1				XP_393356.1	XP_012164370.1, XP_012164369.1																
N19.HOG0000806	OG0000339	n24				XP_623285.1	XP_012173169.1, XP_020722951.1																
N19.HOG0000807	OG0000340	n1				XP_026302145.1, NP_001106141.1	XP_012172809.1																
N19.HOG0000808	OG0000340	n20					XP_003400853.1																
N19.HOG0000809	OG0000341	n0				XP_003249977.1, XP_006561675.1	XP_020720041.1																
N19.HOG0000810	OG0000342	n1					XP_012169201.1																
N19.HOG0000811	OG0000342	n26					XP_020723512.1																
N19.HOG0000812	OG0000342	n27				XP_026299722.1	XP_020721162.1																
N19.HOG0000813	OG0000343	n10				XP_392617.4	XP_003394043.1, XP_012175819.1																
N19.HOG0000814	OG0000344	n0				XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_020721163.1																
N19.HOG0000815	OG0000345	n0				XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1																
N19.HOG0000816	OG0000347	n0				XP_623076.2	XP_012166755.1, XP_003397452.1, XP_003397451.1																
N19.HOG0000817	OG0000348	n0				XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1	XP_003393409.1																
N19.HOG0000818	OG0000349	n0				XP_026301664.1, XP_026301665.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1																
N19.HOG0000819	OG0000350	n0				XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1																
N19.HOG0000820	OG0000351	n2				XP_026295181.1	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1																
N19.HOG0000821	OG0000352	n0				XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_020722929.1																
N19.HOG0000822	OG0000353	n3				XP_016768966.2																	
N19.HOG0000823	OG0000354	n0				XP_026299633.1	XP_012165200.1																
N19.HOG0000824	OG0000356	n11				NP_001011588.1	XP_003397921.1																
N19.HOG0000825	OG0000356	n22				NP_001011593.1, XP_006567383.1	XP_012167462.1																
N19.HOG0000826	OG0000357	n0				XP_006563129.1, XP_623083.1	XP_020722207.1, XP_012171737.1, XP_003400885.1																
N19.HOG0000827	OG0000358	n0				XP_016768555.1, XP_006565559.1	XP_003396633.1, XP_003396634.1																
N19.HOG0000828	OG0000360	n0				XP_003249464.1	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1																
N19.HOG0000829	OG0000361	n0				XP_026301193.1	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2																
N19.HOG0000830	OG0000362	n1				XP_006559006.1	XP_003396517.1																
N19.HOG0000831	OG0000362	n20				XP_396824.1	XP_003396516.2																
N19.HOG0000832	OG0000363	n1				XP_001120232.3	XP_003402028.1																
N19.HOG0000833	OG0000363	n19				NP_001136109.1	XP_012173210.2																
N19.HOG0000834	OG0000364	n0				XP_006562214.1	XP_003395514.1																
N19.HOG0000835	OG0000365	n0				XP_006564303.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2																
N19.HOG0000836	OG0000366	n5					XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1																
N19.HOG0000837	OG0000366	n9				XP_006563397.1																	
N19.HOG0000838	OG0000367	n0				XP_006562894.1, XP_006562893.1	XP_012167903.1, XP_012167901.1, XP_003398235.1																
N19.HOG0000839	OG0000368	n10				XP_001120432.1	XP_003394566.1																
N19.HOG0000840	OG0000368	n24				NP_001170961.1	XP_003394648.1																
N19.HOG0000841	OG0000369	n12				XP_016772111.2	XP_020723458.1																
N19.HOG0000842	OG0000369	n30				XP_006570176.2	XP_012165925.1																
N19.HOG0000843	OG0000370	n1				XP_026298736.1	XP_020720427.1																
N19.HOG0000844	OG0000370	n32					XP_003397614.1																
N19.HOG0000845	OG0000370	n35					XP_020720425.1																
N19.HOG0000846	OG0000371	n0				XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_012172570.1, XP_012172572.1, XP_020722733.1																
N19.HOG0000847	OG0000372	n12				XP_026297975.1	XP_020718391.1																
N19.HOG0000848	OG0000372	n30				XP_394846.2	XP_003402715.1																
N19.HOG0000849	OG0000375	n0				XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_012165353.1, XP_012165354.1, XP_012165356.1																
N19.HOG0000850	OG0000376	n0				XP_026298975.1, XP_026298976.1	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1																
N19.HOG0000851	OG0000377	n2				XP_006571428.1	XP_020724183.1																
N19.HOG0000852	OG0000377	n21				XP_393285.1	XP_003402512.1																
N19.HOG0000853	OG0000378	n6				XP_394649.3	XP_003396150.2																
N19.HOG0000854	OG0000378	n25					XP_003396189.1																
N19.HOG0000855	OG0000378	n41				XP_006564195.1, XP_026297110.1																	
N19.HOG0000856	OG0000378	n44					XP_012164598.1																
N19.HOG0000857	OG0000379	n0				XP_006569276.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1																
N19.HOG0000858	OG0000380	n0				XP_006571553.1, XP_016772009.1, XP_392808.2	XP_003392935.1																
N19.HOG0000859	OG0000381	n1				XP_623273.1	XP_012167656.1																
N19.HOG0000860	OG0000381	n21				XP_392943.3	XP_003402681.1																
N19.HOG0000861	OG0000382	n12				XP_391836.2	XP_012168350.1																
N19.HOG0000862	OG0000382	n35				XP_006567371.1	XP_012174094.1																
N19.HOG0000863	OG0000383	n14				XP_006565095.2	XP_003400351.1																
N19.HOG0000864	OG0000383	n17				XP_001120578.2	XP_003400142.1																
N19.HOG0000865	OG0000384	n1				XP_392769.5	XP_012175752.1																
N19.HOG0000866	OG0000384	n29				XP_016766394.2	XP_012175743.1																
N19.HOG0000867	OG0000385	n18				XP_026298045.1	XP_003401768.1																
N19.HOG0000868	OG0000385	n34				XP_026297284.1	XP_012164954.1, XP_020719099.1																
N19.HOG0000869	OG0000386	n16				XP_003250298.1	XP_003400987.1																
N19.HOG0000870	OG0000386	n24				XP_026301328.1, XP_006563697.2	XP_020722562.1																
N19.HOG0000871	OG0000386	n38					XP_012172013.1																
N19.HOG0000872	OG0000387	n31				XP_026297715.1, XP_624193.2, XP_006571990.1																	
N19.HOG0000873	OG0000387	n36					XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1																
N19.HOG0000874	OG0000388	n1				XP_006564597.1	XP_012173041.1																
N19.HOG0000875	OG0000388	n27					XP_003398801.1																
N19.HOG0000876	OG0000389	n15				XP_026296199.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1																
N19.HOG0000877	OG0000389	n32				XP_016771975.2	XP_012166573.1																
N19.HOG0000878	OG0000390	n31				XP_016768447.1	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1																
N19.HOG0000879	OG0000391	n0				XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_012174308.2, XP_012174304.1																
N19.HOG0000880	OG0000392	n38					XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1																
N19.HOG0000881	OG0000394	n0				XP_006559712.2, XP_006559711.2, XP_397062.3	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1																
N19.HOG0000882	OG0000395	n10				XP_026298838.1	XP_003397852.1																
N19.HOG0000883	OG0000395	n32				XP_006568548.2	XP_012176252.1																
N19.HOG0000884	OG0000396	n10					XP_012167767.1, XP_020720841.1																
N19.HOG0000885	OG0000396	n36				XP_016768985.2	XP_020722937.1																
N19.HOG0000886	OG0000397	n0				XP_001123187.2	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1																
N19.HOG0000887	OG0000398	n3				XP_006562405.1	XP_012168122.1																
N19.HOG0000888	OG0000399	n6				XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_020722833.1, XP_012172906.1																
N19.HOG0000889	OG0000400	n10				XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_003402764.1																
N19.HOG0000890	OG0000401	n0				XP_026296707.1	XP_012164030.1, XP_003395577.1, XP_003395578.1																
N19.HOG0000891	OG0000402	n11				XP_001121036.2	XP_003400160.1																
N19.HOG0000892	OG0000402	n17				NP_001157188.1, XP_006564106.1	XP_012170795.1																
N19.HOG0000893	OG0000403	n0				XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_020718803.1, XP_020718789.1, XP_020718807.1																
N19.HOG0000894	OG0000405	n30				XP_395771.3	XP_003398123.1																
N19.HOG0000895	OG0000406	n4					XP_020723977.1																
N19.HOG0000896	OG0000406	n22					XP_012175529.1																
N19.HOG0000897	OG0000407	n10					XP_003403245.2																
N19.HOG0000898	OG0000407	n20				XP_016768376.1, XP_392398.3																	
N19.HOG0000899	OG0000407	n32				XP_001122213.5	XP_020720218.1																
N19.HOG0000900	OG0000408	n1				XP_003251385.1	XP_003396962.1, XP_003396963.1																
N19.HOG0000901	OG0000408	n23				XP_393143.2	XP_012165754.1																
N19.HOG0000902	OG0000409	n0				XP_006570965.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1																
N19.HOG0000903	OG0000410	n1				XP_393523.5	XP_012176731.1																
N19.HOG0000904	OG0000410	n21				XP_391942.5	XP_003399742.1																
N19.HOG0000905	OG0000411	n1				XP_624548.2	XP_003396802.2																
N19.HOG0000906	OG0000411	n25				XP_006557483.1	XP_003396581.1, XP_012165508.1																
N19.HOG0000907	OG0000412	n3					XP_003400397.2																
N19.HOG0000908	OG0000412	n22				XP_026302239.1, XP_006568843.1	XP_012174375.1																
N19.HOG0000909	OG0000413	n0				XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_012163071.1, XP_012163074.1																
N19.HOG0000910	OG0000414	n5					XP_003397223.1																
N19.HOG0000911	OG0000414	n28				XP_016769079.1	XP_012166567.1																
N19.HOG0000912	OG0000415	n0				XP_026295887.1, XP_395146.3	XP_012163272.1, XP_003394915.1																
N19.HOG0000913	OG0000416	n10				XP_006570866.1	XP_012164318.1																
N19.HOG0000914	OG0000416	n26				XP_026299610.1	XP_012168711.1																
N19.HOG0000915	OG0000417	n1				XP_026296264.1, XP_026296267.1	XP_012163650.1																
N19.HOG0000916	OG0000417	n26					XP_012172282.1																
N19.HOG0000917	OG0000418	n1					XP_003399880.1, XP_012170533.1																
N19.HOG0000918	OG0000418	n23				XP_006570570.1, NP_001177850.1	XP_012174769.1, XP_020723705.1																
N19.HOG0000919	OG0000419	n0				XP_006569847.1	XP_020723145.1																
N19.HOG0000920	OG0000420	n2				XP_006568996.1	XP_003394025.1																
N19.HOG0000921	OG0000420	n31				XP_006572449.2	XP_003393767.1																
N19.HOG0000922	OG0000421	n0				XP_001121869.2, XP_026296772.1	XP_012170316.1																
N19.HOG0000923	OG0000422	n0				XP_006572088.1	XP_003395309.1																
N19.HOG0000924	OG0000423	n0				XP_026295804.1	XP_003394993.1																
N19.HOG0000925	OG0000424	n1				XP_016768639.1	XP_012174289.1																
N19.HOG0000926	OG0000424	n19				XP_006562644.1	XP_012174291.1																
N19.HOG0000927	OG0000425	n0				XP_395221.4	XP_003398194.1																
