Orthogroup	Acyrthosiphon_pisum	Osmia_lignaria
OG0000687	XP_001942765.1	XP_034184405.1
OG0000688	XP_001942926.1	XP_034179998.1, XP_034179999.1
OG0000689	XP_001943336.2	XP_034177004.1
OG0000689	XP_008186328.3	XP_034177154.1
OG0000690	XP_008184851.1, XP_001946054.2, XP_029344519.1	XP_034195617.1, XP_034195626.1
OG0000691	XP_001946073.1, XP_003241430.1, XP_008178465.1, XP_001952703.2	XP_034183384.1
OG0000692	XP_001946699.1, XP_029347455.1	XP_034186253.1
OG0000693	XP_001947047.2, XP_016656947.1	XP_034196044.1, XP_034196043.1
OG0000694	XP_029345691.1, XP_008187750.1, XP_001950665.2, XP_001948147.2, XP_016655865.1, XP_008186608.1, XP_003241679.1, XP_003241678.1, XP_016656515.1, XP_016657356.2, XP_016662803.2	XP_034177829.1
OG0000695	XP_001949079.2, XP_029347773.1, XP_029341226.1	XP_034194706.1
OG0000697	XP_003247861.2, XP_001951353.2	XP_034171145.1
OG0000698	XP_001951677.1	XP_034192654.1
OG0000699	XP_001952780.2, XP_003240569.1	XP_034171908.1
OG0000700	XP_003241277.1	XP_034172520.1, XP_034172631.1
OG0000701	XP_003248730.1, XP_029341434.1, XP_029341372.1, XP_016664010.2, XP_029348216.1, XP_008184909.1, XP_029341470.1, XP_029341404.1, XP_008179573.1, XP_029342398.1, XP_029342386.1, XP_029342387.1, XP_029340947.1, XP_029340948.1, XP_016657105.1, XP_029341003.1, XP_008188186.2, XP_008180110.2, XP_008184910.1, XP_029341002.1, XP_003241493.3, XP_029342383.1, XP_008184911.1, XP_029341367.1, XP_029348684.1	XP_034181233.1
OG0000703	XP_003244064.1	XP_034182469.1, XP_034182467.1, XP_034182466.1, XP_034182468.1
OG0000704	XP_003244598.1	XP_034180708.1, XP_034180704.1, XP_034180705.1, XP_034180707.1, XP_034192112.1
OG0000705	XP_003246626.1	XP_034195449.1, XP_034195450.1
OG0000706	XP_003246815.1, XP_008186469.1, XP_008186470.1, XP_003248641.2, XP_008182767.2	XP_034173606.1, XP_034173652.1
OG0000707	XP_003247162.1	XP_034174365.1
OG0000708	XP_008178377.1	XP_034179612.1, XP_034179613.1
OG0000709	XP_008179400.1, XP_029347123.1	XP_034190264.1, XP_034190266.1, XP_034190270.1, XP_034190269.1, XP_034190267.1
OG0000710	XP_008181290.1	XP_034181294.1, XP_034189663.1
OG0000711	XP_008181778.1, XP_029347417.1, XP_016658910.1	XP_034186726.1, XP_034186725.1
OG0000712	XP_029343403.1, XP_008181834.1	XP_034195385.1
OG0000713	XP_016659225.1, XP_008182238.1, XP_029344328.1	XP_034180827.1
OG0000714	XP_008182728.1	XP_034176115.1, XP_034176110.1
OG0000715	XP_008183424.1	XP_034179040.1
OG0000716	XP_008185071.1	XP_034195596.1, XP_034195587.1, XP_034195604.1
OG0000717	XP_029343285.1, XP_008186737.1, XP_008186736.1	XP_034173546.1
OG0000718	XP_016663726.1	XP_034180234.1, XP_034180236.1
OG0000719	XP_029341070.1, XP_029341073.1	XP_034189545.1
OG0000720	XP_029344440.1	XP_034191713.1
OG0000720	XP_029343675.1	XP_034179159.1
OG0000721	XP_029344487.1, XP_029344486.1	XP_034182717.1
OG0000722	XP_029346583.1	XP_034185418.1, XP_034185417.1
OG0000723	XP_029346730.1, XP_029346734.1	XP_034174162.1, XP_034174156.1, XP_034174145.1
OG0000736	NP_001155375.1, XP_016658086.1	XP_034191847.1
OG0000737	XP_016663358.1, NP_001155484.1	XP_034187747.1, XP_034187754.1
OG0000738	NP_001155539.1, XP_029346550.1	XP_034177226.1
OG0000739	NP_001155649.1	XP_034196640.1, XP_034196641.1, XP_034196639.1
OG0000740	XP_008183991.1, NP_001156301.1	XP_034172337.1
OG0000741	XP_008179667.1, NP_001156595.1, NP_001280465.1, XP_008183839.1	XP_034193488.1
OG0000742	XP_001946012.1, NP_001164573.1	XP_034189472.1
OG0000743	NP_001192101.1, XP_029344784.1	XP_034190118.1, XP_034190109.1
OG0000744	XP_016663430.1, XP_001943030.2, XP_029347118.1, XP_029347117.1, XP_008179977.1, XP_008179976.1, XP_008179975.1	XP_034187130.1
OG0000745	XP_003244954.1, XP_001943033.1	XP_034189287.1, XP_034189288.1
OG0000746	XP_029344776.1, XP_029344777.1	XP_034176719.1, XP_034176792.1
OG0000747	XP_001943161.2	XP_034193411.1, XP_034193412.1, XP_034193409.1, XP_034193410.1
OG0000748	XP_029345925.1, XP_001943539.2	XP_034187817.1, XP_034187812.1
OG0000749	XP_001943996.1	XP_034179051.1
OG0000749	XP_001944267.1	XP_034179927.1
OG0000750	XP_001944397.3	XP_034175721.1, XP_034175719.1
OG0000751	XP_001944597.2	XP_034170871.1
OG0000751	XP_008185151.1	XP_034173091.1
OG0000752	XP_001944830.2, XP_008183252.1	XP_034191978.1
OG0000753	XP_001944864.1	XP_034179861.1, XP_034179862.1, XP_034179863.1, XP_034179864.1, XP_034179865.1
OG0000754	XP_001945603.2	XP_034181694.1, XP_034179518.1, XP_034179517.1
OG0000755	XP_001946913.2	XP_034194096.1, XP_034194097.1, XP_034194095.1
OG0000756	XP_001947745.1	XP_034172932.1, XP_034172922.1, XP_034172826.1
OG0000757	XP_001948207.2	XP_034184593.1
OG0000758	XP_001949398.1	XP_034188431.1, XP_034188430.1, XP_034181223.1
OG0000759	XP_008180676.1, XP_008180677.1, XP_029347554.1, XP_016661927.1, XP_001952255.2, XP_008185514.1, XP_001950119.1	XP_034187215.1, XP_034187213.1, XP_034187216.1, XP_034187212.1
OG0000760	XP_001952274.1, XP_001950880.1	XP_034187517.1, XP_034187499.1, XP_034187508.1
OG0000761	XP_001951069.1	XP_034183428.1
OG0000762	XP_003240034.2, XP_008181472.1	XP_034181156.1
OG0000763	XP_029340915.1, XP_008178303.1, XP_029346033.1, XP_003248881.2, XP_016665157.1, XP_003246517.1, XP_003242177.1	XP_034184208.1, XP_034184209.1
OG0000763	XP_016662262.1, XP_003240784.1, XP_003241862.1, XP_016661913.1, XP_003241938.1, XP_029342022.1, XP_003248490.1, XP_029342243.1, XP_008187168.1, XP_003249030.1, XP_008188453.1, XP_003243309.1	XP_034190484.1
OG0000764	XP_003243312.1, XP_003247758.1, XP_003240879.1	XP_034176909.1, XP_034176904.1
OG0000765	XP_016662867.1, XP_008179296.1, XP_003241937.1	XP_034175618.1, XP_034175619.1
OG0000766	XP_003242410.1	XP_034177641.1, XP_034177644.1, XP_034177642.1, XP_034177640.1
OG0000767	XP_003242497.1	XP_034187945.1
OG0000768	XP_003242754.2	XP_034193378.1, XP_034193377.1
OG0000769	XP_003243699.1, XP_016658959.1, XP_016658960.1, XP_016658961.1, XP_016658962.1, XP_016658963.1	XP_034171474.1
OG0000770	XP_003243896.2	XP_034191634.1, XP_034191632.1
OG0000771	XP_003246709.1, XP_008180166.1, XP_008180167.1	XP_034184038.1
OG0000772	XP_003246953.1	XP_034173563.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173559.1
OG0000773	XP_003247559.1	XP_034176456.1, XP_034176455.1, XP_034176458.1
OG0000774	XP_008183902.3	XP_034189595.1, XP_034189596.1
OG0000775	XP_008187985.1	XP_034176300.1, XP_034176297.1
OG0000776	XP_016655940.1	XP_034173109.1, XP_034173110.1
OG0000777	XP_016657137.1	XP_034180626.1
OG0000778	XP_016662047.1	XP_034176423.1
OG0000779	XP_029342860.1, XP_029342859.1, XP_029342861.1, XP_029342858.1	XP_034185836.1
OG0000780	XP_029343263.1	XP_034185772.1
OG0000781	XP_029344213.1	XP_034181916.1, XP_034181913.1, XP_034181914.1, XP_034181915.1
OG0000782	XP_029344948.1	XP_034184114.1
OG0000783	XP_029346817.1	XP_034192421.1, XP_034192422.1, XP_034192420.1, XP_034192419.1
OG0000795	NP_001156238.1, XP_008186286.1, XP_001951765.1, NP_001119696.2, XP_016660020.1, XP_016660021.1, XP_001946038.2, XP_029344502.1, XP_029344503.1, NP_001119641.1	XP_034188912.1
OG0000796	XP_008186449.1, XP_016664985.1, XP_001943747.1, NP_001119670.1, NP_001119669.1	XP_034174861.1, XP_034187746.1
OG0000797	NP_001155536.1, XP_008179738.1	XP_034190292.1
OG0000798	XP_008181596.1, NP_001155751.1	XP_034180056.1, XP_034180058.1
OG0000799	NP_001191909.1	XP_034180545.1, XP_034180514.1, XP_034180523.1
OG0000800	XP_029344345.1, NP_001280254.1	XP_034180330.1
OG0000801	XP_001942708.2	XP_034173967.1
OG0000801	XP_029347083.1	XP_034187749.1
OG0000802	XP_001944066.2, XP_016657154.1, XP_016657155.1, XP_003242174.1, XP_008179622.1	XP_034189560.1, XP_034189562.1, XP_034189561.1, XP_034189564.1, XP_034189563.1
OG0000803	XP_001944109.4, XP_008185697.1, XP_001944311.1, XP_001949303.2	XP_034188816.1, XP_034188817.1
OG0000804	XP_001944120.1, XP_008187383.1	XP_034180962.1
OG0000805	XP_001944246.2	XP_034194545.1, XP_034181599.1
OG0000806	XP_008179699.1, XP_001944941.1	XP_034184428.1, XP_034184432.1, XP_034184431.1, XP_034184430.1, XP_034184429.1
OG0000807	XP_003247579.1, XP_001945486.2, XP_003248704.2	XP_034190741.1, XP_034190740.1
OG0000808	XP_029343847.1, XP_029343848.1, XP_001946418.2, XP_016659879.1	XP_034183463.1, XP_034183461.1
OG0000809	XP_008186770.1, XP_001946703.2	XP_034193051.1, XP_034193046.1
OG0000810	XP_001947304.2, XP_029344161.1, XP_016657984.1, XP_016657989.1, XP_029344163.1, XP_008180697.1, XP_016663292.2	XP_034183310.1, XP_034183309.1
OG0000811	XP_001947939.1	XP_034188072.1, XP_034188070.1, XP_034188069.1, XP_034188071.1
OG0000812	XP_001947963.1	XP_034175129.1
OG0000813	XP_029346295.1, XP_001948027.2	XP_034186990.1, XP_034186991.1
OG0000814	XP_001948078.2	XP_034180584.1
OG0000815	XP_029345346.1, XP_001949153.2	XP_034172727.1, XP_034172729.1
OG0000816	XP_001949694.2	XP_034189879.1, XP_034189877.1
OG0000817	XP_029342612.1, XP_029342611.1, XP_029342610.1, XP_029342609.1, XP_029342613.1, XP_029342607.1, XP_029342608.1, XP_001950448.2	XP_034195003.1
OG0000818	XP_001950955.1	XP_034188503.1
OG0000819	XP_001951678.2, XP_016659276.1	XP_034179064.1, XP_034179057.1
OG0000820	XP_008185881.1, XP_008185880.1, XP_001952482.1	XP_034195599.1
OG0000821	XP_029344238.1, XP_003240215.1	XP_034185797.1, XP_034185798.1, XP_034185799.1
OG0000822	XP_003240675.3	XP_034172458.1, XP_034172455.1
OG0000823	XP_003240707.1, XP_003240706.1	XP_034187890.1, XP_034187889.1
OG0000824	XP_029342026.1, XP_003248928.3, XP_003241462.2, XP_008182289.1	XP_034184719.1
OG0000825	XP_003241553.2	XP_034174046.1
OG0000826	XP_003244511.1	XP_034176934.1, XP_034176935.1
OG0000827	XP_016656812.1, XP_008179252.2	XP_034183745.1, XP_034183742.1
OG0000828	XP_003245187.1, XP_008184040.1	XP_034195499.1
OG0000829	XP_003245191.1	XP_034183255.1
OG0000830	XP_008178146.1	XP_034194303.1, XP_034194302.1, XP_034194301.1, XP_034194299.1, XP_034194304.1
OG0000831	XP_008189605.1, XP_008180570.1, XP_016657902.1	XP_034189119.1, XP_034189121.1, XP_034189122.1
OG0000832	XP_008182919.1	XP_034182733.1
OG0000833	XP_008183110.1	XP_034190806.1, XP_034190798.1, XP_034190807.1
OG0000834	XP_008183381.1	XP_034172452.1
OG0000835	XP_008189794.1	XP_034190763.1
OG0000836	XP_016663271.1	XP_034179823.1
OG0000837	XP_016663450.1	XP_034184128.1, XP_034184129.1
OG0000838	XP_016663923.1, XP_016663922.1, XP_016663921.1	XP_034180061.1, XP_034180067.1
OG0000839	XP_029342210.1	XP_034181508.1
OG0000840	XP_029344086.1	XP_034177541.1, XP_034177551.1
OG0000849	NP_001155432.1	XP_034183622.1, XP_034189636.1
OG0000850	NP_001155554.1, XP_008179389.1	XP_034180435.1, XP_034180437.1, XP_034180436.1
OG0000851	XP_003246520.1, NP_001155696.1, XP_029347342.1	XP_034185597.1
OG0000852	XP_016661807.1, NP_001156121.1	XP_034172044.1
OG0000853	NP_001156172.1	XP_034186796.1, XP_034186797.1, XP_034186798.1, XP_034186795.1
OG0000854	XP_008178183.1, XP_029340894.1, XP_008183153.1, XP_008181121.1, XP_008178737.1, XP_008180857.1, XP_008180959.1, NP_001229571.1, NP_001229572.1	XP_034196499.1
OG0000855	NP_001280372.1, XP_016660360.1, XP_016660358.1, XP_016660357.1, XP_001951501.1	XP_034172075.1
OG0000856	XP_001944203.2, NP_001313579.1	XP_034183287.1
OG0000857	XP_001942608.1, XP_003247461.2, XP_029344421.1, XP_029344420.1	XP_034174526.1, XP_034174525.1, XP_034174524.1, XP_034174523.1, XP_034174529.1, XP_034174528.1, XP_034174527.1, XP_034174522.1
OG0000858	XP_001948394.1	XP_034180271.1
OG0000858	XP_001943018.1	XP_034178314.1
OG0000859	XP_001943333.1	XP_034173381.1
OG0000860	XP_029348649.1, XP_029348648.1, XP_029345221.1, XP_001943371.2	XP_034194264.1
OG0000861	XP_001943495.2, XP_001947434.2	XP_034170892.1
OG0000862	XP_001943841.2	XP_034195426.1
OG0000863	XP_001944634.1	XP_034185668.1, XP_034185670.1
OG0000864	XP_029345798.1, XP_029342614.1, XP_001945030.2, XP_008185465.2, XP_029346668.1	XP_034192662.1
OG0000865	XP_001951167.1, XP_029345436.1, XP_001945062.1	XP_034176896.1
OG0000866	XP_008183938.1, XP_001945084.3	XP_034183190.1, XP_034183192.1, XP_034183191.1
OG0000867	XP_001945535.1, XP_008181986.1	XP_034174325.1, XP_034174336.1, XP_034174316.1
OG0000868	XP_008183386.1, XP_001945634.2	XP_034172436.1, XP_034172433.1
OG0000869	XP_001945684.1, XP_008185644.1	XP_034174081.1, XP_034174065.1, XP_034174056.1, XP_034174073.1
OG0000870	XP_001945801.1	XP_034184904.1
OG0000871	XP_001946071.2, XP_016659112.1	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1
OG0000872	XP_001946312.1	XP_034181751.1, XP_034181750.1, XP_034181753.1
OG0000873	XP_001946748.1, XP_008187164.1	XP_034187537.1
OG0000874	XP_003245660.1, XP_008184747.1, XP_003245661.1, XP_001946753.1	XP_034177643.1
OG0000875	XP_001947094.1, XP_001950328.1	XP_034178077.1
OG0000876	XP_001947490.1	XP_034190240.1, XP_034190239.1
OG0000877	XP_016659610.1, XP_001947810.2, XP_008182746.1	XP_034178224.1
OG0000878	XP_001948817.3	XP_034181479.1
OG0000879	XP_008186646.1, XP_001949000.1	XP_034189598.1, XP_034189599.1
OG0000881	XP_001950664.1	XP_034189677.1
OG0000882	XP_001951125.1	XP_034186420.1
OG0000883	XP_001951272.1, XP_029346319.1	XP_034193676.1, XP_034193677.1
OG0000884	XP_001952050.1	XP_034193462.1
OG0000885	XP_029346362.1, XP_001952390.3	XP_034181121.1
OG0000886	XP_003240757.1	XP_034180685.1, XP_034180684.1
OG0000887	XP_008180113.2, XP_003241963.1	XP_034192262.1, XP_034192264.1, XP_034192207.1
OG0000888	XP_003241970.1	XP_034192158.1, XP_034174666.1
OG0000890	XP_003243340.1	XP_034173867.1
OG0000891	XP_003247112.1, XP_008186872.1	XP_034185972.1, XP_034185971.1
OG0000892	XP_003248220.1	XP_034192271.1, XP_034192267.1, XP_034172302.1
OG0000893	XP_008178439.1	XP_034185523.1, XP_034185522.1
OG0000894	XP_008183275.1, XP_016660008.1, XP_008183276.1	XP_034192209.1, XP_034192212.1
OG0000895	XP_008184057.1, XP_008184060.1	XP_034182503.1, XP_034182492.1, XP_034182496.1
OG0000896	XP_008185295.1	XP_034179388.1, XP_034179490.1
OG0000897	XP_008187836.1, XP_029348219.1	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1
OG0000898	XP_008188166.1, XP_016662338.1, XP_008188167.1	XP_034192983.1, XP_034172398.1
OG0000899	XP_008190224.1	XP_034171832.1
OG0000900	XP_029348646.1, XP_029348252.1, XP_029348249.1, XP_016656087.1	XP_034186437.1
OG0000901	XP_016657701.1	XP_034185264.1
OG0000902	XP_029344113.1, XP_029342492.1	XP_034190777.1, XP_034190776.1
OG0000903	XP_029344196.1	XP_034171020.1, XP_034196642.1
OG0000904	XP_029344572.1	XP_034184563.1, XP_034189450.1
OG0000914	NP_001119658.1	XP_034190362.1
OG0000915	XP_029345454.1, XP_029345457.1, XP_029345460.1, XP_016664187.1, XP_016664185.1, XP_008188393.1, XP_029345458.1, XP_029345459.1, XP_029345455.1, XP_029345456.1, XP_008186744.1, NP_001129384.1	XP_034183062.1
OG0000916	NP_001139376.1, XP_008186625.1	XP_034188357.1, XP_034188361.1, XP_034188360.1
OG0000917	NP_001155773.1	XP_034187453.1, XP_034187452.1
OG0000918	NP_001155912.1, NP_001155913.1, XP_029344818.1, NP_001280315.1, XP_008179505.1	XP_034175887.1
OG0000919	NP_001156227.1	XP_034173735.1, XP_034173734.1, XP_034173733.1, XP_034173737.1, XP_034173736.1
OG0000920	NP_001156240.1	XP_034172598.1, XP_034172599.1, XP_034172596.1, XP_034172597.1
OG0000921	NP_001156300.1, XP_008187141.1	XP_034189680.1, XP_034189681.1, XP_034189682.1, XP_034189683.1
OG0000922	XP_001946443.2, XP_008183734.1, XP_003248866.1, NP_001156609.1, XP_001944676.2	XP_034190592.1
OG0000923	NP_001164574.1, XP_008187055.1	XP_034175024.1, XP_034175018.1
OG0000924	NP_001229388.1	XP_034194386.1
OG0000925	XP_008187537.1, NP_001233045.1	XP_034173467.1
OG0000927	NP_001280399.1	XP_034171094.1, XP_034171093.1, XP_034171092.1, XP_034171095.1
OG0000928	XP_029341942.1, NP_001280428.1, XP_029341681.1	XP_034189849.1
OG0000929	NP_001280437.1	XP_034179318.1
OG0000930	NP_001313604.1, XP_008189583.1	XP_034191756.1
OG0000931	XP_029345416.1, XP_029345417.1, XP_016663327.1, XP_001952363.2, XP_016662613.2, XP_001942858.2	XP_034179561.1
OG0000932	XP_001943099.2	XP_034179540.1
OG0000933	XP_001943172.1, XP_008179604.1	XP_034191786.1, XP_034173570.1
OG0000934	XP_001944196.2	XP_034192953.1
OG0000935	XP_001944948.1	XP_034187241.1
OG0000936	XP_001945205.2	XP_034175603.1
OG0000937	XP_008178642.1, XP_001945217.2	XP_034188007.1, XP_034188006.1
OG0000938	XP_001945652.1	XP_034184735.1, XP_034184734.1, XP_034184733.1, XP_034184736.1
OG0000939	XP_001945785.1	XP_034181499.1, XP_034181447.1, XP_034181421.1
OG0000940	XP_029345689.1, XP_001945911.1	XP_034195043.1
OG0000941	XP_001945966.2	XP_034189067.1
OG0000942	XP_001946481.2	XP_034179417.1
OG0000943	XP_001946503.2	XP_034193562.1
OG0000944	XP_001947363.2	XP_034180736.1
OG0000945	XP_001948033.2	XP_034186310.1, XP_034186312.1
OG0000946	XP_003244186.1, XP_016659445.1, XP_003244189.1, XP_001948517.2	XP_034178644.1, XP_034178643.1
OG0000947	XP_001948722.2, XP_008187405.1	XP_034180336.1, XP_034179287.1
OG0000948	XP_001949122.1	XP_034180454.1, XP_034180455.1, XP_034180456.1
OG0000949	XP_001950177.2, XP_029346868.1	XP_034195825.1
OG0000950	XP_001951330.2	XP_034190142.1, XP_034190143.1
OG0000951	XP_001952160.1, XP_001952152.1	XP_034184794.1
OG0000952	XP_001952250.1	XP_034184206.1, XP_034184205.1
OG0000953	XP_003240168.1	XP_034189305.1, XP_034189302.1, XP_034189304.1
OG0000954	XP_003243748.1	XP_034195541.1, XP_034195540.1
OG0000955	XP_029348703.1, XP_029341424.1, XP_016659608.2, XP_029341791.1, XP_003244295.1	XP_034171887.1
OG0000957	XP_003244828.1	XP_034190259.1
OG0000958	XP_003245221.3, XP_029345967.1	XP_034173680.1, XP_034173685.1
OG0000959	XP_003245859.1	XP_034183625.1, XP_034183626.1, XP_034183827.1
OG0000960	XP_008188173.1	XP_034177332.1
OG0000961	XP_029346196.1, XP_003248547.1	XP_034184073.1, XP_034184070.1
OG0000962	XP_008178430.1, XP_008178426.1	XP_034180283.1, XP_034180297.1, XP_034180295.1
OG0000963	XP_008179407.1, XP_008179408.1	XP_034177225.1
OG0000964	XP_008180409.1	XP_034171352.1, XP_034171351.1
OG0000965	XP_008182226.1, XP_029344326.1	XP_034184086.1
OG0000966	XP_008182879.1	XP_034184334.1, XP_034184333.1, XP_034184332.1
OG0000967	XP_016660332.1, XP_016660333.1, XP_008183656.2, XP_008183647.2	XP_034187639.1, XP_034187640.1, XP_034187638.1
OG0000968	XP_008184679.1, XP_008184681.1	XP_034173572.1, XP_034173571.1
OG0000970	XP_016661949.1, XP_008187412.1	XP_034176225.1, XP_034176226.1, XP_034176224.1
OG0000971	XP_008187914.1	XP_034193659.1
OG0000972	XP_008189931.1, XP_029343272.1, XP_016657202.1	XP_034193136.1
OG0000973	XP_016656963.1	XP_034171108.1, XP_034171109.1, XP_034171106.1, XP_034171107.1, XP_034171104.1
OG0000974	XP_016657883.1	XP_034191527.1
OG0000975	XP_016660728.1, XP_029346858.1	XP_034174317.1
OG0000976	XP_016661759.1, XP_016661760.1	XP_034195212.1, XP_034195220.1, XP_034195217.1, XP_034195224.1
OG0000977	XP_016662161.1	XP_034176763.1
OG0000978	XP_016663179.1	XP_034192557.1, XP_034175477.1
OG0000979	XP_029341765.1, XP_029341057.1, XP_029341501.1	XP_034178365.1, XP_034192445.1, XP_034192444.1, XP_034192446.1
OG0000980	XP_029342234.1, XP_029345153.1, XP_029346342.1	XP_034181217.1
OG0000981	XP_029343351.1, XP_029342235.1	XP_034173760.1, XP_034173759.1, XP_034173761.1, XP_034173755.1, XP_034173757.1, XP_034173754.1, XP_034173758.1
OG0000982	XP_029343197.1	XP_034185935.1
OG0000983	XP_029344536.1	XP_034192716.1
OG0000984	XP_029346848.1	XP_034178006.1
OG0000984	XP_029345642.1	XP_034178004.1
OG0000985	XP_029345675.1	XP_034190102.1
OG0000986	XP_029345917.1	XP_034176941.1
OG0000987	XP_029347197.1	XP_034182022.1, XP_034171497.1
OG0000988	XP_029347512.1	XP_034195550.1, XP_034195549.1
OG0000992	NP_001119688.1, XP_008186477.1	XP_034178167.1, XP_034178166.1
OG0000993	XP_008180030.1, NP_001155787.1, NP_001156279.1, NP_001155400.1	XP_034171207.1, XP_034171206.1
OG0000994	NP_001155677.1	XP_034171673.1, XP_034171674.1
OG0000995	NP_001156043.1, NP_001155760.1	XP_034186263.1, XP_034175673.1
OG0000996	XP_029347277.1, NP_001155868.1	XP_034195101.1, XP_034195102.1
OG0000997	XP_001949764.1	XP_034177088.1
OG0000999	NP_001162142.1	XP_034185608.1
OG0001000	NP_001233031.1, XP_008178887.1	XP_034190868.1
OG0001001	XP_008185400.1, NP_001233092.1	XP_034174538.1
OG0001002	NP_001233101.1	XP_034179570.1, XP_034179579.1
OG0001003	NP_001268887.1, XP_016656764.1	XP_034185954.1, XP_034185952.1, XP_034185953.1
OG0001004	XP_001946521.1	XP_034186039.1
OG0001005	XP_001942942.1	XP_034179988.1, XP_034179989.1, XP_034179986.1, XP_034179987.1
OG0001006	XP_001943026.2	XP_034176286.1, XP_034176287.1
OG0001007	XP_029344489.1, XP_001943043.1	XP_034180622.1, XP_034180623.1, XP_034180619.1, XP_034180620.1, XP_034180621.1, XP_034180624.1
OG0001008	XP_003246086.1, XP_001943103.2	XP_034175217.1
OG0001009	XP_001943449.2	XP_034176145.1
OG0001010	XP_001943636.2, XP_001943523.1	XP_034180151.1
OG0001011	XP_001943714.1	XP_034190314.1, XP_034190315.1
OG0001012	XP_001944015.1	XP_034177792.1, XP_034177793.1, XP_034177790.1, XP_034177796.1, XP_034177797.1, XP_034177794.1, XP_034177795.1, XP_034177798.1
OG0001013	XP_008180675.1, XP_003248807.2, XP_001944587.3	XP_034180220.1
OG0001014	XP_001944614.1	XP_034196606.1
OG0001015	XP_001944801.1	XP_034185533.1
OG0001016	XP_001945112.2	XP_034172226.1, XP_034193451.1
OG0001017	XP_001945330.2, XP_016655808.2	XP_034194629.1, XP_034194613.1, XP_034194620.1
OG0001018	XP_001946341.1	XP_034195546.1
OG0001018	XP_008179450.1	XP_034195668.1
OG0001019	XP_001946692.2	XP_034193171.1
OG0001020	XP_001946841.2	XP_034194356.1, XP_034194357.1
OG0001022	XP_001947414.2	XP_034185216.1
OG0001023	XP_001947762.1, XP_008180348.1	XP_034193213.1, XP_034193212.1, XP_034193214.1
OG0001024	XP_029343548.1, XP_001947776.2	XP_034180076.1, XP_034180077.1
OG0001025	XP_029343659.1, XP_001948094.2	XP_034183565.1
OG0001026	XP_001948463.2, XP_001948416.2, XP_029346922.1, XP_029346921.1, XP_029346920.1	XP_034171444.1, XP_034171443.1, XP_034171446.1, XP_034171445.1, XP_034171441.1, XP_034171442.1
OG0001027	XP_001948533.1	XP_034192770.1, XP_034192772.1, XP_034192775.1, XP_034192769.1, XP_034192771.1, XP_034192773.1
OG0001028	XP_001948556.2	XP_034189226.1, XP_034176318.1
OG0001029	XP_008190084.1, XP_029342788.1	XP_034186590.1, XP_034186588.1
OG0001030	XP_016661322.1, XP_008184787.1, XP_003245679.1, XP_003245680.1, XP_008184785.1, XP_029342642.1, XP_001948670.2	XP_034180877.1, XP_034180881.1, XP_034180878.1
OG0001031	XP_001949042.1	XP_034173192.1, XP_034173193.1, XP_034173195.1, XP_034173196.1
OG0001032	XP_001949161.2	XP_034177986.1, XP_034175197.1
OG0001033	XP_001949643.1	XP_034172943.1
OG0001034	XP_001949856.2, XP_016659465.1	XP_034177105.1
OG0001035	XP_001949960.1	XP_034188104.1, XP_034188106.1, XP_034188105.1, XP_034188103.1
OG0001036	XP_001950214.2	XP_034178925.1, XP_034191136.1
OG0001037	XP_029343413.1, XP_001950704.2	XP_034181054.1, XP_034181053.1
OG0001038	XP_003245753.1, XP_001951213.2	XP_034176773.1, XP_034176774.1
OG0001039	XP_001952170.1	XP_034191955.1
OG0001040	XP_001952444.1	XP_034172327.1
OG0001041	XP_003240137.1	XP_034196125.1
OG0001042	XP_003242156.1, XP_016657148.2	XP_034171367.1
OG0001043	XP_003242212.1, XP_016657192.1	XP_034195755.1, XP_034195738.1
OG0001044	XP_029345616.1, XP_003246254.2	XP_034178974.1, XP_034178975.1
OG0001045	XP_003246846.1, XP_029347130.1, XP_029347128.1, XP_029347129.1	XP_034181765.1
OG0001046	XP_003247064.1, XP_008186797.1	XP_034183001.1
OG0001048	XP_029341307.1, XP_008178442.1	XP_034178672.1, XP_034178669.1
OG0001049	XP_008180098.1	XP_034184517.1
OG0001050	XP_016657682.1, XP_008180288.1	XP_034175103.1, XP_034175109.1, XP_034175107.1
OG0001051	XP_008189529.1, XP_008180713.1, XP_016656400.1	XP_034176282.1
OG0001052	XP_008182858.1, XP_008182857.1	XP_034192975.1
OG0001053	XP_008184495.1	XP_034174919.1, XP_034174922.1
OG0001054	XP_008185488.1, XP_008185487.1, XP_029347617.1	XP_034191193.1
OG0001055	XP_008187614.1	XP_034178783.1, XP_034178784.1, XP_034178782.1
OG0001056	XP_008187892.1	XP_034171186.1, XP_034171187.1
OG0001057	XP_008187989.1	XP_034192748.1, XP_034192759.1, XP_034192758.1, XP_034192752.1, XP_034192751.1, XP_034192749.1, XP_034192757.1, XP_034192755.1, XP_034192754.1, XP_034192753.1, XP_034192750.1
OG0001058	XP_029345982.1, XP_029345983.1, XP_008188372.2, XP_029345984.1	XP_034186171.1, XP_034186172.1, XP_034186170.1
OG0001059	XP_008188476.1	XP_034188697.1, XP_034182125.1
OG0001060	XP_008188543.1	XP_034187479.1
OG0001061	XP_016655779.1	XP_034185702.1
OG0001063	XP_029341043.1, XP_016656351.2, XP_029341494.1	XP_034195521.1
