Orthogroup	Eufriesea_mexicana	Apis_mellifera
OG0000682	XP_017767522.1	XP_026299012.1, XP_026299011.1
OG0000683	XP_017755038.1, XP_017755037.1	XP_006561871.1, XP_006561872.1, XP_392540.2, XP_026298756.1
OG0000684	XP_017762246.1	XP_006560091.1
OG0000685	XP_017761715.1	XP_006557566.1
OG0000685	XP_017764837.1	XP_001121362.1, XP_016772981.1, XP_016772982.1
OG0000686	XP_017757353.1	NP_001165875.1, XP_026295141.1
OG0000687	XP_017755789.1, XP_017755790.1	XP_624894.1, XP_006561684.1
OG0000688	XP_017767236.1	NP_001229387.1
OG0000689	XP_017755270.1	XP_026296649.1
OG0000690	XP_017762817.1, XP_017762818.1	XP_003251410.1, XP_006569699.1, XP_006569698.1, XP_006569697.1
OG0000691	XP_017762441.1, XP_017762440.1, XP_017762437.1	XP_393529.3, XP_006562838.1
OG0000692	XP_017766169.1	XP_006560047.1
OG0000693	XP_017759078.1	XP_026298830.1
OG0000694	XP_017760608.1	XP_623571.3
OG0000695	XP_017756079.1	XP_006564038.1, XP_395577.4
OG0000696	XP_017765404.1	XP_392901.2
OG0000698	XP_017755634.1	XP_623581.2
OG0000699	XP_017763252.1	XP_016769668.1
OG0000700	XP_017760974.1	XP_016773331.2
OG0000700	XP_017760975.1	XP_026302087.1
OG0000701	XP_017753121.1	XP_026297653.1
OG0000703	XP_017756071.1, XP_017756072.1, XP_017753952.1, XP_017753953.1, XP_017753957.1, XP_017756070.1	XP_006564053.1, XP_006564055.1, XP_016766990.1
OG0000704	XP_017759920.1	XP_394006.4
OG0000705	XP_017758300.1, XP_017758301.1	XP_006564182.3
OG0000706	XP_017753488.1	XP_026301974.1
OG0000707	XP_017756045.1	XP_392669.1, NP_001011584.1
OG0000708	XP_017761831.1	NP_001011567.1, XP_026301042.1
OG0000709	XP_017764562.1, XP_017764563.1	XP_026298090.1
OG0000710	XP_017756525.1	XP_006569703.2, NP_001164522.1
OG0000710	XP_017766223.1	XP_006562865.1
OG0000711	XP_017759284.1, XP_017759285.1	XP_006569202.1, XP_016769779.1, XP_001120810.2
OG0000712	XP_017764008.1, XP_017764013.1	XP_006557547.1, NP_001035348.1
OG0000713	XP_017767276.1	XP_006565760.1
OG0000714	XP_017760895.1, XP_017760887.1	XP_006566598.1, XP_006566599.1, XP_016770307.1
OG0000715	XP_017762022.1	XP_006559308.1
OG0000716	XP_017762819.1, XP_017762821.1, XP_017762820.1	XP_006569700.2, XP_016767886.2
OG0000717	XP_017765990.1	XP_026297163.1
OG0000718	XP_017761584.1, XP_017761588.1, XP_017761587.1, XP_017761586.1, XP_017761585.1	XP_016771742.1, XP_016771745.1, XP_016771746.1
OG0000719	XP_017758389.1, XP_017758388.1	XP_026299031.1, XP_016770097.2
OG0000720	XP_017762238.1	XP_026297066.1
OG0000720	XP_017754420.1	XP_026301406.1
OG0000721	XP_017762374.1	XP_394893.3
OG0000722	XP_017754987.1	XP_001120611.1
OG0000722	XP_017754983.1	NP_001035293.1, XP_006564565.1
OG0000724	XP_017756549.1	XP_006569732.1
OG0000724	XP_017756542.1	XP_026298948.1
OG0000726	XP_017752987.1	XP_006562812.1
OG0000727	XP_017767341.1	XP_003250785.1
OG0000728	XP_017763406.1	XP_016770286.1
OG0000730	XP_017752604.1, XP_017752601.1, XP_017752602.1, XP_017752605.1, XP_017752595.1, XP_017752596.1, XP_017752598.1, XP_017752600.1, XP_017752599.1, XP_017752603.1	XP_001120519.2
OG0000731	XP_017753016.1	XP_016771340.2
OG0000732	XP_017762915.1	XP_623991.1, XP_016766809.1, XP_016766808.1, XP_016766810.1, XP_016766811.1
OG0000733	XP_017754406.1	XP_006565382.1
OG0000736	XP_017767214.1	XP_003250703.1
OG0000737	XP_017755725.1	XP_001120025.2
OG0000738	XP_017767668.1	XP_001120760.2
OG0000739	XP_017766452.1	XP_006569035.1
OG0000740	XP_017760981.1	XP_016772832.1
OG0000741	XP_017759341.1	XP_623497.2, XP_006563740.2, XP_006563741.2
OG0000742	XP_017765362.1	XP_006566012.1, NP_001077099.1
OG0000743	XP_017763856.1	XP_394248.2, XP_026299887.1
OG0000744	XP_017756153.1	XP_624002.4
OG0000745	XP_017762904.1, XP_017762903.1	XP_026297271.1
OG0000746	XP_017753208.1	XP_006569631.1, XP_006569630.1
OG0000747	XP_017754395.1	XP_392786.2, XP_006570342.1
OG0000748	XP_017758634.1	XP_016767252.1
OG0000749	XP_017762015.1	XP_395280.4
OG0000750	XP_017760807.1	XP_026299429.1
OG0000751	XP_017754043.1	XP_394163.3
OG0000752	XP_017759922.1	NP_001011619.1
OG0000752	XP_017759923.1	XP_026300654.1
OG0000753	XP_017752801.1	XP_394109.3
OG0000754	XP_017752968.1	XP_026298013.1
OG0000754	XP_017758163.1	XP_026301182.1
OG0000755	XP_017762757.1	XP_006567337.1
OG0000756	XP_017762800.1	XP_006569520.2
OG0000756	XP_017762766.1	XP_392687.2
OG0000757	XP_017758256.1	XP_016768411.1
OG0000758	XP_017764810.1	XP_016766912.1
OG0000758	XP_017752244.1	XP_026297479.1
OG0000759	XP_017762130.1	XP_006568316.1, XP_006568317.1
OG0000760	XP_017758784.1	XP_394925.4
OG0000761	XP_017760240.1	XP_006563285.1, XP_016768791.1, XP_393026.2
OG0000762	XP_017755929.1	XP_006557737.1, XP_006557738.1
OG0000764	XP_017759458.1	XP_026296424.1, XP_026296425.1, XP_026296422.1, XP_026296423.1, XP_026296428.1, XP_026296427.1, XP_026296421.1, XP_026296426.1, XP_026296420.1
OG0000764	XP_017759454.1	XP_016767845.1
OG0000765	XP_017764225.1	XP_006558676.2, XP_016773287.2
OG0000766	XP_017757616.1	XP_395525.3
OG0000767	XP_017754999.1	XP_006565506.1, XP_006565505.2
OG0000768	XP_017760851.1	XP_006566739.1
OG0000769	XP_017760263.1	XP_026297250.1
OG0000770	XP_017759928.1	XP_016771731.1, XP_003250539.1
OG0000771	XP_017758258.1	XP_396371.5
OG0000772	XP_017762600.1, XP_017762599.1	XP_026297548.1
OG0000773	XP_017754804.1	XP_006566349.2
OG0000774	XP_017758446.1	XP_001121653.2
OG0000775	XP_017754810.1, XP_017754809.1	XP_006566329.1
OG0000776	XP_017754067.1	XP_006571320.1, XP_026302249.1
OG0000777	XP_017762872.1	XP_026300986.1
OG0000778	XP_017762788.1, XP_017762789.1, XP_017762790.1	XP_006569526.1, XP_006569527.1, XP_006569525.1
OG0000779	XP_017766273.1	NP_001071289.1, XP_026296900.1
OG0000780	XP_017758371.1	XP_393148.4, XP_016770061.1
OG0000781	XP_017767116.1, XP_017767117.1, XP_017767118.1	NP_001314890.1
OG0000782	XP_017756850.1	XP_006561748.1
OG0000783	XP_017754362.1	XP_006568130.1, XP_006568133.1, XP_006568132.1, XP_001121996.2, XP_006568134.1
OG0000784	XP_017754191.1	XP_006571359.2
OG0000785	XP_017759918.1	NP_001127699.1, XP_006564868.1
OG0000786	XP_017754625.1, XP_017754626.1, XP_017754624.1	XP_006557807.1, XP_392746.3
OG0000787	XP_017753531.1	XP_003251401.2, XP_006569556.2
OG0000788	XP_017755351.1	XP_006569219.1
OG0000789	XP_017753925.1, XP_017753926.1	XP_006559900.1
OG0000790	XP_017762009.1	XP_006559325.2
OG0000795	XP_017757001.1, XP_017757000.1	XP_397008.1
OG0000796	XP_017767326.1	XP_006560618.1
OG0000796	XP_017760088.1	XP_006569436.1
OG0000797	XP_017764574.1	XP_006563826.1
OG0000798	XP_017757897.1, XP_017757896.1	XP_006572024.1, XP_623109.1
OG0000799	XP_017758870.1	XP_006561770.1
OG0000799	XP_017758869.1	XP_006561768.2
OG0000800	XP_017757842.1	XP_624076.1
OG0000801	XP_017753985.1	XP_016766464.2
OG0000802	XP_017764734.1	XP_026295316.1
OG0000803	XP_017757687.1, XP_017757688.1	NP_001139210.1, XP_006563265.1
OG0000804	XP_017752744.1, XP_017752743.1, XP_017752742.1	XP_016767919.1
OG0000805	XP_017764933.1	XP_016766704.2
OG0000806	XP_017755842.1, XP_017755840.1, XP_017755841.1	XP_006561685.1
OG0000807	XP_017766888.1	XP_006563206.1, XP_006563207.1
OG0000808	XP_017759180.1, XP_017759110.1	XP_026299275.1
OG0000808	XP_017759267.1	XP_026299276.1
OG0000809	XP_017755666.1	XP_026296461.1, XP_026296460.1
OG0000810	XP_017764280.1	XP_006566930.1, XP_391943.1
OG0000811	XP_017760291.1, XP_017760290.1	XP_016768846.1
OG0000812	XP_017753157.1	XP_026298977.1
OG0000812	XP_017752318.1	XP_016766857.1
OG0000813	XP_017764476.1	XP_396192.5
OG0000814	XP_017757947.1	XP_625099.2, XP_016769224.1
OG0000815	XP_017763277.1	XP_016773222.2
OG0000815	XP_017763281.1	XP_026298377.1
OG0000816	XP_017758401.1, XP_017758400.1	XP_001122025.2
OG0000817	XP_017767001.1	XP_016766762.1, XP_016766761.1, XP_006560939.1
OG0000818	XP_017754347.1	XP_026295178.1, XP_016766933.1
OG0000819	XP_017752960.1	XP_006559295.1
OG0000819	XP_017752959.1	XP_006559294.1
OG0000820	XP_017764041.1	XP_006557589.1, XP_006557586.1, XP_006557587.1, XP_026296970.1, XP_026296969.1, XP_006557588.1
OG0000821	XP_017767313.1	XP_623983.3
OG0000822	XP_017755685.1	XP_006570923.2
OG0000823	XP_017759549.1	XP_003250310.2
OG0000824	XP_017765795.1	XP_396499.5
OG0000824	XP_017756427.1	XP_026299081.1
OG0000825	XP_017758800.1	XP_394922.3
OG0000826	XP_017757509.1	XP_003250684.1
OG0000827	XP_017761143.1	XP_016770017.1, XP_001121833.2
OG0000828	XP_017766138.1, XP_017766137.1	XP_026297116.1, XP_006562485.1, XP_006562486.1
OG0000829	XP_017764114.1	XP_006566942.2
OG0000830	XP_017764989.1	XP_001120009.1
OG0000831	XP_017765479.1	XP_026294939.1
OG0000832	XP_017765320.1	XP_026302189.1
OG0000833	XP_017767545.1, XP_017752361.1, XP_017766873.1	XP_016772486.2, XP_016772495.2
OG0000834	XP_017764288.1	XP_006571082.1, XP_006571081.1
OG0000835	XP_017753652.1	XP_026297950.1, XP_026297948.1, XP_026297949.1
OG0000835	XP_017762879.1	NP_001011635.1
OG0000836	XP_017767709.1	XP_026301323.1
OG0000837	XP_017756902.1, XP_017756901.1	XP_003249915.1
OG0000838	XP_017761596.1, XP_017761589.1	XP_026300981.1
OG0000839	XP_017752243.1	XP_393293.2
OG0000840	XP_017761286.1	XP_006569593.1
OG0000841	XP_017763048.1	XP_623802.2
OG0000842	XP_017757480.1	XP_003251099.1
OG0000844	XP_017757640.1	XP_006571561.1, XP_623241.1, XP_006571560.1, XP_006571562.1
OG0000845	XP_017758814.1	XP_003249920.2, XP_006561782.1
OG0000849	XP_017758424.1, XP_017758423.1, XP_017757899.1, XP_017757908.1	XP_006572525.1
OG0000850	XP_017756655.1	XP_006562063.1
OG0000851	XP_017763907.1, XP_017763906.1	XP_392903.1, XP_016772903.1
OG0000852	XP_017766379.1	XP_001121718.2
OG0000853	XP_017764442.1	XP_016772418.2
OG0000854	XP_017756320.1	XP_026294751.1
OG0000855	XP_017764890.1, XP_017764891.1, XP_017764888.1, XP_017764889.1, XP_017764892.1	XP_396451.2
OG0000856	XP_017761406.1	XP_026300239.1
OG0000857	XP_017758621.1	XP_016767384.1, XP_003249365.1
OG0000858	XP_017752644.1	XP_006559341.1
OG0000858	XP_017766619.1	XP_624399.2
OG0000859	XP_017754215.1	XP_026300869.1, XP_016767058.2
OG0000860	XP_017764931.1	XP_001119982.2
OG0000861	XP_017766394.1	XP_006569044.1
OG0000862	XP_017758345.1	XP_026297323.1
OG0000863	XP_017763617.1	XP_026298087.1
OG0000864	XP_017761350.1	XP_003251146.1, XP_016767771.1
OG0000865	XP_017763876.1	XP_026296675.1
OG0000866	XP_017756133.1, XP_017756134.1, XP_017756132.1	XP_026299926.1
OG0000867	XP_017765132.1	XP_393553.4
OG0000868	XP_017757631.1, XP_017762323.1	XP_026296644.1
OG0000869	XP_017758911.1	XP_016769630.2, XP_026298510.1, XP_026298509.1
OG0000870	XP_017756625.1	XP_016768956.2, XP_396503.5
OG0000871	XP_017767286.1, XP_017767287.1	XP_392665.3, XP_006572373.1
OG0000872	XP_017764930.1	XP_026298404.1, NP_001229485.1
OG0000873	XP_017767635.1	XP_026296062.1
OG0000874	XP_017761258.1	XP_623422.1, XP_016773406.1, XP_006569604.1, XP_006569605.1
OG0000875	XP_017766606.1, XP_017766607.1	XP_391965.1
OG0000876	XP_017758976.1, XP_017758977.1	XP_396698.3, XP_026298349.1
OG0000877	XP_017766510.1	XP_026300650.1, XP_006558564.2, XP_006558563.2, XP_006558562.2, XP_016771264.2, XP_016771262.2
OG0000878	XP_017763446.1	XP_624248.3
OG0000879	XP_017756509.1	XP_006571832.1
OG0000879	XP_017756508.1	XP_396744.4
OG0000881	XP_017754238.1	XP_006572419.1, XP_006572418.1, XP_623842.1, XP_026301731.1
OG0000882	XP_017755832.1	XP_026298464.1
OG0000883	XP_017753768.1, XP_017753769.1	XP_396960.2
OG0000884	XP_017753790.1	XP_016772239.1
OG0000885	XP_017762624.1	XP_016769048.2, XP_006558259.2
OG0000886	XP_017763216.1, XP_017763217.1	XP_003249660.1
OG0000887	XP_017762745.1	XP_026301763.1
OG0000887	XP_017762752.1	XP_026301762.1
OG0000888	XP_017755875.1	XP_006572035.2, XP_006572034.2, XP_026298243.1, XP_393065.4
OG0000890	XP_017758593.1	XP_016767503.1
OG0000891	XP_017765326.1, XP_017765457.1, XP_017765386.1, XP_017765261.1, XP_017765507.1	XP_016769490.1, XP_006565043.1, XP_006565042.1
OG0000892	XP_017767769.1	XP_001121130.1, XP_016768214.1
OG0000894	XP_017759978.1	XP_026299447.1
OG0000895	XP_017766193.1	XP_003250368.1
OG0000896	XP_017764955.1	XP_026301410.1
OG0000896	XP_017764952.1	XP_006561103.2, XP_006561106.2
OG0000897	XP_017761780.1	XP_016767761.1, XP_001120426.2
OG0000898	XP_017755591.1	XP_026296678.1
OG0000898	XP_017763562.1	XP_001120032.3
OG0000899	XP_017754356.1	XP_026297887.1, XP_026297884.1, XP_026297885.1, XP_026297882.1, XP_026297883.1, XP_026297881.1, XP_026297888.1, XP_026297889.1, XP_026297886.1, XP_016769197.2, XP_026297890.1
OG0000900	XP_017756151.1	XP_026300048.1
OG0000901	XP_017765566.1	XP_006564329.1
OG0000902	XP_017752722.1, XP_017766632.1	XP_026300487.1
OG0000903	XP_017766346.1	NP_001091702.1, XP_026302166.1
OG0000903	XP_017766377.1	NP_001073563.2, XP_006568756.2
OG0000904	XP_017758889.1	XP_026298505.1
OG0000904	XP_017765396.1	XP_026299224.1
OG0000905	XP_017753218.1	XP_006569681.2
OG0000906	XP_017761705.1	XP_003251651.1
OG0000906	XP_017757453.1	XP_006562965.1, XP_001120664.2
OG0000908	XP_017758530.1, XP_017758532.1, XP_017758531.1	XP_026299178.1, XP_006566265.2
OG0000909	XP_017759546.1	XP_026298311.1, XP_016769009.2, XP_026298312.1
OG0000910	XP_017766557.1	XP_026300526.1, XP_026300525.1
OG0000911	XP_017763238.1	XP_026300700.1, XP_026300699.1
OG0000912	XP_017759226.1	NP_001139211.1, XP_006561626.1
OG0000913	XP_017754839.1	XP_003250465.3, XP_026299634.1
OG0000914	XP_017764176.1, XP_017764177.1	NP_001229585.1, NP_001229586.1
OG0000916	XP_017766381.1	XP_624531.3
OG0000917	XP_017763500.1, XP_017763493.1	XP_026294924.1
OG0000918	XP_017759021.1	XP_026299654.1, XP_001120855.2
OG0000919	XP_017761092.1	XP_026296261.1, XP_026296262.1, XP_026296263.1
OG0000920	XP_017753234.1, XP_017753226.1	XP_006571525.1
OG0000921	XP_017754245.1	XP_001120690.1
OG0000922	XP_017761625.1	XP_026298070.1, XP_026298072.1
OG0000923	XP_017762400.1	XP_016770595.2, XP_001121441.3
OG0000924	XP_017752395.1	XP_016766858.1
OG0000925	XP_017754069.1	XP_001120239.3
OG0000927	XP_017756343.1	XP_006568873.1
OG0000928	XP_017756472.1	XP_006569236.1
OG0000929	XP_017765269.1	XP_624838.1
OG0000930	XP_017757936.1	XP_624652.1
OG0000931	XP_017753819.1	XP_395665.6
OG0000931	XP_017753804.1	XP_006559103.2
OG0000932	XP_017766493.1, XP_017766492.1	XP_623988.1, XP_006563709.1
OG0000933	XP_017755013.1	NP_001153536.1
OG0000933	XP_017754192.1	XP_006571335.2
OG0000934	XP_017758734.1	XP_396204.4
OG0000936	XP_017758205.1, XP_017758204.1	XP_026297445.1
OG0000937	XP_017763549.1	XP_026298162.1
OG0000937	XP_017763547.1	XP_395098.4
OG0000938	XP_017756005.1, XP_017756004.1, XP_017756003.1, XP_017756006.1, XP_017756007.1	XP_006559641.1
OG0000939	XP_017753452.1	XP_016770281.1
OG0000941	XP_017753618.1	XP_026298048.1, XP_026298047.1, XP_026298050.1, XP_026298049.1
OG0000942	XP_017753883.1	XP_001122328.3
OG0000943	XP_017754071.1, XP_017765026.1	XP_006563787.1
OG0000944	XP_017759386.1	XP_006563130.1, XP_395781.2
OG0000945	XP_017758478.1	XP_006566272.1
OG0000945	XP_017758473.1	XP_623982.2
OG0000946	XP_017765418.1	XP_026302105.1
OG0000946	XP_017766515.1	XP_624130.2
OG0000947	XP_017759301.1	XP_026300677.1, XP_026300679.1
OG0000948	XP_017755461.1	XP_026300795.1, XP_016771894.1, XP_026300793.1, XP_397065.2, XP_006558840.1
OG0000949	XP_017760158.1	XP_001122160.2, XP_006562517.1
OG0000950	XP_017763833.1	XP_026301918.1, XP_026301917.1
OG0000951	XP_017758993.1	XP_624934.1, XP_026298165.1, XP_006559575.1
OG0000952	XP_017765674.1	XP_394765.2
OG0000953	XP_017759808.1	XP_006558825.2
OG0000954	XP_017755042.1	XP_006560104.2
OG0000954	XP_017755020.1	XP_006560111.1
OG0000955	XP_017761292.1, XP_017761294.1	XP_026302152.1
OG0000957	XP_017759479.1	XP_026298056.1
OG0000958	XP_017756699.1	XP_026295776.1, XP_026295777.1
OG0000959	XP_017766227.1	XP_393728.4
OG0000959	XP_017766225.1	XP_006558290.2
OG0000960	XP_017758219.1	XP_026296656.1
OG0000962	XP_017760629.1	XP_016771762.1, XP_016771769.1, XP_016771755.1
OG0000963	XP_017764059.1, XP_017764058.1	XP_623495.1, XP_016769524.1
OG0000964	XP_017766447.1	XP_006569023.1
OG0000965	XP_017756917.1	XP_026298590.1
OG0000965	XP_017756921.1	XP_026298605.1
OG0000967	XP_017757216.1, XP_017757215.1, XP_017757217.1	XP_016767229.1
OG0000968	XP_017754235.1, XP_017754234.1, XP_017754237.1	XP_026301951.1
OG0000968	XP_017754236.1	XP_026301953.1
OG0000969	XP_017765139.1	XP_026297742.1
OG0000970	XP_017762286.1, XP_017762285.1, XP_017762283.1	NP_001229362.1
OG0000971	XP_017758168.1	XP_396922.2
OG0000972	XP_017760717.1, XP_017760715.1, XP_017760714.1	XP_006566718.1, XP_006566717.1
OG0000973	XP_017767647.1	XP_026297000.1, XP_026296998.1, XP_026296999.1
OG0000974	XP_017760555.1, XP_017760552.1	XP_026301020.1
OG0000976	XP_017756909.1, XP_017756916.1, XP_017756900.1	XP_394641.3
OG0000977	XP_017757459.1	XP_016767875.1
OG0000978	XP_017752179.1	XP_006570613.1
OG0000978	XP_017754835.1	XP_026299474.1
OG0000979	XP_017766809.1	XP_006557897.2
OG0000979	XP_017763039.1	XP_026298254.1
OG0000980	XP_017752299.1	XP_016768467.1
OG0000981	XP_017763674.1	XP_026295830.1
OG0000983	XP_017761336.1	XP_016767678.1, XP_016767677.1, XP_006567729.2
OG0000984	XP_017757787.1	XP_026300306.1
OG0000985	XP_017762848.1	XP_016769986.1
OG0000986	XP_017752585.1	XP_394552.4, XP_026296514.1
OG0000987	XP_017762370.1	XP_026295593.1, XP_026295592.1, XP_026295594.1
OG0000987	XP_017761059.1	XP_006561189.1
OG0000988	XP_017761888.1	XP_006571686.1, NP_001032395.1
OG0000989	XP_017766725.1, XP_017766730.1	XP_006560434.2, XP_006560423.2
OG0000990	XP_017762468.1	XP_006568558.1, NP_001137393.1
OG0000992	XP_017766626.1	XP_006559391.1, XP_006559390.1, XP_016771285.1
OG0000993	XP_017757062.1	XP_006568212.1, NP_001011630.1
OG0000994	XP_017754760.1	XP_026294802.1
OG0000994	XP_017754758.1	XP_006564300.1
OG0000995	XP_017764133.1	XP_397047.2
OG0000996	XP_017764356.1, XP_017764355.1, XP_017764354.1	XP_624111.1
OG0000997	XP_017758766.1	XP_026296339.1
OG0000998	XP_017760475.1	XP_624692.2
OG0000999	XP_017755884.1	XP_016769017.1, XP_016769016.1
OG0001000	XP_017752606.1	XP_001120471.1
OG0001001	XP_017758622.1	XP_026295826.1
OG0001002	XP_017753828.1	XP_016772103.2
OG0001003	XP_017762940.1	XP_016769951.1
OG0001004	XP_017767312.1	XP_006566109.1
OG0001005	XP_017757076.1	XP_395732.3
OG0001006	XP_017761905.1	XP_396203.4
OG0001007	XP_017756800.1	XP_006564882.2, XP_003250536.2
OG0001008	XP_017760339.1	XP_026299500.1
OG0001009	XP_017756806.1	XP_016769432.1
OG0001009	XP_017762311.1	XP_026299890.1
OG0001010	XP_017753260.1	XP_026301943.1
OG0001011	XP_017754941.1	XP_016769245.2
OG0001012	XP_017755660.1, XP_017755583.1	XP_003251882.2, XP_026296702.1, XP_006572174.2, XP_006572173.2
OG0001013	XP_017757833.1	XP_624234.2
OG0001014	XP_017758668.1	XP_006565985.1, XP_006565984.1, XP_016766390.1
OG0001015	XP_017765185.1	XP_006565528.1
OG0001016	XP_017753988.1	XP_026301237.1
OG0001016	XP_017760700.1	XP_624301.1
OG0001017	XP_017759056.1	XP_016770770.1, XP_396993.3
OG0001018	XP_017753525.1	XP_006570932.1, NP_001091704.1
OG0001019	XP_017760379.1	XP_026299519.1
OG0001020	XP_017757292.1	XP_026295498.1
OG0001021	XP_017754781.1	XP_026299817.1, XP_026299818.1, XP_026299819.1, XP_026299820.1, XP_026299821.1
OG0001022	XP_017758964.1	XP_026298033.1
OG0001025	XP_017757868.1	XP_016769853.2
OG0001026	XP_017760653.1	XP_026298299.1
OG0001027	XP_017757558.1	XP_006567883.1, XP_006567884.1
OG0001028	XP_017755505.1	NP_001229442.1
OG0001029	XP_017753437.1	XP_026300196.1, XP_026300199.1
OG0001030	XP_017763191.1, XP_017763188.1, XP_017763187.1, XP_017763186.1, XP_017763185.1, XP_017763190.1	XP_026300920.1
OG0001031	XP_017761147.1	XP_006571173.2, XP_006571172.2
OG0001032	XP_017766749.1	NP_001011654.1
OG0001032	XP_017761492.1	NP_001011653.2, XP_026299327.1
OG0001033	XP_017753201.1	XP_006568643.1
OG0001034	XP_017758730.1	XP_006562221.1, XP_026296555.1
OG0001035	XP_017756768.1, XP_017756767.1, XP_017756765.1, XP_017756766.1	XP_026297968.1
OG0001036	XP_017765137.1	XP_001122961.3
OG0001036	XP_017758195.1	XP_001121190.3
OG0001037	XP_017753115.1	XP_393500.1, XP_003249222.1
OG0001038	XP_017755256.1	XP_003251510.1
OG0001038	XP_017755255.1	XP_006570286.1, XP_016767749.1
OG0001039	XP_017753135.1, XP_017753127.1	XP_006562044.3
OG0001040	XP_017754064.1, XP_017754062.1, XP_017754063.1	XP_016766860.1
OG0001041	XP_017758940.1	XP_394621.2
OG0001042	XP_017766417.1, XP_017766416.1	XP_016766332.1, XP_006569002.1, XP_006569001.1
OG0001043	XP_017762827.1	XP_026297480.1
OG0001044	XP_017756235.1	XP_006563732.1
OG0001045	XP_017763075.1	XP_006559862.1, XP_006559864.1, XP_016768657.1
OG0001046	XP_017767132.1, XP_017767127.1	XP_016770996.2, XP_016770997.2
OG0001048	XP_017757794.1, XP_017757790.1, XP_017757792.1, XP_017757793.1	XP_026300611.1
OG0001049	XP_017758906.1, XP_017758904.1	XP_016769663.1, XP_026298576.1
OG0001050	XP_017754865.1	XP_006564382.1
OG0001051	XP_017761912.1	XP_006566409.1, XP_006566408.1, XP_625132.2
OG0001052	XP_017755618.1	XP_006572082.1
OG0001053	XP_017759184.1	XP_026298412.1, NP_001014994.1
OG0001053	XP_017759183.1	XP_006558427.2
OG0001054	XP_017754649.1	XP_006557792.2, XP_016772603.2, XP_026301494.1
OG0001055	XP_017766546.1, XP_017766548.1, XP_017766547.1, XP_017766549.1	XP_016771409.1, XP_006560471.1, XP_393921.4
OG0001056	XP_017754483.1	XP_392256.2
OG0001057	XP_017757527.1	XP_003251106.1
OG0001058	XP_017760052.1, XP_017760051.1	XP_006559288.1
OG0001059	XP_017760755.1	XP_026302246.1
OG0001059	XP_017756946.1	XP_026298512.1, XP_026298511.1
OG0001060	XP_017760067.1	XP_016767094.2
OG0001061	XP_017767375.1, XP_017767376.1, XP_017767378.1	XP_006566068.1
OG0001063	XP_017756576.1	XP_026297187.1
OG0001064	XP_017763583.1	XP_006567342.1, XP_006567343.1
OG0001065	XP_017764749.1, XP_017764748.1	XP_016772709.1, XP_006571870.1
OG0001066	XP_017760959.1	XP_006566719.1
OG0001067	XP_017763431.1	XP_006570391.1, XP_016770284.1
OG0001068	XP_017754418.1	XP_026295232.1
OG0001069	XP_017752581.1	XP_003249139.1
OG0001070	XP_017764856.1	NP_001314876.1
OG0001071	XP_017763246.1	NP_001139209.1, XP_006561618.1
OG0001072	XP_017766545.1	XP_006560468.1
OG0001072	XP_017766528.1	XP_006560463.2
OG0001073	XP_017758851.1	XP_001122039.4
OG0001073	XP_017758850.1	XP_003249924.2
OG0001074	XP_017767098.1	XP_026295412.1, XP_006560957.3
OG0001075	XP_017763954.1	XP_006563366.1
OG0001076	XP_017756524.1	XP_026299125.1
OG0001077	XP_017752925.1	XP_001123319.2, XP_006565335.1
OG0001078	XP_017766228.1	XP_624526.2
OG0001079	XP_017752791.1, XP_017752783.1	XP_394551.1
OG0001081	XP_017753732.1	XP_003249661.2
OG0001082	XP_017766001.1	XP_006571217.1, XP_397334.3, XP_016773438.1
OG0001083	XP_017753915.1, XP_017753923.1, XP_017753931.1, XP_017753939.1, XP_017753911.1	XP_016773335.2, XP_016773334.2
OG0001084	XP_017763182.1	XP_026300923.1
OG0001085	XP_017762950.1	XP_026296504.1
OG0001086	XP_017757152.1, XP_017757159.1	XP_006567234.1, XP_006567236.1
OG0001087	XP_017759953.1, XP_017759955.1, XP_017759954.1, XP_017759956.1	XP_001121591.2, XP_006564963.1
OG0001090	XP_017757172.1	XP_396588.2
OG0001091	XP_017767631.1, XP_017767632.1	NP_001164445.1, XP_016767976.1
OG0001092	XP_017759231.1	XP_006561609.1, NP_001011634.1
OG0001093	XP_017756464.1, XP_017756469.1, XP_017756467.1, XP_017756468.1, XP_017756466.1, XP_017756465.1	XP_394840.2
OG0001094	XP_017753063.1	XP_006571453.2
OG0001095	XP_017756324.1, XP_017756323.1	XP_392758.2
OG0001096	XP_017754620.1, XP_017754622.1, XP_017754621.1	XP_006557822.1, XP_006557823.1, XP_016772640.1
OG0001097	XP_017765382.1	XP_393678.2, XP_006566141.1, XP_006566142.1
OG0001098	XP_017756180.1	XP_026300052.1, XP_026300053.1
OG0001099	XP_017762899.1	XP_006571049.1
OG0001100	XP_017764002.1	XP_001122230.1
OG0001101	XP_017760694.1	XP_395328.3
OG0001102	XP_017765866.1, XP_017765867.1	XP_026295758.1
OG0001103	XP_017756049.1, XP_017756048.1	NP_001091636.1, NP_001011626.2
OG0001104	XP_017755271.1	XP_006570306.1, XP_026296437.1, XP_016767854.1
OG0001105	XP_017756366.1	XP_394313.1
OG0001106	XP_017752757.1	XP_003251085.1
OG0001107	XP_017754924.1, XP_017754925.1	XP_006564735.1
OG0001108	XP_017754928.1	XP_392498.1
OG0001109	XP_017764160.1	XP_006559508.1
OG0001110	XP_017760751.1	XP_026299374.1
OG0001111	XP_017761134.1	XP_006571180.1
