Orthogroup	Eufriesea_mexicana	Habropoda_laboriosa
OG0001843	XP_017756903.1	XP_017791221.1
OG0001844	XP_017759330.1, XP_017759332.1	XP_017797809.1
OG0001845	XP_017764185.1	XP_017799544.1
OG0001846	XP_017757495.1	XP_017793705.1
OG0001847	XP_017753418.1	XP_017791488.1
OG0001848	XP_017753313.1	XP_017794301.1
OG0001849	XP_017763477.1	XP_017798891.1
OG0001851	XP_017762135.1	XP_017794948.1
OG0001852	XP_017760950.1	XP_017793405.1
OG0001853	XP_017764241.1	XP_017790883.1
OG0001854	XP_017762216.1	XP_017794822.1
OG0001855	XP_017764305.1, XP_017764289.1	XP_017791362.1
OG0001856	XP_017758890.1	XP_017794392.1
OG0001857	XP_017754770.1, XP_017754847.1	XP_017795724.1
OG0001858	XP_017766853.1, XP_017766852.1	XP_017788813.1
OG0001859	XP_017766658.1	XP_017789873.1
OG0001860	XP_017754325.1	XP_017791733.1
OG0001861	XP_017757479.1	XP_017790754.1
OG0001862	XP_017766276.1	XP_017793258.1
OG0001863	XP_017764527.1, XP_017764528.1, XP_017764526.1	XP_017791154.1, XP_017791153.1
OG0001864	XP_017757737.1	XP_017796198.1
OG0001865	XP_017754393.1	XP_017792067.1
OG0001866	XP_017759395.1, XP_017759394.1, XP_017759397.1	XP_017798718.1
OG0001867	XP_017762954.1	XP_017789784.1
OG0001868	XP_017763386.1	XP_017793065.1
OG0001869	XP_017753907.1	XP_017793537.1
OG0001870	XP_017760174.1	XP_017789092.1, XP_017789091.1
OG0001871	XP_017764027.1	XP_017793734.1
OG0001872	XP_017755107.1	XP_017794257.1
OG0001873	XP_017763459.1	XP_017798861.1
OG0001874	XP_017763987.1	XP_017793733.1
OG0001875	XP_017752712.1	XP_017791620.1
OG0001876	XP_017762084.1	XP_017794660.1
OG0001878	XP_017759633.1	XP_017794841.1
OG0001879	XP_017764812.1	XP_017796154.1
OG0001880	XP_017760311.1	XP_017790601.1
OG0001881	XP_017761719.1	XP_017797470.1
OG0001882	XP_017756378.1	XP_017788444.1
OG0001883	XP_017756989.1	XP_017792086.1
OG0001884	XP_017757806.1	XP_017795759.1
OG0001885	XP_017752385.1	XP_017787749.1
OG0001886	XP_017757213.1	XP_017798065.1
OG0001887	XP_017765937.1	XP_017796424.1
OG0001888	XP_017761513.1	XP_017798513.1
OG0001889	XP_017753220.1	XP_017792380.1
OG0001890	XP_017767277.1	XP_017798598.1
OG0001891	XP_017767743.1, XP_017767742.1	XP_017796024.1
OG0001892	XP_017755307.1	XP_017792206.1, XP_017792207.1
OG0001893	XP_017758503.1	XP_017789830.1
OG0001894	XP_017764916.1	XP_017788208.1
OG0001895	XP_017761569.1	XP_017798560.1
OG0001896	XP_017758410.1	XP_017789814.1
OG0001897	XP_017756107.1	XP_017792467.1
OG0001898	XP_017754421.1	XP_017799201.1
OG0001899	XP_017760740.1	XP_017793378.1
OG0001900	XP_017760473.1	XP_017796938.1
OG0001901	XP_017760816.1	XP_017793421.1
OG0001903	XP_017767604.1	XP_017790151.1
OG0001904	XP_017763877.1	XP_017792137.1
OG0001905	XP_017757413.1	XP_017790820.1
OG0001906	XP_017758481.1, XP_017758289.1	XP_017795460.1
OG0001907	XP_017760457.1	XP_017790153.1
OG0001908	XP_017767761.1, XP_017767762.1	XP_017789053.1
OG0001909	XP_017761396.1	XP_017788624.1
OG0001910	XP_017762727.1	XP_017796487.1
OG0001913	XP_017767082.1	XP_017788497.1
OG0001914	XP_017765462.1	XP_017794479.1
OG0001915	XP_017757476.1	XP_017790631.1
OG0001916	XP_017765014.1	XP_017796382.1
OG0001917	XP_017760991.1, XP_017760989.1	XP_017787877.1
OG0001918	XP_017763607.1	XP_017791322.1
OG0001919	XP_017767106.1	XP_017789323.1
OG0001920	XP_017767432.1	XP_017790921.1
OG0001921	XP_017763586.1	XP_017790912.1
OG0001922	XP_017767074.1	XP_017788435.1
OG0001923	XP_017762230.1	XP_017787614.1
OG0001924	XP_017753378.1	XP_017795840.1
OG0001925	XP_017761061.1	XP_017794515.1
OG0001926	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1	XP_017787450.1, XP_017787451.1, XP_017787452.1
OG0001927	XP_017762217.1	XP_017794881.1
OG0001928	XP_017763555.1	XP_017793870.1
OG0001929	XP_017758422.1	XP_017795389.1
OG0001930	XP_017767356.1	XP_017790170.1
OG0001931	XP_017765319.1	XP_017792740.1
OG0001933	XP_017764880.1	XP_017788181.1
OG0001934	XP_017752418.1, XP_017752417.1, XP_017752416.1, XP_017752415.1, XP_017752419.1	XP_017788059.1
OG0001935	XP_017764257.1, XP_017764256.1	XP_017788329.1
OG0001936	XP_017756033.1	XP_017787497.1
OG0001937	XP_017755817.1	XP_017797362.1
OG0001938	XP_017755683.1	XP_017791839.1
OG0001939	XP_017757878.1	XP_017788602.1
OG0001940	XP_017757009.1	XP_017795175.1
OG0001941	XP_017762381.1	XP_017788269.1
OG0001942	XP_017752914.1	XP_017787537.1
OG0001943	XP_017766281.1	XP_017793244.1
OG0001944	XP_017764539.1	XP_017799157.1
OG0001945	XP_017754047.1	XP_017792958.1
OG0001946	XP_017760758.1, XP_017760756.1, XP_017760757.1	XP_017793389.1
OG0001947	XP_017762450.1	XP_017798164.1, XP_017798141.1
OG0001948	XP_017762965.1	XP_017787734.1
OG0001949	XP_017752502.1	XP_017787365.1
OG0001950	XP_017755402.1	XP_017788139.1
OG0001951	XP_017756638.1	XP_017793827.1, XP_017793829.1
OG0001952	XP_017761211.1, XP_017761210.1	XP_017787415.1
OG0001953	XP_017765746.1	XP_017787425.1
OG0001953	XP_017755082.1	XP_017787424.1
OG0001954	XP_017756097.1	XP_017791395.1
OG0001955	XP_017757643.1	XP_017787642.1
OG0001956	XP_017753105.1	XP_017796758.1
OG0001957	XP_017766185.1	XP_017788462.1
OG0001959	XP_017757533.1, XP_017757534.1	XP_017790743.1, XP_017790744.1
OG0001960	XP_017757784.1	XP_017796201.1
OG0001961	XP_017752378.1, XP_017752377.1, XP_017752376.1	XP_017788069.1, XP_017788070.1, XP_017788068.1
OG0001962	XP_017766862.1	XP_017788703.1
OG0001963	XP_017754260.1	XP_017790030.1
OG0001964	XP_017760597.1	XP_017789778.1
OG0001965	XP_017762781.1	XP_017792304.1
OG0001966	XP_017759308.1	XP_017798608.1
OG0001967	XP_017755508.1, XP_017755509.1	XP_017793653.1, XP_017793652.1
OG0001969	XP_017759640.1	XP_017795023.1
OG0001970	XP_017759951.1	XP_017798645.1
OG0001971	XP_017766134.1	XP_017789064.1
OG0001973	XP_017756938.1	XP_017791160.1
OG0001974	XP_017755388.1	XP_017796173.1
OG0001975	XP_017755986.1, XP_017755984.1	XP_017787874.1
OG0001976	XP_017757123.1	XP_017791025.1
OG0001977	XP_017763738.1	XP_017787779.1
OG0001978	XP_017756773.1	XP_017795294.1, XP_017795317.1
OG0001980	XP_017761036.1	XP_017794992.1
OG0001981	XP_017755033.1	XP_017795371.1
OG0001982	XP_017758684.1	XP_017796742.1
OG0001983	XP_017760683.1	XP_017793335.1
OG0001984	XP_017755957.1	XP_017791964.1
OG0001987	XP_017766719.1, XP_017766718.1, XP_017766720.1	XP_017788900.1, XP_017788899.1
OG0001988	XP_017753324.1	XP_017794234.1
OG0001989	XP_017752320.1, XP_017752319.1	XP_017788148.1
OG0001990	XP_017753479.1	XP_017788242.1
OG0001991	XP_017760145.1, XP_017760144.1	XP_017798955.1
OG0001992	XP_017764860.1	XP_017789417.1
OG0001993	XP_017755146.1	XP_017792661.1
OG0001994	XP_017763139.1	XP_017790509.1
OG0001995	XP_017761753.1	XP_017790497.1
OG0001996	XP_017755075.1	XP_017789613.1
OG0001997	XP_017752289.1	XP_017787566.1
OG0001998	XP_017758605.1	XP_017796933.1
OG0001999	XP_017767582.1	XP_017790073.1
OG0002000	XP_017759545.1	XP_017793103.1
OG0002001	XP_017755894.1	XP_017792497.1
OG0002002	XP_017755889.1	XP_017792484.1
OG0002004	XP_017761106.1	XP_017795278.1
OG0002005	XP_017757315.1	XP_017789516.1, XP_017789515.1
OG0002006	XP_017759628.1	XP_017794410.1
OG0002007	XP_017767759.1	XP_017795832.1
OG0002009	XP_017753666.1, XP_017753669.1, XP_017753668.1	XP_017796020.1
OG0002010	XP_017752695.1	XP_017790487.1
OG0002011	XP_017766231.1	XP_017796379.1
OG0002012	XP_017766388.1	XP_017788386.1
OG0002013	XP_017763091.1	XP_017790253.1, XP_017790252.1
OG0002014	XP_017766694.1	XP_017788968.1
OG0002015	XP_017755655.1	XP_017795614.1
OG0002016	XP_017766359.1	XP_017790429.1
OG0002017	XP_017765206.1	XP_017796557.1
OG0002018	XP_017754613.1, XP_017754612.1	XP_017798377.1
OG0002019	XP_017760760.1	XP_017793373.1
OG0002020	XP_017767599.1	XP_017796886.1
OG0002021	XP_017762697.1	XP_017787829.1
OG0002022	XP_017765315.1	XP_017792727.1
OG0002023	XP_017766536.1	XP_017788965.1
OG0002024	XP_017767611.1	XP_017796936.1
OG0002025	XP_017757131.1	XP_017798153.1
OG0002026	XP_017765553.1	XP_017787700.1
OG0002027	XP_017762169.1	XP_017794852.1
OG0002028	XP_017753177.1	XP_017792255.1
OG0002029	XP_017754661.1	XP_017798344.1
OG0002030	XP_017762052.1	XP_017795096.1
OG0002032	XP_017758759.1	XP_017790837.1
OG0002034	XP_017763079.1	XP_017790191.1
OG0002035	XP_017760243.1	XP_017798256.1
OG0002036	XP_017759696.1	XP_017794437.1
OG0002038	XP_017754470.1	XP_017791106.1
OG0002039	XP_017765511.1, XP_017765512.1	XP_017788001.1
OG0002040	XP_017760605.1	XP_017788025.1
OG0002041	XP_017763990.1	XP_017791400.1
OG0002042	XP_017757959.1	XP_017788587.1
OG0002043	XP_017752282.1, XP_017752256.1	XP_017793497.1
OG0002044	XP_017752860.1	XP_017787390.1
OG0002045	XP_017757902.1	XP_017788565.1
OG0002046	XP_017757202.1, XP_017757204.1	XP_017798292.1
OG0002047	XP_017755727.1	XP_017795083.1
OG0002048	XP_017757250.1	XP_017798250.1
OG0002049	XP_017763150.1	XP_017790481.1
OG0002050	XP_017753232.1, XP_017753233.1, XP_017753231.1, XP_017753230.1	XP_017794158.1
OG0002051	XP_017754517.1, XP_017754473.1	XP_017795014.1
OG0002053	XP_017761246.1	XP_017794639.1
OG0002054	XP_017759935.1	XP_017798595.1
OG0002055	XP_017767449.1	XP_017789536.1
OG0002056	XP_017760142.1, XP_017760141.1	XP_017798747.1
OG0002057	XP_017759866.1	XP_017798610.1
OG0002058	XP_017766985.1	XP_017792878.1
OG0002059	XP_017760572.1	XP_017798655.1
OG0002061	XP_017752436.1, XP_017752438.1, XP_017752437.1, XP_017752440.1, XP_017752439.1	XP_017788071.1
OG0002062	XP_017757107.1	XP_017791056.1
OG0002063	XP_017757613.1	XP_017790046.1
OG0002064	XP_017766552.1	XP_017788816.1
OG0002065	XP_017767275.1	XP_017798818.1
OG0002066	XP_017758096.1	XP_017796630.1, XP_017796629.1
OG0002067	XP_017752193.1	XP_017792812.1
OG0002068	XP_017753626.1	XP_017790945.1
OG0002069	XP_017760314.1	XP_017790423.1
OG0002070	XP_017755240.1, XP_017755233.1	XP_017796490.1
OG0002071	XP_017761158.1	XP_017792369.1
OG0002072	XP_017756922.1	XP_017791161.1
OG0002073	XP_017759529.1	XP_017798027.1
OG0002074	XP_017765211.1	XP_017796638.1
OG0002075	XP_017761371.1	XP_017788665.1
OG0002076	XP_017756261.1	XP_017794096.1
OG0002077	XP_017765013.1	XP_017796378.1
OG0002078	XP_017761900.1	XP_017792826.1, XP_017792827.1
OG0002079	XP_017752475.1	XP_017797620.1
OG0002080	XP_017752411.1	XP_017788106.1
OG0002081	XP_017752559.1	XP_017794022.1
OG0002082	XP_017756854.1	XP_017789006.1
OG0002083	XP_017761027.1	XP_017793908.1
OG0002084	XP_017766997.1	XP_017788062.1
OG0002085	XP_017763727.1	XP_017797417.1
OG0002086	XP_017766239.1	XP_017792178.1
OG0002087	XP_017754635.1	XP_017798403.1
OG0002088	XP_017758462.1	XP_017795392.1
OG0002089	XP_017761526.1	XP_017798730.1
OG0002090	XP_017760923.1	XP_017792953.1
OG0002091	XP_017763140.1	XP_017790529.1
OG0002092	XP_017763315.1	XP_017798340.1
OG0002093	XP_017754692.1	XP_017795343.1
OG0002094	XP_017756239.1	XP_017787784.1
OG0002095	XP_017767606.1	XP_017791449.1
OG0002096	XP_017756847.1, XP_017756848.1, XP_017756849.1	XP_017791132.1
OG0002097	XP_017756237.1	XP_017789668.1
OG0002098	XP_017759237.1	XP_017791772.1
OG0002099	XP_017755026.1	XP_017795030.1
OG0002099	XP_017759176.1	XP_017796136.1
OG0002100	XP_017757543.1, XP_017758365.1	XP_017795487.1
OG0002101	XP_017766163.1	XP_017789124.1
OG0002102	XP_017760478.1	XP_017793777.1
OG0002103	XP_017763770.1	XP_017787830.1
OG0002104	XP_017757412.1	XP_017790634.1
OG0002105	XP_017766097.1	XP_017789142.1
OG0002106	XP_017755462.1	XP_017794627.1
OG0002107	XP_017763711.1	XP_017793238.1
OG0002108	XP_017752804.1	XP_017799356.1
OG0002109	XP_017761008.1, XP_017761009.1	XP_017794923.1
OG0002110	XP_017757815.1	XP_017794707.1
OG0002111	XP_017767451.1	XP_017791966.1
OG0002113	XP_017758370.1, XP_017757979.1	XP_017795435.1, XP_017795434.1
OG0002114	XP_017753662.1	XP_017796008.1
OG0002115	XP_017760245.1	XP_017798347.1
OG0002116	XP_017764509.1	XP_017797836.1
OG0002117	XP_017757255.1	XP_017798139.1, XP_017798140.1
OG0002118	XP_017756942.1	XP_017791158.1
OG0002119	XP_017766154.1, XP_017766153.1	XP_017789201.1
OG0002120	XP_017754827.1	XP_017795585.1
OG0002121	XP_017761119.1	XP_017788552.1, XP_017788551.1
OG0002122	XP_017764050.1	XP_017795713.1
OG0002123	XP_017764665.1	XP_017799133.1
OG0002124	XP_017764429.1, XP_017764430.1	XP_017798413.1
OG0002125	XP_017761662.1	XP_017791241.1
OG0002126	XP_017759074.1	XP_017797509.1
OG0002127	XP_017765725.1	XP_017790551.1
OG0002128	XP_017758879.1	XP_017790259.1
OG0002129	XP_017767584.1	XP_017790100.1
OG0002130	XP_017759055.1, XP_017759054.1	XP_017797408.1
OG0002131	XP_017754640.1	XP_017798430.1
OG0002132	XP_017759411.1	XP_017797709.1
OG0002134	XP_017758644.1, XP_017761974.1	XP_017797395.1
OG0002136	XP_017763437.1	XP_017793076.1
OG0002137	XP_017762124.1	XP_017794942.1
OG0002138	XP_017758106.1, XP_017758107.1	XP_017796616.1
OG0002139	XP_017756475.1	XP_017791552.1
OG0002140	XP_017766910.1	XP_017789574.1
OG0002141	XP_017754310.1	XP_017790244.1
OG0002142	XP_017763258.1	XP_017790340.1
OG0002143	XP_017766945.1	XP_017789575.1
OG0002144	XP_017755009.1	XP_017787785.1
OG0002145	XP_017762839.1	XP_017797893.1
OG0002146	XP_017753420.1	XP_017791503.1
OG0002147	XP_017765728.1	XP_017790421.1
OG0002148	XP_017757379.1, XP_017757378.1	XP_017789435.1
OG0002149	XP_017763227.1	XP_017797811.1
OG0002150	XP_017760754.1	XP_017793377.1
OG0002151	XP_017752881.1	XP_017787558.1
OG0002152	XP_017753679.1	XP_017797525.1
OG0002153	XP_017754308.1	XP_017792959.1
OG0002154	XP_017767439.1	XP_017791570.1
OG0002156	XP_017761426.1	XP_017793812.1
OG0002156	XP_017756721.1	XP_017793794.1
OG0002157	XP_017764898.1	XP_017788246.1
OG0002158	XP_017753903.1	XP_017794773.1, XP_017794772.1
OG0002159	XP_017756146.1	XP_017792445.1
OG0002160	XP_017755570.1	XP_017797853.1
OG0002161	XP_017767552.1	XP_017796937.1
OG0002162	XP_017757621.1	XP_017790705.1
OG0002163	XP_017767026.1	XP_017789446.1
OG0002164	XP_017759356.1	XP_017797712.1
OG0002165	XP_017753265.1, XP_017753263.1	XP_017792341.1
OG0002166	XP_017755988.1	XP_017787915.1
OG0002167	XP_017765159.1	XP_017795635.1
OG0002168	XP_017756391.1, XP_017756392.1	XP_017788389.1
OG0002169	XP_017761752.1	XP_017790477.1
OG0002170	XP_017767370.1	XP_017791615.1
OG0002171	XP_017764741.1	XP_017790636.1
OG0002172	XP_017765741.1, XP_017765740.1, XP_017765739.1	XP_017790923.1
OG0002173	XP_017755901.1	XP_017792499.1
OG0002174	XP_017765293.1	XP_017795204.1
OG0002175	XP_017753363.1	XP_017788766.1
OG0002177	XP_017760286.1	XP_017790545.1
OG0002178	XP_017758487.1	XP_017796729.1
OG0002179	XP_017764207.1	XP_017799510.1, XP_017799508.1
OG0002180	XP_017754059.1	XP_017799163.1, XP_017799162.1
OG0002181	XP_017760400.1, XP_017760390.1	XP_017793141.1
OG0002182	XP_017766352.1	XP_017788701.1
OG0002183	XP_017755676.1	XP_017794883.1
OG0002184	XP_017757501.1	XP_017793701.1, XP_017793700.1
OG0002185	XP_017756035.1	XP_017795854.1
OG0002186	XP_017763854.1	XP_017792062.1
OG0002186	XP_017753402.1	XP_017791650.1
OG0002187	XP_017762849.1	XP_017791364.1
OG0002188	XP_017763578.1	XP_017795788.1
OG0002190	XP_017761664.1	XP_017791114.1
OG0002191	XP_017758923.1	XP_017789154.1
OG0002192	XP_017755628.1	XP_017795255.1
OG0002193	XP_017759337.1	XP_017797729.1
OG0002194	XP_017763741.1	XP_017787797.1
OG0002195	XP_017767567.1	XP_017796934.1
OG0002196	XP_017760622.1	XP_017788035.1
OG0002197	XP_017755308.1	XP_017792205.1
OG0002198	XP_017754544.1	XP_017791214.1
OG0002199	XP_017761731.1	XP_017795201.1
OG0002200	XP_017752252.1	XP_017794242.1
OG0002201	XP_017760545.1	XP_017787986.1
OG0002202	XP_017757069.1	XP_017793774.1
OG0002202	XP_017761112.1	XP_017788511.1
OG0002203	XP_017764650.1	XP_017799114.1
OG0002204	XP_017767667.1	XP_017796061.1
OG0002205	XP_017762220.1	XP_017794609.1
OG0002205	XP_017764569.1	XP_017794066.1
OG0002206	XP_017763733.1	XP_017787836.1
OG0002208	XP_017753017.1	XP_017789859.1
OG0002209	XP_017761412.1	XP_017787595.1
OG0002211	XP_017760691.1	XP_017793467.1
OG0002212	XP_017755843.1	XP_017797359.1
OG0002213	XP_017752445.1	XP_017797647.1
OG0002214	XP_017758931.1	XP_017789136.1
OG0002215	XP_017755252.1	XP_017792179.1
OG0002217	XP_017757269.1	XP_017789306.1
OG0002218	XP_017756587.1	XP_017792453.1
OG0002219	XP_017759530.1	XP_017788588.1
OG0002220	XP_017755286.1	XP_017792133.1
OG0002221	XP_017758865.1, XP_017758854.1	XP_017790299.1
OG0002222	XP_017760510.1	XP_017793954.1
OG0002223	XP_017762589.1	XP_017788301.1
OG0002224	XP_017763119.1	XP_017792691.1, XP_017792690.1, XP_017792689.1
OG0002225	XP_017766495.1	XP_017788756.1
OG0002226	XP_017752996.1	XP_017789876.1
OG0002227	XP_017753800.1	XP_017794783.1
OG0002228	XP_017762635.1, XP_017762636.1, XP_017762633.1, XP_017762634.1, XP_017762632.1, XP_017762637.1	XP_017787569.1, XP_017787570.1, XP_017787568.1
OG0002229	XP_017760820.1	XP_017793429.1
OG0002230	XP_017763775.1	XP_017787839.1
OG0002231	XP_017761137.1	XP_017799230.1, XP_017799231.1
OG0002236	XP_017761542.1	XP_017798601.1
OG0002237	XP_017767570.1	XP_017796893.1
OG0002238	XP_017760070.1	XP_017798090.1
OG0002239	XP_017755395.1	XP_017788041.1
OG0002241	XP_017765220.1	XP_017796717.1, XP_017796718.1
OG0002242	XP_017759988.1	XP_017789623.1, XP_017789624.1
OG0002243	XP_017763787.1	XP_017787857.1
OG0002244	XP_017754511.1, XP_017754512.1	XP_017788516.1
OG0002245	XP_017765140.1	XP_017789340.1
OG0002246	XP_017764465.1, XP_017764466.1	XP_017798469.1
OG0002247	XP_017765845.1	XP_017797173.1
OG0002248	XP_017755383.1, XP_017755385.1, XP_017755384.1	XP_017788125.1
OG0002249	XP_017762772.1, XP_017762773.1	XP_017792075.1
OG0002250	XP_017767125.1	XP_017787656.1
OG0002251	XP_017762777.1	XP_017792261.1
OG0002252	XP_017753593.1, XP_017753594.1	XP_017792804.1
OG0002253	XP_017766617.1	XP_017788198.1
OG0002254	XP_017766261.1, XP_017766263.1	XP_017793221.1
OG0002255	XP_017763573.1	XP_017799026.1
OG0002256	XP_017759533.1	XP_017797961.1
OG0002257	XP_017763282.1	XP_017799228.1
OG0002258	XP_017753018.1	XP_017789850.1, XP_017789851.1
OG0002259	XP_017764422.1	XP_017798343.1
OG0002260	XP_017755739.1	XP_017795090.1
OG0002261	XP_017757588.1	XP_017790738.1
OG0002262	XP_017762243.1	XP_017793516.1
OG0002263	XP_017752966.1, XP_017752965.1	XP_017796327.1
OG0002264	XP_017763234.1	XP_017787980.1
OG0002265	XP_017753166.1	XP_017792335.1
OG0002266	XP_017758988.1	XP_017799567.1
OG0002267	XP_017752666.1	XP_017797176.1
OG0002268	XP_017757171.1	XP_017798114.1, XP_017798113.1
OG0002269	XP_017763850.1	XP_017792021.1
OG0002270	XP_017757312.1	XP_017789444.1
OG0002271	XP_017764261.1	XP_017791412.1
OG0002272	XP_017754447.1	XP_017797883.1
OG0002273	XP_017759151.1	XP_017799370.1
OG0002274	XP_017759555.1	XP_017792694.1
OG0002275	XP_017764244.1	XP_017790860.1
OG0002276	XP_017761528.1	XP_017798642.1
OG0002277	XP_017753530.1	XP_017791925.1
OG0002278	XP_017760886.1	XP_017793386.1
OG0002279	XP_017752214.1	XP_017795765.1
OG0002280	XP_017762854.1	XP_017797848.1
OG0002281	XP_017761739.1	XP_017791004.1
OG0002282	XP_017761281.1	XP_017787905.1
OG0002283	XP_017753869.1, XP_017753868.1, XP_017753867.1	XP_017795890.1
OG0002284	XP_017758545.1	XP_017792108.1
OG0002285	XP_017760594.1	XP_017788002.1
OG0002286	XP_017752172.1	XP_017795837.1
OG0002287	XP_017763245.1	XP_017797532.1
OG0002288	XP_017754808.1, XP_017754806.1, XP_017754807.1	XP_017795540.1
OG0002289	XP_017764357.1	XP_017792312.1
OG0002290	XP_017753064.1	XP_017788288.1
OG0002291	XP_017761854.1	XP_017791894.1, XP_017791893.1
OG0002292	XP_017763567.1	XP_017799186.1
OG0002293	XP_017752176.1	XP_017795785.1
OG0002295	XP_017761885.1	XP_017797938.1
OG0002296	XP_017765962.1	XP_017796824.1, XP_017796827.1
OG0002297	XP_017766519.1	XP_017788929.1, XP_017788927.1, XP_017788926.1
OG0002298	XP_017765266.1	XP_017789486.1
OG0002299	XP_017760302.1	XP_017790406.1
OG0002300	XP_017756135.1	XP_017787557.1
OG0002301	XP_017764508.1, XP_017764489.1	XP_017797889.1, XP_017797139.1, XP_017797874.1
OG0002302	XP_017761996.1	XP_017787471.1
OG0002303	XP_017762655.1	XP_017792276.1
OG0002304	XP_017756404.1	XP_017798198.1
OG0002305	XP_017763969.1	XP_017797149.1
OG0002306	XP_017756688.1	XP_017792613.1
OG0002307	XP_017755691.1	XP_017794567.1
OG0002308	XP_017760546.1	XP_017787987.1
OG0002309	XP_017761535.1	XP_017798667.1
OG0002310	XP_017752752.1	XP_017790144.1
OG0002311	XP_017755205.1	XP_017794191.1
OG0002312	XP_017766763.1	XP_017788814.1
OG0002313	XP_017760850.1	XP_017793477.1
OG0002314	XP_017755039.1, XP_017755040.1	XP_017795376.1
OG0002315	XP_017762891.1	XP_017797813.1
OG0002316	XP_017752333.1	XP_017788117.1
OG0002317	XP_017767034.1	XP_017788746.1
OG0002318	XP_017757511.1	XP_017793680.1
OG0002319	XP_017756113.1	XP_017792443.1
OG0002320	XP_017767323.1	XP_017790944.1
OG0002321	XP_017765410.1	XP_017794494.1
OG0002322	XP_017762460.1, XP_017762459.1	XP_017798596.1
OG0002323	XP_017757132.1	XP_017798264.1
OG0002324	XP_017756291.1	XP_017796512.1
OG0002325	XP_017760573.1	XP_017787979.1
OG0002326	XP_017760825.1	XP_017793453.1
OG0002327	XP_017755483.1	XP_017794687.1
OG0002328	XP_017760808.1	XP_017793422.1, XP_017793423.1
OG0002329	XP_017756745.1	XP_017793790.1
OG0002330	XP_017758014.1	XP_017793860.1
OG0002331	XP_017767602.1	XP_017788523.1, XP_017792107.1
OG0002332	XP_017767633.1	XP_017791439.1
OG0002333	XP_017764974.1, XP_017764975.1	XP_017792899.1
OG0002334	XP_017760711.1	XP_017793359.1
OG0002335	XP_017766615.1	XP_017788841.1
OG0002336	XP_017767219.1	XP_017797044.1
OG0002337	XP_017759414.1	XP_017792657.1
OG0002338	XP_017763485.1	XP_017789980.1
OG0002339	XP_017767398.1	XP_017789841.1
OG0002340	XP_017766076.1	XP_017799170.1
OG0002341	XP_017766981.1	XP_017792871.1
OG0002342	XP_017754523.1	XP_017788521.1
OG0002343	XP_017756802.1	XP_017789012.1
OG0002344	XP_017762131.1	XP_017794935.1
OG0002345	XP_017752280.1	XP_017794159.1
OG0002346	XP_017752563.1	XP_017797750.1
OG0002347	XP_017760985.1	XP_017787908.1
OG0002348	XP_017767352.1	XP_017790021.1
OG0002349	XP_017757912.1	XP_017788571.1
OG0002350	XP_017756668.1	XP_017793839.1
OG0002351	XP_017758197.1	XP_017789962.1
OG0002352	XP_017761724.1	XP_017791038.1
OG0002353	XP_017764831.1	XP_017788483.1
OG0002354	XP_017765236.1	XP_017796663.1
OG0002355	XP_017760946.1	XP_017793059.1
OG0002356	XP_017767318.1	XP_017789742.1
OG0002357	XP_017755180.1	XP_017794201.1
OG0002358	XP_017765373.1	XP_017795416.1
OG0002359	XP_017764262.1, XP_017764263.1	XP_017789679.1
OG0002360	XP_017759891.1, XP_017759892.1	XP_017798548.1
OG0002361	XP_017764413.1	XP_017798473.1
OG0002362	XP_017756019.1, XP_017756018.1	XP_017787465.1
OG0002363	XP_017763036.1	XP_017790334.1
OG0002364	XP_017757328.1	XP_017789522.1
OG0002365	XP_017767336.1	XP_017797192.1
OG0002366	XP_017756933.1	XP_017799478.1
OG0002367	XP_017766573.1	XP_017788873.1
OG0002368	XP_017754519.1	XP_017788522.1
OG0002369	XP_017767395.1	XP_017790182.1, XP_017790190.1, XP_017790204.1, XP_017790198.1
OG0002370	XP_017753716.1	XP_017788339.1
OG0002371	XP_017764113.1	XP_017796245.1
OG0002372	XP_017758774.1	XP_017790790.1
OG0002373	XP_017764758.1	XP_017790835.1
OG0002374	XP_017755045.1	XP_017789215.1
OG0002375	XP_017766189.1	XP_017791683.1
OG0002376	XP_017758823.1	XP_017794341.1, XP_017794340.1
OG0002377	XP_017754211.1	XP_017799408.1
OG0002378	XP_017752591.1, XP_017752590.1	XP_017797821.1
OG0002379	XP_017757518.1	XP_017793707.1
OG0002380	XP_017760931.1, XP_017760929.1, XP_017760930.1	XP_017793506.1
OG0002381	XP_017752127.1, XP_017752129.1	XP_017795822.1
OG0002383	XP_017756575.1	XP_017789035.1
OG0002383	XP_017756585.1	XP_017789034.1
OG0002384	XP_017766240.1	XP_017792399.1
OG0002385	XP_017756895.1	XP_017791162.1
OG0002386	XP_017757778.1	XP_017787577.1
OG0002387	XP_017758112.1, XP_017758111.1	XP_017796529.1
OG0002388	XP_017761689.1	XP_017792332.1, XP_017792333.1
OG0002389	XP_017753154.1, XP_017753153.1, XP_017753156.1	XP_017792311.1
OG0002390	XP_017767450.1	XP_017790137.1
OG0002391	XP_017755234.1	XP_017792123.1
OG0002392	XP_017765251.1, XP_017765250.1, XP_017765252.1	XP_017796603.1
OG0002393	XP_017755306.1	XP_017792196.1
OG0002394	XP_017755108.1	XP_017789732.1
OG0002395	XP_017763497.1	XP_017798894.1
OG0002397	XP_017766403.1, XP_017766404.1	XP_017788815.1, XP_017788891.1
OG0002398	XP_017756321.1	XP_017796483.1
