Orthogroup	Bombyx_mori	Habropoda_laboriosa
OG0000993	NP_001037364.1, XP_037872127.1	XP_017790440.1, XP_017790439.1
OG0000994	NP_001040167.1	XP_017787743.1, XP_017787742.1
OG0000995	NP_001106230.1	XP_017793902.1
OG0000996	NP_001036909.1	XP_017798002.1
OG0000997	XP_004933539.1	XP_017790667.1
OG0000997	XP_004930162.1	XP_017790718.1
OG0000998	NP_001108463.1, XP_021204265.2	XP_017796896.1
OG0000999	XP_037871889.1, NP_001036847.1	XP_017797216.1, XP_017799499.1, XP_017799501.1
OG0001000	XP_004927100.1	XP_017794216.1
OG0001001	NP_001091815.1	XP_017792720.1, XP_017796721.1
OG0001002	NP_001091821.1	XP_017793561.1
OG0001003	XP_004930115.1, XP_004930116.1	XP_017790012.1
OG0001004	XP_021207158.1	XP_017789906.1
OG0001005	XP_004930344.1	XP_017794612.1
OG0001006	XP_037877686.1, XP_037877687.1	XP_017792828.1
OG0001007	XP_012551579.1	XP_017798760.1
OG0001008	NP_001243922.1, XP_037869044.1, NP_001037034.1	XP_017792993.1
OG0001009	XP_037876105.1	XP_017791086.1, XP_017793159.1
OG0001011	XP_004930447.2	XP_017787472.1
OG0001012	XP_012551938.1, XP_037873592.1	XP_017794933.1
OG0001013	XP_004933411.1, XP_004933410.1	XP_017794724.1
OG0001014	XP_004926225.3	XP_017794470.1
OG0001015	XP_004931112.2, XP_037868988.1	XP_017792510.1
OG0001016	XP_004932217.1	XP_017799271.1, XP_017793345.1
OG0001017	XP_012548326.1, XP_012548337.1, XP_004922144.1, XP_021204671.1	XP_017797250.1
OG0001018	XP_037875036.1, NP_001091845.1	XP_017797462.1
OG0001019	XP_037869186.1	XP_017793134.1
OG0001020	XP_004925875.1	XP_017789381.1, XP_017789380.1
OG0001022	XP_012548973.1	XP_017799605.1, XP_017799476.1
OG0001023	XP_021202636.2	XP_017793074.1
OG0001025	XP_012544535.2	XP_017789768.1
OG0001026	XP_004922009.1	XP_017793169.1
OG0001027	XP_004925186.1	XP_017790747.1
OG0001028	NP_001040546.1, XP_012546310.1	XP_017797428.1
OG0001030	XP_004932570.1	XP_017794691.1
OG0001031	XP_037877146.1	XP_017799348.1
OG0001032	XP_004923640.1	XP_017788914.1
OG0001033	XP_012545394.1, NP_001161188.1	XP_017794185.1
OG0001034	XP_037875314.1, XP_037875312.1	XP_017790815.1
OG0001035	XP_037870647.1	XP_017798930.1
OG0001036	XP_004931447.2	XP_017795616.1, XP_017795677.1
OG0001037	NP_001037080.1, XP_004926655.1, XP_004926654.1, XP_037867715.1, XP_037867716.1	XP_017790430.1, XP_017790431.1
OG0001038	XP_012549948.1	XP_017792175.1
OG0001039	XP_004921977.2, XP_037877272.1	XP_017796826.1
OG0001040	XP_021204516.2	XP_017799164.1
OG0001041	XP_004932148.1	XP_017789061.1
OG0001042	XP_037876973.1, XP_037876972.1, XP_037876971.1	XP_017789326.1, XP_017789408.1
OG0001044	XP_037868906.1, XP_021208939.1	XP_017791575.1, XP_017795362.1
OG0001045	XP_004923807.1, XP_004923839.3, XP_037871303.1	XP_017790179.1
OG0001046	XP_004929883.1, XP_004929882.1	XP_017791432.1
OG0001048	XP_037876905.1, XP_037876906.1	XP_017795776.1
OG0001049	XP_037866893.1, XP_037866897.1, XP_021207763.2	XP_017794343.1
OG0001050	NP_001037042.1	XP_017790303.1, XP_017790304.1
OG0001052	XP_004926923.1	XP_017795354.1
OG0001053	NP_001036970.1, XP_021203004.2	XP_017793455.1, XP_017797131.1
OG0001054	XP_037877208.1, XP_037872743.1	XP_017798355.1
OG0001055	XP_037874322.1	XP_017788782.1
OG0001056	XP_021208201.1, XP_012551775.1, XP_004933144.1, XP_004933143.1	XP_017798040.1
OG0001057	XP_012546102.1	XP_017790819.1
OG0001058	XP_037869696.1	XP_017793882.1
OG0001059	NP_001165393.1, XP_037873012.1	XP_017792663.1, XP_017787398.1
OG0001060	XP_037874163.1, XP_037874164.1, XP_037874165.1	XP_017798068.1
OG0001061	XP_012544018.2	XP_017790776.1, XP_017790768.1
OG0001062	XP_004927760.2, XP_037875315.1	XP_017794836.1
OG0001063	XP_012545541.3	XP_017796567.1, XP_017789033.1
OG0001064	XP_012548764.2	XP_017790366.1, XP_017795419.1
OG0001065	NP_001106139.1, XP_012544167.1	XP_017790514.1, XP_017790523.1
OG0001066	XP_004929225.1	XP_017793380.1
OG0001067	XP_012549214.1	XP_017793086.1, XP_017793087.1
OG0001068	XP_037876252.1, XP_021208008.2, XP_012551482.1	XP_017792027.1
OG0001069	XP_004932579.1	XP_017797696.1
OG0001070	XP_004930760.1, XP_004930761.1	XP_017799386.1
OG0001071	XP_012544371.1, XP_012544374.1	XP_017796974.1
OG0001072	XP_037874093.1, XP_037874090.1	XP_017788753.1
OG0001073	XP_021203320.2, XP_021203319.1	XP_017799416.1, XP_017799418.1
OG0001074	XP_004930337.1	XP_017788486.1
OG0001075	XP_037872729.1	XP_017793293.1
OG0001076	XP_037874441.1, XP_004929657.1	XP_017789934.1
OG0001077	NP_001040222.1	XP_017787604.1
OG0001078	XP_012546938.2	XP_017792576.1
OG0001079	XP_012545888.2	XP_017790812.1
OG0001081	XP_004925864.1, XP_012545586.2	XP_017794598.1
OG0001083	XP_004925857.1	XP_017794732.1
OG0001084	XP_004931981.2	XP_017797736.1
OG0001085	XP_004924088.1, XP_004924087.1	XP_017789773.1
OG0001086	XP_004926056.1, XP_012545716.1	XP_017798124.1
OG0001090	NP_001037162.1, XP_012549564.1	XP_017798240.1
OG0001091	XP_004929855.2	XP_017790227.1
OG0001092	XP_012548309.1, NP_001037470.1	XP_017791777.1
OG0001093	XP_004931699.1	XP_017791608.1
OG0001094	XP_012547124.1, NP_001040452.1	XP_017788348.1
OG0001095	NP_001040518.1	XP_017788406.1
OG0001096	XP_021203548.1, XP_004925978.1	XP_017798306.1
OG0001097	NP_001040313.1	XP_017789927.1
OG0001098	XP_004926527.1	XP_017792425.1
OG0001099	NP_001093089.1	XP_017788691.1
OG0001100	NP_001040216.1	XP_017796785.1
OG0001101	XP_004922168.1, XP_037873380.1	XP_017793448.1
OG0001102	NP_001037114.1	XP_017797114.1, XP_017797120.1, XP_017797128.1
OG0001103	NP_001037108.1	XP_017787457.1
OG0001104	XP_004934317.1	XP_017792186.1, XP_017792187.1
OG0001105	XP_037871716.1, XP_037871717.1	XP_017796391.1, XP_017788405.1
OG0001106	XP_004927328.1, XP_004927327.1, XP_004927329.1	XP_017790070.1, XP_017790069.1, XP_017790068.1, XP_017790067.1
OG0001107	XP_004926469.1	XP_017787476.1, XP_017787477.1
OG0001108	XP_021203928.2	XP_017787438.1
OG0001109	XP_012545410.1	XP_017799546.1
OG0001110	XP_004930468.1	XP_017793395.1
OG0001111	XP_004924201.1	XP_017799217.1
OG0001112	NP_001266326.1, XP_012547737.1	XP_017795314.1
OG0001113	XP_004931327.2	XP_017796065.1
OG0001114	XP_004932918.1, XP_012551624.1	XP_017793961.1
OG0001115	XP_004931997.1	XP_017794095.1
OG0001116	XP_037868483.1	XP_017790868.1
OG0001117	XP_012549213.2	XP_017791612.1
OG0001118	XP_004922745.1	XP_017792580.1, XP_017792579.1
OG0001119	XP_004929815.1, XP_012549045.1	XP_017790278.1
OG0001120	XP_004922742.2	XP_017790307.1
OG0001120	XP_004933542.1	XP_017790323.1
OG0001121	XP_021207858.2, NP_001180543.1	XP_017798993.1
OG0001122	XP_037869135.1	XP_017792702.1
OG0001123	XP_004931101.1, XP_004931100.1	XP_017796328.1
OG0001124	XP_037873124.1	XP_017795466.1
OG0001125	XP_037867289.1, XP_012551742.1, XP_004933168.1, XP_004933169.1, XP_021208191.1	XP_017792006.1
OG0001126	XP_037872173.1	XP_017790511.1
OG0001127	XP_012551002.1	XP_017792412.1
OG0001129	XP_021203161.1	XP_017793721.1
OG0001130	NP_001106222.1	XP_017788760.1
OG0001131	NP_001036904.1, XP_021205859.1	XP_017794733.1, XP_017794736.1
OG0001132	XP_037870554.1	XP_017798283.1
OG0001133	XP_004930615.1	XP_017790379.1
OG0001134	XP_037877752.1	XP_017788785.1, XP_017788783.1
OG0001135	XP_037877715.1, XP_037877714.1	XP_017788325.1
OG0001137	XP_004933072.1	XP_017791724.1
OG0001138	XP_037877664.1, NP_001040359.1	XP_017792825.1
OG0001139	XP_012544364.1, XP_012544366.1	XP_017793562.1, XP_017793521.1
OG0001140	XP_021205705.1, NP_001103403.1	XP_017791967.1, XP_017791969.1, XP_017791968.1
OG0001141	XP_037872989.1	XP_017792956.1
OG0001142	XP_037868754.1	XP_017798441.1
OG0001143	XP_004931875.1	XP_017790008.1
OG0001144	XP_012548247.2, XP_037876489.1, XP_037876488.1	XP_017796702.1, XP_017796700.1
OG0001145	XP_012543901.1	XP_017794335.1
OG0001146	XP_004921594.1	XP_017796071.1, XP_017795555.1
OG0001147	XP_012547142.2	XP_017797841.1
OG0001148	XP_004928140.1, XP_012547674.1, XP_037873134.1	XP_017795537.1
OG0001149	XP_037867251.1	XP_017793333.1
OG0001150	XP_004925200.1, XP_021203010.1	XP_017796677.1, XP_017796687.1, XP_017796693.1
OG0001151	XP_012545538.1, NP_001103478.1	XP_017795565.1
OG0001152	XP_012547811.1, XP_012547814.1	XP_017792000.1
OG0001153	XP_004924521.2	XP_017787961.1, XP_017787944.1
OG0001154	XP_037868706.1, XP_004924023.1	XP_017795909.1
OG0001155	XP_037871158.1	XP_017792586.1, XP_017792588.1
OG0001156	XP_004928302.1	XP_017795451.1, XP_017795453.1, XP_017795452.1
OG0001157	XP_004926833.1	XP_017787962.1
OG0001158	XP_012551780.2	XP_017794186.1
OG0001159	XP_037876270.1	XP_017790862.1
OG0001160	XP_004921968.1, XP_037877276.1	XP_017796269.1
OG0001161	NP_001093315.1	XP_017787998.1
OG0001162	XP_037873093.1	XP_017796046.1
OG0001163	XP_037877307.1, NP_001243921.1	XP_017791998.1
OG0001164	XP_012544977.1	XP_017795510.1
OG0001165	XP_037871563.1, XP_037871559.1	XP_017789600.1
OG0001166	XP_037869122.1	XP_017790887.1, XP_017790888.1
OG0001167	XP_004925143.1	XP_017797480.1
OG0001169	XP_004933290.1, XP_004933289.1	XP_017798652.1
OG0001170	NP_001040307.1, XP_037873399.1	XP_017795650.1
OG0001171	XP_037871074.1, XP_037871077.1	XP_017797867.1, XP_017797866.1
OG0001172	XP_037871481.1, NP_001139127.1	XP_017796079.1, XP_017796077.1, XP_017796001.1
OG0001173	XP_004923145.2, XP_037875779.1	XP_017794551.1
OG0001174	XP_004931972.1	XP_017796522.1, XP_017791429.1
OG0001175	XP_037875209.1	XP_017794203.1
OG0001176	XP_004931359.1	XP_017787744.1
OG0001178	XP_021204911.1, XP_004927733.1	XP_017787467.1
OG0001179	XP_012550481.2	XP_017795447.1, XP_017795448.1
OG0001180	XP_037872073.1	XP_017795320.1
OG0001181	XP_004927791.1	XP_017793736.1
OG0001182	XP_037875670.1, XP_037875884.1	XP_017797539.1
OG0001183	XP_037869217.1, XP_037869220.1	XP_017788177.1
OG0001184	XP_012549667.1, XP_012549669.1	XP_017791578.1
OG0001185	XP_037874622.1, NP_001165114.1	XP_017795033.1
OG0001186	XP_004924300.1	XP_017787503.1
OG0001187	XP_012551805.2	XP_017787427.1, XP_017787426.1
OG0001188	XP_004924079.1	XP_017793637.1
OG0001189	XP_037877740.1	XP_017798593.1, XP_017798592.1
OG0001191	XP_021204668.1, XP_037870110.1, XP_021204693.1	XP_017791789.1
OG0001193	NP_001093292.1, XP_021203117.2, NP_001103402.1	XP_017798119.1, XP_017798120.1, XP_017798118.1
OG0001195	XP_037877359.1	XP_017793235.1
OG0001198	XP_004925553.1	XP_017793237.1
OG0001199	XP_012551521.2, XP_021207983.2, XP_037868317.1, XP_037868319.1, XP_037868313.1	XP_017794193.1
OG0001202	XP_037869396.1, XP_037869397.1	XP_017793302.1
OG0001203	NP_001296540.1	XP_017793585.1, XP_017798964.1
OG0001204	XP_037874979.1	XP_017790875.1
OG0001205	XP_004933672.2	XP_017791872.1, XP_017791131.1
OG0001206	XP_004929966.1, XP_037869097.1	XP_017791642.1
OG0001208	XP_037876320.1, XP_012553119.1, XP_021209257.1	XP_017790628.1
OG0001211	XP_021205177.2, XP_021205176.2, XP_021205173.2, XP_004928771.2, XP_021205174.2, XP_012544584.1	XP_017787783.1
OG0001214	NP_001040279.1, XP_012551201.1	XP_017789681.1
OG0001215	XP_037872613.1, XP_037872615.1, XP_021208348.1	XP_017798547.1, XP_017798546.1
OG0001216	XP_012550836.2	XP_017794283.1
OG0001217	XP_004927890.1	XP_017792789.1, XP_017792788.1
OG0001218	NP_001040120.1	XP_017789176.1
OG0001219	XP_004929153.2	XP_017794970.1, XP_017794969.1, XP_017794971.1
OG0001220	XP_004930794.1	XP_017794910.1
OG0001222	XP_004922174.2	XP_017791866.1
OG0001223	XP_037872237.1	XP_017793281.1, XP_017793280.1, XP_017793279.1
OG0001224	XP_004926867.1	XP_017794876.1, XP_017794877.1
OG0001225	NP_001040311.1	XP_017791124.1
OG0001227	XP_021209023.1, XP_021209021.1, XP_021209019.1	XP_017794326.1
OG0001228	XP_012545774.2, XP_037876543.1	XP_017796637.1
OG0001229	NP_001037132.1, XP_012548070.1	XP_017797851.1
OG0001230	NP_001037259.1	XP_017792169.1
OG0001231	XP_037869352.1	XP_017789848.1
OG0001232	XP_037869261.1, XP_037869262.1	XP_017792305.1
OG0001233	XP_012549545.1	XP_017788868.1
OG0001234	XP_037874331.1, XP_021203183.1, XP_004925455.2	XP_017791314.1
OG0001236	XP_004931956.1	XP_017794895.1
OG0001238	XP_021203590.2, XP_021203599.1	XP_017791251.1, XP_017791249.1
OG0001239	XP_012548121.3	XP_017797854.1
OG0001240	NP_001040150.1	XP_017789228.1
OG0001241	XP_012551265.1	XP_017790274.1
OG0001242	XP_021203674.1, XP_004926232.2	XP_017792291.1, XP_017792290.1
OG0001243	XP_004921561.1	XP_017793502.1
OG0001244	XP_004931363.1	XP_017793483.1
OG0001245	XP_012547946.1, XP_021205147.1, XP_037871844.1, XP_037871843.1	XP_017790098.1
OG0001246	XP_021205319.1, XP_021205320.1, XP_012547940.1, XP_021205318.1	XP_017790026.1
OG0001247	NP_001280620.1, XP_012547444.1	XP_017791643.1
OG0001248	NP_001266436.1	XP_017788567.1
OG0001249	XP_037873698.1	XP_017792076.1
OG0001250	XP_012547191.3, XP_037871060.1	XP_017791228.1
OG0001251	XP_021202275.2, XP_021202277.2	XP_017796273.1
OG0001253	XP_037868796.1	XP_017790271.1
OG0001255	XP_004932670.4	XP_017795498.1
OG0001256	XP_037870663.1, NP_001036985.1	XP_017789195.1
OG0001257	XP_012546555.1	XP_017793031.1
OG0001258	XP_037870191.1	XP_017798081.1
OG0001259	XP_037874041.1	XP_017797413.1
OG0001260	NP_001040211.1	XP_017793568.1, XP_017793567.1, XP_017793569.1
OG0001261	XP_021208090.1	XP_017791159.1
OG0001262	XP_021205442.1	XP_017797401.1
OG0001263	NP_001037452.1	XP_017797309.1
OG0001264	XP_037867170.1	XP_017795290.1, XP_017795289.1
OG0001265	NP_001266388.1	XP_017798006.1
OG0001267	XP_037866491.1	XP_017787420.1
OG0001268	XP_021205844.2	XP_017794719.1, XP_017787623.1
OG0001269	XP_037869606.1	XP_017794314.1
OG0001270	NP_001040175.1	XP_017791916.1
OG0001272	XP_037871475.1, NP_001093314.1, NP_001098702.1, NP_001098700.1	XP_017793344.1
OG0001273	XP_037866725.1, NP_001116823.2	XP_017792157.1
OG0001274	XP_012544435.2	XP_017793673.1
OG0001275	XP_037875688.1	XP_017795918.1, XP_017795917.1
OG0001277	XP_004931850.2, XP_021207347.2	XP_017789364.1
OG0001278	XP_037875820.1	XP_017799281.1
OG0001279	XP_012546213.2	XP_017797185.1
OG0001280	XP_012550549.1, NP_001098067.2	XP_017795758.1
OG0001281	XP_004932331.1	XP_017796815.1, XP_017796814.1
OG0001283	XP_012551935.1, NP_001037644.1	XP_017787817.1
OG0001284	XP_012544695.2, XP_012544697.2	XP_017789264.1
OG0001286	XP_004933304.1	XP_017794682.1
OG0001287	XP_037874173.1	XP_017799309.1
OG0001288	XP_037876362.1	XP_017794630.1
OG0001289	XP_004922571.1	XP_017790186.1
OG0001291	XP_021202357.1, NP_001037055.1	XP_017787574.1
OG0001292	XP_037877060.1	XP_017794711.1
OG0001293	XP_004923001.1, XP_004923002.1	XP_017791613.1, XP_017791614.1
OG0001294	XP_021204295.1	XP_017791867.1
OG0001295	XP_004933504.2, XP_037873395.1	XP_017795856.1
OG0001298	XP_037867209.1	XP_017794351.1
OG0001299	XP_004928614.1	XP_017791479.1
OG0001300	XP_037876736.1	XP_017794851.1
OG0001301	XP_037869383.1	XP_017790952.1
OG0001302	XP_037870217.1, XP_037870210.1	XP_017799006.1
OG0001303	XP_037875592.1, XP_037875594.1	XP_017787889.1
OG0001304	XP_004930048.2	XP_017796582.1
OG0001305	NP_001091843.1	XP_017787786.1, XP_017797135.1
OG0001306	XP_037872003.1, XP_037872009.1	XP_017792109.1, XP_017792103.1
OG0001307	XP_037871814.1	XP_017793580.1, XP_017793581.1
OG0001308	XP_037868945.1, XP_004931237.2	XP_017791535.1
OG0001310	XP_004931319.1	XP_017795523.1
OG0001312	NP_001040409.1	XP_017798013.1, XP_017798014.1
OG0001313	XP_004931506.1	XP_017797817.1, XP_017798370.1
OG0001314	XP_037868789.1, XP_037868793.1, XP_037868792.1, XP_037868791.1, XP_037868790.1, XP_037868795.1, XP_037868794.1	XP_017794954.1
OG0001315	XP_037871474.1, XP_012546336.2	XP_017794688.1
OG0001316	NP_001036998.2	XP_017799149.1
OG0001317	XP_004930755.1	XP_017794755.1
OG0001317	XP_004930756.1	XP_017797048.1
OG0001318	XP_037866753.1, NP_001040253.1	XP_017795381.1
OG0001320	XP_004924759.1, XP_004924776.1	XP_017798369.1
OG0001322	XP_012545066.1, XP_012545062.1	XP_017796027.1
OG0001323	NP_001166748.1	XP_017793063.1, XP_017793532.1
OG0001328	XP_004923057.1	XP_017789480.1
OG0001329	XP_004927515.1, XP_037873856.1	XP_017795671.1
OG0001330	XP_037874170.1	XP_017798173.1
OG0001331	XP_021204676.1, NP_001037564.1	XP_017791167.1
OG0001332	NP_001037586.1	XP_017791396.1, XP_017791323.1
OG0001333	XP_037871533.1, NP_001037243.1	XP_017797324.1
OG0001334	XP_012545428.1, NP_001136083.1	XP_017791000.1, XP_017791067.1
OG0001335	XP_004930207.1, XP_004930205.1	XP_017790167.1
OG0001336	XP_004930907.1	XP_017792872.1
OG0001337	XP_004930268.2, XP_012544537.2	XP_017790338.1
OG0001338	XP_037868459.1	XP_017792954.1
OG0001339	NP_001244268.1, NP_001266404.1	XP_017788142.1
OG0001340	NP_001037165.1, XP_012545340.1	XP_017787707.1, XP_017787708.1
OG0001341	XP_004932389.1	XP_017795388.1
OG0001342	XP_037866745.1, NP_001037011.1	XP_017788387.1
OG0001343	XP_037875228.1	XP_017798551.1, XP_017798665.1
OG0001345	XP_004930391.1	XP_017790730.1
OG0001346	XP_037867854.1, XP_037867853.1, XP_037867852.1	XP_017796462.1
OG0001347	XP_004924763.1	XP_017796171.1
OG0001348	XP_037868035.1	XP_017791185.1
OG0001349	XP_037868296.1, XP_004932184.1	XP_017795887.1
OG0001350	XP_021206894.1, XP_037877388.1, XP_037877464.1, NP_001093288.1	XP_017789757.1
OG0001351	XP_004927142.1	XP_017791835.1
OG0001352	XP_012550733.1	XP_017791357.1, XP_017791358.1
OG0001353	XP_004922173.1	XP_017791776.1
OG0001354	XP_037873431.1, XP_037873434.1	XP_017792160.1
OG0001355	XP_012552803.2	XP_017796204.1
OG0001356	XP_012548900.1	XP_017793554.1
OG0001357	XP_021209301.1, XP_021209300.1	XP_017792393.1
OG0001359	NP_001040366.1, XP_004930970.1	XP_017798445.1
OG0001362	XP_004922990.2	XP_017796002.1
OG0001363	XP_004929272.1	XP_017788057.1, XP_017797183.1
OG0001364	XP_012552135.1	XP_017798053.1
OG0001365	NP_001171773.1	XP_017793507.1
OG0001366	XP_012552100.2	XP_017789779.1
OG0001368	XP_004930597.1	XP_017797669.1
OG0001369	XP_021209165.1, XP_004923234.1	XP_017787776.1
OG0001370	XP_004925873.1	XP_017790328.1
OG0001371	XP_021208861.2	XP_017789071.1
OG0001373	XP_004924045.1, XP_037868833.1	XP_017797550.1, XP_017797549.1
OG0001375	NP_001243941.1	XP_017793823.1
OG0001376	XP_037872952.1	XP_017788540.1
OG0001377	XP_004928133.1	XP_017796218.1, XP_017796217.1
OG0001378	XP_004933406.1	XP_017791638.1
OG0001379	XP_021204324.1, XP_004927180.1	XP_017795741.1
OG0001380	NP_001243931.1	XP_017793818.1
OG0001381	XP_012544235.1	XP_017797160.1
OG0001382	XP_004924008.1, XP_037868775.1	XP_017790870.1
OG0001383	XP_037871400.1	XP_017789683.1
OG0001384	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1	XP_017790283.1
OG0001385	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1	XP_017790663.1
OG0001386	XP_037877052.1	XP_017789786.1
OG0001387	XP_012551998.1, XP_012551999.1, XP_012552000.1	XP_017788586.1
OG0001388	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1	XP_017793374.1
OG0001389	XP_037866835.1, XP_021206196.1	XP_017798200.1
OG0001390	XP_004923976.1, XP_012543955.1	XP_017788795.1
OG0001391	XP_004931964.1, XP_012550804.1	XP_017793959.1
OG0001392	XP_004923286.3	XP_017794574.1, XP_017794568.1
OG0001393	NP_001108457.1, XP_012548872.1, NP_001108458.1	XP_017787863.1
OG0001394	XP_037872972.1, XP_037872971.1, XP_012551207.1	XP_017798918.1
OG0001395	XP_037868467.1	XP_017788748.1
OG0001396	XP_012546276.2	XP_017799054.1
OG0001397	XP_021208952.1, XP_037868947.1	XP_017791451.1
OG0001398	XP_037871681.1	XP_017789423.1
OG0001399	XP_021203857.1, XP_004926442.1, XP_021203856.1	XP_017799057.1, XP_017799056.1
OG0001400	XP_004926572.1, XP_037870367.1	XP_017791099.1
OG0001401	XP_004923967.2	XP_017794782.1
OG0001402	XP_004931504.1	XP_017789362.1
OG0001403	XP_037873037.1	XP_017795520.1, XP_017795521.1
OG0001405	NP_001243976.1	XP_017789740.1
OG0001406	XP_037867555.1, XP_012549636.1	XP_017795275.1
OG0001407	XP_004932096.2	XP_017792269.1, XP_017792268.1
OG0001409	XP_037872234.1, XP_037872231.1	XP_017793273.1, XP_017793278.1
OG0001410	XP_021203216.2, XP_012545273.2, XP_012545274.2	XP_017798015.1
OG0001413	XP_004931236.2	XP_017798877.1
OG0001414	XP_004926796.1	XP_017789735.1
OG0001415	XP_037877821.1, XP_037877823.1	XP_017788202.1
OG0001416	XP_037866526.1	XP_017797924.1, XP_017796560.1
OG0001417	XP_004921935.1, XP_037872611.1, XP_037872612.1	XP_017790300.1
OG0001418	XP_012547297.1	XP_017797835.1
OG0001419	XP_012548678.1	XP_017789761.1
OG0001420	XP_012552202.1, XP_037876612.1, XP_004922782.1	XP_017790537.1
OG0001421	XP_004929664.1	XP_017797627.1
OG0001422	XP_004932407.1	XP_017792051.1
OG0001423	XP_004923479.2	XP_017799000.1
OG0001424	XP_012544948.2	XP_017797427.1
OG0001426	XP_037870983.1	XP_017788995.1
OG0001427	XP_004927183.1	XP_017797929.1
OG0001428	XP_037866655.1	XP_017792204.1
OG0001429	NP_001036947.1	XP_017797335.1
OG0001430	XP_037866431.1	XP_017791857.1
OG0001432	XP_012544966.1, XP_012544981.1, XP_012544970.1, XP_012544974.1	XP_017794814.1
OG0001434	XP_037876486.1	XP_017795012.1
OG0001436	XP_004922451.1, XP_004922450.1	XP_017798787.1
OG0001437	NP_001153671.1	XP_017791426.1
OG0001440	XP_004930927.1	XP_017788121.1
OG0001441	XP_037877608.1, XP_037877601.1	XP_017794102.1
OG0001442	NP_001119723.1	XP_017789976.1, XP_017792634.1
OG0001443	XP_037874392.1	XP_017796463.1, XP_017788958.1
OG0001444	XP_012544068.1, XP_037876196.1, XP_037876194.1	XP_017793576.1, XP_017792117.1, XP_017788623.1
OG0001445	NP_001164469.1	XP_017796099.1
OG0001446	XP_037872969.1	XP_017789413.1
OG0001453	NP_001037144.1, XP_012548545.1	XP_017792327.1
OG0001455	XP_004932665.1, XP_037875264.1	XP_017791217.1
OG0001456	XP_021209082.1	XP_017795971.1
OG0001457	XP_012549706.1	XP_017791437.1
OG0001458	NP_001243920.1	XP_017797735.1
OG0001459	XP_004931563.1, XP_037869664.1, XP_021209024.1	XP_017794179.1
OG0001460	XP_012544554.1	XP_017787921.1
OG0001461	XP_012544433.2	XP_017790724.1
OG0001462	XP_004929675.1, XP_004929676.1	XP_017797572.1
OG0001463	XP_037877408.1, XP_037877516.1, XP_037877454.1, XP_037877390.1, XP_037877345.1, XP_037877590.1, XP_037872607.1, XP_037872606.1	XP_017792066.1
OG0001464	XP_021207479.1	XP_017789055.1
OG0001465	XP_004927891.1, XP_004927887.1	XP_017795974.1
OG0001466	XP_004934358.1	XP_017789105.1, XP_017789014.1
OG0001467	XP_037869859.1, XP_037869858.1	XP_017795664.1
OG0001468	NP_001036939.1	XP_017790960.1
OG0001469	XP_004923021.1, XP_004923022.1	XP_017792845.1
OG0001470	XP_021207359.1, XP_021207329.1	XP_017790397.1
OG0001471	XP_004931777.2	XP_017788084.1
OG0001472	XP_004928523.1, NP_001266343.1	XP_017791731.1
OG0001473	XP_004921751.1	XP_017796519.1
OG0001474	XP_004928242.1	XP_017789690.1
OG0001475	XP_004930737.1	XP_017799291.1
OG0001476	XP_012545928.1, XP_004926324.2	XP_017787599.1
OG0001477	XP_037877391.1, XP_037877482.1, XP_004929266.2	XP_017792429.1
OG0001478	NP_001170882.1, XP_012551408.1	XP_017794297.1
OG0001479	NP_001036956.1, XP_012549120.1	XP_017793032.1
OG0001480	XP_004930565.1	XP_017795270.1
OG0001481	XP_012547389.2, XP_004927794.2	XP_017788580.1
OG0001482	XP_021206661.1	XP_017798332.1, XP_017798331.1
OG0001484	XP_012547006.1	XP_017797823.1
OG0001485	XP_004930031.2	XP_017791434.1
OG0001485	XP_004929453.1	XP_017787532.1
OG0001486	XP_012553363.1	XP_017795560.1, XP_017795559.1
OG0001487	XP_012550436.1	XP_017792607.1
OG0001488	XP_037869760.1	XP_017789028.1
OG0001489	XP_037868752.1	XP_017796318.1
OG0001490	XP_004924569.1	XP_017795993.1
OG0001491	XP_004925005.1	XP_017788008.1
OG0001492	XP_004927896.1, XP_004927895.1, XP_004927894.1	XP_017798468.1
OG0001494	XP_037877591.1, XP_037867606.1	XP_017794837.1
OG0001495	XP_021207491.2	XP_017796883.1
OG0001496	XP_004927986.1	XP_017797902.1
OG0001497	XP_004928336.2	XP_017793157.1, XP_017793158.1
OG0001498	XP_037869992.1, XP_037870010.1	XP_017798647.1
OG0001499	XP_004928205.1	XP_017791508.1, XP_017795738.1
OG0001500	XP_037871997.1, XP_012552773.2	XP_017789214.1
OG0001501	XP_037866800.1	XP_017792363.1
OG0001502	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1	XP_017792320.1
OG0001503	XP_021206043.2	XP_017793349.1
OG0001504	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1	XP_017788080.1, XP_017788079.1
OG0001505	XP_037867872.1	XP_017792212.1
OG0001506	XP_021202503.2	XP_017790165.1
OG0001507	XP_004933054.1, XP_021208141.1	XP_017796599.1
OG0001508	NP_001091838.1, XP_012548520.2	XP_017796243.1
OG0001509	XP_037874937.1	XP_017797998.1
OG0001510	XP_037868375.1	XP_017793153.1
