Orthogroup	Apis_mellifera	Bombyx_mori
OG0001379	XP_006567468.1	XP_021204324.1, XP_004927180.1
OG0001380	XP_394382.2	NP_001243931.1
OG0001381	XP_395682.4	XP_012544235.1
OG0001382	XP_026297953.1	XP_004924008.1, XP_037868775.1
OG0001383	XP_006572237.1	XP_037871400.1
OG0001384	XP_396789.2	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1
OG0001385	XP_016767540.2, NP_001276370.1	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1
OG0001386	XP_016767856.1, XP_016767858.1, XP_006561126.1, XP_006561128.1	XP_037877052.1
OG0001387	XP_006557949.1	XP_012551998.1, XP_012551999.1, XP_012552000.1
OG0001388	XP_016770706.1	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1
OG0001389	XP_026301857.1	XP_037866835.1, XP_021206196.1
OG0001390	XP_393336.2	XP_004923976.1, XP_012543955.1
OG0001391	XP_006557325.2	XP_004931964.1, XP_012550804.1
OG0001392	XP_016770421.1, XP_026301887.1, XP_006571083.1	XP_004923286.3
OG0001394	XP_006563923.1	XP_037872972.1, XP_037872971.1, XP_012551207.1
OG0001395	XP_026300619.1	XP_037868467.1
OG0001396	XP_003251700.2	XP_012546276.2
OG0001397	XP_006558421.1	XP_021208952.1, XP_037868947.1
OG0001398	XP_026295323.1, XP_396074.2	XP_037871681.1
OG0001399	XP_026295822.1, XP_006570847.3, XP_026295821.1	XP_021203857.1, XP_004926442.1, XP_021203856.1
OG0001400	XP_026298271.1	XP_004926572.1, XP_037870367.1
OG0001401	XP_395366.2	XP_004923967.2
OG0001402	XP_624525.3	XP_004931504.1
OG0001403	XP_026298793.1, XP_006567426.1	XP_037873037.1
OG0001404	XP_003250893.1, XP_016770402.1	XP_037873980.1
OG0001405	XP_006558378.1	NP_001243976.1
OG0001406	XP_003249994.1, XP_006562035.1	XP_037867555.1, XP_012549636.1
OG0001407	XP_016770141.1, XP_006570083.1, XP_016770134.1	XP_004932096.2
OG0001409	XP_006563335.1	XP_037872234.1, XP_037872231.1
OG0001410	XP_395760.4	XP_021203216.2, XP_012545273.2, XP_012545274.2
OG0001413	XP_623536.3	XP_004931236.2
OG0001414	XP_006560334.1, XP_026299267.1	XP_004926796.1
OG0001415	XP_016769111.2, XP_026301172.1	XP_037877821.1, XP_037877823.1
OG0001416	XP_026298066.1, XP_026298062.1	XP_037866526.1
OG0001417	XP_006564416.1, XP_006564415.1	XP_004921935.1, XP_037872611.1, XP_037872612.1
OG0001418	XP_026297714.1	XP_012547297.1
OG0001419	XP_026294885.1, XP_026294944.1	XP_012548678.1
OG0001420	XP_394326.4	XP_012552202.1, XP_037876612.1, XP_004922782.1
OG0001421	XP_006564186.1, XP_026297333.1	XP_004929664.1
OG0001422	XP_006568172.2	XP_004932407.1
OG0001423	XP_026302100.1	XP_004923479.2
OG0001424	XP_006561339.1	XP_012544948.2
OG0001426	XP_026300478.1	XP_037870983.1
OG0001427	XP_001121333.2	XP_004927183.1
OG0001428	XP_006570272.2, XP_016767777.2, XP_026296777.1	XP_037866655.1
OG0001429	XP_393105.4	NP_001036947.1
OG0001430	XP_026301363.1	XP_037866431.1
OG0001434	XP_001122051.1	XP_037876486.1
OG0001436	XP_393999.3	XP_004922451.1, XP_004922450.1
OG0001437	XP_026299979.1	NP_001153671.1
OG0001440	XP_016766945.1	XP_004930927.1
OG0001441	XP_026297824.1, XP_026297830.1, XP_026297821.1	XP_037877608.1, XP_037877601.1
OG0001442	XP_006566607.1, XP_006566608.1, XP_016770708.1, XP_001122238.2	NP_001119723.1
OG0001445	XP_016767809.1, XP_006564258.1	NP_001164469.1
OG0001446	XP_016769759.1, XP_026299020.1	XP_037872969.1
OG0001453	XP_623506.1	NP_001037144.1, XP_012548545.1
OG0001455	XP_395548.2	XP_004932665.1, XP_037875264.1
OG0001456	XP_003250782.1	XP_021209082.1
OG0001457	XP_395405.1	XP_012549706.1
OG0001458	XP_016771740.1, XP_006560290.1	NP_001243920.1
OG0001459	XP_624206.2	XP_004931563.1, XP_037869664.1, XP_021209024.1
OG0001460	XP_395475.2	XP_012544554.1
OG0001461	XP_625038.2	XP_012544433.2
OG0001462	XP_392422.2, XP_003250633.1	XP_004929675.1, XP_004929676.1
OG0001463	XP_006568200.1, XP_026299050.1	XP_037877408.1, XP_037877516.1, XP_037877454.1, XP_037877390.1, XP_037877345.1, XP_037877590.1, XP_037872607.1, XP_037872606.1
OG0001464	XP_026297059.1	XP_021207479.1
OG0001465	XP_001122467.1	XP_004927891.1, XP_004927887.1
OG0001466	XP_623574.2, XP_003250648.1	XP_004934358.1
OG0001467	XP_624385.4	XP_037869859.1, XP_037869858.1
OG0001468	XP_001121269.2, XP_026301134.1	NP_001036939.1
OG0001469	XP_016770754.2, XP_006566407.2	XP_004923021.1, XP_004923022.1
OG0001470	XP_392667.2	XP_021207359.1, XP_021207329.1
OG0001471	XP_026295194.1, XP_006563973.1	XP_004931777.2
OG0001472	XP_026295425.1, XP_001121817.2	XP_004928523.1, NP_001266343.1
OG0001473	XP_016773638.2	XP_004921751.1
OG0001474	XP_623681.1	XP_004928242.1
OG0001475	XP_624415.1, XP_026295254.1, XP_006570845.1, XP_016773034.1, XP_003251612.1	XP_004930737.1
OG0001476	XP_016770904.2, XP_026299931.1, XP_026299930.1, XP_006565307.2, XP_026299929.1, XP_006565305.2, XP_006565306.2	XP_012545928.1, XP_004926324.2
OG0001477	XP_006562867.1	XP_037877391.1, XP_037877482.1, XP_004929266.2
OG0001478	XP_006568688.1	NP_001170882.1, XP_012551408.1
OG0001479	XP_006570473.1	NP_001036956.1, XP_012549120.1
OG0001480	XP_624520.1	XP_004930565.1
OG0001481	XP_006572049.1	XP_012547389.2, XP_004927794.2
OG0001482	XP_006557348.1, XP_006557349.1	XP_021206661.1
OG0001484	XP_393966.1	XP_012547006.1
OG0001485	XP_026300236.1	XP_004929453.1
OG0001486	NP_001252514.1, XP_006564386.1	XP_012553363.1
OG0001487	XP_006562891.1	XP_012550436.1
OG0001488	XP_026297193.1, XP_026297149.1	XP_037869760.1
OG0001489	XP_003249463.1	XP_037868752.1
OG0001490	XP_026296438.1	XP_004924569.1
OG0001491	XP_006560273.1	XP_004925005.1
OG0001492	XP_624946.1	XP_004927896.1, XP_004927895.1, XP_004927894.1
OG0001494	XP_006569570.1	XP_037877591.1, XP_037867606.1
OG0001495	XP_026296208.1	XP_021207491.2
OG0001496	XP_006562571.1	XP_004927986.1
OG0001497	XP_026299752.1	XP_004928336.2
OG0001498	XP_006563298.1	XP_037869992.1, XP_037870010.1
OG0001499	XP_623985.3, XP_623658.1	XP_004928205.1
OG0001500	NP_001189389.1	XP_037871997.1, XP_012552773.2
OG0001501	XP_006569496.1, XP_006569498.1	XP_037866800.1
OG0001502	XP_026297625.1	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1
OG0001503	XP_397549.2, XP_003250890.1	XP_021206043.2
OG0001504	XP_393495.3	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1
OG0001505	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296387.1, XP_026296389.1	XP_037867872.1
OG0001506	XP_006569200.1	XP_021202503.2
OG0001507	XP_006563542.1	XP_004933054.1, XP_021208141.1
OG0001508	XP_016767457.1, XP_026295906.1	NP_001091838.1, XP_012548520.2
OG0001509	XP_006569759.1, XP_006569756.1, XP_006569758.1	XP_037874937.1
OG0001510	NP_001264228.1, XP_016770661.2	XP_037868375.1
OG0001511	XP_623621.1	XP_037870240.1, NP_001106220.1
OG0001512	XP_026299774.1, XP_026299769.1	XP_012547158.3
OG0001513	XP_003249578.1	XP_004928885.1, XP_021205524.1, XP_037872382.1, XP_004928886.1
OG0001514	XP_396376.2	NP_001243989.1, XP_012551916.2
OG0001515	XP_006568666.1	XP_037869339.1, XP_012552167.1, XP_004933624.1
OG0001516	XP_016768032.1	XP_012548192.1
OG0001517	XP_016772636.1	XP_004930586.1
OG0001518	XP_006569908.1, XP_006569907.1	XP_012547971.1
OG0001519	XP_001121155.2	XP_037877043.1
OG0001520	XP_016773511.1	XP_004926900.1
OG0001521	XP_026296663.1	XP_037873615.1
OG0001522	XP_396892.2	NP_001189459.1, XP_012547725.2
OG0001523	XP_026301434.1	XP_037867735.1
OG0001524	XP_006568047.1	XP_004928551.2
OG0001525	XP_006559250.1, XP_393635.1	XP_004928511.1
OG0001526	NP_001011602.1	XP_037869703.1
OG0001527	XP_006561935.1	XP_012547691.1, XP_012547692.1, XP_004928271.1
OG0001529	XP_006557300.1	NP_001103396.1, XP_021202150.1
OG0001530	XP_026301949.1	XP_004928962.1
OG0001531	XP_006564855.1	XP_004927972.1
OG0001533	XP_026297995.1	XP_037872089.1
OG0001534	XP_006570008.2	XP_012548708.1
OG0001536	XP_026299834.1, XP_026299833.1	XP_021207987.1
OG0001537	XP_016771061.1, XP_396670.3	XP_004930078.1
OG0001538	NP_001035354.1	NP_001037049.1, XP_037873389.1
OG0001539	XP_026300395.1	NP_001182396.1
OG0001540	XP_006570639.1, NP_001107211.1	XP_037866721.1, NP_001108344.1, XP_037866889.1
OG0001541	XP_026301845.1, XP_026301842.1	XP_037869460.1
OG0001542	XP_016767210.2, XP_001121775.2	XP_004925578.2
OG0001543	XP_623560.2, XP_006562474.1, XP_006562473.1, XP_026299439.1	XP_021208076.1
OG0001545	XP_026295460.1	XP_021205692.2
OG0001546	XP_001121602.2, XP_026296545.1	XP_021202997.2
OG0001547	XP_006565258.1	XP_037875077.1
OG0001548	XP_006568458.2, XP_026295258.1	XP_037871858.1
OG0001549	XP_006565363.2	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1
OG0001550	XP_396025.4	NP_001127721.1
OG0001551	XP_026301914.1	NP_001040440.1, XP_021205145.1
OG0001552	XP_006561183.1, XP_016766181.1	XP_037875658.1, XP_037875663.1
OG0001553	XP_394347.5	XP_004922085.1
OG0001554	XP_016770977.1, XP_006561260.1	XP_021202702.2
OG0001555	XP_396132.4	XP_004926499.2
OG0001556	XP_006558583.1	XP_037869191.1
OG0001557	XP_006564466.1	NP_001127732.1, XP_037868153.1
OG0001558	XP_393403.3	XP_004922281.1
OG0001559	XP_026299665.1	XP_012550319.2
OG0001560	NP_001242968.1, XP_006561571.2, NP_001242969.1	XP_012553162.1, XP_012553161.2
OG0001561	XP_006563441.2	XP_004928449.2
OG0001562	XP_006558995.1	XP_037867104.1, XP_037867118.1
OG0001563	XP_016772117.1, XP_016772119.1	XP_021204882.1
OG0001565	XP_026299072.1	XP_037874788.1
OG0001567	XP_006562827.2, XP_026302056.1	NP_001036935.1, XP_037873779.1
OG0001568	XP_006567935.1	XP_037876104.1, NP_001243990.1
OG0001569	XP_026300765.1, XP_625030.1, XP_006564990.1	XP_037873304.1
OG0001570	XP_001120557.1, XP_006571825.1	XP_012551718.2
OG0001571	XP_623644.3	XP_037875923.1
OG0001572	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3	XP_004927967.1, XP_004927965.1
OG0001574	XP_006557906.2	XP_012553425.1, XP_021201980.1
OG0001575	XP_026298538.1	NP_001037325.1, NP_001037333.1
OG0001576	XP_026295510.1	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1
OG0001577	XP_394734.5	XP_037868606.1, NP_001106746.1
OG0001578	XP_006567173.2	NP_001127709.1, NP_001127751.1, XP_037874604.1
OG0001579	XP_393727.2	XP_037874676.1
OG0001580	XP_026298115.1, XP_026298114.1, XP_026298110.1	XP_004930748.1
OG0001581	XP_001122164.3	XP_012551182.2
OG0001582	XP_026295451.1, XP_016766735.2	XP_012550801.1
OG0001583	XP_006560007.3	XP_004928527.1
OG0001584	XP_006571318.1, XP_006571313.1	XP_012546518.1, XP_012546512.1
OG0001586	XP_623933.1	XP_012545422.2, NP_001138795.1
OG0001587	XP_006568372.3	XP_004931594.2
OG0001588	XP_016770533.1, XP_016770532.1	XP_037873144.1
OG0001589	XP_001120695.1	XP_021209162.1, XP_004925726.1, XP_004925727.1
OG0001591	XP_006566433.2, XP_026299417.1	XP_004930937.1
OG0001592	XP_026301990.1	XP_004927023.1
OG0001593	XP_016772021.1	NP_001036870.1, XP_037867807.1
OG0001594	XP_624254.3, XP_006562530.1	XP_004927503.2
OG0001595	XP_393778.2	XP_004922227.1, XP_021205276.1
OG0001596	XP_003251001.1	XP_004926385.1
OG0001598	NP_001011578.1	XP_037876897.1, NP_001037309.1
OG0001599	XP_001122316.2, XP_006568865.1	XP_037872272.1
OG0001600	XP_001122104.1, XP_006567506.1	XP_021208437.1
OG0001601	XP_016766791.1	XP_012553340.2
OG0001602	XP_026296768.1	XP_012553401.1, XP_004931415.1, XP_021201945.1
OG0001604	XP_016769578.1, XP_016769579.1	XP_012549189.1, XP_012549190.1
OG0001605	XP_006562787.2, XP_006562747.2, XP_006562750.2, XP_006562749.2	NP_001040217.1, XP_012543931.1
OG0001606	XP_006559482.2, XP_016772477.2	NP_001296482.1, XP_004927952.1
OG0001608	XP_006566547.1, XP_016770624.1, XP_016770623.2	XP_004931746.1
OG0001612	XP_006570894.1, XP_006570895.1	XP_021207912.2
OG0001614	XP_006563852.2	NP_001036780.1
OG0001615	XP_001120364.1	NP_001037213.1, XP_037872124.1
OG0001616	XP_006566477.1, XP_006566478.1	NP_001040407.1
OG0001617	XP_006559199.1	NP_001040232.1
OG0001619	XP_026302278.1, XP_026302276.1	XP_021205425.1, XP_004928959.1
OG0001620	XP_006559598.1, XP_006559599.1	XP_004933138.1
OG0001621	XP_006567760.1, XP_003251079.1	XP_004925826.2, XP_037877870.1
OG0001623	XP_395696.2	XP_037867510.1
OG0001624	XP_397056.2	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1
OG0001625	XP_396699.1	XP_037874467.1
OG0001626	XP_624479.1	XP_004928349.1
OG0001627	XP_006568009.1	XP_004924826.1
OG0001628	XP_006567224.1	NP_001239350.1, XP_012553261.1
OG0001629	XP_624943.3	XP_037873828.1, NP_001037261.1
OG0001630	XP_001122389.1	XP_012546057.1, XP_012546059.1, XP_004926433.1
OG0001631	XP_624018.4	XP_004924824.1
OG0001632	XP_016771561.1	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1
OG0001633	XP_006558558.3	XP_004930100.1
OG0001634	XP_623646.2	XP_021204093.1, XP_021204095.1
OG0001635	XP_001120583.1	XP_004933692.1
OG0001636	XP_006568732.2, NP_001035346.1	NP_001037295.1
OG0001637	XP_016769931.2, XP_396322.3	XP_004932373.2
OG0001638	XP_026301628.1	XP_037877824.1
OG0001639	XP_006565792.1	XP_004924180.1
OG0001640	XP_026297298.1	XP_004925552.1
OG0001641	XP_003250009.1, XP_016767664.1	XP_037870957.1
OG0001642	XP_394292.3	XP_004927839.1
OG0001643	XP_001123355.3	XP_012546247.1
OG0001644	XP_623950.2	XP_004931403.2, XP_012550302.2, XP_004931298.1
OG0001645	XP_397283.1	XP_012550830.1, XP_012550828.1
OG0001646	XP_016767126.2, XP_006567318.2	XP_037873850.1
OG0001647	XP_026300749.1	XP_004923960.1
OG0001648	XP_006571365.1	XP_004921645.2
OG0001649	XP_016769479.1	NP_001040322.1
OG0001650	XP_026298834.1, XP_026298833.1	XP_037870812.1
OG0001651	XP_006566520.1, XP_006566522.1	XP_012550939.1
OG0001652	XP_006560202.1, XP_016768462.1	XP_037874387.1
OG0001653	XP_006563337.2	XP_004932298.1
OG0001654	XP_006562323.1	XP_037874808.1, XP_037874810.1
OG0001655	XP_006568644.1	XP_037870353.1, XP_004929896.1
OG0001656	XP_001121554.3	XP_037874784.1
OG0001657	XP_006569661.1	XP_004923460.1
OG0001658	XP_016767405.1, XP_016767404.1, XP_006567305.1	XP_004929407.1
OG0001659	XP_016772008.1	XP_037867834.1, XP_037867832.1
OG0001660	XP_006571017.1	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1
OG0001661	XP_393502.3	XP_012550425.1, XP_012550426.1
OG0001662	XP_006563658.1, XP_016772164.2	XP_037875847.1, XP_037875850.1
OG0001663	XP_006569237.2	XP_004924463.1
OG0001664	NP_001155988.1, XP_006567657.1	XP_037876251.1
OG0001665	XP_006566494.1	NP_001037676.1, XP_012550254.1
OG0001666	XP_624283.3	XP_004932903.1
OG0001667	XP_006570316.1, XP_001122704.2, XP_026296440.1	XP_037873549.1, XP_037873548.1, XP_004933395.1
OG0001668	XP_006562826.1	XP_021207357.2
OG0001669	XP_006572269.1	XP_037872626.1
OG0001670	XP_624386.1	XP_012547337.1
OG0001671	XP_006562904.1	XP_037869789.1
OG0001672	XP_026301574.1	XP_004927542.1
OG0001673	XP_016772949.2, XP_026301982.1, XP_026301981.1	XP_037875318.1
OG0001674	XP_396231.4, XP_006571348.2	XP_037868399.1
OG0001675	XP_001119944.1	XP_004932175.2
OG0001677	XP_623490.2	XP_004926878.2
OG0001678	XP_016773295.1, XP_392138.3	XP_004933182.1, XP_021208293.1
OG0001679	NP_001264229.1	XP_012550552.1, NP_001040193.1
OG0001680	XP_623725.1	XP_004931709.1
OG0001681	XP_391963.3	XP_004925168.1
OG0001682	XP_006558051.1	XP_037871731.1
OG0001684	XP_026301408.1	XP_004926136.1
OG0001686	XP_006562633.1	XP_012545103.1
OG0001687	XP_026300480.1	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1
OG0001688	XP_003250542.1	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1
OG0001689	XP_006560383.2	XP_004931070.1
OG0001690	XP_006563110.2, XP_006563111.2	XP_004933420.1, XP_004925492.1
OG0001693	XP_006559220.1	XP_037866559.1
OG0001694	XP_016766972.1, XP_016766975.1	XP_012550686.1
OG0001695	XP_397181.1	NP_001157388.1, XP_037869526.1
OG0001696	XP_026301919.1, XP_006571061.2	XP_037867835.1
OG0001697	XP_395370.1	XP_037870401.1
OG0001699	XP_006560897.1	XP_037868480.1
OG0001700	XP_016772146.2	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1
OG0001701	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1	NP_001103813.1, XP_012545114.1
OG0001702	XP_006557525.1, XP_006557524.1, XP_001120701.2	XP_037872870.1, XP_037872869.1
OG0001703	XP_394880.3	XP_037872461.1
OG0001704	XP_391922.2	XP_004922938.1
OG0001706	XP_393619.4, XP_016768168.2	XP_021203120.2
OG0001707	XP_026300987.1	XP_004929683.1, XP_004929682.1
OG0001708	XP_006560213.1	XP_004933031.1, XP_012551704.1, XP_021208160.1
OG0001709	XP_026295555.1, XP_026295547.1, XP_016772700.2	XP_012546115.2
OG0001711	XP_394460.1	XP_004929510.2, XP_037870316.1
OG0001712	XP_016771334.1, XP_016771331.1	XP_037868206.1, XP_037868211.1
OG0001713	XP_006562481.1	XP_021204783.2
OG0001714	NP_001207415.1, NP_001207416.1	XP_004925113.1
OG0001715	XP_006569265.3	XP_004925167.2
OG0001716	XP_016768172.2	NP_001119720.1, XP_021208178.2
OG0001717	XP_006567330.1	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2
OG0001718	XP_393236.2	XP_021202370.2
OG0001720	XP_392615.1, XP_016769284.1	XP_037874122.1
OG0001721	XP_001120250.2	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3
OG0001722	XP_026296832.1, XP_026296833.1, XP_026296834.1	NP_001124379.1
OG0001724	XP_394574.3	XP_004930392.1
OG0001725	XP_396830.4	XP_037874888.1
OG0001726	XP_006563226.1	XP_037868722.1
OG0001728	XP_016770863.2	XP_037877837.1
OG0001729	XP_026299023.1	XP_021207174.2, XP_021207178.2
OG0001730	XP_026295833.1, XP_026295840.1	NP_001037025.1
OG0001731	XP_026297019.1	NP_001165929.1
OG0001732	XP_016767782.1	NP_001171333.1
OG0001733	XP_026297267.1	XP_004927018.1
OG0001734	XP_624577.2, XP_006571701.2	XP_037866680.1
OG0001735	XP_016773594.2, XP_016773595.2	XP_012546484.1, NP_001091806.1
OG0001736	XP_016766963.1	XP_021201870.2
OG0001737	XP_026296648.1	XP_037869249.1, XP_037870331.1
OG0001738	XP_003249819.2	XP_012549316.1, XP_021206205.1
OG0001739	XP_006562930.1	XP_037869643.1, XP_004931603.3, XP_037869644.1
OG0001740	XP_026299184.1, XP_026299186.1	NP_001243985.1, XP_012549111.2
OG0001741	XP_026302182.1, XP_006561144.2, XP_006561143.2	XP_037867100.1, XP_004930147.2, XP_012549296.2
OG0001742	XP_026300294.1, XP_026300286.1, XP_026300287.1	NP_001155190.1, XP_037867298.1
OG0001743	XP_001122418.1	XP_012544721.1
OG0001744	XP_026301456.1	XP_037876498.1
OG0001745	XP_392464.3	XP_037867651.1, XP_037867652.1
OG0001746	XP_006567770.1	XP_004928647.1
OG0001748	XP_026295003.1, XP_026294997.1	XP_037872366.1, XP_021205486.1
OG0001749	XP_026302273.1, XP_026302286.1	XP_037868039.1
OG0001750	XP_001122103.1, XP_016769468.1	XP_004923007.1
OG0001751	XP_026294749.1, XP_026294750.1	XP_004924269.1
OG0001752	XP_026298163.1	XP_004925235.2
OG0001753	XP_026298887.1	XP_037875699.1
OG0001754	NP_001242967.1, XP_026301143.1	NP_001296479.1
OG0001755	XP_393886.3	XP_012547839.1
OG0001756	XP_001120526.3	XP_012552706.1, XP_004922860.1
OG0001758	XP_006564274.1	XP_004923350.1
OG0001759	XP_395591.4	XP_004922730.1
OG0001760	XP_016768495.1, XP_006568356.1, XP_016768496.1, XP_016768497.1	XP_021203209.1, XP_037875161.1
OG0001762	XP_006557859.1, XP_026299032.1, XP_016769765.1	XP_004931903.1
OG0001763	XP_625210.1	XP_037870842.1, XP_004926374.1
OG0001764	XP_006564801.1	XP_004924410.1, XP_004924409.1
OG0001765	XP_006562314.1, XP_003250045.1	XP_004931914.1, XP_012550765.1
OG0001766	XP_016768680.1, XP_016768682.1	XP_021203029.1, XP_021203032.1, XP_004925229.1
OG0001767	XP_026296535.1	XP_004929359.3
OG0001768	XP_006562413.1	XP_012545642.3
OG0001769	XP_026294891.1	XP_004927805.1
OG0001774	XP_016767411.1	NP_001091826.1
OG0001775	XP_006557802.1	NP_001037464.2, XP_012549720.1
OG0001776	XP_006562600.2	XP_021203566.1
OG0001777	XP_623303.1, XP_393059.1	NP_001037524.1, XP_021204674.1
OG0001778	XP_006571958.1, XP_006571960.1	NP_001037048.1
OG0001779	XP_006572136.1	NP_001040379.1
OG0001780	XP_394026.2	XP_004924435.2
OG0001781	XP_006561705.1	NP_001166823.1
OG0001782	XP_394140.4	XP_004927858.1
OG0001783	XP_003249423.2	XP_004931936.2
OG0001784	XP_624087.2	XP_004922147.1, XP_012548350.1, XP_021204677.1
OG0001785	XP_623908.1	XP_004925259.1
OG0001786	XP_001120360.1	NP_001037223.1, XP_037870668.1
OG0001787	XP_393706.3	XP_004932937.1
OG0001788	XP_395906.3	XP_004926494.1
OG0001789	XP_006567899.1	XP_004924543.1
OG0001790	XP_392085.2	XP_004927254.1
OG0001791	XP_001120245.2, XP_006568251.2	NP_001040447.1
OG0001792	XP_625134.3	XP_037867676.1
OG0001793	XP_016768363.1, XP_026296947.1	NP_001040374.1
OG0001794	XP_006568264.1, XP_026295048.1	XP_004927813.2
OG0001795	XP_006567715.1	XP_012544831.3
OG0001796	XP_026296488.1	XP_004931911.2
OG0001797	XP_001120264.1	NP_001093087.1
OG0001799	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1	NP_001166191.1
OG0001800	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1	XP_037867731.1
OG0001801	XP_006571821.1	XP_004927251.1
OG0001802	XP_396615.2	XP_037870920.1, XP_012547121.1, NP_001040267.1
OG0001803	XP_006569400.1	XP_004925344.1
OG0001804	XP_394859.1	XP_012551475.1
OG0001805	XP_006563149.2	XP_021206263.1, XP_037866965.1
OG0001806	XP_006563359.1, XP_026302126.1	XP_004930470.2
OG0001807	XP_001121112.2	XP_037873557.1
OG0001809	XP_016768585.1, XP_006568686.1, XP_006568687.1	XP_004929394.2
OG0001810	XP_006559673.1, XP_006559672.1	XP_012550807.1
OG0001811	XP_003249302.2	XP_037871981.1
OG0001812	XP_006560961.1	NP_001037207.1
OG0001813	XP_001122360.3	XP_004929628.1
OG0001814	XP_397220.3	NP_001040328.1
OG0001815	XP_006562406.1	NP_001091823.1, XP_037876930.1
OG0001816	XP_026298657.1	XP_012545172.2
OG0001817	XP_623822.2	XP_004931715.1, XP_021207399.2
OG0001818	XP_026298053.1, XP_026298054.1	XP_004928925.2
OG0001819	XP_003250992.1	XP_012545306.2
OG0001820	XP_394676.2	XP_004921850.1
OG0001821	XP_001120030.2, XP_006571059.1, XP_006571060.1	XP_037867951.1, XP_037877404.1
OG0001823	XP_026301314.1	XP_037875756.1
OG0001824	XP_006565919.1, XP_006565917.1	XP_037868084.1, XP_037868075.1
OG0001825	XP_026294960.1	XP_037873173.1
OG0001826	XP_016773199.1	XP_012549145.2, NP_001243729.1
OG0001827	XP_026296804.1	XP_037876392.1, XP_037876387.1
OG0001828	XP_006557452.1, XP_394141.2, XP_026299679.1, XP_006557451.1	XP_012547992.1
OG0001829	XP_006561681.1, XP_006561682.1	NP_001040363.1
OG0001830	XP_006564281.1	XP_012544507.1
OG0001831	XP_026300798.1	XP_037874513.1, XP_037874512.1, XP_037874511.1, XP_037874510.1
OG0001832	XP_394067.4	XP_012550340.1
OG0001833	XP_026296913.1	XP_021202831.1
OG0001834	XP_391916.3	XP_021205575.2
OG0001835	XP_006560538.1, XP_001120677.3	XP_004933227.2
OG0001836	XP_026300727.1	XP_037869491.1, XP_037869486.1
OG0001838	XP_001120649.1	NP_001040461.1
OG0001839	XP_001120879.2, XP_016769298.2	XP_037867245.1, XP_004930061.1
OG0001840	XP_026296453.1	XP_004924490.1
OG0001841	NP_001242966.1	XP_037875131.1
OG0001842	XP_395471.3	XP_037875599.1, XP_037875598.1, XP_021209073.2, XP_037875596.1, XP_037875597.1, XP_037875595.1
OG0001843	XP_026298492.1, XP_396332.3	XP_004923065.1
OG0001844	XP_624012.3	XP_037868430.1
OG0001845	XP_392773.3	NP_001165388.1, XP_037869302.1, XP_004929656.1
OG0001846	XP_016767933.1	NP_001296512.1
OG0001847	XP_026300234.1	XP_004924718.1
OG0001848	XP_624014.2, XP_016768675.1	XP_037868356.1, XP_037868357.1
OG0001850	XP_393385.3	XP_012546560.2, XP_004927043.1
OG0001851	XP_001120336.2	XP_021204066.2
OG0001852	XP_001121588.2	XP_004925133.2
OG0001853	XP_006561993.1	XP_037877103.1
OG0001854	XP_026299949.1	XP_037876316.1, XP_037876317.1, XP_004921880.1
OG0001855	XP_393876.1, XP_016770895.1	NP_001165386.1
OG0001856	XP_026298504.1	XP_037875737.1, XP_021202011.1
OG0001857	XP_006567507.1	XP_004922477.1
OG0001858	XP_393894.1	XP_004928683.1
OG0001859	XP_001122536.1	XP_012552420.3
OG0001861	XP_026296639.1	NP_001036938.1
OG0001862	XP_003251799.1	XP_012546765.1
OG0001863	XP_016769109.1	XP_004931917.1
OG0001864	XP_006565068.1	XP_037876894.1
OG0001865	XP_026298716.1	XP_012545585.1, NP_001037554.1
OG0001866	XP_395324.2	XP_004923469.1
OG0001867	XP_006561140.1	XP_037876257.1
OG0001868	XP_396874.5	XP_037873044.1
OG0001869	XP_003249459.1	NP_001040327.1
OG0001870	XP_006562529.1, XP_016768217.1	XP_004929677.1
