Orthogroup	Apis_mellifera	Osmia_bicornis
OG0001677	XP_623490.2	XP_029041707.1, XP_029041799.1
OG0001678	XP_016773295.1, XP_392138.3	XP_029047469.1, XP_029047470.1
OG0001679	NP_001264229.1	XP_029048832.1, XP_029048831.1, XP_029048833.1
OG0001680	XP_623725.1	XP_029033268.1, XP_029033269.1
OG0001681	XP_391963.3	XP_029036098.1
OG0001682	XP_006558051.1	XP_029052026.1
OG0001683	XP_001122957.2	XP_029041067.1, XP_029041068.1, XP_029041064.1, XP_029041066.1
OG0001684	XP_026301408.1	XP_029049999.1
OG0001685	XP_006559783.1, XP_006559784.1, XP_397385.2	XP_029037041.1
OG0001686	XP_006562633.1	XP_029049380.1
OG0001687	XP_026300480.1	XP_029044510.1
OG0001688	XP_003250542.1	XP_029039157.1
OG0001689	XP_006560383.2	XP_029043772.1, XP_029043780.1
OG0001690	XP_006563110.2, XP_006563111.2	XP_029043541.1
OG0001691	XP_006567672.1, XP_006567673.1	XP_029041172.1, XP_029041171.1
OG0001692	XP_016772581.1	XP_029042328.1
OG0001693	XP_006559220.1	XP_029041290.1
OG0001694	XP_016766972.1, XP_016766975.1	XP_029047193.1, XP_029047192.1
OG0001695	XP_397181.1	XP_029036779.1
OG0001696	XP_026301919.1, XP_006571061.2	XP_029040418.1, XP_029040409.1
OG0001697	XP_395370.1	XP_029045797.1
OG0001699	XP_006560897.1	XP_029041247.1
OG0001700	XP_016772146.2	XP_029056367.1
OG0001701	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1	XP_029047529.1, XP_029047525.1
OG0001702	XP_006557525.1, XP_006557524.1, XP_001120701.2	XP_029048394.1, XP_029048396.1, XP_029048395.1, XP_029048397.1
OG0001703	XP_394880.3	XP_029053026.1
OG0001704	XP_391922.2	XP_029056076.1, XP_029056079.1, XP_029056077.1
OG0001706	XP_393619.4, XP_016768168.2	XP_029043578.1, XP_029043574.1, XP_029043575.1, XP_029043573.1, XP_029043577.1
OG0001707	XP_026300987.1	XP_029040459.1
OG0001708	XP_006560213.1	XP_029041028.1
OG0001709	XP_026295555.1, XP_026295547.1, XP_016772700.2	XP_029050200.1, XP_029050209.1
OG0001711	XP_394460.1	XP_029042921.1
OG0001712	XP_016771334.1, XP_016771331.1	XP_029035719.1, XP_029035720.1
OG0001713	XP_006562481.1	XP_029048048.1, XP_029048047.1, XP_029048046.1
OG0001714	NP_001207415.1, NP_001207416.1	XP_029050791.1
OG0001715	XP_006569265.3	XP_029033877.1
OG0001716	XP_016768172.2	XP_029040492.1
OG0001717	XP_006567330.1	XP_029033708.1, XP_029033699.1, XP_029033691.1
OG0001718	XP_393236.2	XP_029051687.1
OG0001720	XP_392615.1, XP_016769284.1	XP_029046381.1, XP_029046380.1, XP_029046379.1
OG0001721	XP_001120250.2	XP_029039289.1, XP_029039323.1
OG0001722	XP_026296832.1, XP_026296833.1, XP_026296834.1	XP_029048706.1, XP_029048702.1, XP_029048703.1, XP_029048704.1, XP_029048705.1, XP_029048707.1
OG0001723	NP_001035315.1, XP_016771954.1	XP_029039495.1
OG0001724	XP_394574.3	XP_029036442.1, XP_029036443.1
OG0001725	XP_396830.4	XP_029045224.1
OG0001726	XP_006563226.1	XP_029041968.1
OG0001728	XP_016770863.2	XP_029046665.1, XP_029046657.1
OG0001729	XP_026299023.1	XP_029050566.1
OG0001730	XP_026295833.1, XP_026295840.1	XP_029035550.1
OG0001731	XP_026297019.1	XP_029048092.1
OG0001732	XP_016767782.1	XP_029043901.1
OG0001733	XP_026297267.1	XP_029040692.1
OG0001734	XP_624577.2, XP_006571701.2	XP_029041078.1, XP_029041085.1, XP_029041093.1, XP_029041102.1
OG0001735	XP_016773594.2, XP_016773595.2	XP_029034196.1, XP_029034197.1
OG0001736	XP_016766963.1	XP_029049568.1
OG0001737	XP_026296648.1	XP_029047424.1, XP_029047422.1, XP_029047423.1
OG0001738	XP_003249819.2	XP_029034270.1
OG0001739	XP_006562930.1	XP_029047535.1
OG0001740	XP_026299184.1, XP_026299186.1	XP_029045700.1, XP_029045692.1
OG0001741	XP_026302182.1, XP_006561144.2, XP_006561143.2	XP_029034269.1, XP_029034268.1
OG0001742	XP_026300294.1, XP_026300286.1, XP_026300287.1	XP_029056342.1
OG0001743	XP_001122418.1	XP_029049959.1, XP_029049960.1, XP_029049958.1
OG0001744	XP_026301456.1	XP_029034818.1
OG0001745	XP_392464.3	XP_029049388.1, XP_029049386.1
OG0001746	XP_006567770.1	XP_029045290.1
OG0001747	XP_026294820.1, XP_026294819.1	XP_029044869.1, XP_029044868.1, XP_029044870.1
OG0001748	XP_026295003.1, XP_026294997.1	XP_029032073.1, XP_029032064.1
OG0001749	XP_026302273.1, XP_026302286.1	XP_029040788.1
OG0001750	XP_001122103.1, XP_016769468.1	XP_029044823.1, XP_029044825.1
OG0001751	XP_026294749.1, XP_026294750.1	XP_029056586.1, XP_029056587.1
OG0001752	XP_026298163.1	XP_029039201.1
OG0001753	XP_026298887.1	XP_029050541.1
OG0001754	NP_001242967.1	XP_029040725.1
OG0001754	XP_026301143.1	XP_029045989.1
OG0001755	XP_393886.3	XP_029052414.1, XP_029052415.1
OG0001756	XP_001120526.3	XP_029035240.1
OG0001757	XP_026300423.1	XP_029036070.1
OG0001758	XP_006564274.1	XP_029042180.1, XP_029042177.1, XP_029042178.1, XP_029042179.1
OG0001759	XP_395591.4	XP_029032105.1
OG0001760	XP_016768495.1, XP_006568356.1, XP_016768496.1, XP_016768497.1	XP_029048484.1
OG0001762	XP_006557859.1, XP_026299032.1, XP_016769765.1	XP_029040564.1
OG0001763	XP_625210.1	XP_029053396.1
OG0001764	XP_006564801.1	XP_029046456.1
OG0001765	XP_006562314.1, XP_003250045.1	XP_029039005.1, XP_029039004.1, XP_029039003.1
OG0001767	XP_026296535.1	XP_029048720.1
OG0001768	XP_006562413.1	XP_029039800.1
OG0001769	XP_026294891.1	XP_029034136.1
OG0001771	XP_006564844.1	XP_029055778.1, XP_029055779.1, XP_029055777.1, XP_029055780.1
OG0001772	XP_016773325.1	XP_029052279.1
OG0001773	XP_026301564.1, XP_026301563.1	XP_029048634.1
OG0001774	XP_016767411.1	XP_029045460.1
OG0001775	XP_006557802.1	XP_029042334.1, XP_029042333.1
OG0001776	XP_006562600.2	XP_029052622.1
OG0001777	XP_623303.1, XP_393059.1	XP_029033694.1, XP_029033498.1
OG0001778	XP_006571958.1, XP_006571960.1	XP_029036678.1
OG0001779	XP_006572136.1	XP_029040462.1
OG0001780	XP_394026.2	XP_029050706.1
OG0001781	XP_006561705.1	XP_029053291.1
OG0001782	XP_394140.4	XP_029048493.1
OG0001783	XP_003249423.2	XP_029047303.1
OG0001784	XP_624087.2	XP_029050306.1
OG0001785	XP_623908.1	XP_029045993.1, XP_029046001.1
OG0001786	XP_001120360.1	XP_029037857.1, XP_029037856.1
OG0001787	XP_393706.3	XP_029050564.1, XP_029050565.1, XP_029050563.1
OG0001788	XP_395906.3	XP_029048755.1
OG0001789	XP_006567899.1	XP_029036577.1, XP_029036575.1
OG0001790	XP_392085.2	XP_029050003.1, XP_029050002.1
OG0001791	XP_001120245.2, XP_006568251.2	XP_029041575.1, XP_029041576.1
OG0001792	XP_625134.3	XP_029033135.1, XP_029033137.1
OG0001793	XP_016768363.1, XP_026296947.1	XP_029050447.1
OG0001794	XP_006568264.1	XP_029041647.1
OG0001794	XP_026295048.1	XP_029041595.1
OG0001795	XP_006567715.1	XP_029036342.1
OG0001796	XP_026296488.1	XP_029045166.1
OG0001797	XP_001120264.1	XP_029042045.1
OG0001799	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1	XP_029046350.1
OG0001800	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1	XP_029047399.1
OG0001801	XP_006571821.1	XP_029042699.1
OG0001802	XP_396615.2	XP_029043170.1
OG0001803	XP_006569400.1	XP_029042974.1, XP_029042973.1, XP_029042972.1, XP_029042971.1
OG0001804	XP_394859.1	XP_029036643.1
OG0001805	XP_006563149.2	XP_029043315.1
OG0001806	XP_006563359.1, XP_026302126.1	XP_029054142.1, XP_029054141.1
OG0001807	XP_001121112.2	XP_029040769.1
OG0001808	XP_623170.1	XP_029032074.1
OG0001809	XP_016768585.1, XP_006568686.1, XP_006568687.1	XP_029055565.1
OG0001810	XP_006559673.1	XP_029041184.1
OG0001810	XP_006559672.1	XP_029041181.1
OG0001811	XP_003249302.2	XP_029046125.1
OG0001812	XP_006560961.1	XP_029039791.1
OG0001813	XP_001122360.3	XP_029044198.1
OG0001814	XP_397220.3	XP_029042421.1, XP_029045552.1
OG0001815	XP_006562406.1	XP_029040479.1
OG0001816	XP_026298657.1	XP_029044832.1, XP_029044831.1, XP_029044829.1
OG0001817	XP_623822.2	XP_029033248.1, XP_029033247.1
OG0001818	XP_026298053.1, XP_026298054.1	XP_029038479.1, XP_029038480.1, XP_029038477.1
OG0001819	XP_003250992.1	XP_029033511.1
OG0001820	XP_394676.2	XP_029051864.1
OG0001821	XP_001120030.2, XP_006571059.1, XP_006571060.1	XP_029040388.1
OG0001822	XP_396855.2	XP_029046426.1, XP_029046425.1
OG0001823	XP_026301314.1	XP_029036949.1
OG0001824	XP_006565919.1, XP_006565917.1	XP_029031980.1, XP_029031977.1
OG0001825	XP_026294960.1	XP_029032081.1
OG0001826	XP_016773199.1	XP_029053086.1
OG0001827	XP_026296804.1	XP_029036559.1
OG0001828	XP_006557452.1, XP_394141.2, XP_026299679.1, XP_006557451.1	XP_029048531.1
OG0001829	XP_006561681.1, XP_006561682.1	XP_029047842.1, XP_029047841.1
OG0001830	XP_006564281.1	XP_029042153.1
OG0001831	XP_026300798.1	XP_029045342.1
OG0001832	XP_394067.4	XP_029052768.1, XP_029052767.1, XP_029052766.1, XP_029052769.1
OG0001833	XP_026296913.1	XP_029045272.1
OG0001834	XP_391916.3	XP_029042694.1, XP_029042695.1
OG0001835	XP_006560538.1, XP_001120677.3	XP_029047233.1
OG0001836	XP_026300727.1	XP_029037552.1, XP_029037559.1
OG0001837	XP_003250899.1	XP_029037380.1, XP_029037381.1
OG0001838	XP_001120649.1	XP_029051146.1, XP_029051147.1
OG0001839	XP_001120879.2, XP_016769298.2	XP_029050310.1
OG0001840	XP_026296453.1	XP_029042173.1
OG0001841	NP_001242966.1	XP_029036470.1
OG0001842	XP_395471.3	XP_029031995.1, XP_029031994.1
OG0001843	XP_026298492.1, XP_396332.3	XP_029047793.1
OG0001844	XP_624012.3	XP_029043545.1
OG0001845	XP_392773.3	XP_029046828.1
OG0001846	XP_016767933.1	XP_029055810.1
OG0001847	XP_026300234.1	XP_029040367.1
OG0001848	XP_624014.2, XP_016768675.1	XP_029055489.1, XP_029055490.1
OG0001849	XP_393000.3, XP_026298149.1, XP_026298150.1	XP_029053171.1
OG0001851	XP_001120336.2	XP_029045173.1, XP_029045174.1, XP_029045172.1
OG0001852	XP_001121588.2	XP_029049682.1
OG0001853	XP_006561993.1	XP_029043094.1
OG0001854	XP_026299949.1	XP_029045247.1
OG0001855	XP_393876.1, XP_016770895.1	XP_029041716.1
OG0001856	XP_026298504.1	XP_029039272.1
OG0001857	XP_006567507.1	XP_029041402.1
OG0001858	XP_393894.1	XP_029044979.1, XP_029044977.1
OG0001859	XP_001122536.1	XP_029043804.1, XP_029043803.1
OG0001860	XP_006566847.1, XP_026295377.1, XP_026295376.1	XP_029050093.1, XP_029050098.1
OG0001861	XP_026296639.1	XP_029048687.1
OG0001862	XP_003251799.1	XP_029048904.1, XP_029048903.1
OG0001863	XP_016769109.1	XP_029035027.1, XP_029035029.1, XP_029035026.1
OG0001864	XP_006565068.1	XP_029048578.1
OG0001865	XP_026298716.1	XP_029053119.1, XP_029053120.1, XP_029053121.1
OG0001866	XP_395324.2	XP_029043436.1, XP_029043437.1
OG0001867	XP_006561140.1	XP_029048154.1
OG0001868	XP_396874.5	XP_029048430.1
OG0001869	XP_003249459.1	XP_029045809.1
OG0001870	XP_006562529.1, XP_016768217.1	XP_029055542.1
OG0001871	XP_393301.3	XP_029048416.1
OG0001872	XP_026299612.1	XP_029041112.1, XP_029041932.1
OG0001873	XP_397060.3	XP_029038144.1
OG0001874	XP_003250417.1	XP_029050759.1, XP_029050674.1, XP_029048285.1, XP_029048199.1
OG0001875	XP_006563722.1, XP_016772169.1	XP_029036827.1
OG0001876	XP_006559138.1	XP_029037790.1, XP_029037792.1, XP_029037791.1
OG0001877	XP_006558330.1	XP_029037014.1, XP_029037017.1
OG0001878	XP_026301695.1	XP_029042381.1, XP_029042382.1
OG0001879	XP_016766647.1	XP_029040642.1, XP_029040643.1
OG0001880	XP_026297802.1	XP_029047497.1
OG0001881	XP_003250415.1	XP_029048014.1, XP_029048013.1, XP_029048015.1
OG0001882	XP_006568897.2, XP_026294859.1	XP_029043070.1
OG0001883	XP_006568004.1	XP_029041441.1, XP_029041478.1, XP_029041459.1, XP_029041468.1, XP_029041450.1
OG0001884	XP_006565104.1	XP_029048604.1, XP_029048600.1
OG0001885	XP_001121449.1	XP_029050007.1
OG0001886	XP_006567216.2	XP_029035856.1, XP_029035853.1
OG0001887	XP_026295850.1, XP_026295851.1, XP_006558751.1, XP_026295849.1	XP_029034869.1
OG0001888	XP_016771541.2	XP_029052172.1
OG0001889	XP_006569623.1	XP_029032338.1
OG0001890	XP_016771641.1, XP_016771642.1, XP_016771643.1	XP_029041889.1
OG0001891	XP_006564255.1, XP_006564252.1, XP_006564253.1	XP_029048182.1, XP_029048179.1
OG0001892	XP_006570318.1, XP_026296436.1	XP_029054568.1, XP_029054569.1
OG0001893	XP_026299177.1	XP_029051123.1
OG0001894	XP_006570163.2	XP_029035313.1
OG0001895	XP_016771683.2	XP_029050588.1
OG0001896	XP_026299099.1	XP_029048990.1, XP_029048991.1, XP_029048993.1, XP_029048994.1, XP_029048992.1
OG0001897	NP_001229455.1	XP_029040323.1
OG0001898	XP_006561037.2	XP_029039449.1
OG0001899	XP_016770620.1	XP_029049778.1
OG0001900	XP_393467.3	XP_029043142.1, XP_029043141.1
OG0001901	XP_016770289.2, XP_016770290.2, XP_006566772.2	XP_029049689.1, XP_029049690.1, XP_029049688.1
OG0001903	XP_026297341.1	XP_029040083.1, XP_029040086.1, XP_029040084.1, XP_029040082.1
OG0001905	XP_006567964.2, XP_006567963.2, XP_003251131.2	XP_029052559.1, XP_029052558.1, XP_029052557.1
OG0001906	XP_006562935.2	XP_029051442.1
OG0001907	XP_026296956.1, XP_026296957.1	XP_029044692.1, XP_029044691.1
OG0001909	XP_016767679.1	XP_029036476.1
OG0001909	XP_016767685.1	XP_029036483.1
OG0001910	XP_003251266.1	XP_029034352.1
OG0001911	XP_006557710.2	XP_029054935.1, XP_029054444.1, XP_029054334.1
OG0001912	XP_016766822.1, XP_016766821.1	XP_029046216.1, XP_029046214.1
OG0001913	XP_394416.4	XP_029032843.1
OG0001914	XP_026294941.1	XP_029056593.1
OG0001915	XP_003251133.1	XP_029046058.1
OG0001916	XP_006569310.1	XP_029033073.1
OG0001917	XP_006559184.1	XP_029036315.1
OG0001918	XP_016770883.1	XP_029034579.1
OG0001919	XP_026295420.1	XP_029032893.1
OG0001920	XP_026299260.1	XP_029045605.1, XP_029045604.1
OG0001921	XP_026297912.1	XP_029056502.1, XP_029056500.1, XP_029056501.1
OG0001923	XP_006565281.1	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1
OG0001924	XP_026302298.1, XP_026302295.1	XP_029042432.1, XP_029042434.1
OG0001925	XP_006571829.1	XP_029036296.1, XP_029036297.1
OG0001926	XP_392721.1	XP_029050772.1
OG0001927	XP_397416.4, XP_006571828.2	XP_029045258.1
OG0001928	XP_016769813.2	XP_029047699.1
OG0001929	XP_393673.3	XP_029049000.1, XP_029048999.1, XP_029049001.1
OG0001930	XP_016769991.2	XP_029039778.1, XP_029039779.1, XP_029039777.1
OG0001931	XP_006572346.1, XP_026302266.1	XP_029032988.1, XP_029032989.1
OG0001933	XP_026301661.1, XP_016772147.2, XP_026301707.1	XP_029055575.1
OG0001934	XP_397465.5	XP_029037263.1
OG0001935	XP_006571434.1, XP_006571436.1	XP_029040732.1, XP_029040731.1
OG0001937	NP_001159377.1, XP_006561583.1	XP_029047849.1
OG0001938	XP_001121838.2	XP_029052503.1, XP_029052504.1, XP_029052502.1
OG0001939	XP_006572022.1	XP_029043390.1
OG0001940	XP_006559014.1, XP_006559013.1, XP_003249430.1	XP_029032607.1, XP_029032608.1, XP_029032605.1
OG0001941	XP_026295572.1, XP_026295581.1	XP_029037157.1
OG0001942	XP_394981.4	XP_029056072.1, XP_029056062.1
OG0001943	NP_001128414.1	XP_029053347.1
OG0001944	XP_026295054.1, NP_001011594.1	XP_029051699.1
OG0001945	XP_026299716.1	XP_029037377.1
OG0001946	XP_006566698.1	XP_029049167.1
OG0001947	XP_623782.1, XP_006565058.1	XP_029037722.1, XP_029037720.1
OG0001948	XP_003250512.2	XP_029034402.1, XP_029034401.1, XP_029034403.1
OG0001949	XP_006568087.1, XP_006568088.1, XP_624939.1	XP_029051273.1
OG0001950	XP_006563986.1, XP_006563984.1, XP_623136.3, XP_026295570.1	XP_029050057.1
OG0001951	XP_394762.4	XP_029033344.1
OG0001952	XP_006564685.2	XP_029049580.1
OG0001953	XP_026299767.1	XP_029042236.1
OG0001954	XP_006562334.1	XP_029041675.1, XP_029041673.1, XP_029041676.1
OG0001955	XP_006571588.1	XP_029037833.1
OG0001956	XP_006562695.1	XP_029039339.1, XP_029039338.1
OG0001957	XP_026295378.1	XP_029038629.1
OG0001959	XP_001120848.2	XP_029036580.1
OG0001960	XP_393174.1	XP_029048599.1
OG0001961	NP_001035357.1, XP_026295136.1	XP_029052705.1
OG0001962	XP_003249671.1	XP_029042569.1
OG0001963	XP_026297487.1	XP_029051642.1, XP_029051641.1, XP_029051640.1
OG0001964	XP_016767882.2	XP_029046096.1
OG0001965	XP_392686.2	XP_029055381.1
OG0001966	XP_026300995.1	XP_029043427.1
OG0001967	NP_001104725.1	XP_029055833.1, XP_029055832.1
OG0001968	XP_001122665.2	XP_029045999.1
OG0001969	XP_003250447.1, XP_016770394.1	XP_029049419.1
OG0001970	XP_016771856.2	XP_029039053.1
OG0001971	XP_026296991.1, XP_006562488.2, XP_003250107.2	XP_029050456.1, XP_029050455.1
OG0001973	XP_006567526.1	XP_029052925.1, XP_029052923.1
OG0001975	XP_026294727.1	XP_029036247.1, XP_029036246.1
OG0001976	XP_394673.4	XP_029044624.1
OG0001977	NP_001265262.1, XP_026297361.1	XP_029051592.1
OG0001978	XP_026295217.1, NP_001128300.1	XP_029040668.1
OG0001979	NP_001229922.1, XP_026297484.1, XP_006564341.1	XP_029035120.1, XP_029035125.1
OG0001980	XP_006560860.2, XP_001120901.3	XP_029052213.1, XP_029052203.1
OG0001981	XP_001122667.2	XP_029038786.1
OG0001982	XP_006569978.1	XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038975.1, XP_029038980.1
OG0001983	XP_026299490.1	XP_029049827.1
OG0001987	XP_006557926.1	XP_029044998.1, XP_029044999.1, XP_029044997.1
OG0001988	XP_006568657.1	XP_029055506.1, XP_029055505.1
OG0001989	XP_395877.1	XP_029053234.1
OG0001990	XP_006570178.1	XP_029035238.1
OG0001991	XP_623079.2, XP_006562631.2	XP_029049382.1, XP_029049384.1, XP_029049383.1
OG0001992	XP_026295286.1, XP_006558448.1	XP_029037031.1, XP_029037032.1
OG0001994	XP_625034.1	XP_029045068.1
OG0001995	XP_396634.2	XP_029042245.1
OG0001996	XP_026299876.1	XP_029040956.1
OG0001997	XP_003249792.1	XP_029049977.1
OG0001998	XP_026296171.1, XP_026296174.1, XP_026296173.1, XP_026296172.1	XP_029035619.1
OG0001999	XP_624205.2	XP_029045563.1, XP_029042449.1
OG0002000	XP_026301334.1, XP_026301335.1	XP_029041055.1
OG0002001	XP_624562.2	XP_029052793.1
OG0002002	NP_001035345.1, XP_006571765.2	XP_029047674.1
OG0002003	XP_026300645.1	XP_029048595.1
OG0002004	XP_026295896.1	XP_029045839.1
OG0002005	XP_026295546.1, XP_026295545.1	XP_029050228.1
OG0002006	XP_392711.4	XP_029052802.1
OG0002007	XP_624429.2	XP_029042124.1, XP_029042137.1
OG0002009	XP_006562151.1, XP_625149.1, XP_006562150.1	XP_029043919.1
OG0002010	XP_625179.1	XP_029045105.1
OG0002011	XP_006569298.1	XP_029032960.1
OG0002012	XP_016773481.1, NP_001107660.1	XP_029036287.1
OG0002013	XP_395056.4	XP_029038171.1
OG0002014	XP_006560410.1	XP_029049235.1
OG0002015	XP_623739.2	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1
OG0002016	XP_396581.5	XP_029054454.1
OG0002017	XP_026301178.1	XP_029052496.1
OG0002018	XP_006557745.2, NP_001229397.1	XP_029052993.1
OG0002019	XP_623673.3	XP_029049772.1
OG0002020	XP_026296296.1, XP_026296289.1	XP_029032679.1, XP_029032672.1
OG0002021	XP_026297392.1, XP_026297393.1	XP_029052655.1, XP_029052663.1, XP_029052674.1
OG0002022	XP_624811.3	XP_029032981.1
OG0002023	XP_026300485.1, XP_006557894.1, XP_006557893.1	XP_029049945.1, XP_029049943.1
OG0002024	XP_026296072.1	XP_029036015.1
OG0002025	XP_016767160.1	XP_029034323.1
OG0002026	XP_006568164.1	XP_029050487.1
OG0002027	XP_006570250.1	XP_029045260.1
OG0002028	XP_392742.4	XP_029035230.1, XP_029035231.1
OG0002029	XP_393021.4	XP_029050726.1
OG0002030	NP_001035923.1, XP_026301066.1	XP_029034727.1
OG0002032	XP_006567845.1, XP_394587.3	XP_029046713.1, XP_029046709.1
OG0002033	XP_026301076.1	XP_029047647.1
OG0002034	XP_006558694.1	XP_029053473.1, XP_029053472.1
OG0002036	XP_026294976.1	XP_029031953.1, XP_029031952.1
OG0002037	XP_397092.3	XP_029051984.1
OG0002039	XP_016771674.1, XP_003249647.1	XP_029052743.1
OG0002040	NP_001229385.1	XP_029037655.1, XP_029037656.1
OG0002041	XP_006566987.1	XP_029034595.1, XP_029034597.1, XP_029034596.1
OG0002042	XP_026298837.1	XP_029037435.1
OG0002043	XP_393404.2	XP_029038149.1
OG0002044	XP_026301448.1	XP_029044454.1
OG0002045	XP_026298052.1	XP_029038475.1
OG0002047	XP_395924.2	XP_029047980.1
OG0002048	XP_006569408.2	XP_029034257.1, XP_029034247.1
OG0002049	XP_006557379.2	XP_029045092.1
OG0002050	XP_006568607.1	XP_029047468.1
OG0002051	XP_392246.3	XP_029055947.1
OG0002052	XP_026298620.1	XP_029039200.1
OG0002053	XP_006557635.1, XP_006557637.1	XP_029032752.1
OG0002054	XP_026301012.1, XP_016771495.1	XP_029039271.1, XP_029039268.1
OG0002055	XP_003250472.2	XP_029047682.1, XP_029039906.1, XP_029052417.1
OG0002056	XP_623996.3	XP_029049390.1
OG0002057	XP_006564911.3	XP_029045426.1, XP_029045424.1, XP_029045427.1
OG0002058	XP_624823.1	XP_029035452.1
OG0002059	XP_026300939.1	XP_029032800.1
OG0002060	XP_006558279.1, XP_016768968.1	XP_029038247.1, XP_029038250.1
OG0002061	XP_006559822.1	XP_029047217.1
OG0002062	XP_026297746.1	XP_029046973.1
OG0002063	XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299135.1, XP_026299139.1	XP_029040517.1
OG0002064	XP_006557901.1, XP_016771212.1	XP_029052106.1, XP_029052107.1
OG0002065	XP_026300905.1	XP_029041901.1
OG0002066	XP_016772001.1, XP_625215.4	XP_029040918.1, XP_029040919.1
OG0002067	XP_006557829.1	XP_029045229.1
OG0002068	XP_396039.6	XP_029056546.1
OG0002069	XP_003249083.2	XP_029051814.1
OG0002070	XP_006568802.1	XP_029043227.1, XP_029043226.1
OG0002071	XP_006570054.1	XP_029032309.1
OG0002072	XP_394778.2	XP_029052878.1, XP_029052879.1
OG0002073	XP_623094.2	XP_029050318.1
OG0002074	XP_003250290.2	XP_029053252.1, XP_029053244.1
OG0002075	XP_624827.3	XP_029045743.1
OG0002076	NP_001035320.1	XP_029047150.1
OG0002077	XP_001119921.1	XP_029033041.1
OG0002078	XP_016770352.2	XP_029042635.1
OG0002079	XP_392419.3	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1
OG0002080	XP_396298.2	XP_029047198.1
OG0002081	XP_006564656.1	XP_029052297.1
OG0002082	XP_026296977.1	XP_029048091.1, XP_029048090.1
OG0002083	XP_391852.2	XP_029039991.1
OG0002084	XP_394417.5	XP_029038605.1
OG0002085	XP_006572325.1	XP_029042716.1
OG0002086	XP_006562875.3	XP_029039847.1, XP_029039849.1, XP_029039846.1
OG0002087	XP_006557806.1	XP_029042330.1
OG0002088	XP_016769943.1, XP_006566281.1	XP_029034430.1
OG0002089	XP_001122842.2	XP_029032834.1
OG0002090	XP_003250895.2	XP_029037578.1, XP_029037577.1
OG0002091	XP_016768578.1	XP_029045077.1, XP_029045076.1, XP_029045078.1
OG0002092	XP_001120770.1	XP_029048628.1
OG0002093	XP_001121453.1	XP_029032079.1
OG0002094	XP_006557484.1	XP_029051594.1
OG0002095	XP_006571055.1, XP_016768322.1	XP_029036198.1, XP_029036200.1, XP_029036199.1
OG0002096	XP_006567403.1, XP_623232.1, XP_006567404.1	XP_029047812.1, XP_029047813.1
OG0002097	XP_016772243.1	XP_029036899.1
OG0002098	XP_395300.3	XP_029044789.1
OG0002099	XP_016769587.1	XP_029038525.1, XP_029038526.1
OG0002100	XP_001121113.1, XP_006562944.1	XP_029051458.1
OG0002101	XP_392414.6	XP_029037300.1
OG0002102	XP_026296629.1	XP_029042854.1, XP_029042853.1
OG0002103	XP_396097.3, XP_006572192.1	XP_029032664.1
OG0002104	XP_016767605.2	XP_029052535.1
OG0002105	XP_001121094.1, XP_006565394.1, XP_026297302.1	XP_029055494.1, XP_029053852.1, XP_029053901.1, XP_029055485.1, XP_029055476.1, XP_029055468.1, XP_029053963.1, XP_029054021.1
OG0002106	XP_026300909.1	XP_029041832.1, XP_029041831.1, XP_029041830.1
OG0002107	XP_006562841.1	XP_029046018.1, XP_029046017.1
OG0002108	XP_392953.3	XP_029044394.1, XP_029044395.1
OG0002109	XP_392624.5	XP_029038919.1
OG0002110	XP_026300792.1	XP_029032760.1, XP_029032761.1
OG0002111	XP_001120809.2, XP_026299066.1, XP_016770131.2	XP_029033693.1, XP_029033526.1
OG0002113	XP_006562933.1	XP_029047510.1, XP_029047511.1, XP_029051392.1
OG0002114	XP_026296872.1, XP_026296873.1	XP_029046459.1, XP_029046460.1
OG0002115	XP_393033.4, XP_016771093.1, XP_016771091.1	XP_029032421.1
OG0002116	XP_006562581.1	XP_029053416.1
OG0002117	XP_006567226.1	XP_029035968.1
OG0002119	XP_006565398.1	XP_029037275.1
OG0002120	XP_001120472.1, XP_026299847.1	XP_029048939.1
OG0002121	XP_026296861.1	XP_029036617.1, XP_029036614.1
OG0002122	XP_006567480.1, XP_001122362.2	XP_029041453.1
OG0002123	XP_624419.3	XP_029049483.1
OG0002124	XP_016772410.1	XP_029050950.1
OG0002125	XP_016769141.2	XP_029051520.1, XP_029051518.1, XP_029051519.1
OG0002126	XP_623779.1	XP_029053942.1
OG0002127	XP_016766513.2, XP_026294932.1	XP_029041638.1
OG0002128	XP_001120093.2	XP_029052868.1
OG0002129	XP_016768262.1	XP_029040093.1
OG0002131	XP_006557820.2	XP_029049925.1
OG0002131	XP_016772551.2	XP_029049922.1
OG0002132	XP_026300717.1, XP_026300716.1	XP_029043534.1
OG0002134	XP_016768353.1	XP_029038271.1
OG0002136	XP_001122322.2	XP_029048351.1
OG0002137	XP_006569994.1	XP_029045148.1
