Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
OG0017725	XP_029342967.1																				
OG0017726	XP_029342972.1																				
OG0017727	XP_029342983.1																				
OG0017728	XP_029343012.1																				
OG0017729	XP_029343013.1																				
OG0017730	XP_029343031.1																				
OG0017731	XP_029343136.1																				
OG0017732	XP_029343145.1																				
OG0017733	XP_029343151.1																				
OG0017734	XP_029343164.1																				
OG0017735	XP_029343195.1																				
OG0017736	XP_029343215.1																				
OG0017737	XP_029343238.1																				
OG0017738	XP_029343248.1																				
OG0017739	XP_029343297.1																				
OG0017740	XP_029343334.1																				
OG0017741	XP_029343336.1																				
OG0017742	XP_029343344.1																				
OG0017743	XP_029343347.1																				
OG0017744	XP_029343485.1																				
OG0017745	XP_029343488.1																				
OG0017746	XP_029343492.1																				
OG0017747	XP_029343505.1																				
OG0017748	XP_029343510.1																				
OG0017749	XP_029343606.1																				
OG0017750	XP_029343608.1																				
OG0017751	XP_029343638.1																				
OG0017752	XP_029343657.1																				
OG0017753	XP_029343660.1																				
OG0017754	XP_029343674.1																				
OG0017755	XP_029343686.1																				
OG0017756	XP_029343688.1																				
OG0017757	XP_029343718.1																				
OG0017758	XP_029343727.1																				
OG0017759	XP_029343755.1																				
OG0017760	XP_029343798.1																				
OG0017761	XP_029343799.1																				
OG0017762	XP_029343830.1																				
OG0017763	XP_029343868.1																				
OG0017764	XP_029343874.1																				
OG0017765	XP_029343912.1																				
OG0017766	XP_029343922.1																				
OG0017767	XP_029343925.1																				
OG0017768	XP_029344020.1																				
OG0017769	XP_029344023.1																				
OG0017770	XP_029344028.1																				
OG0017771	XP_029344051.1																				
OG0017772	XP_029344058.1																				
OG0017773	XP_029344111.1																				
OG0017774	XP_029344177.1																				
OG0017775	XP_029344180.1																				
OG0017776	XP_029344214.1																				
OG0017777	XP_029344285.1																				
OG0017778	XP_029344290.1																				
OG0017779	XP_029344295.1																				
OG0017780	XP_029344331.1																				
OG0017781	XP_029344364.1																				
OG0017782	XP_029344366.1																				
OG0017783	XP_029344392.1																				
OG0017784	XP_029344395.1																				
OG0017785	XP_029344485.1																				
OG0017786	XP_029344513.1																				
OG0017787	XP_029344546.1																				
OG0017788	XP_029344560.1																				
OG0017789	XP_029344564.1																				
OG0017790	XP_029344570.1																				
OG0017791	XP_029344603.1																				
OG0017792	XP_029344611.1																				
OG0017793	XP_029344642.1																				
OG0017794	XP_029344645.1																				
OG0017795	XP_029344656.1																				
OG0017796	XP_029344699.1																				
OG0017797	XP_029344716.1																				
OG0017798	XP_029344717.1																				
OG0017799	XP_029344813.1																				
OG0017800	XP_029344846.1																				
OG0017801	XP_029344860.1																				
OG0017802	XP_029344890.1																				
OG0017803	XP_029344897.1																				
OG0017804	XP_029344900.1																				
OG0017805	XP_029344957.1																				
OG0017806	XP_029344973.1																				
OG0017807	XP_029344985.1																				
OG0017808	XP_029344998.1																				
OG0017809	XP_029345003.1																				
OG0017810	XP_029345018.1																				
OG0017811	XP_029345123.1																				
OG0017812	XP_029345131.1																				
OG0017813	XP_029345136.1																				
OG0017814	XP_029345142.1																				
OG0017815	XP_029345158.1																				
OG0017816	XP_029345271.1																				
OG0017817	XP_029345290.1																				
OG0017818	XP_029345339.1																				
OG0017819	XP_029345401.1																				
OG0017820	XP_029345413.1																				
OG0017821	XP_029345414.1																				
OG0017822	XP_029345429.1																				
OG0017823	XP_029345446.1																				
OG0017824	XP_029345476.1																				
OG0017825	XP_029345484.1																				
OG0017826	XP_029345502.1																				
OG0017827	XP_029345528.1																				
OG0017828	XP_029345544.1																				
OG0017829	XP_029345571.1																				
OG0017830	XP_029345614.1																				
OG0017831	XP_029345646.1																				
OG0017832	XP_029345669.1																				
OG0017833	XP_029345683.1																				
OG0017834	XP_029345684.1																				
OG0017835	XP_029345700.1																				
OG0017836	XP_029345701.1																				
OG0017837	XP_029345725.1																				
OG0017838	XP_029345779.1																				
OG0017839	XP_029345784.1																				
OG0017840	XP_029345789.1																				
OG0017841	XP_029345794.1																				
OG0017842	XP_029345804.1																				
OG0017843	XP_029345805.1																				
OG0017844	XP_029345807.1																				
OG0017845	XP_029345809.1																				
OG0017846	XP_029345825.1																				
OG0017847	XP_029345842.1																				
OG0017848	XP_029345848.1																				
OG0017849	XP_029345852.1																				
OG0017850	XP_029345865.1																				
OG0017851	XP_029345882.1																				
OG0017852	XP_029345885.1																				
OG0017853	XP_029345891.1																				
OG0017854	XP_029345901.1																				
OG0017855	XP_029345965.1																				
OG0017856	XP_029345989.1																				
OG0017857	XP_029346001.1																				
OG0017858	XP_029346022.1																				
OG0017859	XP_029346032.1																				
OG0017860	XP_029346052.1																				
OG0017861	XP_029346064.1																				
OG0017862	XP_029346067.1																				
OG0017863	XP_029346091.1																				
OG0017864	XP_029346093.1																				
OG0017865	XP_029346109.1																				
OG0017866	XP_029346150.1																				
OG0017867	XP_029346154.1																				
OG0017868	XP_029346173.1																				
OG0017869	XP_029346178.1																				
OG0017870	XP_029346185.1																				
OG0017871	XP_029346198.1																				
OG0017872	XP_029346205.1																				
OG0017873	XP_029346206.1																				
OG0017874	XP_029346220.1																				
OG0017875	XP_029346234.1																				
OG0017876	XP_029346268.1																				
OG0017877	XP_029346270.1																				
OG0017878	XP_029346271.1																				
OG0017879	XP_029346300.1																				
OG0017880	XP_029346320.1																				
OG0017881	XP_029346344.1																				
OG0017882	XP_029346346.1																				
OG0017883	XP_029346449.1																				
OG0017884	XP_029346457.1																				
OG0017885	XP_029346458.1																				
OG0017886	XP_029346465.1																				
OG0017887	XP_029346466.1																				
OG0017888	XP_029346483.1																				
OG0017889	XP_029346501.1																				
OG0017890	XP_029346509.1																				
OG0017891	XP_029346515.1																				
OG0017892	XP_029346521.1																				
OG0017893	XP_029346605.1																				
OG0017894	XP_029346606.1																				
OG0017895	XP_029346612.1																				
OG0017896	XP_029346629.1																				
OG0017897	XP_029346657.1																				
OG0017898	XP_029346678.1																				
OG0017899	XP_029346719.1																				
OG0017900	XP_029346745.1																				
OG0017901	XP_029346766.1																				
OG0017902	XP_029346767.1																				
OG0017903	XP_029346773.1																				
OG0017904	XP_029346795.1																				
OG0017905	XP_029346808.1																				
OG0017906	XP_029346832.1																				
OG0017907	XP_029346835.1																				
OG0017908	XP_029346866.1																				
OG0017909	XP_029346871.1																				
OG0017910	XP_029346911.1																				
OG0017911	XP_029346936.1																				
OG0017912	XP_029346960.1																				
OG0017913	XP_029346964.1																				
OG0017914	XP_029347008.1																				
OG0017915	XP_029347034.1																				
OG0017916	XP_029347038.1																				
OG0017917	XP_029347051.1																				
OG0017918	XP_029347139.1																				
OG0017919	XP_029347166.1																				
OG0017920	XP_029347198.1																				
OG0017921	XP_029347223.1																				
OG0017922	XP_029347224.1																				
OG0017923	XP_029347233.1																				
OG0017924	XP_029347237.1																				
OG0017925	XP_029347256.1																				
OG0017926	XP_029347266.1																				
OG0017927	XP_029347328.1																				
OG0017928	XP_029347330.1																				
OG0017929	XP_029347338.1																				
OG0017930	XP_029347339.1																				
OG0017931	XP_029347341.1																				
OG0017932	XP_029347348.1																				
OG0017933	XP_029347351.1																				
OG0017934	XP_029347354.1																				
OG0017935	XP_029347359.1																				
OG0017936	XP_029347361.1																				
OG0017937	XP_029347375.1																				
OG0017938	XP_029347378.1																				
OG0017939	XP_029347386.1																				
OG0017940	XP_029347476.1																				
OG0017941	XP_029347580.1																				
OG0017942	XP_029347591.1																				
OG0017943	XP_029347592.1																				
OG0017944	XP_029347657.1																				
OG0017945	XP_029347667.1																				
OG0017946	XP_029347677.1																				
OG0017947	XP_029347685.1																				
OG0017948	XP_029347687.1																				
OG0017949	XP_029347692.1																				
OG0017950	XP_029347704.1																				
OG0017951	XP_029347714.1																				
OG0017952	XP_029347745.1																				
OG0017953	XP_029347754.1																				
OG0017954	XP_029347792.1																				
OG0017955	XP_029347794.1																				
OG0017956	XP_029347799.1																				
OG0017957	XP_029347856.1																				
OG0017958	XP_029347878.1																				
OG0017959	XP_029347892.1																				
OG0017960	XP_029347903.1																				
OG0017961	XP_029347907.1																				
OG0017962	XP_029347908.1																				
OG0017963	XP_029347912.1																				
OG0017964	XP_029347917.1																				
OG0017965	XP_029347930.1																				
OG0017966	XP_029347933.1																				
OG0017967	XP_029347966.1																				
OG0017968	XP_029347992.1																				
OG0017969	XP_029347993.1																				
OG0017970	XP_029348010.1																				
OG0017971	XP_029348014.1																				
OG0017972	XP_029348019.1																				
OG0017973	XP_029348034.1																				
OG0017974	XP_029348035.1																				
OG0017975	XP_029348088.1																				
OG0017976	XP_029348089.1																				
OG0017977	XP_029348093.1																				
OG0017978	XP_029348094.1																				
OG0017979	XP_029348131.1																				
OG0017980	XP_029348139.1																				
OG0017981	XP_029348152.1																				
OG0017982	XP_029348153.1																				
OG0017983	XP_029348155.1																				
OG0017984	XP_029348227.1																				
OG0017985	XP_029348247.1																				
OG0017986	XP_029348251.1																				
OG0017987	XP_029348253.1																				
OG0017988	XP_029348272.1																				
OG0017989	XP_029348281.1																				
OG0017990	XP_029348335.1																				
OG0017991	XP_029348365.1																				
OG0017992	XP_029348401.1																				
OG0017993	XP_029348408.1																				
OG0017994	XP_029348428.1																				
OG0017995	XP_029348451.1																				
OG0017996	XP_029348456.1																				
OG0017997	XP_029348497.1																				
OG0017998	XP_029348509.1																				
OG0017999	XP_029348514.1																				
OG0018000	XP_029348516.1																				
OG0018001	XP_029348524.1																				
OG0018002	XP_029348550.1																				
OG0018003	XP_029348581.1																				
OG0018004	XP_029348589.1																				
OG0018005	XP_029348596.1																				
OG0018006	XP_029348606.1																				
OG0018007	XP_029348610.1																				
OG0018008	XP_029348613.1																				
OG0018009	XP_029348643.1																				
OG0018010	XP_029348651.1																				
OG0018011	XP_029348654.1																				
OG0018012	XP_029348682.1																				
OG0018013	XP_029348685.1																				
OG0018014	XP_029348699.1																				
OG0018015	XP_029348711.1																				
OG0018016	XP_029348715.1																				
OG0018017	YP_002323933.1																				
OG0018018		XP_001647773.1																			
OG0018019		XP_001647783.2																			
OG0018020		XP_001647788.2																			
OG0018021		XP_001647839.1																			
OG0018022		XP_001647879.2																			
OG0018023		XP_001647958.1																			
OG0018024		XP_001647975.3																			
OG0018025		XP_001648116.2																			
OG0018026		XP_001648156.1																			
OG0018027		XP_001648188.2																			
OG0018028		XP_001648228.1																			
OG0018029		XP_001648237.2																			
OG0018030		XP_001648378.2																			
OG0018031		XP_001648775.2																			
OG0018032		XP_001648904.1																			
OG0018033		XP_001648927.1																			
OG0018034		XP_001649055.2																			
OG0018035		XP_001649156.2																			
OG0018036		XP_001649325.2																			
OG0018037		XP_001649362.2																			
OG0018038		XP_001649387.2																			
OG0018039		XP_001649450.1																			
OG0018040		XP_001649532.2																			
OG0018041		XP_001649560.1																			
OG0018042		XP_001649564.2																			
OG0018043		XP_001649653.1																			
OG0018044		XP_001649697.1																			
OG0018045		XP_001649714.1																			
OG0018046		XP_001649720.2																			
OG0018047		XP_001649935.3																			
OG0018048		XP_001650017.1																			
OG0018049		XP_001650082.2																			
OG0018050		XP_001650149.2																			
OG0018051		XP_001650165.1																			
OG0018052		XP_001650220.2																			
OG0018053		XP_001650278.2																			
OG0018054		XP_001650279.2																			
OG0018055		XP_001650391.2																			
OG0018056		XP_001650472.1																			
OG0018057		XP_001650529.1																			
OG0018058		XP_001650587.1																			
OG0018059		XP_001650954.2																			
OG0018060		XP_001651032.2																			
OG0018061		XP_001651095.2																			
OG0018062		XP_001651333.1																			
OG0018063		XP_001651422.2																			
OG0018064		XP_001651439.2																			
OG0018065		XP_001651441.2																			
OG0018066		XP_001651511.1																			
OG0018067		XP_001651574.2																			
OG0018068		XP_001651625.1																			
OG0018069		XP_001651647.2																			
OG0018070		XP_001651684.2																			
OG0018071		XP_001651692.2																			
OG0018072		XP_001651695.1																			
OG0018073		XP_001651699.2																			
OG0018074		XP_001651739.1																			
OG0018075		XP_001651903.1																			
OG0018076		XP_001651904.1																			
OG0018077		XP_001651954.2																			
OG0018078		XP_001652135.2																			
OG0018079		XP_001652161.2																			
OG0018080		XP_001652162.2																			
OG0018081		XP_001652164.1																			
OG0018082		XP_001652407.2																			
OG0018083		XP_001652441.1																			
OG0018084		XP_001652458.1																			
OG0018085		XP_001652640.2																			
OG0018086		XP_001652839.2																			
OG0018087		XP_001652887.1																			
OG0018088		XP_001652967.1																			
OG0018089		XP_001653028.2																			
OG0018090		XP_001653045.2																			
OG0018091		XP_001653079.2																			
OG0018092		XP_001653094.2																			
OG0018093		XP_001653095.2																			
OG0018094		XP_001653132.1																			
OG0018095		XP_001653230.2																			
OG0018096		XP_001653267.2																			
OG0018097		XP_001653420.2																			
OG0018098		XP_001653703.2																			
OG0018099		XP_001653716.2																			
OG0018100		XP_001653832.1																			
OG0018101		XP_001653911.1																			
OG0018102		XP_001654395.2																			
OG0018103		XP_001654524.1																			
OG0018104		XP_001654695.2																			
OG0018105		XP_001654810.1																			
OG0018106		XP_001654938.2																			
OG0018107		XP_001655104.1																			
OG0018108		XP_001655388.1																			
OG0018109		XP_001655420.2																			
OG0018110		XP_001655530.2																			
OG0018111		XP_001655610.2																			
OG0018112		XP_001655648.1																			
OG0018113		XP_001655704.2																			
OG0018114		XP_001655715.1																			
OG0018115		XP_001655793.2																			
OG0018116		XP_001656043.2																			
OG0018117		XP_001656058.2																			
OG0018118		XP_001656092.1																			
OG0018119		XP_001656307.2																			
OG0018120		XP_001656484.2																			
OG0018121		XP_001656512.2																			
OG0018122		XP_001656557.3																			
OG0018123		XP_001656590.2																			
OG0018124		XP_001656641.1																			
OG0018125		XP_001656656.2																			
OG0018126		XP_001656688.2																			
OG0018127		XP_001656700.2																			
OG0018128		XP_001656801.1																			
OG0018129		XP_001656908.2																			
OG0018130		XP_001656990.2																			
OG0018131		XP_001657033.2																			
OG0018132		XP_001657034.2																			
OG0018133		XP_001657065.1																			
OG0018134		XP_001657087.2																			
OG0018135		XP_001657089.2																			
OG0018136		XP_001657142.2																			
OG0018137		XP_001657158.1																			
OG0018138		XP_001657513.1																			
OG0018139		XP_001657552.2																			
OG0018140		XP_001657771.2																			
OG0018141		XP_001657787.2																			
OG0018142		XP_001657788.1																			
OG0018143		XP_001657943.2																			
OG0018144		XP_001657945.2																			
OG0018145		XP_001657948.2																			
OG0018146		XP_001658076.1																			
OG0018147		XP_001658422.1																			
OG0018148		XP_001658460.2																			
OG0018149		XP_001658493.1																			
OG0018150		XP_001658554.1																			
OG0018151		XP_001658694.2																			
OG0018152		XP_001658801.2																			
OG0018153		XP_001658853.2																			
OG0018154		XP_001659037.2																			
OG0018155		XP_001659091.2																			
OG0018156		XP_001659099.2																			
OG0018157		XP_001659112.2																			
OG0018158		XP_001659229.2																			
OG0018159		XP_001659230.1																			
OG0018160		XP_001659275.1																			
OG0018161		XP_001659373.1																			
OG0018162		XP_001659475.1																			
OG0018163		XP_001659526.2																			
OG0018164		XP_001659564.2																			
OG0018165		XP_001659593.2																			
OG0018166		XP_001659674.2																			
OG0018167		XP_001659741.2																			
OG0018168		XP_001659902.2																			
OG0018169		XP_001660097.2																			
OG0018170		XP_001660125.1																			
OG0018171		XP_001660232.2																			
OG0018172		XP_001660288.1																			
OG0018173		XP_001660297.2																			
OG0018174		XP_001660355.2																			
OG0018175		XP_001660526.1																			
OG0018176		XP_001660684.1																			
OG0018177		XP_001660689.2																			
OG0018178		XP_001660739.2																			
OG0018179		XP_001661005.2																			
OG0018180		XP_001661145.2																			
OG0018181		XP_001661178.2																			
OG0018182		XP_001661252.1																			
OG0018183		XP_001661269.2																			
OG0018184		XP_001661321.2																			
OG0018185		XP_001661322.2																			
OG0018186		XP_001661471.2																			
OG0018187		XP_001661505.1																			
OG0018188		XP_001661668.2																			
OG0018189		XP_001661669.2																			
OG0018190		XP_001661819.1																			
OG0018191		XP_001661863.2																			
OG0018192		XP_001661977.2																			
OG0018193		XP_001662106.1																			
OG0018194		XP_001662125.1																			
OG0018195		XP_001662172.2																			
OG0018196		XP_001662204.2																			
OG0018197		XP_001662241.2																			
OG0018198		XP_001662258.1																			
OG0018199		XP_001662557.1																			
OG0018200		XP_001662856.1																			
OG0018201		XP_001662921.2																			
OG0018202		XP_001663006.2																			
OG0018203		XP_001663007.2																			
OG0018204		XP_001663008.2																			
OG0018205		XP_001663009.2																			
OG0018206		XP_001663038.1																			
OG0018207		XP_001663160.2																			
OG0018208		XP_001663251.1																			
OG0018209		XP_001663322.2																			
OG0018210		XP_001663496.1																			
OG0018211		XP_001663539.2																			
OG0018212		XP_001663550.2																			
OG0018213		XP_001663608.2																			
OG0018214		XP_001663638.2																			
OG0018215		XP_001663672.1																			
OG0018216		XP_001663697.1																			
OG0018217		XP_001663757.1																			
OG0018218		XP_001663807.2																			
OG0018219		XP_001663906.2																			
OG0018220		XP_001664002.2																			
OG0018221		XP_001664003.2																			
OG0018222		XP_001664158.2																			
OG0018223		XP_001664221.1																			
OG0018224		XP_001664264.1																			
OG0018225		XP_011493001.1																			
OG0018226		XP_011493044.1																			
OG0018227		XP_011493147.1																			
OG0018228		XP_011493151.1																			
OG0018229		XP_011493274.2																			
OG0018230		XP_011493368.2																			
OG0018231		XP_011493562.2																			
OG0018232		XP_011493722.2																			
OG0018233		XP_021692978.1																			
OG0018234		XP_021693094.1																			
OG0018235		XP_021693133.1																			
OG0018236		XP_021693135.1																			
OG0018237		XP_021693264.1																			
OG0018238		XP_021693300.1																			
OG0018239		XP_021693301.1																			
OG0018240		XP_021693329.1																			
OG0018241		XP_021693343.1																			
OG0018242		XP_021693455.1																			
OG0018243		XP_021693514.1																			
OG0018244		XP_021693561.1																			
OG0018245		XP_021693587.1																			
OG0018246		XP_021693588.1																			
OG0018247		XP_021693589.1																			
OG0018248		XP_021693632.1																			
OG0018249		XP_021693674.1																			
OG0018250		XP_021693853.1																			
OG0018251		XP_021693891.1																			
OG0018252		XP_021693912.1																			
OG0018253		XP_021694004.1																			
OG0018254		XP_021694006.1																			
OG0018255		XP_021694007.1																			
OG0018256		XP_021694057.1																			
OG0018257		XP_021694058.1																			
OG0018258		XP_021694122.1																			
OG0018259		XP_021694196.1																			
OG0018260		XP_021694211.1																			
OG0018261		XP_021694214.1																			
OG0018262		XP_021694217.1																			
OG0018263		XP_021694221.1																			
OG0018264		XP_021694222.1																			
OG0018265		XP_021694243.1																			
OG0018266		XP_021694246.1																			
OG0018267		XP_021694250.1																			
OG0018268		XP_021694253.1																			
OG0018269		XP_021694265.1																			
OG0018270		XP_021694274.1																			
OG0018271		XP_021694285.1																			
OG0018272		XP_021694299.1																			
OG0018273		XP_021694300.1																			
OG0018274		XP_021694301.1																			
OG0018275		XP_021694304.1																			
OG0018276		XP_021694313.1																			
OG0018277		XP_021694320.1																			
OG0018278		XP_021694328.1																			
OG0018279		XP_021694334.1																			
OG0018280		XP_021694346.1																			
OG0018281		XP_021694359.1																			
OG0018282		XP_021694363.1																			
OG0018283		XP_021694364.1																			
OG0018284		XP_021694367.1																			
OG0018285		XP_021694372.1																			
OG0018286		XP_021694375.1																			
OG0018287		XP_021694393.1																			
OG0018288		XP_021694404.1																			
OG0018289		XP_021694409.1																			
OG0018290		XP_021694411.1																			
OG0018291		XP_021694430.1																			
OG0018292		XP_021694800.1																			
OG0018293		XP_021694815.1																			
OG0018294		XP_021694836.1																			
OG0018295		XP_021694946.1																			
OG0018296		XP_021695178.1																			
OG0018297		XP_021695190.1																			
OG0018298		XP_021695197.1																			
OG0018299		XP_021695199.1																			
OG0018300		XP_021695208.1																			
OG0018301		XP_021695209.1																			
OG0018302		XP_021695210.1																			
OG0018303		XP_021695214.1																			
OG0018304		XP_021695223.1																			
OG0018305		XP_021695232.1																			
OG0018306		XP_021695241.1																			
OG0018307		XP_021695244.1																			
OG0018308		XP_021695245.1																			
OG0018309		XP_021695263.1																			
OG0018310		XP_021695286.1																			
OG0018311		XP_021695289.1																			
OG0018312		XP_021695293.1																			
OG0018313		XP_021695296.1																			
OG0018314		XP_021695304.1																			
OG0018315		XP_021695305.1																			
OG0018316		XP_021695307.1																			
OG0018317		XP_021695309.1																			
OG0018318		XP_021695337.1																			
OG0018319		XP_021695346.1																			
OG0018320		XP_021695348.1																			
OG0018321		XP_021695390.1																			
OG0018322		XP_021695394.1																			
OG0018323		XP_021695395.1																			
OG0018324		XP_021695455.1																			
OG0018325		XP_021695456.1																			
OG0018326		XP_021695458.1																			
OG0018327		XP_021695521.1																			
OG0018328		XP_021695528.1																			
OG0018329		XP_021695581.1																			
OG0018330		XP_021695720.1																			
OG0018331		XP_021695728.1																			
OG0018332		XP_021695747.1																			
OG0018333		XP_021696017.1																			
OG0018334		XP_021696020.1																			
OG0018335		XP_021696130.1																			
OG0018336		XP_021696179.1																			
OG0018337		XP_021696268.1																			
OG0018338		XP_021696282.1																			
OG0018339		XP_021696298.1																			
OG0018340		XP_021696306.1																			
OG0018341		XP_021696330.1																			
OG0018342		XP_021696461.1																			
OG0018343		XP_021696575.1																			
OG0018344		XP_021696581.1																			
OG0018345		XP_021696590.1																			
OG0018346		XP_021696596.1																			
OG0018347		XP_021696604.1																			
OG0018348		XP_021696609.1																			
OG0018349		XP_021696611.1																			
OG0018350		XP_021696680.1																			
OG0018351		XP_021696720.1																			
OG0018352		XP_021696725.1																			
OG0018353		XP_021696786.1																			
OG0018354		XP_021696794.1																			
OG0018355		XP_021696811.1																			
OG0018356		XP_021696813.1																			
OG0018357		XP_021696872.1																			
OG0018358		XP_021696885.1																			
OG0018359		XP_021696907.1																			
OG0018360		XP_021696908.1																			
OG0018361		XP_021696910.1																			
OG0018362		XP_021696954.1																			
OG0018363		XP_021697005.1																			
OG0018364		XP_021697042.1																			
OG0018365		XP_021697110.1																			
OG0018366		XP_021697233.1																			
OG0018367		XP_021697306.1																			
OG0018368		XP_021697330.1																			
OG0018369		XP_021697694.1																			
OG0018370		XP_021697697.1																			
OG0018371		XP_021697714.1																			
OG0018372		XP_021697808.1																			
OG0018373		XP_021697809.1																			
OG0018374		XP_021697829.1																			
OG0018375		XP_021697883.1																			
OG0018376		XP_021697958.1																			
OG0018377		XP_021698056.1																			
OG0018378		XP_021698136.1																			
OG0018379		XP_021698221.1																			
OG0018380		XP_021698265.1																			
OG0018381		XP_021698319.1																			
OG0018382		XP_021698324.1																			
OG0018383		XP_021698325.1																			
OG0018384		XP_021698476.1																			
OG0018385		XP_021698479.1																			
OG0018386		XP_021698491.1																			
OG0018387		XP_021698581.1																			
OG0018388		XP_021698582.1																			
OG0018389		XP_021698586.1																			
OG0018390		XP_021698588.1																			
OG0018391		XP_021698680.1																			
OG0018392		XP_021698717.1																			
OG0018393		XP_021698761.1																			
OG0018394		XP_021698773.1																			
OG0018395		XP_021698820.1																			
OG0018396		XP_021698863.1																			
OG0018397		XP_021698868.1																			
OG0018398		XP_021698899.1																			
OG0018399		XP_021698958.1																			
OG0018400		XP_021698969.1																			
OG0018401		XP_021699012.1																			
OG0018402		XP_021699174.1																			
OG0018403		XP_021699307.1																			
OG0018404		XP_021699367.1																			
OG0018405		XP_021699370.1																			
OG0018406		XP_021699374.1																			
OG0018407		XP_021699472.1																			
OG0018408		XP_021699490.1																			
OG0018409		XP_021699491.1																			
OG0018410		XP_021699494.1																			
OG0018411		XP_021699575.1																			
OG0018412		XP_021699611.1																			
OG0018413		XP_021699612.1																			
OG0018414		XP_021699839.1																			
OG0018415		XP_021699985.1																			
OG0018416		XP_021700105.1																			
OG0018417		XP_021700108.1																			
OG0018418		XP_021700167.1																			
OG0018419		XP_021700180.1																			
OG0018420		XP_021700235.1																			
OG0018421		XP_021700244.1																			
OG0018422		XP_021700269.1																			
OG0018423		XP_021700281.1																			
OG0018424		XP_021700355.1																			
OG0018425		XP_021700399.1																			
OG0018426		XP_021700444.1																			
OG0018427		XP_021700445.1																			
OG0018428		XP_021700464.1																			
OG0018429		XP_021700507.1																			
OG0018430		XP_021700586.1																			
OG0018431		XP_021700842.1																			
OG0018432		XP_021700851.1																			
OG0018433		XP_021700869.1																			
OG0018434		XP_021700933.1																			
OG0018435		XP_021700934.1																			
OG0018436		XP_021700936.1																			
OG0018437		XP_021700941.1																			
OG0018438		XP_021700955.1																			
OG0018439		XP_021701047.1																			
OG0018440		XP_021701051.1																			
OG0018441		XP_021701103.1																			
OG0018442		XP_021701118.1																			
OG0018443		XP_021701140.1																			
OG0018444		XP_021701174.1																			
OG0018445		XP_021701213.1																			
OG0018446		XP_021701246.1																			
OG0018447		XP_021701484.1																			
OG0018448		XP_021701504.1																			
OG0018449		XP_021701505.1																			
OG0018450		XP_021701565.1																			
OG0018451		XP_021701618.1																			
OG0018452		XP_021701621.1																			
OG0018453		XP_021701627.1																			
OG0018454		XP_021701632.1																			
OG0018455		XP_021701646.1																			
OG0018456		XP_021701747.1																			
OG0018457		XP_021701772.1																			
OG0018458		XP_021701817.1																			
OG0018459		XP_021701874.1																			
OG0018460		XP_021702047.1																			
OG0018461		XP_021702081.1																			
OG0018462		XP_021702125.1																			
OG0018463		XP_021702129.1																			
OG0018464		XP_021702135.1																			
OG0018465		XP_021702170.1																			
OG0018466		XP_021702228.1																			
OG0018467		XP_021702274.1																			
OG0018468		XP_021702286.1																			
OG0018469		XP_021702410.1																			
OG0018470		XP_021702421.1																			
OG0018471		XP_021702674.1																			
OG0018472		XP_021702800.1																			
OG0018473		XP_021702835.1																			
OG0018474		XP_021702975.1																			
OG0018475		XP_021703055.1																			
OG0018476		XP_021703134.1																			
OG0018477		XP_021703281.1																			
OG0018478		XP_021703327.1																			
OG0018479		XP_021703329.1																			
OG0018480		XP_021703345.1																			
OG0018481		XP_021703352.1																			
OG0018482		XP_021703371.1																			
OG0018483		XP_021703406.1																			
OG0018484		XP_021703520.1																			
OG0018485		XP_021703536.1																			
OG0018486		XP_021703607.1																			
OG0018487		XP_021703718.1																			
OG0018488		XP_021703738.1																			
OG0018489		XP_021703764.1																			
OG0018490		XP_021703814.1																			
OG0018491		XP_021703881.1																			
OG0018492		XP_021703882.1																			
OG0018493		XP_021703915.1																			
OG0018494		XP_021703943.1																			
OG0018495		XP_021704030.1																			
OG0018496		XP_021704082.1																			
OG0018497		XP_021704190.1																			
OG0018498		XP_021704203.1																			
OG0018499		XP_021704209.1																			
OG0018500		XP_021704240.1																			
OG0018501		XP_021704244.1																			
OG0018502		XP_021704298.1																			
OG0018503		XP_021704368.1																			
OG0018504		XP_021704443.1																			
OG0018505		XP_021704489.1																			
OG0018506		XP_021704491.1																			
OG0018507		XP_021704537.1																			
OG0018508		XP_021704551.1																			
OG0018509		XP_021704562.1																			
OG0018510		XP_021704648.1																			
OG0018511		XP_021704682.1																			
OG0018512		XP_021704700.1																			
OG0018513		XP_021704866.1																			
OG0018514		XP_021704867.1																			
OG0018515		XP_021704940.1																			
OG0018516		XP_021705097.1																			
OG0018517		XP_021705249.1																			
OG0018518		XP_021705280.1																			
OG0018519		XP_021705300.1																			
OG0018520		XP_021705349.1																			
OG0018521		XP_021705392.1																			
OG0018522		XP_021705636.1																			
OG0018523		XP_021705794.1																			
OG0018524		XP_021705876.1																			
OG0018525		XP_021705899.1																			
OG0018526		XP_021706048.1																			
OG0018527		XP_021706071.1																			
OG0018528		XP_021706092.1																			
OG0018529		XP_021706161.1																			
OG0018530		XP_021706280.1																			
OG0018531		XP_021706321.1																			
OG0018532		XP_021706380.1																			
OG0018533		XP_021706398.1																			
