HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N8.HOG0001060	OG0000437	n23		XP_001659953.1, XP_001659954.2	XP_315331.4																		
N8.HOG0001061	OG0000437	n31		XP_021697140.1	XP_555956.2																		
N8.HOG0001062	OG0000437	n32		XP_001660178.2, XP_001659951.1	XP_315333.4																		
N8.HOG0001063	OG0000438	n1		XP_021693342.1	XP_003436280.1																		
N8.HOG0001064	OG0000439	n31		XP_001659801.1	XP_321954.3, XP_320175.3																		
N8.HOG0001065	OG0000440	n0		XP_021701188.1	XP_317672.2																		
N8.HOG0001066	OG0000441	n0		XP_001651366.1	XP_001688361.2																		
N8.HOG0001067	OG0000442	n18		XP_021710179.1	XP_311518.4																		
N8.HOG0001068	OG0000443	n3		XP_001660190.2	XP_310493.5																		
N8.HOG0001069	OG0000443	n19		XP_021702837.1	XP_317322.4																		
N8.HOG0001070	OG0000444	n8		XP_001649277.2	XP_307846.2																		
N8.HOG0001071	OG0000444	n9		XP_001649281.2	XP_001230584.2, XP_001687822.1																		
N8.HOG0001072	OG0000444	n11		XP_001649276.1, XP_001649279.2	XP_307847.4																		
N8.HOG0001073	OG0000444	n33		XP_001663301.2	XP_319437.4																		
N8.HOG0001074	OG0000445	n0		XP_021712084.1, XP_021694527.1	XP_310751.5																		
N8.HOG0001075	OG0000446	n0		XP_001650687.1	XP_001230280.1, XP_318019.4																		
N8.HOG0001076	OG0000447	n0		XP_001653705.2	XP_310552.5																		
N8.HOG0001077	OG0000448	n1		XP_021694286.1, XP_021709753.1																			
N8.HOG0001078	OG0000448	n32		XP_021706655.1, XP_021707122.1, XP_021708053.1																			
N8.HOG0001079	OG0000449	n0		XP_021708163.1, XP_021708158.1	XP_320979.2																		
N8.HOG0001080	OG0000451	n0		XP_001651734.2	XP_557414.3																		
N8.HOG0001081	OG0000452	n0			XP_003436853.1																		
N8.HOG0001082	OG0000456	n0		XP_001652294.1	XP_311696.2																		
N8.HOG0001083	OG0000457	n1		XP_021703244.1	XP_317397.3																		
N8.HOG0001084	OG0000457	n19		XP_001662524.1																			
N8.HOG0001085	OG0000459	n17		XP_021711480.1	XP_321695.5																		
N8.HOG0001086	OG0000460	n33		XP_001649650.1	XP_316898.4																		
N8.HOG0001087	OG0000461	n1		XP_001648404.2	XP_315560.2																		
N8.HOG0001088	OG0000461	n17		XP_001655172.1	XP_311179.3																		
N8.HOG0001089	OG0000462	n0		XP_021695848.1	XP_001687881.1																		
N8.HOG0001090	OG0000463	n0		XP_021694440.1	XP_311018.5																		
N8.HOG0001091	OG0000464	n7		XP_021709703.1	XP_320365.2																		
N8.HOG0001092	OG0000464	n34		XP_001656072.1	XP_320940.5																		
N8.HOG0001093	OG0000465	n0		XP_021697516.1, XP_001661709.1	XP_308795.4																		
N8.HOG0001094	OG0000466	n0		XP_001653804.1	XP_003435972.1																		
N8.HOG0001095	OG0000467	n0		XP_021704005.1																			
N8.HOG0001096	OG0000468	n0		XP_021712474.1, XP_001650653.2	XP_308496.4																		
N8.HOG0001097	OG0000469	n0		XP_001647679.1	XP_003437000.1																		
N8.HOG0001098	OG0000471	n32		XP_001662460.1	XP_313700.4																		
N8.HOG0001099	OG0000471	n34		XP_001656626.1	XP_316916.3																		
N8.HOG0001100	OG0000472	n0		XP_001660380.1	XP_317050.4																		
N8.HOG0001101	OG0000473	n1		XP_021694777.1	XP_310601.5																		
N8.HOG0001102	OG0000474	n0		XP_021701340.1	XP_314755.4																		
N8.HOG0001103	OG0000475	n2		XP_021699383.1	XP_001688611.1																		
N8.HOG0001104	OG0000475	n33		XP_021699390.1	XP_001688610.1																		
N8.HOG0001105	OG0000476	n2		XP_021697103.1	XP_001688856.1																		
N8.HOG0001106	OG0000477	n0		XP_021705882.1	XP_003435788.1																		
N8.HOG0001107	OG0000478	n3		XP_001662263.2	XP_319829.4																		
N8.HOG0001108	OG0000479	n3		XP_001651894.1	XP_563695.1																		
N8.HOG0001109	OG0000480	n0		XP_001649390.2																			
N8.HOG0001110	OG0000482	n3		XP_021705756.1	XP_312857.5																		
N8.HOG0001111	OG0000483	n16		XP_021697290.1	XP_308684.4																		
N8.HOG0001112	OG0000483	n17		XP_021697289.1	XP_308679.3																		
N8.HOG0001113	OG0000483	n18		XP_021697470.1, XP_021697472.1	XP_001230561.1, XP_308689.4																		
N8.HOG0001114	OG0000483	n23		XP_021697468.1, XP_021697471.1	XP_001688058.1, XP_001237126.2, XP_001688059.1, XP_001688060.1, XP_001688057.1																		
N8.HOG0001115	OG0000483	n30		XP_021697467.1	XP_308694.4																		
N8.HOG0001116	OG0000483	n31		XP_001651905.2, XP_021695191.1, XP_001660984.1	XP_558539.2, XP_314030.4																		
N8.HOG0001117	OG0000483	n35		XP_001661710.2	XP_308678.4																		
N8.HOG0001118	OG0000484	n0		XP_001652618.1	XP_320264.4																		
N8.HOG0001119	OG0000485	n4			XP_003437074.1																		
N8.HOG0001120	OG0000485	n10		XP_001650795.1	XP_003437076.1																		
N8.HOG0001121	OG0000485	n11		XP_001650794.2, XP_001656714.2	XP_003437075.1																		
N8.HOG0001122	OG0000485	n13		XP_001656712.2, XP_021694336.1, XP_021709593.1, XP_021709302.1, XP_021706435.1, XP_021708997.1, XP_021707886.1, XP_021706434.1, XP_021706433.1	XP_003436233.1, XP_003436235.1, XP_001237436.3, XP_003436234.1																		
N8.HOG0001123	OG0000485	n25		XP_021713160.1	XP_003437077.1																		
N8.HOG0001124	OG0000485	n26		XP_001656711.2, XP_021713220.1, XP_001656709.2	XP_001230786.3																		
N8.HOG0001125	OG0000486	n2		XP_021695485.1	XP_308536.4																		
N8.HOG0001126	OG0000486	n20		XP_021696659.1	XP_316144.4																		
N8.HOG0001127	OG0000487	n9		XP_021707035.1	XP_551486.2, XP_551485.2																		
N8.HOG0001128	OG0000487	n11		XP_001656976.1	XP_321793.2, XP_001689357.1																		
N8.HOG0001129	OG0000488	n0		XP_001648274.2	XP_311915.3																		
N8.HOG0001130	OG0000489	n7		XP_001656636.2	XP_309067.4																		
N8.HOG0001131	OG0000489	n15		XP_001651236.2	XP_308848.4																		
N8.HOG0001132	OG0000489	n16		XP_021698103.1	XP_565288.3																		
N8.HOG0001133	OG0000490	n0		XP_001659467.2																			
N8.HOG0001134	OG0000496	n17		XP_011493174.1	XP_552102.3																		
N8.HOG0001135	OG0000497	n0		XP_001655208.2	XP_313669.5, XP_307640.4																		
N8.HOG0001136	OG0000499	n3		XP_001661589.1	XP_314784.2																		
N8.HOG0001137	OG0000500	n0		XP_021693794.1	XP_001238821.3																		
N8.HOG0001138	OG0000501	n3		XP_001653434.1	XP_320482.3																		
N8.HOG0001139	OG0000501	n19		XP_001654533.1	XP_315240.3																		
N8.HOG0001140	OG0000502	n1		XP_021693452.1	XP_313021.5																		
N8.HOG0001141	OG0000502	n20		XP_021696474.1	XP_308406.4																		
N8.HOG0001142	OG0000503	n1		XP_001648063.1	XP_003436513.1																		
N8.HOG0001143	OG0000503	n12		XP_021707588.1	XP_313282.5																		
N8.HOG0001144	OG0000504	n21		XP_021704604.1, XP_021708126.1	XP_311526.4																		
N8.HOG0001145	OG0000504	n24		XP_021711305.1	XP_312298.5																		
N8.HOG0001146	OG0000504	n29		XP_021709458.1	XP_309446.4																		
N8.HOG0001147	OG0000504	n31		XP_021709374.1	XP_309450.4																		
N8.HOG0001148	OG0000505	n0		XP_001648267.1	XP_310954.5																		
N8.HOG0001149	OG0000506	n0		XP_001653489.2	XP_318057.3, XP_307582.4																		
N8.HOG0001150	OG0000507	n1			XP_307534.2																		
N8.HOG0001151	OG0000507	n4		XP_021713323.1	XP_313797.5																		
N8.HOG0001152	OG0000508	n1		XP_001652622.1	XP_309960.4																		
N8.HOG0001153	OG0000508	n27		XP_021708216.1	XP_313066.5																		
N8.HOG0001154	OG0000508	n31		XP_021705081.1	XP_003435794.1																		
N8.HOG0001155	OG0000509	n2		XP_021695975.1	XP_308215.4																		
N8.HOG0001156	OG0000509	n17		XP_001657117.1																			
N8.HOG0001157	OG0000510	n0		XP_021706948.1, XP_021711425.1	XP_321956.5																		
N8.HOG0001158	OG0000511	n5		XP_021712901.1, XP_021701342.1, XP_021701341.1, XP_021705052.1, XP_001647863.2, XP_021695329.1, XP_021702423.1, XP_021702422.1	XP_555086.4, XP_317085.4																		
N8.HOG0001159	OG0000511	n17		XP_021702192.1	XP_317088.3																		
N8.HOG0001160	OG0000512	n0		XP_001658441.1	XP_319657.4																		
N8.HOG0001161	OG0000513	n0		XP_001662179.2	XP_308170.4																		
N8.HOG0001162	OG0000514	n7		XP_021699015.1	XP_001237835.2																		
N8.HOG0001163	OG0000514	n8		XP_021699013.1	XP_316574.4																		
N8.HOG0001164	OG0000514	n9		XP_021699017.1	XP_316578.4																		
N8.HOG0001165	OG0000515	n2		XP_001647568.1	XP_308419.4																		
N8.HOG0001166	OG0000515	n22		XP_001660628.1	XP_315059.4, XP_315060.4																		
N8.HOG0001167	OG0000516	n3		XP_001648645.2	XP_320453.4, XP_320454.4																		
N8.HOG0001168	OG0000516	n8		XP_021704242.1	XP_318537.3																		
N8.HOG0001169	OG0000517	n0		XP_021701483.1	XP_319812.4																		
N8.HOG0001170	OG0000518	n3		XP_021697034.1	XP_316346.4																		
N8.HOG0001171	OG0000518	n19		XP_001660868.1	XP_313575.5																		
N8.HOG0001172	OG0000519	n0		XP_021697254.1, XP_011493098.1, XP_011493310.2, XP_021707651.1, XP_011493737.1, XP_001663754.2, XP_011493468.2, XP_011493770.2, XP_011493453.2, XP_021703811.1, XP_021703812.1, XP_021712542.1, XP_011493234.2, XP_021702051.1, XP_011493649.2, XP_021708610.1, XP_011493189.2, XP_021704692.1, XP_021704698.1, XP_011493177.2, XP_021709431.1, XP_001661647.1, XP_001664098.1, XP_011493425.2, XP_021712270.1, XP_021694282.1, XP_021712932.1, XP_011493237.1, XP_011493598.2, XP_011493236.1, XP_011493278.1, XP_011493118.2, XP_011493756.2, XP_001648189.3, XP_011493387.2, XP_011493388.2																			
N8.HOG0001173	OG0000520	n0		XP_021703744.1	XP_310915.3																		
N8.HOG0001174	OG0000521	n0		XP_001660128.1	XP_310745.5																		
N8.HOG0001175	OG0000522	n0		XP_001661017.2	XP_318854.4																		
N8.HOG0001176	OG0000523	n1		XP_021699168.1	XP_316638.4																		
N8.HOG0001177	OG0000524	n0			XP_553167.3, XP_317669.4, XP_001230904.2, XP_308667.3, XP_003436849.1, XP_317291.3, XP_001237078.2, XP_564807.3, XP_001237077.2, XP_564790.3, XP_564789.2, XP_001687916.1, XP_001687915.1, XP_308401.2, XP_001237076.2, XP_001687918.1, XP_001687919.1, XP_001687917.1, XP_001237075.2, XP_001687929.1, XP_001687928.1, XP_320174.3, XP_309857.2, XP_001237694.1, XP_556316.2, XP_315685.3, XP_552616.3, XP_554237.3, XP_001689127.1, XP_560651.5, XP_001237909.2, XP_557548.3, XP_315033.3, XP_308742.4, XP_555292.3, XP_001689016.1																		
N8.HOG0001178	OG0000530	n0		XP_001653512.1	XP_001688761.1																		
N8.HOG0001179	OG0000532	n3		XP_001656967.1	XP_321405.4																		
N8.HOG0001180	OG0000532	n18		XP_021698409.1	XP_314316.4																		
N8.HOG0001181	OG0000533	n0		XP_021693086.1	XP_313650.5																		
N8.HOG0001182	OG0000534	n28		XP_021704339.1, XP_021712750.1	XP_319663.4																		
N8.HOG0001183	OG0000534	n30		XP_001648753.2, XP_021699898.1, XP_021699880.1	XP_319430.4																		
N8.HOG0001184	OG0000535	n3		XP_001652880.1	XP_315616.4																		
N8.HOG0001185	OG0000535	n19		XP_001653426.2	XP_311426.1																		
N8.HOG0001186	OG0000536	n3		XP_021713139.1	XP_313115.4																		
N8.HOG0001187	OG0000536	n19		XP_001660517.1	XP_308884.2																		
N8.HOG0001188	OG0000537	n0		XP_001651889.2	XP_562960.3																		
N8.HOG0001189	OG0000538	n2		XP_001652709.2	XP_319473.4																		
N8.HOG0001190	OG0000538	n21		XP_021711969.1, XP_001651385.1	XP_319306.4																		
N8.HOG0001191	OG0000539	n14		XP_021694721.1	XP_310832.5																		
N8.HOG0001192	OG0000539	n15		XP_021694961.1, XP_001657072.2	XP_310834.4, XP_310684.3																		
N8.HOG0001193	OG0000539	n18		XP_001656050.2, XP_021702748.1	XP_310833.5																		
N8.HOG0001194	OG0000540	n31		XP_021703962.1	XP_317551.4, XP_317550.3																		
N8.HOG0001195	OG0000540	n33		XP_021703961.1	XP_317549.3																		
N8.HOG0001196	OG0000541	n0		XP_021707687.1	XP_313379.5																		
N8.HOG0001197	OG0000542	n30		XP_021706344.1	XP_310975.1																		
N8.HOG0001198	OG0000542	n31		XP_001658060.1	XP_566239.1																		
N8.HOG0001199	OG0000542	n32		XP_001660658.2, XP_021712605.1	XP_319078.2																		
N8.HOG0001200	OG0000543	n1		XP_001663910.1	XP_313804.3																		
N8.HOG0001201	OG0000543	n15		XP_021705853.1	XP_001688381.1																		
N8.HOG0001202	OG0000544	n0		XP_021695569.1	XP_315806.4																		
N8.HOG0001203	OG0000545	n20		XP_021710986.1	XP_309726.4																		
N8.HOG0001204	OG0000545	n21		XP_021709626.1	XP_309724.3																		
N8.HOG0001205	OG0000545	n22		XP_001652746.2	XP_320312.4																		
N8.HOG0001206	OG0000545	n29		XP_021701770.1	XP_554155.3																		
N8.HOG0001207	OG0000545	n31		XP_021701765.1	XP_319431.4																		
N8.HOG0001208	OG0000546	n21		XP_021699998.1	XP_308050.5																		
N8.HOG0001209	OG0000546	n26		XP_011493753.2	XP_308649.4																		
N8.HOG0001210	OG0000546	n30		XP_021700642.1	XP_311023.5																		
N8.HOG0001211	OG0000547	n0		XP_001651423.1	XP_312372.4																		
N8.HOG0001212	OG0000548	n3		XP_001650112.2	XP_315358.4																		
N8.HOG0001213	OG0000548	n19		XP_001661053.1	XP_318732.4																		
N8.HOG0001214	OG0000549	n0		XP_001651589.1	XP_313279.4																		
N8.HOG0001215	OG0000550	n0		XP_001656098.1	XP_003435822.1																		
N8.HOG0001216	OG0000551	n8		XP_001654207.2, XP_001654206.1	XP_555204.2																		
N8.HOG0001217	OG0000551	n10		XP_001650194.1	XP_317211.3, XP_001237894.2, XP_555205.1																		
N8.HOG0001218	OG0000553	n3		XP_001652572.1	XP_312237.4																		
N8.HOG0001219	OG0000553	n20			XP_321654.3																		
N8.HOG0001220	OG0000554	n13		XP_021699012.1, XP_021695231.1, XP_021698952.1	XP_308917.3, XP_313576.4																		
N8.HOG0001221	OG0000555	n19		XP_021699294.1, XP_021699295.1	XP_308481.1, XP_001237087.1, XP_001237085.1																		
N8.HOG0001222	OG0000555	n32		XP_021696190.1	XP_308448.2																		
N8.HOG0001223	OG0000555	n33		XP_021696193.1	XP_308446.3																		
N8.HOG0001224	OG0000556	n0		XP_001647950.1																			
N8.HOG0001225	OG0000557	n24		XP_021713213.1	XP_311058.5																		
N8.HOG0001226	OG0000557	n25		XP_001654245.2, XP_001654244.1	XP_319122.4, XP_319146.4																		
N8.HOG0001227	OG0000557	n29		XP_001658123.1, XP_001658125.1, XP_001658124.1, XP_001658126.1	XP_001688766.1																		
N8.HOG0001228	OG0000560	n0		XP_001659371.1	XP_003436126.1																		
N8.HOG0001229	OG0000561	n0		XP_021708073.1	XP_309803.3																		
N8.HOG0001230	OG0000563	n14		XP_021705369.1	XP_320991.5																		
N8.HOG0001231	OG0000563	n15		XP_001649402.2	XP_001689312.2																		
N8.HOG0001232	OG0000563	n16		XP_001649403.2	XP_550752.3																		
N8.HOG0001233	OG0000564	n2		XP_001662865.3, XP_001662870.1, XP_021704581.1	XP_308056.5																		
N8.HOG0001234	OG0000565	n4		XP_001657384.1, XP_021712680.1	XP_321013.4																		
N8.HOG0001235	OG0000565	n15		XP_021700466.1	XP_557938.3																		
N8.HOG0001236	OG0000566	n2		XP_001663815.1	XP_565460.2																		
N8.HOG0001237	OG0000566	n30		XP_021698871.1	XP_565459.2																		
N8.HOG0001238	OG0000567	n11		XP_021710437.1	XP_311551.4																		
N8.HOG0001239	OG0000567	n12		XP_001651282.2	XP_311550.4																		
N8.HOG0001240	OG0000567	n13		XP_001651280.2, XP_001651281.2, XP_001651279.2	XP_559053.3																		
N8.HOG0001241	OG0000568	n10			XP_306833.2																		
N8.HOG0001242	OG0000568	n11		XP_001650865.2	XP_308120.4																		
N8.HOG0001243	OG0000568	n21		XP_021711981.1	XP_308116.4																		
N8.HOG0001244	OG0000569	n0		XP_021704185.1, XP_001653339.1	XP_321033.5																		
N8.HOG0001245	OG0000570	n0		XP_001655181.1	XP_311208.4																		
N8.HOG0001246	OG0000571	n1		XP_021712727.1, XP_021694262.1	XP_003436928.1																		
N8.HOG0001247	OG0000571	n10		XP_021706284.1, XP_021712729.1	XP_310965.5																		
N8.HOG0001248	OG0000572	n1		XP_021708638.1	XP_320635.4																		
N8.HOG0001249	OG0000572	n20		XP_001660403.1	XP_555061.3																		
N8.HOG0001250	OG0000573	n3		XP_021703402.1	XP_316960.4																		
N8.HOG0001251	OG0000573	n17		XP_001654980.1	XP_316958.4																		
N8.HOG0001252	OG0000574	n4		XP_001649250.2	XP_314101.4																		
N8.HOG0001253	OG0000574	n5		XP_001648026.2	XP_315538.3																		
N8.HOG0001254	OG0000575	n0		XP_021693782.1	XP_312756.5																		
N8.HOG0001255	OG0000576	n1		XP_001656833.1	XP_320325.1																		
N8.HOG0001256	OG0000576	n12		XP_021697696.1	XP_306852.1, XP_308942.4																		
N8.HOG0001257	OG0000577	n4		XP_001657630.2	XP_318332.4																		
N8.HOG0001258	OG0000577	n31		XP_001652095.1	XP_311929.4																		
N8.HOG0001259	OG0000578	n3		XP_001661858.2	XP_310612.5																		
N8.HOG0001260	OG0000578	n18		XP_001649136.1	XP_309498.4																		
N8.HOG0001261	OG0000579	n4		XP_001663005.2	XP_001689087.1																		
N8.HOG0001262	OG0000580	n11		XP_011493242.2	XP_321812.4, XP_310585.4																		
N8.HOG0001263	OG0000580	n23		XP_021700400.1	XP_310530.3																		
N8.HOG0001264	OG0000581	n6			XP_552293.2																		
N8.HOG0001265	OG0000581	n7		XP_001652318.1	XP_308214.4																		
N8.HOG0001266	OG0000581	n30		XP_001656815.1																			
N8.HOG0001267	OG0000581	n31		XP_001648854.1	XP_319645.4																		
N8.HOG0001268	OG0000582	n0		XP_001650121.1	XP_317285.4																		
N8.HOG0001269	OG0000583	n11		XP_001650424.1	XP_311608.4																		
N8.HOG0001270	OG0000584	n2		XP_021709564.1																			
N8.HOG0001271	OG0000586	n9		XP_021709176.1	XP_310750.5																		
N8.HOG0001272	OG0000586	n10		XP_021709173.1	XP_319460.3																		
N8.HOG0001273	OG0000588	n0		XP_001659894.2	XP_308175.3																		
N8.HOG0001274	OG0000589	n0		XP_001649270.2	XP_307839.4																		
N8.HOG0001275	OG0000590	n0		XP_021700738.1	XP_317741.4																		
N8.HOG0001276	OG0000591	n21		XP_001663015.2, XP_001657173.1																			
N8.HOG0001277	OG0000591	n23		XP_021713330.1, XP_001663020.2, XP_001663018.1	XP_313829.3																		
N8.HOG0001278	OG0000591	n26		XP_001663019.1, XP_001663012.2, XP_001663014.2	XP_313828.2																		
N8.HOG0001279	OG0000592	n0			XP_001688212.1, XP_001688211.1, XP_001688206.1, XP_001688207.1, XP_001688208.1, XP_001688213.1, XP_001688209.1, XP_001688210.1, XP_001688222.1, XP_001688214.1, XP_001688225.1, XP_001688226.1, XP_001688229.1, XP_001688227.1, XP_001688235.1, XP_001688232.1, XP_001688236.1, XP_001688228.1, XP_001688230.1, XP_001688231.1, XP_001688234.1, XP_001688233.1, XP_001688237.1, XP_001688239.1, XP_001688224.1, XP_001688238.1, XP_001688220.1, XP_001688219.1, XP_001688215.1, XP_001688216.1, XP_001688218.1, XP_001688217.1, XP_001688223.1, XP_001688221.1																		
N8.HOG0001280	OG0000593	n0		XP_001662013.1	XP_308821.4																		
N8.HOG0001281	OG0000594	n18		XP_021695300.1																			
N8.HOG0001282	OG0000595	n21		XP_001659748.2	XP_309469.4																		
N8.HOG0001283	OG0000596	n3		XP_021694717.1	XP_319826.3																		
N8.HOG0001284	OG0000596	n14		XP_021713002.1	XP_312586.5																		
N8.HOG0001285	OG0000597	n1		XP_021703651.1, XP_001654617.2	XP_310015.4																		
N8.HOG0001286	OG0000597	n11		XP_021705422.1	XP_312449.4																		
N8.HOG0001287	OG0000599	n12		XP_001653113.1	XP_321617.4																		
N8.HOG0001288	OG0000600	n2		XP_021705968.1	XP_314507.4																		
N8.HOG0001289	OG0000600	n25		XP_001656717.2	XP_317303.4																		
N8.HOG0001290	OG0000601	n4		XP_001659892.2	XP_308172.4																		
N8.HOG0001291	OG0000602	n10		XP_021700761.1, XP_021700760.1	XP_001689234.1																		
N8.HOG0001292	OG0000602	n13		XP_021703737.1	XP_001689235.1																		
N8.HOG0001293	OG0000602	n15		XP_001662955.2, XP_021695457.1																			
N8.HOG0001294	OG0000602	n17		XP_021700755.1	XP_001238172.2																		
N8.HOG0001295	OG0000602	n19		XP_021696911.1, XP_001661222.1	XP_001687811.1																		
N8.HOG0001296	OG0000602	n21		XP_021703747.1, XP_021703745.1, XP_021703746.1, XP_021698269.1, XP_001654638.2, XP_021703736.1, XP_021703734.1, XP_021695387.1, XP_021698268.1, XP_021703733.1, XP_021695386.1	XP_003436403.1																		
N8.HOG0001297	OG0000603	n9		XP_021695787.1	XP_310940.5																		
N8.HOG0001298	OG0000603	n11		XP_021695812.1	XP_001237336.2																		
N8.HOG0001299	OG0000603	n12		XP_001658816.2	XP_310941.5, XP_559040.3																		
N8.HOG0001300	OG0000603	n14			XP_003436121.1, XP_003436120.1																		
N8.HOG0001301	OG0000604	n6		XP_001661482.2	XP_314677.3																		
N8.HOG0001302	OG0000604	n8		XP_021701860.1	XP_314680.4																		
N8.HOG0001303	OG0000605	n1		XP_001660051.2	XP_319125.4																		
N8.HOG0001304	OG0000605	n12		XP_021694672.1	XP_316842.5																		
N8.HOG0001305	OG0000607	n1		XP_021706121.1	XP_001230997.3																		
N8.HOG0001306	OG0000607	n7		XP_001650787.1	XP_314258.4																		
N8.HOG0001307	OG0000608	n0		XP_021703178.1	XP_318635.3																		
N8.HOG0001308	OG0000609	n2		XP_001658559.1	XP_310889.5																		
N8.HOG0001309	OG0000609	n5		XP_021709991.1	XP_317823.4																		
N8.HOG0001310	OG0000610	n8		XP_001657436.1	XP_317950.3																		
N8.HOG0001311	OG0000610	n11			XP_554872.3																		
N8.HOG0001312	OG0000610	n13		XP_001661851.1, XP_001652560.2	XP_317948.4																		
N8.HOG0001313	OG0000611	n2		XP_021712431.1, XP_021696096.1	XP_316485.4																		
N8.HOG0001314	OG0000611	n10			XP_001689041.1																		
N8.HOG0001315	OG0000611	n12			XP_319818.4, XP_320526.4																		
N8.HOG0001316	OG0000611	n14		XP_021696371.1	XP_308632.4																		
N8.HOG0001317	OG0000613	n0		XP_021699005.1	XP_001237834.2																		
N8.HOG0001318	OG0000614	n3		XP_001651903.1																			
N8.HOG0001319	OG0000614	n10		XP_001648679.1	XP_321503.2, XP_321497.2																		
N8.HOG0001320	OG0000614	n13		XP_021697241.1, XP_021697236.1	XP_565056.3, XP_308620.4																		
N8.HOG0001321	OG0000614	n16		XP_001661611.2	XP_315460.4, XP_001688663.1																		
N8.HOG0001322	OG0000615	n0		XP_001660159.2, XP_021707935.1	XP_309300.4																		
N8.HOG0001323	OG0000616	n3		XP_001648915.2, XP_001663642.2																			
N8.HOG0001324	OG0000616	n11		XP_001648916.2	XP_318553.4																		
N8.HOG0001325	OG0000616	n12		XP_001655413.1, XP_001655414.1, XP_001655416.2	XP_318543.4																		
N8.HOG0001326	OG0000616	n16		XP_001653062.1																			
N8.HOG0001327	OG0000617	n0		XP_001653258.1	XP_311347.4																		
N8.HOG0001328	OG0000618	n14		XP_001660282.2	XP_003436311.1																		
N8.HOG0001329	OG0000619	n0		XP_001653940.1	XP_318080.4																		
N8.HOG0001330	OG0000620	n0		XP_001654175.2	XP_320982.5																		
N8.HOG0001331	OG0000621	n3			XP_307326.4, XP_001687808.1, XP_310974.5, XP_001230326.1, XP_001230373.1, XP_306233.4, XP_317898.4, XP_306007.1, XP_317911.4, XP_306729.2, XP_317912.2, XP_001230479.2, XP_001689066.1, XP_306506.3, XP_317891.4, XP_561485.2, XP_320496.4, XP_001238000.1, XP_001230478.1																		
N8.HOG0001332	OG0000621	n22			XP_560786.5																		
N8.HOG0001333	OG0000621	n23			XP_001687815.1, XP_560607.4, XP_317900.3, XP_561173.5, XP_317913.2, XP_554830.1, XP_554837.3, XP_561267.1, XP_560562.1																		
N8.HOG0001334	OG0000622	n0		XP_021701536.1	XP_316941.3																		
N8.HOG0001335	OG0000623	n3		XP_001654423.1	XP_564453.2, XP_309559.3																		
N8.HOG0001336	OG0000623	n29			XP_564451.1																		
N8.HOG0001337	OG0000624	n4		XP_001649333.2																			
N8.HOG0001338	OG0000624	n26		XP_021694454.1																			
N8.HOG0001339	OG0000625	n3		XP_021712565.1, XP_021696722.1	XP_001687892.1																		
N8.HOG0001340	OG0000625	n27		XP_021696724.1																			
N8.HOG0001341	OG0000626	n0		XP_001649593.2	XP_316421.3																		
N8.HOG0001342	OG0000627	n19		XP_001651092.2	XP_310113.4, XP_001230549.1																		
N8.HOG0001343	OG0000627	n25			XP_001230553.1																		
N8.HOG0001344	OG0000627	n26		XP_021696207.1	XP_308462.4																		
N8.HOG0001345	OG0000628	n2		XP_021708606.1	XP_307945.5																		
N8.HOG0001346	OG0000629	n1		XP_021701845.1	XP_319802.4																		
N8.HOG0001347	OG0000629	n6		XP_021695213.1	XP_001237138.3																		
N8.HOG0001348	OG0000630	n0		XP_001648269.1	XP_317127.3																		
N8.HOG0001349	OG0000631	n3		XP_001654307.2	XP_315365.3																		
N8.HOG0001350	OG0000631	n16		XP_001656417.2	XP_313287.4																		
N8.HOG0001351	OG0000632	n0		XP_021710667.1	XP_309709.4																		
N8.HOG0001352	OG0000633	n2		XP_001648922.2	XP_311527.2																		
N8.HOG0001353	OG0000634	n2		XP_001652118.2	XP_317530.3																		
N8.HOG0001354	OG0000634	n8			XP_311183.5																		
N8.HOG0001355	OG0000634	n12		XP_001657611.1	XP_317071.4, XP_317075.4																		
N8.HOG0001356	OG0000635	n0		XP_001659014.2	XP_550917.4																		
N8.HOG0001357	OG0000636	n2		XP_021707627.1	XP_309952.4																		
N8.HOG0001358	OG0000636	n22		XP_021707639.1	XP_559947.3																		
N8.HOG0001359	OG0000637	n3			XP_001237058.2																		
N8.HOG0001360	OG0000637	n27		XP_001659274.2, XP_001659273.2																			
N8.HOG0001361	OG0000637	n29		XP_001659272.1																			
N8.HOG0001362	OG0000638	n0		XP_021706437.1	XP_312953.4																		
N8.HOG0001363	OG0000639	n0		XP_021697822.1, XP_001654598.1	XP_001230355.2, XP_556304.2, XP_306983.4, XP_315679.3, XP_315675.3																		
N8.HOG0001364	OG0000640	n0		XP_001650254.2	XP_317618.4																		
N8.HOG0001365	OG0000641	n0		XP_021712904.1, XP_021712391.1, XP_021710211.1, XP_021712276.1, XP_021712392.1, XP_021712818.1, XP_001661899.2	XP_313457.4																		
N8.HOG0001366	OG0000642	n0		XP_001661210.1	XP_310260.5																		
N8.HOG0001367	OG0000643	n14		XP_021693437.1, XP_021706005.1																			
N8.HOG0001368	OG0000644	n23		XP_021704021.1	XP_559733.2																		
