HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N16.HOG0000624	OG0000147	n21				XP_001121886.1	XP_003400596.1					XP_017759849.1	XP_017798745.1										
N16.HOG0000625	OG0000147	n42				XP_394013.5	XP_003400593.1					XP_017759884.1	XP_017798753.1										
N16.HOG0000626	OG0000148	n6				XP_394686.4	XP_003396650.1					XP_017754767.1	XP_017789002.1										
N16.HOG0000627	OG0000148	n21				XP_006568428.1	XP_003396651.1						XP_017789001.1, XP_017787765.1										
N16.HOG0000628	OG0000148	n47				XP_006565573.1	XP_003396649.1					XP_017759668.1	XP_017791658.1										
N16.HOG0000629	OG0000149	n3				XP_001120660.2	XP_003393433.2					XP_017759614.1	XP_017794550.1										
N16.HOG0000630	OG0000150	n1				XP_026296548.1	XP_003394667.1					XP_017759260.1	XP_017790003.1										
N16.HOG0000631	OG0000150	n22				XP_006569793.2	XP_003394430.1					XP_017759160.1	XP_017795331.1										
N16.HOG0000632	OG0000150	n39				XP_006566649.2	XP_003398779.1					XP_017760688.1	XP_017793346.1										
N16.HOG0000633	OG0000152	n0					XP_012172381.1					XP_017764995.1	XP_017792901.1										
N16.HOG0000634	OG0000153	n5				NP_001157186.1	XP_012167632.1					XP_017759246.1	XP_017794139.1										
N16.HOG0000635	OG0000153	n29				XP_001121634.3	XP_003394761.1					XP_017762663.1	XP_017796406.1										
N16.HOG0000636	OG0000154	n1				XP_006571827.3	NP_001274494.1					XP_017758632.1	XP_017793226.1										
N16.HOG0000637	OG0000154	n19				XP_016770795.1, XP_016770799.1, XP_026299638.1, XP_016770806.2	XP_012169435.1, XP_012168805.1						XP_017793285.1, XP_017793317.1, XP_017797037.1										
N16.HOG0000638	OG0000155	n1				XP_003249950.2	XP_003397792.2					XP_017756837.1	XP_017799440.1										
N16.HOG0000639	OG0000155	n21				NP_001257752.1	XP_003397793.1					XP_017756836.1	XP_017799442.1										
N16.HOG0000640	OG0000155	n35											XP_017799441.1										
N16.HOG0000641	OG0000155	n45				XP_016769565.2	XP_003397791.1					XP_017756838.1	XP_017799437.1										
N16.HOG0000642	OG0000157	n23				XP_006565544.2						XP_017767299.1	XP_017792514.1										
N16.HOG0000643	OG0000157	n30					XP_012174271.2																
N16.HOG0000644	OG0000157	n41					XP_020723893.1, XP_003403291.2, XP_012175325.1, XP_020723867.1																
N16.HOG0000645	OG0000158	n20					XP_003401872.1					XP_017756022.1											
N16.HOG0000646	OG0000158	n22				XP_016768868.1	XP_012173277.1					XP_017756026.1	XP_017787495.1										
N16.HOG0000647	OG0000158	n34				XP_026298009.1	XP_020722917.1					XP_017755997.1	XP_017787422.1										
N16.HOG0000648	OG0000159	n1				XP_006559356.1	XP_020722245.1					XP_017755467.1	XP_017794664.1										
N16.HOG0000649	OG0000159	n21				XP_006563032.1	XP_012171486.1					XP_017760598.1	XP_017798651.1										
N16.HOG0000650	OG0000159	n40				XP_006559358.1	XP_020722198.1					XP_017755463.1	XP_017794663.1										
N16.HOG0000651	OG0000160	n2				XP_016772523.1	XP_012170062.1					XP_017764406.1	XP_017798322.1										
N16.HOG0000652	OG0000160	n28				XP_026299848.1	XP_003399008.3					XP_017754823.1	XP_017795593.1										
N16.HOG0000653	OG0000160	n42				XP_026299472.1	XP_012169497.2					XP_017754771.1	XP_017795549.1										
N16.HOG0000654	OG0000161	n17				XP_006565547.1						XP_017767293.1	XP_017792515.1										
N16.HOG0000655	OG0000161	n27				XP_006565537.1	XP_020723251.1					XP_017767304.1	XP_017792526.1										
N16.HOG0000656	OG0000162	n3				XP_392723.3	XP_003393370.1					XP_017761243.1	XP_017794640.1										
N16.HOG0000657	OG0000162	n20				XP_026300893.1	XP_003393110.1					XP_017754219.1	XP_017799029.1										
N16.HOG0000658	OG0000162	n39				XP_623440.3	XP_003394582.1					XP_017756053.1	XP_017788492.1										
N16.HOG0000659	OG0000163	n11					XP_003393534.1					XP_017760651.1	XP_017797296.1										
N16.HOG0000660	OG0000163	n21										XP_017760663.1	XP_017797298.1										
N16.HOG0000661	OG0000163	n27				XP_625189.3	XP_003394144.1, XP_003394143.1					XP_017765005.1	XP_017796380.1										
N16.HOG0000662	OG0000163	n44				XP_006562317.1	XP_003399477.1					XP_017756194.1	XP_017791349.1										
N16.HOG0000663	OG0000164	n22				XP_016768147.1	XP_003402889.2					XP_017752157.1, XP_017767778.1	XP_017795803.1										
N16.HOG0000664	OG0000164	n42				XP_393208.1	XP_003402547.3, XP_003402892.1					XP_017767758.1	XP_017795819.1										
N16.HOG0000665	OG0000165	n1				XP_016766748.2, XP_026295428.1	XP_012176549.1					XP_017755355.1	XP_017796141.1										
N16.HOG0000666	OG0000166	n5				XP_394861.4	XP_003396151.1					XP_017766098.1	XP_017789113.1										
N16.HOG0000667	OG0000167	n2				XP_006564190.1	XP_012164598.1					XP_017761771.1	XP_017797599.1										
N16.HOG0000668	OG0000167	n25				XP_392421.3	XP_003396189.1					XP_017759126.1	XP_017797614.1										
N16.HOG0000669	OG0000167	n40				XP_394649.3	XP_003396150.2					XP_017752470.1, XP_017765630.1	XP_017797600.1										
N16.HOG0000670	OG0000168	n0				XP_016768886.2	XP_012175035.1					XP_017763663.1	XP_017791115.1										
N16.HOG0000671	OG0000169	n26				XP_001120680.3	XP_012176727.1					XP_017767594.1	XP_017796909.1										
N16.HOG0000672	OG0000169	n38				XP_006560473.1	XP_003400044.1					XP_017766799.1	XP_017788955.1										
N16.HOG0000673	OG0000170	n16				XP_393127.4	XP_003396093.1					XP_017761679.1	XP_017797660.1										
N16.HOG0000674	OG0000170	n46					XP_003396094.1						XP_017797661.1										
N16.HOG0000675	OG0000170	n51					XP_012164939.1					XP_017761675.1	XP_017797559.1										
N16.HOG0000676	OG0000171	n1					XP_003393837.1					XP_017765609.1, XP_017765686.1	XP_017790539.1										
N16.HOG0000677	OG0000171	n24					XP_003393840.1, XP_003393838.1					XP_017765722.1, XP_017765715.1	XP_017790357.1										
N16.HOG0000678	OG0000172	n4				XP_026298300.1	XP_003403182.1					XP_017760335.1	XP_017793996.1										
N16.HOG0000679	OG0000172	n18					XP_012174957.1					XP_017760333.1	XP_017793986.1										
N16.HOG0000680	OG0000172	n31				XP_001121043.2	XP_003393900.1					XP_017759725.1	XP_017795959.1										
N16.HOG0000681	OG0000173	n6				XP_006559124.1	XP_012168395.1					XP_017761262.1	XP_017793916.1										
N16.HOG0000682	OG0000173	n29				XP_026298877.1	XP_012168399.1					XP_017759973.1	XP_017793918.1										
N16.HOG0000683	OG0000173	n43				XP_006558409.1	XP_012168403.1					XP_017759705.1	XP_017793920.1										
N16.HOG0000684	OG0000174	n30											XP_017795025.1, XP_017795707.1										
N16.HOG0000685	OG0000174	n33											XP_017794405.1										
N16.HOG0000686	OG0000175	n36				XP_003249939.3	XP_012167365.1					XP_017755068.1, XP_017755034.1	XP_017795372.1										
N16.HOG0000687	OG0000176	n11				NP_001011627.1	XP_003400548.1					XP_017755476.1	XP_017796963.1										
N16.HOG0000688	OG0000176	n19										XP_017761178.1	XP_017796958.1										
N16.HOG0000689	OG0000177	n25				XP_006569876.2	XP_003397480.1					XP_017753622.1	XP_017790871.1										
N16.HOG0000690	OG0000177	n39				XP_624251.3	XP_003397483.1					XP_017753621.1	XP_017790994.1										
N16.HOG0000691	OG0000178	n19				XP_026296516.1	XP_020718842.1					XP_017758709.1	XP_017790662.1										
N16.HOG0000692	OG0000178	n32				XP_006562263.2	XP_012164509.1					XP_017758708.1	XP_017790661.1										
N16.HOG0000693	OG0000179	n1				XP_006570492.2	XP_012168631.1					XP_017762321.1	XP_017795191.1										
N16.HOG0000694	OG0000179	n23				XP_006570076.1	XP_012165357.1					XP_017760969.1	XP_017792249.1										
N16.HOG0000695	OG0000180	n1				XP_026301506.1	XP_003402257.2					XP_017762472.1	XP_017791990.1										
N16.HOG0000696	OG0000180	n20				XP_001119897.1	XP_012168601.1					XP_017764861.1	XP_017799324.1										
N16.HOG0000697	OG0000180	n38				XP_393381.2	XP_003402266.1					XP_017762476.1	XP_017791524.1										
N16.HOG0000698	OG0000181	n15				XP_026302052.1																	
N16.HOG0000699	OG0000181	n21					XP_003399195.1					XP_017764606.1	XP_017787697.1										
N16.HOG0000700	OG0000181	n46					XP_003399181.1					XP_017764607.1	XP_017787706.1										
N16.HOG0000701	OG0000182	n39					XP_012168644.1, XP_020721171.1					XP_017762295.1	XP_017792985.1										
N16.HOG0000702	OG0000185	n9				XP_026294745.1	XP_020724047.1					XP_017765685.1	XP_017790359.1										
N16.HOG0000703	OG0000185	n26				XP_026294747.1	XP_012175690.2					XP_017765684.1	XP_017790360.1										
N16.HOG0000704	OG0000186	n0				XP_001122105.4	XP_003396555.2, XP_003402397.2					XP_017763750.1	XP_017787807.1, XP_017787848.1										
N16.HOG0000705	OG0000187	n6										XP_017761149.1											
N16.HOG0000706	OG0000187	n8				XP_006560146.1	XP_003400287.1					XP_017766723.1	XP_017788769.1										
N16.HOG0000707	OG0000187	n26				XP_006558182.1	XP_003395974.1					XP_017758287.1	XP_017789003.1, XP_017789058.1										
N16.HOG0000708	OG0000187	n42				XP_016768016.1	XP_003395973.1					XP_017758318.1											
N16.HOG0000709	OG0000188	n1				XP_026298736.1	XP_020720427.1					XP_017759441.1	XP_017791625.1										
N16.HOG0000710	OG0000188	n24					XP_020720425.1					XP_017759428.1	XP_017791571.1										
N16.HOG0000711	OG0000188	n51					XP_003397614.1					XP_017759426.1	XP_017791569.1										
N16.HOG0000712	OG0000189	n1				NP_001136109.1	XP_012173210.2						XP_017791082.1										
N16.HOG0000713	OG0000189	n31				XP_001120232.3	XP_003402028.1					XP_017759415.1	XP_017792001.1										
N16.HOG0000714	OG0000190	n9				XP_026295426.1	XP_012176040.1					XP_017767069.1	XP_017789133.1										
N16.HOG0000715	OG0000190	n18				XP_026295199.1	XP_003394227.1					XP_017767036.1	XP_017788787.1										
N16.HOG0000716	OG0000190	n30				XP_026300306.1	XP_003400352.2					XP_017757787.1	XP_017795771.1										
N16.HOG0000717	OG0000191	n9				NP_001011574.1						XP_017761389.1	XP_017788631.1										
N16.HOG0000718	OG0000191	n23				XP_006567694.1	XP_020718843.1					XP_017761387.1	XP_017788629.1										
N16.HOG0000719	OG0000191	n37				XP_026297783.1	XP_003402779.1					XP_017766298.1	XP_017793218.1										
N16.HOG0000720	OG0000192	n6				XP_006563508.3	XP_020722732.1					XP_017758044.1	XP_017791809.1										
N16.HOG0000721	OG0000192	n17											XP_017791811.1										
N16.HOG0000722	OG0000192	n20				XP_396922.2	XP_003401093.1					XP_017758168.1	XP_017791832.1										
N16.HOG0000723	OG0000193	n12				XP_006564329.1	XP_003403269.2					XP_017765566.1	XP_017798913.1										
N16.HOG0000724	OG0000194	n4				XP_016769530.1	XP_003397918.2					XP_017764048.1, XP_017764049.1	XP_017795711.1										
N16.HOG0000725	OG0000196	n20				XP_006560620.1	NP_001267823.1, XP_020718287.1, XP_020718442.1, XP_020718441.1, XP_012163516.1					XP_017765938.1	XP_017797256.1										
N16.HOG0000726	OG0000197	n5				XP_393963.3	XP_003400853.1					XP_017753847.1	XP_017794738.1										
N16.HOG0000727	OG0000197	n29				XP_026302145.1	XP_012172809.1					XP_017755326.1	XP_017796539.1										
N16.HOG0000728	OG0000198	n7				XP_026296666.1						XP_017757405.1	XP_017793660.1										
N16.HOG0000729	OG0000198	n17					XP_003396501.1					XP_017762765.1	XP_017792010.1										
N16.HOG0000730	OG0000198	n32				NP_001010975.1	XP_012165662.1					XP_017759685.1	XP_017791641.1										
N16.HOG0000731	OG0000199	n2				XP_006560155.1	XP_003401230.1					XP_017752808.1	XP_017794759.1										
N16.HOG0000732	OG0000199	n26				XP_026298041.1	XP_020722949.1					XP_017756608.1	XP_017793299.1										
N16.HOG0000733	OG0000199	n37				NP_001257755.1	XP_003401238.1					XP_017752827.1	XP_017794760.1										
N16.HOG0000734	OG0000200	n18				XP_003250675.2	XP_012167926.1						XP_017791741.1										
N16.HOG0000735	OG0000200	n34					XP_020721067.1, XP_003402363.1					XP_017763935.1	XP_017793287.1										
N16.HOG0000736	OG0000200	n42				XP_003250969.2	XP_012170583.1					XP_017756494.1	XP_017795052.1										
N16.HOG0000737	OG0000201	n1					XP_012169788.1					XP_017763388.1	XP_017793024.1										
N16.HOG0000738	OG0000201	n34				XP_394814.1	XP_003397925.1					XP_017758781.1	XP_017794124.1										
N16.HOG0000739	OG0000202	n0				XP_001120116.2, XP_016768768.2, XP_026300288.1	XP_003393462.1					XP_017764853.1	XP_017798941.1										
N16.HOG0000740	OG0000203	n3				XP_026297742.1	XP_003396675.1					XP_017765139.1	XP_017795682.1										
N16.HOG0000741	OG0000203	n17				XP_003250800.2	XP_003398549.1					XP_017764707.1	XP_017789852.1										
N16.HOG0000742	OG0000203	n45					XP_003401824.2																
N16.HOG0000743	OG0000204	n1				NP_001011638.1						XP_017762511.1	XP_017791531.1										
N16.HOG0000744	OG0000204	n21				NP_001011616.2	NP_001267838.1					XP_017758286.1	XP_017787722.1										
N16.HOG0000745	OG0000205	n2				XP_003249883.2	XP_003397322.1					XP_017760292.1	XP_017790592.1										
N16.HOG0000746	OG0000205	n16				XP_001120425.1	XP_003396210.1						XP_017798058.1										
N16.HOG0000747	OG0000206	n1				XP_026298705.1	XP_012167289.1					XP_017759178.1	XP_017791215.1										
N16.HOG0000748	OG0000206	n22				XP_006565533.1	XP_012165073.1					XP_017765191.1	XP_017792511.1										
N16.HOG0000749	OG0000207	n32				XP_026297715.1, XP_624193.2						XP_017765562.1											
N16.HOG0000750	OG0000207	n36				XP_026297717.1, XP_026300528.1, XP_006571990.1	XP_020723726.1, XP_012175222.2, XP_012175223.1, XP_012175291.1, XP_020723852.1, XP_012175221.2, XP_012175231.1, XP_003402884.1						XP_017798889.1										
N16.HOG0000751	OG0000208	n2				NP_001011639.2	XP_012172197.1					XP_017758058.1	XP_017796613.1										
N16.HOG0000752	OG0000208	n30				NP_001071293.1	XP_012172199.1					XP_017758056.1	XP_017796614.1										
N16.HOG0000753	OG0000209	n37					XP_012164720.1, XP_012174009.1, XP_003402154.1, XP_012166717.1																
N16.HOG0000754	OG0000209	n43											XP_017796987.1, XP_017797008.1, XP_017796720.1										
N16.HOG0000755	OG0000210	n1				XP_395048.4	XP_012168271.1					XP_017765394.1	XP_017789605.1										
N16.HOG0000756	OG0000210	n27				XP_006571833.1	XP_012170889.1					XP_017756514.1	XP_017797066.1										
N16.HOG0000757	OG0000210	n48											XP_017795349.1										
N16.HOG0000758	OG0000211	n4				XP_026298733.1							XP_017795192.1										
N16.HOG0000759	OG0000211	n15					XP_012167204.1					XP_017759214.1											
N16.HOG0000760	OG0000211	n36					XP_012166752.1					XP_017759219.1											
N16.HOG0000761	OG0000211	n42					XP_012166751.1					XP_017759217.1											
N16.HOG0000762	OG0000212	n1				XP_006563165.2	XP_020721709.1					XP_017766083.1	XP_017787626.1										
N16.HOG0000763	OG0000212	n34				XP_001122868.3	XP_003401938.2					XP_017757874.1	XP_017788611.1										
N16.HOG0000764	OG0000213	n0				NP_001011640.1	XP_003397291.1					XP_017763070.1	XP_017790136.1										
N16.HOG0000765	OG0000214	n8					XP_020719536.1																
N16.HOG0000766	OG0000214	n11					XP_012165858.1					XP_017754372.1, XP_017754394.1											
N16.HOG0000767	OG0000214	n33				XP_016771112.2	XP_003401003.1					XP_017753960.1	XP_017789564.1										
N16.HOG0000768	OG0000215	n16				XP_006571149.1	XP_003393481.1					XP_017765349.1	XP_017799153.1										
N16.HOG0000769	OG0000215	n34				XP_016768560.1	XP_012166359.1					XP_017765351.1	XP_017790464.1										
N16.HOG0000770	OG0000216	n2				XP_394579.2	XP_003395843.1					XP_017757451.1	XP_017790689.1										
N16.HOG0000771	OG0000216	n34				XP_006569796.2	XP_003394432.1					XP_017759168.1	XP_017793167.1										
N16.HOG0000772	OG0000219	n3										XP_017759128.1											
N16.HOG0000773	OG0000219	n8				XP_016772777.2, XP_026300464.1, XP_026300465.1, XP_026300491.1, XP_026300418.1, XP_026300431.1, XP_026300304.1, XP_026300504.1, XP_026300571.1, XP_016767059.1, XP_026296278.1, XP_026296277.1, XP_006562027.2, XP_006562033.1, XP_026296279.1, XP_026296276.1	XP_020718522.1, XP_020718524.1, XP_020718520.1, XP_020718528.1, XP_020718521.1, XP_020718529.1					XP_017759129.1											
N16.HOG0000774	OG0000219	n33					XP_020718527.1, XP_020718526.1																
N16.HOG0000775	OG0000219	n38				XP_026300422.1																	
N16.HOG0000776	OG0000219	n40				XP_026300419.1						XP_017759130.1											
N16.HOG0000777	OG0000219	n46				XP_026301537.1																	
N16.HOG0000778	OG0000220	n1				XP_003250051.2	XP_003399490.1					XP_017756213.1	XP_017791366.1										
N16.HOG0000779	OG0000220	n23				XP_003251169.1	XP_003400132.1					XP_017757744.1	XP_017791305.1										
N16.HOG0000780	OG0000221	n9				XP_026301337.1	XP_003401239.1					XP_017764974.1	XP_017792899.1										
N16.HOG0000781	OG0000221	n26				XP_026301117.1	XP_012172790.1					XP_017753757.1	XP_017794764.1										
N16.HOG0000782	OG0000222	n7											XP_017791946.1, XP_017795986.1, XP_017797088.1										
N16.HOG0000783	OG0000222	n13				XP_623508.3	XP_012164318.1					XP_017754141.1	XP_017799179.1										
N16.HOG0000784	OG0000222	n27				XP_026299610.1	XP_012168711.1					XP_017767559.1	XP_017797102.1, XP_017797041.1, XP_017793821.1										
N16.HOG0000785	OG0000223	n14					XP_003393346.1					XP_017761871.1											
N16.HOG0000786	OG0000223	n18					XP_003402310.1																
N16.HOG0000787	OG0000223	n35				XP_016770898.2																	
N16.HOG0000788	OG0000223	n37										XP_017761321.1											
N16.HOG0000789	OG0000223	n41										XP_017761870.1	XP_017797942.1										
N16.HOG0000790	OG0000223	n44				XP_393173.2							XP_017797440.1										
N16.HOG0000791	OG0000224	n1				XP_623273.1	XP_012167656.1					XP_017755846.1	XP_017797366.1										
N16.HOG0000792	OG0000224	n22				XP_392943.3	XP_003402681.1					XP_017756302.1	XP_017796437.1										
N16.HOG0000793	OG0000225	n5				NP_001011590.1	XP_003393962.3					XP_017754774.1, XP_017756389.1	XP_017788431.1										
N16.HOG0000794	OG0000225	n24				NP_001035316.1	XP_012168318.1					XP_017764767.1	XP_017789629.1										
N16.HOG0000795	OG0000227	n2											XP_017795699.1										
N16.HOG0000796	OG0000227	n45										XP_017764157.1											
N16.HOG0000797	OG0000228	n13										XP_017756788.1, XP_017756789.1, XP_017766127.1											
N16.HOG0000798	OG0000228	n24				XP_003250061.2	XP_003399626.2						XP_017791513.1										
N16.HOG0000799	OG0000230	n5				XP_026295817.1, XP_026295816.1	XP_020718274.1, XP_020718281.1					XP_017767619.1	XP_017796882.1										
N16.HOG0000800	OG0000230	n20				XP_026296204.1																	
N16.HOG0000801	OG0000230	n27				XP_026296228.1	XP_020718302.1					XP_017756722.1	XP_017793796.1										
N16.HOG0000802	OG0000231	n1				XP_026298341.1	XP_012175108.1					XP_017758968.1	XP_017791135.1										
N16.HOG0000803	OG0000231	n22				XP_016768163.1	XP_012164636.1					XP_017761738.1	XP_017797492.1										
N16.HOG0000804	OG0000231	n35				XP_006560437.1	XP_012170724.1						XP_017788948.1										
N16.HOG0000805	OG0000232	n5				NP_001011588.1	XP_003397921.1					XP_017765649.1	XP_017795527.1										
N16.HOG0000806	OG0000232	n15				XP_006567383.1	XP_012167462.1					XP_017765651.1	XP_017795525.1										
N16.HOG0000807	OG0000233	n1				XP_026300984.1	XP_003400699.1					XP_017762887.1	XP_017797798.1										
N16.HOG0000808	OG0000233	n21				XP_026300982.1	XP_020722264.1					XP_017762885.1	XP_017797796.1										
N16.HOG0000809	OG0000234	n0				XP_006565095.2, XP_001120578.2	XP_003400351.1, XP_003400142.1					XP_017757733.1, XP_017765614.1, XP_017752213.1, XP_017754355.1, XP_017765599.1, XP_017757743.1	XP_017797122.1, XP_017795215.1, XP_017792569.1, XP_017797126.1, XP_017792570.1, XP_017797042.1, XP_017796955.1, XP_017796957.1, XP_017796732.1										
N16.HOG0000810	OG0000235	n31				XP_026298038.1																	
N16.HOG0000811	OG0000235	n36					XP_003401730.1					XP_017754942.1	XP_017787470.1										
N16.HOG0000812	OG0000235	n41					XP_020722941.1					XP_017754936.1	XP_017787453.1										
N16.HOG0000813	OG0000236	n1										XP_017753028.1, XP_017764603.1, XP_017765583.1											
N16.HOG0000814	OG0000236	n34										XP_017764282.1											
N16.HOG0000815	OG0000237	n0				XP_026297714.1	XP_012163163.1					XP_017764513.1	XP_017797835.1										
N16.HOG0000816	OG0000238	n1				XP_006562397.1	XP_020718283.1					XP_017754560.1	XP_017787951.1										
N16.HOG0000817	OG0000238	n20				XP_393860.4	XP_012170213.1					XP_017759282.1	XP_017791354.1										
N16.HOG0000818	OG0000239	n5				XP_006558107.2	XP_012165494.1					XP_017759088.1	XP_017790332.1										
N16.HOG0000819	OG0000239	n23				XP_623676.2	XP_003396251.1					XP_017753354.1	XP_017794211.1										
N16.HOG0000820	OG0000240	n1				XP_625151.1	XP_003398032.1					XP_017755827.1	XP_017797361.1										
N16.HOG0000821	OG0000240	n23				XP_001122696.1	XP_003398035.1					XP_017755794.1	XP_017797343.1										
N16.HOG0000822	OG0000241	n3				XP_026300661.1	XP_012171701.1					XP_017759304.1	XP_017798550.1										
N16.HOG0000823	OG0000242	n1				XP_026301292.1	XP_003401258.2					XP_017762998.1	XP_017791808.1										
N16.HOG0000824	OG0000242	n28				XP_016769264.1	XP_020723124.1					XP_017759416.1	XP_017791996.1										
N16.HOG0000825	OG0000242	n36					XP_020723125.1																
N16.HOG0000826	OG0000242	n38					XP_020723966.1						XP_017793166.1										
N16.HOG0000827	OG0000243	n3				NP_001119715.2	XP_003399213.1					XP_017766967.1	XP_017797060.1, XP_017792860.1										
N16.HOG0000828	OG0000243	n35				XP_006559888.1	XP_012166586.1					XP_017753913.1	XP_017790014.1										
N16.HOG0000829	OG0000244	n1				XP_006559017.1	XP_012165783.1					XP_017756999.1	XP_017795187.1										
N16.HOG0000830	OG0000244	n22				XP_393612.2	XP_003401070.1					XP_017758167.1	XP_017796608.1										
N16.HOG0000831	OG0000245	n2				XP_026300480.1	XP_020721937.1					XP_017766513.1	XP_017788725.1										
N16.HOG0000832	OG0000245	n23					XP_020721942.1																
N16.HOG0000833	OG0000245	n27				XP_026297210.1	XP_020723639.1					XP_017767757.1	XP_017795784.1										
N16.HOG0000834	OG0000246	n1					XP_003393467.1						XP_017788740.1										
N16.HOG0000835	OG0000246	n17				XP_026300423.1	XP_020721863.1, XP_003403012.2, XP_012171067.1, XP_012175463.2, XP_012171066.1					XP_017766520.1	XP_017788737.1										
N16.HOG0000836	OG0000247	n22				XP_006563715.1	XP_003401049.1					XP_017752709.1	XP_017791585.1										
N16.HOG0000837	OG0000247	n34				XP_624704.1	XP_003397705.1					XP_017759224.1	XP_017795197.1										
N16.HOG0000838	OG0000248	n0				XP_026299633.1	XP_012165200.1					XP_017753319.1											
N16.HOG0000839	OG0000250	n1				XP_623723.2	XP_003398730.1					XP_017766982.1	XP_017792864.1										
N16.HOG0000840	OG0000250	n23				XP_006566457.1	XP_003398729.1					XP_017766991.1	XP_017792862.1										
N16.HOG0000841	OG0000251	n7					XP_012165052.2, XP_020723975.1, XP_012175483.1																
N16.HOG0000842	OG0000251	n22					XP_012175456.1, XP_003402883.2, XP_020723947.1, XP_003403394.3, XP_020723939.1																
N16.HOG0000843	OG0000251	n27				XP_001122616.1, XP_006570777.1	XP_003393060.1, XP_012163409.1					XP_017754012.1	XP_017799036.1										
N16.HOG0000844	OG0000252	n3				XP_006557843.1	XP_003399465.1					XP_017763310.1	XP_017798375.1										
N16.HOG0000845	OG0000252	n22				XP_006557839.1	XP_012169826.1					XP_017763318.1	XP_017798362.1										
N16.HOG0000846	OG0000253	n3				XP_392104.4	XP_003402159.1					XP_017752185.1	XP_017792781.1										
N16.HOG0000847	OG0000253	n25				XP_623084.1	XP_003397389.1					XP_017752245.1	XP_017794266.1										
N16.HOG0000848	OG0000254	n14				XP_006571730.2	XP_003393256.1, XP_003393207.1					XP_017764336.1	XP_017796950.1, XP_017796373.1										
N16.HOG0000849	OG0000254	n41					XP_003393266.1, XP_003393186.2, XP_020719579.1																
N16.HOG0000850	OG0000255	n1				XP_016767660.1	XP_012163873.1					XP_017767685.1	XP_017796073.1										
N16.HOG0000851	OG0000255	n28				XP_396915.4	XP_020720932.1																
N16.HOG0000852	OG0000255	n36				XP_394389.3	XP_020724263.1					XP_017766053.1											
N16.HOG0000853	OG0000256	n2				XP_026295595.1	XP_012176311.1					XP_017755394.1	XP_017788158.1										
N16.HOG0000854	OG0000256	n35					XP_012168435.1					XP_017753320.1											
N16.HOG0000855	OG0000256	n42					XP_012168402.1						XP_017795366.1										
N16.HOG0000856	OG0000257	n13				XP_026301328.1	XP_020722562.1					XP_017760505.1	XP_017789553.1										
N16.HOG0000857	OG0000257	n26				XP_003250298.1	XP_003400987.1					XP_017760506.1	XP_017789743.1										
N16.HOG0000858	OG0000257	n34					XP_012172013.1																
N16.HOG0000859	OG0000258	n1				XP_026297186.1	XP_003396128.1					XP_017766080.1	XP_017789022.1										
N16.HOG0000860	OG0000258	n19				XP_006562251.2	XP_012164486.1					XP_017766960.1	XP_017789769.1										
N16.HOG0000861	OG0000259	n3				XP_016771484.1, XP_026300877.1	XP_003400537.1					XP_017752642.1	XP_017794692.1										
N16.HOG0000862	OG0000259	n19				XP_016771820.2	XP_003400818.1					XP_017763176.1	XP_017797747.1										
N16.HOG0000863	OG0000260	n14					XP_020718417.1																
N16.HOG0000864	OG0000260	n16					XP_020718435.1																
N16.HOG0000865	OG0000260	n23										XP_017754547.1	XP_017787942.1										
N16.HOG0000866	OG0000260	n32					XP_020718415.1					XP_017754546.1	XP_017787943.1										
N16.HOG0000867	OG0000260	n35										XP_017754566.1	XP_017787958.1										
N16.HOG0000868	OG0000261	n0				XP_006565270.3	XP_003394733.1, XP_020721699.1, XP_020723325.1, XP_020723892.1, XP_020723511.1, XP_012175509.2, XP_020723970.1, XP_020723935.1, XP_012174003.2, XP_003402802.1, XP_020723568.1, XP_012175211.1, XP_012175505.2, XP_012175212.1, XP_020723847.1, XP_003403375.2, XP_020723961.1, XP_003403427.2, XP_012175487.2, XP_012174533.1, XP_020723448.1, XP_020723849.1, XP_003402269.1, XP_003403231.1, XP_012175213.2					XP_017755704.1	XP_017787543.1										
N16.HOG0000869	OG0000262	n15					XP_003397877.1					XP_017765646.1	XP_017795528.1										
N16.HOG0000870	OG0000262	n26					XP_003397906.1					XP_017765648.1	XP_017795530.1										
N16.HOG0000871	OG0000262	n35				NP_001011591.1	XP_003397894.2					XP_017765624.1	XP_017795524.1										
N16.HOG0000872	OG0000264	n20				XP_006568661.1	XP_003396591.1					XP_017753323.1	XP_017794200.1										
N16.HOG0000873	OG0000264	n27					XP_012174277.1						XP_017794146.1										
N16.HOG0000874	OG0000265	n1				XP_026295760.1	XP_003395149.2					XP_017757031.1	XP_017796506.1										
N16.HOG0000875	OG0000265	n23				NP_001157480.1	XP_003402532.1, XP_003397124.2					XP_017763546.1	XP_017798841.1										
N16.HOG0000876	OG0000266	n1				XP_006561618.1	XP_003397816.1					XP_017763246.1	XP_017796974.1										
