HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N2.HOG0000751	OG0000218	n0		XP_021700208.1, XP_001658308.1, XP_001660414.2, XP_001656198.1, XP_021705495.1, XP_001656196.1, XP_001655129.2, XP_001656194.1, XP_001656193.1, XP_021705499.1, XP_001656192.1	XP_003435873.1, XP_003435874.1, XP_314809.3, XP_003435870.1, XP_003435872.1, XP_321568.5, XP_003435871.1, XP_321566.4			XP_012544119.2, XP_004924154.1, XP_037873555.1, NP_001038956.1, XP_004925428.1, XP_021207106.1, XP_012550911.1		NP_996412.1, NP_649195.1												XP_008195474.2, XP_974231.1, XP_015836996.1, XP_015837022.1, XP_015837013.1, XP_974284.1, XP_008195475.1, XP_008195476.1, XP_974258.1, XP_974405.1, XP_008195690.1, XP_008195691.1, XP_974310.1, XP_008195442.1, XP_008195473.1, XP_015837331.1, XP_001807041.2, XP_015836997.1, XP_001807299.1	
N2.HOG0000752	OG0000220	n1		XP_021709422.1	XP_321556.3			XP_012545232.2		NP_001261758.1												XP_969047.2	
N2.HOG0000753	OG0000220	n23		XP_001654082.2, XP_021704559.1	XP_560491.4, XP_001687817.2			XP_004929623.3, XP_004929740.2		NP_730938.1												XP_967948.2	
N2.HOG0000754	OG0000221	n2			XP_001689148.1			XP_012550215.2		NP_001033905.1, NP_651533.3												XP_008198827.2	
N2.HOG0000755	OG0000221	n9		XP_021703464.1	XP_001689147.1					NP_001285918.1													
N2.HOG0000756	OG0000221	n26		XP_021695496.1	XP_564965.3			XP_037869008.1		NP_001261276.1												XP_974971.2	
N2.HOG0000757	OG0000222	n0		XP_001648022.2	XP_308374.4			XP_037868006.1		NP_995952.1, NP_476818.1													
N2.HOG0000758	OG0000223	n3		XP_001651266.2																			
N2.HOG0000759	OG0000223	n11			XP_321091.3, XP_321092.3																		
N2.HOG0000760	OG0000223	n19			XP_312337.4					NP_572306.1													
N2.HOG0000761	OG0000223	n21								NP_001284937.1													
N2.HOG0000762	OG0000223	n31																				NP_001034506.1	
N2.HOG0000763	OG0000223	n37		XP_021710146.1	XP_550846.3			XP_004929696.2															
N2.HOG0000764	OG0000223	n41						NP_001036839.1															
N2.HOG0000765	OG0000224	n1		XP_021709141.1	XP_003436397.1			XP_037873154.1		NP_727418.1												XP_015834938.1	
N2.HOG0000766	OG0000224	n23								NP_477384.1, NP_001104152.3, NP_001015497.4												XP_008191594.1	
N2.HOG0000767	OG0000224	n26		XP_001653770.1	XP_309483.4			NP_001040480.1		NP_524937.1, NP_524921.1, NP_001262919.1												XP_001813974.1	
N2.HOG0000768	OG0000225	n3																				XP_015835847.1, XP_015835846.1	
N2.HOG0000769	OG0000225	n5		XP_001651827.2	XP_321558.2					NP_524039.2													
N2.HOG0000770	OG0000225	n24		XP_001658810.2, XP_021708657.1, XP_001660077.1, XP_001663216.2, XP_001658813.1	XP_319533.2, XP_319532.3, XP_319537.3, XP_003435819.1			XP_037867017.1		NP_524242.2, NP_001287190.1													
N2.HOG0000771	OG0000227	n4						XP_037875926.1, XP_037872863.1, XP_037875907.1, XP_021207016.1															
N2.HOG0000772	OG0000227	n13																				XP_008200478.1	
N2.HOG0000773	OG0000228	n0																				XP_008201122.1, XP_015840848.1	
N2.HOG0000774	OG0000230	n3						XP_037876704.1															
N2.HOG0000775	OG0000230	n22		XP_021709685.1	XP_003436078.1																	XP_015834170.1	
N2.HOG0000776	OG0000230	n24		XP_021709680.1	XP_003436080.1																		
N2.HOG0000777	OG0000230	n27		XP_021701963.1	XP_319063.4			XP_037876974.1		NP_001162819.1												XP_015833920.1	
N2.HOG0000778	OG0000231	n1		XP_021710706.1	XP_313095.4			XP_037868770.1		NP_611465.2, NP_727460.1												XP_015835481.1	
N2.HOG0000779	OG0000232	n0		XP_001648015.1, XP_001657830.1, XP_001647923.1, XP_001655977.1, XP_001647922.2, XP_001647921.1	XP_314462.2, XP_318661.2, XP_314108.4, XP_001687816.1, XP_313719.3, XP_313271.1			XP_037873052.1, XP_021204926.1, XP_037873010.1, XP_004928236.2, XP_037873054.1		NP_001163468.1, NP_728338.2												XP_008197708.1, XP_008197784.2	
N2.HOG0000780	OG0000233	n1		XP_021707001.1	XP_321870.5			XP_012551255.1		NP_001262861.1												XP_015838389.1	
N2.HOG0000781	OG0000233	n23		XP_001653528.1, XP_021707004.1	XP_321865.3, XP_321867.5, XP_321869.5					NP_001287485.1													
N2.HOG0000782	OG0000233	n29						XP_004932600.1														XP_974236.1	
N2.HOG0000783	OG0000233	n30						XP_037872916.1														XP_008197327.1, XP_008201491.1	
N2.HOG0000784	OG0000234	n0						XP_004924167.1		NP_001163142.1												XP_015840217.1	
N2.HOG0000785	OG0000235	n2																				XP_008197562.1, XP_008197561.1, XP_971420.2	
N2.HOG0000786	OG0000235	n5		XP_021707368.1, XP_021711596.1, XP_001657883.2, XP_021700697.1	XP_319608.4, XP_321620.4, XP_317713.4, XP_317714.4			XP_037867942.1, XP_004931346.1, XP_004930716.1, XP_004930719.1		NP_001262580.1, NP_727588.2												XP_967986.1, XP_015835730.1, XP_008194065.1, XP_967905.1, XP_967668.2, XP_008194060.1	
N2.HOG0000787	OG0000236	n1						XP_037870990.1															
N2.HOG0000788	OG0000236	n30						XP_037866948.1, XP_021202898.1															
N2.HOG0000789	OG0000237	n0		XP_021702027.1	XP_314941.3			XP_012547297.1		NP_001162911.1												XP_008191844.1	
N2.HOG0000790	OG0000238	n1																				XP_008196206.1	
N2.HOG0000791	OG0000238	n16																				XP_974609.1, XP_015836082.1, XP_008194353.1, XP_974542.2	
N2.HOG0000792	OG0000238	n20		XP_021705640.1	XP_321277.5			XP_012548893.1		NP_001246914.1												XP_008194095.1	
N2.HOG0000793	OG0000238	n45																				XP_008194350.1	
N2.HOG0000794	OG0000239	n5		XP_021697410.1	XP_315944.3			XP_037867417.1		NP_648067.2												XP_972061.1	
N2.HOG0000795	OG0000239	n23		XP_001662504.2	XP_321914.5			XP_004930258.2, XP_037876006.1, XP_004924048.1		NP_001369023.1, NP_650803.1, NP_650804.2, NP_001287406.1													
N2.HOG0000796	OG0000240	n2		XP_001653029.1, XP_001653020.2	XP_001230707.2					NP_001027448.1													
N2.HOG0000797	OG0000240	n6						XP_004923009.1														XP_966810.1	
N2.HOG0000798	OG0000240	n7						XP_004923011.1														XP_015835627.1	
N2.HOG0000799	OG0000240	n23		XP_021706226.1	XP_003435987.1					NP_001246918.1												XP_015835230.1, XP_008193581.1, XP_973361.2	
N2.HOG0000800	OG0000241	n3		XP_021707306.1, XP_021712346.1, XP_001657626.2, XP_021707307.1, XP_001663870.2, XP_001653082.1, XP_001652831.1	XP_564296.2, XP_310187.3			NP_001098066.2		NP_001285825.1, NP_476734.1												XP_008196303.1	
N2.HOG0000801	OG0000242	n1		XP_021711539.1	XP_559011.3			XP_037866969.1		NP_001262793.1												XP_008199382.2	
N2.HOG0000802	OG0000242	n21		XP_021693554.1	XP_321424.5			XP_012545240.3		NP_001036762.2, NP_001015499.4												XP_015837620.1	
N2.HOG0000803	OG0000243	n3		XP_021701697.1	XP_317288.4			XP_004929234.1		NP_001285638.1												XP_975053.1	
N2.HOG0000804	OG0000243	n23		XP_021709018.1	XP_309924.4			XP_037870866.1		NP_001097606.1												XP_008193690.1	
N2.HOG0000805	OG0000244	n1		XP_021703386.1	XP_316966.4			NP_001037285.1		NP_001263132.1												XP_015838158.1	
N2.HOG0000806	OG0000244	n22		XP_001658552.1	XP_001238805.2			XP_021208580.1		NP_001162737.1												XP_008198043.1	
N2.HOG0000807	OG0000244	n42			XP_314990.4					NP_609851.2, NP_572794.1, NP_649536.1													
N2.HOG0000808	OG0000245	n2		XP_001648656.2	XP_319096.3			XP_037877755.1		NP_609069.1												XP_015836165.1	
N2.HOG0000809	OG0000245	n21						XP_004929203.2														XP_008194075.1	
N2.HOG0000810	OG0000246	n1		XP_001660201.2, XP_001655365.1	XP_320394.4			XP_004929748.2, XP_037871109.1		NP_001287549.1, NP_728731.1												XP_008192414.1, XP_008197168.1, NP_001161926.1, NP_001161929.1	
N2.HOG0000811	OG0000246	n19		XP_001655682.2, XP_021705284.1	XP_001237083.2																	NP_001280544.1	
N2.HOG0000812	OG0000246	n22		XP_001655685.1, XP_001661593.2, XP_021706036.1, XP_001661598.2, XP_001661597.2	XP_001230800.2, XP_320893.4					NP_733185.2, NP_648528.1, NP_001261732.1													
N2.HOG0000813	OG0000247	n0		XP_001652111.2, XP_021703903.1, XP_021703896.1, XP_021703894.1, XP_001652105.2, XP_001652108.2	XP_317528.4, XP_307590.4, XP_313011.5			XP_021207576.1		NP_001014493.2, NP_001014494.1, NP_001014492.2												XP_008194250.1, XP_008193198.1, XP_008193194.1, XP_015835442.1, XP_008193197.1, XP_015835441.1	
N2.HOG0000814	OG0000249	n0						XP_004924962.1, XP_021202864.1, XP_004924964.1, NP_001112377.1, NP_001112373.1, NP_001112379.1, NP_001112376.1, NP_001112378.1, XP_004933651.1, XP_037872119.1, XP_037872131.1, XP_037872117.1, XP_037872115.1, XP_004933940.2, XP_037872161.1, XP_037872356.1, XP_037872364.1, XP_037872249.1, XP_037872320.1, XP_037872286.1, XP_037872395.1, XP_004927414.3, XP_037872433.1, XP_004927415.3, XP_037872112.1, XP_037872376.1, XP_004933234.1, XP_004925021.1, XP_004933242.1, XP_012544845.1, XP_004927417.1, XP_004924960.1, XP_037872334.1, XP_004927421.1, XP_004924961.2, XP_004924959.1, XP_004927431.1, XP_004933250.1, XP_004933249.1, XP_037872211.1, XP_004933247.1, XP_021208315.1, XP_021204491.1, XP_021204494.2, XP_037872238.1, XP_021204499.2, XP_037872134.1															
N2.HOG0000815	OG0000250	n1		XP_001656822.2	XP_320596.4			NP_001103795.1		NP_001163469.1												NP_001096047.1	
N2.HOG0000816	OG0000250	n23		XP_001656823.1	XP_320597.3			XP_004929283.2		NP_001262062.1												NP_001095946.1	
N2.HOG0000817	OG0000251	n7			XP_309323.2																		
N2.HOG0000818	OG0000251	n11		XP_021695480.1	XP_308528.2, XP_308529.3, XP_001237095.2, XP_560812.1, XP_308527.5			XP_012551315.1		NP_001261916.1												XP_008201644.1	
N2.HOG0000819	OG0000252	n3		XP_021703498.1	XP_314908.3			XP_012544599.1, XP_004924759.1		NP_651063.1												XP_015838858.1	
N2.HOG0000820	OG0000252	n22		XP_001658888.1, XP_001659028.2	XP_003435747.1, XP_564957.3			XP_004926916.1, XP_012544586.1, XP_004921851.1		NP_651104.1												XP_008199677.1	
N2.HOG0000821	OG0000253	n2						XP_004931115.1															
N2.HOG0000822	OG0000253	n3		XP_001648014.1, XP_001660495.2	XP_313331.4, XP_319075.3			NP_001040198.1, XP_037870587.1		NP_001247324.1												XP_970835.1	
N2.HOG0000823	OG0000253	n25		XP_001653648.2	XP_003436551.1			NP_001040475.1		NP_001260290.1												XP_967960.2	
N2.HOG0000824	OG0000254	n0		XP_001659087.2	XP_309463.4, XP_309465.3			XP_037867576.1														XP_008193351.1, XP_015838172.1, XP_008196876.1	
N2.HOG0000825	OG0000255	n1		XP_021693479.1	XP_003436267.1			XP_004921827.1		NP_732572.1												XP_008196417.1	
N2.HOG0000826	OG0000255	n21						XP_004931505.3		NP_001104092.2, NP_001286728.1, NP_001286726.1												XP_972369.1, XP_008190275.2	
N2.HOG0000827	OG0000256	n2		XP_021702723.1, XP_021702589.1	XP_001238215.2, XP_001689398.2			XP_037876429.1, XP_021207866.1		NP_001368939.1												XP_975308.3	
N2.HOG0000828	OG0000256	n24		XP_021702554.1																		XP_015840591.1	
N2.HOG0000829	OG0000257	n0		XP_001651049.1	XP_310698.4, XP_313941.3, XP_307577.3			XP_004922882.1		NP_001259349.1												XP_970034.2	
N2.HOG0000830	OG0000258	n1						XP_012544085.3														XP_008196393.1, XP_973007.1, XP_008194608.1	
N2.HOG0000831	OG0000258	n20		XP_021712540.1, XP_021707662.1	XP_319726.4, XP_317707.4			XP_037867782.1, XP_037866886.1														XP_971337.1, XP_015838316.1	
N2.HOG0000832	OG0000258	n27		XP_001655152.2	XP_319144.3																		
N2.HOG0000833	OG0000259	n0		XP_021711612.1, XP_021706376.1, XP_001651983.1	XP_001689285.1, XP_003435973.1			XP_037872709.1, XP_037872695.1		NP_788521.2, NP_729246.2, NP_729014.1												XP_008193808.1, XP_008193811.1, XP_008193797.1, XP_001807608.2	
N2.HOG0000834	OG0000260	n1			XP_317014.4			XP_037869712.1, XP_012548549.2															
N2.HOG0000835	OG0000260	n4		XP_021707778.1	XP_001231099.2			XP_004922355.1															
N2.HOG0000836	OG0000261	n0						XP_004925993.2, XP_004929579.3															
N2.HOG0000837	OG0000262	n0						XP_012551637.2, XP_012551264.1															
N2.HOG0000838	OG0000263	n0						XP_012550730.1, XP_021206827.2, XP_037873773.1, XP_037874038.1, XP_012545799.2, XP_021207015.1, XP_037874127.1, XP_004922563.1, XP_037874126.1, XP_012552341.2, XP_037874050.1, XP_037874169.1, XP_021206958.2, XP_012550564.1, NP_001119728.2, NP_001036908.1, XP_021207216.1, XP_021207210.1, XP_037874082.1, XP_004922608.2, NP_001095196.1, NP_001095198.2, NP_001296488.1, XP_004922607.2, XP_012550539.1, NP_001037486.1, XP_012550498.1, NP_001266309.1, NP_001266366.1, NP_001274758.1, NP_001296545.1, NP_001266369.1, NP_001266375.1, NP_001268827.1, NP_001128386.1, XP_037875818.1, XP_037877535.1, XP_021207042.2, XP_004926353.1, NP_001296522.1, NP_001266364.1, XP_037877282.1, NP_001037394.1, XP_037874619.1, XP_012553442.1, NP_001266332.1															
N2.HOG0000839	OG0000264	n2		XP_001661269.2																			
N2.HOG0000840	OG0000264	n5		XP_021699069.1, XP_021699075.1	XP_316287.2, XP_001688829.1, XP_316283.1			XP_021204467.2, XP_037868189.1, XP_021207607.2														XP_015840171.1	
N2.HOG0000841	OG0000265	n17		XP_021694460.1																		XP_015839433.1	
N2.HOG0000842	OG0000265	n18		XP_001657210.3	XP_003436383.1			XP_021203229.1		NP_731788.1, NP_731790.1												NP_001290187.1	
N2.HOG0000843	OG0000265	n23		XP_021694461.1	XP_311184.3			NP_001036913.1		NP_001014620.1												XP_008198650.1	
N2.HOG0000844	OG0000266	n1		XP_021708458.1	XP_312799.5			XP_012544371.1, XP_012544374.1		NP_001369025.1												XP_015835573.1	
N2.HOG0000845	OG0000266	n22		XP_021705914.1	XP_562412.4			XP_021202515.1		NP_001036685.2												XP_001810887.1	
N2.HOG0000846	OG0000267	n1		XP_021709330.1, XP_021707116.1, XP_001647879.2, XP_001647875.1, XP_001647874.3	XP_307762.3, XP_307760.4					NP_511050.1, NP_728924.2, NP_001027106.1													
N2.HOG0000847	OG0000267	n11																				XP_015835640.1, XP_015835638.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_008194196.2, XP_015836177.1, XP_015835226.1	
N2.HOG0000848	OG0000267	n35						XP_037871941.1, NP_001091788.1, NP_001124344.1, XP_037871621.1														XP_015835644.1, XP_015835713.1, XP_015835637.1, XP_015835198.1, XP_015835597.1	
N2.HOG0000849	OG0000268	n1		XP_021708650.1	XP_313395.2			NP_001127711.1		NP_001356958.1												NP_001280522.1	
N2.HOG0000850	OG0000268	n26		XP_021706929.1	XP_317851.1			XP_037873831.1		NP_611241.2												XP_015838522.1	
N2.HOG0000851	OG0000269	n1		XP_021694403.1	XP_313795.3			XP_004933069.3		NP_001287244.1												XP_967017.1	
N2.HOG0000852	OG0000269	n19		XP_001651919.1, XP_021710674.1, XP_001651916.1, XP_001651918.1	XP_309706.4, XP_307609.3					NP_611815.3												XP_968893.1, XP_008193080.1, XP_966924.1	
N2.HOG0000853	OG0000270	n0		XP_001649428.2, XP_001651977.1, XP_021694881.1	XP_319041.4, XP_321974.4, XP_320780.3			XP_037872017.1, XP_004923028.2, XP_021209044.1		NP_609571.1, NP_572912.1, NP_001285222.1												XP_967256.1	
N2.HOG0000854	OG0000271	n1		XP_021695341.1	XP_001238041.2			XP_021206765.2		NP_001027277.1												XP_008194016.1	
N2.HOG0000855	OG0000271	n22		XP_021703018.1, XP_021703014.1	XP_553523.2, XP_318800.4, XP_318783.4, XP_318768.4, XP_553534.3, XP_318769.4, XP_318779.3, XP_553557.1, XP_001689145.1, XP_318773.4, XP_001238044.2					NP_001036368.2													
N2.HOG0000856	OG0000272	n1		XP_021701877.1, XP_021701887.1	XP_314671.3, XP_314674.4, XP_314670.3, XP_314675.4			XP_004930966.1		NP_608926.2, NP_001260096.1												XP_972670.3	
N2.HOG0000857	OG0000272	n27						XP_004930967.1														XP_008193697.1	
N2.HOG0000858	OG0000273	n1		XP_021707182.1	XP_320130.3			NP_001037011.1		NP_001138093.1												XP_008199415.1	
N2.HOG0000859	OG0000273	n22		XP_001651210.2	XP_320054.4			XP_004925605.2		NP_001287331.1, NP_001188841.1												XP_975373.2, XP_008192396.1	
N2.HOG0000860	OG0000274	n3								NP_651145.2, NP_723444.2, NP_732865.2, NP_001162863.1, NP_001245858.1, NP_001285594.1, NP_608799.1, NP_001036330.1, NP_608798.1													
N2.HOG0000861	OG0000274	n12						XP_037873559.1		NP_001097810.1, NP_001285593.1, NP_001260009.1												XP_015837087.1, XP_008195719.1	
N2.HOG0000862	OG0000274	n17		XP_001661019.1	XP_553610.3			XP_021209234.1, NP_001037044.1, XP_037876391.1, XP_037876389.1, XP_004923339.1, NP_001119717.2, NP_001119737.1, XP_021208385.1		NP_610430.1, NP_001334671.1, NP_001285595.1, NP_608802.2, NP_608803.2												XP_008195723.1, XP_008195721.1, XP_008195722.1	
N2.HOG0000863	OG0000275	n0		XP_001661761.2, XP_021709804.1, XP_021707415.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1			XP_037874419.1		NP_996071.2, NP_001097597.2, NP_001097598.1, NP_650108.2												XP_973717.2, XP_015840907.1, XP_973751.2	
N2.HOG0000864	OG0000276	n1																				XP_001811691.1	
N2.HOG0000865	OG0000276	n2		XP_001650838.1	XP_001238394.2, XP_001230950.3			NP_001182380.2		NP_001033959.1												XP_001807284.2, XP_976138.1	
N2.HOG0000866	OG0000277	n0		XP_021698208.1, XP_001651755.1	XP_556129.1, XP_312203.1			NP_001104818.1, XP_037868461.1															
N2.HOG0000867	OG0000278	n0		XP_021706384.1, XP_001659429.1, XP_001659428.2, XP_001653819.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1			XP_037874422.1, XP_037874421.1		NP_648629.1, NP_001097310.1, NP_001097311.1, NP_001097313.1, NP_001097312.1												XP_008200617.2, XP_015836988.1	
N2.HOG0000868	OG0000279	n0								NP_001027209.1, NP_001027235.1, NP_995846.2, NP_001027414.1, NP_001027139.1, NP_001027107.1, NP_001036537.1, NP_001027214.1, NP_001027165.1, NP_001027213.1, NP_610690.1, NP_001356898.1, NP_001027398.1, NP_001027397.1, NP_001027394.2, NP_611830.3, NP_611919.1, NP_611918.2, NP_995887.1, NP_995888.1, NP_651653.2, NP_001027129.2, NP_001027128.1, NP_001027147.1, NP_001027125.1, NP_001027273.1, NP_001027409.1, NP_001027410.1, NP_001027169.1, NP_001027168.1, NP_001027121.3, NP_001027120.1, NP_001027119.1, NP_001027130.2, NP_001027131.1, NP_001027132.2, NP_001368948.1, NP_001027265.2, NP_001036743.1, NP_611969.2, NP_001027276.1, NP_001189327.1, NP_001027216.2, NP_001027217.1, NP_001027108.1													
N2.HOG0000869	OG0000280	n1		XP_021705306.1	XP_003436315.1			XP_004931759.1		NP_001259087.1												XP_001808435.1	
N2.HOG0000870	OG0000280	n22		XP_001652515.1	XP_320516.2			NP_001091755.1		NP_001097667.1												XP_008198188.1	
N2.HOG0000871	OG0000281	n1		XP_001654997.1	XP_003436532.1			XP_004932475.1		NP_648539.1												XP_008197201.1	
N2.HOG0000872	OG0000281	n21		XP_021693083.1	XP_321592.4			XP_037872785.1, XP_037872597.1		NP_650482.1, NP_732032.1												XP_008196932.1	
N2.HOG0000873	OG0000282	n1		XP_021701109.1	XP_319330.4			XP_037868251.1		NP_001188784.1												XP_966392.1	
N2.HOG0000874	OG0000282	n21		XP_021708643.1	XP_001689290.1, XP_552525.3			XP_021201951.2		NP_476934.2												XP_008200294.1	
N2.HOG0000875	OG0000283	n1								NP_649068.1												XP_008191340.1	
N2.HOG0000876	OG0000283	n16		XP_021699357.1, XP_001664072.2, XP_001664071.2	XP_309035.3, XP_001237166.1, XP_001688149.1			XP_037873232.1		NP_996040.1												XP_974306.1	
N2.HOG0000877	OG0000284	n1		XP_001656682.1	XP_317297.3			XP_004930908.1		NP_609967.1												XP_008193739.1	
N2.HOG0000878	OG0000284	n21		XP_021703684.1	XP_310039.4, XP_001230704.1			XP_004930907.1		NP_001162901.1												XP_001815618.1	
N2.HOG0000879	OG0000285	n1		XP_001648723.1	XP_312776.3			NP_001106217.1		NP_649788.2												XP_975511.1	
N2.HOG0000880	OG0000285	n22		XP_001656676.1	XP_318978.3			NP_001037376.1		NP_001245907.1, NP_001261678.1												NP_001177648.1	
N2.HOG0000881	OG0000286	n1		XP_021705545.1	XP_309810.4			XP_037870588.1		NP_001246162.1												XP_015838873.1	
N2.HOG0000882	OG0000286	n20		XP_021711762.1, XP_021699674.1	XP_308666.4			XP_037873451.1		NP_001261571.1												XP_015836912.1	
N2.HOG0000883	OG0000287	n1		XP_021699908.1	XP_001231126.3			XP_012549346.1, XP_012549186.1		NP_001259218.1												XP_008199409.1	
N2.HOG0000884	OG0000287	n22		XP_021703783.1	XP_555858.3			XP_021206319.1		NP_001138225.1												XP_015836845.1	
N2.HOG0000885	OG0000288	n1		XP_001658863.2	XP_001230608.1			XP_037866711.1		NP_995675.1												XP_008193383.1	
N2.HOG0000886	OG0000288	n20		XP_021702656.1, XP_001651408.2	XP_309153.3, XP_314691.2			XP_012549099.1		NP_001162795.1, NP_001356885.1												NP_001103420.1	
N2.HOG0000887	OG0000289	n1		XP_001651437.2	XP_003436933.1			XP_012549547.1		NP_524880.2, NP_611127.1												XP_015837495.1	
N2.HOG0000888	OG0000289	n22		XP_001658020.2, XP_021693932.1	XP_003436731.1			XP_037867419.1, XP_004925678.1		NP_001163750.1												XP_969151.1	
N2.HOG0000889	OG0000290	n0		XP_001660879.1, XP_021693624.1, XP_021693618.1	XP_309666.3, XP_309665.3, XP_003436496.1			XP_037876530.1, XP_004933027.3, XP_004933100.2		NP_001246937.1												XP_008200409.1, XP_015840226.1, XP_969377.1, XP_967531.2, XP_967014.2, XP_967094.1, XP_015838547.1, XP_015838549.1, XP_966921.1, XP_008197334.1, XP_015838542.1, XP_967445.1, XP_008197319.1, XP_008197320.1, XP_972140.1, XP_972238.1, XP_972187.1	
N2.HOG0000890	OG0000291	n4		XP_011493435.1	XP_308429.3			NP_001037510.1		NP_001286321.1												NP_001107835.1	
N2.HOG0000891	OG0000291	n8		XP_011493325.1	XP_003436515.1			XP_004924657.1		NP_524611.1												XP_008200463.1	
N2.HOG0000892	OG0000292	n1		XP_021706293.1				XP_012553301.2														XP_008194279.1	
N2.HOG0000893	OG0000292	n20		XP_021700545.1, XP_021711935.1	XP_318590.3, XP_306537.3																	XP_008199891.1	
N2.HOG0000894	OG0000292	n40			XP_306484.4, XP_318597.4			XP_004928770.2															
N2.HOG0000895	OG0000293	n12		XP_021695477.1, XP_001648006.2, XP_001663534.2, XP_021704689.1, XP_001663535.2, XP_021704690.1, XP_001663539.2	XP_306016.2, XP_308522.4, XP_321411.3, XP_309345.4			XP_004926653.1, NP_001037536.3, NP_001036856.2, XP_037868434.1		NP_649897.4, NP_001286944.1, NP_650931.1, NP_647976.1, NP_610496.1												XP_008197318.2, XP_971418.1, XP_971482.1	
N2.HOG0000896	OG0000293	n37						XP_012551340.1														XP_973094.1	
N2.HOG0000897	OG0000294	n0		XP_001650092.2	XP_311485.3					NP_648820.1, NP_001261909.1, NP_001261908.1, NP_001189114.1												XP_008198805.1	
N2.HOG0000898	OG0000295	n2		XP_021692926.1	XP_321465.5			XP_012544414.3		NP_651860.2, NP_733051.2												XP_015837285.1, XP_015836316.1, XP_015836265.1, XP_015835579.1	
N2.HOG0000899	OG0000295	n39						XP_037868600.1															
N2.HOG0000900	OG0000301	n1		XP_021701465.1	XP_319018.3			XP_037875543.1		NP_648425.1												XP_008191323.1	
N2.HOG0000901	OG0000301	n21		XP_021701466.1				XP_004924927.1		NP_647686.1, NP_729645.3												XP_008193530.1	
N2.HOG0000902	OG0000302	n1		XP_001664252.1				XP_004921802.3		NP_732295.1												XP_008195945.1	
N2.HOG0000903	OG0000302	n21		XP_021713081.1	XP_003436712.1			XP_004924523.1		NP_001368946.1												XP_008195412.1	
N2.HOG0000904	OG0000303	n1		XP_021713276.1	XP_312088.4			NP_001127748.1, NP_001127749.1		NP_001097741.1												NP_001280511.1	
N2.HOG0000905	OG0000303	n19		XP_001652376.3	XP_321512.5, XP_561144.4			XP_021206900.2		NP_001263092.1												XP_015839428.1, XP_008194527.2	
N2.HOG0000906	OG0000304	n1		XP_001659821.1	XP_001687920.1			NP_001037023.1		NP_001163366.1, NP_648081.1, NP_001286963.1, NP_523952.2												XP_974813.1	
N2.HOG0000907	OG0000304	n22		XP_021694733.1	XP_001237266.2			NP_001037022.1		NP_001285744.1												XP_974824.1	
N2.HOG0000908	OG0000305	n0		XP_001651876.1	XP_314173.1			XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, XP_037870557.1, XP_004929488.4, NP_001036901.1		NP_001285980.1												NP_001127700.1, XP_015834940.1, NP_001120783.1	
N2.HOG0000909	OG0000306	n0		XP_001661591.1, XP_001661590.1	XP_314783.2, XP_557830.2, XP_557829.1			NP_001037201.2, NP_001159618.1, NP_001171331.1, NP_001159619.1, NP_001159617.1		NP_611387.1, NP_611385.1, NP_611386.2												NP_001161927.1, NP_001161902.1, NP_001161904.1, NP_001161906.1, NP_001161907.1	
N2.HOG0000910	OG0000307	n1		XP_001661057.2	XP_319838.3			XP_004931016.1		NP_476592.1												XP_008193582.1, XP_973068.2	
N2.HOG0000911	OG0000307	n22		XP_021702972.1	XP_319841.3			XP_012549895.1		NP_724163.1												NP_001096056.1	
N2.HOG0000912	OG0000309	n4		XP_001656191.2	XP_001689338.1			XP_004929643.2		NP_650571.2												XP_015840310.1	
N2.HOG0000913	OG0000309	n19		XP_001657671.1, XP_001657674.2, XP_001657673.2	XP_307721.3, XP_003436506.1, XP_313253.4, XP_307722.3, XP_001230565.1, XP_313255.4			XP_004925045.1		NP_649888.1												XP_967861.2	
N2.HOG0000914	OG0000310	n1		XP_021701992.1	XP_319976.3			XP_037877659.1		NP_723044.1												XP_008193734.1	
N2.HOG0000915	OG0000310	n21		XP_021701997.1	XP_319978.4			XP_037866540.1		NP_001260071.1													
N2.HOG0000916	OG0000311	n3		XP_021704627.1	XP_317936.4			XP_004930975.1		NP_524074.1												XP_970665.1	
N2.HOG0000917	OG0000311	n22		XP_001655456.2	XP_311711.3			XP_004924956.1, XP_037870230.1		NP_001287555.1												XP_975025.1	
N2.HOG0000918	OG0000312	n1		XP_021699793.1	XP_314137.4			NP_001037358.2		NP_001033939.2												NP_001164126.1	
N2.HOG0000919	OG0000312	n21		XP_001654772.1, XP_021705990.1	XP_001230820.1			NP_001037084.1		NP_476735.1												XP_015835141.1	
N2.HOG0000920	OG0000313	n2		XP_021702709.1						NP_609594.2													
N2.HOG0000921	OG0000313	n4																				XP_971797.1	
