HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N1.HOG0000927	OG0000189	n29						NP_001036950.1, NP_001036951.1															
N1.HOG0000928	OG0000189	n31		XP_011492937.1, XP_001660101.2	XP_001687778.2, XP_310546.5	XP_001120232.3	XP_003402028.1	NP_001166627.1	XP_017887556.1	NP_651999.1, NP_609157.3	XP_015433747.1	XP_017759415.1	XP_017792001.1	XP_012135320.1	XP_033323986.1	NP_001166856.1	XP_031848153.1	XP_029037783.1	XP_034171304.1		XP_011175928.2	XP_008190371.1, XP_970320.1	
N1.HOG0000929	OG0000190	n1		XP_021701404.1	XP_318891.4	XP_026295426.1, XP_026295199.1	XP_012176040.1, XP_003394227.1	XP_012544699.1	XP_026669601.1	NP_609349.1	XP_015435805.1, XP_015435768.1	XP_017767069.1, XP_017767036.1	XP_017789133.1, XP_017788787.1	XP_012147375.1, XP_003699906.1	XP_033321898.1, XP_033321826.1	XP_031781149.1, XP_003427192.2		XP_029033720.1	XP_034188551.1	XP_015172635.1	XP_011159264.1	XP_008194015.1, XP_974277.2	XP_035734633.1, XP_035734636.1
N1.HOG0000930	OG0000190	n30		XP_021700789.1, XP_021703513.1	XP_319605.4, XP_314690.4	XP_026300306.1	XP_003400352.2	NP_001037051.1	XP_017891339.1	NP_477487.1, NP_477213.1	XP_015437704.1	XP_017757787.1	XP_017795771.1	XP_003704405.2	XP_033328658.1	XP_001603549.2	XP_031836325.1	XP_029048597.1	XP_034178004.1	XP_015172433.1	XP_011168644.1	XP_968718.1	XP_035720737.1
N1.HOG0000931	OG0000191	n2		XP_001651431.1	XP_312382.3	NP_001011574.1, XP_006567694.1	XP_020718843.1	XP_037872352.1	XP_017890528.1, XP_017883555.1, XP_017883553.1	NP_001350861.1	XP_015439712.1, XP_015439997.1	XP_017761389.1, XP_017761387.1	XP_017788631.1, XP_017788629.1	XP_003707372.1, XP_003707314.1	XP_033324110.1, XP_033324107.1	XP_001604417.2, XP_001604393.1	XP_031846619.1, XP_031846616.1	XP_029045757.1, XP_029045750.1	XP_034177719.1, XP_034177713.1	XP_015171540.1, XP_015171539.1	XP_011170785.2, XP_011170774.2	XP_968177.1, XP_968478.1	XP_035720658.1, XP_035720653.1
N1.HOG0000932	OG0000191	n37				XP_026297783.1	XP_003402779.1	XP_004922768.2	XP_017890997.1		XP_015432612.1	XP_017766298.1	XP_017793218.1	XP_003705781.1	XP_033322646.1	XP_001607948.2	XP_031838606.1	XP_029053027.1	XP_034183439.1	XP_015184470.1	XP_011164399.1	XP_967340.1	XP_035719546.1
N1.HOG0000933	OG0000192	n2		XP_021704949.1	XP_309436.3	XP_006563508.3	XP_020722732.1		XP_017889752.1		XP_015439431.1	XP_017758044.1	XP_017791809.1, XP_017791811.1	XP_003704750.1	XP_033331024.1	XP_031787393.1	XP_031842850.1	XP_029036700.1	XP_034193646.1	XP_015175694.1	XP_025989235.1	XP_008200815.1	XP_035737162.1
N1.HOG0000934	OG0000192	n20		XP_001653663.2, XP_001653661.2, XP_001653662.2	XP_001688071.1, XP_309435.4	XP_396922.2	XP_003401093.1	XP_012548870.1, XP_037870111.1	XP_017881006.1, XP_017891746.1, XP_017889754.1	NP_649005.1, NP_648269.1, NP_001261998.1, NP_001286308.1	XP_015439434.1	XP_017758168.1	XP_017791832.1	XP_003704749.1	XP_033331031.1, XP_033331047.1	XP_031787267.1, XP_032456907.1, XP_016841184.1, XP_001607916.2, XP_001607922.1, XP_001607913.2, XP_031787268.1	XP_031842853.1	XP_029036711.1	XP_034193659.1	XP_015175695.1			XP_035737167.1
N1.HOG0000935	OG0000193	n6		XP_021703716.1, XP_001662692.2	XP_310083.4			XP_004928561.1		NP_001260253.1												XP_008198699.2	
N1.HOG0000936	OG0000193	n12		XP_021702705.1	XP_317516.4	XP_006564329.1	XP_003403269.2	XP_012550223.1	XP_017887365.1	NP_732827.1	XP_015435681.1	XP_017765566.1	XP_017798913.1	XP_003701795.1	XP_033342637.1	XP_003427272.1	XP_031837713.1	XP_029049408.1	XP_034185264.1	XP_015181566.1	XP_025986962.1	XP_972742.1	XP_035736679.1
N1.HOG0000937	OG0000193	n31			XP_319847.2					NP_732828.1										XP_015178917.1			XP_035736839.1
N1.HOG0000938	OG0000193	n34		XP_001663856.2, XP_021705715.1, XP_021702730.1, XP_001659281.2	XP_319872.4, XP_319888.3			XP_004925944.1, XP_004925945.1, XP_004926559.1		NP_649920.2												XP_008193045.2, XP_008193212.1, XP_966380.3, XP_015835737.1, XP_001810308.1, XP_008194507.1, XP_001815479.2, NP_001308030.1, NP_001164086.1	
N1.HOG0000939	OG0000193	n52						XP_004926570.2														XP_001815603.1	
N1.HOG0000940	OG0000194	n2		XP_001661741.3	XP_307905.5, XP_317761.2, XP_317762.3	XP_016769530.1	XP_003397918.2		XP_017880710.1	NP_523971.3, NP_523543.3, NP_524027.2	XP_015436050.1	XP_017764048.1, XP_017764049.1	XP_017795711.1	XP_012151772.1	XP_033332408.1, XP_033336319.1	NP_001177464.1, NP_001177465.1, NP_001164461.1, XP_031786745.1, NP_001177463.1, XP_016840989.1, NP_001177461.1	XP_031840509.1, XP_031837088.1	XP_029041385.1	XP_034171194.1	XP_015185177.1, XP_015189694.1, XP_015189695.1, XP_015182055.1	XP_011162919.1, XP_025991760.1, XP_025991011.2	XP_015836136.1	XP_035722951.1, XP_035722965.1, XP_035722978.1, XP_035723045.1, XP_035723031.1, XP_035723056.1, XP_035723019.1, XP_035723188.1, XP_035723145.1, XP_035723200.1, XP_035722937.1, XP_035723070.1, XP_035723017.1, XP_035722929.1, XP_035723179.1
N1.HOG0000941	OG0000194	n52																				XP_015836224.1	XP_035723081.1
N1.HOG0000942	OG0000195	n0																XP_029054947.1, XP_029054039.1, XP_029054861.1, XP_029054583.1, XP_029054948.1, XP_029053732.1, XP_029054875.1, XP_029055065.1, XP_029054035.1, XP_029054559.1, XP_029055201.1, XP_029054073.1, XP_029054599.1, XP_029054851.1, XP_029055006.1, XP_029054241.1, XP_029054262.1, XP_029055066.1	XP_034194808.1, XP_034194844.1, XP_034174839.1, XP_034195046.1, XP_034194981.1, XP_034192204.1, XP_034194677.1, XP_034195121.1, XP_034195365.1, XP_034194681.1, XP_034194547.1, XP_034195132.1, XP_034194882.1, XP_034195140.1, XP_034194199.1, XP_034192182.1, XP_034194560.1, XP_034186988.1, XP_034171036.1	XP_015189529.1, XP_015189737.1, XP_015191278.1, XP_015189762.1, XP_015189830.1, XP_015189503.1, XP_015189825.1, XP_015189258.1, XP_015189707.1, XP_015189963.1, XP_015188425.1, XP_015189927.1, XP_015189698.1, XP_015189831.1, XP_015189700.1, XP_015189807.1, XP_015172132.1			
N1.HOG0000943	OG0000196	n0		XP_001654732.1, XP_001654733.2	XP_312099.2, XP_312102.4, XP_003436251.1	XP_006560620.1	NP_001267823.1, XP_020718287.1, XP_020718442.1, XP_020718441.1, XP_012163516.1	XP_012545493.1	XP_017880350.1, XP_017889312.2, XP_026669417.1, XP_026670597.1, XP_017888028.2, XP_017888027.2, XP_026673571.1, XP_017882521.1, XP_026670596.1, XP_026673573.1, XP_017888596.1	NP_647862.1, NP_728942.1	XP_015431603.1	XP_017765938.1	XP_017797256.1	XP_003703036.2, XP_012139938.1, XP_012139967.1	XP_033336757.1	XP_031780168.1, XP_016836998.2, XP_032452314.1, XP_016838644.1	XP_031845107.1	XP_029035644.1	XP_034174532.1	XP_015174244.1	XP_011167330.1, XP_011167331.2	XP_970766.1, XP_008193916.1	XP_035739812.1
N1.HOG0000944	OG0000197	n1		XP_021705793.1	XP_320471.4					NP_611123.2, NP_726025.1													
N1.HOG0000945	OG0000197	n5				XP_393963.3	XP_003400853.1	NP_001037458.1	XP_017881925.1		XP_015438911.1	XP_017753847.1	XP_017794738.1	XP_012145764.1	XP_033323924.1	XP_008215783.2	XP_031837893.1	XP_029039374.1	XP_034180751.1	XP_015184668.1	XP_011170317.1	XP_015838404.1, XP_008191350.2, XP_015838405.1, XP_008197280.2, XP_973891.1	XP_035725471.1
N1.HOG0000946	OG0000197	n29				XP_026302145.1	XP_012172809.1	NP_001036910.1, XP_037876898.1	XP_017883854.1		XP_015435055.1	XP_017755326.1	XP_017796539.1	XP_012136431.1	XP_033341852.1	XP_008202557.1	XP_031833920.1	XP_029043213.1		XP_015184769.1	XP_025996699.2	XP_008200736.1	XP_035721594.1
N1.HOG0000947	OG0000198	n1		XP_001649911.1	XP_308964.2	XP_026296666.1	XP_003396501.1	NP_001296499.1	XP_017877834.1, XP_017892296.1	NP_001259432.1	XP_015439650.1, XP_015438214.1	XP_017757405.1, XP_017762765.1	XP_017793660.1, XP_017792010.1	XP_012145095.1, XP_012145096.1, XP_012137964.1	XP_033323843.1, XP_033340029.1, XP_033340215.1		XP_031846776.1	XP_029055784.1, XP_029055783.1, XP_029055401.1	XP_034176794.1, XP_034176612.1	XP_015181126.1	XP_011161425.1	XP_008195942.1, XP_973257.1	XP_035736377.1
N1.HOG0000948	OG0000198	n32		XP_021713281.1	XP_003436097.1	NP_001010975.1	XP_012165662.1	NP_001037072.1	XP_017887944.1	NP_727448.1	XP_015429852.1	XP_017759685.1	XP_017791641.1	XP_012138543.1	XP_033331949.1	XP_001606673.1	XP_031826330.1	XP_029055634.1	XP_034177244.1	XP_015182032.1	XP_025994994.1	XP_968561.1	XP_035725371.1
N1.HOG0000949	OG0000199	n2		XP_001660325.1, XP_021699126.1, XP_001661679.1	XP_001689411.1, XP_308831.4	XP_006560155.1	XP_003401230.1		XP_026668428.1	NP_648884.1	XP_015433144.1	XP_017752808.1	XP_017794759.1	XP_012136349.1, XP_012136290.1	XP_033324775.1	XP_008211563.1	XP_031844761.1	XP_029034855.1	XP_034179489.1		XP_011165472.3	XP_001809578.1, XP_968745.1, XP_008192535.1, XP_966333.1	
N1.HOG0000950	OG0000199	n26				XP_026298041.1	XP_020722949.1			NP_648883.1, NP_648882.1		XP_017756608.1	XP_017793299.1		XP_033327296.1	XP_008212916.2	XP_031830392.1			XP_015174407.1	XP_011175630.2		XP_035742447.1
N1.HOG0000951	OG0000199	n37				NP_001257755.1	XP_003401238.1		XP_017878091.1		XP_015433145.1	XP_017752827.1	XP_017794760.1	XP_012136291.1	XP_033324774.1	XP_001606579.2	XP_031844762.1			XP_015182037.1	XP_011165283.1	NP_001161313.1	XP_035728615.1
N1.HOG0000952	OG0000200	n0		XP_021703600.1, XP_021703650.1	XP_310768.4	XP_003250675.2, XP_003250969.2	XP_012167926.1, XP_020721067.1, XP_003402363.1, XP_012170583.1	XP_012550111.2, NP_001108066.1	XP_017891906.1, XP_017880108.2	NP_524526.1	XP_015428959.1, XP_015432104.1	XP_017763935.1, XP_017756494.1	XP_017791741.1, XP_017793287.1, XP_017795052.1	XP_012148950.1, XP_012138655.1, XP_012144355.1	XP_033331476.1, XP_033334440.1, XP_033330030.1	XP_031784890.1, XP_003426647.1	XP_031847857.1, XP_031828975.1, XP_031837823.1	XP_029045708.1, XP_029038522.1, XP_029040214.1	XP_034189949.1, XP_034174897.1, XP_034186398.1	XP_015180463.1, XP_015181737.1	XP_011157217.1, XP_011175696.1	XP_008201187.1, XP_008199420.1, XP_008199428.1, XP_008201191.1, XP_015840048.1	XP_035732793.1, XP_035723813.1
N1.HOG0000953	OG0000201	n1		XP_021695873.1	XP_003436960.1, XP_310845.5		XP_012169788.1	XP_012543911.1, XP_012543887.2	XP_017876430.1	NP_572436.1, NP_001033900.2	XP_015440437.1	XP_017763388.1	XP_017793024.1	XP_012151236.1	XP_033334959.1	XP_008214568.1	XP_031850284.1	XP_029048367.1	XP_034175416.1	XP_015175472.1	XP_039307633.1, XP_011165455.1, XP_011155980.2, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_039307650.1, XP_039301859.1, XP_039307648.1, XP_039303212.1	XP_008199406.1, XP_970270.1	XP_035728436.1
N1.HOG0000954	OG0000201	n34				XP_394814.1	XP_003397925.1	XP_004923881.1	XP_017881190.1		XP_015436124.1	XP_017758781.1	XP_017794124.1	XP_003707576.1	XP_033332940.1	XP_001601575.1	XP_031841717.1		XP_034174137.1	XP_015188065.1	XP_011171007.1		XP_035737965.1
N1.HOG0000955	OG0000202	n0		XP_001657370.2, XP_001657368.2, XP_021710222.1	XP_307241.3, XP_311447.4, XP_320200.4	XP_001120116.2, XP_016768768.2, XP_026300288.1	XP_003393462.1	XP_004928912.1, XP_004928913.2	XP_017892649.1, XP_026669124.1, XP_017879699.1, XP_017879788.1, XP_017892650.2, XP_017892651.2	NP_572298.1, NP_572297.1, NP_001284927.1, NP_727067.1	XP_015435413.1	XP_017764853.1	XP_017798941.1	XP_012151529.1	XP_033328835.1, XP_033330123.1	XP_008202290.1, XP_031777034.1, XP_001603861.2, XP_031777023.1, XP_003423899.1, XP_008216033.1	XP_031828211.1	XP_029038095.1	XP_034173027.1	XP_015178474.1	XP_011165374.2, XP_011165376.2, XP_011165377.1, XP_011165400.1, XP_025993534.2	XP_015835661.1, XP_970529.1, XP_972561.1, XP_008191353.1, XP_008196062.1, XP_008196019.1, XP_008196018.1	XP_035718297.1
N1.HOG0000956	OG0000203	n3		XP_001658856.2		XP_026297742.1	XP_003396675.1			NP_730024.1	XP_015434414.1	XP_017765139.1	XP_017795682.1	XP_003702118.1		XP_031782320.1	XP_031826522.1	XP_029032326.1	XP_034181152.1	XP_015188638.1	XP_011172487.1		XP_035720993.1
N1.HOG0000957	OG0000203	n17			XP_312172.3	XP_003250800.2	XP_003398549.1	NP_001182382.1	XP_017891854.1	NP_612057.1, NP_001259906.1, NP_573050.1, NP_650445.3, NP_523747.1, NP_649141.1	XP_015438537.1	XP_017764707.1	XP_017789852.1	XP_012149329.1	XP_033331507.1	XP_016844534.1	XP_031848712.1, XP_031848858.1	XP_029039693.1	XP_034185729.1	XP_015179233.1	XP_011171275.2		XP_035736618.1
N1.HOG0000958	OG0000203	n42							XP_026671943.1, XP_017885131.1						XP_033323548.1								
N1.HOG0000959	OG0000203	n45		XP_021707919.1			XP_003401824.2								XP_033329196.1	XP_031784815.1							
N1.HOG0000960	OG0000204	n1			XP_557449.3	NP_001011638.1			XP_017888466.1		XP_015434719.1	XP_017762511.1	XP_017791531.1	XP_012144480.1	XP_033324521.1, XP_033324514.1, XP_033324438.1, XP_033324513.1, XP_033324520.1	NP_001280498.1, NP_001280500.1, NP_001280494.1	XP_031849962.1	XP_029039000.1	XP_034186846.1		XP_011164096.1		
N1.HOG0000961	OG0000204	n19		XP_001657289.2, XP_001657293.2, XP_021712238.1, XP_001657288.2	XP_309352.4	NP_001011616.2	NP_001267838.1		XP_017888632.1, XP_017879694.1	NP_523672.1	XP_015431229.1, XP_015431230.1	XP_017758286.1	XP_017787722.1	XP_003702707.2	XP_033333717.1	NP_001159943.1, NP_001159944.1	XP_031836766.1	XP_029044991.1, XP_029043396.1, XP_029044978.1	XP_034196109.1, XP_034196108.1	XP_015171434.1, XP_015171433.1	XP_011160312.2, XP_025989792.2	XP_967194.1, XP_973575.3, XP_968237.2	XP_035734130.1, XP_035719014.1, XP_035719494.1
N1.HOG0000962	OG0000205	n0		XP_001654187.2	XP_319737.4	XP_003249883.2, XP_001120425.1	XP_003397322.1, XP_003396210.1		XP_017879467.1, XP_017879753.1	NP_001259800.1, NP_001162840.1	XP_015429641.1, XP_015438011.1	XP_017760292.1	XP_017790592.1, XP_017798058.1	XP_003706562.1, XP_003706466.1	XP_033329242.1, XP_033320834.1	XP_016843743.1, XP_031781523.1, XP_003426759.1, XP_032457600.1, XP_031781522.1, XP_031787101.1, XP_001600717.1, XP_008212854.1, XP_001601215.1, XP_031781533.1, XP_001600876.1, XP_001600931.2, XP_001600905.2, XP_008207762.1, XP_001600653.1	XP_031841904.1, XP_031839041.1	XP_029053161.1, XP_029051588.1	XP_034188074.1, XP_034183382.1	XP_015191649.1, XP_015191842.1	XP_011166981.2, XP_011171848.1	XP_015834458.1, XP_015834457.1, XP_971728.1, XP_966814.1, XP_967001.1, XP_966903.1, XP_968587.1	XP_035732042.1, XP_035729577.1
N1.HOG0000963	OG0000206	n1		XP_021693136.1	XP_003436582.1	XP_026298705.1	XP_012167289.1	XP_037868717.1	XP_017889250.1	NP_651672.1	XP_015430611.1	XP_017759178.1	XP_017791215.1	XP_012140296.1	XP_033324009.1	XP_008202934.1	XP_031848174.1	XP_029038513.1	XP_034175070.1	XP_015171794.1	XP_011157156.1	XP_008200809.1	XP_035734048.1
N1.HOG0000964	OG0000206	n22		XP_021706364.1, XP_001657753.1	XP_321521.2, XP_321519.1, XP_001230327.1	XP_006565533.1	XP_012165073.1	XP_004931128.1, XP_037868776.1, XP_012548934.2	XP_017882389.1	NP_001260388.1, NP_650720.1, NP_650722.1, NP_725837.1	XP_015435667.1	XP_017765191.1	XP_017792511.1	XP_003706480.1	XP_033334733.1	XP_001604636.1, XP_016840210.1	XP_031834864.1	XP_029033324.1	XP_034185651.1	XP_015176418.1	XP_011172890.1	XP_008200952.1	XP_035742943.1
N1.HOG0000965	OG0000207	n0		XP_001651741.2, XP_021707467.1, XP_001651743.2, XP_001654487.2	XP_315274.4, XP_315275.3, XP_315272.3, XP_557068.3, XP_001688865.1	XP_026297715.1, XP_624193.2, XP_026297717.1, XP_026300528.1, XP_006571990.1	XP_020723726.1, XP_012175222.2, XP_012175223.1, XP_012175291.1, XP_020723852.1, XP_012175221.2, XP_012175231.1, XP_003402884.1		XP_017884085.2, XP_017881302.1, XP_017881303.1, XP_017887854.2	NP_001262088.1, NP_608955.1	XP_015436567.1	XP_017765562.1	XP_017798889.1	XP_012152085.1, XP_012137205.1, XP_003708136.1, XP_012148651.1, XP_012148653.1, XP_012153573.1, XP_012137203.1	XP_033334973.1	XP_008210181.2	XP_031846649.1, XP_031846513.1, XP_031840694.1	XP_029033287.1		XP_015181663.1	XP_039301947.1, XP_025992478.2, XP_039304263.1, XP_011161176.1	XP_968734.1	XP_035736603.1
N1.HOG0000966	OG0000208	n2		XP_001651997.1, XP_021712370.1, XP_001657619.2, XP_001651166.1, XP_001651167.1, XP_021712372.1, XP_001651998.1	XP_003435763.1, XP_003435759.1, XP_003435758.1, XP_322000.4	NP_001011639.2	XP_012172197.1	XP_021205252.2, NP_001036882.1	XP_017889375.1		XP_015433151.1	XP_017758058.1	XP_017796613.1	XP_003705969.1	XP_033341648.1	NP_001164379.1	XP_031847307.1	XP_029036862.1	XP_034193619.1	XP_015175604.1	XP_011164467.1	NP_001155991.1	XP_035735169.1
N1.HOG0000967	OG0000208	n30		XP_001652725.2	XP_312478.1, XP_001238571.2	NP_001071293.1	XP_012172199.1		XP_017889373.1	NP_524368.5	XP_015433153.1	XP_017758056.1	XP_017796614.1	XP_012146799.1	XP_033341647.1	XP_031785405.1	XP_031847306.1	XP_029036869.1	XP_034193614.1, XP_034177212.1	XP_015175615.1	XP_025993904.1		XP_035735167.1
N1.HOG0000968	OG0000209	n0		XP_021694279.1			XP_012164720.1, XP_012174009.1, XP_003402154.1, XP_012166717.1	XP_037870131.1, XP_037877338.1, XP_037869586.1	XP_017876343.2, XP_017881561.1, XP_017890620.1, XP_017884068.1, XP_017884071.1				XP_017795936.1, XP_017796987.1, XP_017797008.1, XP_017796720.1	XP_012136803.1, XP_012153221.1, XP_012152710.1, XP_012147487.1, XP_012147630.1, XP_012151022.1	XP_033331198.1	XP_031782109.1, XP_031787972.1, XP_031788030.1, XP_031788837.1, XP_031779779.1, XP_008212377.1	XP_031842136.1, XP_031826683.1	XP_029054143.1, XP_029054016.1, XP_029055038.1	XP_034195240.1, XP_034195248.1, XP_034195133.1, XP_034195164.1	XP_015189770.1, XP_015176980.1, XP_015189828.1	XP_011157357.2, XP_039313497.1, XP_039315349.1, XP_039313513.1, XP_011169724.1	XP_008194894.1, XP_015839964.1, XP_015839708.1	XP_035742210.1
N1.HOG0000969	OG0000210	n1		XP_011493002.2	XP_559969.3	XP_395048.4	XP_012168271.1	NP_001036995.2	XP_017882044.1	NP_730054.1	XP_015438406.1	XP_017765394.1	XP_017789605.1	XP_003705687.2, XP_003707086.1	XP_033325932.1	XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_031848793.1, XP_031848271.1	XP_029045566.1	XP_034189444.1	XP_015178748.1	XP_039311789.1	NP_001107842.1, XP_008192985.1	XP_035736733.1
N1.HOG0000970	OG0000210	n27		XP_021704818.1	XP_320795.4	XP_006571833.1	XP_012170889.1	NP_001095931.1	XP_017884289.1	NP_001246314.1	XP_015433893.1	XP_017756514.1	XP_017797066.1	XP_012135451.1	XP_033337725.1	XP_031783914.1	XP_031849048.1, XP_031848510.1	XP_029039652.1	XP_034189557.1	XP_015171510.1	XP_025990459.1	XP_008196651.1	XP_035731317.1
N1.HOG0000971	OG0000210	n48											XP_017795349.1				XP_031849055.1						
N1.HOG0000972	OG0000211	n0		XP_021693333.1, XP_001658058.1, XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1	XP_003436284.1, XP_310971.5	XP_026298733.1	XP_012167204.1, XP_012166752.1, XP_012166751.1	NP_001040143.1, XP_012545064.1	XP_017881184.1, XP_017889295.1, XP_017881308.1	NP_732904.2, NP_572996.1	XP_015431145.1, XP_015431096.1, XP_015431100.1	XP_017759214.1, XP_017759219.1, XP_017759217.1	XP_017795192.1	XP_012140332.1, XP_012140328.1, XP_012140331.1	XP_033325604.1, XP_033325592.1, XP_033324884.1, XP_033324895.1, XP_033324906.1	XP_031787477.1	XP_031846178.1, XP_031846219.1	XP_029044045.1	XP_034175198.1	XP_015187603.1, XP_015190236.1	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1	XP_966587.1	XP_035744085.1, XP_035717767.1
N1.HOG0000973	OG0000212	n1		XP_001659462.2	XP_024667073.1	XP_006563165.2	XP_020721709.1	XP_012546125.1	XP_017889315.1	NP_723502.2, NP_611157.1	XP_015438634.1	XP_017766083.1	XP_017787626.1	XP_012149717.1	XP_033325064.1		XP_031825617.1	XP_029052013.1	XP_034190778.1	XP_015188891.1	XP_011165933.1	XP_008190751.1	XP_035740432.1
N1.HOG0000974	OG0000212	n27						XP_021202031.1, XP_004923749.2								XP_001604763.1							
N1.HOG0000975	OG0000212	n29		XP_021708459.1	XP_024667074.1			XP_004923727.1		NP_611470.1						XP_016843738.1						XP_008190752.1	
N1.HOG0000976	OG0000212	n34				XP_001122868.3	XP_003401938.2	NP_001166632.1	XP_017885727.1		XP_015431212.1	XP_017757874.1	XP_017788611.1	XP_012137523.1	XP_033338014.1	XP_031787731.1	XP_031838081.1	XP_029037315.1	XP_034191977.1	XP_015185171.1	XP_025989686.2		XP_035729092.1
N1.HOG0000977	OG0000213	n0		XP_021712622.1, XP_001655779.1	XP_307380.3, XP_313180.3, XP_313181.1	NP_001011640.1	XP_003397291.1	XP_037872464.1	XP_017893279.1	NP_651265.1, NP_651357.1, NP_651358.4, NP_570016.1, NP_001287525.1	XP_015429556.1	XP_017763070.1	XP_017790136.1	XP_003703683.1	XP_033333032.1		XP_031845801.1	XP_029038213.1	XP_034181132.1		XP_039312929.1	XP_008199115.2, XP_974610.1, XP_974592.1, XP_015840885.1, XP_008195034.1, XP_008195035.1, XP_008194674.2, XP_966329.1, XP_008190426.2, XP_008194978.1, XP_970866.1, XP_015836508.1, XP_015836509.1, XP_967109.3, XP_015836510.1, XP_015836263.1, XP_974420.1, XP_966559.1	XP_035732677.1
N1.HOG0000978	OG0000214	n4		XP_001650150.2, XP_001661649.2, XP_001663028.2, XP_021699972.1	XP_317633.3, XP_317638.4, XP_308389.4, XP_308390.4		XP_020719536.1, XP_012165858.1	XP_004932335.1, XP_004932337.1	XP_026672317.1		XP_015429806.1	XP_017754372.1, XP_017754394.1		XP_012146157.1, XP_012145658.1	XP_033328310.1		XP_031828064.1		XP_034184395.1		XP_039309365.1, XP_011164054.2, XP_011164060.2	XP_974372.1, XP_967660.1, XP_015836891.1, XP_015839402.1, XP_974346.1	
N1.HOG0000979	OG0000214	n33				XP_016771112.2	XP_003401003.1	XP_037872981.1	XP_017891609.2		XP_015436804.1	XP_017753960.1	XP_017789564.1	XP_012136196.1	XP_033339441.1	XP_008211061.1, XP_001601813.4	XP_031838232.1	XP_029049346.1	XP_034178871.1	XP_015184903.1	XP_039304350.1		XP_035728270.1
N1.HOG0000980	OG0000215	n0		XP_021713275.1	XP_563311.4	XP_006571149.1, XP_016768560.1	XP_003393481.1, XP_012166359.1	XP_037867702.1	XP_017890725.1, XP_026670924.1	NP_001284764.1, NP_650013.3, NP_650012.2	XP_015432811.1, XP_015434461.1	XP_017765349.1, XP_017765351.1	XP_017799153.1, XP_017790464.1	XP_003705033.1, XP_012141523.1	XP_033328812.1, XP_033328680.1, XP_033333019.1, XP_033333018.1	XP_016841776.1, XP_031776975.1, XP_031787288.1, XP_016841777.1, XP_008203496.1	XP_031832421.1, XP_031834133.1	XP_029048754.1, XP_029047339.1	XP_034172491.1, XP_034181240.1	XP_015181733.1, XP_015184686.1	XP_011165476.2, XP_039302781.1	XP_015840824.1, XP_015840830.1, XP_015839861.1, XP_008201349.1, XP_015840826.1, XP_008201263.1, XP_015840825.1	XP_035729831.1, XP_035725285.1
N1.HOG0000981	OG0000216	n2		XP_021712292.1, XP_001657682.1, XP_001657680.2, XP_021712303.1, XP_001657679.2, XP_021693916.1	XP_560023.4, XP_003436490.1, XP_001688203.2, XP_309687.5, XP_316739.3	XP_394579.2	XP_003395843.1	XP_037876339.1, XP_037876382.1, XP_037876393.1, XP_037876340.1, NP_001239600.1	XP_017890150.1	NP_651221.1	XP_015439820.1	XP_017757451.1	XP_017790689.1	XP_003702681.1	XP_033339264.1	XP_001604903.1	XP_031843333.1	XP_029036566.1	XP_034192631.1	XP_015172015.1	XP_025989604.2	XP_008190478.1	XP_035734059.1
N1.HOG0000982	OG0000216	n34				XP_006569796.2	XP_003394432.1		XP_026671441.1		XP_015433752.1	XP_017759168.1	XP_017793167.1	XP_003701022.1	XP_033337654.1		XP_031826356.1	XP_029036300.1	XP_034171418.1	XP_015179519.1, XP_015175777.1	XP_025987477.1	XP_015836787.1	XP_035737189.1
N1.HOG0000983	OG0000217	n0																		XP_015190990.1			
N1.HOG0000984	OG0000218	n0		XP_021700208.1, XP_001658308.1, XP_001660414.2, XP_001656198.1, XP_021705495.1, XP_001656196.1, XP_001655129.2, XP_001656194.1, XP_001656193.1, XP_021705499.1, XP_001656192.1	XP_003435873.1, XP_003435874.1, XP_314809.3, XP_003435870.1, XP_003435872.1, XP_321568.5, XP_003435871.1, XP_321566.4			XP_012544119.2, XP_004924154.1, XP_037873555.1, NP_001038956.1, XP_004925428.1, XP_021207106.1, XP_012550911.1		NP_996412.1, NP_649195.1										XP_015176710.1	XP_025985839.1	XP_008195474.2, XP_974231.1, XP_015836996.1, XP_015837022.1, XP_015837013.1, XP_974284.1, XP_008195475.1, XP_008195476.1, XP_974258.1, XP_974405.1, XP_008195690.1, XP_008195691.1, XP_974310.1, XP_008195442.1, XP_008195473.1, XP_015837331.1, XP_001807041.2, XP_015836997.1, XP_001807299.1	XP_035726426.1
