HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N11.HOG0002098	OG0001237	n0									XP_015430227.1				XP_033336265.1		XP_031848159.1						
N11.HOG0002099	OG0001238	n0									XP_015435023.1				XP_033334256.1		XP_031839903.1						
N11.HOG0002100	OG0001239	n1									XP_015432533.1				XP_033325700.1		XP_031846265.1						
N11.HOG0002101	OG0001239	n11									XP_015432532.1				XP_033325817.1		XP_031846222.1						
N11.HOG0002102	OG0001240	n0									XP_015438183.1				XP_033341054.1		XP_031828171.1						
N11.HOG0002103	OG0001241	n9													XP_033326866.1								
N11.HOG0002104	OG0001241	n11									XP_015432057.1				XP_033323127.1		XP_031849132.1						
N11.HOG0002105	OG0001242	n0									XP_015435474.1				XP_033334947.1		XP_031850159.1						
N11.HOG0002106	OG0001243	n0									XP_015432130.1				XP_033335383.1		XP_031841339.1						
N11.HOG0002107	OG0001244	n8									XP_015429450.1				XP_033339479.1		XP_031839539.1						
N11.HOG0002108	OG0001245	n0									XP_015432656.1				XP_033332456.1								
N11.HOG0002109	OG0001246	n6									XP_015430207.1				XP_033336329.1								
N11.HOG0002110	OG0001246	n15													XP_033336330.1								
N11.HOG0002111	OG0001247	n1													XP_033322473.1		XP_031828189.1						
N11.HOG0002112	OG0001248	n14													XP_033334158.1								
N11.HOG0002113	OG0001248	n15									XP_015431337.1				XP_033334234.1		XP_031839747.1						
N11.HOG0002114	OG0001249	n2									XP_015439546.1				XP_033339258.1		XP_031838373.1						
N11.HOG0002115	OG0001249	n12									XP_015439495.1				XP_033339257.1		XP_031838571.1						
N11.HOG0002116	OG0001250	n0									XP_015434566.1				XP_033330974.1		XP_031847575.1						
N11.HOG0002117	OG0001252	n0									XP_015437518.1				XP_033329839.1		XP_031828422.1						
N11.HOG0002118	OG0001253	n0									XP_015432928.1				XP_033333698.1, XP_033333646.1		XP_031848477.1						
N11.HOG0002119	OG0001254	n0									XP_015435151.1				XP_033333228.1		XP_031832134.1						
N11.HOG0002120	OG0001255	n3									XP_015434846.1				XP_033342093.1		XP_031843249.1						
N11.HOG0002121	OG0001256	n0									XP_015436743.1				XP_033331574.1, XP_033333645.1		XP_031846267.1						
N11.HOG0002122	OG0001257	n0									XP_015431146.1				XP_033325537.1		XP_031835067.1						
N11.HOG0002123	OG0001258	n0									XP_015439627.1				XP_033333796.1		XP_031836605.1						
N11.HOG0002124	OG0001259	n0									XP_015438054.1				XP_033339093.1		XP_031832238.1						
N11.HOG0002125	OG0001260	n0									XP_015431376.1				XP_033339324.1, XP_033321463.1		XP_031830815.1						
N11.HOG0002126	OG0001261	n0									XP_015432586.1				XP_033322708.1		XP_031839005.1						
N11.HOG0002127	OG0001262	n0									XP_015431993.1				XP_033321072.1		XP_031840214.1						
N11.HOG0002128	OG0001263	n0									XP_015433734.1				XP_033333840.1		XP_031836619.1						
N11.HOG0002129	OG0001264	n0									XP_015430087.1				XP_033340167.1		XP_031844063.1						
N11.HOG0002130	OG0001265	n0									XP_015440458.1				XP_033334951.1		XP_031850192.1						
N11.HOG0002131	OG0001266	n8									XP_015440524.1				XP_033335009.1		XP_031850179.1						
N11.HOG0002132	OG0001266	n21									XP_015440527.1				XP_033335008.1								
N11.HOG0002133	OG0001267	n0									XP_015436705.1				XP_033322790.1		XP_031838953.1						
N11.HOG0002134	OG0001268	n4													XP_033323761.1								
N11.HOG0002135	OG0001268	n10									XP_015432044.1				XP_033331064.1		XP_031836437.1						
N11.HOG0002136	OG0001269	n0									XP_015429209.1				XP_033333951.1		XP_031834059.1						
N11.HOG0002137	OG0001270	n0									XP_015430658.1				XP_033327106.1		XP_031845246.1						
N11.HOG0002138	OG0001271	n0									XP_015433806.1				XP_033323341.1		XP_031840037.1						
N11.HOG0002139	OG0001272	n0									XP_015433750.1				XP_033337831.1		XP_031826558.1						
N11.HOG0002140	OG0001273	n0									XP_015436997.1				XP_033339392.1		XP_031847479.1						
N11.HOG0002141	OG0001274	n0									XP_015430468.1				XP_033327329.1		XP_031830169.1						
N11.HOG0002142	OG0001275	n0									XP_015435389.1				XP_033323992.1, XP_033327288.1, XP_033341305.1		XP_031839115.1						
N11.HOG0002143	OG0001276	n0									XP_015431138.1						XP_031840064.1						
N11.HOG0002144	OG0001277	n0									XP_015436212.1				XP_033333368.1		XP_031826313.1						
N11.HOG0002145	OG0001278	n15									XP_015434684.1				XP_033323230.1		XP_031841670.1						
N11.HOG0002146	OG0001278	n18									XP_015434590.1												
N11.HOG0002147	OG0001279	n0									XP_015429722.1				XP_033331702.1		XP_031828951.1						
N11.HOG0002148	OG0001280	n0									XP_015432933.1				XP_033323373.1, XP_033337182.1, XP_033333684.1		XP_031836061.1						
N11.HOG0002149	OG0001281	n0									XP_015440115.1				XP_033324169.1		XP_031825483.1						
N11.HOG0002150	OG0001282	n0									XP_015430958.1				XP_033337297.1		XP_031829257.1						
N11.HOG0002151	OG0001283	n0									XP_015431254.1				XP_033340966.1		XP_031831008.1						
N11.HOG0002152	OG0001284	n0									XP_015430307.1				XP_033338934.1		XP_031827035.1						
N11.HOG0002153	OG0001285	n0									XP_015436523.1						XP_031829051.1						
N11.HOG0002154	OG0001286	n0									XP_015432445.1				XP_033321200.1		XP_031847454.1						
N11.HOG0002155	OG0001287	n0									XP_015432894.1				XP_033328517.1		XP_031847583.1						
N11.HOG0002156	OG0001288	n4									XP_015437936.1				XP_033322226.1		XP_031844819.1						
N11.HOG0002157	OG0001289	n0									XP_015428484.1				XP_033335482.1		XP_031841360.1, XP_031841338.1, XP_031848676.1						
N11.HOG0002158	OG0001290	n0									XP_015433340.1				XP_033332909.1		XP_031831452.1						
N11.HOG0002159	OG0001291	n0									XP_015435548.1				XP_033334828.1		XP_031850149.1						
N11.HOG0002160	OG0001292	n7									XP_015438904.1				XP_033340073.1		XP_031826653.1						
N11.HOG0002161	OG0001293	n1													XP_033327584.1								
N11.HOG0002162	OG0001293	n2									XP_015428817.1				XP_033327474.1		XP_031829763.1						
N11.HOG0002163	OG0001294	n0									XP_015429873.1				XP_033328374.1		XP_031825980.1						
N11.HOG0002164	OG0001295	n0									XP_015433585.1				XP_033326523.1		XP_031834411.1						
N11.HOG0002165	OG0001296	n0									XP_015436189.1				XP_033325572.1		XP_031835205.1						
N11.HOG0002166	OG0001297	n0									XP_015430885.1				XP_033327414.1		XP_031830200.1						
N11.HOG0002167	OG0001299	n0									XP_015432675.1				XP_033326366.1, XP_033329869.1, XP_033339909.1		XP_031826710.1						
N11.HOG0002168	OG0001300	n8									XP_015432199.1				XP_033338456.1		XP_031848905.1						
N11.HOG0002169	OG0001301	n0									XP_015435301.1				XP_033341555.1		XP_031839386.1						
N11.HOG0002170	OG0001302	n0									XP_015431906.1						XP_031833795.1						
N11.HOG0002171	OG0001303	n0													XP_033322936.1		XP_031839144.1, XP_031848828.1						
N11.HOG0002172	OG0001304	n0									XP_015439966.1				XP_033328158.1		XP_031833857.1						
N11.HOG0002173	OG0001305	n0									XP_015434878.1				XP_033327646.1		XP_031829492.1						
N11.HOG0002174	OG0001306	n0									XP_015431486.1				XP_033326690.1		XP_031840924.1						
N11.HOG0002175	OG0001307	n0									XP_015437426.1				XP_033336058.1		XP_031837393.1						
N11.HOG0002176	OG0001308	n0									XP_015439808.1				XP_033328204.1		XP_031825406.1						
N11.HOG0002177	OG0001309	n0									XP_015436284.1				XP_033321106.1		XP_031838180.1						
N11.HOG0002178	OG0001310	n0									XP_015434829.1				XP_033342354.1		XP_031843200.1						
N11.HOG0002179	OG0001311	n0									XP_015429905.1				XP_033328341.1		XP_031828390.1						
N11.HOG0002180	OG0001312	n0									XP_015428978.1				XP_033330346.1		XP_031831301.1						
N11.HOG0002181	OG0001313	n0									XP_015435481.1				XP_033330620.1		XP_031838492.1						
N11.HOG0002182	OG0001314	n0									XP_015432591.1				XP_033338526.1		XP_031843605.1						
N11.HOG0002183	OG0001315	n0									XP_015437180.1				XP_033329087.1		XP_031838901.1						
N11.HOG0002184	OG0001316	n0									XP_015438657.1				XP_033338663.1		XP_031841529.1						
N11.HOG0002185	OG0001317	n0									XP_015435330.1				XP_033341427.1		XP_031839183.1						
N11.HOG0002186	OG0001318	n0									XP_015431470.1				XP_033323086.1		XP_031844676.1						
N11.HOG0002187	OG0001319	n0									XP_015430488.1				XP_033332576.1		XP_031829845.1						
N11.HOG0002188	OG0001320	n0									XP_015438907.1				XP_033340067.1		XP_031826643.1						
N11.HOG0002189	OG0001321	n0									XP_015433188.1				XP_033343018.1, XP_033342954.1, XP_033342722.1		XP_031847324.1						
N11.HOG0002190	OG0001322	n0									XP_015429875.1				XP_033340616.1		XP_031828061.1						
N11.HOG0002191	OG0001323	n0									XP_015438650.1				XP_033338839.1		XP_031827458.1						
N11.HOG0002192	OG0001324	n0									XP_015434025.1				XP_033336397.1		XP_031829576.1						
N11.HOG0002193	OG0001325	n0									XP_015439891.1				XP_033339831.1, XP_033338370.1		XP_031833813.1						
N11.HOG0002194	OG0001326	n0									XP_015429338.1				XP_033331203.1		XP_031844191.1						
N11.HOG0002195	OG0001327	n0									XP_015440227.1				XP_033339678.1, XP_033339680.1		XP_031828981.1						
N11.HOG0002196	OG0001328	n0									XP_015437134.1				XP_033322348.1		XP_031825809.1						
N11.HOG0002197	OG0001329	n0									XP_015433654.1				XP_033326565.1		XP_031844096.1						
N11.HOG0002198	OG0001330	n0									XP_015432515.1				XP_033324788.1		XP_031842741.1						
N11.HOG0002199	OG0001331	n0									XP_015439324.1				XP_033322378.1		XP_031842991.1						
N11.HOG0002200	OG0001332	n0									XP_015438027.1				XP_033330120.1		XP_031844443.1						
N11.HOG0002201	OG0001333	n12															XP_031850460.1						
N11.HOG0002202	OG0001333	n16									XP_015432620.1				XP_033327134.1								
N11.HOG0002203	OG0001334	n0									XP_015429305.1				XP_033329538.1, XP_033329617.1		XP_031834127.1						
N11.HOG0002204	OG0001335	n0									XP_015431473.1				XP_033326867.1		XP_031850374.1						
N11.HOG0002205	OG0001336	n0									XP_015437651.1				XP_033331520.1, XP_033331423.1		XP_031835952.1						
N11.HOG0002206	OG0001337	n9													XP_033340002.1								
N11.HOG0002207	OG0001337	n10									XP_015439640.1				XP_033324378.1		XP_031825454.1						
N11.HOG0002208	OG0001338	n0									XP_015436281.1				XP_033321121.1		XP_031838107.1						
N11.HOG0002209	OG0001339	n0									XP_015433787.1				XP_033337729.1		XP_031843912.1, XP_031848961.1						
N11.HOG0002210	OG0001340	n1									XP_015431094.1				XP_033338027.1		XP_031837772.1						
N11.HOG0002211	OG0001341	n0									XP_015433692.1				XP_033340628.1		XP_031849522.1						
N11.HOG0002212	OG0001342	n0									XP_015435955.1				XP_033329368.1		XP_031832205.1						
N11.HOG0002213	OG0001343	n0									XP_015439812.1				XP_033325605.1		XP_031831728.1						
N11.HOG0002214	OG0001344	n0									XP_015437130.1				XP_033322346.1		XP_031825803.1						
N11.HOG0002215	OG0001345	n2									XP_015438042.1				XP_033339288.1		XP_031832015.1						
N11.HOG0002216	OG0001346	n0									XP_015431741.1				XP_033329756.1		XP_031834344.1						
N11.HOG0002217	OG0001347	n0									XP_015428717.1				XP_033337702.1		XP_031846365.1						
N11.HOG0002218	OG0001348	n0									XP_015428840.1				XP_033340657.1		XP_031830721.1						
N11.HOG0002219	OG0001349	n0									XP_015432851.1				XP_033341103.1		XP_031846896.1						
N11.HOG0002220	OG0001350	n7									XP_015439123.1				XP_033335645.1		XP_031832638.1						
N11.HOG0002221	OG0001351	n0									XP_015433820.1				XP_033323941.1		XP_031848129.1						
N11.HOG0002222	OG0001352	n10									XP_015436672.1				XP_033339769.1		XP_031828849.1						
N11.HOG0002223	OG0001353	n0									XP_015436181.1				XP_033331755.1		XP_031835249.1						
N11.HOG0002224	OG0001354	n0									XP_015431040.1				XP_033337676.1		XP_031837949.1						
N11.HOG0002225	OG0001355	n0									XP_015431090.1				XP_033322269.1, XP_033322342.1		XP_031837631.1						
N11.HOG0002226	OG0001356	n0									XP_015434137.1				XP_033336411.1		XP_031829588.1						
N11.HOG0002227	OG0001357	n0									XP_015432367.1				XP_033339352.1		XP_031848875.1						
N11.HOG0002228	OG0001358	n0									XP_015434650.1				XP_033322579.1		XP_031838094.1						
N11.HOG0002229	OG0001359	n0									XP_015436899.1				XP_033335171.1, XP_033335181.1		XP_031848568.1						
N11.HOG0002230	OG0001360	n0									XP_015438873.1				XP_033342879.1		XP_031835404.1						
N11.HOG0002231	OG0001361	n0									XP_015436885.1				XP_033326611.1		XP_031845185.1						
N11.HOG0002232	OG0001362	n0									XP_015439311.1				XP_033342708.1		XP_031829394.1						
N11.HOG0002233	OG0001363	n0									XP_015438958.1				XP_033339350.1		XP_031849068.1						
N11.HOG0002234	OG0001364	n0									XP_015432472.1				XP_033324745.1		XP_031842886.1, XP_031848836.1						
N11.HOG0002235	OG0001365	n0									XP_015437566.1				XP_033330067.1		XP_031841798.1						
N11.HOG0002236	OG0001366	n0									XP_015440277.1				XP_033328273.1		XP_031833438.1, XP_031833400.1						
N11.HOG0002237	OG0001367	n0									XP_015431428.1				XP_033325770.1		XP_031843828.1						
N11.HOG0002238	OG0001368	n0									XP_015430549.1				XP_033332635.1		XP_031829725.1						
N11.HOG0002239	OG0001369	n4													XP_033323871.1								
N11.HOG0002240	OG0001369	n7									XP_015430021.1				XP_033323814.1		XP_031840544.1						
N11.HOG0002241	OG0001370	n0									XP_015434581.1				XP_033327937.1		XP_031843430.1						
N11.HOG0002242	OG0001371	n0									XP_015432305.1				XP_033330255.1		XP_031844383.1						
N11.HOG0002243	OG0001372	n0									XP_015431542.1				XP_033334193.1		XP_031839620.1						
N11.HOG0002244	OG0001373	n0									XP_015430656.1				XP_033327035.1		XP_031833270.1						
N11.HOG0002245	OG0001374	n0									XP_015438917.1				XP_033336069.1		XP_031837377.1						
N11.HOG0002246	OG0001375	n0									XP_015434509.1				XP_033340853.1		XP_031843554.1						
N11.HOG0002247	OG0001376	n0									XP_015436769.1				XP_033322763.1		XP_031847983.1						
N11.HOG0002248	OG0001377	n0									XP_015431663.1				XP_033332375.1		XP_031834430.1						
N11.HOG0002249	OG0001378	n0									XP_015428949.1				XP_033331480.1		XP_031847861.1						
N11.HOG0002250	OG0001379	n0									XP_015434602.1				XP_033335376.1		XP_031841348.1						
N11.HOG0002251	OG0001380	n0									XP_015430578.1				XP_033337550.1		XP_031830079.1						
N11.HOG0002252	OG0001381	n0									XP_015438384.1				XP_033341045.1		XP_031831148.1						
N11.HOG0002253	OG0001382	n0									XP_015434155.1				XP_033323602.1, XP_033342194.1		XP_031847687.1, XP_031843623.1						
N11.HOG0002254	OG0001383	n0									XP_015439936.1				XP_033338975.1, XP_033338973.1, XP_033338988.1, XP_033339823.1, XP_033338974.1		XP_031831787.1						
N11.HOG0002255	OG0001384	n0									XP_015432601.1				XP_033334981.1		XP_031850390.1						
N11.HOG0002256	OG0001385	n0									XP_015439835.1				XP_033332112.1		XP_031831156.1						
N11.HOG0002257	OG0001386	n0									XP_015433623.1				XP_033334191.1		XP_031827700.1						
N11.HOG0002258	OG0001387	n2									XP_015437013.1				XP_033334555.1, XP_033334559.1		XP_031850176.1						
N11.HOG0002259	OG0001388	n2									XP_015432066.1				XP_033320827.1		XP_031838905.1						
N11.HOG0002260	OG0001389	n0									XP_015433845.1				XP_033321317.1		XP_031846275.1						
N11.HOG0002261	OG0001390	n0									XP_015431793.1				XP_033332357.1		XP_031846129.1						
N11.HOG0002262	OG0001391	n0									XP_015430289.1				XP_033335532.1		XP_031826846.1						
N11.HOG0002263	OG0001392	n8									XP_015439561.1						XP_031825944.1						
N11.HOG0002264	OG0001392	n11									XP_015439560.1				XP_033331631.1		XP_031825914.1						
N11.HOG0002265	OG0001393	n4									XP_015437786.1				XP_033342650.1		XP_031849265.1						
N11.HOG0002266	OG0001393	n22															XP_031849194.1						
N11.HOG0002267	OG0001394	n0									XP_015440051.1				XP_033323828.1		XP_031831267.1						
N11.HOG0002268	OG0001395	n0									XP_015440132.1				XP_033339676.1, XP_033339677.1, XP_033339817.1		XP_031828980.1						
N11.HOG0002269	OG0001396	n0									XP_015439008.1				XP_033335649.1		XP_031836700.1						
N11.HOG0002270	OG0001397	n0									XP_015439348.1				XP_033322333.1		XP_031847449.1						
N11.HOG0002271	OG0001398	n0									XP_015434410.1				XP_033323037.1		XP_031846751.1						
N11.HOG0002272	OG0001399	n0									XP_015434384.1				XP_033333210.1		XP_031834049.1						
N11.HOG0002273	OG0001400	n0									XP_015439267.1				XP_033336185.1		XP_031837191.1						
N11.HOG0002274	OG0001401	n0									XP_015440341.1				XP_033326441.1		XP_031834361.1						
N11.HOG0002275	OG0001402	n0									XP_015435329.1				XP_033341327.1		XP_031839157.1						
N11.HOG0002276	OG0001403	n0									XP_015439228.1				XP_033322314.1, XP_033333877.1, XP_033322260.1		XP_031845471.1						
N11.HOG0002277	OG0001404	n0									XP_015438194.1				XP_033330361.1		XP_031828112.1						
N11.HOG0002278	OG0001405	n6									XP_015429551.1				XP_033323993.1, XP_033330803.1		XP_031838331.1						
N11.HOG0002279	OG0001405	n21													XP_033339866.1								
N11.HOG0002280	OG0001406	n0									XP_015431830.1				XP_033342122.1		XP_031834840.1						
N11.HOG0002281	OG0001407	n0									XP_015433991.1				XP_033341800.1		XP_031839865.1						
N11.HOG0002282	OG0001408	n0									XP_015432003.1				XP_033329081.1		XP_031840145.1						
N11.HOG0002283	OG0001409	n0									XP_015428555.1				XP_033321588.1		XP_031836342.1						
N11.HOG0002284	OG0001410	n0									XP_015437432.1				XP_033328552.1		XP_031836159.1						
N11.HOG0002285	OG0001411	n0									XP_015438496.1				XP_033331580.1		XP_031830602.1						
N11.HOG0002286	OG0001412	n10									XP_015439312.1						XP_031845850.1						
N11.HOG0002287	OG0001412	n12									XP_015439687.1				XP_033332353.1		XP_031846025.1						
N11.HOG0002288	OG0001413	n2									XP_015428951.1				XP_033335406.1, XP_033331450.1		XP_031847824.1						
N11.HOG0002289	OG0001414	n0									XP_015439810.1				XP_033324355.1		XP_031825470.1						
N11.HOG0002290	OG0001415	n0									XP_015428675.1				XP_033336774.1, XP_033329910.1, XP_033336818.1		XP_031846539.1						
N11.HOG0002291	OG0001416	n11									XP_015435920.1				XP_033341851.1		XP_031846174.1						
N11.HOG0002292	OG0001417	n0									XP_015429995.1				XP_033328366.1		XP_031826550.1						
N11.HOG0002293	OG0001418	n3									XP_015437795.1				XP_033328450.1		XP_031826000.1						
N11.HOG0002294	OG0001419	n8									XP_015439580.1				XP_033331514.1		XP_031835937.1						
N11.HOG0002295	OG0001420	n0									XP_015435281.1				XP_033341517.1		XP_031847099.1						
N11.HOG0002296	OG0001421	n1									XP_015440202.1				XP_033333958.1		XP_031825305.1						
N11.HOG0002297	OG0001422	n0									XP_015430572.1				XP_033337455.1		XP_031830031.1						
N11.HOG0002298	OG0001423	n0									XP_015436600.1				XP_033324467.1		XP_031847024.1						
N11.HOG0002299	OG0001424	n0									XP_015439862.1				XP_033328250.1		XP_031825432.1						
N11.HOG0002300	OG0001425	n0									XP_015437214.1				XP_033326931.1		XP_031846924.1						
N11.HOG0002301	OG0001426	n0									XP_015434967.1				XP_033342070.1		XP_031834650.1						
N11.HOG0002302	OG0001427	n0									XP_015440306.1				XP_033342376.1		XP_031849763.1						
N11.HOG0002303	OG0001428	n4									XP_015428388.1				XP_033335067.1		XP_031850206.1						
N11.HOG0002304	OG0001429	n0									XP_015431729.1				XP_033329813.1		XP_031846087.1						
N11.HOG0002305	OG0001430	n0									XP_015431627.1				XP_033338043.1		XP_031845588.1						
N11.HOG0002306	OG0001431	n7									XP_015438491.1				XP_033331568.1		XP_031831064.1						
N11.HOG0002307	OG0001431	n21													XP_033339924.1, XP_033331578.1								
N11.HOG0002308	OG0001432	n0									XP_015440442.1				XP_033342142.1		XP_031844953.1						
N11.HOG0002309	OG0001433	n0									XP_015434784.1				XP_033321262.1, XP_033331301.1, XP_033331297.1		XP_031836234.1						
N11.HOG0002310	OG0001434	n0									XP_015439655.1				XP_033325701.1		XP_031831556.1						
N11.HOG0002311	OG0001435	n0									XP_015432770.1				XP_033332543.1		XP_031841619.1						
N11.HOG0002312	OG0001436	n0									XP_015433106.1				XP_033320857.1		XP_031842736.1						
N11.HOG0002313	OG0001437	n0									XP_015439823.1				XP_033332718.1		XP_031831250.1						
N11.HOG0002314	OG0001438	n0									XP_015439142.1				XP_033323923.1		XP_031837287.1						
N11.HOG0002315	OG0001439	n0									XP_015439207.1				XP_033336268.1		XP_031832804.1						
N11.HOG0002316	OG0001440	n0									XP_015433635.1				XP_033326967.1		XP_031849552.1						
N11.HOG0002317	OG0001441	n12									XP_015434128.1						XP_031829566.1						
N11.HOG0002318	OG0001442	n0									XP_015434845.1				XP_033327663.1		XP_031829496.1						
N11.HOG0002319	OG0001443	n0									XP_015438432.1				XP_033325508.1		XP_031835915.1						
N11.HOG0002320	OG0001444	n0									XP_015434131.1				XP_033336471.1		XP_031829590.1						
N11.HOG0002321	OG0001445	n0									XP_015433169.1				XP_033327659.1		XP_031847376.1						
N11.HOG0002322	OG0001446	n0									XP_015434477.1				XP_033333913.1		XP_031834056.1						
N11.HOG0002323	OG0001447	n0									XP_015436472.1				XP_033341065.1		XP_031827851.1						
N11.HOG0002324	OG0001448	n0									XP_015438988.1				XP_033323975.1		XP_031837135.1						
N11.HOG0002325	OG0001449	n0									XP_015428698.1				XP_033322140.1		XP_031829786.1						
N11.HOG0002326	OG0001450	n0													XP_033334077.1		XP_031838940.1						
N11.HOG0002327	OG0001451	n0									XP_015433969.1				XP_033341908.1		XP_031831357.1						
N11.HOG0002328	OG0001452	n0									XP_015437021.1				XP_033334641.1		XP_031849767.1						
N11.HOG0002329	OG0001453	n0									XP_015433829.1				XP_033336513.1		XP_031834037.1						
N11.HOG0002330	OG0001454	n0									XP_015434912.1				XP_033341636.1		XP_031825776.1						
N11.HOG0002331	OG0001455	n0									XP_015431867.1				XP_033334409.1		XP_031832271.1						
N11.HOG0002332	OG0001456	n0									XP_015433604.1				XP_033334259.1		XP_031827675.1						
N11.HOG0002333	OG0001457	n0									XP_015440318.1				XP_033327053.1, XP_033341687.1		XP_031833173.1						
N11.HOG0002334	OG0001458	n0									XP_015439339.1				XP_033333260.1		XP_031831998.1						
N11.HOG0002335	OG0001459	n0									XP_015438778.1				XP_033327778.1		XP_031843441.1						
N11.HOG0002336	OG0001460	n0									XP_015432635.1				XP_033341745.1		XP_031850350.1						
N11.HOG0002337	OG0001461	n0									XP_015435099.1				XP_033333193.1		XP_031832278.1						
N11.HOG0002338	OG0001462	n0									XP_015436482.1				XP_033336340.1, XP_033339851.1, XP_033335668.1		XP_031832901.1						
N11.HOG0002339	OG0001463	n0									XP_015432182.1				XP_033330014.1		XP_031843497.1, XP_031837248.1						
N11.HOG0002340	OG0001464	n2									XP_015432512.1				XP_033324841.1		XP_031842740.1						
N11.HOG0002341	OG0001465	n0									XP_015437902.1				XP_033329451.1		XP_031840464.1						
N11.HOG0002342	OG0001466	n0									XP_015438245.1				XP_033322639.1		XP_031838713.1						
N11.HOG0002343	OG0001467	n0									XP_015435657.1				XP_033328628.1		XP_031842102.1						
N11.HOG0002344	OG0001468	n0									XP_015437913.1				XP_033340813.1		XP_031843685.1						
N11.HOG0002345	OG0001469	n8									XP_015434548.1				XP_033322988.1		XP_031846726.1						
N11.HOG0002346	OG0001470	n0									XP_015429885.1				XP_033328357.1		XP_031827967.1						
N11.HOG0002347	OG0001471	n0									XP_015439376.1				XP_033324650.1		XP_031842614.1						
N11.HOG0002348	OG0001472	n0									XP_015436590.1				XP_033334911.1		XP_031829043.1						
N11.HOG0002349	OG0001473	n0									XP_015431368.1				XP_033330437.1		XP_031828953.1						
N11.HOG0002350	OG0001474	n0									XP_015429518.1				XP_033332807.1		XP_031841865.1						
N11.HOG0002351	OG0001475	n0									XP_015438502.1				XP_033340982.1		XP_031830783.1						
N11.HOG0002352	OG0001476	n0									XP_015437181.1				XP_033323686.1		XP_031838635.1						
N11.HOG0002353	OG0001477	n0									XP_015439163.1				XP_033323956.1		XP_031837757.1						
N11.HOG0002354	OG0001478	n0									XP_015429457.1				XP_033330617.1		XP_031836223.1						
N11.HOG0002355	OG0001479	n7									XP_015440267.1				XP_033338322.1		XP_031833705.1						
N11.HOG0002356	OG0001479	n21									XP_015439730.1						XP_031825292.1						
N11.HOG0002357	OG0001480	n0									XP_015440191.1				XP_033338377.1		XP_031831777.1						
N11.HOG0002358	OG0001481	n0									XP_015436485.1				XP_033339790.1, XP_033335669.1, XP_033336345.1, XP_033336346.1		XP_031832903.1						
N11.HOG0002359	OG0001482	n0									XP_015435944.1				XP_033321748.1		XP_031840888.1						
N11.HOG0002360	OG0001483	n0									XP_015439718.1				XP_033324393.1		XP_031846629.1						
N11.HOG0002361	OG0001484	n0									XP_015439782.1				XP_033324254.1		XP_031825332.1						
N11.HOG0002362	OG0001485	n0									XP_015431728.1				XP_033341868.1		XP_031833416.1						
N11.HOG0002363	OG0001487	n0									XP_015432005.1				XP_033339799.1, XP_033323450.1, XP_033339347.1, XP_033322558.1		XP_031840153.1						
N11.HOG0002364	OG0001488	n0									XP_015437203.1				XP_033323699.1		XP_031838854.1						
N11.HOG0002365	OG0001489	n0									XP_015432373.1				XP_033332034.1		XP_031827756.1						
N11.HOG0002366	OG0001490	n0									XP_015437165.1				XP_033320798.1		XP_031848771.1						
N11.HOG0002367	OG0001491	n0									XP_015433397.1				XP_033324315.1		XP_031825624.1						
N11.HOG0002368	OG0001492	n0									XP_015439536.1				XP_033333375.1		XP_031843645.1						
N11.HOG0002369	OG0001493	n0									XP_015435472.1				XP_033342411.1		XP_031838533.1						
N11.HOG0002370	OG0001494	n0									XP_015430492.1						XP_031837621.1						
N11.HOG0002371	OG0001495	n0									XP_015438780.1				XP_033325292.1		XP_031836114.1						
N11.HOG0002372	OG0001496	n10									XP_015431287.1						XP_031831111.1						
N11.HOG0002373	OG0001496	n12									XP_015431288.1				XP_033326028.1		XP_031831109.1						
N11.HOG0002374	OG0001497	n0									XP_015429923.1				XP_033328316.1		XP_031827885.1						
N11.HOG0002375	OG0001498	n0									XP_015435262.1				XP_033328970.1		XP_031839343.1						
N11.HOG0002376	OG0001499	n0									XP_015435679.1				XP_033334794.1		XP_031844223.1						
N11.HOG0002377	OG0001500	n0									XP_015432056.1				XP_033320761.1		XP_031847142.1						
N11.HOG0002378	OG0001501	n0									XP_015439934.1				XP_033321198.1, XP_033330901.1		XP_031843324.1						
N11.HOG0002379	OG0001502	n0									XP_015432655.1				XP_033332420.1		XP_031841521.1						
N11.HOG0002380	OG0001503	n0									XP_015440274.1				XP_033328196.1, XP_033328167.1		XP_031833617.1						
N11.HOG0002381	OG0001504	n0									XP_015429224.1				XP_033329567.1		XP_031849032.1						
N11.HOG0002382	OG0001505	n0									XP_015432126.1				XP_033326365.1, XP_033325326.1		XP_031826036.1						
N11.HOG0002383	OG0001506	n0									XP_015429195.1				XP_033341285.1		XP_031832410.1						
N11.HOG0002384	OG0001507	n8									XP_015433117.1				XP_033339870.1		XP_031847530.1						
N11.HOG0002385	OG0001507	n21									XP_015433118.1												
N11.HOG0002386	OG0001509	n0									XP_015431407.1				XP_033323651.1		XP_031833624.1						
N11.HOG0002387	OG0001510	n0									XP_015435640.1						XP_031825834.1						
