Orthogroup	Ceratina_calcarata	Osmia_bicornis
OG0000622	XP_017889837.1	XP_029052783.1, XP_029052784.1
OG0000623	XP_017886843.1, XP_017886844.1	XP_029045217.1, XP_029045218.1
OG0000624	XP_017877304.2	XP_029051455.1, XP_029051464.1
OG0000625	XP_026667188.1, XP_017875611.1, XP_017875613.1, XP_017875615.1, XP_017875617.1, XP_017875618.1	XP_029040101.1
OG0000626	XP_026670620.1, XP_017882596.1	XP_029041703.1, XP_029041706.1, XP_029041704.1, XP_029041705.1
OG0000627	XP_017890588.1, XP_017890587.1, XP_017890589.1	XP_029042614.1
OG0000628	XP_026668566.1	XP_029044099.1
OG0000629	XP_017882424.1	XP_029039623.1, XP_029039622.1, XP_029039624.1
OG0000630	XP_026670090.1	XP_029041390.1
OG0000631	XP_017884873.1	XP_029038434.1, XP_029038437.1, XP_029038436.1, XP_029038433.1, XP_029038435.1
OG0000632	XP_026672367.1, XP_017886042.1, XP_017886041.1	XP_029052102.1, XP_029052100.1, XP_029052101.1
OG0000633	XP_017884464.1	XP_029037687.1, XP_029037686.1
OG0000633	XP_017891058.1	XP_029041518.1
OG0000634	XP_017888879.1	XP_029048142.1
OG0000634	XP_017888953.1	XP_029048149.1
OG0000635	XP_017879430.1, XP_026666655.1	XP_029051070.1
OG0000635	XP_017875042.1	XP_029040166.1
OG0000636	XP_017882558.1, XP_017882527.1, XP_026670585.1, XP_017882535.1, XP_026670575.1, XP_017882550.1	XP_029039620.1
OG0000637	XP_026668623.1, XP_017878397.1	XP_029046120.1, XP_029045035.1, XP_029044601.1, XP_029044865.1, XP_029044950.1, XP_029046032.1, XP_029044781.1, XP_029046300.1, XP_029046384.1, XP_029046212.1, XP_029044690.1, XP_029045949.1
OG0000638	XP_017881750.1, XP_017881751.1	XP_029048354.1
OG0000639	XP_017880550.1, XP_017880549.1	XP_029043677.1, XP_029043676.1
OG0000640	XP_017888002.2	XP_029047429.1, XP_029047426.1, XP_029047427.1
OG0000641	XP_026674879.1, XP_017891285.1, XP_026674878.1	XP_029043125.1
OG0000642	XP_017884171.1	XP_029036196.1, XP_029036197.1, XP_029036195.1
OG0000643	XP_017878456.1	XP_029055528.1
OG0000643	XP_026668564.1, XP_017878455.1, XP_026668565.1	XP_029055540.1
OG0000644	XP_017884176.1	XP_029055915.1, XP_029055916.1
OG0000645	XP_026675376.1	XP_029043495.1
OG0000646	XP_017885226.1, XP_017885225.1	XP_029048499.1
OG0000647	XP_026668982.1, XP_017879973.1	XP_029051042.1, XP_029051041.1, XP_029051040.1, XP_029051043.1
OG0000648	XP_026669240.1, XP_017879913.1	XP_029041739.1
OG0000649	XP_026671239.1, XP_026671243.1	XP_029040527.1, XP_029040529.1
OG0000650	XP_017883259.1	XP_029053486.1, XP_029053488.1, XP_029053489.1
OG0000651	XP_017880173.1	XP_029053860.1, XP_029053855.1
OG0000651	XP_017880545.1	XP_029032121.1
OG0000653	XP_017876223.1, XP_017876222.1, XP_017876221.1, XP_017876220.1, XP_017876219.1	XP_029048729.1
OG0000654	XP_017875962.1	XP_029037711.1
OG0000654	XP_017880242.1	XP_029038872.1
OG0000655	XP_017888817.1, XP_017888821.1, XP_026673721.1	XP_029034955.1, XP_029034945.1, XP_029034943.1
OG0000656	XP_026675278.1, XP_017892087.1	XP_029053185.1
OG0000657	XP_017879399.1, XP_017879400.1, XP_017879401.1, XP_017879397.1, XP_017879398.1	XP_029034127.1, XP_029034126.1
OG0000659	XP_017892605.1	XP_029044779.1
OG0000660	XP_026670469.1	XP_029033887.1
OG0000661	XP_017886209.1	XP_029043275.1
OG0000661	XP_026670486.1	XP_029049533.1
OG0000662	XP_026674742.1, XP_026674743.1, XP_017891255.1	XP_029043566.1, XP_029043334.1
OG0000663	XP_026675222.1, XP_026675220.1, XP_017891912.1	XP_029049220.1
OG0000664	XP_017887069.2, XP_017887387.2	XP_029038727.1
OG0000665	XP_026670260.1, XP_017882301.1	XP_029039398.1
OG0000666	XP_026669888.1	XP_029041373.1, XP_029041386.1
OG0000667	XP_017885915.1	XP_029055180.1, XP_029055185.1
OG0000668	XP_017887490.1	XP_029035925.1, XP_029035926.1, XP_029035927.1, XP_029035924.1, XP_029035923.1
OG0000669	XP_017881498.1, XP_017881499.1, XP_026669970.1	XP_029051913.1, XP_029051914.1, XP_029051915.1, XP_029051911.1, XP_029051912.1
OG0000670	XP_026674888.1	XP_029043830.1
OG0000671	XP_017888722.1, XP_017888721.1	XP_029035653.1, XP_029035652.1, XP_029035654.1
OG0000672	XP_017893360.1	XP_029045302.1, XP_029045304.1, XP_029045301.1
OG0000672	XP_017875427.1	XP_029045300.1
OG0000673	XP_017884211.1	XP_029043090.1, XP_029043089.1, XP_029043088.1, XP_029043087.1, XP_029043085.1, XP_029043086.1, XP_029043084.1
OG0000674	XP_017889131.1	XP_029051938.1, XP_029051940.1, XP_029051939.1, XP_029051941.1
OG0000674	XP_017893195.1	XP_029051196.1
OG0000675	XP_026671596.1, XP_026671595.1, XP_017884401.2	XP_029038425.1, XP_029038406.1, XP_029038424.1, XP_029038426.1, XP_029046868.1, XP_029046867.1, XP_029046865.1, XP_029046866.1, XP_029038429.1, XP_029038428.1
OG0000676	XP_026667481.1, XP_017889865.1, XP_026667505.1, XP_017889782.1	XP_029052144.1, XP_029052143.1, XP_029052142.1
OG0000677	XP_017887481.1, XP_017887484.1	XP_029042201.1
OG0000680	XP_017888309.1, XP_017888308.1	XP_029044191.1, XP_029044190.1
OG0000681	XP_017879377.1	XP_029055084.1
OG0000681	XP_017891950.1	XP_029039721.1
OG0000682	XP_017883858.1	XP_029045555.1
OG0000683	XP_017876248.1, XP_017876247.1, XP_017876249.1, XP_017876245.1, XP_026667477.1, XP_017876246.1	XP_029054032.1, XP_029054085.1, XP_029054092.1, XP_029054025.1
OG0000684	XP_017888517.1, XP_017888514.1	XP_029050261.1
OG0000685	XP_017879974.1	XP_029053450.1
OG0000685	XP_017877869.2	XP_029038113.1
OG0000686	XP_017887280.1	XP_029049915.1, XP_029049914.1
OG0000687	XP_017889586.1, XP_017889585.1	XP_029047941.1
OG0000688	XP_017884604.1, XP_026671763.1	XP_029041789.1
OG0000689	XP_017879923.1	XP_029048662.1
OG0000690	XP_017885235.1, XP_017885234.1, XP_026671991.1	XP_029055524.1, XP_029055523.1
OG0000691	XP_017882671.1, XP_017890838.1, XP_026670981.1, XP_017883340.1	XP_029046007.1, XP_029046006.1
OG0000692	XP_017891985.1	XP_029044567.1, XP_029044564.1, XP_029044565.1, XP_029044566.1
OG0000693	XP_026673532.1, XP_026673531.1, XP_017888510.1, XP_026673533.1	XP_029040353.1
OG0000694	XP_026671033.1, XP_017883488.1	XP_029046097.1
OG0000695	XP_017875635.1, XP_017875633.1, XP_017875637.1	XP_029033770.1, XP_029033771.1
OG0000696	XP_017883280.1, XP_017883281.1, XP_026670918.1	XP_029040967.1
OG0000697	XP_026675018.1	XP_029034392.1
OG0000697	XP_017884231.1	XP_029036219.1
OG0000698	XP_017890163.1, XP_017890164.1, XP_026674321.1, XP_017890162.1	XP_029036555.1, XP_029036556.1, XP_029036557.1
OG0000699	XP_026672989.1	XP_029037106.1
OG0000700	XP_026674849.1	XP_029035766.1
OG0000700	XP_026674825.1	XP_029035732.1
OG0000701	XP_017883254.1	XP_029047332.1
OG0000702	XP_017884697.1	XP_029053331.1
OG0000703	XP_026670559.1, XP_026670560.1, XP_026670558.1, XP_017882423.1	XP_029038646.1, XP_029038645.1
OG0000704	XP_026671692.1	XP_029043519.1, XP_029043518.1
OG0000704	XP_017877568.1	XP_029039136.1
OG0000705	XP_017892765.1	XP_029044579.1, XP_029044422.1
OG0000706	XP_026666565.1, XP_017893132.1, XP_017893129.1	XP_029051637.1, XP_029051674.1
OG0000707	XP_017877743.1	XP_029036053.1
OG0000708	XP_017889612.1, XP_026674159.1	XP_029039483.1, XP_029039487.1, XP_029039484.1, XP_029039485.1, XP_029039486.1
OG0000709	XP_017881399.1, XP_026670020.1, XP_017881397.1	XP_029050804.1, XP_029050801.1
OG0000710	XP_017882042.1, XP_026670263.1	XP_029040038.1
OG0000711	XP_017882576.1, XP_026670617.1, XP_017882577.1	XP_029041955.1
OG0000712	XP_017891160.1, XP_026674859.1	XP_029051338.1
OG0000713	XP_026671747.1	XP_029041909.1
OG0000714	XP_026669440.1	XP_029046554.1, XP_029046550.1
OG0000715	XP_026670958.1	XP_029034744.1
OG0000715	XP_026670956.1	XP_029034742.1
OG0000716	XP_017885198.1, XP_017885199.1	XP_029055641.1, XP_029055642.1
OG0000717	XP_017879794.2, XP_017879791.1	XP_029048774.1
OG0000718	XP_026670425.1	XP_029051378.1, XP_029051382.1
OG0000719	XP_017875741.1	XP_029039665.1
OG0000720	XP_026673535.1	XP_029050239.1
OG0000720	XP_026672559.1	XP_029039566.1
OG0000721	XP_017882495.1	XP_029037138.1
OG0000722	XP_017885397.2	XP_029052343.1
OG0000723	XP_026668241.1	XP_029052946.1
OG0000724	XP_026671105.1, XP_026671107.1	XP_029041204.1, XP_029041210.1
OG0000726	XP_026672252.1	XP_029044541.1
OG0000727	XP_026671246.1	XP_029033709.1, XP_029033710.1, XP_029033481.1, XP_029033482.1, XP_029033480.1, XP_029033483.1, XP_029033707.1
OG0000728	XP_026673031.1	XP_029051358.1
OG0000729	XP_017882368.1, XP_017882367.1	XP_029050818.1
OG0000730	XP_017875091.1, XP_017875092.1, XP_026666937.1, XP_026666936.1	XP_029043981.1, XP_029044013.1
OG0000731	XP_017886547.1	XP_029044485.1
OG0000732	XP_017875259.1, XP_017875258.1, XP_026667010.1, XP_026667011.1	XP_029040696.1, XP_029040698.1, XP_029040697.1
OG0000733	XP_017887986.1, XP_017887985.1, XP_026673272.1, XP_017887983.1	XP_029046901.1, XP_029046900.1, XP_029046899.1, XP_029046898.1
OG0000734	XP_017888661.1	XP_029056100.1, XP_029056111.1, XP_029056110.1, XP_029056109.1
OG0000736	XP_026671501.1, XP_017884586.1	XP_029050709.1
OG0000737	XP_017882041.1, XP_017882040.1, XP_026670310.1	XP_029044849.1, XP_029044850.1
OG0000738	XP_017891762.2	XP_029042186.1
OG0000739	XP_026669512.1, XP_026669514.1, XP_026669513.1, XP_017880560.1	XP_029054971.1, XP_029054972.1
OG0000740	XP_017890732.1, XP_026674620.1, XP_017891203.1, XP_017891204.1	XP_029048761.1
OG0000741	XP_017889568.1	XP_029036898.1
OG0000742	XP_017882048.1	XP_029045647.1
OG0000743	XP_017880443.1, XP_026669485.1, XP_026669486.1, XP_026669487.1	XP_029051933.1
OG0000744	XP_017888513.1	XP_029040310.1
OG0000745	XP_017884691.1, XP_017884692.1	XP_029043259.1, XP_029043260.1
OG0000746	XP_026672346.1, XP_017885838.1	XP_029035212.1, XP_029035213.1
OG0000747	XP_017879015.1	XP_029037484.1
OG0000748	XP_017878005.1	XP_029046091.1
OG0000749	XP_017883309.1	XP_029034745.1
OG0000749	XP_017878148.1	XP_029045998.1
OG0000750	XP_017878430.1, XP_017878429.1, XP_026668533.1	XP_029049058.1, XP_029049055.1, XP_029049056.1, XP_029049057.1
OG0000751	XP_026671409.1	XP_029036250.1
OG0000751	XP_017889100.1	XP_029033906.1
OG0000752	XP_026668166.1	XP_029039135.1
OG0000753	XP_017889750.1	XP_029044382.1
OG0000754	XP_017889846.1	XP_029039515.1
OG0000755	XP_017885731.1	XP_029051860.1, XP_029051861.1, XP_029051863.1
OG0000756	XP_026671976.1	XP_029055378.1
OG0000756	XP_017885230.1	XP_029055377.1
OG0000757	XP_017876961.2	XP_029054481.1
OG0000758	XP_026672818.1	XP_029040597.1
OG0000758	XP_026670932.1	XP_029041032.1
OG0000759	XP_017886927.1, XP_026672770.1, XP_026672771.1	XP_029052225.1, XP_029052224.1, XP_029052223.1, XP_029052221.1
OG0000760	XP_017884968.1, XP_017891423.1	XP_029044834.1, XP_029044835.1, XP_029044833.1
OG0000761	XP_017879769.1	XP_029051596.1
OG0000762	XP_017879533.1	XP_029047045.1
OG0000764	XP_017879808.1	XP_029041333.1
OG0000764	XP_017879807.1	XP_029041332.1
OG0000765	XP_017875970.1	XP_029037335.1, XP_029037336.1
OG0000766	XP_017890189.1	XP_029046086.1, XP_029046087.1, XP_029046088.1, XP_029046085.1
OG0000767	XP_017887918.1	XP_029039436.1, XP_029039454.1, XP_029039446.1
OG0000768	XP_017890610.1	XP_029049673.1, XP_029049672.1, XP_029049675.1, XP_029049674.1
OG0000769	XP_026669131.1	XP_029032426.1, XP_029032425.1, XP_029032424.1
OG0000770	XP_017875530.1, XP_017875531.1	XP_029039259.1, XP_029039261.1, XP_029039257.1, XP_029039262.1, XP_029039260.1
OG0000771	XP_017876962.1	XP_029054309.1, XP_029054310.1
OG0000772	XP_017875958.1	XP_029040816.1, XP_029040815.1, XP_029040818.1, XP_029040817.1
OG0000773	XP_017890442.1, XP_017890441.1	XP_029042442.1, XP_029042441.1, XP_029042440.1
OG0000774	XP_017891628.1, XP_026674969.1, XP_026674968.1	XP_029039669.1
OG0000775	XP_017892640.1	XP_029037416.1
OG0000775	XP_017892637.1	XP_029037413.1
OG0000776	XP_017875728.1, XP_026666993.1	XP_029034048.1, XP_029034050.1, XP_029034049.1
OG0000777	XP_017888127.1	XP_029045416.1
OG0000778	XP_017887891.1	XP_029055404.1, XP_029055405.1, XP_029055406.1, XP_029055407.1
OG0000779	XP_017890991.1	XP_029037745.1
OG0000780	XP_017886611.1, XP_017886610.1	XP_029048996.1, XP_029048995.1
OG0000781	XP_017880879.1, XP_017880881.1, XP_026669691.1, XP_026669692.1	XP_029032935.1, XP_029032936.1
OG0000782	XP_017885608.1	XP_029052926.1
OG0000783	XP_026668692.1, XP_026668693.1, XP_017878758.1, XP_017878751.1, XP_026668694.1, XP_026668691.1	XP_029052180.1
OG0000784	XP_017875877.1	XP_029042530.1
OG0000785	XP_017884378.1	XP_029038453.1
OG0000786	XP_017887107.1	XP_029042324.1
OG0000787	XP_017880240.1, XP_017880238.1	XP_029038869.1, XP_029038866.1, XP_029038868.1, XP_029038867.1
OG0000789	XP_026672148.1, XP_017885599.1	XP_029043730.1, XP_029043728.1, XP_029043726.1, XP_029043727.1, XP_029043731.1
OG0000790	XP_017883311.1, XP_017883312.1	XP_029034750.1, XP_029034749.1
OG0000791	XP_017882547.1, XP_026670611.1	XP_029051030.1, XP_029051031.1, XP_029051032.1, XP_029051029.1
OG0000795	XP_017887597.1, XP_017887598.1	XP_029032577.1, XP_029032576.1
OG0000796	XP_017881787.1	XP_029044370.1
OG0000796	XP_017879124.1	XP_029035996.1
OG0000797	XP_026670023.1, XP_017881478.1	XP_029050797.1
OG0000798	XP_017878265.1	XP_029043504.1, XP_029043503.1
OG0000799	XP_017881231.1	XP_029041378.1
OG0000799	XP_026674566.1, XP_017881228.1, XP_017881225.1, XP_017881227.1	XP_029041376.1
OG0000800	XP_017887177.1, XP_026672902.1	XP_029032790.1, XP_029032789.1
OG0000801	XP_017888152.1	XP_029035910.1
OG0000802	XP_017875674.1	XP_029039753.1, XP_029039754.1, XP_029039755.1, XP_029039756.1
OG0000803	XP_026667268.1	XP_029054275.1
OG0000804	XP_026671373.1, XP_026671371.1, XP_026671372.1, XP_017884125.1	XP_029041174.1
OG0000805	XP_026666997.1	XP_029040208.1
OG0000805	XP_017878104.1	XP_029046982.1, XP_029046983.1
OG0000806	XP_026674155.1	XP_029047953.1
OG0000807	XP_017886888.1, XP_017886889.1	XP_029043270.1, XP_029043271.1
OG0000808	XP_017876658.1	XP_029040465.1
OG0000808	XP_026667693.1	XP_029040464.1
OG0000809	XP_017883524.1, XP_026671041.1	XP_029042846.1, XP_029042841.1
OG0000810	XP_026670613.1	XP_029034570.1
OG0000811	XP_017879550.1	XP_029053160.1, XP_029053159.1, XP_029053158.1
OG0000812	XP_017887581.1	XP_029055439.1
OG0000812	XP_017886173.1	XP_029032874.1
OG0000813	XP_026671097.1, XP_026671096.1, XP_017883701.1	XP_029049847.1, XP_029049846.1
OG0000814	XP_017893684.1	XP_029038499.1
OG0000815	XP_026673431.1, XP_017888284.1	XP_029034070.1, XP_029034071.1
OG0000816	XP_026667608.1, XP_026667607.1	XP_029040002.1
OG0000817	XP_017882319.1	XP_029038601.1
OG0000818	XP_017880930.1, XP_017880932.1, XP_017880931.1, XP_017880933.1, XP_017880934.1	XP_029050066.1, XP_029050068.1, XP_029050069.1, XP_029050067.1
OG0000819	XP_017882839.1	XP_029034836.1
OG0000819	XP_017882838.1	XP_029034833.1
OG0000820	XP_026671533.1	XP_029053604.1, XP_029053594.1, XP_029053725.1
OG0000821	XP_017876676.1	XP_029039781.1, XP_029039783.1, XP_029039780.1
OG0000822	XP_026667910.1	XP_029048472.1, XP_029048469.1
OG0000823	XP_017881113.1, XP_017878870.2	XP_029040963.1, XP_029040964.1, XP_029040962.1
OG0000824	XP_017885674.1, XP_017885675.1	XP_029039917.1
OG0000825	XP_017885016.1	XP_029041485.1
OG0000826	XP_017883572.1	XP_029045535.1, XP_029045534.1
OG0000827	XP_017882257.1, XP_017882258.1	XP_029051427.1, XP_029051428.1
OG0000828	XP_017875153.1	XP_029050419.1
OG0000829	XP_017879917.1	XP_029041730.1, XP_029041731.1, XP_029041733.1, XP_029041729.1, XP_029041735.1, XP_029041737.1, XP_029041738.1, XP_029041736.1, XP_029041732.1
OG0000830	XP_026669680.1	XP_029046161.1, XP_029046159.1, XP_029046160.1, XP_029046162.1
OG0000831	XP_017876837.1	XP_029053525.1
OG0000832	XP_017892866.1	XP_029052022.1
OG0000833	XP_017886589.1, XP_017886597.1	XP_029033171.1, XP_029033162.1
OG0000834	XP_026667171.1	XP_029044948.1, XP_029044947.1, XP_029044949.1
OG0000835	XP_026666973.1, XP_017877314.1	XP_029033243.1
OG0000836	XP_017889735.1, XP_017889737.1	XP_029050026.1
OG0000837	XP_017885647.1, XP_017885639.1	XP_029052942.1, XP_029052939.1, XP_029052940.1
OG0000838	XP_026671650.1, XP_026671655.1	XP_029052152.1, XP_029052159.1
OG0000839	XP_017883228.1, XP_017883229.1, XP_017883230.1, XP_026670908.1	XP_029041269.1
OG0000840	XP_026675422.1, XP_017892526.1, XP_017892525.1	XP_029032295.1
OG0000841	XP_017893228.1	XP_029038245.1
OG0000843	XP_017888490.1	XP_029040309.1
OG0000844	XP_017890723.1, XP_017890736.1, XP_017890735.1	XP_029047367.1, XP_029047368.1
OG0000845	XP_026675280.1	XP_029038807.1
OG0000846	XP_017880967.1	XP_029046106.1, XP_029054871.1, XP_029046768.1, XP_029050764.1, XP_029050765.1, XP_029046220.1, XP_029046219.1, XP_029046121.1
OG0000849	XP_017876485.1	XP_029034456.1, XP_029034454.1, XP_029039749.1, XP_029039748.1
OG0000850	XP_017883460.1, XP_026671012.1, XP_026671013.1	XP_029045453.1, XP_029045454.1, XP_029045455.1
OG0000851	XP_017893012.1, XP_017893037.1	XP_029033382.1
OG0000852	XP_017892777.1	XP_029048293.1
OG0000853	XP_017890670.1, XP_017890668.1, XP_017890669.1	XP_029050973.1
OG0000854	XP_026668939.1	XP_029053889.1
OG0000855	XP_026673088.1, XP_017887753.1	XP_029035330.1
OG0000856	XP_017889319.1, XP_017889323.1	XP_029049259.1
OG0000857	XP_017893630.1	XP_029035548.1
OG0000858	XP_017886982.1	XP_029044966.1
OG0000859	XP_017888184.1	XP_029050279.1, XP_029050276.1, XP_029050278.1, XP_029050275.1, XP_029050277.1
OG0000860	XP_017880741.1, XP_017880743.1, XP_017880742.1, XP_026669662.1	XP_029046128.1, XP_029046127.1
OG0000861	XP_017884014.1	XP_029036184.1
OG0000862	XP_026675565.1	XP_029041720.1, XP_029041507.1
OG0000863	XP_017883453.1	XP_029051488.1, XP_029051489.1
OG0000864	XP_017890226.1	XP_029036638.1, XP_029036637.1, XP_029036634.1, XP_029036636.1, XP_029036635.1
OG0000865	XP_017879477.1	XP_029048730.1
OG0000866	XP_017881151.1, XP_017890706.1	XP_029041767.1
OG0000867	XP_017892522.1	XP_029032211.1, XP_029032212.1
OG0000868	XP_017876441.1	XP_029044935.1, XP_029044930.1
OG0000869	XP_017885045.1	XP_029041487.1, XP_029041486.1, XP_029041488.1
OG0000870	XP_017882806.1	XP_029033304.1, XP_029033303.1
OG0000871	XP_017875546.1, XP_017875545.1, XP_017875544.1, XP_017875547.1	XP_029037492.1, XP_029037491.1
OG0000872	XP_017890947.1, XP_017890949.1	XP_029041012.1, XP_029041011.1
OG0000873	XP_017876463.1	XP_029036012.1
OG0000874	XP_017875134.1, XP_017875126.1	XP_029032300.1, XP_029032301.1
OG0000875	XP_017877547.1, XP_026668088.1	XP_029036158.1
OG0000876	XP_017893076.1, XP_017893077.1	XP_029046811.1, XP_029046812.1
OG0000877	XP_017893520.1	XP_029052830.1
OG0000878	XP_017891250.1	XP_029046313.1
OG0000879	XP_017884291.1, XP_017884292.1	XP_029039723.1, XP_029039725.1
OG0000881	XP_017885691.1	XP_029052283.1
OG0000882	XP_017883743.2, XP_017892810.1	XP_029044821.1
OG0000883	XP_017889898.1	XP_029036725.1
OG0000884	XP_017889744.1	XP_029036881.1
OG0000885	XP_017885544.1, XP_017885543.1	XP_029038208.1, XP_029038201.1, XP_029038202.1, XP_029038203.1, XP_029038204.1, XP_029038205.1, XP_029038207.1
OG0000886	XP_017882141.1, XP_017882142.1	XP_029046854.1
OG0000887	XP_017892830.1	XP_029053587.1
OG0000887	XP_017885763.1	XP_029053588.1
OG0000888	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_017885395.1, XP_026672076.1, XP_017885625.1	XP_029053364.1
OG0000890	XP_017893651.1	XP_029047371.1
OG0000891	XP_026675086.1, XP_026675088.1, XP_026675087.1, XP_026675089.1, XP_026675084.1, XP_026675085.1	XP_029037751.1, XP_029037750.1
OG0000892	XP_017884452.1, XP_017884453.1	XP_029042728.1
OG0000893	XP_017882384.1	XP_029033334.1
OG0000894	XP_017890425.1	XP_029054541.1, XP_029054540.1
OG0000895	XP_017882439.1, XP_017882435.1	XP_029038631.1, XP_029038632.1
OG0000896	XP_026674043.1	XP_029049327.1
OG0000897	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1	XP_029035306.1, XP_029035304.1, XP_029035305.1
OG0000898	XP_017883522.1	XP_029042797.1
OG0000898	XP_017888978.1	XP_029037816.1
OG0000899	XP_017878878.1, XP_017878881.1	XP_029053800.1, XP_029053799.1
OG0000900	XP_017877460.1	XP_029040266.1
OG0000901	XP_017887365.1	XP_029049408.1
OG0000902	XP_017889316.1, XP_017889317.1	XP_029052012.1
OG0000902	XP_017885425.2, XP_017889332.1	XP_029052015.1
OG0000903	XP_017880475.1	XP_029054357.1
OG0000904	XP_026670694.1	XP_029039322.1
OG0000904	XP_017882183.1	XP_029045629.1
OG0000905	XP_017885864.1	XP_029055400.1
OG0000906	XP_017883930.1	XP_029048118.1
OG0000906	XP_026674997.1	XP_029050534.1
OG0000908	XP_017886603.1, XP_017886604.1	XP_029048986.1
OG0000909	XP_017880094.1	XP_029035083.1, XP_029035086.1, XP_029035085.1, XP_029035087.1, XP_029035084.1
OG0000910	XP_017893366.1	XP_029036119.1
OG0000911	XP_026671666.1, XP_026671665.1	XP_029043458.1, XP_029043448.1
OG0000912	XP_026672257.1	XP_029044784.1
OG0000913	XP_017879669.1	XP_029035420.1, XP_029035419.1, XP_029035418.1
OG0000914	XP_017890825.1	XP_029046766.1
OG0000915	XP_017880117.1	XP_029038896.1
OG0000916	XP_017886050.1	XP_029033722.1
OG0000916	XP_017886126.1	XP_029033735.1
OG0000917	XP_017885753.1, XP_026672248.1, XP_026672249.1, XP_026672246.1, XP_026672250.1	XP_029042987.1, XP_029042986.1
OG0000918	XP_017892856.1, XP_017892858.1	XP_029035379.1
OG0000919	XP_026670595.1, XP_017882531.1, XP_017882532.1	XP_029046689.1, XP_029046687.1, XP_029046691.1, XP_029046690.1, XP_029046686.1, XP_029046692.1
OG0000920	XP_017882960.1, XP_017882961.1	XP_029037898.1, XP_029037897.1, XP_029037900.1, XP_029037899.1
OG0000921	XP_017876672.1	XP_029052287.1, XP_029052289.1, XP_029052288.1
OG0000923	XP_026673995.1, XP_026673992.1	XP_029038535.1
OG0000924	XP_017886187.1	XP_029053230.1, XP_029053231.1
OG0000925	XP_026673805.1, XP_026673797.1	XP_029051947.1
OG0000927	XP_017879362.1	XP_029056663.1, XP_029056664.1
OG0000928	XP_017876706.1	XP_029040031.1
OG0000929	XP_017889840.1	XP_029052786.1
OG0000930	XP_017885049.1, XP_017885048.1, XP_017885047.1, XP_017885046.1, XP_017885051.1, XP_026671578.1, XP_026671577.1, XP_017885050.1	XP_029037533.1
OG0000931	XP_017889354.1	XP_029040869.1
OG0000931	XP_017889954.1	XP_029040864.1
OG0000932	XP_026668435.1, XP_017882828.1, XP_017878105.1, XP_017878106.1	XP_029056379.1
OG0000933	XP_017885233.1	XP_029044620.1
OG0000933	XP_017889066.1	XP_029051948.1
OG0000934	XP_026669064.1	XP_029036524.1
OG0000935	XP_017888524.1	XP_029040257.1
OG0000936	XP_026673057.1, XP_026673056.1, XP_026673055.1, XP_017887707.1	XP_029047302.1, XP_029047300.1
OG0000937	XP_017893217.1, XP_017893218.1	XP_029051803.1, XP_029051801.1
OG0000938	XP_017888840.1	XP_029052964.1, XP_029052965.1
OG0000939	XP_017875080.1	XP_029035237.1
OG0000939	XP_026666921.1	XP_029035246.1
OG0000941	XP_017885418.1	XP_029044665.1
OG0000942	XP_017878317.1	XP_029047625.1
OG0000943	XP_017886498.1, XP_017886502.1, XP_017886500.1, XP_026672568.1	XP_029036790.1, XP_029036789.1, XP_029036788.1
OG0000944	XP_026671702.1	XP_029043546.1, XP_029043548.1
OG0000945	XP_017886599.1	XP_029049018.1
OG0000946	XP_017875247.1	XP_029044490.1
OG0000947	XP_026674145.1	XP_029052760.1
OG0000948	XP_017893300.1, XP_026666632.1	XP_029041820.1, XP_029041821.1, XP_029041822.1
OG0000949	XP_017885282.1	XP_029055599.1
OG0000950	XP_017877105.1	XP_029036826.1
OG0000951	XP_017893111.1	XP_029051552.1
OG0000952	XP_026672038.1	XP_029036632.1, XP_029036641.1
OG0000953	XP_026666455.1	XP_029034265.1, XP_029034263.1, XP_029034264.1
OG0000954	XP_017875041.1	XP_029040174.1
OG0000955	XP_026669575.1, XP_026669572.1	XP_029032113.1
OG0000957	XP_017878368.1, XP_017888803.1	XP_029051833.1
OG0000958	XP_026668322.1	XP_029046727.1, XP_029046784.1
OG0000959	XP_017876466.1	XP_029050523.1, XP_029050521.1, XP_029050520.1
OG0000959	XP_017876715.1	XP_029050518.1
OG0000960	XP_026674889.1	XP_029055708.1
OG0000961	XP_017881300.1, XP_026669919.1	XP_029054160.1
OG0000962	XP_026671636.1, XP_026671640.1, XP_026671643.1, XP_026671646.1	XP_029039417.1, XP_029039428.1
OG0000963	XP_017878327.1, XP_017878328.1	XP_029041343.1
OG0000964	XP_017884013.1	XP_029054698.1
OG0000964	XP_026671311.1	XP_029054693.1
OG0000965	XP_026674413.1	XP_029052896.1
OG0000965	XP_026674410.1	XP_029052892.1
OG0000966	XP_017891560.1	XP_029047977.1, XP_029047978.1, XP_029047979.1, XP_029047976.1
OG0000967	XP_026666863.1	XP_029035894.1
OG0000968	XP_017889067.1, XP_026673743.1	XP_029051950.1
OG0000970	XP_017880003.1	XP_029042747.1, XP_029042744.1, XP_029042745.1, XP_029042746.1
OG0000971	XP_017889754.1, XP_017891746.1, XP_017881006.1	XP_029036711.1
OG0000972	XP_017890471.1, XP_017890470.1	XP_029049715.1, XP_029049714.1
OG0000973	XP_017884491.1, XP_026671512.1	XP_029043587.1
OG0000974	XP_017884832.1, XP_026671770.1, XP_026671774.1	XP_029037631.1
