Orthogroup	Osmia_lignaria	Anopheles_gambiae
OG0000840	XP_034177541.1, XP_034177551.1	XP_310379.7, XP_003436628.1, XP_003436446.1, XP_314237.4
OG0000841	XP_034181768.1	XP_316016.3, XP_001688766.1, XP_319122.4, XP_319146.4, XP_311058.5
OG0000842	XP_034192812.1	XP_318601.4, XP_001689137.1, XP_001689136.1
OG0000843	XP_034187129.1	XP_315164.4, XP_314344.5
OG0000844	XP_034172406.1, XP_034172405.1	XP_553771.3
OG0000849	XP_034183622.1, XP_034189636.1	XP_563989.1
OG0000850	XP_034180435.1, XP_034180437.1, XP_034180436.1	XP_317465.2
OG0000851	XP_034185597.1	XP_309827.4
OG0000852	XP_034172044.1	XP_552427.2
OG0000853	XP_034186796.1, XP_034186797.1, XP_034186798.1, XP_034186795.1	XP_001237881.1
OG0000854	XP_034196499.1	XP_566387.4, XP_316496.3
OG0000855	XP_034172075.1	XP_001687874.1, XP_001687873.1, XP_001687875.1, XP_308237.4, XP_001687876.1
OG0000856	XP_034183287.1	XP_001689087.1, XP_318047.4
OG0000857	XP_034174526.1, XP_034174525.1, XP_034174524.1, XP_034174523.1, XP_034174529.1, XP_034174528.1, XP_034174527.1, XP_034174522.1	XP_562320.4
OG0000858	XP_034180271.1	XP_552102.3
OG0000859	XP_034173381.1	XP_001230995.1, XP_309522.4
OG0000860	XP_034194264.1	XP_321195.5
OG0000861	XP_034170892.1	XP_315658.3
OG0000862	XP_034195426.1	XP_001238522.2, XP_001238523.2, XP_003435843.1
OG0000863	XP_034185668.1, XP_034185670.1	XP_312621.4
OG0000864	XP_034192662.1	XP_312223.5, XP_319733.4
OG0000865	XP_034176896.1	XP_315231.5
OG0000866	XP_034183190.1, XP_034183192.1, XP_034183191.1	XP_319528.4
OG0000867	XP_034174325.1, XP_034174336.1, XP_034174316.1	XP_315403.4
OG0000870	XP_034184904.1	XP_320737.4
OG0000871	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1	XP_311516.4
OG0000872	XP_034181751.1, XP_034181750.1, XP_034181753.1	XP_316840.3
OG0000873	XP_034187537.1	XP_557731.3
OG0000875	XP_034178077.1	XP_308629.2
OG0000876	XP_034190240.1, XP_034190239.1	XP_312228.5
OG0000877	XP_034178224.1	XP_315841.3
OG0000878	XP_034181479.1	XP_308419.4
OG0000879	XP_034189598.1, XP_034189599.1	XP_001689090.1, XP_001689089.1, XP_318058.4
OG0000881	XP_034189677.1	XP_311105.2
OG0000883	XP_034193676.1, XP_034193677.1	XP_313339.4, XP_003436531.1
OG0000884	XP_034193462.1	XP_307777.3
OG0000886	XP_034180685.1, XP_034180684.1	XP_003436122.1, XP_312518.5
OG0000887	XP_034192262.1, XP_034192264.1, XP_034192207.1	XP_321479.1
OG0000888	XP_034192158.1, XP_034174666.1	XP_321033.5
OG0000890	XP_034173867.1	XP_001237490.3, XP_003436386.1
OG0000892	XP_034192271.1, XP_034192267.1, XP_034172302.1	XP_003436835.1, XP_313833.5
OG0000894	XP_034192209.1, XP_034192212.1	XP_316113.4
OG0000895	XP_034182503.1, XP_034182492.1, XP_034182496.1	XP_308934.4
OG0000896	XP_034179388.1, XP_034179490.1	XP_320173.4, XP_318850.4
OG0000897	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_001237068.2, XP_001687904.1
OG0000899	XP_034171832.1	XP_003436759.1, XP_313176.5
OG0000900	XP_034186437.1	XP_315331.4, XP_555956.2, XP_315333.4
OG0000901	XP_034185264.1	XP_317516.4
OG0000903	XP_034171020.1	XP_312952.4, XP_312953.4
OG0000904	XP_034184563.1	XP_001688859.1, XP_001688857.1, XP_001688856.1, XP_001688858.1, XP_316396.4
OG0000905	XP_034176256.1	XP_312929.3, XP_003436421.1
OG0000906	XP_034194763.1	XP_318613.4
OG0000906	XP_034185940.1	XP_309041.4, XP_309040.4
OG0000908	XP_034185707.1, XP_034185708.1	XP_316672.4
OG0000909	XP_034185582.1, XP_034185583.1, XP_034185578.1, XP_034185580.1, XP_034185581.1	XP_318981.4
OG0000910	XP_034178793.1	XP_001237085.1, XP_308481.1, XP_001237087.1, XP_308448.2, XP_308446.3
OG0000911	XP_034180882.1, XP_034180893.1	XP_001688047.1, XP_308622.4
OG0000912	XP_034184131.1, XP_034184142.1	XP_552325.3
OG0000914	XP_034190362.1	XP_001688294.1
OG0000915	XP_034183062.1	XP_001238053.2, XP_001238056.2, XP_001238057.1, XP_318842.4, XP_318838.4
OG0000916	XP_034188357.1	XP_319584.4
OG0000916	XP_034188361.1, XP_034188360.1	XP_319585.4
OG0000917	XP_034187453.1, XP_034187452.1	XP_003436170.1
OG0000918	XP_034175887.1	XP_003435743.1, XP_001687900.1, XP_001687901.1, XP_001687902.1
OG0000919	XP_034173735.1, XP_034173734.1, XP_034173733.1, XP_034173737.1, XP_034173736.1	XP_308247.4
OG0000920	XP_034172598.1, XP_034172599.1, XP_034172596.1, XP_034172597.1	XP_318629.2
OG0000921	XP_034189680.1, XP_034189681.1, XP_034189682.1, XP_034189683.1	XP_003435754.1
OG0000922	XP_034190592.1	XP_311884.5
OG0000923	XP_034175024.1, XP_034175018.1	XP_556301.3
OG0000924	XP_034194386.1	XP_315708.4
OG0000925	XP_034173467.1	XP_003436686.1
OG0000927	XP_034171094.1, XP_034171093.1, XP_034171092.1, XP_034171095.1	XP_310706.3
OG0000928	XP_034189849.1	XP_563117.1, XP_003436339.1, XP_003436340.1
OG0000929	XP_034179318.1	XP_565460.2
OG0000930	XP_034191756.1	XP_003437155.1, XP_003437156.1, XP_309146.4, XP_003437157.1
OG0000931	XP_034179561.1	XP_321812.4
OG0000932	XP_034179540.1	XP_321361.5
OG0000933	XP_034191786.1, XP_034173570.1	XP_308800.3
OG0000934	XP_034192953.1	XP_308788.3
OG0000935	XP_034187241.1	XP_310832.5, XP_310834.4, XP_310684.3, XP_310833.5
OG0000936	XP_034175603.1	XP_314147.4
OG0000937	XP_034188007.1, XP_034188006.1	XP_314129.4
OG0000938	XP_034184735.1, XP_034184734.1, XP_034184733.1, XP_034184736.1	XP_318102.2
OG0000941	XP_034189067.1	XP_320660.4
OG0000942	XP_034179417.1	XP_309480.3
OG0000943	XP_034193562.1	XP_321357.4
OG0000944	XP_034180736.1	XP_313297.3
OG0000945	XP_034186310.1, XP_034186312.1	XP_320578.4
OG0000946	XP_034178644.1, XP_034178643.1	XP_316421.3
OG0000947	XP_034179287.1	XP_313650.5
OG0000948	XP_034180454.1, XP_034180455.1, XP_034180456.1	XP_309921.3
OG0000950	XP_034190142.1, XP_034190143.1	XP_319893.3
OG0000951	XP_034184794.1	XP_310711.2
OG0000952	XP_034184206.1, XP_034184205.1	XP_313752.4, XP_003436823.1, XP_003436822.1
OG0000953	XP_034189305.1, XP_034189302.1, XP_034189304.1	XP_317950.3, XP_317944.4, XP_317948.4, XP_554872.3
OG0000955	XP_034171887.1	XP_001238322.2, XP_561526.1, XP_320459.4
OG0000957	XP_034190259.1	XP_316912.4
OG0000958	XP_034173680.1, XP_034173685.1	XP_318029.4
OG0000959	XP_034183625.1, XP_034183626.1, XP_034183827.1	XP_319812.4
OG0000960	XP_034177332.1	XP_313575.5
OG0000961	XP_034184073.1, XP_034184070.1	XP_312657.5, XP_003436086.1
OG0000962	XP_034180283.1, XP_034180297.1, XP_034180295.1	XP_308166.4
OG0000963	XP_034177225.1	XP_312843.1, XP_003436411.1, XP_003436410.1, XP_003436409.1
OG0000964	XP_034171352.1, XP_034171351.1	XP_320746.4
OG0000965	XP_034184086.1	XP_001688923.1, XP_001688924.1, XP_316615.4, XP_316614.4
OG0000966	XP_034184334.1, XP_034184333.1, XP_034184332.1	XP_314043.4
OG0000967	XP_034187639.1, XP_034187640.1, XP_034187638.1	XP_308187.4, XP_001687862.1
OG0000968	XP_034173572.1, XP_034173571.1	XP_313931.4
OG0000970	XP_034176225.1, XP_034176226.1, XP_034176224.1	XP_320569.3
OG0000971	XP_034193659.1	XP_001688071.1
OG0000972	XP_034193136.1	XP_317352.3
OG0000974	XP_034191527.1	XP_001689389.2
OG0000975	XP_034174317.1	XP_317924.4
OG0000976	XP_034195212.1, XP_034195220.1, XP_034195217.1, XP_034195224.1	XP_320253.2
OG0000977	XP_034176763.1	XP_312558.5
OG0000978	XP_034175477.1	XP_310715.5, XP_314327.3
OG0000979	XP_034178365.1, XP_034192445.1, XP_034192444.1, XP_034192446.1	XP_319777.4, XP_309185.5
OG0000980	XP_034181217.1	XP_313773.4, XP_553643.3, XP_309023.4, XP_315517.3
OG0000981	XP_034173760.1, XP_034173759.1, XP_034173761.1, XP_034173755.1, XP_034173757.1, XP_034173754.1, XP_034173758.1	XP_318419.5
OG0000982	XP_034185935.1	XP_001687830.2
OG0000983	XP_034192716.1	XP_311964.4
OG0000984	XP_034178006.1	XP_319605.4
OG0000984	XP_034178004.1	XP_552730.3
OG0000985	XP_034190102.1	XP_315127.2
OG0000986	XP_034176941.1	XP_313139.4
OG0000987	XP_034182022.1, XP_034171497.1	XP_320264.4
OG0000988	XP_034195550.1, XP_034195549.1	XP_024667085.1, XP_309588.5, XP_003436692.1
OG0000989	XP_034178407.1, XP_034178405.1	XP_321415.5, XP_003435899.1
OG0000990	XP_034185754.1, XP_034185755.1, XP_034185756.1, XP_034185752.1, XP_034185751.1, XP_034185753.1	XP_321555.1
OG0000992	XP_034178167.1, XP_034178166.1	XP_309992.2
OG0000993	XP_034171207.1, XP_034171206.1	XP_003436444.1, XP_003436445.1
OG0000994	XP_034171673.1, XP_034171674.1	XP_309631.5
OG0000995	XP_034186263.1, XP_034175673.1	XP_308821.4, XP_001688099.1
OG0000996	XP_034195101.1, XP_034195102.1	XP_314487.3
OG0000997	XP_034177088.1	XP_315616.4
OG0000999	XP_034185608.1	XP_317398.3, XP_001237925.1
OG0001000	XP_034190868.1	XP_003436472.1, XP_311698.5
OG0001001	XP_034174538.1	XP_001688785.1, XP_316161.4, XP_001688784.1, XP_001688783.1
OG0001002	XP_034179570.1, XP_034179579.1	XP_552293.2, XP_319645.4
OG0001003	XP_034185954.1, XP_034185952.1, XP_034185953.1	XP_314318.4
OG0001004	XP_034186039.1	XP_308942.4
OG0001005	XP_034179988.1, XP_034179989.1, XP_034179986.1, XP_034179987.1	XP_321274.5
OG0001006	XP_034176286.1, XP_034176287.1	XP_003436707.1, XP_309629.5
OG0001007	XP_034180622.1, XP_034180623.1, XP_034180619.1, XP_034180620.1, XP_034180621.1, XP_034180624.1	XP_001688444.2
OG0001008	XP_034175217.1	XP_310585.4, XP_310530.3
OG0001009	XP_034176145.1	XP_317322.4
OG0001010	XP_034180151.1	XP_310232.4
OG0001011	XP_034190314.1, XP_034190315.1	XP_314123.4
OG0001013	XP_034180220.1	XP_314060.4
OG0001014	XP_034196606.1	XP_312817.4
OG0001015	XP_034185533.1	XP_308884.2
OG0001016	XP_034172226.1, XP_034193451.1	XP_563695.1
OG0001017	XP_034194629.1, XP_034194613.1, XP_034194620.1	XP_311055.5
OG0001018	XP_034195546.1	XP_001688381.1
OG0001018	XP_034195668.1	XP_313804.3
OG0001019	XP_034193171.1	XP_316696.4
OG0001020	XP_034194356.1, XP_034194357.1	XP_314731.4
OG0001022	XP_034185216.1	XP_003436590.1, XP_310271.7
OG0001023	XP_034193213.1, XP_034193212.1, XP_034193214.1	XP_313173.5
OG0001024	XP_034180076.1, XP_034180077.1	XP_319635.4
OG0001025	XP_034183565.1	XP_314283.5
OG0001026	XP_034171444.1, XP_034171443.1, XP_034171446.1, XP_034171445.1, XP_034171441.1, XP_034171442.1	XP_003436567.1, XP_313472.4
OG0001027	XP_034192770.1, XP_034192772.1, XP_034192775.1, XP_034192769.1, XP_034192771.1, XP_034192773.1	XP_309944.3
OG0001028	XP_034189226.1, XP_034176318.1	XP_311527.2
OG0001030	XP_034180877.1, XP_034180881.1, XP_034180878.1	XP_309545.3
OG0001031	XP_034173192.1, XP_034173193.1, XP_034173195.1, XP_034173196.1	XP_315208.4
OG0001032	XP_034177986.1, XP_034175197.1	XP_310000.4
OG0001033	XP_034172943.1	XP_310453.2
OG0001034	XP_034177105.1	XP_310276.4
OG0001035	XP_034188104.1, XP_034188106.1, XP_034188105.1, XP_034188103.1	XP_321735.4
OG0001036	XP_034178925.1, XP_034191136.1	XP_319657.4
OG0001037	XP_034181054.1, XP_034181053.1	XP_315158.3
OG0001038	XP_034176773.1, XP_034176774.1	XP_319690.4
OG0001039	XP_034191955.1	XP_310813.5
OG0001040	XP_034172327.1	XP_311818.2
OG0001041	XP_034196125.1	XP_310153.4
OG0001042	XP_034171367.1	XP_308531.3
OG0001043	XP_034195755.1, XP_034195738.1	XP_308245.4
OG0001044	XP_034178974.1, XP_034178975.1	XP_315822.5
OG0001045	XP_034181765.1	XP_310646.5
OG0001046	XP_034183001.1	XP_312227.5
OG0001048	XP_034178672.1, XP_034178669.1	XP_308398.3
OG0001049	XP_034184517.1	XP_001687845.1, XP_001687846.1, XP_308153.4
OG0001050	XP_034175103.1, XP_034175109.1, XP_034175107.1	XP_320316.4
OG0001052	XP_034192975.1	XP_310662.5
OG0001053	XP_034174919.1, XP_034174922.1	XP_001687881.1, XP_308279.2
OG0001054	XP_034191193.1	XP_314840.4
OG0001055	XP_034178783.1, XP_034178784.1, XP_034178782.1	XP_311983.4
OG0001056	XP_034171186.1, XP_034171187.1	XP_308553.4, XP_001687984.1, XP_001687985.1
OG0001057	XP_034192748.1, XP_034192759.1, XP_034192758.1, XP_034192752.1, XP_034192751.1, XP_034192749.1, XP_034192757.1, XP_034192755.1, XP_034192754.1, XP_034192753.1, XP_034192750.1	XP_309938.3
OG0001058	XP_034186171.1, XP_034186172.1, XP_034186170.1	XP_311505.1
OG0001059	XP_034188697.1, XP_034182125.1	XP_003435972.1, XP_321126.5
OG0001061	XP_034185702.1	XP_315958.4, XP_001688754.1
OG0001063	XP_034195521.1	XP_312857.5
OG0001064	XP_034194045.1, XP_034194043.1, XP_034194042.1	XP_564324.1, XP_310275.7
OG0001065	XP_034189611.1, XP_034189614.1	XP_313928.3
OG0001066	XP_034193133.1, XP_034193129.1	XP_001238515.3, XP_308515.4
OG0001067	XP_034175494.1, XP_034175495.1	XP_001688943.1, XP_557321.3
OG0001068	XP_034190441.1, XP_034190468.1	XP_001237855.2, XP_316699.4, XP_001688951.1
OG0001069	XP_034191932.1	XP_312834.5
OG0001070	XP_034173026.1	XP_317977.5, XP_318025.4, XP_318028.4
OG0001071	XP_034184577.1	XP_312799.5
OG0001072	XP_034178796.1	XP_550917.4
OG0001073	XP_034184211.1, XP_034184212.1	XP_311915.3
OG0001074	XP_034191911.1, XP_034191889.1	XP_307839.4
OG0001076	XP_034181315.1	XP_313348.4
OG0001077	XP_034186544.1	XP_319424.2, XP_319425.2
OG0001078	XP_034189835.1, XP_034189836.1, XP_034189837.1, XP_034189832.1, XP_034189838.1, XP_034189834.1	XP_320176.3, XP_320177.4
OG0001079	XP_034177458.1, XP_034177459.1, XP_034177460.1	XP_320339.4
OG0001081	XP_034180808.1	XP_308790.4
OG0001082	XP_034172987.1, XP_034172986.1	XP_315574.3, XP_001237683.2
OG0001083	XP_034180327.1	XP_314359.3, XP_001688566.1
OG0001084	XP_034192058.1	XP_556553.2
OG0001085	XP_034192926.1	XP_317314.3
OG0001086	XP_034187630.1	XP_001689067.1, XP_001238005.1, XP_317929.3
OG0001090	XP_034187646.1, XP_034187647.1	XP_315009.3
OG0001091	XP_034196131.1	XP_003436096.1, XP_312603.5, XP_319738.2
OG0001092	XP_034180589.1, XP_034180659.1	XP_003436030.1, XP_320944.5, XP_003436029.1, XP_003436028.1
OG0001093	XP_034183459.1, XP_034183453.1	XP_319293.4
OG0001094	XP_034172312.1	XP_307411.2, XP_003436009.1, XP_003436008.1, XP_321028.5
OG0001095	XP_034171736.1	XP_314827.2
OG0001097	XP_034189603.1, XP_034189601.1	XP_317307.4
OG0001098	XP_034186450.1	XP_321240.5
OG0001099	XP_034189301.1	XP_310965.5
OG0001100	XP_034195611.1	XP_314568.3
OG0001101	XP_034193116.1	XP_001688400.2, XP_312658.5
OG0001102	XP_034174277.1	XP_311181.2, XP_312618.2
OG0001103	XP_034184813.1	XP_553744.3
OG0001104	XP_034177620.1, XP_034177618.1, XP_034177619.1	XP_308660.3
OG0001105	XP_034171581.1	XP_310975.1, XP_566239.1, XP_319078.2
OG0001106	XP_034180966.1, XP_034180964.1, XP_034180965.1	XP_320183.2
OG0001107	XP_034185419.1	XP_314706.4
OG0001108	XP_034185226.1	XP_311208.4
OG0001109	XP_034190510.1, XP_034190509.1, XP_034190511.1	XP_321850.3
OG0001110	XP_034176105.1, XP_034176106.1, XP_034176107.1, XP_034176104.1	XP_560496.3, XP_320439.4
OG0001111	XP_034172906.1	XP_321349.4
OG0001112	XP_034182139.1	XP_318149.4
OG0001113	XP_034177084.1, XP_034177085.1, XP_034177086.1	XP_307774.3
OG0001114	XP_034185828.1	XP_318236.4
OG0001115	XP_034185352.1	XP_320996.5
OG0001117	XP_034183606.1, XP_034183605.1, XP_034183604.1, XP_034183602.1	XP_312919.4
OG0001118	XP_034188923.1, XP_034188924.1	XP_322006.1
OG0001119	XP_034176009.1, XP_034176006.1, XP_034176007.1, XP_034176008.1	XP_003437115.1, XP_316802.5
OG0001120	XP_034175203.1	XP_315358.4
OG0001121	XP_034173241.1	XP_320248.4
OG0001122	XP_034188975.1	XP_320362.4
OG0001123	XP_034179080.1	XP_313330.5
OG0001124	XP_034189565.1, XP_034189566.1	XP_312370.5
OG0001126	XP_034192402.1	XP_312385.5
OG0001127	XP_034182029.1	XP_003437008.1
OG0001128	XP_034181255.1	XP_313287.4, XP_315365.3, XP_001688644.1
OG0001129	XP_034195384.1	XP_308038.5, XP_003436041.1, XP_308996.3
OG0001130	XP_034178604.1, XP_034178603.1, XP_034178602.1, XP_034178601.1	XP_318345.4
OG0001131	XP_034180587.1, XP_034180593.1	XP_003435809.1, XP_321814.4, XP_551513.3
OG0001132	XP_034187455.1, XP_034187457.1, XP_034187456.1, XP_034187459.1, XP_034187458.1, XP_034187454.1	XP_320484.2
OG0001133	XP_034181239.1	XP_311448.4, XP_003436891.1, XP_554228.4, XP_311449.4
OG0001134	XP_034178023.1, XP_034178019.1	XP_319097.3
OG0001135	XP_034172088.1	XP_308076.3, XP_311350.2
OG0001137	XP_034188644.1	XP_024667094.1, XP_306688.4, XP_319223.4
OG0001138	XP_034174988.1	XP_320011.4
OG0001139	XP_034179909.1, XP_034179896.1	XP_307945.5
OG0001140	XP_034187615.1, XP_034187617.1, XP_034187616.1, XP_034187618.1	XP_317273.3
OG0001142	XP_034186751.1	XP_311392.4
OG0001143	XP_034186083.1, XP_034186084.1	XP_557018.3
OG0001144	XP_034178881.1, XP_034178875.1	XP_307534.2, XP_313797.5
OG0001145	XP_034183918.1	XP_308148.3
OG0001146	XP_034177091.1, XP_034193007.1	XP_308872.2
OG0001147	XP_034181639.1, XP_034181638.1, XP_034181637.1, XP_034181636.1, XP_034181634.1, XP_034181635.1	XP_310582.2
OG0001148	XP_034176415.1	XP_314234.2
OG0001149	XP_034193355.1, XP_034193359.1, XP_034193357.1, XP_034193358.1, XP_034193360.1, XP_034193364.1, XP_034193363.1, XP_034193361.1, XP_034193362.1	XP_308972.4
OG0001150	XP_034174258.1, XP_034174256.1, XP_034174259.1	XP_315411.4
OG0001151	XP_034175216.1	XP_312460.5
OG0001152	XP_034185850.1	XP_310362.7
OG0001153	XP_034174560.1, XP_034174564.1	XP_553211.3
OG0001154	XP_034193938.1	XP_311713.5, XP_003436477.1
OG0001155	XP_034188751.1, XP_034188750.1, XP_034188749.1	XP_310967.5
OG0001156	XP_034183424.1, XP_034183423.1	XP_003436005.1, XP_321037.5
OG0001157	XP_034172285.1	XP_311092.3
OG0001158	XP_034195518.1, XP_034195533.1, XP_034195526.1	XP_315369.4
OG0001159	XP_034176206.1, XP_034176207.1	XP_552266.3
OG0001160	XP_034174113.1, XP_034174109.1, XP_034174110.1, XP_034174111.1, XP_034174112.1	XP_553588.1
OG0001161	XP_034191779.1	XP_312237.4, XP_321654.3
OG0001165	XP_034183564.1, XP_034183563.1	XP_321402.5, XP_003435904.1
OG0001166	XP_034188785.1, XP_034188784.1	XP_003437030.1, XP_310514.3, XP_001237264.1
OG0001167	XP_034195581.1	XP_316568.4
OG0001168	XP_034184018.1, XP_034184017.1	XP_318706.4
OG0001169	XP_034180023.1	XP_317457.4
OG0001171	XP_034181621.1, XP_034181619.1	XP_310580.4, XP_003437016.1
OG0001172	XP_034176822.1, XP_034176827.1	XP_321331.5, XP_003435918.1
OG0001173	XP_034172429.1	XP_003436462.1
OG0001174	XP_034189266.1, XP_034183182.1	XP_313500.1
OG0001175	XP_034196369.1	XP_316052.4
OG0001176	XP_034170973.1	XP_309066.4
OG0001178	XP_034171345.1, XP_034171350.1, XP_034171348.1, XP_034171347.1, XP_034171346.1	XP_320745.4
OG0001179	XP_034183642.1	XP_318508.4
OG0001180	XP_034181925.1, XP_034181930.1	XP_312107.4, XP_003436250.1
OG0001181	XP_034196230.1, XP_034196231.1	XP_310584.5
OG0001182	XP_034174871.1, XP_034174877.1	XP_320209.4
OG0001183	XP_034188546.1, XP_034188540.1	XP_001237762.2
OG0001184	XP_034192556.1	XP_003436481.1, XP_558879.4, XP_003436480.1
OG0001185	XP_034186925.1, XP_034186928.1	XP_317794.3, XP_557418.3, XP_309856.4, XP_554727.1
OG0001186	XP_034185239.1, XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185240.1	XP_001237242.1
OG0001187	XP_034184862.1	XP_001230352.1, XP_321322.5
OG0001189	XP_034180630.1	XP_556172.2
OG0001190	XP_034188565.1, XP_034188563.1	XP_314805.4
OG0001191	XP_034179538.1, XP_034179528.1, XP_034179527.1	XP_559733.2, XP_309365.2
OG0001193	XP_034173693.1	XP_320433.1
OG0001195	XP_034189890.1, XP_034189889.1, XP_034189891.1	XP_319946.4
OG0001197	XP_034172980.1, XP_034172979.1, XP_034172981.1	XP_311347.4
OG0001198	XP_034183506.1, XP_034183505.1, XP_034183503.1, XP_034183504.1	XP_317373.3
OG0001202	XP_034176718.1	XP_320320.4, XP_320321.3
OG0001203	XP_034172801.1	XP_308917.3, XP_313576.4
OG0001204	XP_034189459.1	XP_556259.3
OG0001205	XP_034193901.1, XP_034184389.1	XP_310915.3
OG0001207	XP_034183242.1, XP_034183241.1	XP_320895.4, XP_320898.4
OG0001208	XP_034176726.1	XP_563571.4
OG0001214	XP_034192231.1	XP_003437198.1, XP_003437199.1, XP_003437197.1, XP_318298.5, XP_003437202.1, XP_003437203.1, XP_003437201.1, XP_003437200.1
OG0001215	XP_034180167.1	XP_315584.3
OG0001216	XP_034175165.1	XP_319631.4
OG0001217	XP_034191212.1	XP_001237272.3
OG0001218	XP_034195620.1, XP_034195619.1	XP_311542.4
OG0001219	XP_034191000.1	XP_321594.5
OG0001220	XP_034191390.1, XP_034191391.1, XP_034191388.1, XP_034191389.1	XP_317914.3, XP_320417.3
OG0001221	XP_034187966.1	XP_313849.2
OG0001222	XP_034193972.1, XP_034193974.1	XP_321456.5, XP_003435893.1
OG0001223	XP_034183725.1, XP_034183724.1	XP_311768.3
OG0001224	XP_034191325.1, XP_034191326.1	XP_315115.4
OG0001225	XP_034185182.1, XP_034185183.1, XP_034185184.1, XP_034185186.1	XP_003437152.1, XP_309141.2, XP_001688166.1
OG0001226	XP_034180809.1	XP_557147.3
OG0001228	XP_034179195.1	XP_308185.4
OG0001229	XP_034175638.1	XP_321154.5, XP_561425.4
OG0001230	XP_034176994.1	XP_306740.3, XP_555129.1
OG0001231	XP_034178706.1	XP_316842.5
OG0001232	XP_034177425.1	XP_317470.4
OG0001233	XP_034195005.1	XP_564861.2, XP_309343.4
OG0001234	XP_034178317.1	XP_318427.5
OG0001236	XP_034177780.1, XP_034177781.1	XP_308646.4
OG0001237	XP_034175664.1	XP_316118.4, XP_001688780.1, XP_001688779.1
OG0001238	XP_034184948.1	XP_311357.4
OG0001239	XP_034176391.1, XP_034176392.1	XP_307938.5
OG0001240	XP_034175167.1	XP_318582.3
OG0001241	XP_034176190.1, XP_034176194.1	XP_320914.4
OG0001242	XP_034178872.1, XP_034178846.1	XP_308221.4
OG0001244	XP_034193118.1, XP_034193119.1, XP_034193117.1	XP_001689367.1
OG0001245	XP_034195874.1	XP_321648.3
OG0001246	XP_034188155.1	XP_310077.4
OG0001247	XP_034189745.1, XP_034189744.1	XP_321174.5
OG0001248	XP_034191744.1, XP_034191743.1, XP_034191742.1	XP_310021.4
OG0001249	XP_034179871.1	XP_320124.6, XP_312729.4
OG0001250	XP_034184971.1	XP_003436645.1, XP_308104.5
OG0001251	XP_034174499.1	XP_310489.5, XP_001688288.2
OG0001252	XP_034193498.1	XP_310427.5
OG0001253	XP_034175880.1	XP_308343.4
OG0001254	XP_034182229.1	XP_320968.4
OG0001255	XP_034194579.1	XP_564170.3
OG0001256	XP_034196141.1, XP_034196139.1	XP_560153.3, XP_003437143.1
OG0001257	XP_034173799.1	XP_562833.3, XP_003436381.1, XP_562831.2, XP_003436380.1
OG0001258	XP_034174253.1, XP_034174249.1	XP_310177.3
OG0001259	XP_034176645.1	XP_311427.4
OG0001260	XP_034179841.1, XP_034179842.1	XP_308216.2
OG0001261	XP_034184351.1	XP_320145.3
OG0001262	XP_034176208.1	XP_312902.5, XP_001237504.2
OG0001263	XP_034184311.1	XP_318757.4
OG0001264	XP_034184003.1	XP_317955.4
OG0001265	XP_034171032.1, XP_034171031.1	XP_559898.3
OG0001267	XP_034184817.1	XP_314507.4
OG0001268	XP_034194058.1, XP_034183288.1	XP_310216.4, XP_310215.4
OG0001269	XP_034170855.1, XP_034170890.1	XP_309316.4
OG0001270	XP_034189953.1	XP_307773.4
OG0001271	XP_034191685.1	XP_312449.4
OG0001272	XP_034181526.1	XP_316157.2
OG0001273	XP_034176964.1, XP_034176963.1	XP_310979.5
OG0001274	XP_034176746.1, XP_034176745.1, XP_034176747.1	XP_312084.5
OG0001277	XP_034194473.1	XP_552532.3
OG0001278	XP_034193961.1, XP_034193960.1	XP_321063.5
OG0001279	XP_034187821.1	XP_311100.5
OG0001280	XP_034178827.1	XP_319604.4
OG0001281	XP_034186832.1, XP_034186841.1	XP_001237136.2, XP_003435739.1
OG0001282	XP_034185916.1, XP_034185917.1, XP_034185914.1, XP_034185915.1	XP_001688070.1
OG0001283	XP_034181744.1, XP_034181837.1	XP_313998.3
OG0001284	XP_034182364.1, XP_034182370.1	XP_001689151.1, XP_001689162.1
OG0001286	XP_034180255.1	XP_318853.2
OG0001287	XP_034172493.1	XP_551001.4
OG0001288	XP_034180431.1, XP_034180430.1, XP_034180429.1	XP_310977.5
OG0001289	XP_034181900.1	XP_003437137.1, XP_309110.3
OG0001290	XP_034178847.1, XP_034178848.1, XP_034178845.1	XP_311436.4
OG0001291	XP_034186514.1	XP_313145.5
OG0001292	XP_034180332.1	XP_308278.3
OG0001293	XP_034189845.1	XP_311898.4
OG0001294	XP_034179747.1, XP_034179749.1, XP_034179750.1	XP_321341.3
OG0001295	XP_034173343.1	XP_314005.4, XP_001688503.1, XP_001688504.1
OG0001298	XP_034183917.1	XP_308149.4
OG0001300	XP_034183262.1	XP_314929.3
OG0001301	XP_034171853.1	XP_310852.4
OG0001303	XP_034171879.1	XP_320455.4
OG0001304	XP_034193633.1, XP_034193632.1	XP_001237568.1
OG0001305	XP_034182781.1	XP_308312.4, XP_001687892.1, XP_308314.4
OG0001306	XP_034189742.1, XP_034189740.1	XP_318367.5, XP_003436659.1, XP_003436658.1
OG0001307	XP_034177683.1	XP_001237138.3
OG0001308	XP_034186825.1	XP_565909.3
OG0001310	XP_034192862.1	XP_310388.3
