Orthogroup	Osmia_lignaria	Osmia_bicornis
OG0000494	XP_034174964.1	XP_029053300.1
OG0000495	XP_034177187.1, XP_034177193.1	XP_029055333.1
OG0000496	XP_034183865.1, XP_034183826.1, XP_034183833.1, XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183817.1	XP_029055363.1, XP_029055361.1, XP_029055362.1, XP_029055359.1, XP_029055360.1, XP_029055358.1
OG0000497	XP_034189658.1	XP_029045567.1
OG0000497	XP_034176952.1, XP_034176951.1	XP_029055715.1
OG0000498	XP_034184754.1, XP_034184753.1, XP_034184755.1, XP_034184752.1	XP_029051523.1, XP_029051524.1, XP_029051526.1, XP_029051522.1, XP_029051527.1
OG0000499	XP_034195515.1	XP_029052799.1, XP_029048971.1
OG0000500	XP_034195891.1	XP_029038655.1
OG0000500	XP_034195905.1	XP_029038661.1
OG0000501	XP_034195124.1, XP_034191370.1, XP_034186987.1, XP_034191003.1	XP_029041949.1
OG0000502	XP_034182531.1	XP_029047606.1, XP_029047604.1, XP_029047605.1
OG0000502	XP_034182530.1, XP_034182529.1	XP_029047603.1
OG0000503	XP_034194404.1, XP_034194406.1, XP_034194405.1	XP_029053226.1, XP_029053225.1, XP_029053228.1, XP_029053227.1
OG0000504	XP_034188551.1	XP_029033720.1
OG0000505	XP_034191600.1	XP_029039221.1
OG0000505	XP_034191635.1	XP_029039263.1
OG0000506	XP_034171440.1	XP_029036233.1, XP_029036232.1
OG0000507	XP_034171017.1	XP_029037767.1
OG0000508	XP_034183968.1, XP_034183965.1, XP_034183964.1, XP_034183967.1, XP_034183962.1, XP_034183963.1	XP_029036311.1
OG0000509	XP_034178282.1	XP_029042576.1
OG0000510	XP_034179478.1, XP_034179477.1, XP_034179479.1, XP_034179481.1, XP_034179480.1	XP_029056456.1, XP_029056453.1, XP_029056455.1, XP_029056454.1
OG0000511	XP_034186986.1	XP_029040241.1
OG0000512	XP_034184149.1	XP_029051661.1
OG0000512	XP_034184152.1	XP_029051666.1
OG0000512	XP_034184148.1	XP_029051660.1
OG0000512	XP_034184144.1	XP_029051655.1
OG0000513	XP_034187715.1	XP_029050495.1
OG0000514	XP_034188457.1	XP_029040653.1
OG0000514	XP_034186606.1, XP_034186605.1	XP_029040362.1
OG0000514	XP_034186603.1	XP_029040361.1
OG0000514	XP_034188116.1	XP_029054598.1, XP_029054299.1, XP_029050131.1
OG0000515	XP_034182280.1, XP_034182279.1, XP_034182278.1, XP_034182276.1, XP_034182277.1	XP_029037198.1
OG0000516	XP_034189410.1, XP_034189409.1	XP_029034280.1, XP_029034281.1
OG0000517	XP_034196123.1	XP_029043370.1, XP_029043382.1
OG0000518	XP_034192052.1, XP_034192050.1, XP_034192051.1	XP_029039078.1, XP_029039079.1, XP_029039077.1, XP_029039081.1
OG0000519	XP_034189833.1, XP_034189815.1, XP_034189824.1	XP_029046935.1, XP_029046937.1, XP_029046934.1, XP_029046936.1
OG0000520	XP_034177207.1	XP_029055335.1
OG0000521	XP_034195651.1, XP_034195652.1	XP_029043729.1, XP_029043722.1, XP_029043718.1, XP_029043771.1, XP_029043779.1, XP_029043766.1
OG0000522	XP_034179558.1	XP_029056348.1
OG0000523	XP_034172487.1	XP_029048809.1
OG0000523	XP_034172483.1	XP_029048806.1
OG0000524	XP_034183787.1	XP_029034446.1
OG0000525	XP_034186722.1, XP_034186723.1	XP_029050725.1, XP_029050724.1
OG0000526	XP_034181293.1	XP_029046376.1
OG0000526	XP_034175726.1, XP_034175715.1	XP_029047305.1, XP_029047304.1
OG0000527	XP_034177985.1	XP_029045033.1
OG0000527	XP_034177981.1	XP_029045030.1
OG0000527	XP_034177979.1	XP_029045028.1
OG0000528	XP_034183159.1	XP_029034626.1
OG0000529	XP_034192373.1	XP_029053482.1
OG0000529	XP_034194295.1	XP_029047249.1
OG0000530	XP_034191810.1	XP_029050661.1
OG0000530	XP_034191807.1	XP_029050663.1
OG0000530	XP_034191802.1	XP_029050671.1
OG0000531	XP_034175028.1	XP_029055499.1
OG0000533	XP_034177024.1, XP_034177015.1, XP_034177030.1	XP_029055535.1, XP_029055534.1
OG0000536	XP_034171782.1	XP_029056676.1
OG0000537	XP_034193443.1	XP_029054098.1
OG0000538	XP_034178598.1	XP_029048579.1
OG0000540	XP_034189731.1, XP_034189733.1	XP_029036686.1
OG0000540	XP_034193506.1	XP_029045790.1
OG0000541	XP_034173505.1	XP_029051706.1, XP_029051705.1
OG0000542	XP_034190760.1	XP_029033199.1
OG0000543	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_029032187.1, XP_029032186.1, XP_029032185.1, XP_029032188.1
OG0000544	XP_034193521.1, XP_034193522.1, XP_034193523.1	XP_029045802.1
OG0000545	XP_034194016.1	XP_029046002.1
OG0000545	XP_034175077.1	XP_029044150.1
OG0000546	XP_034184573.1	XP_029038335.1
OG0000546	XP_034184571.1	XP_029037841.1
OG0000547	XP_034182344.1	XP_029032557.1
OG0000548	XP_034179924.1	XP_029039475.1
OG0000548	XP_034179922.1	XP_029039469.1
OG0000548	XP_034179921.1	XP_029039468.1
OG0000549	XP_034171194.1	XP_029041385.1
OG0000550	XP_034181365.1	XP_029035228.1
OG0000551	XP_034175543.1	XP_029047255.1
OG0000552	XP_034189111.1	XP_029034239.1
OG0000552	XP_034173651.1	XP_029038127.1
OG0000553	XP_034181902.1	XP_029046340.1
OG0000554	XP_034188154.1	XP_029051069.1
OG0000554	XP_034193845.1	XP_029036958.1
OG0000555	XP_034189901.1	XP_029040006.1
OG0000555	XP_034189902.1	XP_029040010.1
OG0000556	XP_034177584.1, XP_034177583.1, XP_034177586.1	XP_029036612.1, XP_029036611.1, XP_029036613.1
OG0000557	XP_034184508.1	XP_029039195.1
OG0000558	XP_034176933.1	XP_029045537.1
OG0000558	XP_034184764.1	XP_029051476.1
OG0000559	XP_034186341.1	XP_029050738.1
OG0000560	XP_034179618.1, XP_034179617.1, XP_034179616.1	XP_029039489.1, XP_029039488.1
OG0000561	XP_034187982.1	XP_029045119.1
OG0000561	XP_034187985.1	XP_029045120.1
OG0000562	XP_034182129.1, XP_034182128.1	XP_029040662.1, XP_029040661.1
OG0000563	XP_034177453.1, XP_034177454.1	XP_029048255.1
OG0000564	XP_034175704.1, XP_034175703.1, XP_034175700.1, XP_034175699.1, XP_034175702.1, XP_034175701.1	XP_029046541.1
OG0000565	XP_034180490.1	XP_029032820.1
OG0000565	XP_034189412.1	XP_029034297.1
OG0000567	XP_034175961.1, XP_034175960.1	XP_029037465.1
OG0000567	XP_034172630.1	XP_029033971.1
OG0000568	XP_034190517.1, XP_034190516.1	XP_029046837.1, XP_029046836.1, XP_029046838.1
OG0000569	XP_034173589.1	XP_029033915.1
OG0000569	XP_034174891.1	XP_029038511.1
OG0000570	XP_034187227.1	XP_029047443.1
OG0000571	XP_034180134.1	XP_029032703.1
OG0000571	XP_034180123.1	XP_029032698.1, XP_029032697.1
OG0000572	XP_034178138.1, XP_034178139.1, XP_034178137.1	XP_029042579.1, XP_029042581.1, XP_029042578.1
OG0000573	XP_034182027.1	XP_029049567.1
OG0000574	XP_034185326.1	XP_029044230.1, XP_029044229.1
OG0000574	XP_034185559.1	XP_029044181.1
OG0000575	XP_034184569.1	XP_029037637.1
OG0000575	XP_034184174.1	XP_029038506.1
OG0000576	XP_034183051.1	XP_029049029.1
OG0000577	XP_034171655.1	XP_029041526.1
OG0000578	XP_034193755.1	XP_029045846.1, XP_029045847.1, XP_029045850.1, XP_029045851.1, XP_029045848.1, XP_029045849.1, XP_029045855.1, XP_029045854.1, XP_029045856.1, XP_029045852.1
OG0000579	XP_034189531.1	XP_029048496.1, XP_029048497.1, XP_029048495.1
OG0000579	XP_034189541.1	XP_029048498.1
OG0000582	XP_034193004.1	XP_029042817.1
OG0000583	XP_034180792.1	XP_029041877.1
OG0000584	XP_034184664.1	XP_029049369.1
OG0000584	XP_034188915.1	XP_029034125.1
OG0000585	XP_034174820.1	XP_029034668.1
OG0000585	XP_034187486.1	XP_029047509.1
OG0000586	XP_034194761.1	XP_029033885.1
OG0000587	XP_034178674.1, XP_034178675.1	XP_029042599.1, XP_029042600.1, XP_029042598.1
OG0000588	XP_034186533.1, XP_034186534.1	XP_029056195.1, XP_029056190.1, XP_029056189.1, XP_029056194.1
OG0000589	XP_034183394.1	XP_029051595.1
OG0000590	XP_034185684.1, XP_034185683.1, XP_034185681.1, XP_034185682.1, XP_034185675.1, XP_034185676.1, XP_034185673.1, XP_034185674.1, XP_034185679.1, XP_034185680.1, XP_034185677.1, XP_034185678.1	XP_029034872.1, XP_029034871.1, XP_029034874.1, XP_029034873.1, XP_029034875.1, XP_029034870.1, XP_029034867.1, XP_029034868.1
OG0000591	XP_034186569.1	XP_029046641.1
OG0000592	XP_034178871.1	XP_029049346.1
OG0000593	XP_034180594.1	XP_029032779.1, XP_029032778.1
OG0000593	XP_034190181.1	XP_029039789.1
OG0000594	XP_034187972.1	XP_029045111.1
OG0000595	XP_034179380.1	XP_029049332.1
OG0000595	XP_034179381.1	XP_029049333.1
OG0000596	XP_034170851.1	XP_029031955.1, XP_029031954.1
OG0000596	XP_034174072.1	XP_029055928.1
OG0000598	XP_034185284.1	XP_029044196.1
OG0000599	XP_034172243.1	XP_029042529.1
OG0000599	XP_034172236.1	XP_029042528.1
OG0000600	XP_034183594.1, XP_034183596.1	XP_029040421.1
OG0000601	XP_034179494.1	XP_029049997.1, XP_029049996.1
OG0000602	XP_034191234.1	XP_029045254.1
OG0000602	XP_034172744.1, XP_034172765.1	XP_029055486.1
OG0000603	XP_034179685.1	XP_029044408.1, XP_029044409.1
OG0000604	XP_034183905.1	XP_029053352.1
OG0000605	XP_034185732.1	XP_029039696.1
OG0000606	XP_034187245.1, XP_034187246.1	XP_029047428.1, XP_029047419.1
OG0000607	XP_034194085.1, XP_034192279.1	XP_029051859.1
OG0000607	XP_034194059.1	XP_029038442.1, XP_029038441.1
OG0000608	XP_034194978.1	XP_029047077.1, XP_029047078.1, XP_029054677.1
OG0000609	XP_034176820.1, XP_034176821.1, XP_034176818.1, XP_034176819.1, XP_034176817.1	XP_029043920.1, XP_029043923.1, XP_029043921.1, XP_029043924.1
OG0000610	XP_034195045.1	XP_029054880.1, XP_029053848.1, XP_029054710.1, XP_029054187.1, XP_029053903.1, XP_029054301.1, XP_029055134.1, XP_029054066.1, XP_029054106.1
OG0000610	XP_034192362.1, XP_034194843.1, XP_034192364.1	XP_029053648.1
OG0000611	XP_034179729.1, XP_034179728.1, XP_034179727.1	XP_029053264.1, XP_029053269.1, XP_029053265.1, XP_029053266.1, XP_029053267.1, XP_029053263.1, XP_029053270.1
OG0000612	XP_034189021.1, XP_034189022.1, XP_034189023.1	XP_029043116.1, XP_029043117.1, XP_029043115.1
OG0000613	XP_034172118.1	XP_029050917.1
OG0000613	XP_034188187.1	XP_029047206.1
OG0000614	XP_034171292.1	XP_029037786.1
OG0000614	XP_034179601.1	XP_029047735.1
OG0000615	XP_034196191.1	XP_029053196.1, XP_029053197.1, XP_029053198.1, XP_029053200.1
OG0000616	XP_034196701.1	XP_029055032.1
OG0000616	XP_034196698.1	XP_029055027.1
OG0000616	XP_034196693.1	XP_029055011.1
OG0000616	XP_034196699.1	XP_029055029.1
OG0000617	XP_034189207.1, XP_034189206.1	XP_029034189.1, XP_029034187.1, XP_029034188.1, XP_029034190.1
OG0000617	XP_034189189.1	XP_029034182.1, XP_029034183.1
OG0000619	XP_034174044.1, XP_034174045.1	XP_029033210.1
OG0000619	XP_034174043.1	XP_029033220.1
OG0000620	XP_034182244.1, XP_034182243.1, XP_034182241.1, XP_034182242.1	XP_029037150.1, XP_029037152.1, XP_029037151.1
OG0000621	XP_034193375.1	XP_029049820.1
OG0000622	XP_034179314.1, XP_034179315.1	XP_029052783.1, XP_029052784.1
OG0000623	XP_034190998.1, XP_034190999.1	XP_029045217.1, XP_029045218.1
OG0000624	XP_034196415.1	XP_029051455.1
OG0000624	XP_034196419.1	XP_029051464.1
OG0000625	XP_034193692.1, XP_034193765.1	XP_029040101.1
OG0000626	XP_034183276.1, XP_034183277.1	XP_029041703.1, XP_029041706.1, XP_029041704.1, XP_029041705.1
OG0000627	XP_034176579.1, XP_034176577.1, XP_034176578.1	XP_029042614.1
OG0000628	XP_034175867.1	XP_029044099.1
OG0000628	XP_034175870.1	XP_029044110.1
OG0000629	XP_034186138.1, XP_034186139.1, XP_034186140.1	XP_029039623.1, XP_029039622.1, XP_029039624.1
OG0000630	XP_034196439.1	XP_029041390.1
OG0000631	XP_034180553.1, XP_034180557.1, XP_034180555.1, XP_034180556.1	XP_029038434.1, XP_029038437.1, XP_029038436.1, XP_029038433.1, XP_029038435.1
OG0000632	XP_034178299.1, XP_034178301.1, XP_034178300.1, XP_034178303.1	XP_029052102.1, XP_029052100.1, XP_029052101.1
OG0000633	XP_034192083.1, XP_034192084.1	XP_029037687.1, XP_029037686.1
OG0000633	XP_034170947.1	XP_029041518.1
OG0000634	XP_034182976.1	XP_029048142.1
OG0000634	XP_034182995.1	XP_029048149.1
OG0000635	XP_034187927.1	XP_029051070.1
OG0000635	XP_034195520.1	XP_029040166.1
OG0000636	XP_034186132.1, XP_034186134.1, XP_034186133.1	XP_029039620.1
OG0000637	XP_034195726.1, XP_034195728.1, XP_034195727.1	XP_029046120.1, XP_029045035.1, XP_029044601.1, XP_029044865.1, XP_029044950.1, XP_029046032.1, XP_029044781.1, XP_029046300.1, XP_029046384.1, XP_029046212.1, XP_029044690.1, XP_029045949.1
OG0000638	XP_034174717.1	XP_029048354.1
OG0000639	XP_034171694.1	XP_029043677.1, XP_029043676.1
OG0000640	XP_034187341.1, XP_034187332.1, XP_034187323.1	XP_029047429.1, XP_029047426.1, XP_029047427.1
OG0000641	XP_034189041.1, XP_034189040.1	XP_029043125.1
OG0000642	XP_034171237.1, XP_034171238.1, XP_034171236.1	XP_029036196.1, XP_029036197.1, XP_029036195.1
OG0000643	XP_034195752.1	XP_029055528.1
OG0000643	XP_034195753.1	XP_029055540.1
OG0000644	XP_034170835.1, XP_034170836.1	XP_029055915.1, XP_029055916.1
OG0000645	XP_034180486.1	XP_029043495.1
OG0000646	XP_034181008.1	XP_029048499.1
OG0000647	XP_034188148.1	XP_029051042.1, XP_029051041.1, XP_029051040.1, XP_029051043.1
OG0000648	XP_034183259.1	XP_029041739.1
OG0000649	XP_034183429.1, XP_034183430.1	XP_029040527.1, XP_029040529.1
OG0000650	XP_034188775.1, XP_034188776.1, XP_034188777.1, XP_034188778.1	XP_029053486.1, XP_029053488.1, XP_029053489.1
OG0000651	XP_034195589.1	XP_029053860.1, XP_029053855.1
OG0000651	XP_034196591.1	XP_029032121.1
OG0000653	XP_034176981.1	XP_029048729.1
OG0000654	XP_034185775.1	XP_029037711.1
OG0000654	XP_034182877.1	XP_029038872.1
OG0000655	XP_034185101.1	XP_029034955.1
OG0000655	XP_034185087.1, XP_034185093.1	XP_029034945.1, XP_029034943.1
OG0000656	XP_034196188.1, XP_034196187.1	XP_029053185.1
OG0000657	XP_034188916.1	XP_029034127.1
OG0000659	XP_034187721.1	XP_029044779.1
OG0000660	XP_034194764.1	XP_029033887.1
OG0000661	XP_034190810.1	XP_029049533.1
OG0000662	XP_034192251.1	XP_029043566.1, XP_029043334.1
OG0000663	XP_034178209.1	XP_029049220.1
OG0000664	XP_034184472.1	XP_029038727.1
OG0000665	XP_034180817.1	XP_029039398.1
OG0000666	XP_034173453.1	XP_029041371.1
OG0000666	XP_034173466.1	XP_029041373.1, XP_029041386.1
OG0000667	XP_034176332.1, XP_034176342.1, XP_034176323.1, XP_034176352.1	XP_029055180.1, XP_029055185.1
OG0000668	XP_034187782.1, XP_034187783.1, XP_034187781.1	XP_029035925.1, XP_029035926.1, XP_029035927.1, XP_029035924.1, XP_029035923.1
OG0000669	XP_034195082.1	XP_029051913.1, XP_029051914.1, XP_029051915.1, XP_029051911.1, XP_029051912.1
OG0000670	XP_034177506.1	XP_029043830.1
OG0000671	XP_034174488.1, XP_034174487.1, XP_034174490.1	XP_029035653.1, XP_029035652.1, XP_029035654.1
OG0000672	XP_034181794.1, XP_034181793.1	XP_029045302.1, XP_029045304.1, XP_029045301.1
OG0000672	XP_034181792.1	XP_029045300.1
OG0000673	XP_034189277.1	XP_029043090.1, XP_029043089.1, XP_029043088.1, XP_029043087.1, XP_029043085.1, XP_029043086.1, XP_029043084.1
OG0000674	XP_034173457.1, XP_034173454.1, XP_034173455.1	XP_029051938.1, XP_029051940.1, XP_029051939.1
OG0000674	XP_034173456.1	XP_029051941.1
OG0000674	XP_034181537.1	XP_029051196.1
OG0000675	XP_034180060.1	XP_029038425.1
OG0000675	XP_034180493.1	XP_029038406.1
OG0000675	XP_034180205.1	XP_029038424.1, XP_029038426.1
OG0000675	XP_034180212.1	XP_029046867.1
OG0000675	XP_034180214.1	XP_029046865.1, XP_029046866.1
OG0000675	XP_034180213.1	XP_029038429.1
OG0000675	XP_034180495.1	XP_029038428.1
OG0000676	XP_034181040.1, XP_034181041.1, XP_034181037.1, XP_034181038.1, XP_034181039.1	XP_029052144.1, XP_029052143.1, XP_029052142.1
OG0000677	XP_034192273.1	XP_029042201.1
OG0000678	XP_034195733.1	XP_029038261.1
OG0000678	XP_034195514.1, XP_034195595.1	XP_029038252.1
OG0000678	XP_034195387.1, XP_034194733.1, XP_034179661.1, XP_034179594.1, XP_034179602.1	XP_029038825.1
OG0000678	XP_034179648.1	XP_029038849.1
OG0000680	XP_034184644.1	XP_029044191.1
OG0000680	XP_034184643.1	XP_029044190.1
OG0000681	XP_034171583.1	XP_029055084.1
OG0000681	XP_034185749.1	XP_029039721.1
OG0000682	XP_034189757.1	XP_029045555.1
OG0000683	XP_034184027.1, XP_034184025.1, XP_034184026.1	XP_029054032.1, XP_029054085.1, XP_029054092.1, XP_029054025.1
OG0000684	XP_034191620.1	XP_029050261.1
OG0000685	XP_034195418.1	XP_029053450.1
OG0000685	XP_034173050.1	XP_029038113.1
OG0000686	XP_034182666.1, XP_034182664.1	XP_029049915.1, XP_029049914.1
OG0000687	XP_034184405.1	XP_029047941.1
OG0000688	XP_034179998.1, XP_034179999.1	XP_029041789.1
OG0000689	XP_034177004.1	XP_029048662.1
OG0000690	XP_034195617.1, XP_034195626.1	XP_029055524.1, XP_029055523.1
OG0000691	XP_034183384.1	XP_029046007.1, XP_029046006.1
OG0000692	XP_034186253.1	XP_029044567.1, XP_029044564.1, XP_029044565.1, XP_029044566.1
OG0000693	XP_034196044.1, XP_034196043.1	XP_029040353.1
OG0000694	XP_034177829.1	XP_029046097.1
OG0000695	XP_034194706.1	XP_029033770.1, XP_029033771.1
OG0000697	XP_034171145.1	XP_029034392.1
OG0000698	XP_034192654.1	XP_029036555.1, XP_029036556.1, XP_029036557.1
OG0000699	XP_034171908.1	XP_029037106.1
OG0000700	XP_034172520.1	XP_029035766.1
OG0000700	XP_034172631.1	XP_029035732.1
OG0000701	XP_034181233.1	XP_029047332.1
OG0000703	XP_034182469.1, XP_034182467.1, XP_034182466.1	XP_029038646.1
OG0000703	XP_034182468.1	XP_029038645.1
OG0000704	XP_034180708.1, XP_034180704.1, XP_034180705.1, XP_034180707.1	XP_029043519.1, XP_029043518.1
OG0000704	XP_034192112.1	XP_029039136.1
OG0000705	XP_034195449.1, XP_034195450.1	XP_029044579.1, XP_029044422.1
OG0000706	XP_034173606.1	XP_029051637.1
OG0000706	XP_034173652.1	XP_029051674.1
OG0000707	XP_034174365.1	XP_029036053.1
OG0000708	XP_034179612.1	XP_029039484.1, XP_029039485.1
OG0000708	XP_034179613.1	XP_029039486.1
OG0000709	XP_034190264.1, XP_034190266.1	XP_029050804.1
OG0000709	XP_034190270.1, XP_034190269.1, XP_034190267.1	XP_029050801.1
OG0000710	XP_034181294.1	XP_029041179.1, XP_029041180.1
OG0000710	XP_034189663.1	XP_029040038.1
OG0000711	XP_034186726.1, XP_034186725.1	XP_029041955.1
OG0000712	XP_034195385.1	XP_029051338.1
OG0000713	XP_034180827.1	XP_029041909.1
OG0000714	XP_034176115.1	XP_029046557.1
OG0000714	XP_034176110.1	XP_029046554.1, XP_029046550.1
OG0000715	XP_034179040.1	XP_029034742.1
OG0000716	XP_034195596.1, XP_034195587.1, XP_034195604.1	XP_029055641.1, XP_029055642.1
OG0000717	XP_034173546.1	XP_029048774.1
OG0000718	XP_034180234.1, XP_034180236.1	XP_029051378.1, XP_029051382.1
OG0000719	XP_034189545.1	XP_029039665.1
OG0000720	XP_034191713.1	XP_029050239.1
OG0000720	XP_034179159.1	XP_029039566.1
OG0000721	XP_034182717.1	XP_029037138.1
OG0000722	XP_034185418.1	XP_029052343.1
OG0000722	XP_034185417.1	XP_029052341.1
OG0000723	XP_034174156.1, XP_034174145.1	XP_029052946.1
OG0000724	XP_034181314.1	XP_029041204.1
OG0000724	XP_034181312.1, XP_034181306.1	XP_029041210.1
OG0000726	XP_034178804.1	XP_029044541.1
OG0000727	XP_034186076.1	XP_029033709.1, XP_029033710.1, XP_029033481.1, XP_029033482.1, XP_029033480.1, XP_029033483.1, XP_029033707.1
OG0000728	XP_034175496.1	XP_029051358.1
OG0000729	XP_034190466.1	XP_029050818.1
OG0000730	XP_034171099.1, XP_034171091.1, XP_034171105.1, XP_034171114.1	XP_029043981.1, XP_029044013.1
OG0000731	XP_034178797.1, XP_034178798.1	XP_029044485.1
OG0000732	XP_034182772.1, XP_034182771.1	XP_029040696.1, XP_029040698.1, XP_029040697.1
OG0000733	XP_034178501.1, XP_034178492.1	XP_029046901.1, XP_029046900.1, XP_029046899.1, XP_029046898.1
OG0000734	XP_034190930.1	XP_029056100.1, XP_029056111.1, XP_029056110.1, XP_029056109.1
OG0000736	XP_034191847.1	XP_029050709.1
OG0000737	XP_034187747.1	XP_029044849.1
OG0000737	XP_034187754.1	XP_029044850.1
OG0000738	XP_034177226.1	XP_029042186.1
OG0000739	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_029054971.1, XP_029054972.1
OG0000740	XP_034172337.1	XP_029048761.1
OG0000741	XP_034193488.1	XP_029036898.1
OG0000742	XP_034189472.1	XP_029045647.1
OG0000743	XP_034190118.1, XP_034190109.1	XP_029051933.1
OG0000744	XP_034187130.1	XP_029040310.1
OG0000745	XP_034189287.1, XP_034189288.1	XP_029043259.1, XP_029043260.1
OG0000746	XP_034176719.1	XP_029035212.1
OG0000746	XP_034176792.1	XP_029035213.1
OG0000747	XP_034193411.1, XP_034193412.1, XP_034193409.1, XP_034193410.1	XP_029037484.1
OG0000748	XP_034187817.1	XP_029046110.1
OG0000748	XP_034187812.1	XP_029046091.1
OG0000749	XP_034179051.1	XP_029034745.1
OG0000749	XP_034179927.1	XP_029045998.1
OG0000750	XP_034175721.1, XP_034175719.1	XP_029049058.1, XP_029049055.1, XP_029049056.1, XP_029049057.1
OG0000751	XP_034170871.1	XP_029036250.1
OG0000751	XP_034173091.1	XP_029033906.1
OG0000752	XP_034191978.1	XP_029039135.1
OG0000753	XP_034179861.1, XP_034179862.1, XP_034179863.1, XP_034179864.1, XP_034179865.1	XP_029044382.1
OG0000754	XP_034179518.1, XP_034179517.1	XP_029039515.1
OG0000755	XP_034194096.1, XP_034194097.1, XP_034194095.1	XP_029051860.1, XP_029051861.1, XP_029051863.1
OG0000756	XP_034172932.1, XP_034172922.1	XP_029055378.1
OG0000756	XP_034172826.1	XP_029055377.1
OG0000757	XP_034184593.1	XP_029054481.1
OG0000758	XP_034188431.1, XP_034188430.1	XP_029040597.1
OG0000758	XP_034181223.1	XP_029041032.1
OG0000759	XP_034187215.1, XP_034187213.1	XP_029052225.1, XP_029052224.1, XP_029052223.1
OG0000759	XP_034187216.1	XP_029052221.1
OG0000760	XP_034187517.1, XP_034187499.1, XP_034187508.1	XP_029044834.1, XP_029044835.1, XP_029044833.1
OG0000761	XP_034183428.1	XP_029051596.1
OG0000762	XP_034181156.1	XP_029047045.1
OG0000763	XP_034184208.1, XP_034184209.1	XP_029054631.1, XP_029050287.1, XP_029054742.1, XP_029055049.1
OG0000764	XP_034176909.1	XP_029041333.1
OG0000764	XP_034176904.1	XP_029041332.1
OG0000765	XP_034175618.1, XP_034175619.1	XP_029037335.1, XP_029037336.1
OG0000766	XP_034177641.1, XP_034177644.1, XP_034177642.1	XP_029046086.1, XP_029046087.1, XP_029046088.1
OG0000766	XP_034177640.1	XP_029046085.1
OG0000767	XP_034187945.1	XP_029039436.1, XP_029039454.1, XP_029039446.1
OG0000768	XP_034193378.1, XP_034193377.1	XP_029049673.1, XP_029049672.1, XP_029049675.1, XP_029049674.1
OG0000769	XP_034171474.1	XP_029032426.1, XP_029032425.1, XP_029032424.1
OG0000770	XP_034191634.1, XP_034191632.1	XP_029039259.1, XP_029039261.1, XP_029039257.1, XP_029039262.1, XP_029039260.1
OG0000771	XP_034184038.1	XP_029054309.1, XP_029054310.1
OG0000772	XP_034173563.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173559.1	XP_029040816.1, XP_029040815.1, XP_029040818.1, XP_029040817.1
OG0000773	XP_034176456.1, XP_034176455.1, XP_034176458.1	XP_029042442.1, XP_029042441.1, XP_029042440.1
OG0000774	XP_034189595.1, XP_034189596.1	XP_029039669.1
OG0000775	XP_034176300.1	XP_029037416.1
OG0000775	XP_034176297.1	XP_029037413.1
OG0000776	XP_034173109.1, XP_034173110.1	XP_029034048.1, XP_029034050.1, XP_029034049.1
OG0000777	XP_034180626.1	XP_029045416.1
OG0000778	XP_034176423.1	XP_029055404.1, XP_029055405.1, XP_029055406.1, XP_029055407.1
OG0000779	XP_034185836.1	XP_029037745.1
OG0000780	XP_034185772.1	XP_029048996.1, XP_029048995.1
OG0000781	XP_034181916.1, XP_034181913.1, XP_034181914.1, XP_034181915.1	XP_029032935.1, XP_029032936.1
OG0000782	XP_034184114.1	XP_029052926.1
OG0000783	XP_034192421.1, XP_034192422.1, XP_034192420.1, XP_034192419.1	XP_029052180.1
OG0000785	XP_034180176.1	XP_029038453.1
OG0000786	XP_034191176.1, XP_034191175.1	XP_029042324.1
OG0000787	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1	XP_029038869.1, XP_029038866.1, XP_029038868.1, XP_029038867.1
OG0000789	XP_034181098.1, XP_034181099.1, XP_034181100.1, XP_034181096.1, XP_034181097.1	XP_029043730.1, XP_029043728.1, XP_029043726.1, XP_029043727.1, XP_029043731.1
OG0000790	XP_034179072.1	XP_029034750.1, XP_029034749.1
OG0000791	XP_034187035.1, XP_034187036.1, XP_034187037.1	XP_029051030.1, XP_029051031.1, XP_029051032.1, XP_029051029.1
OG0000795	XP_034188912.1	XP_029032577.1, XP_029032576.1
OG0000796	XP_034174861.1	XP_029044370.1
OG0000796	XP_034187746.1	XP_029035996.1
OG0000797	XP_034190292.1	XP_029050797.1
OG0000798	XP_034180056.1, XP_034180058.1	XP_029043504.1, XP_029043503.1
OG0000799	XP_034180545.1	XP_029041378.1
OG0000799	XP_034180514.1, XP_034180523.1	XP_029041376.1
OG0000800	XP_034180330.1	XP_029032790.1, XP_029032789.1
OG0000801	XP_034173967.1	XP_029053165.1
OG0000801	XP_034187749.1	XP_029035910.1
OG0000802	XP_034189560.1, XP_034189562.1, XP_034189561.1, XP_034189564.1, XP_034189563.1	XP_029039753.1, XP_029039754.1, XP_029039755.1, XP_029039756.1
OG0000803	XP_034188816.1, XP_034188817.1	XP_029054275.1
OG0000804	XP_034180962.1	XP_029041174.1
OG0000805	XP_034194545.1	XP_029040208.1
OG0000805	XP_034181599.1	XP_029046982.1, XP_029046983.1
OG0000806	XP_034184428.1, XP_034184432.1, XP_034184431.1, XP_034184430.1, XP_034184429.1	XP_029047953.1
